,BWMX
2020-07-22,9.199999809265137
2020-07-23,9.199999809265137
2020-07-24,9.199999809265137
2020-07-27,9.199999809265137
2020-07-28,9.199999809265137
2020-07-29,8.319000244140625
2020-07-30,8.319000244140625
2020-07-31,13.0
2020-08-03,12.0
2020-08-04,12.600000381469727
2020-08-05,14.09000015258789
2020-08-06,13.4399995803833
2020-08-07,14.979999542236328
2020-08-10,14.510000228881836
2020-08-11,14.38599967956543
2020-08-12,15.0
2020-08-13,14.75
2020-08-14,14.84000015258789
2020-08-17,14.979999542236328
2020-08-18,14.890000343322754
2020-08-19,15.479999542236328
2020-08-20,15.949999809265137
2020-08-21,15.600000381469727
2020-08-24,16.600000381469727
2020-08-25,17.68000030517578
2020-08-26,17.959999084472656
2020-08-27,17.200000762939453
2020-08-28,18.0
2020-08-31,17.969999313354492
2020-09-01,17.8799991607666
2020-09-02,19.6299991607666
2020-09-03,18.690000534057617
2020-09-04,17.93000030517578
2020-09-08,17.770000457763672
2020-09-09,19.010000228881836
2020-09-10,19.940000534057617
2020-09-11,22.0
2020-09-14,23.68000030517578
2020-09-15,21.610000610351562
2020-09-16,20.899999618530273
2020-09-17,19.68000030517578
2020-09-18,19.59000015258789
2020-09-21,18.100000381469727
2020-09-22,19.010000228881836
2020-09-23,18.299999237060547
2020-09-24,17.989999771118164
2020-09-25,17.799999237060547
2020-09-28,19.0
2020-09-29,18.420000076293945
2020-09-30,18.190000534057617
2020-10-01,18.18000030517578
2020-10-02,18.1200008392334
2020-10-05,18.239999771118164
2020-10-06,18.270000457763672
2020-10-07,18.15999984741211
2020-10-08,18.309999465942383
2020-10-09,19.770000457763672
2020-10-12,19.450000762939453
2020-10-13,21.940000534057617
2020-10-14,25.809999465942383
2020-10-15,25.0
2020-10-16,25.58300018310547
2020-10-19,24.8700008392334
2020-10-20,25.059999465942383
2020-10-21,23.899999618530273
2020-10-22,24.18000030517578
2020-10-23,25.809999465942383
2020-10-26,24.309999465942383
2020-10-27,24.170000076293945
2020-10-28,25.84000015258789
2020-10-29,25.760000228881836
2020-10-30,27.25
2020-11-02,29.43000030517578
2020-11-03,29.760000228881836
2020-11-04,29.239999771118164
2020-11-05,30.299999237060547
2020-11-06,34.15999984741211
2020-11-09,33.18000030517578
2020-11-10,34.25
2020-11-11,32.72999954223633
2020-11-12,30.969999313354492
2020-11-13,31.489999771118164
2020-11-16,29.59000015258789
2020-11-17,30.280000686645508
2020-11-18,30.219999313354492
2020-11-19,30.489999771118164
2020-11-20,30.90999984741211
2020-11-23,30.75
2020-11-24,30.739999771118164
2020-11-25,30.399999618530273
2020-11-27,29.260000228881836
2020-11-30,28.309999465942383
2020-12-01,27.8799991607666
2020-12-02,29.059999465942383
2020-12-03,29.799999237060547
2020-12-04,29.84000015258789
2020-12-07,29.469999313354492
2020-12-08,29.5
2020-12-09,29.850000381469727
2020-12-10,29.760000228881836
2020-12-11,29.760000228881836
2020-12-14,29.75
2020-12-15,29.84000015258789
2020-12-16,30.260000228881836
2020-12-17,33.849998474121094
2020-12-18,33.43000030517578
2020-12-21,31.950000762939453
2020-12-22,32.13999938964844
2020-12-23,31.68000030517578
2020-12-24,31.709999084472656
2020-12-28,32.040000915527344
2020-12-29,32.45000076293945
2020-12-30,34.900001525878906
2020-12-31,34.150001525878906
2021-01-04,33.79999923706055
2021-01-05,33.72999954223633
2021-01-06,33.9900016784668
2021-01-07,34.290000915527344
2021-01-08,34.70000076293945
2021-01-11,34.849998474121094
2021-01-12,35.939998626708984
2021-01-13,36.88999938964844
2021-01-14,37.599998474121094
2021-01-15,37.650001525878906
2021-01-19,38.0
2021-01-20,38.47999954223633
2021-01-21,38.290000915527344
2021-01-22,38.150001525878906
2021-01-25,38.47999954223633
2021-01-26,37.88999938964844
2021-01-27,37.5
2021-01-28,36.66999816894531
2021-01-29,36.0
2021-02-01,37.9900016784668
2021-02-02,37.7400016784668
2021-02-03,39.290000915527344
2021-02-04,39.97999954223633
2021-02-05,40.849998474121094
2021-02-08,39.81999969482422
2021-02-09,39.40999984741211
2021-02-10,40.45000076293945
2021-02-11,39.20000076293945
2021-02-12,39.779998779296875
2021-02-16,39.81999969482422
2021-02-17,41.7400016784668
2021-02-18,41.880001068115234
2021-02-19,45.5099983215332
2021-02-22,43.95000076293945
2021-02-23,42.689998626708984
2021-02-24,43.5
2021-02-25,42.619998931884766
2021-02-26,43.20000076293945
2021-03-01,43.02000045776367
2021-03-02,42.849998474121094
2021-03-03,42.25
2021-03-04,40.0
2021-03-05,39.33000183105469
2021-03-08,39.400001525878906
2021-03-09,40.13999938964844
2021-03-10,38.58000183105469
2021-03-11,39.939998626708984
2021-03-12,38.11000061035156
2021-03-15,38.630001068115234
2021-03-16,38.25
2021-03-17,37.810001373291016
2021-03-18,38.029998779296875
2021-03-19,37.93000030517578
2021-03-22,38.91999816894531
2021-03-23,38.08000183105469
2021-03-24,36.90999984741211
2021-03-25,38.20000076293945
2021-03-26,38.04999923706055
2021-03-29,37.18000030517578
2021-03-30,38.439998626708984
2021-03-31,38.72999954223633
2021-04-01,38.79999923706055
2021-04-05,39.5099983215332
2021-04-06,39.20000076293945
2021-04-07,38.029998779296875
2021-04-08,39.529998779296875
2021-04-09,38.709999084472656
2021-04-12,38.63999938964844
2021-04-13,39.16999816894531
2021-04-14,40.65999984741211
2021-04-15,39.5099983215332
2021-04-16,39.790000915527344
2021-04-19,39.0
2021-04-20,40.5099983215332
2021-04-21,41.880001068115234
2021-04-22,42.029998779296875
2021-04-23,42.90999984741211
2021-04-26,43.31999969482422
2021-04-27,45.0
2021-04-28,45.470001220703125
2021-04-29,47.189998626708984
2021-04-30,47.220001220703125
2021-05-03,47.38999938964844
2021-05-04,47.52000045776367
2021-05-05,48.900001525878906
2021-05-06,48.59000015258789
2021-05-07,46.65999984741211
2021-05-10,43.29999923706055
2021-05-11,44.900001525878906
2021-05-12,42.970001220703125
2021-05-13,43.400001525878906
2021-05-14,44.7400016784668
