,DOW
2020-08-27,46.15999984741211
2020-08-28,46.04999923706055
2020-08-31,45.119998931884766
2020-09-01,47.27000045776367
2020-09-02,49.220001220703125
2020-09-03,48.38999938964844
2020-09-04,48.599998474121094
2020-09-08,47.93000030517578
2020-09-09,49.22999954223633
2020-09-10,48.70000076293945
2020-09-11,49.849998474121094
2020-09-14,50.09000015258789
2020-09-15,51.06999969482422
2020-09-16,49.70000076293945
2020-09-17,50.970001220703125
2020-09-18,50.369998931884766
2020-09-21,47.90999984741211
2020-09-22,47.79999923706055
2020-09-23,46.7400016784668
2020-09-24,46.40999984741211
2020-09-25,46.040000915527344
2020-09-28,47.47999954223633
2020-09-29,46.56999969482422
2020-09-30,47.04999923706055
2020-10-01,46.11000061035156
2020-10-02,47.310001373291016
2020-10-05,48.58000183105469
2020-10-06,47.880001068115234
2020-10-07,48.29999923706055
2020-10-08,49.380001068115234
2020-10-09,49.36000061035156
2020-10-12,48.58000183105469
2020-10-13,47.880001068115234
2020-10-14,48.83000183105469
2020-10-15,49.0099983215332
2020-10-16,49.29999923706055
2020-10-19,48.84000015258789
2020-10-20,49.34000015258789
2020-10-21,48.54999923706055
2020-10-22,48.81999969482422
2020-10-23,48.529998779296875
2020-10-26,47.150001525878906
2020-10-27,46.56999969482422
2020-10-28,45.18000030517578
2020-10-29,46.25
2020-10-30,45.4900016784668
2020-11-02,47.81999969482422
2020-11-03,48.72999954223633
2020-11-04,46.45000076293945
2020-11-05,48.970001220703125
2020-11-06,48.22999954223633
2020-11-09,52.119998931884766
2020-11-10,53.459999084472656
2020-11-11,52.209999084472656
2020-11-12,51.040000915527344
2020-11-13,51.970001220703125
2020-11-16,53.93000030517578
2020-11-17,54.47999954223633
2020-11-18,55.29999923706055
2020-11-19,55.34000015258789
2020-11-20,54.72999954223633
2020-11-23,55.939998626708984
2020-11-24,57.72999954223633
2020-11-25,56.43000030517578
2020-11-27,55.400001525878906
2020-11-30,53.0099983215332
2020-12-01,53.529998779296875
2020-12-02,53.20000076293945
2020-12-03,53.599998474121094
2020-12-04,55.04999923706055
2020-12-07,53.209999084472656
2020-12-08,54.54999923706055
2020-12-09,54.65999984741211
2020-12-10,54.43000030517578
2020-12-11,54.0
2020-12-14,53.060001373291016
2020-12-15,54.130001068115234
2020-12-16,53.83000183105469
2020-12-17,53.83000183105469
2020-12-18,55.65999984741211
2020-12-21,55.08000183105469
2020-12-22,54.66999816894531
2020-12-23,54.75
2020-12-24,54.790000915527344
2020-12-28,54.290000915527344
2020-12-29,54.33000183105469
2020-12-30,55.470001220703125
2020-12-31,55.5
2021-01-04,54.040000915527344
2021-01-05,55.79999923706055
2021-01-06,58.43000030517578
2021-01-07,58.5099983215332
2021-01-08,58.209999084472656
2021-01-11,58.86000061035156
2021-01-12,61.040000915527344
2021-01-13,60.029998779296875
2021-01-14,59.650001525878906
2021-01-15,57.310001373291016
2021-01-19,57.54999923706055
2021-01-20,58.56999969482422
2021-01-21,57.560001373291016
2021-01-22,57.5
2021-01-25,57.22999954223633
2021-01-26,55.7400016784668
2021-01-27,54.38999938964844
2021-01-28,54.380001068115234
2021-01-29,51.900001525878906
2021-02-01,52.75
2021-02-02,54.61000061035156
2021-02-03,55.349998474121094
2021-02-04,56.34000015258789
2021-02-05,57.2400016784668
2021-02-08,57.349998474121094
2021-02-09,56.599998474121094
2021-02-10,57.66999816894531
2021-02-11,57.66999816894531
2021-02-12,58.150001525878906
2021-02-16,58.75
2021-02-17,58.540000915527344
2021-02-18,57.560001373291016
2021-02-19,60.38999938964844
2021-02-22,62.47999954223633
2021-02-23,62.119998931884766
2021-02-24,63.689998626708984
2021-02-25,61.349998474121094
2021-02-26,59.310001373291016
2021-03-01,61.540000915527344
2021-03-02,62.72999954223633
2021-03-03,62.25
2021-03-04,61.20000076293945
2021-03-05,62.90999984741211
2021-03-08,63.439998626708984
2021-03-09,62.2599983215332
2021-03-10,64.08999633789062
2021-03-11,64.31999969482422
2021-03-12,64.33999633789062
2021-03-15,62.900001525878906
2021-03-16,63.18000030517578
2021-03-17,66.01000213623047
2021-03-18,64.72000122070312
2021-03-19,63.90999984741211
2021-03-22,63.5099983215332
2021-03-23,60.75
2021-03-24,62.040000915527344
2021-03-25,63.2400016784668
2021-03-26,63.9900016784668
2021-03-29,63.900001525878906
2021-03-30,64.61000061035156
2021-03-31,63.939998626708984
2021-04-01,64.5999984741211
2021-04-05,64.58999633789062
2021-04-06,64.5999984741211
2021-04-07,63.9900016784668
2021-04-08,63.189998626708984
2021-04-09,63.13999938964844
2021-04-12,63.790000915527344
2021-04-13,63.310001373291016
2021-04-14,64.23999786376953
2021-04-15,64.56999969482422
2021-04-16,64.68000030517578
2021-04-19,64.55000305175781
2021-04-20,62.47999954223633
2021-04-21,64.81999969482422
2021-04-22,60.93000030517578
2021-04-23,62.11000061035156
2021-04-26,62.20000076293945
2021-04-27,62.650001525878906
2021-04-28,63.310001373291016
2021-04-29,64.05999755859375
2021-04-30,62.5
2021-05-03,64.55000305175781
2021-05-04,66.22000122070312
2021-05-05,68.06999969482422
2021-05-06,69.04000091552734
2021-05-07,69.04000091552734
2021-05-10,68.7300033569336
2021-05-11,68.56999969482422
2021-05-12,67.5999984741211
2021-05-13,68.08000183105469
2021-05-14,69.83000183105469
