,BSMT
2021-03-15,25.774999618530273
2021-03-16,25.774999618530273
2021-03-17,25.764999389648438
2021-03-18,25.764999389648438
2021-03-19,25.604999542236328
2021-03-22,25.6200008392334
2021-03-23,25.645000457763672
2021-03-24,25.665000915527344
2021-03-25,25.674999237060547
2021-03-26,25.674999237060547
2021-03-29,25.670000076293945
2021-03-30,25.68000030517578
2021-03-31,25.679000854492188
2021-04-01,25.7450008392334
2021-04-05,25.780000686645508
2021-04-06,25.780000686645508
2021-04-07,25.780000686645508
2021-04-08,25.854999542236328
2021-04-09,25.8700008392334
2021-04-12,25.889999389648438
2021-04-13,25.90999984741211
2021-04-14,25.94499969482422
2021-04-15,26.059999465942383
2021-04-16,26.049999237060547
2021-04-19,26.049999237060547
2021-04-20,26.049999237060547
2021-04-21,26.030000686645508
2021-04-22,26.030000686645508
2021-04-23,26.079999923706055
2021-04-26,26.100000381469727
2021-04-27,26.045000076293945
2021-04-28,26.049999237060547
2021-04-29,26.040000915527344
2021-04-30,25.969999313354492
2021-05-03,25.959999084472656
2021-05-04,25.975000381469727
2021-05-05,26.010000228881836
2021-05-06,26.010000228881836
2021-05-07,26.049999237060547
2021-05-10,26.04199981689453
2021-05-11,26.030000686645508
2021-05-12,26.010000228881836
2021-05-13,26.014999389648438
2021-05-14,26.03499984741211
