,DZSI
2013-02-25,5.300000190734863
2013-02-26,5.0
2013-02-27,4.650000095367432
2013-02-28,4.400000095367432
2013-03-01,4.5
2013-03-04,4.75
2013-03-05,4.349999904632568
2013-03-06,4.400000095367432
2013-03-07,4.650000095367432
2013-03-08,4.75
2013-03-11,4.849999904632568
2013-03-12,5.0
2013-03-13,4.900000095367432
2013-03-14,4.699999809265137
2013-03-15,4.5
2013-03-18,4.5
2013-03-19,4.550000190734863
2013-03-20,4.75
2013-03-21,4.5
2013-03-22,4.599999904632568
2013-03-25,4.550000190734863
2013-03-26,4.599999904632568
2013-03-27,4.550000190734863
2013-03-28,4.449999809265137
2013-04-01,4.599999904632568
2013-04-02,4.550000190734863
2013-04-03,4.400000095367432
2013-04-04,4.25
2013-04-05,4.050000190734863
2013-04-08,3.75
2013-04-09,4.0
2013-04-10,4.0
2013-04-11,4.0
2013-04-12,3.950000047683716
2013-04-15,4.0
2013-04-16,4.599999904632568
2013-04-17,4.25
2013-04-18,4.400000095367432
2013-04-19,5.300000190734863
2013-04-22,5.699999809265137
2013-04-23,5.349999904632568
2013-04-24,5.050000190734863
2013-04-25,5.25
2013-04-26,5.050000190734863
2013-04-29,4.900000095367432
2013-04-30,5.0
2013-05-01,4.699999809265137
2013-05-02,4.75
2013-05-03,4.599999904632568
2013-05-06,4.849999904632568
2013-05-07,4.699999809265137
2013-05-08,4.650000095367432
2013-05-09,4.5
2013-05-10,4.650000095367432
2013-05-13,4.699999809265137
2013-05-14,4.699999809265137
2013-05-15,4.449999809265137
2013-05-16,4.5
2013-05-17,4.949999809265137
2013-05-20,5.150000095367432
2013-05-21,5.0
2013-05-22,4.949999809265137
2013-05-23,5.0
2013-05-24,5.0
2013-05-28,4.75
2013-05-29,4.75
2013-05-30,4.550000190734863
2013-05-31,4.400000095367432
2013-06-03,4.349999904632568
2013-06-04,4.400000095367432
2013-06-05,4.449999809265137
2013-06-06,4.449999809265137
2013-06-07,4.25
2013-06-10,4.25
2013-06-11,4.150000095367432
2013-06-12,4.0
2013-06-13,4.0
2013-06-14,4.25
2013-06-17,4.25
2013-06-18,4.199999809265137
2013-06-19,4.099999904632568
2013-06-20,4.25
2013-06-21,4.099999904632568
2013-06-24,4.150000095367432
2013-06-25,4.300000190734863
2013-06-26,4.400000095367432
2013-06-27,4.25
2013-06-28,4.0
2013-07-01,4.599999904632568
2013-07-02,4.599999904632568
2013-07-03,4.449999809265137
2013-07-05,4.449999809265137
2013-07-08,4.400000095367432
2013-07-09,4.5
2013-07-10,4.5
2013-07-11,4.550000190734863
2013-07-12,4.5
2013-07-15,5.349999904632568
2013-07-16,5.599999904632568
2013-07-17,5.599999904632568
2013-07-18,9.149999618530273
2013-07-19,10.699999809265137
2013-07-22,11.399999618530273
2013-07-23,11.100000381469727
2013-07-24,15.050000190734863
2013-07-25,14.199999809265137
2013-07-26,16.299999237060547
2013-07-29,16.75
2013-07-30,15.649999618530273
2013-07-31,13.800000190734863
2013-08-01,15.5
2013-08-02,14.949999809265137
2013-08-05,15.050000190734863
2013-08-06,14.600000381469727
2013-08-07,13.850000381469727
2013-08-08,13.949999809265137
2013-08-09,12.5
2013-08-12,13.300000190734863
2013-08-13,13.25
2013-08-14,13.100000381469727
2013-08-15,12.350000381469727
2013-08-16,12.699999809265137
2013-08-19,11.800000190734863
2013-08-20,12.199999809265137
2013-08-21,12.399999618530273
2013-08-22,12.199999809265137
2013-08-23,12.5
2013-08-26,14.850000381469727
2013-08-27,14.149999618530273
2013-08-28,13.899999618530273
2013-08-29,13.100000381469727
2013-08-30,12.850000381469727
2013-09-03,13.899999618530273
2013-09-04,13.300000190734863
2013-09-05,13.25
2013-09-06,13.399999618530273
2013-09-09,14.649999618530273
2013-09-10,15.699999809265137
2013-09-11,15.649999618530273
2013-09-12,15.300000190734863
2013-09-13,17.549999237060547
2013-09-16,17.049999237060547
2013-09-17,17.350000381469727
2013-09-18,17.399999618530273
2013-09-19,17.899999618530273
2013-09-20,17.100000381469727
2013-09-23,15.949999809265137
2013-09-24,16.100000381469727
2013-09-25,15.600000381469727
2013-09-26,15.350000381469727
2013-09-27,16.399999618530273
2013-09-30,15.75
2013-10-01,16.450000762939453
2013-10-02,17.149999618530273
2013-10-03,16.450000762939453
2013-10-04,16.399999618530273
2013-10-07,15.800000190734863
2013-10-08,15.050000190734863
2013-10-09,14.25
2013-10-10,14.949999809265137
2013-10-11,14.350000381469727
2013-10-14,14.800000190734863
2013-10-15,14.550000190734863
2013-10-16,15.050000190734863
2013-10-17,16.149999618530273
2013-10-18,20.149999618530273
2013-10-21,20.850000381469727
2013-10-22,20.5
2013-10-23,19.200000762939453
2013-10-24,20.700000762939453
2013-10-25,22.0
2013-10-28,20.850000381469727
2013-10-29,20.799999237060547
2013-10-30,19.75
2013-10-31,20.399999618530273
2013-11-01,19.5
2013-11-04,19.799999237060547
2013-11-05,19.649999618530273
2013-11-06,19.100000381469727
2013-11-07,18.350000381469727
2013-11-08,18.850000381469727
2013-11-11,20.399999618530273
2013-11-12,20.200000762939453
2013-11-13,20.0
2013-11-14,19.799999237060547
2013-11-15,19.600000381469727
2013-11-18,18.799999237060547
2013-11-19,19.75
2013-11-20,28.299999237060547
2013-11-21,27.850000381469727
2013-11-22,27.75
2013-11-25,26.649999618530273
2013-11-26,27.100000381469727
2013-11-27,27.0
2013-11-29,26.799999237060547
2013-12-02,24.549999237060547
2013-12-03,24.700000762939453
2013-12-04,24.850000381469727
2013-12-05,24.799999237060547
2013-12-06,26.049999237060547
2013-12-09,24.299999237060547
2013-12-10,23.25
2013-12-11,22.149999618530273
2013-12-12,22.399999618530273
2013-12-13,22.350000381469727
2013-12-16,23.049999237060547
2013-12-17,24.350000381469727
2013-12-18,25.200000762939453
2013-12-19,25.399999618530273
2013-12-20,24.950000762939453
2013-12-23,24.75
2013-12-24,24.350000381469727
2013-12-26,25.75
2013-12-27,26.399999618530273
2013-12-30,27.850000381469727
2013-12-31,26.700000762939453
2014-01-02,25.450000762939453
2014-01-03,25.600000381469727
2014-01-06,27.350000381469727
2014-01-07,29.850000381469727
2014-01-08,30.899999618530273
2014-01-09,29.5
2014-01-10,28.649999618530273
2014-01-13,28.700000762939453
2014-01-14,29.0
2014-01-15,30.450000762939453
2014-01-16,30.0
2014-01-17,29.200000762939453
2014-01-21,31.649999618530273
2014-01-22,31.049999237060547
2014-01-23,23.100000381469727
2014-01-24,21.75
2014-01-27,22.850000381469727
2014-01-28,20.649999618530273
2014-01-29,20.299999237060547
2014-01-30,20.600000381469727
2014-01-31,20.549999237060547
2014-02-03,18.600000381469727
2014-02-04,19.899999618530273
2014-02-05,19.100000381469727
2014-02-06,19.75
2014-02-07,19.5
2014-02-10,19.649999618530273
2014-02-11,20.700000762939453
2014-02-12,20.399999618530273
2014-02-13,20.399999618530273
2014-02-14,19.5
2014-02-18,20.399999618530273
2014-02-19,20.200000762939453
2014-02-20,20.25
2014-02-21,20.049999237060547
2014-02-24,19.649999618530273
2014-02-25,19.399999618530273
2014-02-26,20.100000381469727
2014-02-27,20.299999237060547
2014-02-28,19.450000762939453
2014-03-03,19.5
2014-03-04,20.149999618530273
2014-03-05,19.75
2014-03-06,20.0
2014-03-07,19.649999618530273
2014-03-10,19.600000381469727
2014-03-11,20.0
2014-03-12,24.299999237060547
2014-03-13,22.299999237060547
2014-03-14,22.0
2014-03-17,22.25
2014-03-18,22.549999237060547
2014-03-19,22.549999237060547
2014-03-20,22.850000381469727
2014-03-21,22.850000381469727
2014-03-24,21.399999618530273
2014-03-25,21.450000762939453
2014-03-26,19.700000762939453
2014-03-27,19.649999618530273
2014-03-28,19.950000762939453
2014-03-31,21.100000381469727
2014-04-01,21.399999618530273
2014-04-02,22.200000762939453
2014-04-03,21.299999237060547
2014-04-04,21.149999618530273
2014-04-07,20.25
2014-04-08,21.450000762939453
2014-04-09,21.5
2014-04-10,20.100000381469727
2014-04-11,19.899999618530273
2014-04-14,18.850000381469727
2014-04-15,17.600000381469727
2014-04-16,17.700000762939453
2014-04-17,19.0
2014-04-21,19.950000762939453
2014-04-22,20.799999237060547
2014-04-23,16.450000762939453
2014-04-24,16.049999237060547
2014-04-25,14.449999809265137
2014-04-28,13.850000381469727
2014-04-29,13.699999809265137
2014-04-30,13.850000381469727
2014-05-01,14.199999809265137
2014-05-02,14.050000190734863
2014-05-05,13.899999618530273
2014-05-06,13.100000381469727
2014-05-07,12.0
2014-05-08,11.449999809265137
2014-05-09,11.399999618530273
2014-05-12,11.25
2014-05-13,13.5
2014-05-14,12.5
2014-05-15,13.100000381469727
2014-05-16,12.5
2014-05-19,13.300000190734863
2014-05-20,13.300000190734863
2014-05-21,14.300000190734863
2014-05-22,14.899999618530273
2014-05-23,15.699999809265137
2014-05-27,15.449999809265137
2014-05-28,15.550000190734863
2014-05-29,15.399999618530273
2014-05-30,15.5
2014-06-02,15.199999809265137
2014-06-03,15.899999618530273
2014-06-04,15.100000381469727
2014-06-05,15.800000190734863
2014-06-06,15.5
2014-06-09,15.949999809265137
2014-06-10,15.699999809265137
2014-06-11,16.049999237060547
2014-06-12,16.200000762939453
2014-06-13,16.450000762939453
2014-06-16,17.100000381469727
2014-06-17,18.149999618530273
2014-06-18,17.850000381469727
2014-06-19,17.450000762939453
2014-06-20,17.049999237060547
2014-06-23,16.549999237060547
2014-06-24,16.600000381469727
2014-06-25,15.25
2014-06-26,15.350000381469727
2014-06-27,15.949999809265137
2014-06-30,15.5
2014-07-01,15.75
2014-07-02,15.600000381469727
2014-07-03,15.699999809265137
2014-07-07,14.949999809265137
2014-07-08,14.449999809265137
2014-07-09,14.300000190734863
2014-07-10,14.300000190734863
2014-07-11,14.25
2014-07-14,14.399999618530273
2014-07-15,13.899999618530273
2014-07-16,13.899999618530273
2014-07-17,13.699999809265137
2014-07-18,17.799999237060547
2014-07-21,18.5
2014-07-22,18.549999237060547
2014-07-23,17.450000762939453
2014-07-24,17.899999618530273
2014-07-25,17.950000762939453
2014-07-28,17.350000381469727
2014-07-29,16.899999618530273
2014-07-30,16.200000762939453
2014-07-31,15.5
2014-08-01,15.449999809265137
2014-08-04,16.149999618530273
2014-08-05,16.299999237060547
2014-08-06,16.600000381469727
2014-08-07,15.949999809265137
2014-08-08,16.100000381469727
2014-08-11,16.700000762939453
2014-08-12,16.200000762939453
2014-08-13,16.75
2014-08-14,16.450000762939453
2014-08-15,16.600000381469727
2014-08-18,17.350000381469727
2014-08-19,17.75
2014-08-20,17.799999237060547
2014-08-21,18.100000381469727
2014-08-22,18.149999618530273
2014-08-25,17.799999237060547
2014-08-26,18.5
2014-08-27,18.100000381469727
2014-08-28,17.299999237060547
2014-08-29,17.25
2014-09-02,16.799999237060547
2014-09-03,16.25
2014-09-04,16.25
2014-09-05,17.100000381469727
2014-09-08,17.200000762939453
2014-09-09,16.5
2014-09-10,16.299999237060547
2014-09-11,16.350000381469727
2014-09-12,16.149999618530273
2014-09-15,15.899999618530273
2014-09-16,15.75
2014-09-17,16.399999618530273
2014-09-18,15.850000381469727
2014-09-19,14.899999618530273
2014-09-22,14.0
2014-09-23,13.75
2014-09-24,13.600000381469727
2014-09-25,13.399999618530273
2014-09-26,13.550000190734863
2014-09-29,13.699999809265137
2014-09-30,13.5
2014-10-01,12.800000190734863
2014-10-02,12.399999618530273
2014-10-03,13.100000381469727
2014-10-06,12.75
2014-10-07,12.800000190734863
2014-10-08,12.25
2014-10-09,11.350000381469727
2014-10-10,10.800000190734863
2014-10-13,10.75
2014-10-14,11.199999809265137
2014-10-15,12.0
2014-10-16,11.0
2014-10-17,10.75
2014-10-20,11.199999809265137
2014-10-21,10.75
2014-10-22,10.5
2014-10-23,11.050000190734863
2014-10-24,10.800000190734863
2014-10-27,11.449999809265137
2014-10-28,11.100000381469727
2014-10-29,11.149999618530273
2014-10-30,11.100000381469727
2014-10-31,11.399999618530273
2014-11-03,11.399999618530273
2014-11-04,11.5
2014-11-05,11.649999618530273
2014-11-06,12.5
2014-11-07,12.100000381469727
2014-11-10,11.899999618530273
2014-11-11,11.899999618530273
2014-11-12,12.350000381469727
2014-11-13,11.949999809265137
2014-11-14,11.550000190734863
2014-11-17,11.550000190734863
2014-11-18,11.25
2014-11-19,10.699999809265137
2014-11-20,10.850000381469727
2014-11-21,11.050000190734863
2014-11-24,10.899999618530273
2014-11-25,10.899999618530273
2014-11-26,10.850000381469727
2014-11-28,10.850000381469727
2014-12-01,10.449999809265137
2014-12-02,10.350000381469727
2014-12-03,10.050000190734863
2014-12-04,10.149999618530273
2014-12-05,10.350000381469727
2014-12-08,9.5
2014-12-09,9.899999618530273
2014-12-10,9.5
2014-12-11,9.149999618530273
2014-12-12,9.199999809265137
2014-12-15,8.800000190734863
2014-12-16,8.600000381469727
2014-12-17,9.25
2014-12-18,9.449999809265137
2014-12-19,8.949999809265137
2014-12-22,9.25
2014-12-23,9.100000381469727
2014-12-24,9.25
2014-12-26,9.350000381469727
2014-12-29,8.949999809265137
2014-12-30,8.699999809265137
2014-12-31,8.850000381469727
2015-01-02,8.75
2015-01-05,8.5
2015-01-06,8.449999809265137
2015-01-07,8.300000190734863
2015-01-08,8.25
2015-01-09,7.900000095367432
2015-01-12,7.650000095367432
2015-01-13,7.900000095367432
2015-01-14,7.900000095367432
2015-01-15,7.949999809265137
2015-01-16,7.650000095367432
2015-01-20,7.75
2015-01-21,7.650000095367432
2015-01-22,7.550000190734863
2015-01-23,7.25
2015-01-26,7.349999904632568
2015-01-27,7.349999904632568
2015-01-28,7.349999904632568
2015-01-29,7.199999809265137
2015-01-30,6.599999904632568
2015-02-02,6.849999904632568
2015-02-03,6.949999809265137
2015-02-04,6.800000190734863
2015-02-05,6.800000190734863
2015-02-06,6.75
2015-02-09,6.650000095367432
2015-02-10,6.5
2015-02-11,6.75
2015-02-12,6.849999904632568
2015-02-13,7.0
2015-02-17,7.0
2015-02-18,7.099999904632568
2015-02-19,7.900000095367432
2015-02-20,7.699999809265137
2015-02-23,7.5
2015-02-24,7.150000095367432
2015-02-25,7.050000190734863
2015-02-26,6.900000095367432
2015-02-27,7.050000190734863
2015-03-02,6.900000095367432
2015-03-03,6.949999809265137
2015-03-04,6.699999809265137
2015-03-05,6.699999809265137
2015-03-06,6.599999904632568
2015-03-09,6.5
2015-03-10,6.400000095367432
2015-03-11,6.400000095367432
2015-03-12,6.599999904632568
2015-03-13,6.5
2015-03-16,6.050000190734863
2015-03-17,6.25
2015-03-18,6.400000095367432
2015-03-19,6.699999809265137
2015-03-20,6.25
2015-03-23,6.599999904632568
2015-03-24,6.650000095367432
2015-03-25,6.849999904632568
2015-03-26,6.699999809265137
2015-03-27,6.599999904632568
2015-03-30,6.400000095367432
2015-03-31,6.5
2015-04-01,6.349999904632568
2015-04-02,6.300000190734863
2015-04-06,6.400000095367432
2015-04-07,6.349999904632568
2015-04-08,6.25
2015-04-09,6.349999904632568
2015-04-10,6.300000190734863
2015-04-13,6.449999809265137
2015-04-14,6.800000190734863
2015-04-15,6.75
2015-04-16,6.900000095367432
2015-04-17,7.300000190734863
2015-04-20,7.599999904632568
2015-04-21,7.650000095367432
2015-04-22,9.449999809265137
2015-04-23,9.699999809265137
2015-04-24,9.75
2015-04-27,9.649999618530273
2015-04-28,9.899999618530273
2015-04-29,9.550000190734863
2015-04-30,9.800000190734863
2015-05-01,9.699999809265137
2015-05-04,9.600000381469727
2015-05-05,9.350000381469727
2015-05-06,9.399999618530273
2015-05-07,9.649999618530273
2015-05-08,9.800000190734863
2015-05-11,10.050000190734863
2015-05-12,10.100000381469727
2015-05-13,10.949999809265137
2015-05-14,11.050000190734863
2015-05-15,10.899999618530273
2015-05-18,11.149999618530273
2015-05-19,10.949999809265137
2015-05-20,11.149999618530273
2015-05-21,11.199999809265137
2015-05-22,11.0
2015-05-26,11.0
2015-05-27,11.0
2015-05-28,11.100000381469727
2015-05-29,11.850000381469727
2015-06-01,12.0
2015-06-02,12.199999809265137
2015-06-03,12.899999618530273
2015-06-04,12.949999809265137
2015-06-05,12.75
2015-06-08,12.600000381469727
2015-06-09,12.649999618530273
2015-06-10,12.699999809265137
2015-06-11,12.850000381469727
2015-06-12,13.0
2015-06-15,13.699999809265137
2015-06-16,14.25
2015-06-17,14.75
2015-06-18,14.550000190734863
2015-06-19,14.5
2015-06-22,14.399999618530273
2015-06-23,14.350000381469727
2015-06-24,13.399999618530273
2015-06-25,12.600000381469727
2015-06-26,12.0
2015-06-29,11.199999809265137
2015-06-30,11.199999809265137
2015-07-01,11.050000190734863
2015-07-02,11.0
2015-07-06,10.899999618530273
2015-07-07,10.350000381469727
2015-07-08,10.399999618530273
2015-07-09,10.449999809265137
2015-07-10,10.649999618530273
2015-07-13,10.550000190734863
2015-07-14,11.199999809265137
2015-07-15,10.800000190734863
2015-07-16,10.899999618530273
2015-07-17,11.0
2015-07-20,10.600000381469727
2015-07-21,10.199999809265137
2015-07-22,10.149999618530273
2015-07-23,10.199999809265137
2015-07-24,10.149999618530273
2015-07-27,9.800000190734863
2015-07-28,9.75
2015-07-29,9.899999618530273
2015-07-30,9.600000381469727
2015-07-31,10.0
2015-08-03,9.399999618530273
2015-08-04,9.5
2015-08-05,9.350000381469727
2015-08-06,8.949999809265137
2015-08-07,8.699999809265137
2015-08-10,9.0
2015-08-11,8.699999809265137
2015-08-12,8.600000381469727
2015-08-13,8.600000381469727
2015-08-14,8.350000381469727
2015-08-17,8.199999809265137
2015-08-18,8.25
2015-08-19,8.350000381469727
2015-08-20,8.25
2015-08-21,8.050000190734863
2015-08-24,7.849999904632568
2015-08-25,7.650000095367432
2015-08-26,7.449999809265137
2015-08-27,7.550000190734863
2015-08-28,8.350000381469727
2015-08-31,8.949999809265137
2015-09-01,8.5
2015-09-02,8.0
2015-09-03,8.100000381469727
2015-09-04,8.25
2015-09-08,7.849999904632568
2015-09-09,7.599999904632568
2015-09-10,7.849999904632568
2015-09-11,7.5
2015-09-14,7.199999809265137
2015-09-15,7.25
2015-09-16,8.100000381469727
2015-09-17,7.800000190734863
2015-09-18,8.100000381469727
2015-09-21,7.849999904632568
2015-09-22,7.550000190734863
2015-09-23,7.449999809265137
2015-09-24,7.25
2015-09-25,7.400000095367432
2015-09-28,7.0
2015-09-29,6.800000190734863
2015-09-30,6.849999904632568
2015-10-01,6.650000095367432
2015-10-02,6.949999809265137
2015-10-05,7.199999809265137
2015-10-06,7.400000095367432
2015-10-07,7.349999904632568
2015-10-08,7.400000095367432
2015-10-09,7.199999809265137
2015-10-12,7.349999904632568
2015-10-13,7.150000095367432
2015-10-14,7.400000095367432
2015-10-15,7.5
2015-10-16,7.449999809265137
2015-10-19,7.300000190734863
2015-10-20,6.949999809265137
2015-10-21,6.949999809265137
2015-10-22,6.75
2015-10-23,6.75
2015-10-26,6.5
2015-10-27,6.650000095367432
2015-10-28,6.449999809265137
2015-10-29,6.300000190734863
2015-10-30,6.199999809265137
2015-11-02,6.550000190734863
2015-11-03,6.400000095367432
2015-11-04,6.550000190734863
2015-11-05,6.449999809265137
2015-11-06,6.199999809265137
2015-11-09,6.099999904632568
2015-11-10,6.050000190734863
2015-11-11,5.949999809265137
2015-11-12,5.949999809265137
2015-11-13,5.550000190734863
2015-11-16,5.349999904632568
2015-11-17,5.75
2015-11-18,5.650000095367432
2015-11-19,5.650000095367432
2015-11-20,5.599999904632568
2015-11-23,5.699999809265137
2015-11-24,5.75
2015-11-25,5.699999809265137
2015-11-27,5.949999809265137
2015-11-30,5.949999809265137
2015-12-01,5.800000190734863
2015-12-02,5.75
2015-12-03,5.75
2015-12-04,5.650000095367432
2015-12-07,5.449999809265137
2015-12-08,5.449999809265137
2015-12-09,5.25
2015-12-10,5.25
2015-12-11,5.150000095367432
2015-12-14,5.150000095367432
2015-12-15,5.199999809265137
2015-12-16,5.400000095367432
2015-12-17,5.050000190734863
2015-12-18,5.0
2015-12-21,5.050000190734863
2015-12-22,4.949999809265137
2015-12-23,4.949999809265137
2015-12-24,4.900000095367432
2015-12-28,4.699999809265137
2015-12-29,4.699999809265137
2015-12-30,4.800000190734863
2015-12-31,5.0
2016-01-04,5.0
2016-01-05,5.449999809265137
2016-01-06,5.949999809265137
2016-01-07,7.0
2016-01-08,7.550000190734863
2016-01-11,8.100000381469727
2016-01-12,7.699999809265137
2016-01-13,7.650000095367432
2016-01-14,7.599999904632568
2016-01-15,7.400000095367432
2016-01-19,7.150000095367432
2016-01-20,6.849999904632568
2016-01-21,7.199999809265137
2016-01-22,7.150000095367432
2016-01-25,6.75
2016-01-26,6.900000095367432
2016-01-27,7.800000190734863
2016-01-28,7.449999809265137
2016-01-29,7.300000190734863
2016-02-01,7.25
2016-02-02,7.300000190734863
2016-02-03,6.949999809265137
2016-02-04,6.900000095367432
2016-02-05,6.800000190734863
2016-02-08,6.400000095367432
2016-02-09,6.900000095367432
2016-02-10,6.599999904632568
2016-02-11,6.75
2016-02-12,6.5
2016-02-16,6.5
2016-02-17,6.400000095367432
2016-02-18,6.25
2016-02-19,6.199999809265137
2016-02-22,6.150000095367432
2016-02-23,5.900000095367432
2016-02-24,6.199999809265137
2016-02-25,6.0
2016-02-26,6.0
2016-02-29,5.800000190734863
2016-03-01,5.800000190734863
2016-03-02,5.900000095367432
2016-03-03,6.300000190734863
2016-03-04,6.449999809265137
2016-03-07,6.699999809265137
2016-03-08,6.400000095367432
2016-03-09,6.650000095367432
2016-03-10,6.599999904632568
2016-03-11,6.5
2016-03-14,6.75
2016-03-15,6.699999809265137
2016-03-16,6.449999809265137
2016-03-17,6.199999809265137
2016-03-18,5.75
2016-03-21,5.800000190734863
2016-03-22,5.949999809265137
2016-03-23,5.900000095367432
2016-03-24,5.900000095367432
2016-03-28,6.0
2016-03-29,7.599999904632568
2016-03-30,8.100000381469727
2016-03-31,8.0
2016-04-01,7.949999809265137
2016-04-04,8.050000190734863
2016-04-05,8.149999618530273
2016-04-06,7.599999904632568
2016-04-07,7.599999904632568
2016-04-08,8.100000381469727
2016-04-11,8.25
2016-04-12,8.25
2016-04-13,7.949999809265137
2016-04-14,7.199999809265137
2016-04-15,6.900000095367432
2016-04-18,6.5
2016-04-19,6.599999904632568
2016-04-20,6.900000095367432
2016-04-21,5.900000095367432
2016-04-22,5.75
2016-04-25,5.699999809265137
2016-04-26,5.75
2016-04-27,5.949999809265137
2016-04-28,5.900000095367432
2016-04-29,5.75
2016-05-02,5.699999809265137
2016-05-03,5.75
2016-05-04,5.75
2016-05-05,5.699999809265137
2016-05-06,5.800000190734863
2016-05-09,5.75
2016-05-10,5.699999809265137
2016-05-11,6.150000095367432
2016-05-12,5.849999904632568
2016-05-13,5.849999904632568
2016-05-16,5.650000095367432
2016-05-17,5.75
2016-05-18,5.699999809265137
2016-05-19,5.75
2016-05-20,5.599999904632568
2016-05-23,5.699999809265137
2016-05-24,5.75
2016-05-25,5.75
2016-05-26,5.75
2016-05-27,5.849999904632568
2016-05-31,5.849999904632568
2016-06-01,5.849999904632568
2016-06-02,5.699999809265137
2016-06-03,5.75
2016-06-06,5.699999809265137
2016-06-07,6.300000190734863
2016-06-08,6.300000190734863
2016-06-09,6.25
2016-06-10,6.25
2016-06-13,6.150000095367432
2016-06-14,5.900000095367432
2016-06-15,5.900000095367432
2016-06-16,6.0
2016-06-17,5.699999809265137
2016-06-20,6.0
2016-06-21,5.900000095367432
2016-06-22,5.900000095367432
2016-06-23,5.849999904632568
2016-06-24,5.900000095367432
2016-06-27,5.650000095367432
2016-06-28,5.800000190734863
2016-06-29,6.099999904632568
2016-06-30,5.949999809265137
2016-07-01,6.050000190734863
2016-07-05,5.949999809265137
2016-07-06,5.849999904632568
2016-07-07,5.900000095367432
2016-07-08,5.949999809265137
2016-07-11,5.949999809265137
2016-07-12,6.0
2016-07-13,5.949999809265137
2016-07-14,5.849999904632568
2016-07-15,5.900000095367432
2016-07-18,5.949999809265137
2016-07-19,6.050000190734863
2016-07-20,5.900000095367432
2016-07-21,5.900000095367432
2016-07-22,5.650000095367432
2016-07-25,5.849999904632568
2016-07-26,5.699999809265137
2016-07-27,5.599999904632568
2016-07-28,5.699999809265137
2016-07-29,5.5
2016-08-01,5.400000095367432
2016-08-02,5.5
2016-08-03,5.599999904632568
2016-08-04,5.599999904632568
2016-08-05,5.5
2016-08-08,5.5
2016-08-09,5.449999809265137
2016-08-10,5.449999809265137
2016-08-11,5.449999809265137
2016-08-12,5.449999809265137
2016-08-15,5.5
2016-08-16,5.449999809265137
2016-08-17,5.5
2016-08-18,5.449999809265137
2016-08-19,5.5
2016-08-22,5.650000095367432
2016-08-23,5.650000095367432
2016-08-24,5.900000095367432
2016-08-25,5.900000095367432
2016-08-26,6.25
2016-08-29,6.150000095367432
2016-08-30,5.949999809265137
2016-08-31,6.150000095367432
2016-09-01,5.900000095367432
2016-09-02,5.800000190734863
2016-09-06,5.699999809265137
2016-09-07,5.849999904632568
2016-09-08,5.75
2016-09-09,5.949999809265137
2016-09-12,7.099999904632568
2016-09-13,5.849999904632568
2016-09-14,5.75
2016-09-15,5.800000190734863
2016-09-16,6.0
2016-09-19,5.400000095367432
2016-09-20,5.349999904632568
2016-09-21,5.5
2016-09-22,5.400000095367432
2016-09-23,5.400000095367432
2016-09-26,5.400000095367432
2016-09-27,5.25
2016-09-28,5.300000190734863
2016-09-29,5.650000095367432
2016-09-30,5.699999809265137
2016-10-03,5.650000095367432
2016-10-04,5.75
2016-10-05,5.75
2016-10-06,5.699999809265137
2016-10-07,5.699999809265137
2016-10-10,5.650000095367432
2016-10-11,5.800000190734863
2016-10-12,5.75
2016-10-13,5.5
2016-10-14,5.599999904632568
2016-10-17,5.449999809265137
2016-10-18,5.5
2016-10-19,5.300000190734863
2016-10-20,5.300000190734863
2016-10-21,5.400000095367432
2016-10-24,5.25
2016-10-25,5.5
2016-10-26,5.199999809265137
2016-10-27,5.25
2016-10-28,5.150000095367432
2016-10-31,5.199999809265137
2016-11-01,5.150000095367432
2016-11-02,4.849999904632568
2016-11-03,4.650000095367432
2016-11-04,4.75
2016-11-07,4.800000190734863
2016-11-08,5.25
2016-11-09,4.900000095367432
2016-11-10,4.949999809265137
2016-11-11,4.849999904632568
2016-11-14,4.849999904632568
2016-11-15,5.0
2016-11-16,5.599999904632568
2016-11-17,5.949999809265137
2016-11-18,5.699999809265137
2016-11-21,5.599999904632568
2016-11-22,5.550000190734863
2016-11-23,5.599999904632568
2016-11-25,5.599999904632568
2016-11-28,5.400000095367432
2016-11-29,5.550000190734863
2016-11-30,5.5
2016-12-01,5.5
2016-12-02,5.449999809265137
2016-12-05,5.349999904632568
2016-12-06,5.25
2016-12-07,5.300000190734863
2016-12-08,5.150000095367432
2016-12-09,5.25
2016-12-12,5.0
2016-12-13,5.199999809265137
2016-12-14,5.0
2016-12-15,4.949999809265137
2016-12-16,4.949999809265137
2016-12-19,5.150000095367432
2016-12-20,5.0
2016-12-21,4.949999809265137
2016-12-22,4.900000095367432
2016-12-23,5.0
2016-12-27,4.900000095367432
2016-12-28,4.849999904632568
2016-12-29,5.050000190734863
2016-12-30,4.900000095367432
2017-01-03,4.949999809265137
2017-01-04,4.800000190734863
2017-01-05,5.0
2017-01-06,5.0
2017-01-09,4.849999904632568
2017-01-10,4.849999904632568
2017-01-11,4.75
2017-01-12,4.550000190734863
2017-01-13,4.699999809265137
2017-01-17,4.650000095367432
2017-01-18,4.800000190734863
2017-01-19,4.699999809265137
2017-01-20,4.800000190734863
2017-01-23,4.75
2017-01-24,4.550000190734863
2017-01-25,4.5
2017-01-26,4.599999904632568
2017-01-27,4.650000095367432
2017-01-30,4.650000095367432
2017-01-31,4.449999809265137
2017-02-01,4.5
2017-02-02,4.5
2017-02-03,4.300000190734863
2017-02-06,4.449999809265137
2017-02-07,4.5
2017-02-08,4.5
