,DZSI
2020-11-17,12.979999542236328
2020-11-18,12.84000015258789
2020-11-19,12.920000076293945
2020-11-20,13.010000228881836
2020-11-23,12.979999542236328
2020-11-24,13.020000457763672
2020-11-25,13.0
2020-11-27,12.9399995803833
2020-11-30,12.869999885559082
2020-12-01,12.930000305175781
2020-12-02,13.039999961853027
2020-12-03,13.270000457763672
2020-12-04,14.670000076293945
2020-12-07,14.779999732971191
2020-12-08,14.800000190734863
2020-12-09,14.109999656677246
2020-12-10,14.100000381469727
2020-12-11,13.550000190734863
2020-12-14,14.050000190734863
2020-12-15,14.09000015258789
2020-12-16,14.739999771118164
2020-12-17,15.5
2020-12-18,15.029999732971191
2020-12-21,15.380000114440918
2020-12-22,15.4399995803833
2020-12-23,16.1299991607666
2020-12-24,15.760000228881836
2020-12-28,15.75
2020-12-29,15.270000457763672
2020-12-30,15.489999771118164
2020-12-31,15.470000267028809
2021-01-04,15.199999809265137
2021-01-05,15.350000381469727
2021-01-06,15.829999923706055
2021-01-07,16.209999084472656
2021-01-08,16.290000915527344
2021-01-11,16.559999465942383
2021-01-12,18.0
2021-01-13,18.540000915527344
2021-01-14,17.309999465942383
2021-01-15,17.049999237060547
2021-01-19,16.899999618530273
2021-01-20,16.770000457763672
2021-01-21,16.479999542236328
2021-01-22,16.1200008392334
2021-01-25,16.0
2021-01-26,15.489999771118164
2021-01-27,14.130000114440918
2021-01-28,15.010000228881836
2021-01-29,15.399999618530273
2021-02-01,16.049999237060547
2021-02-02,16.989999771118164
2021-02-03,17.260000228881836
2021-02-04,17.5
2021-02-05,17.799999237060547
2021-02-08,17.75
2021-02-09,17.959999084472656
2021-02-10,17.389999389648438
2021-02-11,17.329999923706055
2021-02-12,17.229999542236328
2021-02-16,17.5
2021-02-17,17.510000228881836
2021-02-18,17.139999389648438
2021-02-19,17.5
2021-02-22,17.459999084472656
2021-02-23,17.09000015258789
2021-02-24,17.110000610351562
2021-02-25,16.489999771118164
2021-02-26,16.639999389648438
2021-03-01,18.0
2021-03-02,17.700000762939453
2021-03-03,17.389999389648438
2021-03-04,15.779999732971191
2021-03-05,15.369999885559082
2021-03-08,15.6899995803833
2021-03-09,16.389999389648438
2021-03-10,16.290000915527344
2021-03-11,16.8700008392334
2021-03-12,17.0
2021-03-15,17.84000015258789
2021-03-16,18.5
2021-03-17,18.34000015258789
2021-03-18,17.190000534057617
2021-03-19,16.3700008392334
2021-03-22,16.6200008392334
2021-03-23,15.670000076293945
2021-03-24,15.25
2021-03-25,15.199999809265137
2021-03-26,15.600000381469727
2021-03-29,15.069999694824219
2021-03-30,15.380000114440918
2021-03-31,15.550000190734863
2021-04-01,15.989999771118164
2021-04-05,15.789999961853027
2021-04-06,15.15999984741211
2021-04-07,15.229999542236328
2021-04-08,15.579999923706055
2021-04-09,15.470000267028809
2021-04-12,15.1899995803833
2021-04-13,15.079999923706055
2021-04-14,15.390000343322754
2021-04-15,15.350000381469727
2021-04-16,15.15999984741211
2021-04-19,14.6899995803833
2021-04-20,14.1899995803833
2021-04-21,14.479999542236328
2021-04-22,13.970000267028809
2021-04-23,14.550000190734863
2021-04-26,14.529999732971191
2021-04-27,14.569999694824219
2021-04-28,14.640000343322754
2021-04-29,14.9399995803833
2021-04-30,15.020000457763672
2021-05-03,16.40999984741211
2021-05-04,16.219999313354492
2021-05-05,16.559999465942383
2021-05-06,16.799999237060547
2021-05-07,17.110000610351562
2021-05-10,16.170000076293945
2021-05-11,15.960000038146973
2021-05-12,15.329999923706055
2021-05-13,15.289999961853027
2021-05-14,15.859999656677246
