,BBIO
2020-04-24,31.09000015258789
2020-04-27,31.739999771118164
2020-04-28,30.600000381469727
2020-04-29,31.780000686645508
2020-04-30,30.530000686645508
2020-05-01,28.969999313354492
2020-05-04,29.989999771118164
2020-05-05,30.850000381469727
2020-05-06,32.27000045776367
2020-05-07,33.08000183105469
2020-05-08,34.040000915527344
2020-05-11,32.97999954223633
2020-05-12,32.83000183105469
2020-05-13,30.780000686645508
2020-05-14,30.600000381469727
2020-05-15,32.189998626708984
2020-05-18,34.81999969482422
2020-05-19,34.5
2020-05-20,34.900001525878906
2020-05-21,34.72999954223633
2020-05-22,35.0
2020-05-26,35.31999969482422
2020-05-27,35.689998626708984
2020-05-28,35.11000061035156
2020-05-29,29.329999923706055
2020-06-01,28.8799991607666
2020-06-02,29.0
2020-06-03,28.860000610351562
2020-06-04,27.770000457763672
2020-06-05,29.079999923706055
2020-06-08,29.84000015258789
2020-06-09,29.81999969482422
2020-06-10,29.190000534057617
2020-06-11,27.790000915527344
2020-06-12,28.670000076293945
2020-06-15,31.110000610351562
2020-06-16,31.709999084472656
2020-06-17,31.729999542236328
2020-06-18,32.47999954223633
2020-06-19,31.510000228881836
2020-06-22,33.150001525878906
2020-06-23,32.619998931884766
2020-06-24,32.959999084472656
2020-06-25,34.31999969482422
2020-06-26,33.20000076293945
2020-06-29,32.59000015258789
2020-06-30,32.61000061035156
2020-07-01,30.34000015258789
2020-07-02,29.760000228881836
2020-07-06,29.670000076293945
2020-07-07,30.420000076293945
2020-07-08,31.469999313354492
2020-07-09,32.209999084472656
2020-07-10,31.579999923706055
2020-07-13,29.829999923706055
2020-07-14,28.049999237060547
2020-07-15,30.530000686645508
2020-07-16,30.68000030517578
2020-07-17,31.530000686645508
2020-07-20,31.729999542236328
2020-07-21,30.190000534057617
2020-07-22,30.885000228881836
2020-07-23,30.68000030517578
2020-07-24,30.25
2020-07-27,32.369998931884766
2020-07-28,31.3799991607666
2020-07-29,28.979999542236328
2020-07-30,29.709999084472656
2020-07-31,28.139999389648438
2020-08-03,27.200000762939453
2020-08-04,27.399999618530273
2020-08-05,27.700000762939453
2020-08-06,27.850000381469727
2020-08-07,28.3799991607666
2020-08-10,28.479999542236328
2020-08-11,28.389999389648438
2020-08-12,28.889999389648438
2020-08-13,29.110000610351562
2020-08-14,28.530000686645508
2020-08-17,29.760000228881836
2020-08-18,29.170000076293945
2020-08-19,29.1299991607666
2020-08-20,28.260000228881836
2020-08-21,28.170000076293945
2020-08-24,28.799999237060547
2020-08-25,29.389999389648438
2020-08-26,29.1299991607666
2020-08-27,29.280000686645508
2020-08-28,29.59000015258789
2020-08-31,29.860000610351562
2020-09-01,27.6200008392334
2020-09-02,28.3799991607666
2020-09-03,28.290000915527344
2020-09-04,28.920000076293945
2020-09-08,32.09000015258789
2020-09-09,33.150001525878906
2020-09-10,33.09000015258789
2020-09-11,33.560001373291016
2020-09-14,36.459999084472656
2020-09-15,36.9900016784668
2020-09-16,37.380001068115234
2020-09-17,38.459999084472656
2020-09-18,42.189998626708984
2020-09-21,39.65999984741211
2020-09-22,40.02000045776367
2020-09-23,38.650001525878906
2020-09-24,37.77000045776367
2020-09-25,36.65999984741211
2020-09-28,36.84000015258789
2020-09-29,37.099998474121094
2020-09-30,37.52000045776367
2020-10-01,39.599998474121094
2020-10-02,39.599998474121094
2020-10-05,39.77000045776367
2020-10-06,39.349998474121094
2020-10-07,40.310001373291016
2020-10-08,38.900001525878906
2020-10-09,39.34000015258789
2020-10-12,39.869998931884766
2020-10-13,39.72999954223633
2020-10-14,38.43000030517578
2020-10-15,39.20000076293945
2020-10-16,40.970001220703125
2020-10-19,39.529998779296875
2020-10-20,39.290000915527344
2020-10-21,39.11000061035156
2020-10-22,40.209999084472656
2020-10-23,39.65999984741211
2020-10-26,39.689998626708984
2020-10-27,39.7599983215332
2020-10-28,38.630001068115234
2020-10-29,39.0099983215332
2020-10-30,38.380001068115234
2020-11-02,38.56999969482422
2020-11-03,39.880001068115234
2020-11-04,40.02000045776367
2020-11-05,40.9900016784668
2020-11-06,39.375
2020-11-09,40.349998474121094
2020-11-10,40.150001525878906
2020-11-11,40.970001220703125
2020-11-12,43.04999923706055
2020-11-13,43.52000045776367
2020-11-16,44.33000183105469
2020-11-17,43.540000915527344
2020-11-18,43.349998474121094
2020-11-19,43.70000076293945
2020-11-20,44.22999954223633
2020-11-23,46.439998626708984
2020-11-24,46.97999954223633
2020-11-25,48.470001220703125
2020-11-27,49.130001068115234
2020-11-30,50.2400016784668
2020-12-01,51.130001068115234
2020-12-02,48.849998474121094
2020-12-03,50.5099983215332
2020-12-04,52.189998626708984
2020-12-07,53.099998474121094
2020-12-08,56.66999816894531
2020-12-09,56.86000061035156
2020-12-10,57.75
2020-12-11,61.349998474121094
2020-12-14,61.20000076293945
2020-12-15,60.9900016784668
2020-12-16,61.540000915527344
2020-12-17,64.41000366210938
2020-12-18,64.88999938964844
2020-12-21,65.75
2020-12-22,67.91000366210938
2020-12-23,69.08999633789062
2020-12-24,69.5
2020-12-28,69.4800033569336
2020-12-29,67.62000274658203
2020-12-30,70.06999969482422
2020-12-31,71.11000061035156
2021-01-04,63.63999938964844
2021-01-05,65.05000305175781
2021-01-06,64.2300033569336
2021-01-07,64.80999755859375
2021-01-08,65.51000213623047
2021-01-11,68.58000183105469
2021-01-12,68.63999938964844
2021-01-13,65.68000030517578
2021-01-14,69.7300033569336
2021-01-15,68.61000061035156
2021-01-19,69.37999725341797
2021-01-20,67.70999908447266
2021-01-21,66.44000244140625
2021-01-22,69.4800033569336
2021-01-25,65.79000091552734
2021-01-26,62.33000183105469
2021-01-27,55.470001220703125
2021-01-28,56.29999923706055
2021-01-29,56.7599983215332
2021-02-01,57.43000030517578
2021-02-02,63.0099983215332
2021-02-03,62.97999954223633
2021-02-04,64.51000213623047
2021-02-05,68.27999877929688
2021-02-08,72.3499984741211
2021-02-09,70.8499984741211
2021-02-10,68.87000274658203
2021-02-11,67.2699966430664
2021-02-12,67.36000061035156
2021-02-16,64.9800033569336
2021-02-17,64.72000122070312
2021-02-18,63.849998474121094
2021-02-19,66.68000030517578
2021-02-22,65.66999816894531
2021-02-23,65.94000244140625
2021-02-24,67.41000366210938
2021-02-25,65.12999725341797
2021-02-26,70.68000030517578
2021-03-01,71.91000366210938
2021-03-02,66.16999816894531
2021-03-03,63.900001525878906
2021-03-04,62.52000045776367
2021-03-05,62.220001220703125
2021-03-08,59.47999954223633
2021-03-09,64.9000015258789
2021-03-10,69.72000122070312
2021-03-11,71.22000122070312
2021-03-12,70.94000244140625
2021-03-15,69.88999938964844
2021-03-16,68.05000305175781
2021-03-17,68.62000274658203
2021-03-18,63.470001220703125
2021-03-19,67.66000366210938
2021-03-22,69.11000061035156
2021-03-23,65.79000091552734
2021-03-24,61.27000045776367
2021-03-25,63.13999938964844
2021-03-26,60.81999969482422
2021-03-29,57.099998474121094
2021-03-30,59.119998931884766
2021-03-31,61.599998474121094
2021-04-01,59.36000061035156
2021-04-05,58.9900016784668
2021-04-06,57.75
2021-04-07,56.060001373291016
2021-04-08,58.119998931884766
2021-04-09,54.4900016784668
2021-04-12,53.959999084472656
2021-04-13,54.599998474121094
2021-04-14,55.75
2021-04-15,54.95000076293945
2021-04-16,55.119998931884766
2021-04-19,55.5099983215332
2021-04-20,54.119998931884766
2021-04-21,55.310001373291016
2021-04-22,55.900001525878906
2021-04-23,54.470001220703125
2021-04-26,55.81999969482422
2021-04-27,55.31999969482422
2021-04-28,56.22999954223633
2021-04-29,55.27000045776367
2021-04-30,55.91999816894531
2021-05-03,55.369998931884766
2021-05-04,54.0
2021-05-05,52.939998626708984
2021-05-06,49.59000015258789
2021-05-07,48.029998779296875
2021-05-10,46.470001220703125
2021-05-11,49.130001068115234
2021-05-12,49.47999954223633
2021-05-13,50.720001220703125
2021-05-14,53.65999984741211
