,BSMQ
2020-07-02,25.229999542236328
2020-07-06,25.219999313354492
2020-07-07,25.239999771118164
2020-07-08,25.2450008392334
2020-07-09,25.264999389648438
2020-07-10,25.360000610351562
2020-07-13,25.3799991607666
2020-07-14,25.3799991607666
2020-07-15,25.422000885009766
2020-07-16,25.40999984741211
2020-07-17,25.450000762939453
2020-07-20,25.44499969482422
2020-07-21,25.459999084472656
2020-07-22,25.549999237060547
2020-07-23,25.520000457763672
2020-07-24,25.530000686645508
2020-07-27,25.530000686645508
2020-07-28,25.545000076293945
2020-07-29,25.56999969482422
2020-07-30,25.56999969482422
2020-07-31,25.68000030517578
2020-08-03,25.625
2020-08-04,25.670000076293945
2020-08-05,25.69499969482422
2020-08-06,25.69499969482422
2020-08-07,25.75
2020-08-10,25.739999771118164
2020-08-11,25.739999771118164
2020-08-12,25.725000381469727
2020-08-13,25.780000686645508
2020-08-14,25.764999389648438
2020-08-17,25.75
2020-08-18,25.739999771118164
2020-08-19,25.68000030517578
2020-08-20,25.639999389648438
2020-08-21,25.639999389648438
2020-08-24,25.614999771118164
2020-08-25,25.600000381469727
2020-08-26,25.584999084472656
2020-08-27,25.584999084472656
2020-08-28,25.6200008392334
2020-08-31,25.614999771118164
2020-09-01,25.579999923706055
2020-09-02,25.524999618530273
2020-09-03,25.530000686645508
2020-09-04,25.524999618530273
2020-09-08,25.53499984741211
2020-09-09,25.56999969482422
2020-09-10,25.540000915527344
2020-09-11,25.530000686645508
2020-09-14,25.559999465942383
2020-09-15,25.559999465942383
2020-09-16,25.600000381469727
2020-09-17,25.559999465942383
2020-09-18,25.549999237060547
2020-09-21,25.524999618530273
2020-09-22,25.53499984741211
2020-09-23,25.530000686645508
2020-09-24,25.53499984741211
2020-09-25,25.530000686645508
2020-09-28,25.524999618530273
2020-09-29,25.530000686645508
2020-09-30,25.510000228881836
2020-10-01,25.514999389648438
2020-10-02,25.44499969482422
2020-10-05,25.43000030517578
2020-10-06,25.434999465942383
2020-10-07,25.3799991607666
2020-10-08,25.399999618530273
2020-10-09,25.40999984741211
2020-10-12,25.399999618530273
2020-10-13,25.389999389648438
2020-10-14,25.40999984741211
2020-10-15,25.459999084472656
2020-10-16,25.469999313354492
2020-10-19,25.420000076293945
2020-10-20,25.3700008392334
2020-10-21,25.375
2020-10-22,25.3799991607666
2020-10-23,25.40999984741211
2020-10-26,25.43000030517578
2020-10-27,25.420000076293945
2020-10-28,25.43000030517578
2020-10-29,25.440000534057617
2020-10-30,25.420000076293945
2020-11-02,25.43000030517578
2020-11-03,25.420000076293945
2020-11-04,25.600000381469727
2020-11-05,25.579999923706055
2020-11-06,25.579999923706055
2020-11-09,25.559999465942383
2020-11-10,25.549999237060547
2020-11-11,25.56999969482422
2020-11-12,25.579999923706055
2020-11-13,25.6200008392334
2020-11-16,25.575000762939453
2020-11-17,25.614999771118164
2020-11-18,25.649999618530273
2020-11-19,25.760000228881836
2020-11-20,25.760000228881836
2020-11-23,25.709999084472656
2020-11-24,25.739999771118164
2020-11-25,25.700000762939453
2020-11-27,25.700000762939453
2020-11-30,25.770000457763672
2020-12-01,25.760000228881836
2020-12-02,25.725000381469727
2020-12-03,25.760000228881836
2020-12-04,25.760000228881836
2020-12-07,25.829999923706055
2020-12-08,25.799999237060547
2020-12-09,25.809999465942383
2020-12-10,25.860000610351562
2020-12-11,25.84000015258789
2020-12-14,25.889999389648438
2020-12-15,25.8799991607666
2020-12-16,25.871999740600586
2020-12-17,25.854999542236328
2020-12-18,25.860000610351562
2020-12-21,25.844999313354492
2020-12-22,25.850000381469727
2020-12-23,25.854999542236328
2020-12-24,25.8700008392334
2020-12-28,25.915000915527344
2020-12-29,25.899999618530273
2020-12-30,25.8799991607666
2020-12-31,25.8799991607666
2021-01-04,25.93000030517578
2021-01-05,25.959999084472656
2021-01-06,25.90999984741211
2021-01-07,25.920000076293945
2021-01-08,25.889999389648438
2021-01-11,25.8799991607666
2021-01-12,25.885000228881836
2021-01-13,25.889999389648438
2021-01-14,25.885000228881836
2021-01-15,25.905000686645508
2021-01-19,25.889999389648438
2021-01-20,25.885000228881836
2021-01-21,25.899999618530273
2021-01-22,25.90999984741211
2021-01-25,25.979999542236328
2021-01-26,25.959999084472656
2021-01-27,25.959999084472656
2021-01-28,26.040000915527344
2021-01-29,26.030000686645508
2021-02-01,26.010000228881836
2021-02-02,26.049999237060547
2021-02-03,26.03499984741211
2021-02-04,26.040000915527344
2021-02-05,26.040000915527344
2021-02-08,26.045000076293945
2021-02-09,26.06999969482422
2021-02-10,26.09000015258789
2021-02-11,26.1299991607666
2021-02-12,26.100000381469727
2021-02-16,26.09000015258789
2021-02-17,26.06999969482422
2021-02-18,26.010000228881836
2021-02-19,25.922000885009766
2021-02-22,25.815000534057617
2021-02-23,25.760000228881836
2021-02-24,25.760000228881836
2021-02-25,25.584999084472656
2021-02-26,25.584999084472656
2021-03-01,25.604999542236328
2021-03-02,25.6200008392334
2021-03-03,25.600000381469727
2021-03-04,25.614999771118164
2021-03-05,25.649999618530273
2021-03-08,25.65999984741211
2021-03-09,25.735000610351562
2021-03-10,25.7450008392334
2021-03-11,25.774999618530273
2021-03-12,25.739999771118164
2021-03-15,25.770000457763672
2021-03-16,25.809999465942383
2021-03-17,25.770000457763672
2021-03-18,25.65999984741211
2021-03-19,25.645000457763672
2021-03-22,25.700000762939453
2021-03-23,25.684999465942383
2021-03-24,25.69499969482422
2021-03-25,25.725000381469727
2021-03-26,25.71500015258789
2021-03-29,25.700000762939453
2021-03-30,25.75
2021-03-31,25.704999923706055
2021-04-01,25.75
2021-04-05,25.774999618530273
2021-04-06,25.780000686645508
2021-04-07,25.799999237060547
2021-04-08,25.825000762939453
2021-04-09,25.829999923706055
2021-04-12,25.834999084472656
2021-04-13,25.8799991607666
2021-04-14,25.889999389648438
2021-04-15,25.979999542236328
2021-04-16,26.0
2021-04-19,25.934999465942383
2021-04-20,25.979999542236328
2021-04-21,25.979999542236328
2021-04-22,25.969999313354492
2021-04-23,25.975000381469727
2021-04-26,25.969999313354492
2021-04-27,25.975000381469727
2021-04-28,25.959999084472656
2021-04-29,25.934999465942383
2021-04-30,25.934999465942383
2021-05-03,25.940000534057617
2021-05-04,25.940000534057617
2021-05-05,25.950000762939453
2021-05-06,25.950000762939453
2021-05-07,25.959999084472656
2021-05-10,25.96500015258789
2021-05-11,25.954999923706055
2021-05-12,25.940000534057617
2021-05-13,25.940000534057617
2021-05-14,25.920000076293945
