,AFBI
2021-02-18,11.079999923706055
2021-02-19,11.300000190734863
2021-02-22,11.3100004196167
2021-02-23,11.350000381469727
2021-02-24,11.369999885559082
2021-02-25,11.399999618530273
2021-02-26,11.239999771118164
2021-03-01,11.199999809265137
2021-03-02,11.170000076293945
2021-03-03,11.199999809265137
2021-03-04,11.109999656677246
2021-03-05,11.210000038146973
2021-03-08,11.3100004196167
2021-03-09,11.319999694824219
2021-03-10,11.40999984741211
2021-03-11,11.4399995803833
2021-03-12,11.470000267028809
2021-03-15,11.630000114440918
2021-03-16,11.960000038146973
2021-03-17,11.960000038146973
2021-03-18,12.0
2021-03-19,12.0
2021-03-22,12.0
2021-03-23,12.100000381469727
2021-03-24,12.15999984741211
2021-03-25,12.109999656677246
2021-03-26,12.09000015258789
2021-03-29,12.079999923706055
2021-03-30,12.074999809265137
2021-03-31,12.1899995803833
2021-04-01,12.100000381469727
2021-04-05,12.100000381469727
2021-04-06,12.180000305175781
2021-04-07,12.119999885559082
2021-04-08,12.15999984741211
2021-04-09,12.140000343322754
2021-04-12,12.130000114440918
2021-04-13,12.210000038146973
2021-04-14,12.369999885559082
2021-04-15,12.199999809265137
2021-04-16,12.229999542236328
2021-04-19,12.260000228881836
2021-04-20,12.399999618530273
2021-04-21,12.319999694824219
2021-04-22,12.489999771118164
2021-04-23,12.449999809265137
2021-04-26,12.380000114440918
2021-04-27,12.460000038146973
2021-04-28,12.529999732971191
2021-04-29,12.520000457763672
2021-04-30,12.449999809265137
2021-05-03,12.666999816894531
2021-05-04,12.475000381469727
2021-05-05,12.5
2021-05-06,12.550000190734863
2021-05-07,12.579999923706055
2021-05-10,12.539999961853027
2021-05-11,12.510000228881836
2021-05-12,12.470000267028809
2021-05-13,12.430000305175781
2021-05-14,12.489999771118164
