,COLL
2017-12-20,18.209999084472656
2017-12-21,18.260000228881836
2017-12-22,18.59000015258789
2017-12-26,19.139999389648438
2017-12-27,19.010000228881836
2017-12-28,19.059999465942383
2017-12-29,18.459999084472656
2018-01-02,18.700000762939453
2018-01-03,19.100000381469727
2018-01-04,18.81999969482422
2018-01-05,18.149999618530273
2018-01-08,18.18000030517578
2018-01-09,18.489999771118164
2018-01-10,18.90999984741211
2018-01-11,20.290000915527344
2018-01-12,20.020000457763672
2018-01-16,21.1299991607666
2018-01-17,20.979999542236328
2018-01-18,20.209999084472656
2018-01-19,23.3799991607666
2018-01-22,24.31999969482422
2018-01-23,25.729999542236328
2018-01-24,24.920000076293945
2018-01-25,24.350000381469727
2018-01-26,23.3700008392334
2018-01-29,23.18000030517578
2018-01-30,24.229999542236328
2018-01-31,23.84000015258789
2018-02-01,23.649999618530273
2018-02-02,22.600000381469727
2018-02-05,21.350000381469727
2018-02-06,21.43000030517578
2018-02-07,21.43000030517578
2018-02-08,21.0
2018-02-09,21.770000457763672
2018-02-12,23.6200008392334
2018-02-13,24.3700008392334
2018-02-14,25.5
2018-02-15,25.360000610351562
2018-02-16,25.899999618530273
2018-02-20,25.700000762939453
2018-02-21,24.5
2018-02-22,23.90999984741211
2018-02-23,24.5
2018-02-26,24.579999923706055
2018-02-27,25.34000015258789
2018-02-28,23.989999771118164
2018-03-01,24.09000015258789
2018-03-02,24.81999969482422
2018-03-05,25.280000686645508
2018-03-06,24.770000457763672
2018-03-07,23.760000228881836
2018-03-08,29.209999084472656
2018-03-09,26.799999237060547
2018-03-12,26.31999969482422
2018-03-13,27.59000015258789
2018-03-14,27.309999465942383
2018-03-15,26.860000610351562
2018-03-16,27.0
2018-03-19,27.079999923706055
2018-03-20,26.399999618530273
2018-03-21,26.979999542236328
2018-03-22,27.049999237060547
2018-03-23,26.540000915527344
2018-03-26,27.729999542236328
2018-03-27,26.440000534057617
2018-03-28,25.059999465942383
2018-03-29,25.549999237060547
2018-04-02,23.639999389648438
2018-04-03,24.18000030517578
2018-04-04,24.030000686645508
2018-04-05,24.209999084472656
2018-04-06,21.809999465942383
2018-04-09,21.790000915527344
2018-04-10,23.200000762939453
2018-04-11,22.639999389648438
2018-04-12,23.530000686645508
2018-04-13,23.280000686645508
2018-04-16,23.200000762939453
2018-04-17,24.799999237060547
2018-04-18,24.889999389648438
2018-04-19,25.43000030517578
2018-04-20,24.670000076293945
2018-04-23,24.209999084472656
2018-04-24,23.530000686645508
2018-04-25,23.389999389648438
2018-04-26,23.309999465942383
2018-04-27,24.09000015258789
2018-04-30,23.649999618530273
2018-05-01,24.0
2018-05-02,24.450000762939453
2018-05-03,22.649999618530273
2018-05-04,22.15999984741211
2018-05-07,23.329999923706055
2018-05-08,23.110000610351562
2018-05-09,23.940000534057617
2018-05-10,25.790000915527344
2018-05-11,25.489999771118164
2018-05-14,25.100000381469727
2018-05-15,25.260000228881836
2018-05-16,24.559999465942383
2018-05-17,25.200000762939453
2018-05-18,25.719999313354492
2018-05-21,25.59000015258789
2018-05-22,25.18000030517578
2018-05-23,25.020000457763672
2018-05-24,24.950000762939453
2018-05-25,24.6200008392334
2018-05-29,23.540000915527344
2018-05-30,23.459999084472656
2018-05-31,22.6200008392334
2018-06-01,24.3700008392334
2018-06-04,24.34000015258789
2018-06-05,24.559999465942383
2018-06-06,25.010000228881836
2018-06-07,24.770000457763672
2018-06-08,25.360000610351562
2018-06-11,24.959999084472656
2018-06-12,26.739999771118164
2018-06-13,27.479999542236328
2018-06-14,26.31999969482422
2018-06-15,26.450000762939453
2018-06-18,26.690000534057617
2018-06-19,26.65999984741211
2018-06-20,28.290000915527344
2018-06-21,27.850000381469727
2018-06-22,26.6200008392334
2018-06-25,25.149999618530273
2018-06-26,25.799999237060547
2018-06-27,24.790000915527344
2018-06-28,24.3799991607666
2018-06-29,23.850000381469727
2018-07-02,24.299999237060547
2018-07-03,23.989999771118164
2018-07-05,23.0
2018-07-06,21.139999389648438
2018-07-09,19.260000228881836
2018-07-10,19.020000457763672
2018-07-11,19.079999923706055
2018-07-12,19.979999542236328
2018-07-13,19.739999771118164
2018-07-16,19.399999618530273
2018-07-17,19.100000381469727
2018-07-18,19.540000915527344
2018-07-19,20.020000457763672
2018-07-20,20.149999618530273
2018-07-23,20.610000610351562
2018-07-24,19.59000015258789
2018-07-25,19.989999771118164
2018-07-26,20.059999465942383
2018-07-27,18.639999389648438
2018-07-30,18.559999465942383
2018-07-31,19.270000457763672
2018-08-01,19.290000915527344
2018-08-02,19.55500030517578
2018-08-03,18.270000457763672
2018-08-06,18.34000015258789
2018-08-07,18.75
2018-08-08,19.030000686645508
2018-08-09,17.68000030517578
2018-08-10,18.030000686645508
2018-08-13,18.3799991607666
2018-08-14,17.280000686645508
2018-08-15,16.190000534057617
2018-08-16,16.5
2018-08-17,16.84000015258789
2018-08-20,16.549999237060547
2018-08-21,16.979999542236328
2018-08-22,16.8700008392334
2018-08-23,16.25
2018-08-24,16.719999313354492
2018-08-27,16.6200008392334
2018-08-28,17.0
2018-08-29,17.100000381469727
2018-08-30,16.719999313354492
2018-08-31,17.100000381469727
2018-09-04,16.450000762939453
2018-09-05,15.710000038146973
2018-09-06,15.319999694824219
2018-09-07,15.8100004196167
2018-09-10,15.859999656677246
2018-09-11,15.40999984741211
2018-09-12,15.800000190734863
2018-09-13,15.550000190734863
2018-09-14,15.319999694824219
2018-09-17,14.15999984741211
2018-09-18,14.199999809265137
2018-09-19,14.880000114440918
2018-09-20,15.680000305175781
2018-09-21,15.300000190734863
2018-09-24,15.770000457763672
2018-09-25,15.239999771118164
2018-09-26,14.229999542236328
2018-09-27,14.819999694824219
2018-09-28,14.739999771118164
2018-10-01,14.930000305175781
2018-10-02,15.34000015258789
2018-10-03,17.06999969482422
2018-10-04,16.670000076293945
2018-10-05,17.079999923706055
2018-10-08,16.979999542236328
2018-10-09,17.200000762939453
2018-10-10,17.200000762939453
2018-10-11,17.020000457763672
2018-10-12,16.950000762939453
2018-10-15,16.889999389648438
2018-10-16,17.670000076293945
2018-10-17,17.690000534057617
2018-10-18,16.899999618530273
2018-10-19,16.399999618530273
2018-10-22,16.489999771118164
2018-10-23,16.950000762939453
2018-10-24,16.280000686645508
2018-10-25,16.360000610351562
2018-10-26,16.31999969482422
2018-10-29,16.579999923706055
2018-10-30,16.520000457763672
2018-10-31,16.049999237060547
2018-11-01,16.760000228881836
2018-11-02,16.3799991607666
2018-11-05,15.470000267028809
2018-11-06,15.600000381469727
2018-11-07,15.479999542236328
2018-11-08,15.5600004196167
2018-11-09,15.420000076293945
2018-11-12,15.850000381469727
2018-11-13,17.149999618530273
2018-11-14,17.399999618530273
2018-11-15,16.850000381469727
2018-11-16,17.3799991607666
2018-11-19,17.0
2018-11-20,17.149999618530273
2018-11-21,18.010000228881836
2018-11-23,18.31999969482422
2018-11-26,18.959999084472656
2018-11-27,18.479999542236328
2018-11-28,19.469999313354492
2018-11-29,18.979999542236328
2018-11-30,19.190000534057617
2018-12-03,19.110000610351562
2018-12-04,19.299999237060547
2018-12-06,19.68000030517578
2018-12-07,19.059999465942383
2018-12-10,19.200000762939453
2018-12-11,18.579999923706055
2018-12-12,18.56999969482422
2018-12-13,18.709999084472656
2018-12-14,18.139999389648438
2018-12-17,17.950000762939453
2018-12-18,17.549999237060547
2018-12-19,16.110000610351562
2018-12-20,16.030000686645508
2018-12-21,14.779999732971191
2018-12-24,14.899999618530273
2018-12-26,15.829999923706055
2018-12-27,16.260000228881836
2018-12-28,16.56999969482422
2018-12-31,17.170000076293945
2019-01-02,17.799999237060547
2019-01-03,17.770000457763672
2019-01-04,18.719999313354492
2019-01-07,15.0600004196167
2019-01-08,14.800000190734863
2019-01-09,15.210000038146973
2019-01-10,15.869999885559082
2019-01-11,15.949999809265137
2019-01-14,15.739999771118164
2019-01-15,15.640000343322754
2019-01-16,15.880000114440918
2019-01-17,16.040000915527344
2019-01-18,15.760000228881836
2019-01-22,15.319999694824219
2019-01-23,15.079999923706055
2019-01-24,15.25
2019-01-25,15.899999618530273
2019-01-28,15.670000076293945
2019-01-29,15.680000305175781
2019-01-30,15.890000343322754
2019-01-31,16.010000228881836
2019-02-01,15.890000343322754
2019-02-04,15.720000267028809
2019-02-05,15.880000114440918
