,FCVT
2019-03-29,30.400999069213867
2019-04-01,30.559999465942383
2019-04-02,30.600000381469727
2019-04-03,30.75
2019-04-04,30.670000076293945
2019-04-05,30.729999542236328
2019-04-08,30.780000686645508
2019-04-09,30.75
2019-04-10,30.93000030517578
2019-04-11,30.950000762939453
2019-04-12,30.959999084472656
2019-04-15,30.8799991607666
2019-04-16,30.941999435424805
2019-04-17,30.729999542236328
2019-04-18,30.6299991607666
2019-04-22,30.68000030517578
2019-04-23,30.709999084472656
2019-04-24,31.0
2019-04-25,30.913999557495117
2019-04-26,30.979999542236328
2019-04-29,31.15399932861328
2019-04-30,31.15999984741211
2019-05-01,31.15999984741211
2019-05-02,30.93000030517578
2019-05-03,31.218000411987305
2019-05-06,31.1299991607666
2019-05-07,30.93000030517578
2019-05-08,30.829999923706055
2019-05-09,30.743000030517578
2019-05-10,30.780000686645508
2019-05-13,30.239999771118164
2019-05-14,30.426000595092773
2019-05-15,30.65999984741211
2019-05-16,30.709999084472656
2019-05-17,30.6299991607666
2019-05-20,30.270000457763672
2019-05-21,30.44099998474121
2019-05-22,30.53499984741211
2019-05-23,30.270000457763672
2019-05-24,30.299999237060547
2019-05-28,30.350000381469727
2019-05-29,30.18400001525879
2019-05-30,30.291000366210938
2019-05-31,30.219999313354492
2019-06-03,30.075000762939453
2019-06-04,30.309999465942383
2019-06-05,30.5
2019-06-06,30.62299919128418
2019-06-07,30.889999389648438
2019-06-10,30.950000762939453
2019-06-11,30.84000015258789
2019-06-12,30.899999618530273
2019-06-13,30.899999618530273
2019-06-14,30.739999771118164
2019-06-17,30.899999618530273
2019-06-18,31.040000915527344
2019-06-19,31.170000076293945
2019-06-20,31.31999969482422
2019-06-21,31.190000534057617
2019-06-24,31.200000762939453
2019-06-25,30.996000289916992
2019-06-26,30.93000030517578
2019-06-27,31.09000015258789
2019-06-28,31.350000381469727
2019-07-01,31.520000457763672
2019-07-02,31.489999771118164
2019-07-03,31.665000915527344
2019-07-05,31.65999984741211
2019-07-08,31.59000015258789
2019-07-09,31.780000686645508
2019-07-10,31.8700008392334
2019-07-11,31.899999618530273
2019-07-12,31.889999389648438
2019-07-15,32.02000045776367
2019-07-16,31.8700008392334
2019-07-17,31.93000030517578
2019-07-18,31.950000762939453
2019-07-19,31.940000534057617
2019-07-22,31.899999618530273
2019-07-23,31.8799991607666
2019-07-24,32.13999938964844
2019-07-25,32.040000915527344
2019-07-26,32.220001220703125
2019-07-29,32.13999938964844
2019-07-30,32.06999969482422
2019-07-31,32.029998779296875
2019-08-01,31.690000534057617
2019-08-02,31.549999237060547
2019-08-05,30.850000381469727
2019-08-06,31.049999237060547
2019-08-07,31.25
