,ANTE
2008-07-30,67.8499984741211
2008-07-31,70.0
2008-08-01,69.19999694824219
2008-08-04,66.5999984741211
2008-08-05,66.44999694824219
2008-08-06,65.5
2008-08-07,61.650001525878906
2008-08-08,57.400001525878906
2008-08-11,55.75
2008-08-12,58.5
2008-08-13,57.95000076293945
2008-08-14,57.349998474121094
2008-08-15,56.150001525878906
2008-08-18,57.75
2008-08-19,57.25
2008-08-20,56.5
2008-08-21,57.20000076293945
2008-08-22,57.45000076293945
2008-08-25,56.20000076293945
2008-08-26,56.5
2008-08-27,57.20000076293945
2008-08-28,57.79999923706055
2008-08-29,59.79999923706055
2008-09-02,59.400001525878906
2008-09-03,61.099998474121094
2008-09-04,59.45000076293945
2008-09-05,58.349998474121094
2008-09-08,56.400001525878906
2008-09-09,53.75
2008-09-10,50.75
2008-09-11,47.650001525878906
2008-09-12,49.25
2008-09-15,47.20000076293945
2008-09-16,44.25
2008-09-17,38.5
2008-09-18,36.45000076293945
2008-09-19,40.95000076293945
2008-09-22,43.25
2008-09-23,40.150001525878906
2008-09-24,40.25
2008-09-25,39.54999923706055
2008-09-26,39.29999923706055
2008-09-29,36.95000076293945
2008-09-30,37.25
2008-10-01,36.849998474121094
2008-10-02,36.25
2008-10-03,36.20000076293945
2008-10-06,34.79999923706055
2008-10-07,34.400001525878906
2008-10-08,34.29999923706055
2008-10-09,34.45000076293945
2008-10-10,30.149999618530273
2008-10-13,35.25
2008-10-14,34.900001525878906
2008-10-15,28.549999237060547
2008-10-16,28.0
2008-10-17,31.5
2008-10-20,32.45000076293945
2008-10-21,30.350000381469727
2008-10-22,27.75
2008-10-23,23.350000381469727
2008-10-24,22.100000381469727
2008-10-27,22.649999618530273
2008-10-28,23.0
2008-10-29,24.5
2008-10-30,30.799999237060547
2008-10-31,29.399999618530273
2008-11-03,31.25
2008-11-04,33.349998474121094
2008-11-05,31.100000381469727
2008-11-06,30.100000381469727
2008-11-07,24.25
2008-11-10,25.399999618530273
2008-11-11,24.399999618530273
2008-11-12,22.0
2008-11-13,25.75
2008-11-14,24.450000762939453
2008-11-17,25.049999237060547
2008-11-18,27.100000381469727
2008-11-19,24.75
2008-11-20,24.450000762939453
2008-11-21,27.799999237060547
2008-11-24,28.5
2008-11-25,27.350000381469727
2008-11-26,29.0
2008-11-28,29.299999237060547
2008-12-01,28.0
2008-12-02,28.350000381469727
2008-12-03,27.5
2008-12-04,28.649999618530273
2008-12-05,28.5
2008-12-08,29.5
2008-12-09,29.799999237060547
2008-12-10,30.0
2008-12-11,27.450000762939453
2008-12-12,26.850000381469727
2008-12-15,27.100000381469727
2008-12-16,27.0
2008-12-17,26.549999237060547
2008-12-18,24.450000762939453
2008-12-19,24.0
2008-12-22,22.0
2008-12-23,20.25
2008-12-24,19.899999618530273
2008-12-26,19.850000381469727
2008-12-29,20.950000762939453
2008-12-30,25.5
2008-12-31,24.0
2009-01-02,29.049999237060547
2009-01-05,28.799999237060547
2009-01-06,29.5
2009-01-07,27.700000762939453
2009-01-08,27.049999237060547
2009-01-09,27.0
2009-01-12,26.799999237060547
2009-01-13,26.549999237060547
2009-01-14,24.950000762939453
2009-01-15,26.600000381469727
2009-01-16,28.049999237060547
2009-01-20,26.350000381469727
2009-01-21,27.600000381469727
2009-01-22,25.899999618530273
2009-01-23,24.549999237060547
2009-01-26,24.649999618530273
2009-01-27,25.0
2009-01-28,25.0
2009-01-29,24.5
2009-01-30,24.5
2009-02-02,24.299999237060547
2009-02-03,24.799999237060547
2009-02-04,24.649999618530273
2009-02-05,24.799999237060547
2009-02-06,26.049999237060547
2009-02-09,25.149999618530273
2009-02-10,24.100000381469727
2009-02-11,24.700000762939453
2009-02-12,24.25
2009-02-13,24.5
2009-02-17,25.0
2009-02-18,23.950000762939453
2009-02-19,23.149999618530273
2009-02-20,23.350000381469727
2009-02-23,20.350000381469727
2009-02-24,20.899999618530273
2009-02-25,21.549999237060547
2009-02-26,19.899999618530273
2009-02-27,19.950000762939453
2009-03-02,19.799999237060547
2009-03-03,19.799999237060547
2009-03-04,19.899999618530273
2009-03-05,19.950000762939453
2009-03-06,21.200000762939453
2009-03-09,20.0
2009-03-10,20.850000381469727
2009-03-11,20.799999237060547
2009-03-12,21.5
2009-03-13,21.950000762939453
2009-03-16,21.700000762939453
2009-03-17,21.350000381469727
2009-03-18,20.799999237060547
2009-03-19,21.100000381469727
2009-03-20,20.5
2009-03-23,20.75
2009-03-24,21.0
2009-03-25,21.549999237060547
2009-03-26,23.200000762939453
2009-03-27,22.899999618530273
2009-03-30,20.799999237060547
2009-03-31,20.950000762939453
2009-04-01,21.5
2009-04-02,22.5
2009-04-03,22.950000762939453
2009-04-06,23.149999618530273
2009-04-07,22.549999237060547
2009-04-08,22.799999237060547
2009-04-09,24.75
2009-04-13,26.850000381469727
2009-04-14,24.350000381469727
2009-04-15,24.149999618530273
2009-04-16,24.0
2009-04-17,24.75
2009-04-20,25.0
2009-04-21,25.799999237060547
2009-04-22,26.5
2009-04-23,26.75
2009-04-24,27.950000762939453
2009-04-27,28.0
2009-04-28,27.25
2009-04-29,27.350000381469727
2009-04-30,28.100000381469727
2009-05-01,29.0
2009-05-04,34.0
2009-05-05,32.5
2009-05-06,32.5
2009-05-07,30.200000762939453
2009-05-08,30.399999618530273
2009-05-11,31.450000762939453
2009-05-12,30.899999618530273
2009-05-13,30.200000762939453
2009-05-14,28.600000381469727
2009-05-15,28.100000381469727
2009-05-18,28.950000762939453
2009-05-19,26.450000762939453
2009-05-20,26.799999237060547
2009-05-21,26.649999618530273
2009-05-22,26.5
2009-05-26,28.850000381469727
2009-05-27,32.900001525878906
2009-05-28,33.900001525878906
2009-05-29,33.45000076293945
2009-06-01,33.0
2009-06-02,32.95000076293945
2009-06-03,33.099998474121094
2009-06-04,32.45000076293945
2009-06-05,35.099998474121094
2009-06-08,36.54999923706055
2009-06-09,37.5
2009-06-10,37.099998474121094
2009-06-11,35.0
2009-06-12,35.25
2009-06-15,34.650001525878906
2009-06-16,35.0
2009-06-17,34.150001525878906
2009-06-18,33.04999923706055
2009-06-19,33.25
2009-06-22,32.650001525878906
2009-06-23,32.150001525878906
2009-06-24,32.29999923706055
2009-06-25,33.20000076293945
2009-06-26,36.70000076293945
2009-06-29,33.099998474121094
2009-06-30,32.20000076293945
2009-07-01,33.150001525878906
2009-07-02,31.299999237060547
2009-07-06,29.450000762939453
2009-07-07,27.75
2009-07-08,27.799999237060547
2009-07-09,26.899999618530273
2009-07-10,29.25
2009-07-13,28.100000381469727
2009-07-14,27.899999618530273
2009-07-15,29.850000381469727
2009-07-16,29.649999618530273
2009-07-17,29.5
2009-07-20,29.5
2009-07-21,29.450000762939453
2009-07-22,29.0
2009-07-23,27.899999618530273
2009-07-24,28.600000381469727
2009-07-27,28.450000762939453
2009-07-28,29.399999618530273
2009-07-29,27.649999618530273
2009-07-30,29.75
2009-07-31,29.799999237060547
2009-08-03,34.650001525878906
2009-08-04,34.900001525878906
2009-08-05,36.650001525878906
2009-08-06,35.29999923706055
2009-08-07,32.349998474121094
2009-08-10,33.79999923706055
2009-08-11,33.54999923706055
2009-08-12,33.650001525878906
2009-08-13,35.45000076293945
2009-08-14,35.099998474121094
2009-08-17,35.0
2009-08-18,32.400001525878906
2009-08-19,32.5
2009-08-20,34.099998474121094
2009-08-21,36.20000076293945
2009-08-24,35.54999923706055
2009-08-25,34.150001525878906
2009-08-26,34.900001525878906
2009-08-27,36.349998474121094
2009-08-28,36.5
2009-08-31,36.650001525878906
2009-09-01,36.25
2009-09-02,36.650001525878906
2009-09-03,38.20000076293945
2009-09-04,41.45000076293945
2009-09-08,39.5
2009-09-09,38.650001525878906
2009-09-10,38.5
2009-09-11,38.95000076293945
2009-09-14,38.95000076293945
2009-09-15,39.099998474121094
2009-09-16,41.400001525878906
2009-09-17,40.20000076293945
2009-09-18,40.70000076293945
2009-09-21,39.79999923706055
2009-09-22,39.5
2009-09-23,38.70000076293945
2009-09-24,37.79999923706055
2009-09-25,37.54999923706055
2009-09-28,36.95000076293945
2009-09-29,36.650001525878906
2009-09-30,36.75
2009-10-01,36.150001525878906
2009-10-02,35.099998474121094
2009-10-05,35.0
2009-10-06,35.45000076293945
2009-10-07,35.599998474121094
2009-10-08,35.54999923706055
2009-10-09,36.0
2009-10-12,36.04999923706055
2009-10-13,37.20000076293945
2009-10-14,38.45000076293945
2009-10-15,38.20000076293945
2009-10-16,39.0
2009-10-19,41.79999923706055
2009-10-20,43.099998474121094
2009-10-21,43.70000076293945
2009-10-22,44.25
2009-10-23,45.0
2009-10-26,44.650001525878906
2009-10-27,42.349998474121094
2009-10-28,41.70000076293945
2009-10-29,42.25
2009-10-30,41.349998474121094
2009-11-02,40.20000076293945
2009-11-03,39.70000076293945
2009-11-04,40.45000076293945
2009-11-05,41.79999923706055
2009-11-06,42.599998474121094
2009-11-09,36.0
2009-11-10,36.150001525878906
2009-11-11,36.400001525878906
2009-11-12,34.349998474121094
2009-11-13,36.70000076293945
2009-11-16,35.150001525878906
2009-11-17,36.099998474121094
2009-11-18,35.45000076293945
2009-11-19,34.5
2009-11-20,34.650001525878906
2009-11-23,35.25
2009-11-24,35.099998474121094
2009-11-25,35.099998474121094
2009-11-27,34.900001525878906
2009-11-30,34.79999923706055
2009-12-01,36.45000076293945
2009-12-02,37.5
2009-12-03,38.04999923706055
2009-12-04,39.20000076293945
2009-12-07,40.099998474121094
2009-12-08,39.349998474121094
2009-12-09,39.0
2009-12-10,39.599998474121094
2009-12-11,40.0
2009-12-14,40.650001525878906
2009-12-15,43.54999923706055
2009-12-16,42.95000076293945
2009-12-17,39.20000076293945
2009-12-18,39.849998474121094
2009-12-21,40.599998474121094
2009-12-22,39.54999923706055
2009-12-23,38.75
2009-12-24,38.650001525878906
2009-12-28,38.400001525878906
2009-12-29,37.25
2009-12-30,37.099998474121094
2009-12-31,37.54999923706055
2010-01-04,41.0
2010-01-05,42.150001525878906
2010-01-06,42.75
2010-01-07,42.099998474121094
2010-01-08,42.650001525878906
2010-01-11,42.29999923706055
2010-01-12,42.75
2010-01-13,42.900001525878906
2010-01-14,42.5
2010-01-15,42.5
2010-01-19,42.849998474121094
2010-01-20,42.54999923706055
2010-01-21,42.5
2010-01-22,42.79999923706055
2010-01-25,42.45000076293945
2010-01-26,43.29999923706055
2010-01-27,43.349998474121094
2010-01-28,42.70000076293945
2010-01-29,38.849998474121094
2010-02-01,39.25
2010-02-02,39.70000076293945
2010-02-03,39.75
2010-02-04,40.0
2010-02-05,39.650001525878906
2010-02-08,39.400001525878906
2010-02-09,39.20000076293945
2010-02-10,38.650001525878906
2010-02-11,38.099998474121094
2010-02-12,38.099998474121094
2010-02-16,38.04999923706055
2010-02-17,37.45000076293945
2010-02-18,36.099998474121094
2010-02-19,35.04999923706055
2010-02-22,33.0
2010-02-23,31.649999618530273
2010-02-24,33.099998474121094
2010-02-25,33.75
2010-02-26,32.79999923706055
2010-03-01,33.70000076293945
2010-03-02,33.5
2010-03-03,38.79999923706055
2010-03-04,35.79999923706055
2010-03-05,36.099998474121094
2010-03-08,36.04999923706055
2010-03-09,36.79999923706055
2010-03-10,36.099998474121094
2010-03-11,35.849998474121094
2010-03-12,35.900001525878906
2010-03-15,35.04999923706055
2010-03-16,34.599998474121094
2010-03-17,33.75
2010-03-18,31.5
2010-03-19,30.049999237060547
2010-03-22,30.700000762939453
2010-03-23,30.299999237060547
2010-03-24,29.149999618530273
2010-03-25,29.049999237060547
2010-03-26,29.299999237060547
2010-03-29,29.350000381469727
2010-03-30,30.25
2010-03-31,31.25
2010-04-01,32.45000076293945
2010-04-05,31.75
2010-04-06,31.149999618530273
2010-04-07,30.5
2010-04-08,30.299999237060547
2010-04-09,30.049999237060547
2010-04-12,30.100000381469727
2010-04-13,30.5
2010-04-14,30.200000762939453
2010-04-15,31.350000381469727
2010-04-16,31.200000762939453
2010-04-19,30.0
2010-04-20,31.0
2010-04-21,30.799999237060547
2010-04-22,31.0
2010-04-23,31.600000381469727
2010-04-26,32.599998474121094
2010-04-27,31.700000762939453
2010-04-28,31.5
2010-04-29,32.400001525878906
2010-04-30,32.04999923706055
2010-05-03,31.299999237060547
2010-05-04,27.5
2010-05-05,26.700000762939453
2010-05-06,26.649999618530273
2010-05-07,24.899999618530273
2010-05-10,25.0
2010-05-11,24.700000762939453
2010-05-12,24.899999618530273
2010-05-13,25.0
2010-05-14,23.899999618530273
2010-05-17,23.350000381469727
2010-05-18,23.0
2010-05-19,22.950000762939453
2010-05-20,22.200000762939453
2010-05-21,22.600000381469727
2010-05-24,22.450000762939453
2010-05-25,20.950000762939453
2010-05-26,20.75
2010-05-27,20.700000762939453
2010-05-28,20.200000762939453
2010-06-01,19.25
2010-06-02,20.5
2010-06-03,20.799999237060547
2010-06-04,20.100000381469727
2010-06-07,19.75
2010-06-08,19.700000762939453
2010-06-09,19.5
2010-06-10,20.0
2010-06-11,19.549999237060547
2010-06-14,19.700000762939453
2010-06-15,19.649999618530273
2010-06-16,19.5
2010-06-17,19.0
2010-06-18,19.5
2010-06-21,19.549999237060547
2010-06-22,19.700000762939453
2010-06-23,18.649999618530273
2010-06-24,17.799999237060547
2010-06-25,17.899999618530273
2010-06-28,17.5
2010-06-29,16.5
2010-06-30,15.699999809265137
2010-07-01,15.350000381469727
2010-07-02,15.0
2010-07-06,14.449999809265137
2010-07-07,14.949999809265137
2010-07-08,14.649999618530273
2010-07-09,14.899999618530273
2010-07-12,14.699999809265137
2010-07-13,15.100000381469727
2010-07-14,14.75
2010-07-15,15.649999618530273
2010-07-16,15.0
2010-07-19,14.800000190734863
2010-07-20,14.800000190734863
2010-07-21,15.199999809265137
2010-07-22,15.600000381469727
2010-07-23,15.949999809265137
2010-07-26,16.950000762939453
2010-07-27,16.799999237060547
2010-07-28,16.899999618530273
2010-07-29,17.0
2010-07-30,18.350000381469727
2010-08-02,19.049999237060547
2010-08-03,18.200000762939453
2010-08-04,18.850000381469727
2010-08-05,18.950000762939453
2010-08-06,18.5
2010-08-09,19.049999237060547
2010-08-10,17.350000381469727
2010-08-11,16.149999618530273
2010-08-12,17.950000762939453
2010-08-13,22.100000381469727
2010-08-16,19.850000381469727
2010-08-17,20.049999237060547
2010-08-18,21.0
2010-08-19,19.75
2010-08-20,18.600000381469727
2010-08-23,17.549999237060547
2010-08-24,18.149999618530273
2010-08-25,18.600000381469727
2010-08-26,17.549999237060547
2010-08-27,17.899999618530273
2010-08-30,17.75
2010-08-31,18.25
2010-09-01,19.450000762939453
2010-09-02,19.5
2010-09-03,19.649999618530273
2010-09-07,19.549999237060547
2010-09-08,19.549999237060547
2010-09-09,19.450000762939453
2010-09-10,18.850000381469727
2010-09-13,19.450000762939453
2010-09-14,19.100000381469727
2010-09-15,18.549999237060547
2010-09-16,18.950000762939453
2010-09-17,18.700000762939453
2010-09-20,18.799999237060547
2010-09-21,18.899999618530273
2010-09-22,19.0
2010-09-23,18.75
2010-09-24,19.450000762939453
2010-09-27,23.399999618530273
2010-09-28,23.299999237060547
2010-09-29,25.299999237060547
2010-09-30,29.600000381469727
2010-10-01,30.049999237060547
2010-10-04,27.5
2010-10-05,26.649999618530273
2010-10-06,28.75
2010-10-07,28.600000381469727
2010-10-08,27.350000381469727
2010-10-11,27.950000762939453
2010-10-12,28.25
2010-10-13,30.149999618530273
2010-10-14,30.25
2010-10-15,28.5
2010-10-18,28.549999237060547
2010-10-19,29.100000381469727
2010-10-20,31.950000762939453
2010-10-21,29.850000381469727
2010-10-22,31.149999618530273
2010-10-25,33.650001525878906
2010-10-26,36.04999923706055
2010-10-27,33.20000076293945
2010-10-28,34.900001525878906
2010-10-29,34.5
2010-11-01,33.45000076293945
2010-11-02,31.649999618530273
2010-11-03,34.25
2010-11-04,33.95000076293945
2010-11-05,35.099998474121094
2010-11-08,36.099998474121094
2010-11-09,35.20000076293945
2010-11-10,36.349998474121094
2010-11-11,36.79999923706055
2010-11-12,37.29999923706055
2010-11-15,38.54999923706055
2010-11-16,37.349998474121094
2010-11-17,37.04999923706055
2010-11-18,37.70000076293945
2010-11-19,38.5
2010-11-22,40.349998474121094
2010-11-23,36.20000076293945
2010-11-24,37.75
2010-11-26,34.54999923706055
2010-11-29,35.04999923706055
2010-11-30,34.54999923706055
2010-12-01,37.0
2010-12-02,36.5
2010-12-03,37.5
2010-12-06,37.29999923706055
2010-12-07,36.900001525878906
2010-12-08,36.150001525878906
2010-12-09,36.400001525878906
2010-12-10,34.45000076293945
2010-12-13,33.04999923706055
2010-12-14,32.0
2010-12-15,32.099998474121094
2010-12-16,30.700000762939453
2010-12-17,31.5
2010-12-20,31.799999237060547
2010-12-21,32.099998474121094
2010-12-22,31.899999618530273
2010-12-23,31.5
2010-12-27,29.799999237060547
2010-12-28,31.049999237060547
2010-12-29,31.450000762939453
2010-12-30,35.349998474121094
2010-12-31,34.45000076293945
2011-01-03,35.04999923706055
2011-01-04,36.70000076293945
2011-01-05,37.04999923706055
2011-01-06,35.900001525878906
2011-01-07,33.900001525878906
2011-01-10,33.849998474121094
2011-01-11,33.650001525878906
2011-01-12,34.29999923706055
2011-01-13,34.599998474121094
2011-01-14,35.0
2011-01-18,35.54999923706055
2011-01-19,35.29999923706055
2011-01-20,35.75
2011-01-21,35.650001525878906
2011-01-24,36.349998474121094
2011-01-25,35.29999923706055
2011-01-26,35.54999923706055
2011-01-27,34.95000076293945
2011-01-28,33.900001525878906
2011-01-31,33.95000076293945
2011-02-01,36.20000076293945
2011-02-02,35.900001525878906
2011-02-03,36.29999923706055
2011-02-04,35.0
2011-02-07,36.400001525878906
2011-02-08,36.0
2011-02-09,35.650001525878906
2011-02-10,35.5
2011-02-11,35.900001525878906
2011-02-14,36.0
2011-02-15,35.95000076293945
2011-02-16,36.0
2011-02-17,35.900001525878906
2011-02-18,34.95000076293945
2011-02-22,33.400001525878906
2011-02-23,33.20000076293945
2011-02-24,33.349998474121094
2011-02-25,33.25
2011-02-28,32.95000076293945
2011-03-01,32.70000076293945
2011-03-02,31.0
2011-03-03,31.100000381469727
2011-03-04,29.899999618530273
2011-03-07,28.450000762939453
2011-03-08,26.350000381469727
2011-03-09,25.799999237060547
2011-03-10,26.25
2011-03-11,25.799999237060547
2011-03-14,25.850000381469727
2011-03-15,24.899999618530273
2011-03-16,23.75
2011-03-17,23.600000381469727
2011-03-18,23.5
2011-03-21,23.5
2011-03-22,23.0
2011-03-23,22.700000762939453
2011-03-24,23.0
2011-03-25,23.450000762939453
2011-03-28,24.549999237060547
2011-03-29,26.0
2011-03-30,25.700000762939453
2011-03-31,26.049999237060547
2011-04-01,26.950000762939453
2011-04-04,26.700000762939453
2011-04-05,26.450000762939453
2011-04-06,25.600000381469727
2011-04-07,27.549999237060547
2011-04-08,26.899999618530273
2011-04-11,26.049999237060547
2011-04-12,25.0
2011-04-13,24.799999237060547
2011-04-14,24.5
2011-04-15,25.049999237060547
2011-04-18,24.700000762939453
2011-04-19,24.899999618530273
2011-04-20,24.850000381469727
2011-04-21,24.5
2011-04-25,24.049999237060547
2011-04-26,23.100000381469727
2011-04-27,22.899999618530273
2011-04-28,24.799999237060547
2011-04-29,23.799999237060547
2011-05-02,23.600000381469727
2011-05-03,22.5
2011-05-04,23.549999237060547
2011-05-05,22.350000381469727
2011-05-06,22.649999618530273
2011-05-09,23.149999618530273
2011-05-10,20.799999237060547
2011-05-11,20.049999237060547
2011-05-12,19.049999237060547
2011-05-13,18.450000762939453
2011-05-16,17.049999237060547
2011-05-17,17.600000381469727
2011-05-18,17.399999618530273
2011-05-19,18.899999618530273
2011-05-20,19.299999237060547
2011-05-23,19.0
2011-05-24,19.149999618530273
2011-05-25,18.5
2011-05-26,18.5
2011-05-27,18.600000381469727
2011-05-31,18.549999237060547
2011-06-01,17.899999618530273
2011-06-02,17.950000762939453
2011-06-03,17.25
2011-06-06,16.399999618530273
2011-06-07,15.699999809265137
2011-06-08,15.649999618530273
2011-06-09,16.25
2011-06-10,16.0
2011-06-13,16.25
2011-06-14,17.149999618530273
2011-06-15,17.850000381469727
2011-06-16,18.0
2011-06-17,17.350000381469727
2011-06-20,15.899999618530273
2011-06-21,17.049999237060547
2011-06-22,17.049999237060547
2011-06-23,17.299999237060547
2011-06-24,17.549999237060547
2011-06-27,17.450000762939453
2011-06-28,16.100000381469727
2011-06-29,15.5
2011-06-30,16.0
2011-07-01,15.600000381469727
2011-07-05,14.850000381469727
2011-07-06,14.800000190734863
2011-07-07,15.0
2011-07-08,15.75
2011-07-11,15.5
2011-07-12,15.600000381469727
2011-07-13,15.649999618530273
2011-07-14,15.449999809265137
2011-07-15,15.399999618530273
2011-07-18,15.399999618530273
2011-07-19,15.800000190734863
2011-07-20,16.299999237060547
2011-07-21,16.350000381469727
2011-07-22,16.549999237060547
2011-07-25,16.049999237060547
2011-07-26,15.850000381469727
2011-07-27,16.399999618530273
2011-07-28,16.049999237060547
2011-07-29,15.949999809265137
2011-08-01,15.800000190734863
2011-08-02,15.850000381469727
2011-08-03,14.949999809265137
2011-08-04,13.899999618530273
2011-08-05,13.550000190734863
2011-08-08,11.149999618530273
2011-08-09,12.600000381469727
2011-08-10,11.600000381469727
2011-08-11,12.25
2011-08-12,12.0
2011-08-15,11.800000190734863
2011-08-16,11.649999618530273
2011-08-17,12.449999809265137
2011-08-18,11.050000190734863
2011-08-19,11.100000381469727
2011-08-22,11.899999618530273
2011-08-23,11.5
2011-08-24,11.899999618530273
2011-08-25,11.449999809265137
2011-08-26,11.949999809265137
2011-08-29,12.600000381469727
2011-08-30,13.050000190734863
2011-08-31,13.5
2011-09-01,13.350000381469727
2011-09-02,13.199999809265137
2011-09-06,12.75
2011-09-07,12.949999809265137
2011-09-08,12.949999809265137
2011-09-09,12.5
2011-09-12,12.100000381469727
2011-09-13,12.5
2011-09-14,14.0
2011-09-15,14.050000190734863
2011-09-16,13.5
2011-09-19,13.050000190734863
2011-09-20,12.649999618530273
2011-09-21,12.649999618530273
2011-09-22,11.899999618530273
2011-09-23,12.399999618530273
2011-09-26,12.149999618530273
2011-09-27,13.050000190734863
2011-09-28,12.899999618530273
2011-09-29,13.5
2011-09-30,12.449999809265137
2011-10-03,11.550000190734863
2011-10-04,11.5
2011-10-05,12.5
2011-10-06,11.649999618530273
2011-10-07,11.25
2011-10-10,12.0
2011-10-11,12.100000381469727
2011-10-12,11.949999809265137
2011-10-13,12.100000381469727
2011-10-14,12.800000190734863
2011-10-17,12.100000381469727
2011-10-18,12.149999618530273
2011-10-19,12.149999618530273
2011-10-20,11.850000381469727
2011-10-21,11.699999809265137
2011-10-24,12.5
2011-10-25,11.899999618530273
2011-10-26,11.600000381469727
2011-10-27,12.75
2011-10-28,14.850000381469727
2011-10-31,13.600000381469727
2011-11-01,14.0
2011-11-02,13.600000381469727
2011-11-03,14.100000381469727
2011-11-04,13.699999809265137
