,ELDN
2015-02-27,2451.06005859375
2015-03-02,2551.5
2015-03-03,2423.52001953125
2015-03-04,2439.719970703125
2015-03-05,2423.52001953125
2015-03-06,2324.699951171875
2015-03-09,2269.6201171875
2015-03-10,2233.97998046875
2015-03-11,2282.580078125
2015-03-12,2251.800048828125
2015-03-13,2217.780029296875
2015-03-16,2204.820068359375
2015-03-17,2306.8798828125
2015-03-18,2342.52001953125
2015-03-19,2327.93994140625
2015-03-20,2284.199951171875
2015-03-23,2222.639892578125
2015-03-24,2229.1201171875
2015-03-25,2122.199951171875
2015-03-26,2054.159912109375
2015-03-27,1968.300048828125
2015-03-30,1877.5799560546875
2015-03-31,1830.5999755859375
2015-04-01,1841.93994140625
2015-04-02,1909.97998046875
2015-04-06,1830.5999755859375
2015-04-07,1791.719970703125
2015-04-08,1794.9599609375
2015-04-09,1782.0
2015-04-10,1794.9599609375
2015-04-13,1879.199951171875
2015-04-14,2060.639892578125
2015-04-15,2059.02001953125
2015-04-16,2081.699951171875
2015-04-17,1953.719970703125
2015-04-20,1939.1400146484375
2015-04-21,1922.93994140625
2015-04-22,1866.239990234375
2015-04-23,1832.219970703125
2015-04-24,1803.06005859375
2015-04-27,1743.1199951171875
2015-04-28,1723.6800537109375
2015-04-29,1713.9599609375
2015-04-30,1620.0
2015-05-01,1626.47998046875
2015-05-04,1634.5799560546875
2015-05-05,1629.719970703125
2015-05-06,1621.6199951171875
2015-05-07,1621.6199951171875
2015-05-08,1628.0999755859375
2015-05-11,1666.97998046875
2015-05-12,1793.3399658203125
2015-05-13,1901.8800048828125
2015-05-14,1982.8800048828125
2015-05-15,1997.4599609375
2015-05-18,2020.1400146484375
2015-05-19,1929.4200439453125
2015-05-20,1978.02001953125
2015-05-21,1921.3199462890625
2015-05-22,1773.9000244140625
2015-05-26,1751.219970703125
2015-05-27,1850.0400390625
2015-05-28,1845.1800537109375
2015-05-29,1841.93994140625
2015-06-01,1837.0799560546875
2015-06-02,1864.6199951171875
2015-06-03,1947.239990234375
2015-06-04,1955.3399658203125
2015-06-05,1973.1600341796875
2015-06-08,1971.5400390625
2015-06-09,1900.260009765625
2015-06-10,2083.320068359375
2015-06-11,2293.919921875
2015-06-12,2276.10009765625
2015-06-15,2298.780029296875
2015-06-16,2269.6201171875
2015-06-17,2274.47998046875
2015-06-18,2243.699951171875
2015-06-19,2204.820068359375
2015-06-22,2217.780029296875
2015-06-23,2250.179931640625
2015-06-24,2238.840087890625
2015-06-25,2293.919921875
2015-06-26,2219.39990234375
2015-06-29,2169.179931640625
2015-06-30,2154.60009765625
2015-07-01,2183.760009765625
2015-07-02,2151.360107421875
2015-07-06,2175.659912109375
2015-07-07,2183.760009765625
2015-07-08,2080.080078125
2015-07-09,2060.639892578125
2015-07-10,2217.780029296875
2015-07-13,2298.780029296875
2015-07-14,2297.159912109375
2015-07-15,2230.739990234375
2015-07-16,2193.47998046875
2015-07-17,2174.0400390625
2015-07-20,2219.39990234375
2015-07-21,2156.219970703125
2015-07-22,2191.860107421875
2015-07-23,2216.159912109375
2015-07-24,2209.679931640625
2015-07-27,2159.4599609375
2015-07-28,2237.219970703125
2015-07-29,2127.06005859375
2015-07-30,2120.580078125
2015-07-31,2112.47998046875
2015-08-03,2075.219970703125
2015-08-04,2097.89990234375
2015-08-05,2088.179931640625
2015-08-06,1992.5999755859375
2015-08-07,1973.1600341796875
2015-08-10,1906.739990234375
2015-08-11,1867.8599853515625
2015-08-12,1916.4599609375
2015-08-13,1892.1600341796875
2015-08-14,2052.5400390625
2015-08-17,2183.760009765625
2015-08-18,2140.02001953125
2015-08-19,2107.6201171875
2015-08-20,1940.760009765625
2015-08-21,1900.260009765625
2015-08-24,1809.5400390625
2015-08-25,1869.47998046875
2015-08-26,1827.3599853515625
2015-08-27,1833.8399658203125
2015-08-28,1892.1600341796875
2015-08-31,1913.219970703125
2015-09-01,1952.0999755859375
2015-09-02,2148.1201171875
2015-09-03,2221.02001953125
2015-09-04,2120.580078125
2015-09-08,2104.3798828125
2015-09-09,2003.93994140625
2015-09-10,1913.219970703125
2015-09-11,2065.5
2015-09-14,2078.4599609375
2015-09-15,2029.8599853515625
2015-09-16,2136.780029296875
2015-09-17,2191.860107421875
2015-09-18,2276.10009765625
2015-09-21,2101.139892578125
2015-09-22,2081.699951171875
2015-09-23,2089.800048828125
2015-09-24,2081.699951171875
2015-09-25,1869.47998046875
2015-09-28,1722.06005859375
2015-09-29,1670.219970703125
2015-09-30,1676.699951171875
2015-10-01,1710.719970703125
2015-10-02,1782.0
2015-10-05,1837.0799560546875
2015-10-06,1798.199951171875
2015-10-07,1833.8399658203125
2015-10-08,1806.300048828125
2015-10-09,1793.3399658203125
2015-10-12,1735.02001953125
2015-10-13,1699.3800048828125
2015-10-14,1665.3599853515625
2015-10-15,1765.800048828125
2015-10-16,1777.1400146484375
2015-10-19,1804.6800537109375
2015-10-20,1809.5400390625
2015-10-21,1775.52001953125
2015-10-22,1743.1199951171875
2015-10-23,1841.93994140625
2015-10-26,1843.56005859375
2015-10-27,1760.93994140625
2015-10-28,1825.739990234375
2015-10-29,1824.1199951171875
2015-10-30,1790.0999755859375
2015-11-02,1778.760009765625
2015-11-03,1864.6199951171875
2015-11-04,1990.97998046875
2015-11-05,1850.0400390625
2015-11-06,1926.1800537109375
2015-11-09,1942.3800048828125
2015-11-10,1811.1600341796875
2015-11-11,1885.6800537109375
2015-11-12,1874.3399658203125
2015-11-13,1796.5799560546875
2015-11-16,1785.239990234375
2015-11-17,1769.0400390625
2015-11-18,1845.1800537109375
2015-11-19,1840.3199462890625
2015-11-20,1820.8800048828125
2015-11-23,1828.97998046875
2015-11-24,1801.43994140625
2015-11-25,1905.1199951171875
2015-11-27,1913.219970703125
2015-11-30,1863.0
2015-12-01,1854.9000244140625
2015-12-02,1803.06005859375
2015-12-03,1754.4599609375
2015-12-04,1770.6600341796875
2015-12-07,1728.5400390625
2015-12-08,1717.199951171875
2015-12-09,1691.280029296875
2015-12-10,1676.699951171875
2015-12-11,1642.6800537109375
2015-12-14,1579.5
2015-12-15,1563.300048828125
2015-12-16,1618.3800048828125
2015-12-17,1576.260009765625
2015-12-18,1524.4200439453125
2015-12-21,1550.3399658203125
2015-12-22,1500.1199951171875
2015-12-23,1480.6800537109375
2015-12-24,1458.0
2015-12-28,1427.219970703125
2015-12-29,1441.800048828125
2015-12-30,1415.8800048828125
2015-12-31,1412.6400146484375
2016-01-04,1313.8199462890625
2016-01-05,1300.8599853515625
2016-01-06,1216.6199951171875
2016-01-07,1062.719970703125
2016-01-08,959.0399780273438
2016-01-11,895.8599853515625
2016-01-12,889.3800048828125
2016-01-13,816.47998046875
2016-01-14,848.8800048828125
2016-01-15,863.4600219726562
2016-01-19,814.8599853515625
2016-01-20,910.4400024414062
2016-01-21,908.8200073242188
2016-01-22,976.8599853515625
2016-01-25,980.0999755859375
2016-01-26,996.2999877929688
2016-01-27,946.0800170898438
2016-01-28,937.97998046875
2016-01-29,1015.739990234375
2016-02-01,988.2000122070312
2016-02-02,975.239990234375
2016-02-03,996.2999877929688
2016-02-04,991.4400024414062
2016-02-05,972.0
2016-02-08,920.1599731445312
2016-02-09,907.2000122070312
2016-02-10,915.2999877929688
2016-02-11,942.8400268554688
2016-02-12,1015.739990234375
2016-02-16,1062.719970703125
2016-02-17,1109.699951171875
2016-02-18,1106.4599609375
2016-02-19,1023.8400268554688
2016-02-22,1012.5
2016-02-23,1009.260009765625
2016-02-24,1001.1599731445312
2016-02-25,993.0599975585938
2016-02-26,1009.260009765625
2016-02-29,1031.93994140625
2016-03-01,1053.0
2016-03-02,1112.93994140625
2016-03-03,1129.1400146484375
2016-03-04,1111.3199462890625
2016-03-07,1161.5400390625
2016-03-08,1059.47998046875
2016-03-09,1010.8800048828125
2016-03-10,960.6599731445312
2016-03-11,965.52001953125
2016-03-14,994.6799926757812
2016-03-15,942.8400268554688
2016-03-16,902.3400268554688
2016-03-17,884.52001953125
2016-03-18,952.5599975585938
2016-03-21,905.5800170898438
2016-03-22,929.8800048828125
2016-03-23,853.739990234375
2016-03-24,844.02001953125
2016-03-28,829.4400024414062
2016-03-29,856.97998046875
2016-03-30,871.5599975585938
2016-03-31,908.8200073242188
2016-04-01,934.739990234375
2016-04-04,921.780029296875
2016-04-05,947.7000122070312
2016-04-06,1255.5
2016-04-07,1331.6400146484375
2016-04-08,1240.9200439453125
2016-04-11,1210.1400146484375
2016-04-12,1218.239990234375
2016-04-13,1271.699951171875
2016-04-14,1231.199951171875
2016-04-15,1203.6600341796875
2016-04-18,1174.5
2016-04-19,1150.199951171875
2016-04-20,1155.06005859375
2016-04-21,1158.300048828125
2016-04-22,1180.97998046875
2016-04-25,1271.699951171875
2016-04-26,1177.739990234375
2016-04-27,1156.6800537109375
2016-04-28,1197.1800537109375
2016-04-29,1187.4599609375
2016-05-02,1174.5
2016-05-03,1146.9599609375
2016-05-04,1087.02001953125
2016-05-05,1057.8599853515625
2016-05-06,1041.6600341796875
2016-05-09,1145.3399658203125
2016-05-10,1164.780029296875
2016-05-11,1134.0
2016-05-12,1065.9599609375
2016-05-13,1117.800048828125
2016-05-16,1148.5799560546875
2016-05-17,1127.52001953125
2016-05-18,1130.760009765625
2016-05-19,1127.52001953125
2016-05-20,1134.0
2016-05-23,1174.5
2016-05-24,1203.6600341796875
2016-05-25,1213.3800048828125
2016-05-26,1195.56005859375
2016-05-27,1190.699951171875
2016-05-31,1174.5
2016-06-01,1134.0
2016-06-02,1164.780029296875
2016-06-03,1122.6600341796875
2016-06-06,1088.6400146484375
2016-06-07,1069.199951171875
2016-06-08,1104.8399658203125
2016-06-09,1065.9599609375
2016-06-10,1023.8400268554688
2016-06-13,1104.8399658203125
2016-06-14,1023.8400268554688
2016-06-15,1018.97998046875
2016-06-16,1053.0
2016-06-17,988.2000122070312
2016-06-20,991.4400024414062
2016-06-21,944.4600219726562
2016-06-22,900.719970703125
2016-06-23,950.9400024414062
2016-06-24,881.280029296875
2016-06-27,824.5800170898438
2016-06-28,837.5399780273438
2016-06-29,884.52001953125
2016-06-30,892.6199951171875
2016-07-01,925.02001953125
2016-07-05,874.7999877929688
2016-07-06,899.0999755859375
2016-07-07,894.239990234375
2016-07-08,886.1400146484375
2016-07-11,891.0
2016-07-12,937.97998046875
2016-07-13,869.9400024414062
2016-07-14,848.8800048828125
2016-07-15,873.1799926757812
2016-07-18,848.8800048828125
2016-07-19,821.3400268554688
2016-07-20,863.4600219726562
2016-07-21,886.1400146484375
2016-07-22,856.97998046875
2016-07-25,842.4000244140625
2016-07-26,178.1999969482422
2016-07-27,174.9600067138672
2016-07-28,200.8800048828125
2016-07-29,204.1199951171875
2016-08-01,183.05999755859375
2016-08-02,174.9600067138672
2016-08-03,184.67999267578125
2016-08-04,189.5399932861328
2016-08-05,189.5399932861328
2016-08-08,197.63999938964844
2016-08-09,187.9199981689453
2016-08-10,181.44000244140625
2016-08-11,186.3000030517578
2016-08-12,184.67999267578125
2016-08-15,186.3000030517578
2016-08-16,183.05999755859375
2016-08-17,178.1999969482422
2016-08-18,183.05999755859375
2016-08-19,179.82000732421875
2016-08-22,220.32000732421875
2016-08-23,184.67999267578125
2016-08-24,187.9199981689453
2016-08-25,183.05999755859375
2016-08-26,181.44000244140625
2016-08-29,181.44000244140625
2016-08-30,186.3000030517578
2016-08-31,178.1999969482422
2016-09-01,174.9600067138672
2016-09-02,173.33999633789062
2016-09-06,170.10000610351562
2016-09-07,166.86000061035156
2016-09-08,173.33999633789062
2016-09-09,171.72000122070312
2016-09-12,168.47999572753906
2016-09-13,162.0
2016-09-14,165.24000549316406
2016-09-15,207.36000061035156
2016-09-16,202.5
2016-09-19,217.0800018310547
2016-09-20,220.32000732421875
2016-09-21,217.0800018310547
2016-09-22,267.29998779296875
2016-09-23,272.1600036621094
2016-09-26,244.6199951171875
2016-09-27,251.10000610351562
2016-09-28,243.0
2016-09-29,251.10000610351562
2016-09-30,247.86000061035156
2016-10-03,239.75999450683594
2016-10-04,241.3800048828125
2016-10-05,260.82000732421875
2016-10-06,251.10000610351562
2016-10-07,251.10000610351562
2016-10-10,260.82000732421875
2016-10-11,304.55999755859375
2016-10-12,290.7900085449219
2016-10-13,294.8399963378906
2016-10-14,268.9200134277344
2016-10-17,233.27999877929688
2016-10-18,228.4199981689453
2016-10-19,221.94000244140625
2016-10-20,231.66000366210938
2016-10-21,225.17999267578125
2016-10-24,212.22000122070312
2016-10-25,194.39999389648438
2016-10-26,192.77999877929688
2016-10-27,189.5399932861328
2016-10-28,179.82000732421875
2016-10-31,178.1999969482422
2016-11-01,173.33999633789062
2016-11-02,162.0
2016-11-03,139.32000732421875
2016-11-04,150.01199340820312
2016-11-07,149.85000610351562
2016-11-08,151.6320037841797
2016-11-09,170.10000610351562
2016-11-10,173.33999633789062
2016-11-11,173.33999633789062
2016-11-14,168.47999572753906
2016-11-15,163.6199951171875
2016-11-16,191.16000366210938
2016-11-17,183.05999755859375
2016-11-18,173.33999633789062
2016-11-21,174.9600067138672
2016-11-22,170.10000610351562
2016-11-23,171.72000122070312
2016-11-25,168.47999572753906
2016-11-28,166.86000061035156
2016-11-29,174.9600067138672
2016-11-30,166.86000061035156
2016-12-01,165.24000549316406
2016-12-02,168.47999572753906
2016-12-05,178.1999969482422
2016-12-06,183.05999755859375
2016-12-07,174.9600067138672
2016-12-08,176.5800018310547
2016-12-09,179.82000732421875
2016-12-12,176.5800018310547
2016-12-13,171.72000122070312
2016-12-14,163.6199951171875
2016-12-15,162.0
2016-12-16,168.47999572753906
2016-12-19,163.6199951171875
2016-12-20,163.6199951171875
2016-12-21,163.6199951171875
2016-12-22,196.02000427246094
2016-12-23,173.33999633789062
2016-12-27,179.82000732421875
2016-12-28,170.10000610351562
2016-12-29,166.86000061035156
2016-12-30,158.43600463867188
2017-01-03,166.86000061035156
2017-01-04,168.47999572753906
2017-01-05,171.72000122070312
2017-01-06,168.47999572753906
2017-01-09,165.24000549316406
2017-01-10,170.10000610351562
2017-01-11,166.86000061035156
2017-01-12,170.10000610351562
2017-01-13,170.10000610351562
2017-01-17,168.47999572753906
2017-01-18,165.24000549316406
2017-01-19,162.0
2017-01-20,158.9219970703125
2017-01-23,151.95599365234375
2017-01-24,150.66000366210938
2017-01-25,162.0
2017-01-26,153.41400146484375
2017-01-27,153.89999389648438
2017-01-30,150.98399353027344
2017-01-31,152.44200134277344
2017-02-01,150.01199340820312
2017-02-02,149.5260009765625
2017-02-03,149.0399932861328
2017-02-06,153.41400146484375
2017-02-07,147.74400329589844
2017-02-08,144.99000549316406
2017-02-09,151.95599365234375
2017-02-10,152.27999877929688
2017-02-13,152.1179962158203
2017-02-14,150.66000366210938
2017-02-15,150.66000366210938
2017-02-16,148.22999572753906
2017-02-17,144.01800537109375
2017-02-21,145.4759979248047
2017-02-22,143.3699951171875
2017-02-23,139.48199462890625
2017-02-24,138.50999450683594
2017-02-27,141.91200256347656
2017-02-28,132.83999633789062
2017-03-01,128.46600341796875
2017-03-02,130.2480010986328
2017-03-03,127.33200073242188
2017-03-06,130.41000366210938
2017-03-07,129.60000610351562
2017-03-08,137.37600708007812
2017-03-09,135.75599670410156
2017-03-10,134.6219940185547
2017-03-13,137.37600708007812
2017-03-14,134.6219940185547
2017-03-15,137.53799438476562
2017-03-16,135.4320068359375
2017-03-17,132.83999633789062
2017-03-20,136.0800018310547
2017-03-21,133.3260040283203
2017-03-22,133.64999389648438
2017-03-23,135.10800170898438
2017-03-24,133.81199645996094
2017-03-27,132.19200134277344
2017-03-28,136.0800018310547
2017-03-29,135.27000427246094
2017-03-30,133.16400146484375
2017-03-31,135.4320068359375
2017-04-03,133.81199645996094
2017-04-04,133.64999389648438
2017-04-05,131.05799865722656
2017-04-06,119.87999725341797
2017-04-07,108.7020034790039
2017-04-10,112.4280014038086
2017-04-11,106.91999816894531
2017-04-12,107.7300033569336
2017-04-13,108.7020034790039
2017-04-17,106.91999816894531
2017-04-18,101.89800262451172
2017-04-19,100.44000244140625
2017-04-20,103.68000030517578
2017-04-21,97.19999694824219
2017-04-24,99.46800231933594
2017-04-25,100.44000244140625
2017-04-26,100.76399993896484
2017-04-27,99.79199981689453
2017-04-28,99.14399719238281
2017-05-01,98.65799713134766
2017-05-02,94.44599914550781
2017-05-03,91.36799621582031
2017-05-04,90.72000122070312
2017-05-05,95.58000183105469
2017-05-08,94.93199920654297
2017-05-09,103.68000030517578
2017-05-10,98.81999969482422
2017-05-11,114.83999633789062
2017-05-12,110.33999633789062
2017-05-15,104.22000122070312
2017-05-16,106.19999694824219
2017-05-17,102.5999984741211
2017-05-18,99.9000015258789
2017-05-19,98.27999877929688
2017-05-22,99.72000122070312
2017-05-23,100.62000274658203
2017-05-24,99.0
2017-05-25,89.0999984741211
2017-05-26,88.55999755859375
2017-05-30,87.4800033569336
2017-05-31,92.16000366210938
2017-06-01,93.77999877929688
2017-06-02,92.16000366210938
2017-06-05,89.81999969482422
2017-06-06,93.95999908447266
2017-06-07,94.5
2017-06-08,93.5999984741211
2017-06-09,96.12000274658203
2017-06-12,96.66000366210938
2017-06-13,98.0999984741211
2017-06-14,96.30000305175781
2017-06-15,98.27999877929688
2017-06-16,99.0
2017-06-19,102.5999984741211
2017-06-20,97.37999725341797
2017-06-21,102.5999984741211
2017-06-22,108.72000122070312
2017-06-23,108.0
2017-06-26,106.73999786376953
2017-06-27,100.80000305175781
2017-06-28,105.83999633789062
2017-06-29,103.5
2017-06-30,105.30000305175781
2017-07-03,103.13999938964844
2017-07-05,101.33999633789062
2017-07-06,98.0999984741211
2017-07-07,97.19999694824219
2017-07-10,100.9800033569336
2017-07-11,97.19999694824219
2017-07-12,96.4800033569336
2017-07-13,96.30000305175781
2017-07-14,97.19999694824219
2017-07-17,97.73999786376953
2017-07-18,100.9800033569336
2017-07-19,102.23999786376953
2017-07-20,95.94000244140625
2017-07-21,98.63999938964844
2017-07-24,97.0199966430664
2017-07-25,93.5999984741211
2017-07-26,92.87999725341797
2017-07-27,87.83999633789062
2017-07-28,73.9800033569336
2017-07-31,72.18000030517578
2017-08-01,73.80000305175781
2017-08-02,70.37999725341797
2017-08-03,68.76000213623047
2017-08-04,72.0
2017-08-07,73.44000244140625
2017-08-08,70.37999725341797
2017-08-09,70.19999694824219
2017-08-10,69.30000305175781
2017-08-11,74.5199966430664
2017-08-14,73.26000213623047
2017-08-15,69.4800033569336
2017-08-16,70.0199966430664
2017-08-17,67.68000030517578
2017-08-18,67.68000030517578
2017-08-21,67.68000030517578
2017-08-22,68.4000015258789
2017-08-23,69.30000305175781
2017-08-24,68.58000183105469
2017-08-25,70.37999725341797
2017-08-28,70.19999694824219
2017-08-29,69.30000305175781
2017-08-30,70.55999755859375
2017-08-31,71.27999877929688
2017-09-01,73.62000274658203
2017-09-05,78.30000305175781
2017-09-06,82.26000213623047
2017-09-07,77.4000015258789
2017-09-08,80.0999984741211
2017-09-11,81.0
2017-09-12,83.5199966430664
2017-09-13,80.0999984741211
2017-09-14,88.55999755859375
2017-09-15,84.05999755859375
2017-09-18,86.4000015258789
2017-09-19,87.30000305175781
2017-09-20,89.81999969482422
2017-09-21,90.0
2017-09-22,90.18000030517578
2017-09-25,91.80000305175781
2017-09-26,92.33999633789062
2017-09-27,90.54000091552734
2017-09-28,93.5999984741211
2017-09-29,93.77999877929688
2017-10-02,94.5
2017-10-03,91.9800033569336
2017-10-04,92.5199966430664
2017-10-05,90.36000061035156
2017-10-06,86.76000213623047
2017-10-09,88.55999755859375
2017-10-10,86.76000213623047
2017-10-11,78.66000366210938
2017-10-12,80.0999984741211
2017-10-13,81.0
2017-10-16,78.4800033569336
2017-10-17,78.83999633789062
2017-10-18,79.37999725341797
2017-10-19,82.08000183105469
2017-10-20,80.45999908447266
2017-10-23,76.68000030517578
2017-10-24,72.0
2017-10-25,70.19999694824219
2017-10-26,69.4800033569336
2017-10-27,72.0
2017-10-30,69.83999633789062
2017-10-31,68.04000091552734
2017-11-01,73.62000274658203
2017-11-02,78.66000366210938
2017-11-03,81.0
2017-11-06,75.69000244140625
2017-11-07,70.5780029296875
2017-11-08,71.27999877929688
2017-11-09,68.4000015258789
2017-11-10,68.58000183105469
2017-11-13,68.58000183105469
2017-11-14,68.58000183105469
2017-11-15,66.77999877929688
2017-11-16,65.87999725341797
2017-11-17,67.5
2017-11-20,74.33999633789062
2017-11-21,73.45800018310547
2017-11-22,72.9000015258789
2017-11-24,73.08000183105469
2017-11-27,74.69999694824219
2017-11-28,70.37999725341797
2017-11-29,75.5999984741211
2017-11-30,74.69999694824219
2017-12-01,76.5
2017-12-04,74.16000366210938
2017-12-05,76.86000061035156
2017-12-06,77.58000183105469
2017-12-07,78.4800033569336
2017-12-08,75.83399963378906
2017-12-11,77.58000183105469
2017-12-12,78.60600280761719
2017-12-13,76.31999969482422
2017-12-14,74.87999725341797
2017-12-15,73.9800033569336
2017-12-18,73.70999908447266
2017-12-19,69.66000366210938
2017-12-20,70.37999725341797
2017-12-21,71.63999938964844
2017-12-22,69.66000366210938
2017-12-26,68.76000213623047
2017-12-27,69.12000274658203
2017-12-28,68.74199676513672
2017-12-29,73.08000183105469
2018-01-02,71.63999938964844
2018-01-03,73.0260009765625
2018-01-04,75.05999755859375
2018-01-05,78.12000274658203
2018-01-08,75.95999908447266
2018-01-09,69.83999633789062
2018-01-10,72.72000122070312
2018-01-11,71.19000244140625
2018-01-12,66.90599822998047
2018-01-16,68.58000183105469
2018-01-17,68.94000244140625
2018-01-18,70.19999694824219
2018-01-19,68.30999755859375
2018-01-22,67.5
2018-01-23,64.26000213623047
2018-01-24,64.80000305175781
2018-01-25,64.62000274658203
2018-01-26,63.86399841308594
2018-01-29,66.5999984741211
2018-01-30,70.18199920654297
2018-01-31,65.5199966430664
2018-02-01,66.95999908447266
2018-02-02,66.95999908447266
2018-02-05,64.9800033569336
2018-02-06,64.80000305175781
2018-02-07,63.900001525878906
2018-02-08,63.18000030517578
2018-02-09,64.08000183105469
2018-02-12,56.15999984741211
2018-02-13,57.060001373291016
2018-02-14,58.75199890136719
2018-02-15,58.5
2018-02-16,61.91999816894531
2018-02-20,67.13999938964844
2018-02-21,67.75199890136719
2018-02-22,66.70800018310547
2018-02-23,67.31999969482422
2018-02-26,67.31999969482422
2018-02-27,66.5999984741211
2018-02-28,66.05999755859375
2018-03-01,66.05999755859375
2018-03-02,64.80000305175781
2018-03-05,64.9800033569336
2018-03-06,66.77999877929688
2018-03-07,65.87999725341797
2018-03-08,68.4000015258789
2018-03-09,70.37999725341797
2018-03-12,75.95999908447266
2018-03-13,86.88600158691406
2018-03-14,108.9000015258789
2018-03-15,105.30000305175781
2018-03-16,111.41999816894531
2018-03-19,105.83999633789062
2018-03-20,99.18000030517578
2018-03-21,100.40399932861328
2018-03-22,99.72000122070312
2018-03-23,99.18000030517578
2018-03-26,91.26000213623047
2018-03-27,90.0
2018-03-28,86.04000091552734
2018-03-29,90.72000122070312
2018-04-02,85.31999969482422
2018-04-03,84.77999877929688
2018-04-04,90.18000030517578
2018-04-05,90.9000015258789
2018-04-06,86.04000091552734
2018-04-09,98.45999908447266
2018-04-10,95.38200378417969
2018-04-11,91.62000274658203
2018-04-12,86.58000183105469
2018-04-13,89.27999877929688
2018-04-16,90.0
2018-04-17,90.0
2018-04-18,88.37999725341797
2018-04-19,84.23999786376953
2018-04-20,87.30000305175781
2018-04-23,81.36000061035156
2018-04-24,85.5
2018-04-25,83.69999694824219
2018-04-26,82.9800033569336
2018-04-27,83.69999694824219
2018-04-30,79.37999725341797
2018-05-01,77.04000091552734
2018-05-02,84.51000213623047
2018-05-03,76.5
2018-05-04,80.0999984741211
2018-05-07,77.76000213623047
2018-05-08,81.18000030517578
2018-05-09,81.0
2018-05-10,82.62000274658203
2018-05-11,92.5199966430664
2018-05-14,102.77999877929688
2018-05-15,101.5199966430664
2018-05-16,109.44000244140625
2018-05-17,106.91999816894531
2018-05-18,110.16000366210938
2018-05-21,118.44000244140625
2018-05-22,119.87999725341797
2018-05-23,131.39999389648438
2018-05-24,138.24000549316406
2018-05-25,141.66000366210938
2018-05-29,134.82000732421875
2018-05-30,133.74000549316406
2018-05-31,147.24000549316406
2018-06-01,138.77999877929688
2018-06-04,126.36000061035156
2018-06-05,131.39999389648438
2018-06-06,124.55999755859375
2018-06-07,117.0
2018-06-08,114.30000305175781
2018-06-11,114.66000366210938
2018-06-12,111.23999786376953
2018-06-13,111.23999786376953
2018-06-14,116.81999969482422
