,ATOM
2020-05-08,5.599999904632568
2020-05-11,5.5
2020-05-12,6.570000171661377
2020-05-13,6.099999904632568
2020-05-14,6.769999980926514
2020-05-15,7.369999885559082
2020-05-18,7.309999942779541
2020-05-19,7.269999980926514
2020-05-20,7.480000019073486
2020-05-21,8.329999923706055
2020-05-22,8.170000076293945
2020-05-26,8.039999961853027
2020-05-27,7.699999809265137
2020-05-28,8.890000343322754
2020-05-29,8.680000305175781
2020-06-01,8.600000381469727
2020-06-02,9.0600004196167
2020-06-03,8.979999542236328
2020-06-04,9.359999656677246
2020-06-05,8.869999885559082
2020-06-08,8.779999732971191
2020-06-09,9.09000015258789
2020-06-10,9.050000190734863
2020-06-11,8.029999732971191
2020-06-12,8.369999885559082
2020-06-15,8.880000114440918
2020-06-16,9.300000190734863
2020-06-17,9.529999732971191
2020-06-18,10.25
2020-06-19,10.75
2020-06-22,10.5
2020-06-23,10.59000015258789
2020-06-24,10.25
2020-06-25,10.199999809265137
2020-06-26,9.529999732971191
2020-06-29,8.899999618530273
2020-06-30,9.0
2020-07-01,8.789999961853027
2020-07-02,8.579999923706055
2020-07-06,9.100000381469727
2020-07-07,8.609999656677246
2020-07-08,8.800000190734863
2020-07-09,8.680000305175781
2020-07-10,8.550000190734863
2020-07-13,8.625
2020-07-14,8.680000305175781
2020-07-15,8.880000114440918
2020-07-16,9.390000343322754
2020-07-17,9.699999809265137
2020-07-20,10.600000381469727
2020-07-21,10.970000267028809
2020-07-22,10.970000267028809
2020-07-23,10.5600004196167
2020-07-24,10.579999923706055
2020-07-27,11.329999923706055
2020-07-28,10.710000038146973
2020-07-29,10.779999732971191
2020-07-30,11.319999694824219
2020-07-31,10.640000343322754
2020-08-03,11.449999809265137
2020-08-04,11.489999771118164
2020-08-05,11.489999771118164
2020-08-06,12.5
2020-08-07,11.84000015258789
2020-08-10,12.119999885559082
2020-08-11,11.630000114440918
2020-08-12,11.0600004196167
2020-08-13,11.380000114440918
2020-08-14,11.680000305175781
2020-08-17,11.369999885559082
2020-08-18,11.130000114440918
2020-08-19,11.3100004196167
2020-08-20,12.024999618530273
2020-08-21,11.890000343322754
2020-08-24,11.609999656677246
2020-08-25,11.350000381469727
2020-08-26,11.039999961853027
2020-08-27,10.770000457763672
2020-08-28,10.920000076293945
2020-08-31,12.710000038146973
2020-09-01,12.260000228881836
2020-09-02,10.880000114440918
2020-09-03,10.329999923706055
2020-09-04,10.029999732971191
2020-09-08,9.34000015258789
2020-09-09,10.270000457763672
2020-09-10,9.800000190734863
2020-09-11,9.819999694824219
2020-09-14,10.164999961853027
2020-09-15,10.779999732971191
2020-09-16,10.529999732971191
2020-09-17,10.489999771118164
2020-09-18,10.579999923706055
2020-09-21,10.3100004196167
2020-09-22,10.0
2020-09-23,9.1899995803833
2020-09-24,9.449999809265137
2020-09-25,10.119999885559082
2020-09-28,10.420000076293945
2020-09-29,10.550000190734863
2020-09-30,10.449999809265137
2020-10-01,10.75
2020-10-02,10.4399995803833
2020-10-05,10.649999618530273
2020-10-06,10.109999656677246
2020-10-07,10.460000038146973
2020-10-08,10.640000343322754
2020-10-09,10.850000381469727
2020-10-12,10.380000114440918
2020-10-13,10.329999923706055
2020-10-14,9.680000305175781
2020-10-15,9.899999618530273
2020-10-16,9.819999694824219
2020-10-19,9.699999809265137
2020-10-20,9.550000190734863
2020-10-21,9.380000114440918
2020-10-22,9.229999542236328
2020-10-23,9.25
2020-10-26,8.960000038146973
2020-10-27,8.710000038146973
2020-10-28,8.6899995803833
2020-10-29,9.319999694824219
2020-10-30,8.149999618530273
2020-11-02,8.350000381469727
2020-11-03,8.640000343322754
2020-11-04,8.989999771118164
2020-11-05,8.920000076293945
2020-11-06,8.970000267028809
2020-11-09,9.300000190734863
2020-11-10,9.800000190734863
2020-11-11,9.819999694824219
2020-11-12,9.390000343322754
2020-11-13,9.5600004196167
2020-11-16,9.614999771118164
2020-11-17,9.239999771118164
2020-11-18,8.75
2020-11-19,8.729999542236328
2020-11-20,9.0600004196167
2020-11-23,8.640000343322754
2020-11-24,8.600000381469727
2020-11-25,8.829999923706055
2020-11-27,9.3100004196167
2020-11-30,9.380000114440918
2020-12-01,9.739999771118164
2020-12-02,9.770000457763672
2020-12-03,9.829999923706055
2020-12-04,10.180000305175781
2020-12-07,10.630000114440918
2020-12-08,10.319999694824219
2020-12-09,9.899999618530273
2020-12-10,10.390000343322754
2020-12-11,10.819999694824219
2020-12-14,12.0
2020-12-15,12.100000381469727
2020-12-16,12.270000457763672
2020-12-17,13.020000457763672
2020-12-18,12.380000114440918
2020-12-21,13.960000038146973
2020-12-22,14.550000190734863
2020-12-23,13.630000114440918
2020-12-24,14.15999984741211
2020-12-28,14.949999809265137
2020-12-29,14.880000114440918
2020-12-30,16.290000915527344
2020-12-31,16.09000015258789
2021-01-04,15.899999618530273
2021-01-05,21.81999969482422
2021-01-06,22.969999313354492
2021-01-07,27.420000076293945
2021-01-08,27.440000534057617
2021-01-11,27.950000762939453
2021-01-12,26.469999313354492
2021-01-13,27.889999389648438
2021-01-14,30.600000381469727
2021-01-15,28.65999984741211
2021-01-19,34.5099983215332
2021-01-20,32.08000183105469
2021-01-21,31.280000686645508
2021-01-22,32.93000030517578
2021-01-25,31.8700008392334
2021-01-26,31.139999389648438
2021-01-27,28.809999465942383
2021-01-28,29.920000076293945
2021-01-29,28.719999313354492
2021-02-01,32.529998779296875
2021-02-02,34.4900016784668
2021-02-03,33.619998931884766
2021-02-04,34.41999816894531
2021-02-05,41.27000045776367
2021-02-08,46.45000076293945
2021-02-09,43.77000045776367
2021-02-10,41.70000076293945
2021-02-11,35.93000030517578
2021-02-12,38.52000045776367
2021-02-16,38.880001068115234
2021-02-17,36.83000183105469
2021-02-18,33.959999084472656
2021-02-19,34.9900016784668
2021-02-22,32.220001220703125
2021-02-23,31.139999389648438
2021-02-24,30.760000228881836
2021-02-25,27.6200008392334
2021-02-26,27.979999542236328
2021-03-01,27.329999923706055
2021-03-02,27.739999771118164
2021-03-03,25.270000457763672
2021-03-04,22.3799991607666
2021-03-05,22.690000534057617
2021-03-08,20.315000534057617
2021-03-09,24.110000610351562
2021-03-10,24.209999084472656
2021-03-11,27.020000457763672
2021-03-12,26.68000030517578
2021-03-15,27.56999969482422
2021-03-16,26.6299991607666
2021-03-17,27.0
2021-03-18,24.6299991607666
2021-03-19,26.260000228881836
2021-03-22,25.780000686645508
2021-03-23,23.75
2021-03-24,22.25
2021-03-25,23.56999969482422
2021-03-26,23.950000762939453
2021-03-29,22.649999618530273
2021-03-30,22.709999084472656
2021-03-31,24.5
2021-04-01,25.700000762939453
2021-04-05,26.059999465942383
2021-04-06,25.389999389648438
2021-04-07,24.219999313354492
2021-04-08,24.770000457763672
2021-04-09,23.719999313354492
2021-04-12,23.75
2021-04-13,23.059999465942383
2021-04-14,22.969999313354492
2021-04-15,21.549999237060547
2021-04-16,20.420000076293945
2021-04-19,19.135000228881836
2021-04-20,18.700000762939453
2021-04-21,20.3799991607666
2021-04-22,20.06999969482422
2021-04-23,21.780000686645508
2021-04-26,21.979999542236328
2021-04-27,21.489999771118164
2021-04-28,22.18000030517578
2021-04-29,16.68000030517578
2021-04-30,16.639999389648438
2021-05-03,16.170000076293945
2021-05-04,15.260000228881836
2021-05-05,15.84000015258789
2021-05-06,15.539999961853027
2021-05-07,15.699999809265137
2021-05-10,14.479999542236328
2021-05-11,15.199999809265137
2021-05-12,14.100000381469727
2021-05-13,13.529999732971191
2021-05-14,15.140000343322754
