,BNTX
2020-01-23,36.70000076293945
2020-01-24,34.9900016784668
2020-01-27,33.20000076293945
2020-01-28,34.220001220703125
2020-01-29,31.799999237060547
2020-01-30,29.899999618530273
2020-01-31,29.209999084472656
2020-02-03,30.270000457763672
2020-02-04,32.91999816894531
2020-02-05,29.25
2020-02-06,32.93000030517578
2020-02-07,30.8799991607666
2020-02-10,32.119998931884766
2020-02-11,30.709999084472656
2020-02-12,29.559999465942383
2020-02-13,30.639999389648438
2020-02-14,30.75
2020-02-18,31.540000915527344
2020-02-19,32.25
2020-02-20,32.380001068115234
2020-02-21,32.349998474121094
2020-02-24,30.600000381469727
2020-02-25,33.439998626708984
2020-02-26,33.75
2020-02-27,33.880001068115234
2020-02-28,35.099998474121094
2020-03-02,36.599998474121094
2020-03-03,38.47999954223633
2020-03-04,39.189998626708984
2020-03-05,37.119998931884766
2020-03-06,38.09000015258789
2020-03-09,33.47999954223633
2020-03-10,33.959999084472656
2020-03-11,32.16999816894531
2020-03-12,28.549999237060547
2020-03-13,30.93000030517578
2020-03-16,40.0
2020-03-17,66.5999984741211
2020-03-18,92.0
2020-03-19,59.29999923706055
2020-03-20,46.5
2020-03-23,51.310001373291016
2020-03-24,53.63999938964844
2020-03-25,47.20000076293945
2020-03-26,55.0
2020-03-27,55.0
2020-03-30,62.0
2020-03-31,58.400001525878906
2020-04-01,52.91999816894531
2020-04-02,56.90999984741211
2020-04-03,52.75
2020-04-06,52.72999954223633
2020-04-07,45.599998474121094
2020-04-08,44.95000076293945
2020-04-09,45.40999984741211
2020-04-13,41.709999084472656
2020-04-14,41.630001068115234
2020-04-15,38.58000183105469
2020-04-16,38.790000915527344
2020-04-17,40.810001373291016
2020-04-20,43.369998931884766
2020-04-21,42.2599983215332
2020-04-22,53.5
2020-04-23,50.0
2020-04-24,47.75
2020-04-27,49.400001525878906
2020-04-28,45.83000183105469
2020-04-29,49.25
2020-04-30,47.47999954223633
2020-05-01,45.11000061035156
2020-05-04,45.779998779296875
2020-05-05,50.0
2020-05-06,47.779998779296875
2020-05-07,49.31999969482422
2020-05-08,49.2400016784668
2020-05-11,49.97999954223633
2020-05-12,49.33000183105469
2020-05-13,48.4900016784668
2020-05-14,48.65999984741211
2020-05-15,49.4900016784668
2020-05-18,60.16999816894531
2020-05-19,50.59000015258789
2020-05-20,53.040000915527344
2020-05-21,51.900001525878906
2020-05-22,51.029998779296875
2020-05-26,50.880001068115234
2020-05-27,47.59000015258789
2020-05-28,46.869998931884766
2020-05-29,49.529998779296875
2020-06-01,52.29999923706055
2020-06-02,52.380001068115234
2020-06-03,51.15999984741211
2020-06-04,50.0
2020-06-05,49.18000030517578
2020-06-08,48.779998779296875
2020-06-09,47.790000915527344
2020-06-10,47.40999984741211
2020-06-11,48.599998474121094
2020-06-12,48.58000183105469
2020-06-15,50.849998474121094
2020-06-16,49.900001525878906
2020-06-17,50.849998474121094
2020-06-18,50.939998626708984
2020-06-19,51.36000061035156
2020-06-22,57.45000076293945
2020-06-23,52.75
2020-06-24,54.72999954223633
2020-06-25,59.709999084472656
2020-06-26,62.130001068115234
2020-06-29,65.80000305175781
2020-06-30,66.73999786376953
2020-07-01,64.13999938964844
2020-07-02,63.27000045776367
2020-07-06,65.51000213623047
2020-07-07,69.33999633789062
2020-07-08,67.55999755859375
2020-07-09,65.61000061035156
2020-07-10,70.36000061035156
2020-07-13,77.77999877929688
2020-07-14,83.87999725341797
2020-07-15,78.0
2020-07-16,75.87000274658203
2020-07-17,85.25
2020-07-20,88.19999694824219
2020-07-21,91.5999984741211
2020-07-22,104.16999816894531
2020-07-23,88.51000213623047
2020-07-24,84.16999816894531
2020-07-27,86.52999877929688
2020-07-28,85.37999725341797
2020-07-29,82.5
2020-07-30,84.16000366210938
2020-07-31,82.11000061035156
2020-08-03,85.47000122070312
2020-08-04,83.16999816894531
2020-08-05,81.30000305175781
2020-08-06,77.08000183105469
2020-08-07,77.0
2020-08-10,73.94999694824219
2020-08-11,68.44999694824219
2020-08-12,69.11000061035156
2020-08-13,71.0
2020-08-14,68.63999938964844
2020-08-17,70.26000213623047
2020-08-18,67.87999725341797
2020-08-19,65.5999984741211
2020-08-20,66.2699966430664
2020-08-21,73.0199966430664
2020-08-24,70.8499984741211
2020-08-25,70.48999786376953
2020-08-26,67.9000015258789
2020-08-27,65.58999633789062
2020-08-28,64.0
2020-08-31,61.25
2020-09-01,57.810001373291016
2020-09-02,61.9900016784668
2020-09-03,59.279998779296875
2020-09-04,58.56999969482422
2020-09-08,59.83000183105469
2020-09-09,62.31999969482422
2020-09-10,61.20000076293945
2020-09-11,65.12999725341797
2020-09-14,67.4800033569336
2020-09-15,66.91999816894531
2020-09-16,66.04000091552734
2020-09-17,66.77999877929688
2020-09-18,67.0
2020-09-21,66.12000274658203
2020-09-22,67.05000305175781
2020-09-23,63.83000183105469
2020-09-24,62.83000183105469
2020-09-25,66.69000244140625
2020-09-28,66.5
2020-09-29,66.86000061035156
2020-09-30,69.2300033569336
2020-10-01,72.70999908447266
2020-10-02,73.69999694824219
2020-10-05,80.69999694824219
2020-10-06,85.58999633789062
2020-10-07,86.2300033569336
2020-10-08,87.94999694824219
2020-10-09,89.04000091552734
2020-10-12,88.73999786376953
2020-10-13,93.0
2020-10-14,86.86000061035156
2020-10-15,90.37999725341797
2020-10-16,94.08999633789062
2020-10-19,93.91999816894531
2020-10-20,94.3499984741211
2020-10-21,87.72000122070312
2020-10-22,86.36000061035156
2020-10-23,88.69000244140625
2020-10-26,82.93000030517578
2020-10-27,83.94999694824219
2020-10-28,77.54000091552734
2020-10-29,84.80999755859375
2020-10-30,85.36000061035156
2020-11-02,87.0999984741211
2020-11-03,87.22000122070312
2020-11-04,90.69000244140625
2020-11-05,92.0
2020-11-06,92.0
2020-11-09,104.80000305175781
2020-11-10,112.76000213623047
2020-11-11,109.44999694824219
2020-11-12,101.62999725341797
2020-11-13,106.0
2020-11-16,91.5199966430664
2020-11-17,86.93000030517578
2020-11-18,90.44000244140625
2020-11-19,94.93000030517578
2020-11-20,104.06999969482422
2020-11-23,106.5
2020-11-24,101.87000274658203
2020-11-25,104.95999908447266
2020-11-27,109.98999786376953
2020-11-30,124.23999786376953
2020-12-01,114.01000213623047
2020-12-02,121.08999633789062
2020-12-03,118.68000030517578
2020-12-04,120.0
2020-12-07,125.69999694824219
2020-12-08,128.11000061035156
2020-12-09,122.80999755859375
2020-12-10,129.5399932861328
2020-12-11,127.30000305175781
2020-12-14,108.2699966430664
2020-12-15,111.19999694824219
2020-12-16,105.77999877929688
2020-12-17,106.43000030517578
2020-12-18,104.23999786376953
2020-12-21,106.45999908447266
2020-12-22,100.55999755859375
2020-12-23,100.05999755859375
2020-12-24,96.95999908447266
2020-12-28,88.11000061035156
2020-12-29,88.27999877929688
2020-12-30,83.94000244140625
2020-12-31,81.5199966430664
2021-01-04,85.7300033569336
2021-01-05,86.77999877929688
2021-01-06,91.16000366210938
2021-01-07,93.69000244140625
2021-01-08,100.38999938964844
2021-01-11,108.9000015258789
2021-01-12,105.44999694824219
2021-01-13,102.61000061035156
2021-01-14,105.8499984741211
2021-01-15,101.58999633789062
2021-01-19,104.69999694824219
2021-01-20,103.2300033569336
2021-01-21,105.43000030517578
2021-01-22,108.44000244140625
2021-01-25,110.61000061035156
2021-01-26,106.29000091552734
2021-01-27,105.97000122070312
2021-01-28,110.0
2021-01-29,116.94000244140625
2021-02-01,116.0999984741211
2021-02-02,114.76000213623047
2021-02-03,118.0199966430664
2021-02-04,117.55999755859375
2021-02-05,117.56999969482422
2021-02-08,119.5
2021-02-09,117.52999877929688
2021-02-10,119.3499984741211
2021-02-11,118.02999877929688
2021-02-12,117.55999755859375
2021-02-16,114.37999725341797
2021-02-17,113.55999755859375
2021-02-18,112.6500015258789
2021-02-19,115.69000244140625
2021-02-22,114.5999984741211
2021-02-23,111.97000122070312
2021-02-24,114.16999816894531
2021-02-25,112.33000183105469
2021-02-26,109.02999877929688
2021-03-01,110.20999908447266
2021-03-02,104.9800033569336
2021-03-03,97.25
2021-03-04,95.1500015258789
2021-03-05,96.19999694824219
2021-03-08,90.29000091552734
2021-03-09,96.4800033569336
2021-03-10,98.0199966430664
2021-03-11,102.5999984741211
2021-03-12,103.27999877929688
2021-03-15,107.87999725341797
2021-03-16,108.0999984741211
2021-03-17,106.66000366210938
2021-03-18,103.6500015258789
2021-03-19,107.58999633789062
2021-03-22,107.0
2021-03-23,100.11000061035156
2021-03-24,94.05000305175781
2021-03-25,95.12999725341797
2021-03-26,95.76000213623047
2021-03-29,95.91000366210938
2021-03-30,104.44000244140625
2021-03-31,109.19000244140625
2021-04-01,113.87000274658203
2021-04-05,115.37000274658203
2021-04-06,117.1500015258789
2021-04-07,113.31999969482422
2021-04-08,114.48999786376953
2021-04-09,122.13999938964844
2021-04-12,121.5199966430664
2021-04-13,129.63999938964844
2021-04-14,132.60000610351562
2021-04-15,140.72000122070312
2021-04-16,151.5399932861328
2021-04-19,149.47999572753906
2021-04-20,156.17999267578125
2021-04-21,161.8000030517578
2021-04-22,168.9499969482422
2021-04-23,173.0
2021-04-26,174.64999389648438
2021-04-27,172.83999633789062
2021-04-28,175.77000427246094
2021-04-29,179.64999389648438
2021-04-30,188.27999877929688
2021-05-03,208.89999389648438
2021-05-04,176.8800048828125
2021-05-05,170.77000427246094
2021-05-06,168.0
2021-05-07,183.7100067138672
2021-05-10,202.35000610351562
2021-05-11,198.02000427246094
2021-05-12,186.1300048828125
2021-05-13,180.7899932861328
2021-05-14,192.77000427246094
