,CAN
2020-04-28,4.650000095367432
2020-04-29,4.760000228881836
2020-04-30,5.179999828338623
2020-05-01,4.599999904632568
2020-05-04,4.630000114440918
2020-05-05,4.690000057220459
2020-05-06,5.039999961853027
2020-05-07,5.800000190734863
2020-05-08,5.889999866485596
2020-05-11,5.389999866485596
2020-05-12,5.730000019073486
2020-05-13,5.989999771118164
2020-05-14,5.96999979019165
2020-05-15,4.389999866485596
2020-05-18,4.449999809265137
2020-05-19,4.369999885559082
2020-05-20,4.199999809265137
2020-05-21,3.990000009536743
2020-05-22,3.819999933242798
2020-05-26,3.359999895095825
2020-05-27,3.0
2020-05-28,2.9100000858306885
2020-05-29,2.359999895095825
2020-06-01,2.119999885559082
2020-06-02,2.490000009536743
2020-06-03,2.4100000858306885
2020-06-04,2.1500000953674316
2020-06-05,2.119999885559082
2020-06-08,2.119999885559082
2020-06-09,2.450000047683716
2020-06-10,2.4200000762939453
2020-06-11,2.119999885559082
2020-06-12,2.059999942779541
2020-06-15,1.9800000190734863
2020-06-16,2.0199999809265137
2020-06-17,1.9299999475479126
2020-06-18,1.9199999570846558
2020-06-19,1.899999976158142
2020-06-22,2.0899999141693115
2020-06-23,2.119999885559082
2020-06-24,1.940000057220459
2020-06-25,1.937000036239624
2020-06-26,1.8899999856948853
2020-06-29,1.850000023841858
2020-06-30,1.899999976158142
2020-07-01,1.8799999952316284
2020-07-02,1.809999942779541
2020-07-06,1.9600000381469727
2020-07-07,1.8200000524520874
2020-07-08,1.9600000381469727
2020-07-09,1.9299999475479126
2020-07-10,1.8600000143051147
2020-07-13,1.7899999618530273
2020-07-14,1.840000033378601
2020-07-15,1.9299999475479126
2020-07-16,1.8600000143051147
2020-07-17,1.9199999570846558
2020-07-20,2.259999990463257
2020-07-21,2.4200000762939453
2020-07-22,2.2699999809265137
2020-07-23,2.130000114440918
2020-07-24,2.4000000953674316
2020-07-27,2.5
2020-07-28,2.5899999141693115
2020-07-29,2.6500000953674316
2020-07-30,2.700000047683716
2020-07-31,2.5
2020-08-03,2.740000009536743
2020-08-04,2.5799999237060547
2020-08-05,2.640000104904175
2020-08-06,2.619999885559082
2020-08-07,2.380000114440918
2020-08-10,2.3399999141693115
2020-08-11,2.140000104904175
2020-08-12,2.0199999809265137
2020-08-13,2.140000104904175
2020-08-14,2.0999999046325684
2020-08-17,2.0999999046325684
2020-08-18,2.009999990463257
2020-08-19,2.0299999713897705
2020-08-20,2.0199999809265137
2020-08-21,1.9700000286102295
2020-08-24,1.909999966621399
2020-08-25,1.9700000286102295
2020-08-26,1.940000057220459
2020-08-27,1.8799999952316284
2020-08-28,1.9700000286102295
2020-08-31,2.009999990463257
2020-09-01,2.0799999237060547
2020-09-02,2.0399999618530273
2020-09-03,1.9900000095367432
2020-09-04,1.9199999570846558
2020-09-08,2.0299999713897705
2020-09-09,2.059999942779541
2020-09-10,2.0199999809265137
2020-09-11,2.0
2020-09-14,1.9700000286102295
2020-09-15,1.940000057220459
2020-09-16,1.8899999856948853
2020-09-17,1.8799999952316284
2020-09-18,1.8600000143051147
2020-09-21,1.9600000381469727
2020-09-22,1.899999976158142
2020-09-23,1.8700000047683716
2020-09-24,1.8700000047683716
2020-09-25,2.0
2020-09-28,1.940000057220459
2020-09-29,1.9299999475479126
2020-09-30,1.8700000047683716
2020-10-01,1.899999976158142
2020-10-02,1.8700000047683716
2020-10-05,1.8899999856948853
2020-10-06,1.909999966621399
2020-10-07,1.899999976158142
2020-10-08,1.9700000286102295
2020-10-09,1.9600000381469727
2020-10-12,1.940000057220459
2020-10-13,1.9900000095367432
2020-10-14,1.8799999952316284
2020-10-15,1.8799999952316284
2020-10-16,1.8899999856948853
2020-10-19,1.899999976158142
2020-10-20,1.9600000381469727
2020-10-21,2.240000009536743
2020-10-22,2.0299999713897705
2020-10-23,1.9299999475479126
2020-10-26,1.9199999570846558
2020-10-27,2.009999990463257
2020-10-28,1.850000023841858
2020-10-29,1.9500000476837158
2020-10-30,2.180000066757202
2020-11-02,2.109999895095825
2020-11-03,2.1600000858306885
2020-11-04,2.130000114440918
2020-11-05,2.380000114440918
2020-11-06,2.4200000762939453
2020-11-09,2.5299999713897705
2020-11-10,2.390000104904175
2020-11-11,2.619999885559082
2020-11-12,2.640000104904175
2020-11-13,2.6600000858306885
2020-11-16,3.2899999618530273
2020-11-17,3.319999933242798
2020-11-18,3.2100000381469727
2020-11-19,3.490000009536743
2020-11-20,4.28000020980835
2020-11-23,5.059999942779541
2020-11-24,5.420000076293945
2020-11-25,6.369999885559082
2020-11-27,5.75
2020-11-30,5.0
2020-12-01,4.699999809265137
2020-12-02,3.75
2020-12-03,3.7699999809265137
2020-12-04,3.7100000381469727
2020-12-07,3.75
2020-12-08,3.859999895095825
2020-12-09,3.549999952316284
2020-12-10,3.75
2020-12-11,3.369999885559082
2020-12-14,3.509999990463257
2020-12-15,3.559999942779541
2020-12-16,3.799999952316284
2020-12-17,4.25
2020-12-18,4.320000171661377
2020-12-21,4.190000057220459
2020-12-22,4.139999866485596
2020-12-23,3.7699999809265137
2020-12-24,3.7300000190734863
2020-12-28,4.190000057220459
2020-12-29,3.9800000190734863
2020-12-30,4.380000114440918
2020-12-31,5.929999828338623
2021-01-04,6.679999828338623
2021-01-05,6.340000152587891
2021-01-06,6.230000019073486
2021-01-07,6.5
2021-01-08,6.25
2021-01-11,5.519999980926514
2021-01-12,5.650000095367432
2021-01-13,5.239999771118164
2021-01-14,5.28000020980835
2021-01-15,4.849999904632568
2021-01-19,4.929999828338623
2021-01-20,4.940000057220459
2021-01-21,4.800000190734863
2021-01-22,4.909999847412109
2021-01-25,5.239999771118164
2021-01-26,4.900000095367432
2021-01-27,4.510000228881836
2021-01-28,5.079999923706055
2021-01-29,4.559999942779541
2021-02-01,4.880000114440918
2021-02-02,5.150000095367432
2021-02-03,5.610000133514404
2021-02-04,5.639999866485596
2021-02-05,6.019999980926514
2021-02-08,7.059999942779541
2021-02-09,7.75
2021-02-10,8.270000457763672
2021-02-11,10.649999618530273
2021-02-12,13.039999961853027
2021-02-16,19.639999389648438
2021-02-17,20.5
2021-02-18,17.329999923706055
2021-02-19,24.790000915527344
2021-02-22,20.850000381469727
2021-02-23,17.760000228881836
2021-02-24,18.489999771118164
2021-02-25,15.710000038146973
2021-02-26,15.15999984741211
2021-03-01,22.25
2021-03-02,21.34000015258789
2021-03-03,22.729999542236328
2021-03-04,20.6200008392334
2021-03-05,19.969999313354492
2021-03-08,19.06999969482422
2021-03-09,28.690000534057617
2021-03-10,27.979999542236328
2021-03-11,36.400001525878906
2021-03-12,34.630001068115234
2021-03-15,33.54999923706055
2021-03-16,28.950000762939453
2021-03-17,32.29999923706055
2021-03-18,28.829999923706055
2021-03-19,27.6200008392334
2021-03-22,22.969999313354492
2021-03-23,21.059999465942383
2021-03-24,17.8799991607666
2021-03-25,18.209999084472656
2021-03-26,17.399999618530273
2021-03-29,17.610000610351562
2021-03-30,21.260000228881836
2021-03-31,20.670000076293945
2021-04-01,22.0
2021-04-05,19.780000686645508
2021-04-06,19.25
2021-04-07,18.639999389648438
2021-04-08,18.950000762939453
2021-04-09,18.670000076293945
2021-04-12,13.140000343322754
2021-04-13,14.609999656677246
2021-04-14,13.569999694824219
2021-04-15,12.729999542236328
2021-04-16,13.609999656677246
2021-04-19,12.399999618530273
2021-04-20,12.1899995803833
2021-04-21,13.770000457763672
2021-04-22,13.15999984741211
2021-04-23,13.359999656677246
2021-04-26,14.640000343322754
2021-04-27,14.239999771118164
2021-04-28,14.539999961853027
2021-04-29,13.020000457763672
2021-04-30,12.510000228881836
2021-05-03,13.229999542236328
2021-05-04,11.800000190734863
2021-05-05,12.119999885559082
2021-05-06,11.609999656677246
2021-05-07,11.630000114440918
2021-05-10,10.210000038146973
2021-05-11,10.289999961853027
2021-05-12,9.850000381469727
2021-05-13,8.710000038146973
2021-05-14,9.6899995803833
