,BSGM
2016-01-14,2.8499999046325684
2016-01-15,2.700000047683716
2016-01-19,2.5875000953674316
2016-01-20,2.6500000953674316
2016-01-21,2.799999952316284
2016-01-22,3.9749999046325684
2016-01-25,3.4625000953674316
2016-01-26,3.25
2016-01-27,2.950000047683716
2016-01-28,2.75
2016-01-29,3.049999952316284
2016-02-01,2.875
2016-02-02,2.5
2016-02-03,2.75
2016-02-04,2.625
2016-02-05,2.799999952316284
2016-02-08,2.549999952316284
2016-02-09,2.5250000953674316
2016-02-10,2.6500000953674316
2016-02-11,2.575000047683716
2016-02-12,2.75
2016-02-16,2.7249999046325684
2016-02-17,3.2249999046325684
2016-02-18,3.2750000953674316
2016-02-19,3.049999952316284
2016-02-22,3.075000047683716
2016-02-23,3.0999999046325684
2016-02-24,3.075000047683716
2016-02-25,3.325000047683716
2016-02-26,2.9749999046325684
2016-02-29,3.1500000953674316
2016-03-01,2.75
2016-03-02,3.0250000953674316
2016-03-03,3.049999952316284
2016-03-04,3.625
2016-03-07,3.25
2016-03-08,3.0
2016-03-09,3.1500000953674316
2016-03-10,3.200000047683716
2016-03-11,3.25
2016-03-14,2.994999885559082
2016-03-15,3.0999999046325684
2016-03-16,3.25
2016-03-17,3.2249999046325684
2016-03-18,3.325000047683716
2016-03-21,3.25
2016-03-22,3.2274999618530273
2016-03-23,3.424999952316284
2016-03-24,3.625
2016-03-28,3.625
2016-03-29,3.674999952316284
2016-03-30,3.450000047683716
2016-03-31,3.5
2016-04-01,3.5
2016-04-04,3.5999999046325684
2016-04-05,3.325000047683716
2016-04-06,3.375
2016-04-07,3.4749999046325684
2016-04-08,3.5999999046325684
2016-04-11,3.375
2016-04-12,3.5
2016-04-13,3.75
2016-04-14,3.5999999046325684
2016-04-15,3.625
2016-04-18,3.700000047683716
2016-04-19,3.674999952316284
2016-04-20,3.5999999046325684
2016-04-21,3.825000047683716
2016-04-22,4.0
2016-04-25,4.224999904632568
2016-04-26,4.375
2016-04-27,4.737500190734863
2016-04-28,5.199999809265137
2016-04-29,5.375
2016-05-02,4.650000095367432
2016-05-03,4.900000095367432
2016-05-04,4.824999809265137
2016-05-05,4.824999809265137
2016-05-06,4.347499847412109
2016-05-09,4.5
2016-05-10,4.525000095367432
2016-05-11,4.5
2016-05-12,4.75
2016-05-13,4.699999809265137
2016-05-16,4.275000095367432
2016-05-17,4.75
2016-05-18,4.599999904632568
2016-05-19,4.625
2016-05-20,4.375
2016-05-23,4.449999809265137
2016-05-24,4.414999961853027
2016-05-25,4.5
2016-05-26,4.449999809265137
2016-05-27,4.625
2016-05-31,4.525000095367432
2016-06-01,4.525000095367432
2016-06-02,4.5
2016-06-03,4.449999809265137
2016-06-06,4.375
2016-06-07,4.199999809265137
2016-06-08,4.070000171661377
2016-06-09,4.224999904632568
2016-06-10,4.074999809265137
2016-06-13,4.025000095367432
2016-06-14,4.125
2016-06-15,3.8499999046325684
2016-06-16,3.9749999046325684
2016-06-17,4.125
2016-06-20,4.0
2016-06-21,3.875
2016-06-22,4.0
2016-06-23,3.924999952316284
2016-06-24,3.9749999046325684
2016-06-27,3.75
2016-06-28,3.7750000953674316
2016-06-29,3.875
2016-06-30,3.825000047683716
2016-07-01,4.0
2016-07-05,4.0
2016-07-06,3.6449999809265137
2016-07-07,3.625
2016-07-08,3.6500000953674316
2016-07-11,3.549999952316284
2016-07-12,3.625
2016-07-13,3.5250000953674316
2016-07-14,3.4749999046325684
2016-07-15,3.299999952316284
2016-07-18,3.5
2016-07-19,3.625
2016-07-20,3.424999952316284
2016-07-21,3.549999952316284
2016-07-22,3.5
2016-07-25,3.492500066757202
2016-07-26,3.424999952316284
2016-07-27,3.487499952316284
2016-07-28,3.299999952316284
2016-07-29,3.25
2016-08-01,3.25
2016-08-02,3.0
2016-08-03,3.174999952316284
2016-08-04,3.299999952316284
2016-08-05,3.3575000762939453
2016-08-08,3.450000047683716
2016-08-09,3.3499999046325684
2016-08-10,3.25
2016-08-11,3.325000047683716
2016-08-12,3.299999952316284
2016-08-15,3.125
2016-08-16,3.3499999046325684
2016-08-17,3.549999952316284
2016-08-18,3.25
2016-08-19,3.4749999046325684
2016-08-22,3.325000047683716
2016-08-23,3.2750000953674316
2016-08-24,3.375
2016-08-25,3.4000000953674316
2016-08-26,3.2750000953674316
2016-08-29,3.4749999046325684
2016-08-30,3.674999952316284
2016-08-31,3.7750000953674316
2016-09-01,3.75
2016-09-02,3.950000047683716
2016-09-06,3.8499999046325684
2016-09-07,3.7750000953674316
2016-09-08,3.7750000953674316
2016-09-09,3.8499999046325684
2016-09-12,3.7750000953674316
2016-09-13,3.625
2016-09-14,3.5225000381469727
2016-09-15,3.5250000953674316
2016-09-16,3.5999999046325684
2016-09-19,3.5
2016-09-20,3.5
2016-09-21,3.5
2016-09-22,3.549999952316284
2016-09-23,3.549999952316284
2016-09-26,3.575000047683716
2016-09-27,3.625
2016-09-28,3.5999999046325684
2016-09-29,3.75
2016-09-30,3.799999952316284
2016-10-03,3.7750000953674316
2016-10-04,3.8499999046325684
2016-10-05,3.8499999046325684
2016-10-06,3.4749999046325684
2016-10-07,3.4749999046325684
2016-10-10,3.5250000953674316
2016-10-11,3.375
2016-10-12,3.4000000953674316
2016-10-13,3.825000047683716
2016-10-14,3.700000047683716
2016-10-17,3.8499999046325684
2016-10-18,3.75
2016-10-19,3.7249999046325684
2016-10-20,3.612499952316284
2016-10-21,3.625
2016-10-24,3.75
2016-10-25,3.8499999046325684
2016-10-26,3.325000047683716
2016-10-27,3.700000047683716
2016-10-28,3.700000047683716
2016-10-31,3.375
2016-11-01,3.319999933242798
2016-11-02,3.25
2016-11-03,3.200000047683716
2016-11-04,3.25
2016-11-07,3.375
2016-11-08,3.2249999046325684
2016-11-09,3.25
2016-11-10,3.7249999046325684
2016-11-11,3.7249999046325684
2016-11-14,3.4749999046325684
2016-11-15,3.5
2016-11-16,3.450000047683716
2016-11-17,3.5999999046325684
2016-11-18,3.369999885559082
2016-11-21,3.4749999046325684
2016-11-22,3.6500000953674316
2016-11-23,3.5
2016-11-25,3.549999952316284
2016-11-28,3.2750000953674316
2016-11-29,3.375
2016-11-30,3.4749999046325684
2016-12-01,3.25
2016-12-02,3.3499999046325684
2016-12-05,3.325000047683716
2016-12-06,3.2750000953674316
2016-12-07,3.25
2016-12-08,3.450000047683716
2016-12-09,3.4000000953674316
2016-12-12,3.375
2016-12-13,3.375
2016-12-14,3.375
2016-12-15,3.424999952316284
2016-12-16,3.575000047683716
2016-12-19,3.5
2016-12-20,3.375
2016-12-21,3.450000047683716
2016-12-22,3.442500114440918
2016-12-23,3.4674999713897705
2016-12-27,3.325000047683716
2016-12-28,3.25
2016-12-29,3.25
2016-12-30,3.2249999046325684
2017-01-03,3.315000057220459
2017-01-04,3.359999895095825
2017-01-05,3.25
2017-01-06,3.200000047683716
2017-01-09,3.125
2017-01-10,3.125
2017-01-11,3.4000000953674316
2017-01-12,3.25
2017-01-13,3.3499999046325684
2017-01-17,3.3499999046325684
2017-01-18,3.4825000762939453
2017-01-19,3.9749999046325684
2017-01-20,4.199999809265137
2017-01-23,3.75
2017-01-24,3.799999952316284
2017-01-25,3.799999952316284
2017-01-26,3.7750000953674316
2017-01-27,3.9000000953674316
2017-01-30,4.0
2017-01-31,3.872499942779541
2017-02-01,3.799999952316284
2017-02-02,3.8499999046325684
2017-02-03,3.799999952316284
2017-02-06,3.8499999046325684
2017-02-07,3.8499999046325684
2017-02-08,3.799999952316284
2017-02-09,3.799999952316284
2017-02-10,3.875
2017-02-13,3.9000000953674316
2017-02-14,3.875
2017-02-15,3.8499999046325684
2017-02-16,3.8499999046325684
2017-02-17,3.875
2017-02-21,3.9749999046325684
2017-02-22,3.8499999046325684
2017-02-23,3.9749999046325684
2017-02-24,3.799999952316284
2017-02-27,3.799999952316284
2017-02-28,3.9000000953674316
2017-03-01,3.8499999046325684
2017-03-02,3.7750000953674316
2017-03-03,3.75
2017-03-06,3.700000047683716
2017-03-07,3.575000047683716
2017-03-08,3.625
2017-03-09,3.612499952316284
2017-03-10,3.700000047683716
2017-03-13,3.700000047683716
2017-03-14,3.5999999046325684
2017-03-15,3.424999952316284
2017-03-16,3.450000047683716
2017-03-17,3.8499999046325684
2017-03-20,3.625
2017-03-21,4.125
2017-03-22,4.574999809265137
2017-03-23,4.400000095367432
2017-03-24,4.300000190734863
2017-03-27,4.1875
2017-03-28,4.224999904632568
2017-03-29,3.7750000953674316
2017-03-30,3.4749999046325684
2017-03-31,3.625
2017-04-03,3.674999952316284
2017-04-04,3.7274999618530273
2017-04-05,3.9375
2017-04-06,3.8499999046325684
2017-04-07,3.9000000953674316
2017-04-10,3.8499999046325684
2017-04-11,3.799999952316284
2017-04-12,3.75
2017-04-13,4.0
2017-04-17,3.75
2017-04-18,3.6500000953674316
2017-04-19,3.625
2017-04-20,3.625
2017-04-21,3.625
2017-04-24,3.625
2017-04-25,3.7249999046325684
2017-04-26,3.799999952316284
2017-04-27,3.8499999046325684
2017-04-28,3.9000000953674316
2017-05-01,3.737499952316284
2017-05-02,3.8499999046325684
2017-05-03,3.625
2017-05-04,3.5999999046325684
2017-05-05,3.5250000953674316
2017-05-08,3.5999999046325684
2017-05-09,3.6500000953674316
2017-05-10,3.5
2017-05-11,3.5250000953674316
2017-05-12,3.5
2017-05-15,3.5
2017-05-16,3.4749999046325684
2017-05-17,3.7249999046325684
2017-05-18,3.6500000953674316
2017-05-19,3.75
2017-05-22,3.7249999046325684
2017-05-23,3.625
2017-05-24,3.5
2017-05-25,3.575000047683716
2017-05-26,3.625
2017-05-30,3.424999952316284
2017-05-31,3.2750000953674316
2017-06-01,3.4000000953674316
2017-06-02,3.450000047683716
2017-06-05,3.450000047683716
2017-06-06,3.450000047683716
2017-06-07,3.325000047683716
2017-06-08,3.3499999046325684
2017-06-09,3.5
2017-06-12,3.375
2017-06-13,3.4000000953674316
2017-06-14,3.4749999046325684
2017-06-15,3.5
2017-06-16,3.4549999237060547
2017-06-19,3.25
2017-06-20,3.325000047683716
2017-06-21,3.3499999046325684
2017-06-22,3.450000047683716
2017-06-23,3.200000047683716
2017-06-26,3.4749999046325684
2017-06-27,3.8499999046325684
2017-06-28,3.700000047683716
2017-06-29,3.625
2017-06-30,3.674999952316284
2017-07-03,3.700000047683716
2017-07-05,3.625
2017-07-06,3.875
2017-07-07,3.75
2017-07-10,3.674999952316284
2017-07-11,3.75
2017-07-12,3.549999952316284
2017-07-13,3.674999952316284
2017-07-14,3.634999990463257
2017-07-17,3.625
2017-07-18,3.8499999046325684
2017-07-19,3.7125000953674316
2017-07-20,3.7249999046325684
2017-07-21,3.799999952316284
2017-07-24,3.625
2017-07-25,3.75
2017-07-26,3.7249999046325684
2017-07-27,3.7249999046325684
2017-07-28,3.7249999046325684
2017-07-31,3.625
2017-08-01,3.799999952316284
2017-08-02,3.9749999046325684
2017-08-03,3.799999952316284
2017-08-04,3.630000114440918
2017-08-07,3.575000047683716
2017-08-08,3.700000047683716
2017-08-09,3.5999999046325684
2017-08-10,3.5999999046325684
2017-08-11,3.5875000953674316
2017-08-14,3.505000114440918
2017-08-15,3.575000047683716
2017-08-16,3.5
2017-08-17,3.5999999046325684
2017-08-18,3.559999942779541
2017-08-21,3.5250000953674316
2017-08-22,3.424999952316284
2017-08-23,3.424999952316284
2017-08-24,3.424999952316284
2017-08-25,3.575000047683716
2017-08-28,3.450000047683716
2017-08-29,3.299999952316284
2017-08-30,3.3324999809265137
2017-08-31,3.375
2017-09-01,3.375
2017-09-05,3.5250000953674316
2017-09-06,3.5
2017-09-07,3.375
2017-09-08,3.194999933242798
2017-09-11,3.2249999046325684
2017-09-12,3.25
2017-09-13,3.1500000953674316
2017-09-14,3.125
2017-09-15,3.1600000858306885
2017-09-18,3.125
2017-09-19,3.2125000953674316
2017-09-20,3.25
2017-09-21,3.3499999046325684
2017-09-22,3.299999952316284
2017-09-25,3.3499999046325684
2017-09-26,3.299999952316284
2017-09-27,3.375
2017-09-28,3.4124999046325684
2017-09-29,3.4000000953674316
2017-10-02,3.424999952316284
2017-10-03,3.5
2017-10-04,3.4749999046325684
2017-10-05,3.5250000953674316
2017-10-06,3.549999952316284
2017-10-09,3.5
2017-10-10,3.5
2017-10-11,3.549999952316284
2017-10-12,3.5399999618530273
2017-10-13,3.5
2017-10-16,3.575000047683716
2017-10-17,3.549999952316284
2017-10-18,3.622499942779541
2017-10-19,4.050000190734863
2017-10-20,4.125
2017-10-23,3.875
2017-10-24,3.875
2017-10-25,3.799999952316284
2017-10-26,3.825000047683716
2017-10-27,4.099999904632568
2017-10-30,4.074999809265137
2017-10-31,4.050000190734863
2017-11-01,4.074999809265137
2017-11-02,3.8499999046325684
2017-11-03,3.7750000953674316
2017-11-06,3.625
2017-11-07,3.7249999046325684
2017-11-08,3.674999952316284
2017-11-09,3.7249999046325684
2017-11-10,3.5999999046325684
2017-11-13,3.5250000953674316
2017-11-14,3.625
2017-11-15,3.549999952316284
2017-11-16,3.549999952316284
2017-11-17,3.619999885559082
2017-11-20,3.575000047683716
2017-11-21,3.625
2017-11-22,3.7249999046325684
2017-11-24,3.700000047683716
2017-11-27,3.5
2017-11-28,3.4749999046325684
2017-11-29,3.625
2017-11-30,3.625
2017-12-01,3.4749999046325684
2017-12-04,3.5250000953674316
2017-12-05,3.5250000953674316
2017-12-06,3.299999952316284
2017-12-07,3.4000000953674316
2017-12-08,3.375
2017-12-11,3.3499999046325684
2017-12-12,3.4000000953674316
2017-12-13,3.375
2017-12-14,3.325000047683716
2017-12-15,3.375
2017-12-18,3.450000047683716
2017-12-19,3.4749999046325684
2017-12-20,3.375
2017-12-21,3.799999952316284
2017-12-22,3.575000047683716
2017-12-26,3.575000047683716
2017-12-27,3.575000047683716
2017-12-28,3.5999999046325684
2017-12-29,3.5999999046325684
2018-01-02,3.700000047683716
2018-01-03,3.5250000953674316
2018-01-04,3.7249999046325684
2018-01-05,3.6675000190734863
2018-01-08,3.5799999237060547
2018-01-09,3.875
2018-01-10,3.7249999046325684
2018-01-11,3.674999952316284
2018-01-12,3.674999952316284
2018-01-16,3.625
2018-01-17,3.5
2018-01-18,3.625
2018-01-19,3.625
2018-01-22,3.5250000953674316
2018-01-23,3.549999952316284
2018-01-24,3.4749999046325684
2018-01-25,3.5
2018-01-26,3.625
2018-01-29,3.6500000953674316
2018-01-30,3.7249999046325684
2018-01-31,3.625
2018-02-01,3.700000047683716
2018-02-02,3.75
2018-02-05,3.5250000953674316
2018-02-06,3.549999952316284
2018-02-07,3.5999999046325684
2018-02-08,3.6050000190734863
2018-02-09,3.4749999046325684
2018-02-12,3.575000047683716
2018-02-13,3.5999999046325684
2018-02-14,3.5
2018-02-15,3.5
2018-02-16,3.450000047683716
2018-02-20,3.5
2018-02-21,3.3550000190734863
2018-02-22,3.3499999046325684
2018-02-23,3.3499999046325684
2018-02-26,3.299999952316284
2018-02-27,3.3550000190734863
2018-02-28,3.2750000953674316
2018-03-01,3.4000000953674316
2018-03-02,3.5999999046325684
2018-03-05,3.5
2018-03-06,3.549999952316284
2018-03-07,3.5999999046325684
2018-03-08,3.5
2018-03-09,3.5999999046325684
2018-03-12,3.5399999618530273
2018-03-13,3.4749999046325684
2018-03-14,3.5999999046325684
2018-03-15,3.5250000953674316
2018-03-16,3.625
2018-03-19,3.575000047683716
2018-03-20,3.575000047683716
2018-03-21,3.875
2018-03-22,3.825000047683716
2018-03-23,3.8499999046325684
2018-03-26,3.875
2018-03-27,3.7750000953674316
2018-03-28,4.012499809265137
2018-03-29,3.924999952316284
2018-04-02,4.175000190734863
2018-04-03,4.150000095367432
2018-04-04,4.425000190734863
2018-04-05,4.724999904632568
2018-04-06,5.425000190734863
2018-04-09,5.025000095367432
2018-04-10,4.449999809265137
2018-04-11,4.224999904632568
2018-04-12,4.375
2018-04-13,4.340000152587891
2018-04-16,4.449999809265137
2018-04-17,4.425000190734863
2018-04-18,4.5
2018-04-19,4.699999809265137
2018-04-20,4.75
2018-04-23,5.074999809265137
2018-04-24,4.974999904632568
2018-04-25,4.625
2018-04-26,4.675000190734863
2018-04-27,4.5
2018-04-30,4.5
2018-05-01,4.275000095367432
2018-05-02,4.375
2018-05-03,4.525000095367432
2018-05-04,4.425000190734863
2018-05-07,4.150000095367432
2018-05-08,4.5
2018-05-09,4.550000190734863
2018-05-10,4.625
2018-05-11,4.625
2018-05-14,4.599999904632568
2018-05-15,4.625
2018-05-16,4.474999904632568
2018-05-17,4.525000095367432
2018-05-18,4.474999904632568
2018-05-21,4.625
2018-05-22,4.474999904632568
2018-05-23,4.449999809265137
2018-05-24,4.5
2018-05-25,4.474999904632568
2018-05-29,4.449999809265137
2018-05-30,4.400000095367432
2018-05-31,4.349999904632568
2018-06-01,4.324999809265137
2018-06-04,4.449999809265137
2018-06-05,4.400000095367432
2018-06-06,4.099999904632568
2018-06-07,4.199999809265137
2018-06-08,4.449999809265137
2018-06-11,4.375
2018-06-12,4.400000095367432
2018-06-13,4.300000190734863
2018-06-14,4.375
2018-06-15,5.0
2018-06-18,4.775000095367432
2018-06-19,4.900000095367432
2018-06-20,5.525000095367432
2018-06-21,5.5
2018-06-22,6.349999904632568
2018-06-25,6.050000190734863
2018-06-26,6.074999809265137
2018-06-27,6.150000095367432
2018-06-28,5.912499904632568
2018-06-29,5.925000190734863
2018-07-02,5.5
2018-07-03,5.824999809265137
2018-07-05,5.875
2018-07-06,5.922500133514404
2018-07-09,5.375
2018-07-10,5.25
2018-07-11,5.349999904632568
2018-07-12,5.400000095367432
2018-07-13,5.375
2018-07-16,5.425000190734863
2018-07-17,5.375
2018-07-18,5.875
2018-07-19,5.75
2018-07-20,5.875
2018-07-23,5.849999904632568
2018-07-24,5.875
2018-07-25,5.724999904632568
2018-07-26,5.824999809265137
2018-07-27,5.699999809265137
2018-07-30,5.724999904632568
2018-07-31,5.574999809265137
2018-08-01,5.599999904632568
2018-08-02,5.550000190734863
2018-08-03,5.599999904632568
2018-08-06,5.625
2018-08-07,5.489999771118164
2018-08-08,5.625
2018-08-09,5.925000190734863
2018-08-10,6.125
2018-08-13,7.5
2018-08-14,6.550000190734863
2018-08-15,7.449999809265137
2018-08-16,7.0
2018-08-17,6.849999904632568
2018-08-20,6.449999809265137
2018-08-21,6.550000190734863
2018-08-22,6.512499809265137
2018-08-23,6.599999904632568
2018-08-24,6.275000095367432
2018-08-27,5.625
2018-08-28,5.5
2018-08-29,5.699999809265137
2018-08-30,5.637499809265137
2018-08-31,5.474999904632568
2018-09-04,5.414999961853027
2018-09-05,5.125
2018-09-06,4.800000190734863
2018-09-07,4.099999904632568
2018-09-10,4.25
2018-09-11,5.5
2018-09-12,5.050000190734863
2018-09-13,5.0
2018-09-14,5.099999904632568
2018-09-17,5.420000076293945
2018-09-18,5.679999828338623
2018-09-19,6.230000019073486
2018-09-20,6.820000171661377
2018-09-21,6.670000076293945
2018-09-24,6.110000133514404
2018-09-25,5.7210001945495605
2018-09-26,5.659999847412109
2018-09-27,5.800000190734863
2018-09-28,5.579999923706055
2018-10-01,5.534999847412109
2018-10-02,5.329999923706055
2018-10-03,5.369999885559082
2018-10-04,5.5
2018-10-05,5.5
2018-10-08,5.269999980926514
2018-10-09,5.210000038146973
2018-10-10,5.050000190734863
2018-10-11,4.789999961853027
2018-10-12,4.75
2018-10-15,4.800000190734863
2018-10-16,4.659999847412109
2018-10-17,4.5
2018-10-18,4.78000020980835
2018-10-19,4.730000019073486
2018-10-22,4.489999771118164
2018-10-23,4.510000228881836
2018-10-24,4.570000171661377
2018-10-25,4.619999885559082
2018-10-26,4.550000190734863
2018-10-29,4.150000095367432
2018-10-30,3.6500000953674316
2018-10-31,3.700000047683716
2018-11-01,4.25
2018-11-02,4.146999835968018
2018-11-05,4.300000190734863
2018-11-06,4.349999904632568
2018-11-07,4.420000076293945
2018-11-08,4.550000190734863
2018-11-09,4.400000095367432
2018-11-12,4.199999809265137
2018-11-13,4.400000095367432
2018-11-14,4.269999980926514
2018-11-15,4.150000095367432
2018-11-16,3.9800000190734863
2018-11-19,3.75
2018-11-20,3.7200000286102295
2018-11-21,3.890000104904175
2018-11-23,3.8350000381469727
2018-11-26,3.8299999237060547
2018-11-27,4.019999980926514
2018-11-28,4.190000057220459
