,FORR
2009-04-03,20.969999313354492
2009-04-06,20.280000686645508
2009-04-07,19.719999313354492
2009-04-08,19.969999313354492
2009-04-09,20.809999465942383
2009-04-13,20.200000762939453
2009-04-14,19.40999984741211
2009-04-15,19.780000686645508
2009-04-16,20.0
2009-04-17,21.100000381469727
2009-04-20,20.079999923706055
2009-04-21,21.209999084472656
2009-04-22,20.90999984741211
2009-04-23,21.030000686645508
2009-04-24,21.459999084472656
2009-04-27,20.290000915527344
2009-04-28,21.110000610351562
2009-04-29,21.56999969482422
2009-04-30,25.40999984741211
2009-05-01,24.559999465942383
2009-05-04,24.360000610351562
2009-05-05,23.270000457763672
2009-05-06,23.239999771118164
2009-05-07,22.149999618530273
2009-05-08,23.229999542236328
2009-05-11,23.75
2009-05-12,23.40999984741211
2009-05-13,22.459999084472656
2009-05-14,23.049999237060547
2009-05-15,23.079999923706055
2009-05-18,23.729999542236328
2009-05-19,23.81999969482422
2009-05-20,23.170000076293945
2009-05-21,23.040000915527344
2009-05-22,23.049999237060547
2009-05-26,23.93000030517578
2009-05-27,23.309999465942383
2009-05-28,22.899999618530273
2009-05-29,23.170000076293945
2009-06-01,23.3799991607666
2009-06-02,23.639999389648438
2009-06-03,23.450000762939453
2009-06-04,23.950000762939453
2009-06-05,24.5
2009-06-08,24.239999771118164
2009-06-09,24.729999542236328
2009-06-10,24.34000015258789
2009-06-11,25.040000915527344
2009-06-12,25.440000534057617
2009-06-15,24.809999465942383
2009-06-16,24.149999618530273
2009-06-17,24.5
2009-06-18,24.469999313354492
2009-06-19,24.8799991607666
2009-06-22,23.709999084472656
2009-06-23,24.059999465942383
2009-06-24,23.799999237060547
2009-06-25,24.290000915527344
2009-06-26,24.479999542236328
2009-06-29,24.43000030517578
2009-06-30,24.549999237060547
2009-07-01,25.25
2009-07-02,24.15999984741211
2009-07-06,24.309999465942383
2009-07-07,23.520000457763672
2009-07-08,23.190000534057617
2009-07-09,22.860000610351562
2009-07-10,22.520000457763672
2009-07-13,23.219999313354492
2009-07-14,23.389999389648438
2009-07-15,24.15999984741211
2009-07-16,24.649999618530273
2009-07-17,24.040000915527344
2009-07-20,24.020000457763672
2009-07-21,23.850000381469727
2009-07-22,23.450000762939453
2009-07-23,23.84000015258789
2009-07-24,23.969999313354492
2009-07-27,24.139999389648438
2009-07-28,24.639999389648438
2009-07-29,24.559999465942383
2009-07-30,23.56999969482422
2009-07-31,22.56999969482422
2009-08-03,22.68000030517578
2009-08-04,22.899999618530273
2009-08-05,22.59000015258789
2009-08-06,21.59000015258789
2009-08-07,22.3700008392334
2009-08-10,22.440000534057617
2009-08-11,22.399999618530273
2009-08-12,22.809999465942383
2009-08-13,23.600000381469727
2009-08-14,23.100000381469727
2009-08-17,22.84000015258789
2009-08-18,22.8799991607666
2009-08-19,23.0
2009-08-20,23.010000228881836
2009-08-21,23.68000030517578
2009-08-24,23.799999237060547
2009-08-25,23.610000610351562
2009-08-26,23.5
2009-08-27,23.559999465942383
2009-08-28,23.399999618530273
2009-08-31,23.540000915527344
2009-09-01,23.31999969482422
2009-09-02,22.809999465942383
2009-09-03,22.729999542236328
2009-09-04,22.950000762939453
2009-09-08,22.950000762939453
2009-09-09,22.979999542236328
2009-09-10,23.1299991607666
2009-09-11,22.959999084472656
2009-09-14,22.989999771118164
2009-09-15,23.09000015258789
2009-09-16,23.170000076293945
2009-09-17,23.200000762939453
2009-09-18,22.84000015258789
2009-09-21,23.25
2009-09-22,23.700000762939453
2009-09-23,24.420000076293945
2009-09-24,24.81999969482422
2009-09-25,25.639999389648438
2009-09-28,25.790000915527344
2009-09-29,26.25
2009-09-30,26.639999389648438
2009-10-01,26.06999969482422
2009-10-02,26.079999923706055
2009-10-05,26.149999618530273
2009-10-06,26.399999618530273
2009-10-07,26.520000457763672
2009-10-08,26.739999771118164
2009-10-09,27.049999237060547
2009-10-12,27.219999313354492
2009-10-13,27.209999084472656
2009-10-14,27.510000228881836
2009-10-15,27.489999771118164
2009-10-16,27.65999984741211
2009-10-19,27.639999389648438
2009-10-20,26.889999389648438
2009-10-21,26.530000686645508
2009-10-22,26.309999465942383
2009-10-23,26.309999465942383
2009-10-26,25.940000534057617
2009-10-27,26.290000915527344
2009-10-28,26.110000610351562
2009-10-29,25.520000457763672
2009-10-30,25.329999923706055
2009-11-02,25.420000076293945
2009-11-03,25.260000228881836
2009-11-04,24.700000762939453
2009-11-05,25.110000610351562
2009-11-06,25.219999313354492
2009-11-09,25.3700008392334
2009-11-10,25.670000076293945
2009-11-11,25.510000228881836
2009-11-12,24.959999084472656
2009-11-13,25.15999984741211
2009-11-16,25.510000228881836
2009-11-17,25.489999771118164
2009-11-18,25.09000015258789
2009-11-19,24.850000381469727
2009-11-20,25.020000457763672
2009-11-23,25.700000762939453
2009-11-24,25.639999389648438
2009-11-25,25.360000610351562
2009-11-27,24.760000228881836
2009-11-30,25.049999237060547
2009-12-01,25.059999465942383
2009-12-02,25.110000610351562
2009-12-03,24.760000228881836
2009-12-04,25.09000015258789
2009-12-07,25.360000610351562
2009-12-08,25.389999389648438
2009-12-09,25.610000610351562
2009-12-10,25.56999969482422
2009-12-11,25.56999969482422
2009-12-14,25.639999389648438
2009-12-15,25.719999313354492
2009-12-16,25.65999984741211
2009-12-17,25.40999984741211
2009-12-18,25.299999237060547
2009-12-21,25.399999618530273
2009-12-22,25.59000015258789
2009-12-23,25.770000457763672
2009-12-24,25.6200008392334
2009-12-28,25.790000915527344
2009-12-29,26.479999542236328
2009-12-30,26.459999084472656
2009-12-31,25.950000762939453
2010-01-04,26.670000076293945
2010-01-05,25.889999389648438
2010-01-06,24.850000381469727
2010-01-07,26.149999618530273
2010-01-08,25.950000762939453
2010-01-11,26.200000762939453
2010-01-12,26.5
2010-01-13,27.31999969482422
2010-01-14,28.09000015258789
2010-01-15,28.1200008392334
2010-01-19,28.719999313354492
2010-01-20,28.1200008392334
2010-01-21,27.579999923706055
2010-01-22,27.43000030517578
2010-01-25,27.649999618530273
2010-01-26,27.309999465942383
2010-01-27,27.350000381469727
2010-01-28,27.040000915527344
2010-01-29,27.09000015258789
2010-02-01,26.920000076293945
2010-02-02,26.729999542236328
2010-02-03,26.65999984741211
2010-02-04,26.899999618530273
2010-02-05,27.600000381469727
2010-02-08,28.270000457763672
2010-02-09,29.190000534057617
2010-02-10,29.049999237060547
2010-02-11,28.639999389648438
2010-02-12,28.510000228881836
2010-02-16,28.799999237060547
2010-02-17,28.969999313354492
2010-02-18,29.5
2010-02-19,29.90999984741211
2010-02-22,29.75
2010-02-23,29.489999771118164
2010-02-24,29.829999923706055
2010-02-25,30.170000076293945
2010-02-26,29.950000762939453
2010-03-01,30.18000030517578
2010-03-02,30.5
2010-03-03,30.3700008392334
2010-03-04,30.799999237060547
2010-03-05,31.09000015258789
2010-03-08,31.079999923706055
2010-03-09,31.850000381469727
2010-03-10,31.6299991607666
2010-03-11,31.8700008392334
2010-03-12,31.59000015258789
2010-03-15,31.81999969482422
2010-03-16,31.219999313354492
2010-03-17,31.850000381469727
2010-03-18,31.190000534057617
2010-03-19,30.6200008392334
2010-03-22,31.600000381469727
2010-03-23,32.02000045776367
2010-03-24,31.540000915527344
2010-03-25,31.450000762939453
2010-03-26,30.799999237060547
2010-03-29,30.729999542236328
2010-03-30,30.690000534057617
2010-03-31,30.1200008392334
2010-04-01,29.860000610351562
2010-04-05,30.209999084472656
2010-04-06,30.530000686645508
2010-04-07,30.270000457763672
2010-04-08,30.200000762939453
2010-04-09,30.239999771118164
2010-04-12,30.3799991607666
2010-04-13,30.899999618530273
2010-04-14,31.6299991607666
2010-04-15,31.8799991607666
2010-04-16,31.809999465942383
2010-04-19,31.81999969482422
2010-04-20,32.20000076293945
2010-04-21,32.59000015258789
2010-04-22,33.130001068115234
2010-04-23,32.58000183105469
2010-04-26,32.20000076293945
2010-04-27,32.09000015258789
2010-04-28,32.38999938964844
2010-04-29,32.619998931884766
2010-04-30,32.11000061035156
2010-05-03,32.459999084472656
2010-05-04,32.43000030517578
2010-05-05,32.0099983215332
2010-05-06,31.329999923706055
2010-05-07,30.450000762939453
2010-05-10,31.170000076293945
2010-05-11,31.959999084472656
2010-05-12,31.989999771118164
2010-05-13,31.950000762939453
2010-05-14,31.90999984741211
2010-05-17,32.36000061035156
2010-05-18,31.770000457763672
2010-05-19,31.540000915527344
2010-05-20,30.139999389648438
2010-05-21,30.3799991607666
2010-05-24,30.079999923706055
2010-05-25,29.950000762939453
2010-05-26,30.6299991607666
2010-05-27,31.809999465942383
2010-05-28,31.3700008392334
2010-06-01,30.850000381469727
2010-06-02,31.950000762939453
2010-06-03,32.209999084472656
2010-06-04,30.229999542236328
2010-06-07,30.360000610351562
2010-06-08,30.719999313354492
2010-06-09,30.649999618530273
2010-06-10,31.780000686645508
2010-06-11,32.15999984741211
2010-06-14,32.88999938964844
2010-06-15,32.93000030517578
2010-06-16,32.34000015258789
2010-06-17,32.84000015258789
2010-06-18,32.72999954223633
2010-06-21,32.2400016784668
2010-06-22,31.65999984741211
2010-06-23,31.350000381469727
2010-06-24,30.479999542236328
2010-06-25,31.010000228881836
2010-06-28,30.799999237060547
2010-06-29,30.350000381469727
2010-06-30,30.260000228881836
2010-07-01,31.110000610351562
2010-07-02,30.829999923706055
2010-07-06,30.6200008392334
2010-07-07,31.450000762939453
2010-07-08,31.989999771118164
2010-07-09,32.04999923706055
2010-07-12,31.809999465942383
2010-07-13,32.38999938964844
2010-07-14,32.36000061035156
2010-07-15,32.0
2010-07-16,31.09000015258789
2010-07-19,31.149999618530273
2010-07-20,31.459999084472656
2010-07-21,30.979999542236328
2010-07-22,32.08000183105469
2010-07-23,33.2400016784668
2010-07-26,33.849998474121094
2010-07-27,33.5
2010-07-28,33.02000045776367
2010-07-29,32.09000015258789
2010-07-30,32.279998779296875
2010-08-02,32.279998779296875
2010-08-03,32.11000061035156
2010-08-04,32.27000045776367
2010-08-05,31.68000030517578
2010-08-06,31.299999237060547
2010-08-09,31.8700008392334
2010-08-10,31.639999389648438
2010-08-11,31.030000686645508
2010-08-12,30.739999771118164
2010-08-13,30.350000381469727
2010-08-16,30.25
2010-08-17,31.030000686645508
2010-08-18,31.0
2010-08-19,29.709999084472656
2010-08-20,29.59000015258789
2010-08-23,29.100000381469727
2010-08-24,29.139999389648438
2010-08-25,29.579999923706055
2010-08-26,29.799999237060547
2010-08-27,30.860000610351562
2010-08-30,30.489999771118164
2010-08-31,30.690000534057617
2010-09-01,31.81999969482422
2010-09-02,31.489999771118164
2010-09-03,31.950000762939453
2010-09-07,31.309999465942383
2010-09-08,31.559999465942383
2010-09-09,31.639999389648438
2010-09-10,31.56999969482422
2010-09-13,32.040000915527344
2010-09-14,32.18000030517578
2010-09-15,32.220001220703125
2010-09-16,31.690000534057617
2010-09-17,32.18000030517578
2010-09-20,32.93000030517578
2010-09-21,32.720001220703125
2010-09-22,32.45000076293945
2010-09-23,31.8700008392334
2010-09-24,33.060001373291016
2010-09-27,33.04999923706055
2010-09-28,32.81999969482422
2010-09-29,33.029998779296875
2010-09-30,33.08000183105469
2010-10-01,33.25
2010-10-04,32.88999938964844
2010-10-05,33.84000015258789
2010-10-06,33.72999954223633
2010-10-07,33.5
2010-10-08,34.0099983215332
2010-10-11,33.540000915527344
2010-10-12,33.560001373291016
2010-10-13,34.310001373291016
2010-10-14,34.310001373291016
2010-10-15,34.06999969482422
2010-10-18,34.52000045776367
2010-10-19,34.060001373291016
2010-10-20,34.04999923706055
2010-10-21,33.84000015258789
2010-10-22,34.029998779296875
2010-10-25,33.95000076293945
2010-10-26,33.90999984741211
2010-10-27,33.459999084472656
2010-10-28,32.650001525878906
2010-10-29,33.06999969482422
2010-11-01,32.869998931884766
2010-11-02,33.56999969482422
2010-11-03,33.790000915527344
2010-11-04,34.54999923706055
2010-11-05,34.40999984741211
2010-11-08,34.27000045776367
2010-11-09,33.90999984741211
2010-11-10,34.97999954223633
2010-11-11,34.68000030517578
2010-11-12,34.709999084472656
2010-11-15,34.88999938964844
2010-11-16,34.68000030517578
2010-11-17,34.959999084472656
2010-11-18,35.150001525878906
2010-11-19,35.540000915527344
2010-11-22,35.599998474121094
2010-11-23,35.11000061035156
2010-11-24,35.150001525878906
2010-11-26,34.81999969482422
2010-11-29,34.709999084472656
2010-11-30,34.650001525878906
2010-12-01,35.27000045776367
2010-12-02,35.70000076293945
2010-12-03,35.779998779296875
2010-12-06,32.15999984741211
2010-12-07,33.0099983215332
2010-12-08,32.56999969482422
2010-12-09,32.13999938964844
2010-12-10,32.4900016784668
2010-12-13,32.150001525878906
2010-12-14,32.27000045776367
2010-12-15,32.130001068115234
2010-12-16,32.52000045776367
2010-12-17,33.22999954223633
2010-12-20,33.68000030517578
2010-12-21,34.27000045776367
2010-12-22,34.79999923706055
2010-12-23,35.189998626708984
2010-12-27,35.61000061035156
2010-12-28,35.38999938964844
2010-12-29,35.66999816894531
2010-12-30,35.529998779296875
2010-12-31,35.290000915527344
2011-01-03,35.900001525878906
2011-01-04,34.97999954223633
2011-01-05,34.869998931884766
2011-01-06,35.150001525878906
2011-01-07,34.97999954223633
2011-01-10,35.5
2011-01-11,35.45000076293945
2011-01-12,35.189998626708984
2011-01-13,34.97999954223633
2011-01-14,35.849998474121094
2011-01-18,35.810001373291016
2011-01-19,35.59000015258789
2011-01-20,35.38999938964844
2011-01-21,35.349998474121094
2011-01-24,35.720001220703125
2011-01-25,36.119998931884766
2011-01-26,36.599998474121094
2011-01-27,36.97999954223633
2011-01-28,35.689998626708984
2011-01-31,35.63999938964844
2011-02-01,36.540000915527344
2011-02-02,36.40999984741211
2011-02-03,36.189998626708984
2011-02-04,36.09000015258789
2011-02-07,36.34000015258789
2011-02-08,36.400001525878906
2011-02-09,36.400001525878906
2011-02-10,36.97999954223633
2011-02-11,36.310001373291016
2011-02-14,36.04999923706055
2011-02-15,35.02000045776367
2011-02-16,35.150001525878906
2011-02-17,35.5
2011-02-18,36.09000015258789
2011-02-22,35.790000915527344
2011-02-23,35.09000015258789
2011-02-24,35.970001220703125
2011-02-25,36.25
2011-02-28,36.18000030517578
2011-03-01,36.20000076293945
2011-03-02,36.349998474121094
2011-03-03,37.369998931884766
2011-03-04,37.22999954223633
2011-03-07,36.630001068115234
2011-03-08,37.439998626708984
2011-03-09,37.689998626708984
2011-03-10,37.06999969482422
2011-03-11,37.38999938964844
2011-03-14,37.650001525878906
2011-03-15,37.130001068115234
2011-03-16,36.689998626708984
2011-03-17,36.279998779296875
2011-03-18,37.150001525878906
2011-03-21,37.400001525878906
2011-03-22,37.90999984741211
2011-03-23,37.880001068115234
2011-03-24,37.86000061035156
2011-03-25,38.060001373291016
2011-03-28,38.16999816894531
2011-03-29,38.369998931884766
2011-03-30,38.400001525878906
2011-03-31,38.290000915527344
2011-04-01,38.02000045776367
2011-04-04,38.25
2011-04-05,38.27000045776367
2011-04-06,38.310001373291016
2011-04-07,38.45000076293945
2011-04-08,38.58000183105469
2011-04-11,38.529998779296875
2011-04-12,37.459999084472656
2011-04-13,37.369998931884766
2011-04-14,37.189998626708984
2011-04-15,37.38999938964844
2011-04-18,36.88999938964844
2011-04-19,36.90999984741211
2011-04-20,37.84000015258789
2011-04-21,37.7599983215332
2011-04-25,37.29999923706055
2011-04-26,38.130001068115234
2011-04-27,38.40999984741211
2011-04-28,38.970001220703125
2011-04-29,39.5099983215332
2011-05-02,38.7400016784668
2011-05-03,38.13999938964844
2011-05-04,37.63999938964844
2011-05-05,36.95000076293945
2011-05-06,37.029998779296875
2011-05-09,37.5
2011-05-10,38.369998931884766
2011-05-11,37.61000061035156
2011-05-12,37.70000076293945
2011-05-13,37.47999954223633
2011-05-16,36.61000061035156
2011-05-17,37.06999969482422
2011-05-18,37.2599983215332
2011-05-19,37.16999816894531
2011-05-20,37.130001068115234
2011-05-23,36.939998626708984
2011-05-24,36.720001220703125
2011-05-25,37.08000183105469
2011-05-26,37.16999816894531
2011-05-27,37.36000061035156
2011-05-31,37.939998626708984
2011-06-01,36.540000915527344
2011-06-02,36.599998474121094
2011-06-03,36.16999816894531
2011-06-06,35.75
2011-06-07,35.70000076293945
2011-06-08,35.439998626708984
2011-06-09,35.369998931884766
2011-06-10,35.13999938964844
2011-06-13,34.7400016784668
2011-06-14,34.93000030517578
2011-06-15,34.34000015258789
2011-06-16,34.810001373291016
2011-06-17,34.15999984741211
2011-06-20,34.529998779296875
2011-06-21,34.75
2011-06-22,33.97999954223633
2011-06-23,33.869998931884766
2011-06-24,33.5
2011-06-27,33.04999923706055
2011-06-28,33.040000915527344
2011-06-29,33.06999969482422
2011-06-30,32.959999084472656
2011-07-01,33.029998779296875
2011-07-05,33.189998626708984
2011-07-06,33.29999923706055
2011-07-07,33.279998779296875
2011-07-08,33.33000183105469
2011-07-11,33.75
2011-07-12,33.65999984741211
2011-07-13,33.63999938964844
2011-07-14,33.150001525878906
2011-07-15,33.150001525878906
2011-07-18,32.68000030517578
2011-07-19,32.86000061035156
2011-07-20,32.7400016784668
2011-07-21,32.97999954223633
2011-07-22,32.810001373291016
2011-07-25,32.529998779296875
2011-07-26,32.13999938964844
2011-07-27,31.270000457763672
2011-07-28,31.549999237060547
2011-07-29,31.600000381469727
2011-08-01,31.860000610351562
2011-08-02,32.0099983215332
2011-08-03,32.310001373291016
2011-08-04,32.04999923706055
2011-08-05,32.0
2011-08-08,31.729999542236328
2011-08-09,33.56999969482422
2011-08-10,31.459999084472656
2011-08-11,32.41999816894531
2011-08-12,32.08000183105469
2011-08-15,32.7400016784668
2011-08-16,32.560001373291016
2011-08-17,32.540000915527344
2011-08-18,31.59000015258789
2011-08-19,31.3700008392334
2011-08-22,31.610000610351562
2011-08-23,32.90999984741211
2011-08-24,33.06999969482422
2011-08-25,31.989999771118164
2011-08-26,32.58000183105469
2011-08-29,33.41999816894531
2011-08-30,33.4900016784668
2011-08-31,33.70000076293945
2011-09-01,32.9900016784668
2011-09-02,32.36000061035156
2011-09-06,32.290000915527344
2011-09-07,33.09000015258789
2011-09-08,32.5099983215332
2011-09-09,31.969999313354492
2011-09-12,31.6299991607666
2011-09-13,32.38999938964844
2011-09-14,32.939998626708984
2011-09-15,33.529998779296875
2011-09-16,33.130001068115234
2011-09-19,33.02000045776367
2011-09-20,32.7599983215332
2011-09-21,32.349998474121094
2011-09-22,32.2599983215332
2011-09-23,32.790000915527344
2011-09-26,33.25
2011-09-27,33.63999938964844
2011-09-28,32.65999984741211
2011-09-29,33.33000183105469
2011-09-30,32.5099983215332
2011-10-03,31.889999389648438
2011-10-04,33.08000183105469
2011-10-05,33.880001068115234
2011-10-06,33.77000045776367
2011-10-07,32.689998626708984
2011-10-10,33.40999984741211
2011-10-11,33.59000015258789
2011-10-12,34.900001525878906
2011-10-13,35.619998931884766
2011-10-14,35.5
2011-10-17,34.970001220703125
2011-10-18,35.650001525878906
2011-10-19,35.290000915527344
2011-10-20,35.189998626708984
2011-10-21,35.5
2011-10-24,36.619998931884766
2011-10-25,36.060001373291016
2011-10-26,36.97999954223633
2011-10-27,37.09000015258789
2011-10-28,36.400001525878906
2011-10-31,35.810001373291016
2011-11-01,35.11000061035156
2011-11-02,35.630001068115234
2011-11-03,35.779998779296875
2011-11-04,35.52000045776367
2011-11-07,35.40999984741211
2011-11-08,35.79999923706055
2011-11-09,34.150001525878906
2011-11-10,34.33000183105469
2011-11-11,34.720001220703125
2011-11-14,34.04999923706055
2011-11-15,34.40999984741211
2011-11-16,33.45000076293945
2011-11-17,32.83000183105469
2011-11-18,32.779998779296875
2011-11-21,31.559999465942383
2011-11-22,31.799999237060547
2011-11-23,31.420000076293945
2011-11-25,31.1200008392334
2011-11-28,31.93000030517578
2011-11-29,31.170000076293945
2011-11-30,32.369998931884766
2011-12-01,31.639999389648438
2011-12-02,30.899999618530273
2011-12-05,32.0
2011-12-06,32.59000015258789
2011-12-07,32.11000061035156
2011-12-08,31.809999465942383
2011-12-09,33.08000183105469
2011-12-12,32.72999954223633
2011-12-13,32.369998931884766
2011-12-14,32.15999984741211
2011-12-15,32.66999816894531
2011-12-16,32.9900016784668
2011-12-19,32.41999816894531
2011-12-20,33.779998779296875
2011-12-21,34.08000183105469
2011-12-22,34.380001068115234
2011-12-23,34.06999969482422
2011-12-27,33.959999084472656
2011-12-28,33.779998779296875
2011-12-29,34.310001373291016
2011-12-30,33.939998626708984
2012-01-03,34.119998931884766
2012-01-04,33.95000076293945
2012-01-05,34.5
2012-01-06,34.400001525878906
2012-01-09,34.150001525878906
2012-01-10,34.630001068115234
2012-01-11,34.58000183105469
2012-01-12,34.58000183105469
2012-01-13,34.33000183105469
2012-01-17,34.540000915527344
2012-01-18,34.959999084472656
2012-01-19,34.97999954223633
2012-01-20,35.08000183105469
2012-01-23,34.68000030517578
2012-01-24,34.72999954223633
2012-01-25,34.65999984741211
2012-01-26,34.9900016784668
2012-01-27,35.0099983215332
2012-01-30,34.56999969482422
2012-01-31,34.939998626708984
2012-02-01,35.650001525878906
2012-02-02,35.290000915527344
2012-02-03,35.959999084472656
2012-02-06,35.9900016784668
2012-02-07,35.38999938964844
2012-02-08,35.29999923706055
2012-02-09,32.79999923706055
2012-02-10,32.47999954223633
2012-02-13,32.63999938964844
2012-02-14,32.650001525878906
2012-02-15,32.5
2012-02-16,32.7599983215332
2012-02-17,32.81999969482422
2012-02-21,32.040000915527344
2012-02-22,32.0
2012-02-23,33.06999969482422
2012-02-24,33.2599983215332
2012-02-27,32.790000915527344
2012-02-28,32.79999923706055
2012-02-29,32.22999954223633
2012-03-01,32.189998626708984
2012-03-02,31.889999389648438
2012-03-05,32.31999969482422
2012-03-06,32.0
2012-03-07,31.940000534057617
2012-03-08,32.36000061035156
2012-03-09,32.790000915527344
2012-03-12,32.38999938964844
2012-03-13,32.47999954223633
2012-03-14,32.13999938964844
2012-03-15,32.2400016784668
2012-03-16,31.90999984741211
2012-03-19,32.27000045776367
2012-03-20,31.649999618530273
2012-03-21,31.639999389648438
2012-03-22,31.760000228881836
2012-03-23,31.969999313354492
2012-03-26,33.2400016784668
2012-03-27,32.9900016784668
2012-03-28,32.66999816894531
2012-03-29,32.4900016784668
2012-03-30,32.400001525878906
2012-04-02,32.630001068115234
2012-04-03,32.34000015258789
2012-04-04,32.11000061035156
2012-04-05,32.209999084472656
2012-04-09,31.979999542236328
2012-04-10,32.150001525878906
2012-04-11,32.61000061035156
2012-04-12,32.81999969482422
2012-04-13,32.66999816894531
2012-04-16,33.0
2012-04-17,33.599998474121094
2012-04-18,33.529998779296875
2012-04-19,33.56999969482422
2012-04-20,34.13999938964844
2012-04-23,33.7400016784668
2012-04-24,34.16999816894531
2012-04-25,34.540000915527344
2012-04-26,35.97999954223633
2012-04-27,35.709999084472656
2012-04-30,35.45000076293945
2012-05-01,35.470001220703125
2012-05-02,35.34000015258789
2012-05-03,35.060001373291016
2012-05-04,34.65999984741211
2012-05-07,34.709999084472656
2012-05-08,34.47999954223633
2012-05-09,33.84000015258789
2012-05-10,34.099998474121094
2012-05-11,34.04999923706055
2012-05-14,33.810001373291016
2012-05-15,33.810001373291016
2012-05-16,33.70000076293945
2012-05-17,33.38999938964844
2012-05-18,33.0
2012-05-21,33.029998779296875
2012-05-22,32.630001068115234
2012-05-23,32.810001373291016
2012-05-24,33.04999923706055
2012-05-25,33.310001373291016
2012-05-29,33.4900016784668
2012-05-30,32.869998931884766
2012-05-31,32.279998779296875
2012-06-01,31.760000228881836
2012-06-04,31.809999465942383
2012-06-05,31.1200008392334
2012-06-06,32.33000183105469
2012-06-07,32.20000076293945
2012-06-08,33.380001068115234
2012-06-11,32.189998626708984
2012-06-12,32.220001220703125
2012-06-13,32.11000061035156
2012-06-14,32.65999984741211
2012-06-15,33.119998931884766
2012-06-18,32.90999984741211
2012-06-19,33.09000015258789
2012-06-20,32.880001068115234
2012-06-21,32.5
2012-06-22,33.20000076293945
2012-06-25,32.66999816894531
2012-06-26,32.400001525878906
2012-06-27,32.400001525878906
2012-06-28,32.5099983215332
2012-06-29,33.86000061035156
2012-07-02,34.18000030517578
2012-07-03,34.40999984741211
2012-07-05,34.279998779296875
2012-07-06,33.86000061035156
2012-07-09,33.86000061035156
2012-07-10,33.7599983215332
2012-07-11,33.70000076293945
2012-07-12,33.43000030517578
2012-07-13,33.720001220703125
2012-07-16,33.58000183105469
2012-07-17,33.56999969482422
2012-07-18,32.91999816894531
2012-07-19,32.43000030517578
2012-07-20,31.510000228881836
2012-07-23,30.700000762939453
2012-07-24,30.479999542236328
2012-07-25,30.559999465942383
2012-07-26,26.780000686645508
2012-07-27,28.0
2012-07-30,28.329999923706055
2012-07-31,28.540000915527344
2012-08-01,28.579999923706055
2012-08-02,29.040000915527344
2012-08-03,29.360000610351562
2012-08-06,29.510000228881836
2012-08-07,29.030000686645508
2012-08-08,28.959999084472656
2012-08-09,29.040000915527344
2012-08-10,29.540000915527344
2012-08-13,29.889999389648438
2012-08-14,30.079999923706055
2012-08-15,30.170000076293945
2012-08-16,29.5
2012-08-17,29.5
2012-08-20,29.540000915527344
2012-08-21,29.459999084472656
2012-08-22,29.139999389648438
2012-08-23,29.219999313354492
2012-08-24,29.559999465942383
2012-08-27,29.549999237060547
2012-08-28,29.719999313354492
2012-08-29,29.940000534057617
2012-08-30,29.489999771118164
2012-08-31,29.280000686645508
2012-09-04,29.670000076293945
2012-09-05,29.940000534057617
2012-09-06,30.899999618530273
2012-09-07,30.770000457763672
2012-09-10,30.5
2012-09-11,30.469999313354492
2012-09-12,30.3700008392334
2012-09-13,30.209999084472656
2012-09-14,30.1200008392334
2012-09-17,30.030000686645508
2012-09-18,29.520000457763672
2012-09-19,29.280000686645508
2012-09-20,29.030000686645508
2012-09-21,29.299999237060547
2012-09-24,29.290000915527344
2012-09-25,29.0
2012-09-26,28.760000228881836
2012-09-27,28.969999313354492
2012-09-28,28.770000457763672
2012-10-01,28.979999542236328
2012-10-02,29.5
2012-10-03,29.700000762939453
2012-10-04,29.780000686645508
2012-10-05,30.040000915527344
2012-10-08,30.15999984741211
2012-10-09,30.229999542236328
2012-10-10,30.190000534057617
2012-10-11,30.209999084472656
2012-10-12,30.139999389648438
2012-10-15,30.31999969482422
2012-10-16,30.3799991607666
2012-10-17,29.93000030517578
2012-10-18,29.520000457763672
2012-10-19,29.059999465942383
2012-10-22,29.139999389648438
2012-10-23,29.200000762939453
2012-10-24,29.09000015258789
2012-10-25,29.489999771118164
2012-10-26,28.989999771118164
2012-10-31,28.940000534057617
2012-11-01,29.139999389648438
2012-11-02,29.299999237060547
2012-11-05,29.610000610351562
2012-11-06,29.639999389648438
2012-11-07,29.600000381469727
2012-11-08,29.540000915527344
2012-11-09,29.510000228881836
2012-11-12,29.059999465942383
2012-11-13,29.079999923706055
2012-11-14,28.84000015258789
2012-11-15,28.56999969482422
2012-11-16,28.100000381469727
2012-11-19,28.209999084472656
2012-11-20,27.989999771118164
2012-11-21,27.770000457763672
2012-11-23,27.829999923706055
2012-11-26,27.84000015258789
2012-11-27,27.81999969482422
2012-11-28,27.8799991607666
2012-11-29,28.059999465942383
2012-11-30,28.010000228881836
2012-12-03,27.889999389648438
2012-12-04,28.1200008392334
2012-12-05,27.940000534057617
2012-12-06,27.84000015258789
2012-12-07,27.75
2012-12-10,27.690000534057617
2012-12-11,27.84000015258789
2012-12-12,26.969999313354492
2012-12-13,26.579999923706055
2012-12-14,26.65999984741211
2012-12-17,26.68000030517578
2012-12-18,26.850000381469727
2012-12-19,27.010000228881836
2012-12-20,26.959999084472656
2012-12-21,27.280000686645508
2012-12-24,26.75
2012-12-26,26.670000076293945
2012-12-27,26.40999984741211
2012-12-28,26.610000610351562
2012-12-31,26.799999237060547
2013-01-02,26.709999084472656
2013-01-03,26.969999313354492
