,FORR
2001-09-04,20.040000915527344
2001-09-05,19.860000610351562
2001-09-06,19.049999237060547
2001-09-07,18.90999984741211
2001-09-10,17.360000610351562
2001-09-17,16.299999237060547
2001-09-18,15.350000381469727
2001-09-19,15.359999656677246
2001-09-20,15.300000190734863
2001-09-21,15.0
2001-09-24,15.420000076293945
2001-09-25,15.289999961853027
2001-09-26,16.059999465942383
2001-09-27,15.890000343322754
2001-09-28,16.610000610351562
2001-10-01,16.350000381469727
2001-10-02,16.799999237060547
2001-10-03,17.1299991607666
2001-10-04,17.209999084472656
2001-10-05,17.6200008392334
2001-10-08,17.450000762939453
2001-10-09,17.110000610351562
2001-10-10,16.770000457763672
2001-10-11,17.190000534057617
2001-10-12,16.040000915527344
2001-10-15,16.31999969482422
2001-10-16,15.5
2001-10-17,15.15999984741211
2001-10-18,15.25
2001-10-19,15.779999732971191
2001-10-22,16.010000228881836
2001-10-23,15.920000076293945
2001-10-24,17.030000686645508
2001-10-25,16.100000381469727
2001-10-26,16.030000686645508
2001-10-29,16.049999237060547
2001-10-30,15.649999618530273
2001-10-31,16.149999618530273
2001-11-01,16.399999618530273
2001-11-02,16.579999923706055
2001-11-05,16.75
2001-11-06,16.5
2001-11-07,17.25
2001-11-08,17.200000762939453
2001-11-09,17.100000381469727
2001-11-12,16.93000030517578
2001-11-13,16.93000030517578
2001-11-14,17.15999984741211
2001-11-15,17.25
2001-11-16,17.0
2001-11-19,17.549999237060547
2001-11-20,17.440000534057617
2001-11-21,17.549999237060547
2001-11-23,17.5
2001-11-26,17.600000381469727
2001-11-27,17.5
2001-11-28,17.229999542236328
2001-11-29,17.899999618530273
2001-11-30,17.75
2001-12-03,18.100000381469727
2001-12-04,18.549999237060547
2001-12-05,19.700000762939453
2001-12-06,20.049999237060547
2001-12-07,20.469999313354492
2001-12-10,19.56999969482422
2001-12-11,19.600000381469727
2001-12-12,20.049999237060547
2001-12-13,19.350000381469727
2001-12-14,19.489999771118164
2001-12-17,19.290000915527344
2001-12-18,19.299999237060547
2001-12-19,19.290000915527344
2001-12-20,18.350000381469727
2001-12-21,19.06999969482422
2001-12-24,19.399999618530273
2001-12-26,19.610000610351562
2001-12-27,19.889999389648438
2001-12-28,20.020000457763672
2001-12-31,20.139999389648438
2002-01-02,19.8700008392334
2002-01-03,18.899999618530273
2002-01-04,19.1200008392334
2002-01-07,19.469999313354492
2002-01-08,18.709999084472656
2002-01-09,18.459999084472656
2002-01-10,18.799999237060547
2002-01-11,18.209999084472656
2002-01-14,18.40999984741211
2002-01-15,17.90999984741211
2002-01-16,17.969999313354492
2002-01-17,17.940000534057617
2002-01-18,17.530000686645508
2002-01-22,17.049999237060547
2002-01-23,16.950000762939453
2002-01-24,16.84000015258789
2002-01-25,16.959999084472656
2002-01-28,16.34000015258789
2002-01-29,16.030000686645508
2002-01-30,16.5
2002-01-31,17.040000915527344
2002-02-01,16.920000076293945
2002-02-04,16.979999542236328
2002-02-05,17.0
2002-02-06,17.329999923706055
2002-02-07,17.40999984741211
2002-02-08,17.639999389648438
2002-02-11,18.06999969482422
2002-02-12,18.850000381469727
2002-02-13,18.479999542236328
2002-02-14,18.489999771118164
2002-02-15,18.3700008392334
2002-02-19,18.09000015258789
2002-02-20,18.649999618530273
2002-02-21,18.049999237060547
2002-02-22,18.639999389648438
2002-02-25,18.420000076293945
2002-02-26,18.600000381469727
2002-02-27,19.200000762939453
2002-02-28,19.469999313354492
2002-03-01,19.290000915527344
2002-03-04,19.260000228881836
2002-03-05,19.729999542236328
2002-03-06,20.030000686645508
2002-03-07,19.219999313354492
2002-03-08,19.639999389648438
2002-03-11,19.25
2002-03-12,18.84000015258789
2002-03-13,19.030000686645508
2002-03-14,18.829999923706055
2002-03-15,19.020000457763672
2002-03-18,18.959999084472656
2002-03-19,19.350000381469727
2002-03-20,18.59000015258789
2002-03-21,18.610000610351562
2002-03-22,18.520000457763672
2002-03-25,18.600000381469727
2002-03-26,19.049999237060547
2002-03-27,18.84000015258789
2002-03-28,19.100000381469727
2002-04-01,18.850000381469727
2002-04-02,18.860000610351562
2002-04-03,18.40999984741211
2002-04-04,18.0
2002-04-05,18.219999313354492
2002-04-08,18.549999237060547
2002-04-09,17.93000030517578
2002-04-10,18.239999771118164
2002-04-11,18.1299991607666
2002-04-12,18.18000030517578
2002-04-15,18.75
2002-04-16,18.5
2002-04-17,18.270000457763672
2002-04-18,18.25
2002-04-19,18.200000762939453
2002-04-22,17.850000381469727
2002-04-23,17.610000610351562
2002-04-24,18.700000762939453
2002-04-25,18.290000915527344
2002-04-26,18.110000610351562
2002-04-29,17.75
2002-04-30,18.25
2002-05-01,18.610000610351562
2002-05-02,18.360000610351562
2002-05-03,18.1299991607666
2002-05-06,18.200000762939453
2002-05-07,18.219999313354492
2002-05-08,19.84000015258789
2002-05-09,18.940000534057617
2002-05-10,18.299999237060547
2002-05-13,19.100000381469727
2002-05-14,19.229999542236328
2002-05-15,19.649999618530273
2002-05-16,19.690000534057617
2002-05-17,19.700000762939453
2002-05-20,19.6299991607666
2002-05-21,18.799999237060547
2002-05-22,19.290000915527344
2002-05-23,19.850000381469727
2002-05-24,19.979999542236328
2002-05-28,20.0
2002-05-29,20.280000686645508
2002-05-30,19.979999542236328
2002-05-31,20.209999084472656
2002-06-03,19.780000686645508
2002-06-04,19.889999389648438
2002-06-05,19.5
2002-06-06,19.690000534057617
2002-06-07,19.639999389648438
2002-06-10,19.549999237060547
2002-06-11,19.489999771118164
2002-06-12,19.540000915527344
2002-06-13,19.110000610351562
2002-06-14,19.3700008392334
2002-06-17,19.690000534057617
2002-06-18,19.5
2002-06-19,19.149999618530273
2002-06-20,18.729999542236328
2002-06-21,18.40999984741211
2002-06-24,18.459999084472656
2002-06-25,19.0
2002-06-26,19.0
2002-06-27,19.489999771118164
2002-06-28,19.389999389648438
2002-07-01,18.6200008392334
2002-07-02,18.389999389648438
2002-07-03,18.110000610351562
2002-07-05,18.18000030517578
2002-07-08,17.75
2002-07-09,17.450000762939453
2002-07-10,16.3700008392334
2002-07-11,15.579999923706055
2002-07-12,15.850000381469727
2002-07-15,15.600000381469727
2002-07-16,15.109999656677246
2002-07-17,15.069999694824219
2002-07-18,14.899999618530273
2002-07-19,14.770000457763672
2002-07-22,14.760000228881836
2002-07-23,14.869999885559082
2002-07-24,14.869999885559082
2002-07-25,14.420000076293945
2002-07-26,14.59000015258789
2002-07-29,15.300000190734863
2002-07-30,15.09000015258789
2002-07-31,14.399999618530273
2002-08-01,14.460000038146973
2002-08-02,13.960000038146973
2002-08-05,14.460000038146973
2002-08-06,15.1899995803833
2002-08-07,15.260000228881836
2002-08-08,15.5
2002-08-09,15.619999885559082
2002-08-12,15.5
2002-08-13,15.350000381469727
2002-08-14,15.1899995803833
2002-08-15,15.59000015258789
2002-08-16,15.600000381469727
2002-08-19,15.460000038146973
2002-08-20,14.449999809265137
2002-08-21,15.470000267028809
2002-08-22,15.5
2002-08-23,15.109999656677246
2002-08-26,15.5
2002-08-27,15.220000267028809
2002-08-28,15.3100004196167
2002-08-29,15.699999809265137
2002-08-30,15.619999885559082
2002-09-03,16.059999465942383
2002-09-04,15.529999732971191
2002-09-05,15.520000457763672
2002-09-06,16.149999618530273
2002-09-09,16.950000762939453
2002-09-10,16.959999084472656
2002-09-11,16.56999969482422
2002-09-12,16.510000228881836
2002-09-13,16.739999771118164
2002-09-16,16.440000534057617
2002-09-17,15.800000190734863
2002-09-18,15.890000343322754
2002-09-19,15.0
2002-09-20,15.029999732971191
2002-09-23,14.680000305175781
2002-09-24,15.0
2002-09-25,15.050000190734863
2002-09-26,14.989999771118164
2002-09-27,14.930000305175781
2002-09-30,14.970000267028809
2002-10-01,15.75
2002-10-02,14.899999618530273
2002-10-03,14.779999732971191
2002-10-04,14.569999694824219
2002-10-07,13.600000381469727
2002-10-08,13.3100004196167
2002-10-09,12.5
2002-10-10,12.829999923706055
2002-10-11,12.800000190734863
2002-10-14,12.6899995803833
2002-10-15,12.989999771118164
2002-10-16,12.789999961853027
2002-10-17,12.84000015258789
2002-10-18,12.899999618530273
2002-10-21,12.399999618530273
2002-10-22,12.029999732971191
2002-10-23,11.859999656677246
2002-10-24,12.329999923706055
2002-10-25,13.729999542236328
2002-10-28,13.880000114440918
2002-10-29,13.899999618530273
2002-10-30,13.890000343322754
2002-10-31,13.800000190734863
2002-11-01,14.369999885559082
2002-11-04,14.520000457763672
2002-11-05,14.260000228881836
2002-11-06,14.430000305175781
2002-11-07,14.479999542236328
2002-11-08,14.539999961853027
2002-11-11,14.399999618530273
2002-11-12,14.489999771118164
2002-11-13,14.399999618530273
2002-11-14,14.760000228881836
2002-11-15,15.010000228881836
2002-11-18,14.829999923706055
2002-11-19,15.239999771118164
2002-11-20,14.979999542236328
2002-11-21,14.710000038146973
2002-11-22,15.3100004196167
2002-11-25,15.329999923706055
2002-11-26,15.34000015258789
2002-11-27,15.609999656677246
2002-11-29,15.300000190734863
2002-12-02,15.550000190734863
2002-12-03,15.970000267028809
2002-12-04,15.90999984741211
2002-12-05,15.289999961853027
2002-12-06,15.479999542236328
2002-12-09,15.390000343322754
2002-12-10,15.819999694824219
2002-12-11,15.5600004196167
2002-12-12,16.25
2002-12-13,15.460000038146973
2002-12-16,15.649999618530273
2002-12-17,15.460000038146973
2002-12-18,15.09000015258789
2002-12-19,15.609999656677246
2002-12-20,15.760000228881836
2002-12-23,15.739999771118164
2002-12-24,15.930000305175781
2002-12-26,16.100000381469727
2002-12-27,16.010000228881836
2002-12-30,15.359999656677246
2002-12-31,15.569999694824219
2003-01-02,15.640000343322754
2003-01-03,15.5
2003-01-06,16.190000534057617
2003-01-07,16.270000457763672
2003-01-08,16.459999084472656
2003-01-09,17.170000076293945
2003-01-10,17.139999389648438
2003-01-13,16.829999923706055
2003-01-14,17.110000610351562
2003-01-15,16.799999237060547
2003-01-16,16.229999542236328
2003-01-17,16.100000381469727
2003-01-21,15.739999771118164
2003-01-22,15.729999542236328
2003-01-23,15.489999771118164
2003-01-24,15.0
2003-01-27,14.899999618530273
2003-01-28,15.199999809265137
2003-01-29,15.220000267028809
2003-01-30,15.579999923706055
2003-01-31,15.140000343322754
2003-02-03,15.079999923706055
2003-02-04,14.800000190734863
2003-02-05,14.789999961853027
2003-02-06,14.649999618530273
2003-02-07,14.600000381469727
2003-02-10,14.579999923706055
2003-02-11,13.970000267028809
2003-02-12,13.6899995803833
2003-02-13,13.579999923706055
2003-02-14,13.819999694824219
2003-02-18,14.050000190734863
2003-02-19,13.649999618530273
2003-02-20,13.550000190734863
2003-02-21,13.710000038146973
2003-02-24,13.5600004196167
2003-02-25,12.979999542236328
2003-02-26,12.90999984741211
2003-02-27,13.039999961853027
2003-02-28,12.850000381469727
2003-03-03,13.0
2003-03-04,12.930000305175781
2003-03-05,13.100000381469727
2003-03-06,12.789999961853027
2003-03-07,12.4399995803833
2003-03-10,11.979999542236328
2003-03-11,11.829999923706055
2003-03-12,12.119999885559082
2003-03-13,12.760000228881836
2003-03-14,13.100000381469727
2003-03-17,14.09000015258789
2003-03-18,14.479999542236328
2003-03-19,15.0
2003-03-20,14.75
2003-03-21,15.449999809265137
2003-03-24,14.84000015258789
2003-03-25,14.789999961853027
2003-03-26,14.789999961853027
2003-03-27,14.699999809265137
2003-03-28,14.710000038146973
2003-03-31,14.109999656677246
2003-04-01,14.4399995803833
2003-04-02,14.5
2003-04-03,15.010000228881836
2003-04-04,14.779999732971191
2003-04-07,14.760000228881836
2003-04-08,15.010000228881836
2003-04-09,15.0
2003-04-10,14.8100004196167
2003-04-11,14.5600004196167
2003-04-14,14.479999542236328
2003-04-15,14.449999809265137
2003-04-16,14.3100004196167
2003-04-17,14.5
2003-04-21,14.5
2003-04-22,14.5
2003-04-23,15.1899995803833
2003-04-24,14.989999771118164
2003-04-25,14.40999984741211
2003-04-28,14.510000228881836
2003-04-29,14.8100004196167
2003-04-30,15.479999542236328
2003-05-01,15.180000305175781
2003-05-02,15.609999656677246
2003-05-05,15.569999694824219
2003-05-06,15.270000457763672
2003-05-07,15.149999618530273
2003-05-08,15.300000190734863
2003-05-09,15.4399995803833
2003-05-12,15.819999694824219
2003-05-13,16.290000915527344
2003-05-14,16.030000686645508
2003-05-15,15.399999618530273
2003-05-16,14.670000076293945
2003-05-19,14.800000190734863
2003-05-20,14.989999771118164
2003-05-21,15.149999618530273
2003-05-22,15.130000114440918
2003-05-23,15.050000190734863
2003-05-27,15.329999923706055
2003-05-28,15.449999809265137
2003-05-29,15.470000267028809
2003-05-30,15.390000343322754
2003-06-02,15.649999618530273
2003-06-03,15.899999618530273
2003-06-04,16.600000381469727
2003-06-05,16.270000457763672
2003-06-06,16.06999969482422
2003-06-09,15.600000381469727
2003-06-10,15.899999618530273
2003-06-11,16.0
2003-06-12,15.800000190734863
2003-06-13,15.869999885559082
2003-06-16,16.0
2003-06-17,16.049999237060547
2003-06-18,16.200000762939453
2003-06-19,15.880000114440918
2003-06-20,15.600000381469727
2003-06-23,15.550000190734863
2003-06-24,15.8100004196167
2003-06-25,15.140000343322754
2003-06-26,15.4399995803833
2003-06-27,15.399999618530273
2003-06-30,16.15999984741211
2003-07-01,15.75
2003-07-02,15.829999923706055
2003-07-03,15.5
2003-07-07,15.449999809265137
2003-07-08,15.9399995803833
2003-07-09,15.539999961853027
2003-07-10,15.5
2003-07-11,15.15999984741211
2003-07-14,15.989999771118164
2003-07-15,16.6200008392334
2003-07-16,17.0
2003-07-17,16.149999618530273
2003-07-18,16.15999984741211
2003-07-21,16.469999313354492
2003-07-22,16.170000076293945
2003-07-23,16.229999542236328
2003-07-24,16.0
2003-07-25,16.010000228881836
2003-07-28,16.34000015258789
2003-07-29,16.450000762939453
2003-07-30,16.350000381469727
2003-07-31,16.899999618530273
2003-08-01,16.90999984741211
2003-08-04,16.899999618530273
2003-08-05,16.059999465942383
2003-08-06,16.010000228881836
2003-08-07,15.979999542236328
2003-08-08,16.0
2003-08-11,15.850000381469727
2003-08-12,15.829999923706055
2003-08-13,15.720000267028809
2003-08-14,16.049999237060547
2003-08-15,16.09000015258789
2003-08-18,16.829999923706055
2003-08-19,16.739999771118164
2003-08-20,16.899999618530273
2003-08-21,17.059999465942383
2003-08-22,16.350000381469727
2003-08-25,16.260000228881836
2003-08-26,16.149999618530273
2003-08-27,16.200000762939453
2003-08-28,16.139999389648438
2003-08-29,16.06999969482422
2003-09-02,16.190000534057617
2003-09-03,16.239999771118164
2003-09-04,16.209999084472656
2003-09-05,16.079999923706055
2003-09-08,15.9399995803833
2003-09-09,15.6899995803833
2003-09-10,14.619999885559082
2003-09-11,15.029999732971191
2003-09-12,14.680000305175781
2003-09-15,14.649999618530273
2003-09-16,15.359999656677246
2003-09-17,15.210000038146973
2003-09-18,15.359999656677246
2003-09-19,15.300000190734863
2003-09-22,15.119999885559082
2003-09-23,15.220000267028809
2003-09-24,14.949999809265137
2003-09-25,14.600000381469727
2003-09-26,14.710000038146973
2003-09-29,14.680000305175781
2003-09-30,14.279999732971191
2003-10-01,14.880000114440918
2003-10-02,14.710000038146973
2003-10-03,15.180000305175781
2003-10-06,15.050000190734863
2003-10-07,15.100000381469727
2003-10-08,15.40999984741211
2003-10-09,15.800000190734863
2003-10-10,15.670000076293945
2003-10-13,15.789999961853027
2003-10-14,15.59000015258789
2003-10-15,15.5
2003-10-16,15.579999923706055
2003-10-17,15.5
2003-10-20,15.539999961853027
2003-10-21,15.630000114440918
2003-10-22,15.979999542236328
2003-10-23,16.0
2003-10-24,16.100000381469727
2003-10-27,16.459999084472656
2003-10-28,16.600000381469727
2003-10-29,17.770000457763672
2003-10-30,17.639999389648438
2003-10-31,17.049999237060547
2003-11-03,17.100000381469727
2003-11-04,17.260000228881836
2003-11-05,18.0
2003-11-06,17.760000228881836
2003-11-07,17.809999465942383
2003-11-10,17.110000610351562
2003-11-11,17.309999465942383
2003-11-12,18.200000762939453
2003-11-13,18.34000015258789
2003-11-14,18.579999923706055
2003-11-17,17.43000030517578
2003-11-18,17.399999618530273
2003-11-19,17.420000076293945
2003-11-20,17.600000381469727
2003-11-21,18.06999969482422
2003-11-24,18.520000457763672
2003-11-25,18.600000381469727
2003-11-26,19.079999923706055
2003-11-28,18.360000610351562
2003-12-01,18.969999313354492
2003-12-02,18.969999313354492
2003-12-03,18.100000381469727
2003-12-04,19.059999465942383
2003-12-05,19.0
2003-12-08,18.84000015258789
2003-12-09,18.270000457763672
2003-12-10,18.489999771118164
2003-12-11,18.649999618530273
2003-12-12,18.700000762939453
2003-12-15,18.309999465942383
2003-12-16,18.229999542236328
2003-12-17,18.06999969482422
2003-12-18,17.989999771118164
2003-12-19,17.729999542236328
2003-12-22,17.850000381469727
2003-12-23,17.75
2003-12-24,17.8700008392334
2003-12-26,17.90999984741211
2003-12-29,18.190000534057617
2003-12-30,18.3799991607666
2003-12-31,17.75
2004-01-02,17.940000534057617
2004-01-05,17.489999771118164
2004-01-06,17.729999542236328
2004-01-07,17.829999923706055
2004-01-08,18.0
2004-01-09,17.780000686645508
2004-01-12,17.049999237060547
2004-01-13,16.389999389648438
2004-01-14,16.670000076293945
2004-01-15,16.479999542236328
2004-01-16,16.479999542236328
2004-01-20,16.790000915527344
2004-01-21,17.299999237060547
2004-01-22,16.81999969482422
2004-01-23,16.770000457763672
2004-01-26,16.700000762939453
2004-01-27,16.760000228881836
2004-01-28,16.65999984741211
2004-01-29,16.889999389648438
2004-01-30,16.440000534057617
2004-02-02,16.350000381469727
2004-02-03,16.290000915527344
2004-02-04,16.229999542236328
2004-02-05,16.200000762939453
2004-02-06,16.649999618530273
2004-02-09,17.270000457763672
2004-02-10,18.1200008392334
2004-02-11,18.100000381469727
2004-02-12,18.010000228881836
2004-02-13,18.09000015258789
2004-02-17,18.18000030517578
2004-02-18,18.450000762939453
2004-02-19,18.100000381469727
2004-02-20,18.0
2004-02-23,18.15999984741211
2004-02-24,18.329999923706055
2004-02-25,18.40999984741211
2004-02-26,18.59000015258789
2004-02-27,18.969999313354492
2004-03-01,19.1200008392334
2004-03-02,18.950000762939453
2004-03-03,19.170000076293945
2004-03-04,19.309999465942383
2004-03-05,19.540000915527344
2004-03-08,19.260000228881836
2004-03-09,19.049999237060547
2004-03-10,19.219999313354492
2004-03-11,19.34000015258789
2004-03-12,19.489999771118164
2004-03-15,18.600000381469727
2004-03-16,18.790000915527344
2004-03-17,18.93000030517578
2004-03-18,18.90999984741211
2004-03-19,18.790000915527344
2004-03-22,18.56999969482422
2004-03-23,18.459999084472656
2004-03-24,18.56999969482422
2004-03-25,18.700000762939453
2004-03-26,18.440000534057617
2004-03-29,18.770000457763672
2004-03-30,18.739999771118164
2004-03-31,18.920000076293945
2004-04-01,19.219999313354492
2004-04-02,19.3700008392334
2004-04-05,19.1200008392334
2004-04-06,18.979999542236328
2004-04-07,18.90999984741211
2004-04-08,18.959999084472656
2004-04-12,19.059999465942383
2004-04-13,18.860000610351562
2004-04-14,18.700000762939453
2004-04-15,18.3799991607666
2004-04-16,18.579999923706055
2004-04-19,18.420000076293945
2004-04-20,17.809999465942383
2004-04-21,18.299999237060547
2004-04-22,18.850000381469727
2004-04-23,18.959999084472656
2004-04-26,18.200000762939453
2004-04-27,18.530000686645508
2004-04-28,18.09000015258789
2004-04-29,18.299999237060547
2004-04-30,17.350000381469727
2004-05-03,16.940000534057617
2004-05-04,17.889999389648438
2004-05-05,17.81999969482422
2004-05-06,17.75
2004-05-07,17.600000381469727
2004-05-10,17.959999084472656
2004-05-11,17.969999313354492
2004-05-12,17.989999771118164
2004-05-13,17.940000534057617
2004-05-14,17.34000015258789
2004-05-17,17.360000610351562
2004-05-18,17.639999389648438
2004-05-19,18.09000015258789
2004-05-20,17.270000457763672
2004-05-21,17.489999771118164
2004-05-24,18.1299991607666
2004-05-25,18.200000762939453
2004-05-26,18.31999969482422
2004-05-27,18.6200008392334
2004-05-28,18.31999969482422
2004-06-01,18.5
2004-06-02,18.719999313354492
2004-06-03,18.149999618530273
2004-06-04,18.520000457763672
2004-06-07,18.969999313354492
2004-06-08,18.309999465942383
2004-06-09,17.889999389648438
2004-06-10,18.190000534057617
2004-06-14,17.889999389648438
2004-06-15,18.010000228881836
2004-06-16,18.270000457763672
2004-06-17,18.190000534057617
2004-06-18,17.84000015258789
2004-06-21,18.290000915527344
2004-06-22,18.0
2004-06-23,18.889999389648438
2004-06-24,18.389999389648438
2004-06-25,18.639999389648438
2004-06-28,18.989999771118164
2004-06-29,18.940000534057617
2004-06-30,18.649999618530273
2004-07-01,18.149999618530273
2004-07-02,18.690000534057617
2004-07-06,17.489999771118164
2004-07-07,17.360000610351562
2004-07-08,17.079999923706055
2004-07-09,17.600000381469727
2004-07-12,17.84000015258789
2004-07-13,18.1299991607666
2004-07-14,17.600000381469727
2004-07-15,17.790000915527344
2004-07-16,17.40999984741211
2004-07-19,17.290000915527344
2004-07-20,18.299999237060547
2004-07-21,16.84000015258789
2004-07-22,16.790000915527344
2004-07-23,16.520000457763672
2004-07-26,16.190000534057617
2004-07-27,17.420000076293945
2004-07-28,17.940000534057617
2004-07-29,17.84000015258789
2004-07-30,17.799999237060547
2004-08-02,18.139999389648438
2004-08-03,17.309999465942383
2004-08-04,16.950000762939453
2004-08-05,16.790000915527344
2004-08-06,16.350000381469727
2004-08-09,17.010000228881836
2004-08-10,17.459999084472656
2004-08-11,17.15999984741211
2004-08-12,17.209999084472656
2004-08-13,16.920000076293945
2004-08-16,17.190000534057617
2004-08-17,17.43000030517578
2004-08-18,17.5
2004-08-19,17.1200008392334
2004-08-20,17.25
2004-08-23,16.950000762939453
2004-08-24,17.729999542236328
2004-08-25,17.389999389648438
2004-08-26,17.360000610351562
2004-08-27,17.15999984741211
2004-08-30,16.950000762939453
2004-08-31,16.950000762939453
2004-09-01,17.110000610351562
2004-09-02,17.25
2004-09-03,16.860000610351562
2004-09-07,17.149999618530273
2004-09-08,16.889999389648438
2004-09-09,16.920000076293945
2004-09-10,16.8700008392334
2004-09-13,17.06999969482422
2004-09-14,16.5
2004-09-15,16.31999969482422
2004-09-16,16.809999465942383
2004-09-17,16.729999542236328
2004-09-20,16.719999313354492
2004-09-21,16.469999313354492
2004-09-22,15.979999542236328
2004-09-23,16.399999618530273
2004-09-24,16.309999465942383
2004-09-27,15.75
2004-09-28,15.84000015258789
2004-09-29,15.65999984741211
2004-09-30,15.239999771118164
2004-10-01,15.390000343322754
2004-10-04,15.5
2004-10-05,15.199999809265137
2004-10-06,15.149999618530273
2004-10-07,14.9399995803833
2004-10-08,14.630000114440918
2004-10-11,14.140000343322754
2004-10-12,13.819999694824219
2004-10-13,13.9399995803833
2004-10-14,13.739999771118164
2004-10-15,13.65999984741211
2004-10-18,13.609999656677246
2004-10-19,13.960000038146973
2004-10-20,14.039999961853027
2004-10-21,14.039999961853027
2004-10-22,13.5
2004-10-25,13.8100004196167
2004-10-26,13.550000190734863
2004-10-27,14.119999885559082
2004-10-28,14.949999809265137
2004-10-29,15.430000305175781
2004-11-01,15.800000190734863
2004-11-02,16.170000076293945
2004-11-03,16.440000534057617
2004-11-04,16.360000610351562
2004-11-05,16.020000457763672
2004-11-08,16.190000534057617
2004-11-09,16.56999969482422
2004-11-10,16.290000915527344
2004-11-11,16.75
2004-11-12,16.75
2004-11-15,16.709999084472656
2004-11-16,17.309999465942383
2004-11-17,16.700000762939453
2004-11-18,16.520000457763672
2004-11-19,16.110000610351562
2004-11-22,16.780000686645508
2004-11-23,16.399999618530273
2004-11-24,16.43000030517578
2004-11-26,16.350000381469727
2004-11-29,16.56999969482422
2004-11-30,16.31999969482422
2004-12-01,16.489999771118164
2004-12-02,16.579999923706055
2004-12-03,16.579999923706055
2004-12-06,16.299999237060547
2004-12-07,15.829999923706055
2004-12-08,16.229999542236328
2004-12-09,16.219999313354492
2004-12-10,16.09000015258789
2004-12-13,16.420000076293945
2004-12-14,16.360000610351562
2004-12-15,16.350000381469727
2004-12-16,16.110000610351562
2004-12-17,16.139999389648438
2004-12-20,15.979999542236328
2004-12-21,16.049999237060547
2004-12-22,16.09000015258789
2004-12-23,16.059999465942383
2004-12-27,16.59000015258789
2004-12-28,16.950000762939453
2004-12-29,17.010000228881836
2004-12-30,17.75
2004-12-31,17.940000534057617
2005-01-03,17.8799991607666
2005-01-04,17.610000610351562
2005-01-05,17.649999618530273
2005-01-06,17.6200008392334
2005-01-07,17.360000610351562
2005-01-10,16.860000610351562
2005-01-11,16.649999618530273
2005-01-12,17.209999084472656
2005-01-13,17.0
2005-01-14,16.989999771118164
2005-01-18,17.270000457763672
2005-01-19,16.6299991607666
2005-01-20,16.239999771118164
2005-01-21,16.239999771118164
2005-01-24,15.75
2005-01-25,15.899999618530273
2005-01-26,16.290000915527344
2005-01-27,16.049999237060547
2005-01-28,15.9399995803833
2005-01-31,16.049999237060547
2005-02-01,16.040000915527344
2005-02-02,16.84000015258789
2005-02-03,16.09000015258789
2005-02-04,16.389999389648438
2005-02-07,16.350000381469727
2005-02-08,16.190000534057617
2005-02-09,16.200000762939453
2005-02-10,16.1299991607666
2005-02-11,16.15999984741211
2005-02-14,16.290000915527344
2005-02-15,16.43000030517578
2005-02-16,16.229999542236328
2005-02-17,16.030000686645508
2005-02-18,16.079999923706055
2005-02-22,15.84000015258789
2005-02-23,15.899999618530273
2005-02-24,15.6899995803833
2005-02-25,15.680000305175781
2005-02-28,15.699999809265137
2005-03-01,15.279999732971191
2005-03-02,14.979999542236328
2005-03-03,15.140000343322754
2005-03-04,15.289999961853027
2005-03-07,15.199999809265137
2005-03-08,15.210000038146973
2005-03-09,15.079999923706055
2005-03-10,15.050000190734863
2005-03-11,15.130000114440918
2005-03-14,15.25
2005-03-15,14.779999732971191
2005-03-16,15.020000457763672
2005-03-17,14.760000228881836
2005-03-18,14.479999542236328
2005-03-21,14.369999885559082
2005-03-22,14.1899995803833
2005-03-23,14.210000038146973
2005-03-24,13.9399995803833
2005-03-28,13.930000305175781
2005-03-29,13.949999809265137
2005-03-30,14.050000190734863
2005-03-31,14.079999923706055
2005-04-01,14.0
2005-04-04,13.930000305175781
2005-04-05,13.739999771118164
2005-04-06,14.289999961853027
2005-04-07,14.460000038146973
2005-04-08,14.3100004196167
2005-04-11,14.350000381469727
2005-04-12,14.4399995803833
2005-04-13,14.479999542236328
2005-04-14,14.569999694824219
2005-04-15,14.600000381469727
2005-04-18,14.619999885559082
2005-04-19,14.699999809265137
2005-04-20,14.279999732971191
2005-04-21,14.600000381469727
2005-04-22,14.600000381469727
2005-04-25,14.510000228881836
2005-04-26,14.579999923706055
2005-04-27,15.029999732971191
2005-04-28,14.470000267028809
2005-04-29,14.9399995803833
2005-05-02,15.170000076293945
2005-05-03,15.100000381469727
2005-05-04,15.050000190734863
2005-05-05,15.109999656677246
2005-05-06,15.380000114440918
2005-05-09,15.640000343322754
2005-05-10,15.460000038146973
2005-05-11,15.680000305175781
2005-05-12,15.720000267028809
2005-05-13,15.739999771118164
2005-05-16,15.90999984741211
2005-05-17,15.989999771118164
2005-05-18,16.809999465942383
2005-05-19,16.829999923706055
2005-05-20,16.860000610351562
2005-05-23,16.770000457763672
2005-05-24,16.399999618530273
2005-05-25,16.579999923706055
2005-05-26,16.540000915527344
2005-05-27,16.290000915527344
2005-05-31,16.5
2005-06-01,17.010000228881836
2005-06-02,16.920000076293945
2005-06-03,16.920000076293945
2005-06-06,17.030000686645508
2005-06-07,17.3799991607666
2005-06-08,17.510000228881836
2005-06-09,17.68000030517578
2005-06-10,17.770000457763672
2005-06-13,17.84000015258789
2005-06-14,17.790000915527344
2005-06-15,17.829999923706055
2005-06-16,17.670000076293945
2005-06-17,17.520000457763672
2005-06-20,17.510000228881836
2005-06-21,17.81999969482422
2005-06-22,18.200000762939453
