,FLNT
2009-09-01,39.04999923706055
2009-09-02,38.95000076293945
2009-09-03,39.0
2009-09-04,39.0
2009-09-08,39.150001525878906
2009-09-09,38.95000076293945
2009-09-10,39.04999923706055
2009-09-11,39.0
2009-09-14,39.150001525878906
2009-09-15,39.0
2009-09-16,39.20000076293945
2009-09-17,39.150001525878906
2009-09-18,39.150001525878906
2009-09-21,39.150001525878906
2009-09-22,39.349998474121094
2009-09-23,39.25
2009-09-24,39.150001525878906
2009-09-25,39.25
2009-09-28,39.25
2009-09-29,39.349998474121094
2009-09-30,39.349998474121094
2009-10-01,39.25
2009-10-02,39.29999923706055
2009-10-05,39.400001525878906
2009-10-06,39.25
2009-10-07,39.25
2009-10-08,39.25
2009-10-09,39.400001525878906
2009-10-12,39.25
2009-10-13,39.25
2009-10-14,39.75
2009-10-15,39.75
2009-10-16,40.04999923706055
2009-10-19,40.900001525878906
2009-10-20,40.5
2009-10-21,42.0
2009-10-22,44.75
2009-10-23,44.0
2009-10-26,43.25
2009-10-27,42.349998474121094
2009-10-28,38.54999923706055
2009-10-29,39.599998474121094
2009-10-30,41.5
2009-11-02,40.70000076293945
2009-11-03,40.25
2009-11-04,40.900001525878906
2009-11-05,40.04999923706055
2009-11-06,40.04999923706055
2009-11-09,41.95000076293945
2009-11-10,40.5
2009-11-11,42.650001525878906
2009-11-12,41.5
2009-11-13,42.5
2009-11-16,41.75
2009-11-17,41.04999923706055
2009-11-18,42.5
2009-11-19,41.099998474121094
2009-11-20,41.0
2009-11-23,41.5
2009-11-24,41.0
2009-11-25,40.5
2009-11-27,40.099998474121094
2009-11-30,39.75
2009-12-01,40.0
2009-12-02,39.150001525878906
2009-12-03,39.20000076293945
2009-12-04,40.150001525878906
2009-12-07,39.0
2009-12-08,40.150001525878906
2009-12-09,39.25
2009-12-10,39.0
2009-12-11,39.25
2009-12-14,39.25
2009-12-15,39.25
2009-12-16,40.0
2009-12-17,42.0
2009-12-18,42.849998474121094
2009-12-21,42.70000076293945
2009-12-22,42.5
2009-12-23,39.75
2009-12-24,39.75
2009-12-28,37.70000076293945
2009-12-29,36.150001525878906
2009-12-30,36.5
2009-12-31,36.54999923706055
2010-01-04,37.0
2010-01-05,36.25
2010-01-06,34.95000076293945
2010-01-07,35.400001525878906
2010-01-08,35.75
2010-01-11,35.70000076293945
2010-01-12,35.900001525878906
2010-01-13,35.650001525878906
2010-01-14,35.650001525878906
2010-01-15,35.45000076293945
2010-01-19,34.349998474121094
2010-01-20,34.150001525878906
2010-01-21,33.400001525878906
2010-01-22,33.20000076293945
2010-01-25,32.5
2010-01-26,31.149999618530273
2010-01-27,31.149999618530273
2010-01-28,30.100000381469727
2010-01-29,30.450000762939453
2010-02-01,30.25
2010-02-02,30.25
2010-02-03,30.200000762939453
2010-02-04,28.0
2010-02-05,27.25
2010-02-08,25.700000762939453
2010-02-09,26.549999237060547
2010-02-10,25.950000762939453
2010-02-11,25.350000381469727
2010-02-12,24.950000762939453
2010-02-16,25.75
2010-02-17,25.450000762939453
2010-02-18,25.350000381469727
2010-02-19,24.700000762939453
2010-02-22,25.049999237060547
2010-02-23,25.100000381469727
2010-02-24,25.0
2010-02-25,25.0
2010-02-26,24.25
2010-03-01,23.75
2010-03-02,24.0
2010-03-03,23.649999618530273
2010-03-04,24.200000762939453
2010-03-05,27.5
2010-03-08,27.450000762939453
2010-03-09,27.299999237060547
2010-03-10,27.149999618530273
2010-03-11,27.450000762939453
2010-03-12,27.600000381469727
2010-03-15,27.799999237060547
2010-03-16,28.0
2010-03-17,26.5
2010-03-18,25.75
2010-03-19,25.0
2010-03-22,24.399999618530273
2010-03-23,24.5
2010-03-24,24.299999237060547
2010-03-25,23.399999618530273
2010-03-26,23.25
2010-03-29,22.950000762939453
2010-03-30,23.0
2010-03-31,23.549999237060547
2010-04-01,21.5
2010-04-05,22.350000381469727
2010-04-06,21.799999237060547
2010-04-07,22.350000381469727
2010-04-08,22.850000381469727
2010-04-09,22.5
2010-04-12,22.700000762939453
2010-04-13,22.5
2010-04-14,22.299999237060547
2010-04-15,20.75
2010-04-16,21.25
2010-04-19,22.299999237060547
2010-04-20,25.149999618530273
2010-04-21,27.100000381469727
2010-04-22,30.350000381469727
2010-04-23,26.450000762939453
2010-04-26,26.700000762939453
2010-04-27,26.100000381469727
2010-04-28,25.950000762939453
2010-04-29,25.850000381469727
2010-04-30,25.25
2010-05-03,25.25
2010-05-04,25.649999618530273
2010-05-05,26.450000762939453
2010-05-06,24.649999618530273
2010-05-07,23.549999237060547
2010-05-10,23.299999237060547
2010-05-11,24.5
2010-05-12,24.200000762939453
2010-05-13,23.5
2010-05-14,23.75
2010-05-17,22.700000762939453
2010-05-18,22.450000762939453
2010-05-19,22.200000762939453
2010-05-20,21.25
2010-05-21,20.700000762939453
2010-05-24,20.5
2010-05-25,20.5
2010-05-26,20.350000381469727
2010-05-27,19.850000381469727
2010-05-28,19.899999618530273
2010-06-01,19.5
2010-06-02,19.600000381469727
2010-06-03,19.100000381469727
2010-06-04,18.700000762939453
2010-06-07,17.649999618530273
2010-06-08,16.950000762939453
2010-06-09,16.5
2010-06-10,16.100000381469727
2010-06-11,16.200000762939453
2010-06-14,16.700000762939453
2010-06-15,17.75
2010-06-16,18.200000762939453
2010-06-17,18.049999237060547
2010-06-18,17.850000381469727
2010-06-21,17.700000762939453
2010-06-22,16.200000762939453
2010-06-23,15.949999809265137
2010-06-24,15.699999809265137
2010-06-25,16.299999237060547
2010-06-28,15.649999618530273
2010-06-29,15.5
2010-06-30,15.199999809265137
2010-07-01,14.449999809265137
2010-07-02,14.350000381469727
2010-07-06,13.5
2010-07-07,14.050000190734863
2010-07-08,14.0
2010-07-09,14.149999618530273
2010-07-12,13.75
2010-07-13,13.300000190734863
2010-07-14,12.5
2010-07-15,12.75
2010-07-16,12.350000381469727
2010-07-19,12.75
2010-07-20,12.149999618530273
2010-07-21,11.75
2010-07-22,12.600000381469727
2010-07-23,14.199999809265137
2010-07-26,16.25
2010-07-27,16.450000762939453
2010-07-28,16.049999237060547
2010-07-29,16.25
2010-07-30,15.899999618530273
2010-08-02,15.550000190734863
2010-08-03,15.0
2010-08-04,15.800000190734863
2010-08-05,15.149999618530273
2010-08-06,15.199999809265137
2010-08-09,15.300000190734863
2010-08-10,15.199999809265137
2010-08-11,14.399999618530273
2010-08-12,14.5
2010-08-13,14.649999618530273
2010-08-16,15.25
2010-08-17,15.149999618530273
2010-08-18,16.049999237060547
2010-08-19,17.0
2010-08-20,13.100000381469727
2010-08-23,8.5
2010-08-24,8.800000190734863
2010-08-25,9.100000381469727
2010-08-26,8.75
2010-08-27,9.149999618530273
2010-08-30,9.800000190734863
2010-08-31,8.75
2010-09-01,8.699999809265137
2010-09-02,8.5
2010-09-03,8.75
2010-09-07,9.300000190734863
2010-09-08,9.399999618530273
2010-09-09,10.0
2010-09-10,12.649999618530273
2010-09-13,11.899999618530273
2010-09-14,12.050000190734863
2010-09-15,11.649999618530273
2010-09-16,11.949999809265137
2010-09-17,12.199999809265137
2010-09-20,12.350000381469727
2010-09-21,12.850000381469727
2010-09-22,13.050000190734863
2010-09-23,12.800000190734863
2010-09-24,12.949999809265137
2010-09-27,12.699999809265137
2010-09-28,13.899999618530273
2010-09-29,13.649999618530273
2010-09-30,13.0
2010-10-01,11.899999618530273
2010-10-04,10.149999618530273
2010-10-05,9.5
2010-10-06,9.850000381469727
2010-10-07,9.600000381469727
2010-10-08,10.899999618530273
2010-10-11,13.0
2010-10-12,11.0
2010-10-13,10.800000190734863
2010-10-14,10.199999809265137
2010-10-15,10.149999618530273
2010-10-18,10.949999809265137
2010-10-19,11.25
2010-10-20,11.949999809265137
2010-10-21,11.5
2010-10-22,11.199999809265137
2010-10-25,11.25
2010-10-26,11.550000190734863
2010-10-27,12.800000190734863
2010-10-28,13.600000381469727
2010-10-29,12.899999618530273
2010-11-01,11.149999618530273
2010-11-02,11.5
2010-11-03,13.899999618530273
2010-11-04,15.949999809265137
2010-11-05,15.149999618530273
2010-11-08,15.199999809265137
2010-11-09,16.649999618530273
2010-11-10,16.399999618530273
2010-11-11,17.25
2010-11-12,17.25
2010-11-15,17.450000762939453
2010-11-16,15.800000190734863
2010-11-17,14.850000381469727
2010-11-18,15.25
2010-11-19,14.899999618530273
2010-11-22,14.600000381469727
2010-11-23,14.25
2010-11-24,13.800000190734863
2010-11-26,13.300000190734863
2010-11-29,13.25
2010-11-30,13.399999618530273
2010-12-01,15.5
2010-12-02,14.75
2010-12-03,15.0
2010-12-06,15.0
2010-12-07,15.0
2010-12-08,14.850000381469727
2010-12-09,15.100000381469727
2010-12-10,15.399999618530273
2010-12-13,15.399999618530273
2010-12-14,15.100000381469727
2010-12-15,14.949999809265137
2010-12-16,15.350000381469727
2010-12-17,15.199999809265137
2010-12-20,15.550000190734863
2010-12-21,15.75
2010-12-22,15.75
2010-12-23,15.949999809265137
2010-12-27,15.899999618530273
2010-12-28,15.449999809265137
2010-12-29,15.0
2010-12-30,15.050000190734863
2010-12-31,15.550000190734863
2011-01-03,16.049999237060547
2011-01-04,16.049999237060547
2011-01-05,17.149999618530273
2011-01-06,17.450000762939453
2011-01-07,17.049999237060547
2011-01-10,16.649999618530273
2011-01-11,17.299999237060547
2011-01-12,16.700000762939453
2011-01-13,16.899999618530273
2011-01-14,16.450000762939453
2011-01-18,15.800000190734863
2011-01-19,14.350000381469727
2011-01-20,14.850000381469727
2011-01-21,14.800000190734863
2011-01-24,14.949999809265137
2011-01-25,14.899999618530273
2011-01-26,14.899999618530273
2011-01-27,15.0
2011-01-28,15.100000381469727
2011-01-31,15.25
2011-02-01,15.199999809265137
2011-02-02,15.100000381469727
2011-02-03,15.100000381469727
2011-02-04,16.149999618530273
2011-02-07,15.699999809265137
2011-02-08,15.300000190734863
2011-02-09,14.649999618530273
2011-02-10,13.949999809265137
2011-02-11,13.550000190734863
2011-02-14,13.550000190734863
2011-02-15,13.300000190734863
2011-02-16,13.75
2011-02-17,13.75
2011-02-18,13.75
2011-02-22,12.75
2011-02-23,12.5
2011-02-24,12.550000190734863
2011-02-25,12.75
2011-02-28,12.800000190734863
2011-03-01,13.0
2011-03-02,12.449999809265137
2011-03-03,13.25
2011-03-04,13.0
2011-03-07,12.300000190734863
2011-03-08,12.350000381469727
2011-03-09,12.399999618530273
2011-03-10,11.649999618530273
2011-03-11,11.100000381469727
2011-03-14,10.550000190734863
2011-03-15,10.0
2011-03-16,10.050000190734863
2011-03-17,9.25
2011-03-18,9.149999618530273
2011-03-21,9.25
2011-03-22,8.75
2011-03-23,8.899999618530273
2011-03-24,9.449999809265137
2011-03-25,10.25
2011-03-28,9.100000381469727
2011-03-29,8.949999809265137
2011-03-30,8.899999618530273
2011-03-31,9.149999618530273
2011-04-01,8.949999809265137
2011-04-04,8.800000190734863
2011-04-05,8.0
2011-04-06,7.800000190734863
2011-04-07,7.900000095367432
2011-04-08,9.199999809265137
2011-04-11,10.600000381469727
2011-04-12,12.850000381469727
2011-04-13,10.899999618530273
2011-04-14,11.5
2011-04-15,11.600000381469727
2011-04-18,11.550000190734863
2011-04-19,11.0
2011-04-20,10.899999618530273
2011-04-21,12.5
2011-04-25,12.100000381469727
2011-04-26,12.0
2011-04-27,11.75
2011-04-28,10.75
2011-04-29,10.75
2011-05-02,10.449999809265137
2011-05-03,9.949999809265137
2011-05-04,10.399999618530273
2011-05-05,10.199999809265137
2011-05-06,10.5
2011-05-09,10.350000381469727
2011-05-10,10.0
2011-05-11,10.0
2011-05-12,10.100000381469727
2011-05-13,9.949999809265137
2011-05-16,10.199999809265137
2011-05-17,10.199999809265137
2011-05-18,10.149999618530273
2011-05-19,10.149999618530273
2011-05-20,10.100000381469727
2011-05-23,10.050000190734863
2011-05-24,10.5
2011-05-25,10.25
2011-05-26,10.649999618530273
2011-05-27,10.25
2011-05-31,10.25
2011-06-01,10.350000381469727
2011-06-02,10.350000381469727
2011-06-03,10.25
2011-06-06,10.0
2011-06-07,9.949999809265137
2011-06-08,9.699999809265137
2011-06-09,9.800000190734863
2011-06-10,9.949999809265137
2011-06-13,9.75
2011-06-14,9.449999809265137
2011-06-15,9.5
2011-06-16,9.25
2011-06-17,9.25
2011-06-20,9.699999809265137
2011-06-21,10.350000381469727
2011-06-22,9.600000381469727
2011-06-23,9.100000381469727
2011-06-24,9.75
2011-06-27,9.449999809265137
2011-06-28,9.449999809265137
2011-06-29,9.449999809265137
2011-06-30,9.5
2011-07-01,9.600000381469727
2011-07-05,9.699999809265137
2011-07-06,9.699999809265137
2011-07-07,9.75
2011-07-08,9.300000190734863
2011-07-11,9.25
2011-07-12,9.350000381469727
2011-07-13,9.600000381469727
2011-07-14,9.399999618530273
2011-07-15,9.75
2011-07-18,9.449999809265137
2011-07-19,9.949999809265137
2011-07-20,9.949999809265137
2011-07-21,9.449999809265137
2011-07-22,9.550000190734863
2011-07-25,9.649999618530273
2011-07-26,9.5
2011-07-27,9.300000190734863
2011-07-28,9.449999809265137
2011-07-29,9.300000190734863
2011-08-01,7.849999904632568
2011-08-02,8.5
2011-08-03,9.5
2011-08-04,9.5
2011-08-05,9.949999809265137
2011-08-08,8.550000190734863
2011-08-09,7.0
2011-08-10,6.099999904632568
2011-08-11,7.400000095367432
2011-08-12,7.400000095367432
2011-08-15,7.550000190734863
2011-08-16,7.400000095367432
2011-08-17,7.400000095367432
2011-08-18,6.900000095367432
2011-08-19,6.699999809265137
2011-08-22,7.349999904632568
2011-08-23,7.099999904632568
2011-08-24,6.800000190734863
2011-08-25,7.0
2011-08-26,7.150000095367432
2011-08-29,8.25
2011-08-30,8.850000381469727
2011-08-31,8.399999618530273
2011-09-01,9.0
2011-09-02,8.050000190734863
2011-09-06,7.800000190734863
2011-09-07,7.75
2011-09-08,6.800000190734863
2011-09-09,6.900000095367432
2011-09-12,6.449999809265137
2011-09-13,6.550000190734863
2011-09-14,7.0
2011-09-15,7.050000190734863
2011-09-16,6.900000095367432
2011-09-19,6.900000095367432
2011-09-20,6.900000095367432
2011-09-21,6.599999904632568
2011-09-22,6.349999904632568
2011-09-23,6.349999904632568
2011-09-26,5.900000095367432
2011-09-27,5.900000095367432
2011-09-28,6.050000190734863
2011-09-29,7.550000190734863
2011-09-30,8.350000381469727
2011-10-03,7.25
2011-10-04,7.699999809265137
2011-10-05,9.100000381469727
2011-10-06,8.399999618530273
2011-10-07,8.25
2011-10-10,9.149999618530273
2011-10-11,8.699999809265137
2011-10-12,8.0
2011-10-13,7.5
2011-10-14,7.349999904632568
2011-10-17,7.349999904632568
2011-10-18,6.5
2011-10-19,6.650000095367432
2011-10-20,6.650000095367432
2011-10-21,6.099999904632568
2011-10-24,5.699999809265137
2011-10-25,5.900000095367432
2011-10-26,6.199999809265137
2011-10-27,6.0
2011-10-28,5.25
2011-10-31,6.050000190734863
2011-11-01,5.550000190734863
2011-11-02,5.199999809265137
2011-11-03,5.25
2011-11-04,5.599999904632568
2011-11-07,6.25
2011-11-08,6.5
2011-11-09,6.5
2011-11-10,6.050000190734863
2011-11-11,6.349999904632568
2011-11-14,5.099999904632568
2011-11-15,4.900000095367432
2011-11-16,5.199999809265137
2011-11-17,4.75
2011-11-18,4.75
2011-11-21,3.5
2011-11-22,3.5
2011-11-23,4.099999904632568
2011-11-25,3.700000047683716
2011-11-28,3.799999952316284
2011-11-29,3.5
2011-11-30,3.5999999046325684
2011-12-01,3.25
2011-12-02,3.0
2011-12-05,3.25
2011-12-06,3.200000047683716
2011-12-07,3.0
2011-12-08,3.0
2011-12-09,3.0
2011-12-12,3.0
2011-12-13,2.950000047683716
2011-12-14,2.9000000953674316
2011-12-15,2.8499999046325684
2011-12-16,2.450000047683716
2011-12-19,2.5
2011-12-20,2.5
2011-12-21,2.5
2011-12-22,2.75
2011-12-23,2.799999952316284
2011-12-27,3.25
2011-12-28,3.200000047683716
2011-12-29,2.549999952316284
2011-12-30,3.25
2012-01-03,3.25
2012-01-04,3.25
2012-01-05,2.700000047683716
2012-01-06,2.700000047683716
2012-01-09,2.5
2012-01-10,2.5999999046325684
2012-01-11,2.549999952316284
2012-01-12,2.700000047683716
2012-01-13,2.799999952316284
2012-01-17,3.25
2012-01-18,3.450000047683716
2012-01-19,3.6500000953674316
2012-01-20,3.5999999046325684
2012-01-23,3.950000047683716
2012-01-24,4.150000095367432
2012-01-25,4.650000095367432
2012-01-26,6.0
2012-01-27,6.449999809265137
2012-01-30,6.099999904632568
2012-01-31,6.0
2012-02-01,5.849999904632568
2012-02-02,5.550000190734863
