,CDMO
2007-05-25,33.25
2007-05-29,34.29999923706055
2007-05-30,35.70000076293945
2007-05-31,48.650001525878906
2007-06-01,40.599998474121094
2007-06-04,38.150001525878906
2007-06-05,37.45000076293945
2007-06-06,36.400001525878906
2007-06-07,36.04999923706055
2007-06-08,37.099998474121094
2007-06-11,36.04999923706055
2007-06-12,35.0
2007-06-13,34.29999923706055
2007-06-14,33.599998474121094
2007-06-15,35.0
2007-06-18,34.29999923706055
2007-06-19,33.95000076293945
2007-06-20,33.25
2007-06-21,33.95000076293945
2007-06-22,32.900001525878906
2007-06-25,32.54999923706055
2007-06-26,31.5
2007-06-27,31.5
2007-06-28,31.149999618530273
2007-06-29,26.950000762939453
2007-07-02,26.950000762939453
2007-07-03,26.25
2007-07-05,28.0
2007-07-06,29.399999618530273
2007-07-09,28.700000762939453
2007-07-10,28.700000762939453
2007-07-11,28.0
2007-07-12,26.950000762939453
2007-07-13,26.600000381469727
2007-07-16,26.950000762939453
2007-07-17,26.25
2007-07-18,26.25
2007-07-19,25.899999618530273
2007-07-20,26.600000381469727
2007-07-23,26.950000762939453
2007-07-24,26.950000762939453
2007-07-25,26.600000381469727
2007-07-26,25.549999237060547
2007-07-27,26.600000381469727
2007-07-30,25.899999618530273
2007-07-31,26.25
2007-08-01,25.200000762939453
2007-08-02,25.899999618530273
2007-08-03,25.200000762939453
2007-08-06,24.5
2007-08-07,23.799999237060547
2007-08-08,24.5
2007-08-09,24.149999618530273
2007-08-10,23.450000762939453
2007-08-13,21.700000762939453
2007-08-14,21.350000381469727
2007-08-15,21.700000762939453
2007-08-16,20.649999618530273
2007-08-17,22.399999618530273
2007-08-20,21.0
2007-08-21,21.350000381469727
2007-08-22,22.399999618530273
2007-08-23,22.049999237060547
2007-08-24,23.100000381469727
2007-08-27,23.799999237060547
2007-08-28,23.450000762939453
2007-08-29,23.450000762939453
2007-08-30,23.799999237060547
2007-08-31,25.899999618530273
2007-09-04,25.549999237060547
2007-09-05,25.200000762939453
2007-09-06,25.200000762939453
2007-09-07,25.899999618530273
2007-09-10,24.850000381469727
2007-09-11,24.850000381469727
2007-09-12,24.850000381469727
2007-09-13,24.850000381469727
2007-09-14,24.5
2007-09-17,23.799999237060547
2007-09-18,23.799999237060547
2007-09-19,23.450000762939453
2007-09-20,23.100000381469727
2007-09-21,23.100000381469727
2007-09-24,22.75
2007-09-25,23.450000762939453
2007-09-26,22.75
2007-09-27,22.75
2007-09-28,23.450000762939453
2007-10-01,23.100000381469727
2007-10-02,21.350000381469727
2007-10-03,21.700000762939453
2007-10-04,22.399999618530273
2007-10-05,24.149999618530273
2007-10-08,22.75
2007-10-09,23.100000381469727
2007-10-10,23.450000762939453
2007-10-11,22.399999618530273
2007-10-12,22.399999618530273
2007-10-15,22.399999618530273
2007-10-16,22.399999618530273
2007-10-17,22.049999237060547
2007-10-18,22.049999237060547
2007-10-19,21.700000762939453
2007-10-22,22.049999237060547
2007-10-23,21.350000381469727
2007-10-24,21.0
2007-10-25,20.649999618530273
2007-10-26,21.0
2007-10-29,21.700000762939453
2007-10-30,21.0
2007-10-31,21.350000381469727
2007-11-01,21.0
2007-11-02,21.0
2007-11-05,20.649999618530273
2007-11-06,20.649999618530273
2007-11-07,20.299999237060547
2007-11-08,20.299999237060547
2007-11-09,19.950000762939453
2007-11-12,18.549999237060547
2007-11-13,18.549999237060547
2007-11-14,18.200000762939453
2007-11-15,16.100000381469727
2007-11-16,16.799999237060547
2007-11-19,15.75
2007-11-20,16.100000381469727
2007-11-21,15.75
2007-11-23,16.100000381469727
2007-11-26,15.75
2007-11-27,15.75
2007-11-28,16.100000381469727
2007-11-29,17.149999618530273
2007-11-30,17.5
2007-12-03,18.200000762939453
2007-12-04,18.549999237060547
2007-12-05,19.25
2007-12-06,18.200000762939453
2007-12-07,17.850000381469727
2007-12-10,17.850000381469727
2007-12-11,17.149999618530273
2007-12-12,16.799999237060547
2007-12-13,16.100000381469727
2007-12-14,16.100000381469727
2007-12-17,13.649999618530273
2007-12-18,14.0
2007-12-19,13.300000190734863
2007-12-20,13.300000190734863
2007-12-21,14.699999809265137
2007-12-24,14.350000381469727
2007-12-26,13.300000190734863
2007-12-27,15.399999618530273
2007-12-28,14.350000381469727
2007-12-31,12.949999809265137
2008-01-02,13.649999618530273
2008-01-03,13.649999618530273
2008-01-04,13.649999618530273
2008-01-07,13.300000190734863
2008-01-08,12.949999809265137
2008-01-09,12.949999809265137
2008-01-10,12.600000381469727
2008-01-11,13.649999618530273
2008-01-14,13.300000190734863
2008-01-15,14.0
2008-01-16,13.300000190734863
2008-01-17,12.949999809265137
2008-01-18,12.949999809265137
2008-01-22,12.600000381469727
2008-01-23,12.949999809265137
2008-01-24,13.300000190734863
2008-01-25,13.300000190734863
2008-01-28,13.649999618530273
2008-01-29,14.699999809265137
2008-01-30,16.100000381469727
2008-01-31,17.5
2008-02-01,18.200000762939453
2008-02-04,19.25
2008-02-05,18.549999237060547
2008-02-06,17.850000381469727
2008-02-07,17.5
2008-02-08,18.200000762939453
2008-02-11,20.299999237060547
2008-02-12,21.700000762939453
2008-02-13,23.799999237060547
2008-02-14,22.399999618530273
2008-02-15,22.049999237060547
2008-02-19,23.100000381469727
2008-02-20,23.450000762939453
2008-02-21,23.799999237060547
2008-02-22,23.450000762939453
2008-02-25,22.75
2008-02-26,23.100000381469727
2008-02-27,22.399999618530273
2008-02-28,22.399999618530273
2008-02-29,22.049999237060547
2008-03-03,23.450000762939453
2008-03-04,22.75
2008-03-05,20.649999618530273
2008-03-06,18.899999618530273
2008-03-07,17.5
2008-03-10,18.899999618530273
2008-03-11,18.200000762939453
2008-03-12,17.149999618530273
2008-03-13,17.149999618530273
2008-03-14,15.75
2008-03-17,14.699999809265137
2008-03-18,15.75
2008-03-19,17.5
2008-03-20,16.799999237060547
2008-03-24,16.450000762939453
2008-03-25,16.100000381469727
2008-03-26,17.149999618530273
2008-03-27,17.5
2008-03-28,16.450000762939453
2008-03-31,16.450000762939453
2008-04-01,18.200000762939453
2008-04-02,17.149999618530273
2008-04-03,17.149999618530273
2008-04-04,18.200000762939453
2008-04-07,17.149999618530273
2008-04-08,17.5
2008-04-09,17.850000381469727
2008-04-10,17.149999618530273
2008-04-11,17.149999618530273
2008-04-14,16.450000762939453
2008-04-15,14.699999809265137
2008-04-16,15.050000190734863
2008-04-17,15.050000190734863
2008-04-18,15.050000190734863
2008-04-21,15.050000190734863
2008-04-22,14.0
2008-04-23,14.0
2008-04-24,14.0
2008-04-25,13.300000190734863
2008-04-28,13.649999618530273
2008-04-29,13.649999618530273
2008-04-30,14.699999809265137
2008-05-01,14.0
2008-05-02,13.649999618530273
2008-05-05,15.050000190734863
2008-05-06,15.399999618530273
2008-05-07,16.100000381469727
2008-05-08,15.75
2008-05-09,15.399999618530273
2008-05-12,15.050000190734863
2008-05-13,15.75
2008-05-14,15.050000190734863
2008-05-15,15.399999618530273
2008-05-16,15.399999618530273
2008-05-19,16.450000762939453
2008-05-20,16.100000381469727
2008-05-21,15.75
2008-05-22,15.75
2008-05-23,16.100000381469727
2008-05-27,15.75
2008-05-28,15.75
2008-05-29,15.399999618530273
2008-05-30,15.050000190734863
2008-06-02,15.050000190734863
2008-06-03,14.699999809265137
2008-06-04,14.0
2008-06-05,14.699999809265137
2008-06-06,14.0
2008-06-09,13.300000190734863
2008-06-10,13.649999618530273
2008-06-11,13.300000190734863
2008-06-12,13.300000190734863
2008-06-13,13.300000190734863
2008-06-16,14.0
2008-06-17,14.0
2008-06-18,13.649999618530273
2008-06-19,13.300000190734863
2008-06-20,12.600000381469727
2008-06-23,11.899999618530273
2008-06-24,11.199999809265137
2008-06-25,12.25
2008-06-26,12.949999809265137
2008-06-27,12.949999809265137
2008-06-30,14.699999809265137
2008-07-01,17.850000381469727
2008-07-02,16.799999237060547
2008-07-03,15.75
2008-07-07,14.350000381469727
2008-07-08,14.0
2008-07-09,14.350000381469727
2008-07-10,13.649999618530273
2008-07-11,13.649999618530273
2008-07-14,13.300000190734863
2008-07-15,12.949999809265137
2008-07-16,13.300000190734863
2008-07-17,13.300000190734863
2008-07-18,14.350000381469727
2008-07-21,14.0
2008-07-22,14.350000381469727
2008-07-23,14.0
2008-07-24,14.350000381469727
2008-07-25,14.699999809265137
2008-07-28,14.350000381469727
2008-07-29,12.949999809265137
2008-07-30,12.949999809265137
2008-07-31,12.949999809265137
2008-08-01,12.600000381469727
2008-08-04,12.25
2008-08-05,12.25
2008-08-06,11.899999618530273
2008-08-07,11.899999618530273
2008-08-08,13.300000190734863
2008-08-11,13.300000190734863
2008-08-12,13.649999618530273
2008-08-13,12.949999809265137
2008-08-14,12.949999809265137
2008-08-15,13.300000190734863
2008-08-18,12.600000381469727
2008-08-19,11.899999618530273
2008-08-20,11.550000190734863
2008-08-21,12.600000381469727
2008-08-22,11.899999618530273
2008-08-25,11.550000190734863
2008-08-26,11.899999618530273
2008-08-27,11.899999618530273
2008-08-28,11.550000190734863
2008-08-29,11.199999809265137
2008-09-02,11.899999618530273
2008-09-03,11.199999809265137
2008-09-04,11.550000190734863
2008-09-05,11.899999618530273
2008-09-08,11.550000190734863
2008-09-09,10.850000381469727
2008-09-10,11.199999809265137
2008-09-11,11.550000190734863
2008-09-12,11.550000190734863
2008-09-15,11.550000190734863
2008-09-16,11.899999618530273
2008-09-17,11.550000190734863
2008-09-18,11.550000190734863
2008-09-19,11.899999618530273
2008-09-22,11.550000190734863
2008-09-23,11.550000190734863
2008-09-24,11.550000190734863
2008-09-25,11.550000190734863
2008-09-26,13.300000190734863
2008-09-29,11.199999809265137
2008-09-30,11.550000190734863
2008-10-01,12.600000381469727
2008-10-02,11.550000190734863
2008-10-03,11.550000190734863
2008-10-06,11.550000190734863
2008-10-07,11.550000190734863
2008-10-08,11.199999809265137
2008-10-09,10.850000381469727
2008-10-10,9.100000381469727
2008-10-13,10.5
2008-10-14,10.149999618530273
2008-10-15,10.149999618530273
2008-10-16,9.449999809265137
2008-10-17,10.149999618530273
2008-10-20,9.800000190734863
2008-10-21,10.850000381469727
2008-10-22,9.800000190734863
2008-10-23,9.100000381469727
2008-10-24,9.100000381469727
2008-10-27,9.800000190734863
2008-10-28,9.100000381469727
2008-10-29,9.449999809265137
2008-10-30,9.100000381469727
2008-10-31,9.100000381469727
2008-11-03,9.449999809265137
2008-11-04,9.449999809265137
2008-11-05,9.449999809265137
2008-11-06,9.800000190734863
2008-11-07,9.100000381469727
2008-11-10,9.100000381469727
2008-11-11,9.100000381469727
2008-11-12,9.100000381469727
2008-11-13,8.75
2008-11-14,8.75
2008-11-17,8.399999618530273
2008-11-18,8.75
2008-11-19,8.399999618530273
2008-11-20,8.050000190734863
2008-11-21,7.699999809265137
2008-11-24,8.75
2008-11-25,9.449999809265137
2008-11-26,11.550000190734863
2008-11-28,13.649999618530273
2008-12-01,13.300000190734863
2008-12-02,12.949999809265137
2008-12-03,12.600000381469727
2008-12-04,12.949999809265137
2008-12-05,12.600000381469727
2008-12-08,12.949999809265137
2008-12-09,13.300000190734863
2008-12-10,12.949999809265137
2008-12-11,13.300000190734863
2008-12-12,13.300000190734863
2008-12-15,12.949999809265137
2008-12-16,13.300000190734863
2008-12-17,13.300000190734863
2008-12-18,12.600000381469727
2008-12-19,10.5
2008-12-22,10.149999618530273
2008-12-23,9.800000190734863
2008-12-24,10.149999618530273
2008-12-26,10.5
2008-12-29,9.800000190734863
2008-12-30,9.449999809265137
2008-12-31,10.149999618530273
2009-01-02,10.850000381469727
2009-01-05,10.850000381469727
2009-01-06,10.5
2009-01-07,9.800000190734863
2009-01-08,10.149999618530273
2009-01-09,10.149999618530273
2009-01-12,10.5
2009-01-13,12.25
2009-01-14,13.300000190734863
2009-01-15,14.699999809265137
2009-01-16,14.699999809265137
2009-01-20,14.0
2009-01-21,14.699999809265137
2009-01-22,15.050000190734863
2009-01-23,15.75
2009-01-26,16.100000381469727
2009-01-27,16.100000381469727
2009-01-28,16.100000381469727
2009-01-29,16.100000381469727
2009-01-30,15.050000190734863
2009-02-02,15.050000190734863
2009-02-03,15.050000190734863
2009-02-04,16.100000381469727
2009-02-05,15.399999618530273
2009-02-06,16.100000381469727
2009-02-09,15.75
2009-02-10,15.399999618530273
2009-02-11,15.399999618530273
2009-02-12,15.399999618530273
2009-02-13,15.050000190734863
2009-02-17,14.699999809265137
2009-02-18,15.399999618530273
2009-02-19,15.050000190734863
2009-02-20,14.350000381469727
2009-02-23,13.300000190734863
2009-02-24,13.649999618530273
2009-02-25,12.949999809265137
2009-02-26,11.899999618530273
2009-02-27,11.199999809265137
2009-03-02,11.199999809265137
2009-03-03,11.899999618530273
2009-03-04,11.550000190734863
2009-03-05,11.899999618530273
2009-03-06,11.199999809265137
2009-03-09,10.850000381469727
2009-03-10,11.550000190734863
2009-03-11,11.199999809265137
2009-03-12,13.649999618530273
2009-03-13,14.350000381469727
2009-03-16,13.300000190734863
2009-03-17,13.649999618530273
2009-03-18,14.0
2009-03-19,14.0
2009-03-20,12.949999809265137
2009-03-23,12.600000381469727
2009-03-24,13.649999618530273
2009-03-25,12.949999809265137
2009-03-26,12.949999809265137
2009-03-27,12.949999809265137
2009-03-30,12.949999809265137
2009-03-31,12.949999809265137
2009-04-01,13.300000190734863
2009-04-02,13.300000190734863
2009-04-03,13.300000190734863
2009-04-06,12.949999809265137
2009-04-07,12.949999809265137
2009-04-08,13.300000190734863
2009-04-09,12.949999809265137
2009-04-13,13.300000190734863
2009-04-14,13.649999618530273
2009-04-15,13.300000190734863
2009-04-16,13.649999618530273
2009-04-17,14.0
2009-04-20,13.649999618530273
2009-04-21,13.649999618530273
2009-04-22,13.649999618530273
2009-04-23,13.649999618530273
2009-04-24,14.0
2009-04-27,15.050000190734863
2009-04-28,14.0
2009-04-29,13.649999618530273
2009-04-30,13.300000190734863
2009-05-01,13.300000190734863
2009-05-04,13.300000190734863
2009-05-05,14.0
2009-05-06,14.0
2009-05-07,15.050000190734863
2009-05-08,15.399999618530273
2009-05-11,16.450000762939453
2009-05-12,15.75
2009-05-13,15.399999618530273
2009-05-14,16.799999237060547
2009-05-15,16.799999237060547
2009-05-18,16.100000381469727
2009-05-19,16.799999237060547
2009-05-20,16.799999237060547
2009-05-21,17.5
2009-05-22,17.5
2009-05-26,18.200000762939453
2009-05-27,21.0
2009-05-28,31.850000381469727
2009-05-29,28.700000762939453
2009-06-01,28.0
2009-06-02,24.149999618530273
2009-06-03,28.350000381469727
2009-06-04,25.549999237060547
2009-06-05,26.25
2009-06-08,28.350000381469727
2009-06-09,29.399999618530273
2009-06-10,33.95000076293945
2009-06-11,31.5
2009-06-12,32.900001525878906
2009-06-15,31.5
2009-06-16,33.95000076293945
2009-06-17,28.0
2009-06-18,28.700000762939453
2009-06-19,30.799999237060547
2009-06-22,29.049999237060547
2009-06-23,28.0
2009-06-24,29.399999618530273
2009-06-25,28.350000381469727
2009-06-26,28.700000762939453
2009-06-29,29.049999237060547
2009-06-30,29.399999618530273
2009-07-01,28.700000762939453
2009-07-02,29.399999618530273
2009-07-06,28.700000762939453
2009-07-07,27.299999237060547
2009-07-08,24.850000381469727
2009-07-09,26.25
2009-07-10,26.600000381469727
2009-07-13,28.350000381469727
2009-07-14,27.649999618530273
2009-07-15,25.549999237060547
2009-07-16,25.549999237060547
2009-07-17,27.299999237060547
2009-07-20,27.299999237060547
2009-07-21,26.600000381469727
2009-07-22,28.0
2009-07-23,28.350000381469727
2009-07-24,26.950000762939453
2009-07-27,28.350000381469727
2009-07-28,28.0
2009-07-29,28.350000381469727
2009-07-30,28.0
2009-07-31,28.700000762939453
2009-08-03,28.0
2009-08-04,27.649999618530273
2009-08-05,28.0
2009-08-06,27.649999618530273
2009-08-07,26.600000381469727
2009-08-10,26.600000381469727
2009-08-11,25.200000762939453
2009-08-12,25.899999618530273
2009-08-13,26.25
2009-08-14,25.549999237060547
2009-08-17,24.5
2009-08-18,25.549999237060547
2009-08-19,24.850000381469727
2009-08-20,25.200000762939453
2009-08-21,24.5
2009-08-24,24.850000381469727
2009-08-25,24.5
2009-08-26,26.25
2009-08-27,25.899999618530273
2009-08-28,26.25
2009-08-31,26.950000762939453
2009-09-01,28.0
2009-09-02,29.75
2009-09-03,29.049999237060547
2009-09-04,27.299999237060547
2009-09-08,28.700000762939453
2009-09-09,27.649999618530273
2009-09-10,27.299999237060547
2009-09-11,26.950000762939453
2009-09-14,26.25
2009-09-15,26.25
2009-09-16,26.25
2009-09-17,26.25
2009-09-18,25.549999237060547
2009-09-21,25.899999618530273
2009-09-22,25.899999618530273
2009-09-23,24.5
2009-09-24,24.5
2009-09-25,24.149999618530273
2009-09-28,24.5
2009-09-29,24.5
2009-09-30,24.149999618530273
2009-10-01,23.450000762939453
2009-10-02,24.5
2009-10-05,23.799999237060547
2009-10-06,23.799999237060547
2009-10-07,23.799999237060547
2009-10-08,24.5
2009-10-09,23.799999237060547
2009-10-12,23.450000762939453
2009-10-13,23.100000381469727
2009-10-14,22.399999618530273
2009-10-15,22.75
2009-10-16,22.399999618530273
2009-10-19,23.799999237060547
2009-10-20,25.34000015258789
2009-10-21,24.290000915527344
2009-10-22,23.309999465942383
2009-10-23,22.540000915527344
2009-10-26,21.280000686645508
2009-10-27,19.8799991607666
2009-10-28,19.31999969482422
2009-10-29,19.950000762939453
2009-10-30,19.739999771118164
2009-11-02,19.670000076293945
2009-11-03,20.790000915527344
2009-11-04,21.0
2009-11-05,22.1200008392334
2009-11-06,22.68000030517578
2009-11-09,22.889999389648438
2009-11-10,22.75
2009-11-11,23.100000381469727
2009-11-12,22.540000915527344
2009-11-13,22.049999237060547
2009-11-16,22.190000534057617
2009-11-17,21.6299991607666
2009-11-18,21.489999771118164
2009-11-19,21.139999389648438
2009-11-20,20.649999618530273
2009-11-23,20.719999313354492
2009-11-24,20.299999237060547
2009-11-25,19.809999465942383
2009-11-27,19.040000915527344
2009-11-30,17.989999771118164
2009-12-01,18.34000015258789
2009-12-02,19.809999465942383
2009-12-03,19.670000076293945
2009-12-04,19.670000076293945
2009-12-07,19.389999389648438
2009-12-08,18.899999618530273
2009-12-09,19.459999084472656
2009-12-10,18.760000228881836
2009-12-11,18.549999237060547
2009-12-14,18.549999237060547
2009-12-15,18.899999618530273
2009-12-16,18.690000534057617
2009-12-17,18.549999237060547
2009-12-18,19.459999084472656
2009-12-21,18.899999618530273
2009-12-22,18.969999313354492
2009-12-23,18.899999618530273
2009-12-24,18.6200008392334
2009-12-28,18.270000457763672
2009-12-29,18.549999237060547
2009-12-30,18.40999984741211
2009-12-31,20.719999313354492
2010-01-04,20.229999542236328
2010-01-05,19.459999084472656
2010-01-06,18.829999923706055
2010-01-07,21.0
2010-01-08,22.190000534057617
2010-01-11,24.219999313354492
2010-01-12,23.100000381469727
2010-01-13,23.3799991607666
2010-01-14,23.170000076293945
2010-01-15,22.540000915527344
2010-01-19,22.959999084472656
2010-01-20,22.469999313354492
2010-01-21,21.770000457763672
2010-01-22,21.420000076293945
2010-01-25,21.209999084472656
2010-01-26,20.649999618530273
2010-01-27,20.15999984741211
2010-01-28,20.510000228881836
2010-01-29,21.350000381469727
2010-02-01,20.510000228881836
2010-02-02,20.579999923706055
2010-02-03,20.3700008392334
2010-02-04,20.860000610351562
2010-02-05,21.350000381469727
2010-02-08,21.90999984741211
2010-02-09,21.700000762939453
2010-02-10,21.770000457763672
2010-02-11,22.049999237060547
2010-02-12,22.329999923706055
2010-02-16,22.68000030517578
2010-02-17,22.889999389648438
2010-02-18,23.309999465942383
2010-02-19,23.170000076293945
2010-02-22,23.100000381469727
2010-02-23,22.959999084472656
2010-02-24,22.81999969482422
2010-02-25,22.540000915527344
2010-02-26,22.68000030517578
2010-03-01,22.540000915527344
2010-03-02,22.469999313354492
2010-03-03,22.68000030517578
2010-03-04,22.610000610351562
2010-03-05,22.399999618530273
2010-03-08,23.309999465942383
2010-03-09,24.5
2010-03-10,24.709999084472656
2010-03-11,23.940000534057617
2010-03-12,24.290000915527344
2010-03-15,23.799999237060547
2010-03-16,23.170000076293945
2010-03-17,22.889999389648438
2010-03-18,21.979999542236328
2010-03-19,22.1200008392334
2010-03-22,21.979999542236328
2010-03-23,22.329999923706055
2010-03-24,22.1200008392334
2010-03-25,21.84000015258789
2010-03-26,21.770000457763672
2010-03-29,21.420000076293945
2010-03-30,21.489999771118164
2010-03-31,21.559999465942383
2010-04-01,22.049999237060547
2010-04-05,23.729999542236328
2010-04-06,23.239999771118164
2010-04-07,23.729999542236328
2010-04-08,23.450000762939453
2010-04-09,23.799999237060547
2010-04-12,25.1299991607666
2010-04-13,27.229999542236328
2010-04-14,27.510000228881836
2010-04-15,28.0
2010-04-16,28.0
2010-04-19,28.6299991607666
2010-04-20,28.350000381469727
2010-04-21,27.15999984741211
2010-04-22,27.020000457763672
2010-04-23,26.950000762939453
2010-04-26,27.579999923706055
2010-04-27,27.299999237060547
2010-04-28,27.299999237060547
2010-04-29,27.299999237060547
2010-04-30,28.06999969482422
2010-05-03,28.84000015258789
2010-05-04,27.860000610351562
2010-05-05,27.299999237060547
2010-05-06,26.600000381469727
2010-05-07,25.059999465942383
2010-05-10,26.459999084472656
2010-05-11,26.18000030517578
2010-05-12,26.530000686645508
2010-05-13,26.8799991607666
2010-05-14,26.18000030517578
2010-05-17,26.530000686645508
2010-05-18,26.809999465942383
2010-05-19,25.829999923706055
2010-05-20,21.489999771118164
2010-05-21,21.84000015258789
2010-05-24,21.489999771118164
2010-05-25,21.139999389648438
2010-05-26,22.1200008392334
2010-05-27,22.68000030517578
2010-05-28,22.75
2010-06-01,22.399999618530273
2010-06-02,22.81999969482422
2010-06-03,22.610000610351562
2010-06-04,22.959999084472656
2010-06-07,20.579999923706055
2010-06-08,20.15999984741211
2010-06-09,19.670000076293945
2010-06-10,20.510000228881836
2010-06-11,21.06999969482422
2010-06-14,21.420000076293945
2010-06-15,21.6299991607666
2010-06-16,21.6299991607666
2010-06-17,21.770000457763672
2010-06-18,22.049999237060547
2010-06-21,21.979999542236328
2010-06-22,21.770000457763672
2010-06-23,20.15999984741211
2010-06-24,19.040000915527344
2010-06-25,18.899999618530273
2010-06-28,17.850000381469727
2010-06-29,16.729999542236328
2010-06-30,15.050000190734863
2010-07-01,15.119999885559082
2010-07-02,14.5600004196167
2010-07-06,13.229999542236328
2010-07-07,13.15999984741211
2010-07-08,13.789999961853027
2010-07-09,13.579999923706055
2010-07-12,13.09000015258789
2010-07-13,13.229999542236328
2010-07-14,13.300000190734863
2010-07-15,12.319999694824219
2010-07-16,12.25
2010-07-19,11.550000190734863
2010-07-20,11.760000228881836
2010-07-21,11.40999984741211
2010-07-22,11.270000457763672
2010-07-23,12.039999961853027
2010-07-26,12.319999694824219
2010-07-27,13.020000457763672
2010-07-28,11.6899995803833
2010-07-29,11.6899995803833
2010-07-30,11.34000015258789
2010-08-02,12.109999656677246
2010-08-03,11.550000190734863
2010-08-04,11.760000228881836
2010-08-05,11.34000015258789
2010-08-06,10.920000076293945
2010-08-09,11.0600004196167
2010-08-10,11.130000114440918
2010-08-11,10.640000343322754
2010-08-12,10.569999694824219
2010-08-13,9.800000190734863
2010-08-16,10.289999961853027
2010-08-17,10.640000343322754
2010-08-18,10.640000343322754
2010-08-19,10.430000305175781
2010-08-20,10.220000267028809
2010-08-23,9.800000190734863
2010-08-24,9.59000015258789
2010-08-25,9.449999809265137
2010-08-26,9.100000381469727
2010-08-27,9.520000457763672
2010-08-30,9.3100004196167
2010-08-31,9.3100004196167
2010-09-01,9.59000015258789
2010-09-02,10.289999961853027
2010-09-03,10.220000267028809
2010-09-07,10.079999923706055
2010-09-08,9.380000114440918
2010-09-09,9.9399995803833
2010-09-10,10.149999618530273
2010-09-13,10.430000305175781
2010-09-14,9.869999885559082
2010-09-15,9.869999885559082
2010-09-16,9.729999542236328
2010-09-17,9.729999542236328
2010-09-20,9.9399995803833
2010-09-21,9.59000015258789
2010-09-22,9.59000015258789
2010-09-23,9.380000114440918
2010-09-24,9.59000015258789
2010-09-27,10.149999618530273
2010-09-28,10.430000305175781
2010-09-29,10.220000267028809
2010-09-30,10.149999618530273
2010-10-01,9.800000190734863
2010-10-04,9.869999885559082
2010-10-05,9.800000190734863
2010-10-06,10.640000343322754
2010-10-07,11.130000114440918
2010-10-08,11.479999542236328
2010-10-11,11.0600004196167
2010-10-12,11.34000015258789
2010-10-13,11.34000015258789
2010-10-14,11.34000015258789
2010-10-15,11.479999542236328
2010-10-18,13.229999542236328
2010-10-19,12.319999694824219
2010-10-20,12.109999656677246
2010-10-21,11.270000457763672
2010-10-22,10.850000381469727
2010-10-25,11.199999809265137
2010-10-26,10.850000381469727
2010-10-27,10.920000076293945
2010-10-28,10.850000381469727
2010-10-29,10.640000343322754
2010-11-01,10.569999694824219
2010-11-02,10.710000038146973
2010-11-03,10.920000076293945
2010-11-04,11.970000267028809
2010-11-05,11.479999542236328
2010-11-08,11.270000457763672
2010-11-09,10.640000343322754
2010-11-10,11.130000114440918
2010-11-11,10.920000076293945
2010-11-12,10.640000343322754
2010-11-15,11.0600004196167
2010-11-16,10.430000305175781
2010-11-17,10.989999771118164
2010-11-18,11.199999809265137
2010-11-19,11.199999809265137
2010-11-22,11.479999542236328
2010-11-23,11.130000114440918
2010-11-24,11.199999809265137
2010-11-26,10.989999771118164
2010-11-29,10.850000381469727
2010-11-30,10.779999732971191
2010-12-01,11.130000114440918
2010-12-02,11.270000457763672
2010-12-03,11.130000114440918
2010-12-06,11.0600004196167
2010-12-07,11.40999984741211
2010-12-08,11.270000457763672
2010-12-09,11.34000015258789
2010-12-10,11.0600004196167
2010-12-13,11.0600004196167
2010-12-14,10.989999771118164
2010-12-15,11.0600004196167
2010-12-16,11.34000015258789
2010-12-17,11.619999885559082
2010-12-20,15.609999656677246
2010-12-21,13.300000190734863
2010-12-22,13.300000190734863
2010-12-23,16.450000762939453
2010-12-27,15.399999618530273
2010-12-28,15.75
2010-12-29,16.239999771118164
2010-12-30,15.399999618530273
2010-12-31,16.100000381469727
2011-01-03,16.3799991607666
2011-01-04,16.309999465942383
2011-01-05,17.43000030517578
2011-01-06,17.149999618530273
2011-01-07,16.799999237060547
2011-01-10,17.850000381469727
2011-01-11,17.920000076293945
2011-01-12,19.25
2011-01-13,20.860000610351562
2011-01-14,21.06999969482422
2011-01-18,20.510000228881836
2011-01-19,19.040000915527344
2011-01-20,18.270000457763672
2011-01-21,17.989999771118164
2011-01-24,17.5
2011-01-25,17.079999923706055
2011-01-26,16.65999984741211
2011-01-27,17.639999389648438
2011-01-28,16.65999984741211
2011-01-31,16.450000762939453
2011-02-01,17.290000915527344
2011-02-02,16.799999237060547
2011-02-03,16.59000015258789
2011-02-04,16.3799991607666
2011-02-07,16.799999237060547
2011-02-08,17.850000381469727
2011-02-09,16.8700008392334
2011-02-10,16.59000015258789
2011-02-11,16.59000015258789
2011-02-14,17.290000915527344
2011-02-15,16.940000534057617
2011-02-16,17.149999618530273
2011-02-17,17.149999618530273
2011-02-18,17.079999923706055
2011-02-22,15.890000343322754
2011-02-23,15.1899995803833
2011-02-24,14.90999984741211
2011-02-25,15.609999656677246
2011-02-28,15.609999656677246
2011-03-01,15.260000228881836
2011-03-02,15.260000228881836
2011-03-03,15.539999961853027
2011-03-04,15.609999656677246
2011-03-07,14.770000457763672
2011-03-08,15.819999694824219
2011-03-09,17.079999923706055
2011-03-10,16.239999771118164
2011-03-11,16.3799991607666
2011-03-14,14.90999984741211
2011-03-15,15.050000190734863
2011-03-16,14.84000015258789
2011-03-17,14.90999984741211
2011-03-18,14.979999542236328
2011-03-21,15.680000305175781
2011-03-22,16.239999771118164
2011-03-23,16.65999984741211
2011-03-24,17.010000228881836
2011-03-25,17.079999923706055
