,CSSEP
2019-03-18,24.739999771118164
2019-03-19,25.049999237060547
2019-03-20,24.80299949645996
2019-03-21,24.895000457763672
2019-03-22,24.60300064086914
2019-03-25,25.200000762939453
2019-03-26,25.106000900268555
2019-03-27,24.920000076293945
2019-03-28,24.989999771118164
2019-03-29,25.299999237060547
2019-04-01,25.190000534057617
2019-04-02,25.350000381469727
2019-04-03,25.149999618530273
2019-04-04,25.249000549316406
2019-04-05,25.350000381469727
2019-04-08,25.57900047302246
2019-04-09,25.56999969482422
2019-04-10,25.1200008392334
2019-04-11,25.09000015258789
2019-04-12,25.030000686645508
2019-04-15,25.209999084472656
2019-04-16,25.200000762939453
2019-04-17,24.940000534057617
2019-04-18,25.020000457763672
2019-04-22,25.09000015258789
2019-04-23,25.121999740600586
2019-04-24,25.39900016784668
2019-04-25,25.39900016784668
2019-04-26,25.499000549316406
2019-04-29,25.392000198364258
2019-04-30,25.316999435424805
2019-05-01,25.277000427246094
2019-05-02,25.32200050354004
2019-05-03,25.25
2019-05-06,25.354000091552734
2019-05-07,25.299999237060547
2019-05-08,25.25
2019-05-09,25.148000717163086
2019-05-10,25.224000930786133
2019-05-13,25.145000457763672
2019-05-14,25.200000762939453
2019-05-15,25.450000762939453
2019-05-16,25.334999084472656
2019-05-17,25.448999404907227
2019-05-20,25.40999984741211
2019-05-21,25.450000762939453
2019-05-22,25.552000045776367
2019-05-23,25.549999237060547
2019-05-24,25.3700008392334
2019-05-28,25.219999313354492
2019-05-29,25.299999237060547
2019-05-30,25.149999618530273
2019-05-31,25.100000381469727
2019-06-03,25.25
2019-06-04,25.059999465942383
2019-06-05,25.190000534057617
2019-06-06,25.149999618530273
2019-06-07,25.200000762939453
2019-06-10,25.170000076293945
2019-06-11,25.134000778198242
2019-06-12,25.128999710083008
2019-06-13,25.106000900268555
2019-06-14,24.965999603271484
2019-06-17,24.93000030517578
2019-06-18,25.0
2019-06-19,25.03499984741211
2019-06-20,25.069000244140625
2019-06-21,25.100000381469727
2019-06-24,25.15999984741211
2019-06-25,25.15999984741211
2019-06-26,25.15399932861328
2019-06-27,24.950000762939453
2019-06-28,24.93000030517578
2019-07-01,24.780000686645508
2019-07-02,24.75
2019-07-03,24.799999237060547
2019-07-05,24.850000381469727
2019-07-08,25.0
2019-07-09,24.90999984741211
2019-07-10,25.0
2019-07-11,25.0
2019-07-12,25.0
2019-07-15,24.969999313354492
2019-07-16,24.950000762939453
2019-07-17,24.97800064086914
2019-07-18,24.972000122070312
2019-07-19,24.996000289916992
2019-07-22,24.989999771118164
2019-07-23,25.200000762939453
2019-07-24,25.197999954223633
2019-07-25,25.25
2019-07-26,25.25
2019-07-29,25.260000228881836
2019-07-30,25.18000030517578
2019-07-31,25.270000457763672
2019-08-01,25.299999237060547
2019-08-02,25.219999313354492
2019-08-05,25.059999465942383
2019-08-06,25.094999313354492
2019-08-07,25.045000076293945
2019-08-08,25.167999267578125
2019-08-09,25.219999313354492
2019-08-12,25.200000762939453
2019-08-13,25.180999755859375
2019-08-14,25.059999465942383
2019-08-15,24.929000854492188
2019-08-16,25.02899932861328
2019-08-19,25.0
2019-08-20,24.93000030517578
2019-08-21,24.94499969482422
2019-08-22,24.975000381469727
2019-08-23,24.979999542236328
2019-08-26,25.070999145507812
2019-08-27,25.190000534057617
2019-08-28,25.209999084472656
2019-08-29,25.399999618530273
2019-08-30,25.30699920654297
2019-09-03,25.200000762939453
2019-09-04,25.209999084472656
2019-09-05,25.197999954223633
2019-09-06,25.219999313354492
2019-09-09,25.100000381469727
2019-09-10,25.225000381469727
2019-09-11,25.190000534057617
2019-09-12,25.18199920654297
2019-09-13,25.298999786376953
2019-09-16,25.20800018310547
2019-09-17,25.15999984741211
2019-09-18,25.190000534057617
2019-09-19,25.1299991607666
2019-09-20,25.149999618530273
2019-09-23,25.1200008392334
2019-09-24,25.399999618530273
2019-09-25,25.30299949645996
2019-09-26,25.440000534057617
2019-09-27,25.149999618530273
2019-09-30,25.18000030517578
2019-10-01,25.139999389648438
2019-10-02,25.049999237060547
2019-10-03,25.117000579833984
2019-10-04,25.100000381469727
2019-10-07,25.177000045776367
2019-10-08,25.145000457763672
2019-10-09,25.200000762939453
2019-10-10,25.170000076293945
2019-10-11,25.079999923706055
2019-10-14,25.1200008392334
2019-10-15,25.049999237060547
2019-10-16,25.090999603271484
2019-10-17,25.149999618530273
2019-10-18,25.249000549316406
2019-10-21,25.25
2019-10-22,25.229999542236328
2019-10-23,25.235000610351562
2019-10-24,25.280000686645508
2019-10-25,25.280000686645508
2019-10-28,25.280000686645508
2019-10-29,25.399999618530273
2019-10-30,25.299999237060547
2019-10-31,25.299999237060547
2019-11-01,25.382999420166016
2019-11-04,25.450000762939453
2019-11-05,25.459999084472656
2019-11-06,25.44099998474121
2019-11-07,25.450000762939453
2019-11-08,25.420000076293945
2019-11-11,25.399999618530273
2019-11-12,25.399999618530273
2019-11-13,25.5
2019-11-14,25.65399932861328
2019-11-15,25.77199935913086
2019-11-18,25.347999572753906
2019-11-19,25.190000534057617
2019-11-20,25.176000595092773
2019-11-21,25.1299991607666
2019-11-22,25.163999557495117
2019-11-25,25.25
2019-11-26,25.31399917602539
2019-11-27,25.15999984741211
2019-11-29,25.200000762939453
2019-12-02,25.170000076293945
2019-12-03,25.235000610351562
2019-12-04,25.349000930786133
2019-12-05,25.250999450683594
2019-12-06,25.29199981689453
2019-12-09,25.343000411987305
2019-12-10,25.399999618530273
2019-12-11,25.459999084472656
2019-12-12,25.57900047302246
2019-12-13,25.53499984741211
2019-12-16,25.541000366210938
2019-12-17,25.54599952697754
2019-12-18,25.59000015258789
2019-12-19,25.459999084472656
2019-12-20,25.420000076293945
2019-12-23,25.549999237060547
2019-12-24,25.59600067138672
2019-12-26,25.670000076293945
2019-12-27,25.809999465942383
2019-12-30,25.665000915527344
2019-12-31,25.69499969482422
2020-01-02,25.683000564575195
2020-01-03,25.700000762939453
2020-01-06,25.729999542236328
2020-01-07,25.797000885009766
2020-01-08,25.639999389648438
2020-01-09,25.701000213623047
2020-01-10,25.799999237060547
2020-01-13,25.899999618530273
2020-01-14,25.825000762939453
2020-01-15,25.850000381469727
2020-01-16,25.959999084472656
2020-01-17,26.0310001373291
2020-01-21,26.25
2020-01-22,25.954999923706055
2020-01-23,25.983999252319336
2020-01-24,25.75
2020-01-27,25.770000457763672
2020-01-28,26.0
2020-01-29,25.91900062561035
2020-01-30,25.770000457763672
2020-01-31,25.683000564575195
2020-02-03,25.799999237060547
2020-02-04,25.94099998474121
2020-02-05,25.770000457763672
2020-02-06,25.81999969482422
2020-02-07,25.951000213623047
2020-02-10,25.860000610351562
2020-02-11,25.915000915527344
2020-02-12,25.8799991607666
2020-02-13,25.947999954223633
2020-02-14,25.889999389648438
2020-02-18,26.05699920654297
2020-02-19,26.100000381469727
2020-02-20,26.275999069213867
2020-02-21,26.280000686645508
2020-02-24,26.229999542236328
2020-02-25,26.229999542236328
2020-02-26,26.405000686645508
2020-02-27,25.53499984741211
2020-02-28,25.06999969482422
2020-03-02,25.7450008392334
2020-03-03,25.58300018310547
2020-03-04,25.829999923706055
2020-03-05,25.792999267578125
2020-03-06,25.84000015258789
2020-03-09,24.850000381469727
2020-03-10,23.649999618530273
2020-03-11,24.256999969482422
2020-03-12,22.65999984741211
2020-03-13,23.5
2020-03-16,18.246000289916992
2020-03-17,18.422000885009766
2020-03-18,16.549999237060547
2020-03-19,16.84000015258789
2020-03-20,16.850000381469727
2020-03-23,16.0
2020-03-24,16.899999618530273
2020-03-25,19.299999237060547
2020-03-26,20.030000686645508
2020-03-27,19.479999542236328
2020-03-30,18.020000457763672
2020-03-31,20.200000762939453
2020-04-01,19.25
2020-04-02,19.75
2020-04-03,19.5
2020-04-06,20.759000778198242
2020-04-07,20.99799919128418
2020-04-08,22.25
2020-04-09,23.68000030517578
2020-04-13,22.510000228881836
2020-04-14,22.472999572753906
2020-04-15,22.683000564575195
2020-04-16,23.0
2020-04-17,23.614999771118164
2020-04-20,23.200000762939453
2020-04-21,23.549999237060547
2020-04-22,23.354999542236328
2020-04-23,23.280000686645508
2020-04-24,23.184999465942383
2020-04-27,23.39299964904785
2020-04-28,23.382999420166016
2020-04-29,23.399999618530273
2020-04-30,23.1200008392334
2020-05-01,23.04400062561035
2020-05-04,22.989999771118164
2020-05-05,23.135000228881836
2020-05-06,23.5
2020-05-07,23.440000534057617
2020-05-08,23.34000015258789
2020-05-11,23.2189998626709
2020-05-12,23.299999237060547
2020-05-13,22.781999588012695
2020-05-14,21.1200008392334
2020-05-15,21.75
2020-05-18,22.450000762939453
2020-05-19,23.20199966430664
2020-05-20,23.389999389648438
2020-05-21,23.25
2020-05-22,23.43000030517578
2020-05-26,23.350000381469727
2020-05-27,23.350000381469727
2020-05-28,23.25200080871582
2020-05-29,23.100000381469727
2020-06-01,23.059999465942383
2020-06-02,23.170000076293945
2020-06-03,23.158000946044922
2020-06-04,22.959999084472656
2020-06-05,23.149999618530273
2020-06-08,23.170000076293945
2020-06-09,23.229999542236328
2020-06-10,23.18000030517578
2020-06-11,22.70199966430664
2020-06-12,22.200000762939453
2020-06-15,22.506999969482422
2020-06-16,22.309999465942383
2020-06-17,22.350000381469727
2020-06-18,22.5
2020-06-19,22.402999877929688
2020-06-22,22.667999267578125
2020-06-23,22.440000534057617
2020-06-24,22.75
2020-06-25,22.51099967956543
2020-06-26,22.5
2020-06-29,22.655000686645508
2020-06-30,22.655000686645508
2020-07-01,22.604999542236328
2020-07-02,22.520000457763672
2020-07-06,23.20599937438965
2020-07-07,23.200000762939453
2020-07-08,23.260000228881836
2020-07-09,23.200000762939453
2020-07-10,23.309999465942383
2020-07-13,22.889999389648438
2020-07-14,23.229999542236328
2020-07-15,23.07900047302246
2020-07-16,23.0
2020-07-17,23.440000534057617
2020-07-20,23.450000762939453
2020-07-21,23.024999618530273
2020-07-22,23.600000381469727
2020-07-23,23.2450008392334
2020-07-24,23.139999389648438
2020-07-27,23.100000381469727
2020-07-28,23.100000381469727
2020-07-29,23.125
2020-07-30,23.0
2020-07-31,22.93000030517578
2020-08-03,22.975000381469727
2020-08-04,23.0
2020-08-05,22.850000381469727
2020-08-06,23.049999237060547
2020-08-07,23.0
2020-08-10,22.959999084472656
2020-08-11,22.959999084472656
2020-08-12,22.8799991607666
2020-08-13,22.934999465942383
2020-08-14,23.000999450683594
2020-08-17,23.0
2020-08-18,23.075000762939453
2020-08-19,23.399999618530273
2020-08-20,23.479999542236328
2020-08-21,23.34000015258789
2020-08-24,23.34000015258789
2020-08-25,23.389999389648438
2020-08-26,23.299999237060547
2020-08-27,23.32200050354004
2020-08-28,23.100000381469727
2020-08-31,23.33799934387207
2020-09-01,23.25
2020-09-02,23.309999465942383
2020-09-03,23.079999923706055
2020-09-04,23.048999786376953
2020-09-08,23.0
2020-09-09,23.200000762939453
2020-09-10,23.280000686645508
2020-09-11,23.200000762939453
2020-09-14,23.0
2020-09-15,23.200000762939453
2020-09-16,23.100000381469727
2020-09-17,23.049999237060547
2020-09-18,23.079999923706055
2020-09-21,23.100000381469727
2020-09-22,23.100000381469727
2020-09-23,23.200000762939453
2020-09-24,23.100000381469727
2020-09-25,23.25
2020-09-28,23.25
2020-09-29,23.049999237060547
2020-09-30,23.100000381469727
2020-10-01,23.149999618530273
2020-10-02,23.089000701904297
2020-10-05,23.139999389648438
2020-10-06,23.1299991607666
2020-10-07,23.155000686645508
2020-10-08,23.149999618530273
2020-10-09,23.139999389648438
2020-10-12,23.020000457763672
2020-10-13,23.010000228881836
2020-10-14,23.097000122070312
2020-10-15,23.05500030517578
2020-10-16,23.075000762939453
2020-10-19,23.0
2020-10-20,23.0
2020-10-21,23.1299991607666
2020-10-22,23.104999542236328
2020-10-23,23.1200008392334
2020-10-26,23.049999237060547
2020-10-27,23.079999923706055
2020-10-28,22.770000457763672
2020-10-29,22.690000534057617
2020-10-30,22.549999237060547
2020-11-02,22.1200008392334
2020-11-03,22.579999923706055
2020-11-04,22.350000381469727
2020-11-05,22.510000228881836
2020-11-06,22.56999969482422
2020-11-09,22.81999969482422
2020-11-10,22.899999618530273
2020-11-11,23.0
2020-11-12,23.010000228881836
2020-11-13,23.0
2020-11-16,22.989999771118164
2020-11-17,23.0
2020-11-18,23.030000686645508
2020-11-19,23.030000686645508
2020-11-20,23.020000457763672
2020-11-23,23.079999923706055
2020-11-24,23.139999389648438
2020-11-25,22.950000762939453
2020-11-27,22.93000030517578
2020-11-30,22.979999542236328
2020-12-01,23.049999237060547
2020-12-02,22.989999771118164
2020-12-03,22.969999313354492
2020-12-04,22.979999542236328
2020-12-07,23.024999618530273
2020-12-08,22.999000549316406
2020-12-09,23.09000015258789
2020-12-10,23.040000915527344
2020-12-11,23.1299991607666
2020-12-14,23.09000015258789
2020-12-15,23.299999237060547
2020-12-16,23.299999237060547
2020-12-17,23.450000762939453
2020-12-18,23.367000579833984
2020-12-21,23.31999969482422
2020-12-22,23.399999618530273
2020-12-23,23.899999618530273
2020-12-24,24.600000381469727
2020-12-28,24.780000686645508
2020-12-29,24.6299991607666
2020-12-30,24.43000030517578
2020-12-31,24.51099967956543
2021-01-04,24.700000762939453
2021-01-05,24.899999618530273
2021-01-06,24.739999771118164
2021-01-07,24.83799934387207
2021-01-08,24.889999389648438
2021-01-11,24.639999389648438
2021-01-12,24.6200008392334
2021-01-13,24.350000381469727
2021-01-14,24.59000015258789
2021-01-15,25.100000381469727
2021-01-19,25.100000381469727
2021-01-20,25.149999618530273
2021-01-21,25.290000915527344
2021-01-22,25.350000381469727
2021-01-25,26.0
2021-01-26,25.933000564575195
2021-01-27,25.790000915527344
2021-01-28,25.700000762939453
2021-01-29,25.610000610351562
2021-02-01,25.649999618530273
2021-02-02,25.809999465942383
2021-02-03,25.945999145507812
2021-02-04,25.825000762939453
2021-02-05,25.889999389648438
2021-02-08,25.549999237060547
2021-02-09,25.549999237060547
2021-02-10,25.65999984741211
2021-02-11,25.69499969482422
2021-02-12,25.729999542236328
2021-02-16,26.049999237060547
2021-02-17,26.0
2021-02-18,26.049999237060547
2021-02-19,25.975000381469727
2021-02-22,26.209999084472656
2021-02-23,26.558000564575195
2021-02-24,26.399999618530273
2021-02-25,26.08099937438965
2021-02-26,26.18000030517578
2021-03-01,26.270000457763672
2021-03-02,26.349000930786133
2021-03-03,26.489999771118164
2021-03-04,26.459999084472656
2021-03-05,26.350000381469727
2021-03-08,26.25
2021-03-09,26.599000930786133
2021-03-10,26.600000381469727
2021-03-11,26.549999237060547
2021-03-12,26.565000534057617
2021-03-15,26.579999923706055
2021-03-16,26.729999542236328
2021-03-17,26.636999130249023
2021-03-18,27.003000259399414
2021-03-19,27.138999938964844
2021-03-22,27.170000076293945
2021-03-23,27.149999618530273
2021-03-24,26.979999542236328
2021-03-25,26.979999542236328
2021-03-26,26.72100067138672
2021-03-29,26.75
2021-03-30,26.570999145507812
2021-03-31,26.6299991607666
2021-04-01,27.010000228881836
2021-04-05,26.850000381469727
2021-04-06,26.965999603271484
2021-04-07,26.958999633789062
2021-04-08,26.972999572753906
2021-04-09,27.260000228881836
2021-04-12,27.56800079345703
2021-04-13,27.399999618530273
2021-04-14,27.339000701904297
2021-04-15,27.104000091552734
2021-04-16,27.1200008392334
2021-04-19,27.059999465942383
2021-04-20,27.149999618530273
2021-04-21,27.139999389648438
2021-04-22,27.299999237060547
2021-04-23,27.267000198364258
2021-04-26,27.100000381469727
2021-04-27,27.280000686645508
2021-04-28,27.6200008392334
2021-04-29,27.6200008392334
2021-04-30,28.0
2021-05-03,27.540000915527344
2021-05-04,28.0
2021-05-05,27.75
2021-05-06,28.479999542236328
2021-05-07,28.649999618530273
2021-05-10,28.399999618530273
2021-05-11,28.15999984741211
2021-05-12,28.336000442504883
2021-05-13,28.350000381469727
2021-05-14,29.06599998474121
