,ENLV
2015-07-29,269.6000061035156
2015-07-30,265.6000061035156
2015-07-31,259.20001220703125
2015-08-03,258.0
2015-08-04,258.3999938964844
2015-08-05,258.79998779296875
2015-08-06,257.6000061035156
2015-08-07,249.60000610351562
2015-08-10,246.39999389648438
2015-08-11,242.39999389648438
2015-08-12,223.1999969482422
2015-08-13,226.0
2015-08-14,218.0
2015-08-17,226.0
2015-08-18,230.0
2015-08-19,224.0
2015-08-20,209.1999969482422
2015-08-21,213.60000610351562
2015-08-24,198.0
2015-08-25,211.0
2015-08-26,204.8000030517578
2015-08-27,224.39999389648438
2015-08-28,236.8000030517578
2015-08-31,233.60000610351562
2015-09-01,228.8000030517578
2015-09-02,233.1999969482422
2015-09-03,226.0
2015-09-04,222.8000030517578
2015-09-08,226.39999389648438
2015-09-09,224.39999389648438
2015-09-10,222.0
2015-09-11,218.8000030517578
2015-09-14,224.0
2015-09-15,226.39999389648438
2015-09-16,239.60000610351562
2015-09-17,258.0
2015-09-18,248.39999389648438
2015-09-21,257.20001220703125
2015-09-22,242.39999389648438
2015-09-23,242.0
2015-09-24,239.24000549316406
2015-09-25,230.39999389648438
2015-09-28,216.8000030517578
2015-09-29,204.39999389648438
2015-09-30,203.60000610351562
2015-10-01,195.1999969482422
2015-10-02,198.0
2015-10-05,209.60000610351562
2015-10-06,210.39999389648438
2015-10-07,220.0
2015-10-08,213.1999969482422
2015-10-09,205.60000610351562
2015-10-12,220.0
2015-10-13,222.39999389648438
2015-10-14,208.8000030517578
2015-10-15,207.1999969482422
2015-10-16,210.39999389648438
2015-10-19,200.8000030517578
2015-10-20,215.60000610351562
2015-10-21,206.39999389648438
2015-10-22,218.60000610351562
2015-10-23,210.39999389648438
2015-10-26,201.60000610351562
2015-10-27,216.8000030517578
2015-10-28,203.60000610351562
2015-10-29,203.1999969482422
2015-10-30,198.0
2015-11-02,200.39999389648438
2015-11-03,192.39999389648438
2015-11-04,200.0
2015-11-05,190.0
2015-11-06,190.8000030517578
2015-11-09,186.8000030517578
2015-11-10,188.39999389648438
2015-11-11,186.27999877929688
2015-11-12,179.60000610351562
2015-11-13,180.0
2015-11-16,166.0
2015-11-17,168.0
2015-11-18,172.9600067138672
2015-11-19,170.0
2015-11-20,165.60000610351562
2015-11-23,169.60000610351562
2015-11-24,177.1999969482422
2015-11-25,181.1999969482422
2015-11-27,209.60000610351562
2015-11-30,206.0
2015-12-01,200.8000030517578
2015-12-02,197.1999969482422
2015-12-03,188.39999389648438
2015-12-04,190.39999389648438
2015-12-07,183.8000030517578
2015-12-08,179.1999969482422
2015-12-09,168.8000030517578
2015-12-10,160.8000030517578
2015-12-11,156.0
2015-12-14,147.1999969482422
2015-12-15,146.0
2015-12-16,157.60000610351562
2015-12-17,156.0
2015-12-18,174.39999389648438
2015-12-21,176.0
2015-12-22,176.0
2015-12-23,171.1999969482422
2015-12-24,169.1999969482422
2015-12-28,165.1999969482422
2015-12-29,164.39999389648438
2015-12-30,167.1999969482422
2015-12-31,154.8000030517578
2016-01-04,152.0
2016-01-05,151.60000610351562
2016-01-06,141.1999969482422
2016-01-07,142.39999389648438
2016-01-08,138.8000030517578
2016-01-11,117.5999984741211
2016-01-12,114.80000305175781
2016-01-13,108.80000305175781
2016-01-14,120.80000305175781
2016-01-15,117.19999694824219
2016-01-19,116.80000305175781
2016-01-20,108.4000015258789
2016-01-21,112.0
2016-01-22,118.80000305175781
2016-01-25,129.1999969482422
2016-01-26,127.19999694824219
2016-01-27,129.60000610351562
2016-01-28,135.60000610351562
2016-01-29,146.39999389648438
2016-02-01,145.1999969482422
2016-02-02,144.0
2016-02-03,129.60000610351562
2016-02-04,120.4000015258789
2016-02-05,121.19999694824219
2016-02-08,116.80000305175781
2016-02-09,112.0
2016-02-10,112.0
2016-02-11,114.0
2016-02-12,119.5999984741211
2016-02-16,119.5999984741211
2016-02-17,116.0
2016-02-18,120.87999725341797
2016-02-19,120.0
2016-02-22,122.80000305175781
2016-02-23,124.4000015258789
2016-02-24,112.4000015258789
2016-02-25,110.80000305175781
2016-02-26,110.4000015258789
2016-02-29,111.19999694824219
2016-03-01,107.80000305175781
2016-03-02,103.19999694824219
2016-03-03,111.5999984741211
2016-03-04,107.19999694824219
2016-03-07,108.0
2016-03-08,106.4000015258789
2016-03-09,110.4000015258789
2016-03-10,106.0
2016-03-11,110.0
2016-03-14,109.19999694824219
2016-03-15,105.5999984741211
2016-03-16,163.1999969482422
2016-03-17,119.5999984741211
2016-03-18,114.0
2016-03-21,111.19999694824219
2016-03-22,107.5999984741211
2016-03-23,104.0
2016-03-24,108.0
2016-03-28,102.4000015258789
2016-03-29,99.5999984741211
2016-03-30,96.80000305175781
2016-03-31,99.5999984741211
2016-04-01,98.4000015258789
2016-04-04,93.19999694824219
2016-04-05,90.0
2016-04-06,96.80000305175781
2016-04-07,92.19999694824219
2016-04-08,90.4000015258789
2016-04-11,90.4000015258789
2016-04-12,89.19999694824219
2016-04-13,92.80000305175781
2016-04-14,96.0
2016-04-15,108.4000015258789
2016-04-18,112.0
2016-04-19,105.19999694824219
2016-04-20,100.4000015258789
2016-04-21,96.80000305175781
2016-04-22,96.0
2016-04-25,97.5999984741211
2016-04-26,96.4000015258789
2016-04-27,92.0
2016-04-28,94.80000305175781
2016-04-29,89.5999984741211
2016-05-02,89.19999694824219
2016-05-03,84.80000305175781
2016-05-04,82.0
2016-05-05,82.44000244140625
2016-05-06,77.19999694824219
2016-05-09,77.19999694824219
2016-05-10,80.4000015258789
2016-05-11,78.4000015258789
2016-05-12,75.91999816894531
2016-05-13,75.19999694824219
2016-05-16,79.5999984741211
2016-05-17,75.19999694824219
2016-05-18,71.95999908447266
2016-05-19,68.4000015258789
2016-05-20,71.19999694824219
2016-05-23,72.4000015258789
2016-05-24,70.5199966430664
2016-05-25,75.5999984741211
2016-05-26,83.19999694824219
2016-05-27,79.19999694824219
2016-05-31,80.0
2016-06-01,81.5999984741211
2016-06-02,82.80000305175781
2016-06-03,82.0
2016-06-06,82.80000305175781
2016-06-07,82.80000305175781
2016-06-08,85.5999984741211
2016-06-09,79.19999694824219
2016-06-10,77.19999694824219
2016-06-13,72.4000015258789
2016-06-14,73.5999984741211
2016-06-15,74.80000305175781
2016-06-16,74.80000305175781
2016-06-17,74.4000015258789
2016-06-20,73.19999694824219
2016-06-21,72.0
2016-06-22,70.0
2016-06-23,69.5999984741211
2016-06-24,68.80000305175781
2016-06-27,64.80000305175781
2016-06-28,66.80000305175781
2016-06-29,65.19999694824219
2016-06-30,64.0
2016-07-01,67.5999984741211
2016-07-05,68.0
2016-07-06,63.20000076293945
2016-07-07,63.599998474121094
2016-07-08,66.80000305175781
2016-07-11,65.5999984741211
2016-07-12,66.0
2016-07-13,64.4000015258789
2016-07-14,63.20000076293945
2016-07-15,64.80000305175781
2016-07-18,66.0
2016-07-19,64.0
2016-07-20,63.20000076293945
2016-07-21,64.0
2016-07-22,65.19999694824219
2016-07-25,70.0
2016-07-26,70.80000305175781
2016-07-27,69.5999984741211
2016-07-28,69.19999694824219
2016-07-29,68.80000305175781
2016-08-01,64.80000305175781
2016-08-02,62.79999923706055
2016-08-03,64.19999694824219
2016-08-04,63.20000076293945
2016-08-05,66.80000305175781
2016-08-08,64.80000305175781
2016-08-09,65.19999694824219
2016-08-10,62.79999923706055
2016-08-11,64.0
2016-08-12,67.5999984741211
2016-08-15,70.80000305175781
2016-08-16,70.4000015258789
2016-08-17,70.0
2016-08-18,76.80000305175781
2016-08-19,73.72000122070312
2016-08-22,74.80000305175781
2016-08-23,75.19999694824219
2016-08-24,70.0
2016-08-25,71.19999694824219
2016-08-26,68.4000015258789
2016-08-29,66.4000015258789
2016-08-30,67.19999694824219
2016-08-31,64.80000305175781
2016-09-01,67.19999694824219
2016-09-02,67.19999694824219
2016-09-06,66.80000305175781
2016-09-07,64.4000015258789
2016-09-08,69.76000213623047
2016-09-09,66.80000305175781
2016-09-12,67.5999984741211
2016-09-13,65.5999984741211
2016-09-14,66.0
2016-09-15,70.0
2016-09-16,68.4000015258789
2016-09-19,68.19999694824219
2016-09-20,71.5999984741211
2016-09-21,73.19999694824219
2016-09-22,71.19999694824219
2016-09-23,71.0
2016-09-26,70.80000305175781
2016-09-27,71.19999694824219
2016-09-28,70.0
2016-09-29,67.5999984741211
2016-09-30,69.19999694824219
2016-10-03,66.80000305175781
2016-10-04,65.5999984741211
2016-10-05,67.19999694824219
2016-10-06,65.5999984741211
2016-10-07,65.5999984741211
2016-10-10,67.5999984741211
2016-10-11,66.80000305175781
2016-10-12,66.4000015258789
2016-10-13,66.80000305175781
2016-10-14,66.0
2016-10-17,65.5999984741211
2016-10-18,62.400001525878906
2016-10-19,61.599998474121094
2016-10-20,64.0
2016-10-21,63.20000076293945
2016-10-24,62.400001525878906
2016-10-25,62.400001525878906
2016-10-26,63.20000076293945
2016-10-27,61.599998474121094
2016-10-28,60.400001525878906
2016-10-31,60.79999923706055
2016-11-01,57.20000076293945
2016-11-02,55.20000076293945
2016-11-03,56.0
2016-11-04,54.400001525878906
2016-11-07,58.0
2016-11-08,56.119998931884766
2016-11-09,58.0
2016-11-10,60.0
2016-11-11,61.599998474121094
2016-11-14,60.0
2016-11-15,59.599998474121094
2016-11-16,60.599998474121094
2016-11-17,61.599998474121094
2016-11-18,61.599998474121094
2016-11-21,61.20000076293945
2016-11-22,61.400001525878906
2016-11-23,61.20000076293945
2016-11-25,61.20000076293945
2016-11-28,64.0
2016-11-29,56.400001525878906
2016-11-30,55.20000076293945
2016-12-01,56.400001525878906
2016-12-02,58.0
2016-12-05,56.400001525878906
2016-12-06,55.20000076293945
2016-12-07,52.0
2016-12-08,48.79999923706055
2016-12-09,39.20000076293945
2016-12-12,40.79999923706055
2016-12-13,42.79999923706055
2016-12-14,41.84000015258789
2016-12-15,41.599998474121094
2016-12-16,42.0
2016-12-19,43.20000076293945
2016-12-20,43.20000076293945
2016-12-21,45.31999969482422
2016-12-22,46.400001525878906
2016-12-23,44.79999923706055
2016-12-27,42.0
2016-12-28,41.20000076293945
2016-12-29,42.0
2016-12-30,41.599998474121094
2017-01-03,43.599998474121094
2017-01-04,46.79999923706055
2017-01-05,46.400001525878906
2017-01-06,46.400001525878906
2017-01-09,46.79999923706055
2017-01-10,46.79999923706055
2017-01-11,45.599998474121094
2017-01-12,44.79999923706055
2017-01-13,47.20000076293945
2017-01-17,45.599998474121094
2017-01-18,45.599998474121094
2017-01-19,45.599998474121094
2017-01-20,46.400001525878906
2017-01-23,44.400001525878906
2017-01-24,44.400001525878906
2017-01-25,45.880001068115234
2017-01-26,52.79999923706055
2017-01-27,54.91999816894531
2017-01-30,56.0
2017-01-31,56.400001525878906
2017-02-01,61.20000076293945
2017-02-02,56.400001525878906
2017-02-03,55.20000076293945
2017-02-06,53.599998474121094
2017-02-07,51.20000076293945
2017-02-08,49.599998474121094
2017-02-09,50.31999969482422
2017-02-10,50.400001525878906
2017-02-13,48.79999923706055
2017-02-14,48.400001525878906
2017-02-15,47.84000015258789
2017-02-16,48.79999923706055
2017-02-17,46.79999923706055
2017-02-21,47.599998474121094
2017-02-22,47.36000061035156
2017-02-23,45.599998474121094
2017-02-24,45.20000076293945
2017-02-27,41.599998474121094
2017-02-28,41.599998474121094
2017-03-01,39.68000030517578
2017-03-02,38.52000045776367
2017-03-03,38.599998474121094
2017-03-06,38.0
2017-03-07,37.20000076293945
2017-03-08,37.20000076293945
2017-03-09,38.79999923706055
2017-03-10,40.0
2017-03-13,36.400001525878906
2017-03-14,34.400001525878906
2017-03-15,36.79999923706055
2017-03-16,35.20000076293945
2017-03-17,36.0
2017-03-20,35.84000015258789
2017-03-21,34.040000915527344
2017-03-22,36.0
2017-03-23,36.400001525878906
2017-03-24,35.599998474121094
2017-03-27,35.599998474121094
2017-03-28,35.20000076293945
2017-03-29,34.400001525878906
2017-03-30,32.0
2017-03-31,30.399999618530273
2017-04-03,28.0
2017-04-04,26.200000762939453
2017-04-05,22.8799991607666
2017-04-06,24.0
2017-04-07,22.0
2017-04-10,22.399999618530273
2017-04-11,21.639999389648438
2017-04-12,23.200000762939453
2017-04-13,21.600000381469727
2017-04-17,20.8799991607666
2017-04-18,20.8799991607666
2017-04-19,21.280000686645508
2017-04-20,21.200000762939453
2017-04-21,22.0
2017-04-24,21.600000381469727
2017-04-25,21.600000381469727
2017-04-26,22.799999237060547
2017-04-27,23.600000381469727
2017-04-28,22.399999618530273
2017-05-01,22.0
2017-05-02,22.639999389648438
2017-05-03,21.200000762939453
2017-05-04,21.600000381469727
2017-05-05,20.399999618530273
2017-05-08,20.399999618530273
2017-05-09,20.399999618530273
2017-05-10,20.0
2017-05-11,19.799999237060547
2017-05-12,20.0
2017-05-15,20.399999618530273
2017-05-16,21.200000762939453
2017-05-17,20.399999618530273
2017-05-18,18.479999542236328
2017-05-19,20.799999237060547
2017-05-22,17.239999771118164
2017-05-23,19.1200008392334
2017-05-24,18.8799991607666
2017-05-25,18.399999618530273
2017-05-26,18.0
2017-05-30,18.479999542236328
2017-05-31,18.799999237060547
2017-06-01,18.799999237060547
2017-06-02,18.799999237060547
2017-06-05,18.399999618530273
2017-06-06,18.600000381469727
2017-06-07,18.399999618530273
2017-06-08,17.200000762939453
2017-06-09,17.200000762939453
2017-06-12,17.600000381469727
2017-06-13,17.600000381469727
2017-06-14,17.200000762939453
2017-06-15,17.200000762939453
2017-06-16,17.200000762939453
2017-06-19,18.959999084472656
2017-06-20,18.0
2017-06-21,18.799999237060547
2017-06-22,18.799999237060547
2017-06-23,17.31999969482422
2017-06-26,18.0
2017-06-27,18.040000915527344
2017-06-28,18.0
2017-06-29,18.799999237060547
2017-06-30,26.799999237060547
2017-07-03,25.200000762939453
2017-07-05,24.799999237060547
2017-07-06,24.520000457763672
2017-07-07,22.920000076293945
2017-07-10,21.399999618530273
2017-07-11,23.8799991607666
2017-07-12,22.559999465942383
2017-07-13,24.399999618530273
2017-07-14,26.399999618530273
2017-07-17,25.600000381469727
2017-07-18,25.200000762939453
2017-07-19,24.799999237060547
2017-07-20,24.799999237060547
2017-07-21,26.239999771118164
2017-07-24,25.959999084472656
2017-07-25,25.920000076293945
2017-07-26,25.959999084472656
2017-07-27,27.600000381469727
2017-07-28,26.399999618530273
2017-07-31,27.1200008392334
2017-08-01,30.1200008392334
2017-08-02,28.0
2017-08-03,29.559999465942383
2017-08-04,25.600000381469727
2017-08-07,25.200000762939453
2017-08-08,25.600000381469727
2017-08-09,25.600000381469727
2017-08-10,25.600000381469727
2017-08-11,25.200000762939453
2017-08-14,23.600000381469727
2017-08-15,23.600000381469727
2017-08-16,22.399999618530273
2017-08-17,23.600000381469727
2017-08-18,22.799999237060547
2017-08-21,23.600000381469727
2017-08-22,23.200000762939453
2017-08-23,21.639999389648438
2017-08-24,22.399999618530273
2017-08-25,22.799999237060547
2017-08-28,24.399999618530273
2017-08-29,24.0
2017-08-30,22.399999618530273
2017-08-31,23.200000762939453
2017-09-01,23.600000381469727
2017-09-05,23.079999923706055
2017-09-06,23.600000381469727
2017-09-07,26.0
2017-09-08,22.799999237060547
2017-09-11,24.0
2017-09-12,23.600000381469727
2017-09-13,23.600000381469727
2017-09-14,22.799999237060547
2017-09-15,23.280000686645508
2017-09-18,21.600000381469727
2017-09-19,21.200000762939453
2017-09-20,21.600000381469727
2017-09-21,20.799999237060547
2017-09-22,19.15999984741211
2017-09-25,14.15999984741211
2017-09-26,17.719999313354492
2017-09-27,19.200000762939453
2017-09-28,18.079999923706055
2017-09-29,17.31999969482422
2017-10-02,17.360000610351562
2017-10-03,17.280000686645508
2017-10-04,17.600000381469727
2017-10-05,17.760000228881836
2017-10-06,17.68000030517578
2017-10-09,16.799999237060547
2017-10-10,16.8799991607666
2017-10-11,25.944000244140625
2017-10-12,21.520000457763672
2017-10-13,20.559999465942383
2017-10-16,19.200000762939453
2017-10-17,19.280000686645508
2017-10-18,18.871999740600586
2017-10-19,18.0
2017-10-20,17.360000610351562
2017-10-23,17.520000457763672
2017-10-24,20.479999542236328
2017-10-25,19.368000030517578
2017-10-26,20.559999465942383
2017-10-27,19.1200008392334
2017-10-30,18.239999771118164
2017-10-31,20.079999923706055
2017-11-01,18.15999984741211
2017-11-02,18.399999618530273
2017-11-03,17.360000610351562
2017-11-06,16.15999984741211
2017-11-07,16.559999465942383
2017-11-08,14.800000190734863
2017-11-09,15.279999732971191
2017-11-10,15.600000381469727
2017-11-13,16.799999237060547
2017-11-14,15.760000228881836
2017-11-15,17.832000732421875
2017-11-16,17.760000228881836
2017-11-17,17.920000076293945
2017-11-20,17.1200008392334
2017-11-21,18.399999618530273
2017-11-22,17.280000686645508
2017-11-24,18.079999923706055
2017-11-27,18.719999313354492
2017-11-28,18.559999465942383
2017-11-29,17.600000381469727
2017-11-30,17.760000228881836
2017-12-01,17.687999725341797
2017-12-04,17.200000762939453
2017-12-05,16.959999084472656
2017-12-06,16.239999771118164
2017-12-07,15.84000015258789
2017-12-08,15.680000305175781
2017-12-11,15.503999710083008
2017-12-12,14.800000190734863
2017-12-13,15.760000228881836
2017-12-14,14.479999542236328
2017-12-15,14.880000114440918
2017-12-18,15.84000015258789
2017-12-19,17.040000915527344
2017-12-20,20.0
2017-12-21,18.8799991607666
2017-12-22,19.200000762939453
2017-12-26,18.559999465942383
2017-12-27,18.86400032043457
2017-12-28,18.559999465942383
2017-12-29,18.288000106811523
2018-01-02,17.760000228881836
2018-01-03,18.672000885009766
2018-01-04,17.760000228881836
2018-01-05,20.639999389648438
2018-01-08,20.719999313354492
2018-01-09,19.760000228881836
2018-01-10,20.15999984741211
2018-01-11,20.719999313354492
2018-01-12,20.719999313354492
2018-01-16,21.0
2018-01-17,21.360000610351562
2018-01-18,19.600000381469727
2018-01-19,24.0
2018-01-22,24.15999984741211
2018-01-23,26.479999542236328
2018-01-24,24.799999237060547
2018-01-25,25.360000610351562
2018-01-26,23.84000015258789
2018-01-29,22.479999542236328
2018-01-30,22.0
2018-01-31,22.8799991607666
2018-02-01,23.600000381469727
2018-02-02,22.719999313354492
2018-02-05,21.920000076293945
2018-02-06,22.0
2018-02-07,21.68000030517578
2018-02-08,21.440000534057617
2018-02-09,21.215999603271484
2018-02-12,21.360000610351562
2018-02-13,21.68000030517578
2018-02-14,22.959999084472656
2018-02-15,23.520000457763672
2018-02-16,22.719999313354492
2018-02-20,22.15999984741211
2018-02-21,22.583999633789062
2018-02-22,22.479999542236328
2018-02-23,22.079999923706055
2018-02-26,21.920000076293945
2018-02-27,21.1200008392334
2018-02-28,21.520000457763672
2018-03-01,20.559999465942383
2018-03-02,21.040000915527344
2018-03-05,21.280000686645508
2018-03-06,22.399999618530273
2018-03-07,23.68000030517578
2018-03-08,23.440000534057617
2018-03-09,23.280000686645508
2018-03-12,24.559999465942383
2018-03-13,24.559999465942383
2018-03-14,23.280000686645508
2018-03-15,21.760000228881836
2018-03-16,21.520000457763672
2018-03-19,20.959999084472656
2018-03-20,20.079999923706055
2018-03-21,21.600000381469727
2018-03-22,20.399999618530273
2018-03-23,18.479999542236328
2018-03-26,18.0
2018-03-27,16.31999969482422
2018-03-28,15.760000228881836
2018-03-29,15.84000015258789
2018-04-02,15.84000015258789
2018-04-03,16.239999771118164
2018-04-04,16.399999618530273
2018-04-05,15.359999656677246
2018-04-06,14.960000038146973
2018-04-09,16.079999923706055
2018-04-10,16.719999313354492
2018-04-11,17.600000381469727
2018-04-12,17.520000457763672
2018-04-13,16.31999969482422
2018-04-16,16.0
2018-04-17,15.680000305175781
2018-04-18,16.15999984741211
2018-04-19,18.0
2018-04-20,18.18400001525879
2018-04-23,16.559999465942383
2018-04-24,16.639999389648438
2018-04-25,17.280000686645508
2018-04-26,17.920000076293945
2018-04-27,17.520000457763672
2018-04-30,17.600000381469727
2018-05-01,17.920000076293945
2018-05-02,16.8799991607666
2018-05-03,17.040000915527344
2018-05-04,16.079999923706055
2018-05-07,19.600000381469727
2018-05-08,18.559999465942383
2018-05-09,20.239999771118164
2018-05-10,18.959999084472656
2018-05-11,20.0
2018-05-14,19.200000762939453
2018-05-15,19.440000534057617
2018-05-16,19.68000030517578
2018-05-17,19.920000076293945
2018-05-18,18.079999923706055
2018-05-21,17.68000030517578
2018-05-22,18.31999969482422
2018-05-23,17.440000534057617
2018-05-24,17.600000381469727
2018-05-25,17.520000457763672
2018-05-29,17.920000076293945
2018-05-30,18.15999984741211
2018-05-31,17.520000457763672
2018-06-01,18.0
2018-06-04,17.84000015258789
2018-06-05,18.0
2018-06-06,18.079999923706055
2018-06-07,18.079999923706055
2018-06-08,18.0
2018-06-11,18.15999984741211
2018-06-12,18.079999923706055
2018-06-13,17.84000015258789
2018-06-14,16.239999771118164
2018-06-15,16.0
2018-06-18,14.720000267028809
2018-06-19,13.920000076293945
2018-06-20,14.800000190734863
2018-06-21,13.760000228881836
2018-06-22,14.479999542236328
2018-06-25,13.359999656677246
2018-06-26,14.0
2018-06-27,12.800000190734863
