,CUEN
2010-05-14,91687.5
2010-05-17,91687.5
2010-05-18,91687.5
2010-05-19,91687.5
2010-05-20,91687.5
2010-05-21,91687.5
2010-05-24,91687.5
2010-05-25,91687.5
2010-05-26,91687.5
2010-05-27,91687.5
2010-05-28,91687.5
2010-06-01,30562.5
2010-06-02,19687.5
2010-06-03,19687.5
2010-06-04,19687.5
2010-06-07,19687.5
2010-06-08,19687.5
2010-06-09,19687.5
2010-06-10,19687.5
2010-06-11,19687.5
2010-06-14,19687.5
2010-06-15,19687.5
2010-06-16,19687.5
2010-06-17,19687.5
2010-06-18,19687.5
2010-06-21,19687.5
2010-06-22,19687.5
2010-06-23,19687.5
2010-06-24,19687.5
2010-06-25,19687.5
2010-06-28,19687.5
2010-06-29,19687.5
2010-06-30,19687.5
2010-07-01,19687.5
2010-07-02,19687.5
2010-07-06,19687.5
2010-07-07,19687.5
2010-07-08,19687.5
2010-07-09,19687.5
2010-07-12,19687.5
2010-07-13,19687.5
2010-07-14,19687.5
2010-07-15,19687.5
2010-07-16,19687.5
2010-07-19,19687.5
2010-07-20,19687.5
2010-07-21,19687.5
2010-07-22,19687.5
2010-07-23,19687.5
2010-07-26,19687.5
2010-07-27,19687.5
2010-07-28,19687.5
2010-07-29,19687.5
2010-07-30,19687.5
2010-08-02,19687.5
2010-08-03,19687.5
2010-08-04,19687.5
2010-08-05,19687.5
2010-08-06,19687.5
2010-08-09,19687.5
2010-08-10,19687.5
2010-08-11,19687.5
2010-08-12,19687.5
2010-08-13,19687.5
2010-08-16,19687.5
2010-08-17,19687.5
2010-08-18,19687.5
2010-08-19,19687.5
2010-08-20,19687.5
2010-08-23,19687.5
2010-08-24,19687.5
2010-08-25,19687.5
2010-08-26,19687.5
2010-08-27,19687.5
2010-08-30,19687.5
2010-08-31,19687.5
2010-09-01,19687.5
2010-09-02,19687.5
2010-09-03,19687.5
2010-09-07,19687.5
2010-09-08,19687.5
2010-09-09,19687.5
2010-09-10,19687.5
2010-09-13,19687.5
2010-09-14,19687.5
2010-09-15,19687.5
2010-09-16,19687.5
2010-09-17,19687.5
2010-09-20,19687.5
2010-09-21,19687.5
2010-09-22,19687.5
2010-09-23,19687.5
2010-09-24,19687.5
2010-09-27,19687.5
2010-09-28,19687.5
2010-09-29,19687.5
2010-09-30,19687.5
2010-10-01,19687.5
2010-10-04,19687.5
2010-10-05,19687.5
2010-10-06,19687.5
2010-10-07,19687.5
2010-10-08,19687.5
2010-10-11,19687.5
2010-10-12,19687.5
2010-10-13,19687.5
2010-10-14,19687.5
2010-10-15,19687.5
2010-10-18,19687.5
2010-10-19,19687.5
2010-10-20,19687.5
2010-10-21,19687.5
2010-10-22,37500.0
2010-10-25,37500.0
2010-10-26,600000.0
2010-10-27,600000.0
2010-10-28,600000.0
2010-10-29,600000.0
2010-11-01,600000.0
2010-11-02,600000.0
2010-11-03,600000.0
2010-11-04,600000.0
2010-11-05,600000.0
2010-11-08,600000.0
2010-11-09,600000.0
2010-11-10,600000.0
2010-11-11,129000.0
2010-11-12,129000.0
2010-11-15,129000.0
2010-11-16,129000.0
2010-11-17,129000.0
2010-11-18,129000.0
2010-11-19,129000.0
2010-11-22,129000.0
2010-11-23,129000.0
2010-11-24,129000.0
2010-11-26,129000.0
2010-11-29,87000.0
2010-11-30,87000.0
2010-12-01,87000.0
2010-12-02,87000.0
2010-12-03,87000.0
2010-12-06,60000.0
2010-12-07,60000.0
2010-12-08,60000.0
2010-12-09,60000.0
2010-12-10,60000.0
2010-12-13,60000.0
2010-12-14,60000.0
2010-12-15,60000.0
2010-12-16,60000.0
2010-12-17,60000.0
2010-12-20,60000.0
2010-12-21,60000.0
2010-12-22,60000.0
2010-12-23,60000.0
2010-12-27,60000.0
2010-12-28,60000.0
2010-12-29,60000.0
2010-12-30,60000.0
2010-12-31,60000.0
2011-01-03,60000.0
2011-01-04,60000.0
2011-01-05,60000.0
2011-01-06,60000.0
2011-01-07,60000.0
2011-01-10,60000.0
2011-01-11,60000.0
2011-01-12,60000.0
2011-01-13,60000.0
2011-01-14,60000.0
2011-01-18,60000.0
2011-01-19,60000.0
2011-01-20,60000.0
2011-01-21,60000.0
2011-01-24,60000.0
2011-01-25,60000.0
2011-01-26,60000.0
2011-01-27,60000.0
2011-01-28,60000.0
2011-01-31,60000.0
2011-02-01,60000.0
2011-02-02,60000.0
2011-02-03,60000.0
2011-02-04,60000.0
2011-02-07,60000.0
2011-02-08,60000.0
2011-02-09,60000.0
2011-02-10,60000.0
2011-02-11,60000.0
2011-02-14,60000.0
2011-02-15,60000.0
2011-02-16,60000.0
2011-02-17,60000.0
2011-02-18,60000.0
2011-02-22,60000.0
2011-02-23,60000.0
2011-02-24,60000.0
2011-02-25,60000.0
2011-02-28,60000.0
2011-03-01,60000.0
2011-03-02,60000.0
2011-03-03,60000.0
2011-03-04,60000.0
2011-03-07,60000.0
2011-03-08,60000.0
2011-03-09,60000.0
2011-03-10,60000.0
2011-03-11,60000.0
2011-03-14,60000.0
2011-03-15,60000.0
2011-03-16,60000.0
2011-03-17,60000.0
2011-03-18,60000.0
2011-03-21,60000.0
2011-03-22,60000.0
2011-03-23,60000.0
2011-03-24,60000.0
2011-03-25,60000.0
2011-03-28,60000.0
2011-03-29,60000.0
2011-03-30,60000.0
2011-03-31,60000.0
2011-04-01,60000.0
2011-04-04,60000.0
2011-04-05,60000.0
2011-04-06,60000.0
2011-04-07,60000.0
2011-04-08,60000.0
2011-04-11,60000.0
2011-04-12,60000.0
2011-04-13,60000.0
2011-04-14,60000.0
2011-04-15,60000.0
2011-04-18,60000.0
2011-04-19,60000.0
2011-04-20,60000.0
2011-04-21,60000.0
2011-04-25,60000.0
2011-04-26,45000.0
2011-04-27,45000.0
2011-04-28,45000.0
2011-04-29,45000.0
2011-05-02,45000.0
2011-05-03,45000.0
2011-05-04,45000.0
2011-05-05,45000.0
2011-05-06,45000.0
2011-05-09,45000.0
2011-05-10,45000.0
2011-05-11,45000.0
2011-05-12,45000.0
2011-05-13,45000.0
2011-05-16,45000.0
2011-05-17,45000.0
2011-05-18,45000.0
2011-05-19,45000.0
2011-05-20,45000.0
2011-05-23,45000.0
2011-05-24,45000.0
2011-05-25,45000.0
2011-05-26,45000.0
2011-05-27,45000.0
2011-05-31,45000.0
2011-06-01,45000.0
2011-06-02,45000.0
2011-06-03,45000.0
2011-06-06,45000.0
2011-06-07,45000.0
2011-06-08,45000.0
2011-06-09,45000.0
2011-06-10,45000.0
2011-06-13,45000.0
2011-06-14,45000.0
2011-06-15,45000.0
2011-06-16,45000.0
2011-06-17,45000.0
2011-06-20,45000.0
2011-06-21,45000.0
2011-06-22,45000.0
2011-06-23,45000.0
2011-06-24,45000.0
2011-06-27,45000.0
2011-06-28,45000.0
2011-06-29,45000.0
2011-06-30,45000.0
2011-07-01,45000.0
2011-07-05,45000.0
2011-07-06,45000.0
2011-07-07,45000.0
2011-07-08,45000.0
2011-07-11,45000.0
2011-07-12,45000.0
2011-07-13,45000.0
2011-07-14,45000.0
2011-07-15,45000.0
2011-07-18,45000.0
2011-07-19,45000.0
2011-07-20,45000.0
2011-07-21,45000.0
2011-07-22,45000.0
2011-07-25,45000.0
2011-07-26,45000.0
2011-07-27,45000.0
2011-07-28,45000.0
2011-07-29,45000.0
2011-08-01,45000.0
2011-08-02,45000.0
2011-08-03,45000.0
2011-08-04,45000.0
2011-08-05,45000.0
2011-08-08,45000.0
2011-08-09,45000.0
2011-08-10,45000.0
2011-08-11,45000.0
2011-08-12,45000.0
2011-08-15,45000.0
2011-08-16,45000.0
2011-08-17,45000.0
2011-08-18,45000.0
2011-08-19,45000.0
2011-08-22,45000.0
2011-08-23,45000.0
2011-08-24,45000.0
2011-08-25,45000.0
2011-08-26,45000.0
2011-08-29,45000.0
2011-08-30,45000.0
2011-08-31,45000.0
2011-09-01,45000.0
2011-09-02,45000.0
2011-09-06,45000.0
2011-09-07,45000.0
2011-09-08,45000.0
2011-09-09,45000.0
2011-09-12,45000.0
2011-09-13,45000.0
2011-09-14,45000.0
2011-09-15,30000.0
2011-09-16,30000.0
2011-09-19,30000.0
2011-09-20,27000.0
2011-09-21,27000.0
2011-09-22,30000.0
2011-09-23,39000.0
2011-09-26,39000.0
2011-09-27,39000.0
2011-09-28,36000.0
2011-09-29,30000.0
2011-09-30,30000.0
2011-10-03,30000.0
2011-10-04,30000.0
2011-10-05,30000.0
2011-10-06,30000.0
2011-10-07,30000.0
2011-10-10,30000.0
2011-10-11,30000.0
2011-10-12,30000.0
2011-10-13,30000.0
2011-10-14,30000.0
2011-10-17,30000.0
2011-10-18,30000.0
2011-10-19,30000.0
2011-10-20,30000.0
2011-10-21,30000.0
2011-10-24,30000.0
2011-10-25,30000.0
2011-10-26,30000.0
2011-10-27,18000.0
2011-10-28,21000.0
2011-10-31,21000.0
2011-11-01,21000.0
2011-11-02,21000.0
2011-11-03,21000.0
2011-11-04,21000.0
2011-11-07,21000.0
2011-11-08,21000.0
2011-11-09,21000.0
2011-11-10,21000.0
2011-11-11,21000.0
2011-11-14,21000.0
2011-11-15,18000.0
2011-11-16,18000.0
2011-11-17,30000.0
2011-11-18,30000.0
2011-11-21,36000.0
2011-11-22,36000.0
2011-11-23,36000.0
2011-11-25,36000.0
2011-11-28,36000.0
2011-11-29,36000.0
2011-11-30,36000.0
2011-12-01,36000.0
2011-12-02,36000.0
2011-12-05,30000.0
2011-12-06,30000.0
2011-12-07,30000.0
2011-12-08,30000.0
2011-12-09,30000.0
2011-12-12,30000.0
2011-12-13,30000.0
2011-12-14,30000.0
2011-12-15,30000.0
2011-12-16,30000.0
2011-12-19,30000.0
2011-12-20,30000.0
2011-12-21,30000.0
2011-12-22,30000.0
2011-12-23,30000.0
2011-12-27,30000.0
2011-12-28,30000.0
2011-12-29,30000.0
2011-12-30,30000.0
2012-01-03,30000.0
2012-01-04,30000.0
2012-01-05,30000.0
2012-01-06,30000.0
2012-01-09,30000.0
2012-01-10,30000.0
2012-01-11,30000.0
2012-01-12,30000.0
2012-01-13,30000.0
2012-01-17,30000.0
2012-01-18,18000.0
2012-01-19,24000.0
2012-01-20,24000.0
2012-01-23,22500.0
2012-01-24,21000.0
2012-01-25,21000.0
2012-01-26,21000.0
2012-01-27,21000.0
2012-01-30,21000.0
2012-01-31,21000.0
2012-02-01,21000.0
2012-02-02,24000.0
2012-02-03,31500.0
2012-02-06,31500.0
2012-02-07,28500.0
2012-02-08,27000.0
2012-02-09,27000.0
2012-02-10,27000.0
2012-02-13,27000.0
2012-02-14,24000.0
2012-02-15,24000.0
2012-02-16,21000.0
2012-02-17,21000.0
2012-02-21,21000.0
2012-02-22,21000.0
2012-02-23,21000.0
2012-02-24,21000.0
2012-02-27,21000.0
2012-02-28,30000.0
2012-02-29,36000.0
2012-03-01,36000.0
2012-03-02,36000.0
2012-03-05,36000.0
2012-03-06,36000.0
2012-03-07,36000.0
2012-03-08,36000.0
2012-03-09,36000.0
2012-03-12,30000.0
2012-03-13,30000.0
2012-03-14,30000.0
2012-03-15,30000.0
2012-03-16,30000.0
2012-03-19,30000.0
2012-03-20,30000.0
2012-03-21,30000.0
2012-03-22,30000.0
2012-03-23,30000.0
2012-03-26,30000.0
2012-03-27,30000.0
2012-03-28,30000.0
2012-03-29,30000.0
2012-03-30,30000.0
2012-04-02,30000.0
2012-04-03,30000.0
2012-04-04,30000.0
2012-04-05,30000.0
2012-04-09,30000.0
2012-04-10,30000.0
2012-04-11,30000.0
2012-04-12,30000.0
2012-04-13,30000.0
2012-04-16,30000.0
2012-04-17,30000.0
2012-04-18,30000.0
2012-04-19,30000.0
2012-04-20,30000.0
2012-04-23,30000.0
2012-04-24,30000.0
2012-04-25,30000.0
2012-04-26,30000.0
2012-04-27,30000.0
2012-04-30,30000.0
2012-05-01,30000.0
2012-05-02,30000.0
2012-05-03,30000.0
2012-05-04,30000.0
2012-05-07,30000.0
2012-05-08,30000.0
2012-05-09,30000.0
2012-05-10,30000.0
2012-05-11,30000.0
2012-05-14,30000.0
2012-05-15,30000.0
2012-05-16,30000.0
2012-05-17,30000.0
2012-05-18,22500.0
2012-05-21,22500.0
2012-05-22,22500.0
2012-05-23,22500.0
2012-05-24,22500.0
2012-05-25,22500.0
2012-05-29,22500.0
2012-05-30,22500.0
2012-05-31,22500.0
2012-06-01,22500.0
2012-06-04,22500.0
2012-06-05,22500.0
2012-06-06,22500.0
2012-06-07,22500.0
2012-06-08,22500.0
2012-06-11,22500.0
2012-06-12,22500.0
2012-06-13,22500.0
2012-06-14,12000.0
2012-06-15,21000.0
2012-06-18,27000.0
2012-06-19,21000.0
2012-06-20,22500.0
2012-06-21,21900.0
2012-06-22,27000.0
2012-06-25,21000.0
2012-06-26,21000.0
2012-06-27,21000.0
2012-06-28,21000.0
2012-06-29,28500.0
2012-07-02,19500.0
2012-07-03,19500.0
2012-07-05,19500.0
2012-07-06,21000.0
2012-07-09,21000.0
2012-07-10,20400.0
2012-07-11,20400.0
2012-07-12,20400.0
2012-07-13,18000.0
2012-07-16,19500.0
2012-07-17,19500.0
2012-07-18,19500.0
2012-07-19,19500.0
2012-07-20,12000.0
2012-07-23,12000.0
2012-07-24,12000.0
2012-07-25,19500.0
2012-07-26,13500.0
2012-07-27,15000.0
2012-07-30,15000.0
2012-07-31,9000.0
2012-08-01,9900.0
2012-08-02,12000.0
2012-08-03,12000.0
2012-08-06,12000.0
2012-08-07,10200.0
2012-08-08,15000.0
2012-08-09,15000.0
2012-08-10,15000.0
2012-08-13,15000.0
2012-08-14,15000.0
2012-08-15,15000.0
2012-08-16,15000.0
2012-08-17,15000.0
2012-08-20,15000.0
2012-08-21,15000.0
2012-08-22,15000.0
2012-08-23,15000.0
2012-08-24,15000.0
2012-08-27,15000.0
2012-08-28,10500.0
2012-08-29,15000.0
2012-08-30,15000.0
2012-08-31,15000.0
2012-09-04,15000.0
2012-09-05,14100.0
2012-09-06,14100.0
2012-09-07,14100.0
2012-09-10,14100.0
2012-09-11,14100.0
2012-09-12,14100.0
2012-09-13,14100.0
2012-09-14,14100.0
2012-09-17,14100.0
2012-09-18,14100.0
2012-09-19,14100.0
2012-09-20,14100.0
2012-09-21,14100.0
2012-09-24,15000.0
2012-09-25,15000.0
2012-09-26,15000.0
2012-09-27,15000.0
2012-09-28,15000.0
2012-10-01,15000.0
2012-10-02,15000.0
2012-10-03,15000.0
2012-10-04,15000.0
2012-10-05,15000.0
2012-10-08,6300.0
2012-10-09,6300.0
2012-10-10,6300.0
2012-10-11,6300.0
2012-10-12,6300.0
2012-10-15,6300.0
2012-10-16,6300.0
2012-10-17,6300.0
2012-10-18,6300.0
2012-10-19,6300.0
2012-10-22,6300.0
2012-10-23,6300.0
2012-10-24,6300.0
2012-10-25,12000.0
2012-10-26,12000.0
2012-10-31,12000.0
2012-11-01,12000.0
2012-11-02,12000.0
2012-11-05,12000.0
2012-11-06,12000.0
2012-11-07,12000.0
2012-11-08,14100.0
2012-11-09,14100.0
2012-11-12,40500.0
2012-11-13,40500.0
2012-11-14,12000.0
2012-11-15,12000.0
2012-11-16,12000.0
2012-11-19,12000.0
2012-11-20,12000.0
2012-11-21,12000.0
2012-11-23,12000.0
2012-11-26,12000.0
2012-11-27,12000.0
2012-11-28,12000.0
2012-11-29,12000.0
2012-11-30,9000.0
2012-12-03,9000.0
2012-12-04,9000.0
2012-12-05,9000.0
2012-12-06,9000.0
2012-12-07,9000.0
2012-12-10,9000.0
2012-12-11,12000.0
2012-12-12,12000.0
2012-12-13,12000.0
2012-12-14,9000.0
2012-12-17,9000.0
2012-12-18,9000.0
2012-12-19,9000.0
2012-12-20,9000.0
2012-12-21,9000.0
2012-12-24,9000.0
2012-12-26,9000.0
2012-12-27,9000.0
2012-12-28,9000.0
2012-12-31,4500.0
2013-01-02,4500.0
2013-01-03,4500.0
2013-01-04,4500.0
2013-01-07,4500.0
2013-01-08,4500.0
2013-01-09,4500.0
2013-01-10,4500.0
2013-01-11,4500.0
2013-01-14,4500.0
2013-01-15,4500.0
2013-01-16,4500.0
2013-01-17,4500.0
2013-01-18,4500.0
2013-01-22,4500.0
2013-01-23,7500.0
2013-01-24,7500.0
2013-01-25,7500.0
2013-01-28,7500.0
2013-01-29,7500.0
2013-01-30,7500.0
2013-01-31,7500.0
2013-02-01,6900.0
2013-02-04,6900.0
2013-02-05,6900.0
2013-02-06,6900.0
2013-02-07,4500.0
2013-02-08,4500.0
2013-02-11,4500.0
2013-02-12,4500.0
2013-02-13,4500.0
2013-02-14,4500.0
2013-02-15,4500.0
2013-02-19,4500.0
2013-02-20,4500.0
2013-02-21,4500.0
2013-02-22,4500.0
2013-02-25,4500.0
2013-02-26,4500.0
2013-02-27,4500.0
2013-02-28,4500.0
2013-03-01,4500.0
2013-03-04,4500.0
2013-03-05,4500.0
2013-03-06,4500.0
2013-03-07,6000.0
2013-03-08,3000.0
2013-03-11,2400.0
2013-03-12,2400.0
2013-03-13,3900.0
2013-03-14,3000.0
2013-03-15,2700.0
2013-03-18,2400.0
2013-03-19,2400.0
2013-03-20,2400.0
2013-03-21,2400.0
2013-03-22,1800.0
2013-03-25,1800.0
2013-03-26,1800.0
2013-03-27,1800.0
2013-03-28,2100.0
2013-04-01,2400.0
2013-04-02,2400.0
2013-04-03,2400.0
2013-04-04,2400.0
2013-04-05,1500.0
2013-04-08,1500.0
2013-04-09,1800.0
2013-04-10,2100.0
2013-04-11,2100.0
2013-04-12,2100.0
2013-04-15,5700.0
2013-04-16,3300.0
2013-04-17,3000.0
2013-04-18,2100.0
2013-04-19,1800.0
2013-04-22,1200.0
2013-04-23,1500.0
2013-04-24,1500.0
2013-04-25,1800.0
2013-04-26,2400.0
2013-04-29,2400.0
2013-04-30,2100.0
2013-05-01,1500.0
2013-05-02,1200.0
2013-05-03,1500.0
2013-05-06,1500.0
2013-05-07,1500.0
2013-05-08,1200.0
2013-05-09,1200.0
2013-05-10,1200.0
2013-05-13,1200.0
2013-05-14,900.0
2013-05-15,1200.0
2013-05-16,1200.0
2013-05-17,2100.0
2013-05-20,2100.0
2013-05-21,2400.0
2013-05-22,2100.0
2013-05-23,2700.0
2013-05-24,1800.0
2013-05-28,1500.0
2013-05-29,1800.0
2013-05-30,2400.0
2013-05-31,2100.0
2013-06-03,1200.0
2013-06-04,1500.0
2013-06-05,1800.0
2013-06-06,2100.0
2013-06-07,2100.0
2013-06-10,1500.0
2013-06-11,1500.0
2013-06-12,1200.0
2013-06-13,1200.0
