,CALB
2018-06-06,21.350000381469727
2018-06-07,21.25
2018-06-08,21.25
2018-06-11,21.25
2018-06-12,21.2549991607666
2018-06-13,21.299999237060547
2018-06-14,21.299999237060547
2018-06-15,21.299999237060547
2018-06-18,21.299999237060547
2018-06-19,21.299999237060547
2018-06-20,21.399999618530273
2018-06-21,21.350000381469727
2018-06-22,21.549999237060547
2018-06-25,21.549999237060547
2018-06-26,21.5
2018-06-27,21.600000381469727
2018-06-28,21.649999618530273
2018-06-29,21.649999618530273
2018-07-02,21.799999237060547
2018-07-03,21.799999237060547
2018-07-05,21.799999237060547
2018-07-06,21.799999237060547
2018-07-09,21.850000381469727
2018-07-10,21.75
2018-07-11,21.75
2018-07-12,21.950000762939453
2018-07-13,22.0
2018-07-16,22.014999389648438
2018-07-17,22.014999389648438
2018-07-18,22.049999237060547
2018-07-19,22.049999237060547
2018-07-20,22.049999237060547
2018-07-23,22.049999237060547
2018-07-24,22.100000381469727
2018-07-25,22.100000381469727
2018-07-26,22.100000381469727
2018-07-27,22.100000381469727
2018-07-30,22.100000381469727
2018-07-31,22.100000381469727
2018-08-01,22.100000381469727
2018-08-02,22.100000381469727
2018-08-03,21.950000762939453
2018-08-06,21.299999237060547
2018-08-07,21.299999237060547
2018-08-08,21.450000762939453
2018-08-09,21.450000762939453
2018-08-10,21.450000762939453
2018-08-13,21.299999237060547
2018-08-14,21.200000762939453
2018-08-15,21.100000381469727
2018-08-16,21.100000381469727
2018-08-17,22.100000381469727
2018-08-20,22.0
2018-08-21,22.299999237060547
2018-08-22,22.260000228881836
2018-08-23,22.260000228881836
2018-08-24,22.260000228881836
2018-08-27,22.100000381469727
2018-08-28,22.299999237060547
2018-08-29,22.299999237060547
2018-08-30,22.299999237060547
2018-08-31,22.299999237060547
2018-09-04,22.350000381469727
2018-09-05,22.5
2018-09-06,22.549999237060547
2018-09-07,22.649999618530273
2018-09-10,22.649999618530273
2018-09-11,22.649999618530273
2018-09-12,22.75
2018-09-13,22.75
2018-09-14,22.649999618530273
2018-09-17,22.649999618530273
2018-09-18,22.700000762939453
2018-09-19,22.700000762939453
2018-09-20,22.700000762939453
2018-09-21,22.75
2018-09-24,22.75
2018-09-25,22.75
2018-09-26,22.75
2018-09-27,22.649999618530273
2018-09-28,22.700000762939453
2018-10-01,22.600000381469727
2018-10-02,22.600000381469727
2018-10-03,22.600000381469727
2018-10-04,22.549999237060547
2018-10-05,22.549999237060547
2018-10-08,22.549999237060547
2018-10-09,22.299999237060547
2018-10-10,22.299999237060547
2018-10-11,22.5
2018-10-12,22.5
2018-10-15,22.5
2018-10-16,22.5
2018-10-17,22.5
2018-10-18,22.5
2018-10-19,22.5
2018-10-22,22.5
2018-10-23,22.5
2018-10-24,22.0
2018-10-25,21.5
2018-10-26,21.399999618530273
2018-10-29,21.149999618530273
2018-10-30,21.149999618530273
2018-10-31,21.25
2018-11-01,21.299999237060547
2018-11-02,21.100000381469727
2018-11-05,21.100000381469727
2018-11-06,21.100000381469727
2018-11-07,21.0
2018-11-08,21.0
2018-11-09,21.375
2018-11-12,21.375
2018-11-13,21.375
2018-11-14,21.450000762939453
2018-11-15,21.450000762939453
2018-11-16,21.450000762939453
2018-11-19,21.5
2018-11-20,21.399999618530273
2018-11-21,21.399999618530273
2018-11-23,21.399999618530273
2018-11-26,21.0
2018-11-27,20.850000381469727
2018-11-28,20.850000381469727
2018-11-29,20.850000381469727
2018-11-30,20.989999771118164
2018-12-03,20.799999237060547
2018-12-04,20.209999084472656
2018-12-06,20.010000228881836
2018-12-07,20.0
2018-12-10,20.0
2018-12-11,19.799999237060547
2018-12-12,19.649999618530273
2018-12-13,19.700000762939453
2018-12-14,19.149999618530273
2018-12-17,19.149999618530273
2018-12-18,19.149999618530273
2018-12-19,19.0
2018-12-20,17.149999618530273
2018-12-21,17.25
2018-12-24,17.06999969482422
2018-12-26,17.5
2018-12-27,17.0
2018-12-28,17.399999618530273
2018-12-31,17.450000762939453
2019-01-02,17.450000762939453
2019-01-03,17.5
2019-01-04,17.899999618530273
2019-01-07,17.899999618530273
2019-01-08,17.650999069213867
2019-01-09,17.650999069213867
2019-01-10,17.700000762939453
2019-01-11,17.700000762939453
2019-01-14,17.579999923706055
2019-01-15,17.579999923706055
2019-01-16,17.709999084472656
2019-01-17,17.709999084472656
2019-01-18,18.399999618530273
2019-01-22,18.399999618530273
2019-01-23,19.729999542236328
2019-01-24,19.729999542236328
2019-01-25,19.489999771118164
2019-01-28,19.489999771118164
2019-01-29,19.489999771118164
2019-01-30,19.0
2019-01-31,19.0
2019-02-01,19.0
2019-02-04,19.0
2019-02-05,18.829999923706055
2019-02-06,18.850000381469727
2019-02-07,18.75
2019-02-08,18.510000228881836
2019-02-11,18.75
2019-02-12,18.75
2019-02-13,18.75
2019-02-14,18.549999237060547
2019-02-15,19.889999389648438
2019-02-19,20.0
2019-02-20,19.75
2019-02-21,19.75
2019-02-22,19.950000762939453
2019-02-25,19.479999542236328
2019-02-26,19.049999237060547
2019-02-27,18.649999618530273
2019-02-28,19.100000381469727
2019-03-01,19.100000381469727
2019-03-04,19.399999618530273
2019-03-05,19.3700008392334
2019-03-06,19.100000381469727
2019-03-07,19.099000930786133
2019-03-08,19.099000930786133
2019-03-11,18.850000381469727
2019-03-12,18.850000381469727
2019-03-13,19.0
2019-03-14,18.899999618530273
2019-03-15,18.850000381469727
2019-03-18,19.0
2019-03-19,19.0
2019-03-20,18.850000381469727
2019-03-21,19.0
2019-03-22,18.60099983215332
2019-03-25,18.5
2019-03-26,19.0
2019-03-27,19.5
2019-03-28,19.5
2019-03-29,19.5
2019-04-01,19.5
2019-04-02,19.5
2019-04-03,19.5
2019-04-04,18.719999313354492
2019-04-05,18.719999313354492
2019-04-08,18.760000228881836
2019-04-09,18.770000457763672
2019-04-10,18.770000457763672
2019-04-11,18.770000457763672
2019-04-12,19.0
2019-04-15,18.829999923706055
2019-04-16,18.829999923706055
2019-04-17,18.8700008392334
2019-04-18,18.899999618530273
2019-04-22,18.899999618530273
2019-04-23,18.899999618530273
2019-04-24,18.920000076293945
2019-04-25,18.920000076293945
2019-04-26,18.920000076293945
2019-04-29,19.0
2019-04-30,19.0
2019-05-01,19.239999771118164
2019-05-02,19.25
2019-05-03,19.020000457763672
2019-05-06,19.25
2019-05-07,19.200000762939453
2019-05-08,19.184999465942383
2019-05-09,19.15999984741211
2019-05-10,19.100000381469727
2019-05-13,19.100000381469727
2019-05-14,19.100000381469727
2019-05-15,19.149999618530273
2019-05-16,19.020000457763672
2019-05-17,19.149999618530273
2019-05-20,19.149999618530273
2019-05-21,19.270000457763672
2019-05-22,19.270000457763672
2019-05-23,19.25
2019-05-24,19.25
2019-05-28,19.200000762939453
2019-05-29,19.200000762939453
2019-05-30,19.25
2019-05-31,19.25
2019-06-03,19.25
2019-06-04,19.25
2019-06-05,19.290000915527344
2019-06-06,19.399999618530273
2019-06-07,19.399999618530273
2019-06-10,19.700000762939453
2019-06-11,19.799999237060547
2019-06-12,19.600000381469727
2019-06-13,19.649999618530273
2019-06-14,19.950000762939453
2019-06-17,19.799999237060547
2019-06-18,19.799999237060547
2019-06-19,19.799999237060547
2019-06-20,19.799999237060547
2019-06-21,19.899999618530273
2019-06-24,19.899999618530273
2019-06-25,19.450000762939453
2019-06-26,19.31999969482422
2019-06-27,19.5
2019-06-28,19.899999618530273
2019-07-01,19.75
2019-07-02,19.700000762939453
2019-07-03,19.5
2019-07-05,19.950000762939453
2019-07-08,19.549999237060547
2019-07-09,19.75
2019-07-10,19.850000381469727
2019-07-11,19.850000381469727
2019-07-12,19.6299991607666
2019-07-15,19.6299991607666
2019-07-16,19.899999618530273
2019-07-17,19.579999923706055
2019-07-18,19.93000030517578
2019-07-19,19.93000030517578
2019-07-22,19.579999923706055
2019-07-23,19.360000610351562
2019-07-24,19.549999237060547
2019-07-25,19.329999923706055
2019-07-26,19.450000762939453
2019-07-29,19.450000762939453
2019-07-30,19.34000015258789
2019-07-31,19.450000762939453
2019-08-01,19.450000762939453
2019-08-02,19.450000762939453
2019-08-05,19.350000381469727
2019-08-06,19.25
2019-08-07,19.200000762939453
2019-08-08,19.25
2019-08-09,19.25
2019-08-12,19.209999084472656
2019-08-13,19.2549991607666
2019-08-14,19.209999084472656
2019-08-15,19.1299991607666
2019-08-16,19.1299991607666
2019-08-19,19.1299991607666
2019-08-20,19.1200008392334
2019-08-21,19.1200008392334
2019-08-22,19.299999237060547
2019-08-23,19.299999237060547
2019-08-26,19.299999237060547
2019-08-27,18.7549991607666
2019-08-28,18.81999969482422
2019-08-29,18.81999969482422
2019-08-30,18.81999969482422
2019-09-03,18.834999084472656
2019-09-04,18.81999969482422
2019-09-05,18.770000457763672
2019-09-06,18.760000228881836
2019-09-09,18.75
2019-09-10,18.799999237060547
2019-09-11,18.799999237060547
2019-09-12,18.799999237060547
2019-09-13,18.889999389648438
2019-09-16,18.889999389648438
2019-09-17,18.799999237060547
2019-09-18,18.729999542236328
2019-09-19,18.850000381469727
2019-09-20,18.850000381469727
2019-09-23,18.799999237060547
2019-09-24,18.700000762939453
2019-09-25,18.700000762939453
2019-09-26,18.700000762939453
2019-09-27,18.700000762939453
2019-09-30,18.700000762939453
2019-10-01,18.700000762939453
2019-10-02,18.700000762939453
2019-10-03,18.700000762939453
2019-10-04,18.670000076293945
2019-10-07,18.670000076293945
2019-10-08,18.559999465942383
2019-10-09,18.549999237060547
2019-10-10,18.790000915527344
2019-10-11,18.790000915527344
2019-10-14,18.790000915527344
2019-10-15,18.790000915527344
2019-10-16,19.399999618530273
2019-10-17,19.399999618530273
2019-10-18,19.399999618530273
2019-10-21,19.399999618530273
2019-10-22,19.399999618530273
2019-10-23,19.0049991607666
2019-10-24,19.0
2019-10-25,19.0
2019-10-28,19.200000762939453
2019-10-29,19.0
2019-10-30,19.0
2019-10-31,19.0
2019-11-01,19.0
2019-11-04,18.809999465942383
2019-11-05,19.200000762939453
2019-11-06,18.899999618530273
2019-11-07,18.899999618530273
2019-11-08,19.0
2019-11-11,18.950000762939453
2019-11-12,19.0
2019-11-13,19.100000381469727
2019-11-14,19.200000762939453
2019-11-15,19.200000762939453
2019-11-18,19.299999237060547
2019-11-19,19.299999237060547
2019-11-20,19.350000381469727
2019-11-21,19.299999237060547
2019-11-22,19.5
2019-11-25,19.549999237060547
2019-11-26,19.700000762939453
2019-11-27,19.850000381469727
2019-11-29,19.850000381469727
2019-12-02,19.850000381469727
2019-12-03,20.0
2019-12-04,20.299999237060547
2019-12-05,20.5
2019-12-06,20.75
2019-12-09,20.625
2019-12-10,20.700000762939453
2019-12-11,20.75
2019-12-12,20.510000228881836
2019-12-13,20.510000228881836
2019-12-16,20.700000762939453
2019-12-17,20.790000915527344
2019-12-18,20.790000915527344
2019-12-19,20.600000381469727
2019-12-20,20.600000381469727
2019-12-23,20.600000381469727
2019-12-24,20.600000381469727
2019-12-26,20.600000381469727
2019-12-27,20.0
2019-12-30,20.0
2019-12-31,20.0
2020-01-02,20.149999618530273
2020-01-03,20.149999618530273
2020-01-06,20.149999618530273
2020-01-07,20.110000610351562
2020-01-08,20.100000381469727
2020-01-09,20.200000762939453
2020-01-10,20.200000762939453
2020-01-13,20.200000762939453
2020-01-14,20.0
2020-01-15,20.450000762939453
2020-01-16,20.600000381469727
2020-01-17,20.75
2020-01-21,20.700000762939453
2020-01-22,20.700000762939453
2020-01-23,20.700000762939453
2020-01-24,20.700000762939453
2020-01-27,20.700000762939453
2020-01-28,20.700000762939453
2020-01-29,20.700000762939453
2020-01-30,20.700000762939453
2020-01-31,20.700000762939453
2020-02-03,20.700000762939453
2020-02-04,20.700000762939453
2020-02-05,20.700000762939453
2020-02-06,20.700000762939453
2020-02-07,20.700000762939453
2020-02-10,20.700000762939453
2020-02-11,20.700000762939453
2020-02-12,20.700000762939453
2020-02-13,20.799999237060547
2020-02-14,21.0
2020-02-18,20.799999237060547
2020-02-19,20.850000381469727
2020-02-20,20.899999618530273
2020-02-21,20.75
2020-02-24,20.795000076293945
2020-02-25,20.600000381469727
2020-02-26,20.149999618530273
2020-02-27,19.5
2020-02-28,19.200000762939453
2020-03-02,19.100000381469727
2020-03-03,17.799999237060547
2020-03-04,18.0
2020-03-05,17.600000381469727
2020-03-06,17.489999771118164
2020-03-09,17.489999771118164
2020-03-10,17.0
2020-03-11,15.600000381469727
2020-03-12,15.0
2020-03-13,15.149999618530273
2020-03-16,12.100000381469727
2020-03-17,12.0
2020-03-18,10.0
2020-03-19,11.5
2020-03-20,12.0
2020-03-23,11.574999809265137
2020-03-24,11.85099983215332
2020-03-25,12.0
2020-03-26,12.449999809265137
2020-03-27,11.989999771118164
2020-03-30,11.75
2020-03-31,11.75
2020-04-01,11.550000190734863
2020-04-02,11.75
2020-04-03,11.319999694824219
2020-04-06,10.760000228881836
2020-04-07,11.739999771118164
2020-04-08,11.6899995803833
2020-04-09,12.0
2020-04-13,12.0
2020-04-14,13.149999618530273
2020-04-15,13.75
2020-04-16,12.989999771118164
2020-04-17,13.0
2020-04-20,13.5
2020-04-21,13.5
2020-04-22,13.5
2020-04-23,14.329999923706055
2020-04-24,13.600000381469727
2020-04-27,14.489999771118164
2020-04-28,15.140000343322754
2020-04-29,14.010000228881836
2020-04-30,14.619999885559082
2020-05-01,15.989999771118164
2020-05-04,17.0
2020-05-05,16.399999618530273
2020-05-06,16.5
2020-05-07,16.5
2020-05-08,16.5
2020-05-11,16.5
2020-05-12,16.5
2020-05-13,15.300000190734863
2020-05-14,15.449999809265137
2020-05-15,15.449999809265137
2020-05-18,15.539999961853027
2020-05-19,15.489999771118164
2020-05-20,15.25
2020-05-21,15.100000381469727
2020-05-22,15.0
2020-05-26,14.949999809265137
2020-05-27,15.0
2020-05-28,14.770000457763672
2020-05-29,14.829999923706055
2020-06-01,14.699999809265137
2020-06-02,14.739999771118164
2020-06-03,14.899999618530273
2020-06-04,14.800000190734863
2020-06-05,14.9399995803833
2020-06-08,14.949999809265137
2020-06-09,14.630000114440918
2020-06-10,14.649999618530273
2020-06-11,14.25
2020-06-12,14.425000190734863
2020-06-15,14.3100004196167
2020-06-16,15.539999961853027
2020-06-17,15.609999656677246
2020-06-18,15.75
2020-06-19,15.65999984741211
2020-06-22,15.8100004196167
2020-06-23,15.920000076293945
2020-06-24,15.4399995803833
2020-06-25,15.079999923706055
2020-06-26,14.34000015258789
2020-06-29,14.510000228881836
2020-06-30,14.899999618530273
2020-07-01,14.609999656677246
2020-07-02,14.430000305175781
2020-07-06,14.300000190734863
2020-07-07,13.0
2020-07-08,13.550000190734863
2020-07-09,12.899999618530273
2020-07-10,13.010000228881836
2020-07-13,12.609999656677246
2020-07-14,12.739999771118164
2020-07-15,12.609999656677246
2020-07-16,12.680000305175781
2020-07-17,13.069999694824219
2020-07-20,13.520000457763672
2020-07-21,14.140000343322754
2020-07-22,14.15999984741211
2020-07-23,13.729999542236328
2020-07-24,13.739999771118164
2020-07-27,13.890000343322754
2020-07-28,13.550000190734863
2020-07-29,13.609999656677246
2020-07-30,13.6899995803833
2020-07-31,13.109999656677246
2020-08-03,13.380000114440918
2020-08-04,13.260000228881836
2020-08-05,13.460000038146973
2020-08-06,13.5
2020-08-07,13.630000114440918
2020-08-10,13.579999923706055
2020-08-11,13.789999961853027
2020-08-12,13.850000381469727
2020-08-13,13.479999542236328
2020-08-14,13.600000381469727
2020-08-17,13.449999809265137
2020-08-18,13.0600004196167
2020-08-19,13.25
2020-08-20,13.319999694824219
2020-08-21,13.399999618530273
2020-08-24,13.300000190734863
2020-08-25,13.390000343322754
2020-08-26,13.149999618530273
2020-08-27,13.0600004196167
2020-08-28,13.399999618530273
2020-08-31,13.010000228881836
2020-09-01,12.40999984741211
2020-09-02,12.319999694824219
2020-09-03,12.5
2020-09-04,12.520000457763672
2020-09-08,12.460000038146973
2020-09-09,12.350000381469727
2020-09-10,12.300000190734863
2020-09-11,12.119999885559082
2020-09-14,12.399999618530273
2020-09-15,12.319999694824219
2020-09-16,12.279999732971191
2020-09-17,12.520000457763672
2020-09-18,12.850000381469727
2020-09-21,11.680000305175781
2020-09-22,11.220000267028809
2020-09-23,10.710000038146973
2020-09-24,10.5600004196167
2020-09-25,10.520000457763672
2020-09-28,10.9399995803833
2020-09-29,10.899999618530273
2020-09-30,11.329999923706055
2020-10-01,11.09000015258789
2020-10-02,11.210000038146973
2020-10-05,11.710000038146973
2020-10-06,11.3100004196167
2020-10-07,11.899999618530273
2020-10-08,11.850000381469727
2020-10-09,12.0
2020-10-12,12.729999542236328
2020-10-13,12.640000343322754
2020-10-14,12.350000381469727
2020-10-15,12.75
2020-10-16,12.819999694824219
2020-10-19,12.75
2020-10-20,13.050000190734863
2020-10-21,13.149999618530273
2020-10-22,12.729999542236328
2020-10-23,13.470000267028809
2020-10-26,13.329999923706055
2020-10-27,12.800000190734863
2020-10-28,13.270000457763672
2020-10-29,13.699999809265137
2020-10-30,13.649999618530273
2020-11-02,13.649999618530273
2020-11-03,13.550000190734863
2020-11-04,13.430000305175781
2020-11-05,13.5
2020-11-06,13.449999809265137
2020-11-09,15.210000038146973
2020-11-10,16.739999771118164
2020-11-11,16.649999618530273
2020-11-12,16.739999771118164
2020-11-13,16.639999389648438
2020-11-16,16.850000381469727
2020-11-17,16.59000015258789
2020-11-18,16.09000015258789
2020-11-19,16.690000534057617
2020-11-20,16.3799991607666
2020-11-23,16.0
2020-11-24,16.700000762939453
2020-11-25,16.670000076293945
2020-11-27,16.200000762939453
2020-11-30,16.100000381469727
2020-12-01,16.31999969482422
2020-12-02,16.209999084472656
2020-12-03,16.200000762939453
2020-12-04,16.700000762939453
2020-12-07,16.610000610351562
2020-12-08,16.700000762939453
2020-12-09,16.65999984741211
2020-12-10,16.270000457763672
2020-12-11,17.0
2020-12-14,16.90999984741211
2020-12-15,17.209999084472656
2020-12-16,17.25
2020-12-17,17.5
2020-12-18,17.25
2020-12-21,17.020000457763672
2020-12-22,16.729999542236328
2020-12-23,16.549999237060547
2020-12-24,16.420000076293945
2020-12-28,16.510000228881836
2020-12-29,16.579999923706055
2020-12-30,16.329999923706055
2020-12-31,15.5600004196167
2021-01-04,16.010000228881836
2021-01-05,16.700000762939453
2021-01-06,17.709999084472656
2021-01-07,17.559999465942383
2021-01-08,17.010000228881836
2021-01-11,16.469999313354492
2021-01-12,16.399999618530273
2021-01-13,15.859999656677246
2021-01-14,15.890000343322754
2021-01-15,15.0
2021-01-19,14.399999618530273
2021-01-20,13.800000190734863
2021-01-21,13.649999618530273
2021-01-22,14.8100004196167
2021-01-25,14.300000190734863
2021-01-26,13.819999694824219
2021-01-27,13.270000457763672
2021-01-28,13.149999618530273
2021-01-29,13.510000228881836
2021-02-01,12.779999732971191
2021-02-02,13.5600004196167
2021-02-03,14.079999923706055
2021-02-04,15.15999984741211
2021-02-05,14.819999694824219
2021-02-08,14.600000381469727
2021-02-09,14.199999809265137
2021-02-10,14.130000114440918
2021-02-11,14.470000267028809
2021-02-12,14.5
2021-02-16,14.399999618530273
2021-02-17,14.25
2021-02-18,14.199999809265137
2021-02-19,15.140000343322754
2021-02-22,15.770000457763672
2021-02-23,15.779999732971191
2021-02-24,15.899999618530273
2021-02-25,15.710000038146973
2021-02-26,15.420000076293945
2021-03-01,16.200000762939453
2021-03-02,15.819999694824219
2021-03-03,16.280000686645508
2021-03-04,16.770000457763672
2021-03-05,18.100000381469727
2021-03-08,18.170000076293945
2021-03-09,18.56999969482422
2021-03-10,18.600000381469727
2021-03-11,18.600000381469727
2021-03-12,18.579999923706055
2021-03-15,18.18000030517578
2021-03-16,18.049999237060547
2021-03-17,18.15999984741211
2021-03-18,18.5
2021-03-19,19.420000076293945
2021-03-22,18.780000686645508
2021-03-23,18.8700008392334
2021-03-24,18.649999618530273
2021-03-25,17.829999923706055
2021-03-26,17.899999618530273
2021-03-29,17.760000228881836
2021-03-30,17.799999237060547
2021-03-31,17.809999465942383
2021-04-01,18.0
2021-04-05,17.75
2021-04-06,17.0
2021-04-07,16.75
2021-04-08,16.940000534057617
2021-04-09,16.850000381469727
2021-04-12,17.0
2021-04-13,17.0
2021-04-14,17.0
2021-04-15,17.030000686645508
2021-04-16,16.93000030517578
2021-04-19,17.0
2021-04-20,16.920000076293945
2021-04-21,16.770000457763672
2021-04-22,16.799999237060547
2021-04-23,17.010000228881836
2021-04-26,17.260000228881836
2021-04-27,18.84000015258789
2021-04-28,17.989999771118164
2021-04-29,17.200000762939453
2021-04-30,17.5
2021-05-03,17.719999313354492
2021-05-04,17.350000381469727
2021-05-05,17.3799991607666
2021-05-06,17.34000015258789
2021-05-07,17.5
2021-05-10,17.579999923706055
2021-05-11,17.549999237060547
2021-05-12,17.440000534057617
2021-05-13,17.68000030517578
2021-05-14,18.450000762939453
