,AKRO
2020-12-15,29.110000610351562
2020-12-16,27.65999984741211
2020-12-17,26.829999923706055
2020-12-18,25.489999771118164
2020-12-21,25.6200008392334
2020-12-22,26.270000457763672
2020-12-23,26.049999237060547
2020-12-24,26.06999969482422
2020-12-28,25.6299991607666
2020-12-29,25.1200008392334
2020-12-30,26.110000610351562
2020-12-31,25.799999237060547
2021-01-04,24.81999969482422
2021-01-05,24.040000915527344
2021-01-06,24.739999771118164
2021-01-07,25.100000381469727
2021-01-08,28.889999389648438
2021-01-11,28.760000228881836
2021-01-12,28.489999771118164
2021-01-13,28.309999465942383
2021-01-14,28.850000381469727
2021-01-15,29.239999771118164
2021-01-19,29.59000015258789
2021-01-20,30.18000030517578
2021-01-21,29.889999389648438
2021-01-22,31.059999465942383
2021-01-25,31.049999237060547
2021-01-26,30.010000228881836
2021-01-27,28.329999923706055
2021-01-28,28.780000686645508
2021-01-29,29.420000076293945
2021-02-01,29.84000015258789
2021-02-02,29.5
2021-02-03,29.450000762939453
2021-02-04,30.0
2021-02-05,31.450000762939453
2021-02-08,32.779998779296875
2021-02-09,31.610000610351562
2021-02-10,31.420000076293945
2021-02-11,31.81999969482422
2021-02-12,31.149999618530273
2021-02-16,30.709999084472656
2021-02-17,32.40999984741211
2021-02-18,31.350000381469727
2021-02-19,31.579999923706055
2021-02-22,30.34000015258789
2021-02-23,30.270000457763672
2021-02-24,30.75
2021-02-25,29.81999969482422
2021-02-26,30.399999618530273
2021-03-01,30.59000015258789
2021-03-02,30.0
2021-03-03,31.989999771118164
2021-03-04,30.0
2021-03-05,30.549999237060547
2021-03-08,32.09000015258789
2021-03-09,33.369998931884766
2021-03-10,33.13999938964844
2021-03-11,33.349998474121094
2021-03-12,32.97999954223633
2021-03-15,32.93000030517578
2021-03-16,31.700000762939453
2021-03-17,32.58000183105469
2021-03-18,32.0099983215332
2021-03-19,31.729999542236328
2021-03-22,34.189998626708984
2021-03-23,32.939998626708984
2021-03-24,29.84000015258789
2021-03-25,29.520000457763672
2021-03-26,29.290000915527344
2021-03-29,28.100000381469727
2021-03-30,28.399999618530273
2021-03-31,29.010000228881836
2021-04-01,28.639999389648438
2021-04-05,29.420000076293945
2021-04-06,28.329999923706055
2021-04-07,28.329999923706055
2021-04-08,28.280000686645508
2021-04-09,27.760000228881836
2021-04-12,27.010000228881836
2021-04-13,26.40999984741211
2021-04-14,27.309999465942383
2021-04-15,27.600000381469727
2021-04-16,27.34000015258789
2021-04-19,27.079999923706055
2021-04-20,27.8700008392334
2021-04-21,28.15999984741211
2021-04-22,28.790000915527344
2021-04-23,28.959999084472656
2021-04-26,30.209999084472656
2021-04-27,30.729999542236328
2021-04-28,31.8700008392334
2021-04-29,32.349998474121094
2021-04-30,30.799999237060547
2021-05-03,30.5
2021-05-04,29.260000228881836
2021-05-05,26.920000076293945
2021-05-06,26.3700008392334
2021-05-07,27.329999923706055
2021-05-10,26.719999313354492
2021-05-11,27.780000686645508
2021-05-12,27.5
2021-05-13,27.729999542236328
2021-05-14,28.209999084472656
