,EIGR
2014-09-02,170.39999389648438
2014-09-03,161.5500030517578
2014-09-04,150.3000030517578
2014-09-05,160.8000030517578
2014-09-08,159.14999389648438
2014-09-09,158.10000610351562
2014-09-10,160.1999969482422
2014-09-11,157.1999969482422
2014-09-12,152.85000610351562
2014-09-15,154.1999969482422
2014-09-16,154.0500030517578
2014-09-17,156.0
2014-09-18,153.0
2014-09-19,152.5500030517578
2014-09-22,151.1999969482422
2014-09-23,152.85000610351562
2014-09-24,151.1999969482422
2014-09-25,148.1999969482422
2014-09-26,148.0500030517578
2014-09-29,148.5
2014-09-30,156.89999389648438
2014-10-01,148.64999389648438
2014-10-02,154.0500030517578
2014-10-03,156.0
2014-10-06,150.4499969482422
2014-10-07,143.6999969482422
2014-10-08,147.3000030517578
2014-10-09,143.10000610351562
2014-10-10,142.0500030517578
2014-10-13,146.25
2014-10-14,141.0
2014-10-15,141.5399932861328
2014-10-16,147.4499969482422
2014-10-17,146.39999389648438
2014-10-20,147.3000030517578
2014-10-21,154.64999389648438
2014-10-22,153.75
2014-10-23,153.0
2014-10-24,155.25
2014-10-27,156.3000030517578
2014-10-28,155.5500030517578
2014-10-29,161.25
2014-10-30,161.25
2014-10-31,165.75
2014-11-03,177.0
2014-11-04,172.9499969482422
2014-11-05,173.5500030517578
2014-11-06,174.0
2014-11-07,172.5
2014-11-10,174.0
2014-11-11,186.4499969482422
2014-11-12,181.0500030517578
2014-11-13,182.85000610351562
2014-11-14,174.4499969482422
2014-11-17,174.60000610351562
2014-11-18,173.25
2014-11-19,176.25
2014-11-20,176.25
2014-11-21,176.25
2014-11-24,176.25
2014-11-25,183.0
2014-11-26,187.35000610351562
2014-11-28,184.1999969482422
2014-12-01,179.25
2014-12-02,187.64999389648438
2014-12-03,192.89999389648438
2014-12-04,186.89999389648438
2014-12-05,195.75
2014-12-08,206.6999969482422
2014-12-09,237.14999389648438
2014-12-10,270.75
2014-12-11,247.5
2014-12-12,258.75
2014-12-15,265.95001220703125
2014-12-16,266.3999938964844
2014-12-17,281.25
2014-12-18,278.25
2014-12-19,279.1499938964844
2014-12-22,272.1000061035156
2014-12-23,265.3500061035156
2014-12-24,278.1000061035156
2014-12-26,286.79998779296875
2014-12-29,308.3999938964844
2014-12-30,294.6000061035156
2014-12-31,292.95001220703125
2015-01-02,302.54998779296875
2015-01-05,289.6499938964844
2015-01-06,254.5500030517578
2015-01-07,258.8999938964844
2015-01-08,263.25
2015-01-09,279.0
2015-01-12,275.25
2015-01-13,270.6000061035156
2015-01-14,277.20001220703125
2015-01-15,256.6499938964844
2015-01-16,270.0
2015-01-20,265.79998779296875
2015-01-21,258.8999938964844
2015-01-22,245.25
2015-01-23,255.4499969482422
2015-01-26,266.54998779296875
2015-01-27,270.8999938964844
2015-01-28,259.5
2015-01-29,266.8500061035156
2015-01-30,255.4499969482422
2015-02-02,252.4499969482422
2015-02-03,240.14999389648438
2015-02-04,235.5
2015-02-05,241.0500030517578
2015-02-06,239.5500030517578
2015-02-09,235.5
2015-02-10,237.75
2015-02-11,249.0
2015-02-12,247.5
2015-02-13,246.75
2015-02-17,246.3000030517578
2015-02-18,247.0500030517578
2015-02-19,244.8000030517578
2015-02-20,244.5
2015-02-23,253.5
2015-02-24,254.85000610351562
2015-02-25,268.5
2015-02-26,266.70001220703125
2015-02-27,272.25
2015-03-02,283.79998779296875
2015-03-03,282.0
2015-03-04,294.5249938964844
2015-03-05,321.8999938964844
2015-03-06,360.0
2015-03-09,373.3500061035156
2015-03-10,379.20001220703125
2015-03-11,389.8500061035156
2015-03-12,384.45001220703125
2015-03-13,400.3500061035156
2015-03-16,396.8999938964844
2015-03-17,374.54998779296875
2015-03-18,348.8999938964844
2015-03-19,408.8999938964844
2015-03-20,394.20001220703125
2015-03-23,388.3500061035156
2015-03-24,367.95001220703125
2015-03-25,327.0
2015-03-26,307.5
2015-03-27,316.3500061035156
2015-03-30,325.04998779296875
2015-03-31,284.1000061035156
2015-04-01,254.5500030517578
2015-04-02,265.95001220703125
2015-04-06,266.8500061035156
2015-04-07,273.8999938964844
2015-04-08,262.79998779296875
2015-04-09,255.89999389648438
2015-04-10,258.1499938964844
2015-04-13,283.04998779296875
2015-04-14,273.0
2015-04-15,270.0
2015-04-16,257.25
2015-04-17,247.875
2015-04-20,235.0500030517578
2015-04-21,245.39999389648438
2015-04-22,203.85000610351562
2015-04-23,209.10000610351562
2015-04-24,205.1999969482422
2015-04-27,39.599998474121094
2015-04-28,40.95000076293945
2015-04-29,38.54999923706055
2015-04-30,40.650001525878906
2015-05-01,39.29999923706055
2015-05-04,39.150001525878906
2015-05-05,37.650001525878906
2015-05-06,37.650001525878906
2015-05-07,35.400001525878906
2015-05-08,37.20000076293945
2015-05-11,36.75
2015-05-12,36.0
2015-05-13,36.0
2015-05-14,35.25
2015-05-15,32.70000076293945
2015-05-18,33.29999923706055
2015-05-19,30.600000381469727
2015-05-20,34.79999923706055
2015-05-21,32.32500076293945
2015-05-22,31.649999618530273
2015-05-26,31.200000762939453
2015-05-27,32.400001525878906
2015-05-28,33.599998474121094
2015-05-29,34.650001525878906
2015-06-01,34.650001525878906
2015-06-02,33.75
2015-06-03,33.150001525878906
2015-06-04,32.400001525878906
2015-06-05,33.75
2015-06-08,32.54999923706055
2015-06-09,32.400001525878906
2015-06-10,31.5
2015-06-11,33.29999923706055
2015-06-12,32.25
2015-06-15,31.5
2015-06-16,32.400001525878906
2015-06-17,32.54999923706055
2015-06-18,32.849998474121094
2015-06-19,33.29999923706055
2015-06-22,34.79999923706055
2015-06-23,33.75
2015-06-24,33.900001525878906
2015-06-25,33.0
2015-06-26,20.25
2015-06-29,19.200000762939453
2015-06-30,18.899999618530273
2015-07-01,18.899999618530273
2015-07-02,18.75
2015-07-06,19.350000381469727
2015-07-07,19.049999237060547
2015-07-08,19.350000381469727
2015-07-09,18.75
2015-07-10,18.899999618530273
2015-07-13,18.75
2015-07-14,18.899999618530273
2015-07-15,18.899999618530273
2015-07-16,18.75
2015-07-17,18.600000381469727
2015-07-20,18.75
2015-07-21,19.049999237060547
2015-07-22,19.049999237060547
2015-07-23,18.975000381469727
2015-07-24,18.600000381469727
2015-07-27,18.600000381469727
2015-07-28,18.75
2015-07-29,18.75
2015-07-30,18.600000381469727
2015-07-31,18.0
2015-08-03,18.0
2015-08-04,18.299999237060547
2015-08-05,18.299999237060547
2015-08-06,17.100000381469727
2015-08-07,16.5
2015-08-10,17.25
2015-08-11,16.799999237060547
2015-08-12,16.049999237060547
2015-08-13,15.75
2015-08-14,15.75
2015-08-17,16.049999237060547
2015-08-18,16.200000762939453
2015-08-19,15.899999618530273
2015-08-20,15.899999618530273
2015-08-21,15.75
2015-08-24,15.149999618530273
2015-08-25,15.75
2015-08-26,15.449999809265137
2015-08-27,16.049999237060547
2015-08-28,16.799999237060547
2015-08-31,16.799999237060547
2015-09-01,17.25
2015-09-02,17.399999618530273
2015-09-03,17.25
2015-09-04,18.0
2015-09-08,18.600000381469727
2015-09-09,17.399999618530273
2015-09-10,18.0
2015-09-11,18.299999237060547
2015-09-14,18.149999618530273
2015-09-15,18.299999237060547
2015-09-16,19.049999237060547
2015-09-17,18.450000762939453
2015-09-18,18.149999618530273
2015-09-21,18.0
2015-09-22,17.700000762939453
2015-09-23,17.700000762939453
2015-09-24,18.299999237060547
2015-09-25,18.0
2015-09-28,16.350000381469727
2015-09-29,15.75
2015-09-30,15.75
2015-10-01,15.449999809265137
2015-10-02,15.75
2015-10-05,16.200000762939453
2015-10-06,16.200000762939453
2015-10-07,15.75
2015-10-08,16.350000381469727
2015-10-09,16.799999237060547
2015-10-12,16.950000762939453
2015-10-13,16.5
2015-10-14,16.5
2015-10-15,17.399999618530273
2015-10-16,17.850000381469727
2015-10-19,17.25
2015-10-20,17.25
2015-10-21,17.399999618530273
2015-10-22,17.100000381469727
2015-10-23,17.549999237060547
2015-10-26,16.5
2015-10-27,16.049999237060547
2015-10-28,16.799999237060547
2015-10-29,16.799999237060547
2015-10-30,16.799999237060547
2015-11-02,16.350000381469727
2015-11-03,17.100000381469727
2015-11-04,17.549999237060547
2015-11-05,16.950000762939453
2015-11-06,16.350000381469727
2015-11-09,16.649999618530273
2015-11-10,15.899999618530273
2015-11-11,16.200000762939453
2015-11-12,17.25
2015-11-13,16.200000762939453
2015-11-16,15.75
2015-11-17,16.350000381469727
2015-11-18,16.649999618530273
2015-11-19,17.25
2015-11-20,18.899999618530273
2015-11-23,22.649999618530273
2015-11-24,21.600000381469727
2015-11-25,22.049999237060547
2015-11-27,21.75
2015-11-30,26.700000762939453
2015-12-01,25.649999618530273
2015-12-02,24.299999237060547
2015-12-03,22.799999237060547
2015-12-04,21.600000381469727
2015-12-07,21.0
2015-12-08,20.549999237060547
2015-12-09,19.5
2015-12-10,18.899999618530273
2015-12-11,17.700000762939453
2015-12-14,16.200000762939453
2015-12-15,17.700000762939453
2015-12-16,22.649999618530273
2015-12-17,24.0
2015-12-18,22.950000762939453
2015-12-21,22.799999237060547
2015-12-22,22.799999237060547
2015-12-23,22.799999237060547
2015-12-24,22.5
2015-12-28,21.825000762939453
2015-12-29,22.200000762939453
2015-12-30,21.0
2015-12-31,22.049999237060547
2016-01-04,22.049999237060547
2016-01-05,25.350000381469727
2016-01-06,22.5
2016-01-07,20.549999237060547
2016-01-08,19.200000762939453
2016-01-11,17.700000762939453
2016-01-12,18.149999618530273
2016-01-13,17.100000381469727
2016-01-14,17.850000381469727
2016-01-15,17.25
2016-01-19,16.799999237060547
2016-01-20,17.549999237060547
2016-01-21,18.299999237060547
2016-01-22,18.600000381469727
2016-01-25,18.75
2016-01-26,19.350000381469727
2016-01-27,17.700000762939453
2016-01-28,16.649999618530273
2016-01-29,16.799999237060547
2016-02-01,17.25
2016-02-02,17.25
2016-02-03,17.25
2016-02-04,17.100000381469727
2016-02-05,16.649999618530273
2016-02-08,16.049999237060547
2016-02-09,16.649999618530273
2016-02-10,15.300000190734863
2016-02-11,13.649999618530273
2016-02-12,13.470000267028809
2016-02-16,13.829999923706055
2016-02-17,14.385000228881836
2016-02-18,14.010000228881836
2016-02-19,13.800000190734863
2016-02-22,13.800000190734863
2016-02-23,13.364999771118164
2016-02-24,13.425000190734863
2016-02-25,13.59000015258789
2016-02-26,13.5600004196167
2016-02-29,13.949999809265137
2016-03-01,13.800000190734863
2016-03-02,14.699999809265137
2016-03-03,16.049999237060547
2016-03-04,16.200000762939453
2016-03-07,17.100000381469727
2016-03-08,16.049999237060547
2016-03-09,15.899999618530273
2016-03-10,15.449999809265137
2016-03-11,16.200000762939453
2016-03-14,16.350000381469727
2016-03-15,16.649999618530273
2016-03-16,16.950000762939453
2016-03-17,16.799999237060547
2016-03-18,16.950000762939453
2016-03-21,17.549999237060547
2016-03-22,17.25
2016-03-23,15.890000343322754
2016-03-24,15.109999656677246
2016-03-28,15.75
2016-03-29,15.770000457763672
2016-03-30,16.489999771118164
2016-03-31,16.770000457763672
2016-04-01,18.31999969482422
2016-04-04,20.0
2016-04-05,19.100000381469727
2016-04-06,19.75
2016-04-07,19.805999755859375
2016-04-08,19.860000610351562
2016-04-11,19.899999618530273
2016-04-12,20.149999618530273
2016-04-13,20.3799991607666
2016-04-14,20.079999923706055
2016-04-15,19.780000686645508
2016-04-18,20.270000457763672
2016-04-19,20.209999084472656
2016-04-20,20.1299991607666
2016-04-21,20.280000686645508
2016-04-22,20.989999771118164
2016-04-25,21.200000762939453
2016-04-26,21.010000228881836
2016-04-27,21.030000686645508
2016-04-28,21.065000534057617
2016-04-29,20.639999389648438
2016-05-02,20.399999618530273
2016-05-03,20.010000228881836
2016-05-04,19.8700008392334
2016-05-05,19.610000610351562
2016-05-06,19.450000762939453
2016-05-09,19.7450008392334
2016-05-10,19.65999984741211
2016-05-11,19.559999465942383
2016-05-12,19.510000228881836
2016-05-13,19.3799991607666
2016-05-16,19.559999465942383
2016-05-17,19.510000228881836
2016-05-18,19.5
2016-05-19,19.940000534057617
2016-05-20,19.940000534057617
2016-05-23,20.0
2016-05-24,20.139999389648438
2016-05-25,19.979999542236328
2016-05-26,20.059999465942383
2016-05-27,20.799999237060547
2016-05-31,21.110000610351562
2016-06-01,21.239999771118164
2016-06-02,23.020000457763672
2016-06-03,22.959999084472656
2016-06-06,22.959999084472656
2016-06-07,23.040000915527344
2016-06-08,23.0
2016-06-09,22.405000686645508
2016-06-10,22.5
2016-06-13,20.829999923706055
2016-06-14,21.020000457763672
2016-06-15,20.389999389648438
2016-06-16,20.139999389648438
2016-06-17,19.450000762939453
2016-06-20,19.610000610351562
2016-06-21,20.149999618530273
2016-06-22,19.43000030517578
2016-06-23,18.790000915527344
2016-06-24,17.899999618530273
2016-06-27,18.299999237060547
2016-06-28,18.56999969482422
2016-06-29,18.719999313354492
2016-06-30,19.81999969482422
2016-07-01,19.90999984741211
2016-07-05,20.079999923706055
2016-07-06,19.6299991607666
2016-07-07,19.040000915527344
2016-07-08,18.5
2016-07-11,19.3700008392334
2016-07-12,20.040000915527344
2016-07-13,19.3799991607666
2016-07-14,18.979999542236328
2016-07-15,19.559999465942383
2016-07-18,19.399999618530273
2016-07-19,18.799999237060547
2016-07-20,18.989999771118164
2016-07-21,19.100000381469727
2016-07-22,19.190000534057617
2016-07-25,19.34000015258789
2016-07-26,19.270000457763672
2016-07-27,19.770000457763672
2016-07-28,20.010000228881836
2016-07-29,19.450000762939453
2016-08-01,20.459999084472656
2016-08-02,19.719999313354492
2016-08-03,19.559999465942383
2016-08-04,19.309999465942383
2016-08-05,19.479999542236328
2016-08-08,19.06999969482422
2016-08-09,19.0
2016-08-10,17.700000762939453
2016-08-11,17.75
2016-08-12,17.90999984741211
2016-08-15,17.90999984741211
2016-08-16,17.5
2016-08-17,17.190000534057617
2016-08-18,15.699999809265137
2016-08-19,15.84000015258789
2016-08-22,16.700000762939453
2016-08-23,16.75
2016-08-24,16.639999389648438
2016-08-25,16.700000762939453
2016-08-26,16.020000457763672
2016-08-29,16.010000228881836
2016-08-30,16.020000457763672
2016-08-31,14.920000076293945
2016-09-01,14.720000267028809
2016-09-02,14.640000343322754
2016-09-06,14.319999694824219
2016-09-07,14.539999961853027
2016-09-08,14.489999771118164
2016-09-09,13.829999923706055
2016-09-12,14.260000228881836
2016-09-13,14.220000267028809
2016-09-14,14.420000076293945
2016-09-15,14.0
2016-09-16,14.569999694824219
2016-09-19,14.180000305175781
2016-09-20,14.300000190734863
2016-09-21,14.039999961853027
2016-09-22,14.050000190734863
2016-09-23,14.0
2016-09-26,13.850000381469727
2016-09-27,13.84000015258789
2016-09-28,13.869999885559082
2016-09-29,13.479999542236328
2016-09-30,13.390000343322754
2016-10-03,13.350000381469727
2016-10-04,13.279999732971191
2016-10-05,13.079999923706055
2016-10-06,13.020000457763672
2016-10-07,12.949999809265137
2016-10-10,12.989999771118164
2016-10-11,13.050000190734863
2016-10-12,12.760000228881836
2016-10-13,12.039999961853027
2016-10-14,11.3100004196167
2016-10-17,11.979999542236328
2016-10-18,12.649999618530273
2016-10-19,13.039999961853027
2016-10-20,14.390000343322754
2016-10-21,14.369999885559082
2016-10-24,13.170000076293945
2016-10-25,12.649999618530273
2016-10-26,12.270000457763672
2016-10-27,12.029999732971191
2016-10-28,11.779999732971191
2016-10-31,11.449999809265137
2016-11-01,11.699999809265137
2016-11-02,11.600000381469727
2016-11-03,11.300000190734863
2016-11-04,10.899999618530273
2016-11-07,11.199999809265137
2016-11-08,11.0
2016-11-09,11.899999618530273
2016-11-10,12.899999618530273
2016-11-11,13.5
2016-11-14,11.75
2016-11-15,12.25
2016-11-16,12.449999809265137
2016-11-17,12.800000190734863
2016-11-18,13.300000190734863
2016-11-21,12.899999618530273
2016-11-22,12.949999809265137
2016-11-23,12.75
2016-11-25,13.0
2016-11-28,12.5
2016-11-29,12.350000381469727
2016-11-30,12.300000190734863
2016-12-01,11.850000381469727
2016-12-02,11.699999809265137
2016-12-05,11.75
2016-12-06,12.649999618530273
2016-12-07,11.800000190734863
2016-12-08,12.649999618530273
2016-12-09,11.899999618530273
2016-12-12,11.550000190734863
2016-12-13,11.550000190734863
2016-12-14,11.199999809265137
2016-12-15,11.699999809265137
2016-12-16,11.550000190734863
2016-12-19,11.75
2016-12-20,12.300000190734863
2016-12-21,11.550000190734863
2016-12-22,11.050000190734863
2016-12-23,11.350000381469727
2016-12-27,11.199999809265137
2016-12-28,10.949999809265137
2016-12-29,10.850000381469727
2016-12-30,11.649999618530273
2017-01-03,11.899999618530273
2017-01-04,12.0
2017-01-05,11.800000190734863
2017-01-06,11.949999809265137
2017-01-09,11.699999809265137
2017-01-10,11.850000381469727
2017-01-11,12.100000381469727
2017-01-12,11.75
2017-01-13,12.100000381469727
2017-01-17,12.25
2017-01-18,12.300000190734863
2017-01-19,11.449999809265137
2017-01-20,11.149999618530273
2017-01-23,11.550000190734863
2017-01-24,11.550000190734863
2017-01-25,11.800000190734863
2017-01-26,11.75
2017-01-27,11.600000381469727
2017-01-30,11.699999809265137
2017-01-31,12.199999809265137
2017-02-01,11.850000381469727
2017-02-02,12.0
2017-02-03,11.899999618530273
2017-02-06,11.850000381469727
2017-02-07,11.600000381469727
2017-02-08,11.199999809265137
2017-02-09,11.199999809265137
2017-02-10,11.25
2017-02-13,11.350000381469727
2017-02-14,11.25
2017-02-15,11.25
2017-02-16,11.199999809265137
2017-02-17,11.350000381469727
2017-02-21,11.199999809265137
2017-02-22,11.100000381469727
2017-02-23,11.0
2017-02-24,11.050000190734863
2017-02-27,11.300000190734863
2017-02-28,11.300000190734863
2017-03-01,11.399999618530273
2017-03-02,11.649999618530273
2017-03-03,11.75
2017-03-06,11.649999618530273
2017-03-07,11.600000381469727
2017-03-08,11.600000381469727
2017-03-09,11.75
2017-03-10,11.949999809265137
2017-03-13,11.75
2017-03-14,11.300000190734863
2017-03-15,11.350000381469727
2017-03-16,11.399999618530273
2017-03-17,11.199999809265137
2017-03-20,11.25
2017-03-21,10.550000190734863
2017-03-22,10.5
2017-03-23,10.399999618530273
2017-03-24,10.399999618530273
2017-03-27,10.800000190734863
2017-03-28,10.899999618530273
2017-03-29,11.350000381469727
2017-03-30,11.25
2017-03-31,11.449999809265137
2017-04-03,11.350000381469727
2017-04-04,11.0
2017-04-05,10.800000190734863
2017-04-06,9.100000381469727
2017-04-07,8.75
2017-04-10,9.0
2017-04-11,8.850000381469727
2017-04-12,8.5
2017-04-13,8.5
2017-04-17,8.300000190734863
2017-04-18,8.0
2017-04-19,8.100000381469727
2017-04-20,8.100000381469727
2017-04-21,7.900000095367432
2017-04-24,7.849999904632568
2017-04-25,7.650000095367432
2017-04-26,7.699999809265137
2017-04-27,7.650000095367432
2017-04-28,7.900000095367432
2017-05-01,7.800000190734863
2017-05-02,7.800000190734863
2017-05-03,7.75
2017-05-04,7.800000190734863
2017-05-05,7.849999904632568
2017-05-08,7.75
2017-05-09,7.699999809265137
2017-05-10,7.650000095367432
2017-05-11,7.550000190734863
2017-05-12,7.050000190734863
2017-05-15,7.099999904632568
2017-05-16,7.150000095367432
2017-05-17,7.150000095367432
2017-05-18,7.050000190734863
2017-05-19,7.050000190734863
2017-05-22,7.0
2017-05-23,7.0
2017-05-24,7.0
2017-05-25,6.900000095367432
2017-05-26,6.900000095367432
2017-05-30,6.800000190734863
2017-05-31,6.650000095367432
2017-06-01,6.949999809265137
2017-06-02,6.949999809265137
2017-06-05,6.849999904632568
2017-06-06,6.849999904632568
2017-06-07,6.949999809265137
2017-06-08,6.900000095367432
2017-06-09,6.900000095367432
2017-06-12,6.599999904632568
2017-06-13,6.400000095367432
2017-06-14,6.449999809265137
2017-06-15,6.25
2017-06-16,6.5
2017-06-19,6.699999809265137
2017-06-20,6.75
2017-06-21,6.949999809265137
2017-06-22,7.099999904632568
2017-06-23,6.949999809265137
2017-06-26,7.0
2017-06-27,7.050000190734863
2017-06-28,7.0
2017-06-29,7.75
2017-06-30,7.900000095367432
2017-07-03,8.0
2017-07-05,8.0
2017-07-06,7.900000095367432
2017-07-07,7.699999809265137
2017-07-10,7.599999904632568
2017-07-11,7.5
2017-07-12,7.300000190734863
2017-07-13,7.449999809265137
2017-07-14,9.25
2017-07-17,9.949999809265137
2017-07-18,9.550000190734863
2017-07-19,9.550000190734863
2017-07-20,9.899999618530273
2017-07-21,9.75
2017-07-24,9.449999809265137
2017-07-25,9.100000381469727
2017-07-26,9.050000190734863
2017-07-27,8.899999618530273
2017-07-28,8.600000381469727
2017-07-31,8.699999809265137
2017-08-01,8.550000190734863
2017-08-02,8.399999618530273
2017-08-03,8.550000190734863
2017-08-04,8.649999618530273
2017-08-07,8.25
2017-08-08,8.199999809265137
2017-08-09,7.699999809265137
2017-08-10,7.800000190734863
2017-08-11,8.050000190734863
2017-08-14,8.0
2017-08-15,8.074999809265137
2017-08-16,8.0
2017-08-17,7.800000190734863
2017-08-18,7.849999904632568
2017-08-21,7.849999904632568
2017-08-22,8.050000190734863
2017-08-23,8.050000190734863
2017-08-24,8.199999809265137
2017-08-25,8.0
2017-08-28,8.199999809265137
2017-08-29,8.25
2017-08-30,9.024999618530273
2017-08-31,9.25
2017-09-01,9.600000381469727
2017-09-05,9.649999618530273
2017-09-06,9.899999618530273
2017-09-07,10.0
2017-09-08,9.800000190734863
2017-09-11,10.149999618530273
2017-09-12,10.5
2017-09-13,10.300000190734863
2017-09-14,10.5
2017-09-15,11.149999618530273
2017-09-18,11.550000190734863
2017-09-19,10.809000015258789
2017-09-20,10.75
2017-09-21,10.550000190734863
2017-09-22,10.550000190734863
2017-09-25,10.850000381469727
2017-09-26,10.899999618530273
2017-09-27,10.949999809265137
2017-09-28,10.75
2017-09-29,11.0
2017-10-02,11.699999809265137
2017-10-03,11.5
2017-10-04,12.0
2017-10-05,12.449999809265137
2017-10-06,12.850000381469727
2017-10-09,13.600000381469727
2017-10-10,13.300000190734863
2017-10-11,13.550000190734863
2017-10-12,13.850000381469727
2017-10-13,13.199999809265137
2017-10-16,11.850000381469727
2017-10-17,11.5
2017-10-18,11.649999618530273
2017-10-19,12.25
2017-10-20,12.800000190734863
2017-10-23,12.0
2017-10-24,11.0
2017-10-25,11.199999809265137
2017-10-26,10.800000190734863
2017-10-27,11.600000381469727
2017-10-30,10.899999618530273
2017-10-31,11.149999618530273
2017-11-01,10.600000381469727
2017-11-02,10.75
2017-11-03,11.399999618530273
2017-11-06,11.300000190734863
2017-11-07,10.600000381469727
2017-11-08,10.600000381469727
2017-11-09,11.0
2017-11-10,10.899999618530273
2017-11-13,10.850000381469727
2017-11-14,10.5
2017-11-15,10.699999809265137
2017-11-16,10.899999618530273
2017-11-17,10.850000381469727
2017-11-20,10.699999809265137
2017-11-21,11.050000190734863
2017-11-22,11.050000190734863
2017-11-24,10.949999809265137
2017-11-27,11.449999809265137
2017-11-28,11.800000190734863
2017-11-29,11.550000190734863
2017-11-30,11.649999618530273
2017-12-01,11.449999809265137
2017-12-04,11.800000190734863
2017-12-05,11.800000190734863
2017-12-06,11.850000381469727
2017-12-07,12.699999809265137
2017-12-08,12.949999809265137
2017-12-11,12.5
2017-12-12,12.350000381469727
2017-12-13,12.350000381469727
2017-12-14,12.100000381469727
2017-12-15,12.0
2017-12-18,11.899999618530273
2017-12-19,12.399999618530273
2017-12-20,12.800000190734863
2017-12-21,12.899999618530273
2017-12-22,13.149999618530273
2017-12-26,14.149999618530273
2017-12-27,13.449999809265137
2017-12-28,13.949999809265137
2017-12-29,13.949999809265137
2018-01-02,14.050000190734863
2018-01-03,14.350000381469727
2018-01-04,14.5
2018-01-05,13.699999809265137
2018-01-08,13.300000190734863
2018-01-09,14.199999809265137
