,ATXI
2021-04-01,6.099999904632568
2021-04-05,6.619999885559082
2021-04-06,6.050000190734863
2021-04-07,6.300000190734863
2021-04-08,6.710000038146973
2021-04-09,6.860000133514404
2021-04-12,7.110000133514404
2021-04-13,5.420000076293945
2021-04-14,4.769999980926514
2021-04-15,4.650000095367432
2021-04-16,4.539999961853027
2021-04-19,4.46999979019165
2021-04-20,3.9100000858306885
2021-04-21,4.550000190734863
2021-04-22,4.639999866485596
2021-04-23,4.800000190734863
2021-04-26,4.900000095367432
2021-04-27,5.039999961853027
2021-04-28,5.460000038146973
2021-04-29,5.239999771118164
2021-04-30,5.119999885559082
2021-05-03,4.690000057220459
2021-05-04,4.28000020980835
2021-05-05,4.21999979019165
2021-05-06,4.230000019073486
2021-05-07,4.519999980926514
2021-05-10,4.199999809265137
2021-05-11,4.210000038146973
2021-05-12,4.090000152587891
2021-05-13,4.159999847412109
2021-05-14,4.190000057220459
