,CSTL
2021-03-11,68.08000183105469
2021-03-12,64.19000244140625
2021-03-15,65.7699966430664
2021-03-16,62.56999969482422
2021-03-17,65.3499984741211
2021-03-18,63.0
2021-03-19,66.52999877929688
2021-03-22,66.63999938964844
2021-03-23,65.52999877929688
2021-03-24,61.599998474121094
2021-03-25,61.939998626708984
2021-03-26,59.970001220703125
2021-03-29,58.91999816894531
2021-03-30,62.18000030517578
2021-03-31,68.45999908447266
2021-04-01,71.08000183105469
2021-04-05,73.38999938964844
2021-04-06,74.25
2021-04-07,70.54000091552734
2021-04-08,70.76000213623047
2021-04-09,69.51000213623047
2021-04-12,67.52999877929688
2021-04-13,68.56999969482422
2021-04-14,68.54000091552734
2021-04-15,68.16999816894531
2021-04-16,65.51000213623047
2021-04-19,64.94000244140625
2021-04-20,60.65999984741211
2021-04-21,63.369998931884766
2021-04-22,65.52999877929688
2021-04-23,67.58000183105469
2021-04-26,70.25
2021-04-27,71.0199966430664
2021-04-28,68.7699966430664
2021-04-29,68.06999969482422
2021-04-30,69.02999877929688
2021-05-03,66.70999908447266
2021-05-04,64.7300033569336
2021-05-05,62.2599983215332
2021-05-06,56.2400016784668
2021-05-07,60.31999969482422
2021-05-10,54.779998779296875
2021-05-11,54.560001373291016
2021-05-12,52.11000061035156
2021-05-13,50.06999969482422
2021-05-14,55.16999816894531
