,BCYC
2019-09-20,9.5
2019-09-23,11.0
2019-09-24,11.119999885559082
2019-09-25,11.5
2019-09-26,11.65999984741211
2019-09-27,11.505000114440918
2019-09-30,11.390000343322754
2019-10-01,11.079999923706055
2019-10-02,10.5
2019-10-03,11.029999732971191
2019-10-04,10.5
2019-10-07,10.600000381469727
2019-10-08,9.994999885559082
2019-10-09,10.0
2019-10-10,9.98799991607666
2019-10-11,9.680000305175781
2019-10-14,9.699999809265137
2019-10-15,9.569999694824219
2019-10-16,9.65999984741211
2019-10-17,9.59000015258789
2019-10-18,9.710000038146973
2019-10-21,9.619999885559082
2019-10-22,9.399999618530273
2019-10-23,9.510000228881836
2019-10-24,9.25
2019-10-25,9.479999542236328
2019-10-28,9.199999809265137
2019-10-29,9.399999618530273
2019-10-30,9.65999984741211
2019-10-31,9.65999984741211
2019-11-01,9.239999771118164
2019-11-04,9.395000457763672
2019-11-05,8.210000038146973
2019-11-06,8.819999694824219
2019-11-07,8.489999771118164
2019-11-08,8.449999809265137
2019-11-11,8.109999656677246
2019-11-12,8.140000343322754
2019-11-13,8.614999771118164
2019-11-14,9.359999656677246
2019-11-15,9.394000053405762
2019-11-18,9.482000350952148
2019-11-19,9.680000305175781
2019-11-20,9.100000381469727
2019-11-21,8.619999885559082
2019-11-22,8.420000076293945
2019-11-25,8.350000381469727
2019-11-26,8.600000381469727
2019-11-27,8.329999923706055
2019-11-29,8.760000228881836
2019-12-02,8.40999984741211
2019-12-03,8.609999656677246
2019-12-04,7.710000038146973
2019-12-05,9.0
2019-12-06,8.399999618530273
2019-12-09,7.679999828338623
2019-12-10,7.869999885559082
2019-12-11,7.75
2019-12-12,7.849999904632568
2019-12-13,7.800000190734863
2019-12-16,8.020000457763672
2019-12-17,8.300000190734863
2019-12-18,8.600000381469727
2019-12-19,8.16100025177002
2019-12-20,8.0600004196167
2019-12-23,8.020000457763672
2019-12-24,9.6899995803833
2019-12-26,9.324999809265137
2019-12-27,9.069999694824219
2019-12-30,9.75
2019-12-31,9.430000305175781
2020-01-02,9.819999694824219
2020-01-03,9.930000305175781
2020-01-06,10.364999771118164
2020-01-07,11.449999809265137
2020-01-08,12.210000038146973
2020-01-09,11.680000305175781
2020-01-10,11.180000305175781
2020-01-13,11.130999565124512
2020-01-14,10.989999771118164
2020-01-15,11.029999732971191
2020-01-16,11.199999809265137
2020-01-17,11.199999809265137
2020-01-21,11.479999542236328
2020-01-22,11.300000190734863
2020-01-23,10.800000190734863
2020-01-24,10.75
2020-01-27,11.100000381469727
2020-01-28,11.199999809265137
2020-01-29,11.0
2020-01-30,10.979999542236328
2020-01-31,10.880000114440918
2020-02-03,10.539999961853027
2020-02-04,10.75
2020-02-05,10.850000381469727
2020-02-06,11.670000076293945
2020-02-07,11.760000228881836
2020-02-10,12.979999542236328
2020-02-11,12.449999809265137
2020-02-12,13.319999694824219
2020-02-13,13.710000038146973
2020-02-14,14.927000045776367
2020-02-18,15.859999656677246
2020-02-19,15.800000190734863
2020-02-20,15.600000381469727
2020-02-21,15.364999771118164
2020-02-24,14.619999885559082
2020-02-25,14.800000190734863
2020-02-26,15.930000305175781
2020-02-27,13.979999542236328
2020-02-28,12.930000305175781
2020-03-02,13.199999809265137
2020-03-03,13.850000381469727
2020-03-04,16.5
2020-03-05,15.979999542236328
2020-03-06,13.90999984741211
2020-03-09,14.84000015258789
2020-03-10,18.0
2020-03-11,17.700000762939453
2020-03-12,16.010000228881836
2020-03-13,15.0600004196167
2020-03-16,13.420000076293945
2020-03-17,11.149999618530273
2020-03-18,11.0
2020-03-19,11.680000305175781
2020-03-20,10.779999732971191
2020-03-23,10.510000228881836
2020-03-24,10.529999732971191
2020-03-25,11.5
2020-03-26,14.550000190734863
2020-03-27,12.770000457763672
2020-03-30,13.8100004196167
2020-03-31,13.649999618530273
2020-04-01,13.979999542236328
2020-04-02,12.75
2020-04-03,13.460000038146973
2020-04-06,14.149999618530273
2020-04-07,14.050000190734863
2020-04-08,14.644000053405762
2020-04-09,14.5
2020-04-13,13.899999618530273
2020-04-14,14.229999542236328
2020-04-15,14.449999809265137
2020-04-16,14.619999885559082
2020-04-17,14.65999984741211
2020-04-20,15.0
2020-04-21,15.130000114440918
2020-04-22,15.024999618530273
2020-04-23,14.899999618530273
2020-04-24,14.722999572753906
2020-04-27,14.90999984741211
2020-04-28,14.947999954223633
2020-04-29,13.020000457763672
2020-04-30,12.800000190734863
2020-05-01,12.630000114440918
2020-05-04,13.819999694824219
2020-05-05,14.100000381469727
2020-05-06,14.119999885559082
2020-05-07,13.600000381469727
2020-05-08,14.222000122070312
2020-05-11,15.0
2020-05-12,15.050000190734863
2020-05-13,14.670000076293945
2020-05-14,15.104999542236328
2020-05-15,14.774999618530273
2020-05-18,14.539999961853027
2020-05-19,14.960000038146973
2020-05-20,15.0
2020-05-21,14.789999961853027
2020-05-22,15.399999618530273
2020-05-26,17.780000686645508
2020-05-27,16.510000228881836
2020-05-28,18.149999618530273
2020-05-29,17.8700008392334
2020-06-01,17.18000030517578
2020-06-02,17.790000915527344
2020-06-03,17.290000915527344
2020-06-04,17.329999923706055
2020-06-05,17.399999618530273
2020-06-08,18.209999084472656
2020-06-09,17.219999313354492
2020-06-10,17.110000610351562
2020-06-11,15.65999984741211
2020-06-12,16.1200008392334
2020-06-15,16.350000381469727
2020-06-16,15.930000305175781
2020-06-17,16.040000915527344
2020-06-18,15.680000305175781
2020-06-19,16.0
2020-06-22,15.600000381469727
2020-06-23,16.989999771118164
2020-06-24,16.600000381469727
2020-06-25,17.15999984741211
2020-06-26,16.940000534057617
2020-06-29,16.1299991607666
2020-06-30,15.739999771118164
2020-07-01,15.300000190734863
2020-07-02,15.645999908447266
2020-07-06,15.510000228881836
2020-07-07,15.71500015258789
2020-07-08,15.529999732971191
2020-07-09,17.0
2020-07-10,17.29599952697754
2020-07-13,17.719999313354492
2020-07-14,19.049999237060547
2020-07-15,19.25
2020-07-16,18.68000030517578
2020-07-17,17.200000762939453
2020-07-20,18.565000534057617
2020-07-21,18.56999969482422
2020-07-22,17.801000595092773
2020-07-23,18.049999237060547
2020-07-24,17.110000610351562
2020-07-27,17.170000076293945
2020-07-28,16.860000610351562
2020-07-29,16.25
2020-07-30,16.106000900268555
2020-07-31,15.800000190734863
2020-08-03,15.720000267028809
2020-08-04,16.31999969482422
2020-08-05,16.639999389648438
2020-08-06,16.290000915527344
2020-08-07,15.789999961853027
2020-08-10,16.31999969482422
2020-08-11,16.010000228881836
2020-08-12,15.720000267028809
2020-08-13,15.800000190734863
2020-08-14,17.059999465942383
2020-08-17,18.299999237060547
2020-08-18,18.020000457763672
2020-08-19,18.799999237060547
2020-08-20,18.549999237060547
2020-08-21,18.280000686645508
2020-08-24,17.829999923706055
2020-08-25,18.5
2020-08-26,18.049999237060547
2020-08-27,17.559999465942383
2020-08-28,17.93000030517578
2020-08-31,17.969999313354492
2020-09-01,17.969999313354492
2020-09-02,18.299999237060547
2020-09-03,17.81999969482422
2020-09-04,17.270000457763672
2020-09-08,16.649999618530273
2020-09-09,16.75
2020-09-10,16.5
2020-09-11,15.649999618530273
2020-09-14,19.079999923706055
2020-09-15,19.030000686645508
2020-09-16,20.709999084472656
2020-09-17,20.649999618530273
2020-09-18,19.819000244140625
2020-09-21,20.799999237060547
2020-09-22,20.0
2020-09-23,20.290000915527344
2020-09-24,18.389999389648438
2020-09-25,19.010000228881836
2020-09-28,19.690000534057617
2020-09-29,19.440000534057617
2020-09-30,19.049999237060547
2020-10-01,19.5
2020-10-02,19.5
2020-10-05,19.170000076293945
2020-10-06,18.969999313354492
2020-10-07,18.850000381469727
2020-10-08,18.34000015258789
2020-10-09,19.010000228881836
2020-10-12,18.989999771118164
2020-10-13,19.010000228881836
2020-10-14,18.93000030517578
2020-10-15,18.979999542236328
2020-10-16,19.239999771118164
2020-10-19,18.950000762939453
2020-10-20,19.329999923706055
2020-10-21,18.940000534057617
2020-10-22,19.0
2020-10-23,18.989999771118164
2020-10-26,18.729999542236328
2020-10-27,18.829999923706055
2020-10-28,18.440000534057617
2020-10-29,18.790000915527344
2020-10-30,18.510000228881836
2020-11-02,18.299999237060547
2020-11-03,18.81999969482422
2020-11-04,18.770000457763672
2020-11-05,19.0
2020-11-06,18.489999771118164
2020-11-09,18.469999313354492
2020-11-10,19.360000610351562
2020-11-11,18.829999923706055
2020-11-12,20.780000686645508
2020-11-13,20.31999969482422
2020-11-16,20.3700008392334
2020-11-17,20.979999542236328
2020-11-18,19.309999465942383
2020-11-19,19.6200008392334
2020-11-20,20.6299991607666
2020-11-23,19.90999984741211
2020-11-24,20.399999618530273
2020-11-25,19.799999237060547
2020-11-27,20.440000534057617
2020-11-30,21.360000610351562
2020-12-01,20.3700008392334
2020-12-02,20.670000076293945
2020-12-03,19.690000534057617
2020-12-04,19.75
2020-12-07,19.219999313354492
2020-12-08,19.06999969482422
2020-12-09,18.920000076293945
2020-12-10,19.010000228881836
2020-12-11,19.399999618530273
2020-12-14,19.059999465942383
2020-12-15,19.030000686645508
2020-12-16,18.8700008392334
2020-12-17,19.1299991607666
2020-12-18,19.15999984741211
2020-12-21,19.200000762939453
2020-12-22,19.920000076293945
2020-12-23,19.75
2020-12-24,19.8700008392334
2020-12-28,19.309999465942383
2020-12-29,18.75
2020-12-30,18.56999969482422
2020-12-31,17.950000762939453
2021-01-04,19.200000762939453
2021-01-05,19.1200008392334
2021-01-06,20.059999465942383
2021-01-07,19.780000686645508
2021-01-08,19.65999984741211
2021-01-11,20.1200008392334
2021-01-12,20.219999313354492
2021-01-13,19.850000381469727
2021-01-14,25.5
2021-01-15,27.030000686645508
2021-01-19,29.959999084472656
2021-01-20,28.299999237060547
2021-01-21,27.139999389648438
2021-01-22,26.799999237060547
2021-01-25,26.979999542236328
2021-01-26,26.829999923706055
2021-01-27,25.670000076293945
2021-01-28,26.290000915527344
2021-01-29,26.809999465942383
2021-02-01,26.93000030517578
2021-02-02,28.489999771118164
2021-02-03,29.09000015258789
2021-02-04,29.889999389648438
2021-02-05,30.25
2021-02-08,28.239999771118164
2021-02-09,29.350000381469727
2021-02-10,28.8799991607666
2021-02-11,27.719999313354492
2021-02-12,27.579999923706055
2021-02-16,26.040000915527344
2021-02-17,26.520000457763672
2021-02-18,27.780000686645508
2021-02-19,25.65999984741211
2021-02-22,25.18000030517578
2021-02-23,24.15999984741211
2021-02-24,25.450000762939453
2021-02-25,24.940000534057617
2021-02-26,25.270000457763672
2021-03-01,25.670000076293945
2021-03-02,24.8700008392334
2021-03-03,24.0
2021-03-04,22.399999618530273
2021-03-05,23.920000076293945
2021-03-08,22.850000381469727
2021-03-09,25.420000076293945
2021-03-10,27.350000381469727
2021-03-11,27.0
2021-03-12,27.8799991607666
2021-03-15,28.469999313354492
2021-03-16,27.899999618530273
2021-03-17,28.219999313354492
2021-03-18,26.780000686645508
2021-03-19,26.0
2021-03-22,25.979999542236328
2021-03-23,25.229999542236328
2021-03-24,25.139999389648438
2021-03-25,26.149999618530273
2021-03-26,26.43000030517578
2021-03-29,26.0
2021-03-30,26.8700008392334
2021-03-31,29.8700008392334
2021-04-01,30.479999542236328
2021-04-05,30.540000915527344
2021-04-06,30.15999984741211
2021-04-07,30.469999313354492
2021-04-08,32.279998779296875
2021-04-09,28.3799991607666
2021-04-12,27.0
2021-04-13,29.309999465942383
2021-04-14,29.959999084472656
2021-04-15,29.969999313354492
2021-04-16,29.450000762939453
2021-04-19,28.100000381469727
2021-04-20,29.31999969482422
2021-04-21,30.399999618530273
2021-04-22,31.200000762939453
2021-04-23,30.979999542236328
2021-04-26,31.299999237060547
2021-04-27,30.469999313354492
2021-04-28,32.130001068115234
2021-04-29,29.799999237060547
2021-04-30,31.0
2021-05-03,32.040000915527344
2021-05-04,31.3799991607666
2021-05-05,31.15999984741211
2021-05-06,31.770000457763672
2021-05-07,31.75
2021-05-10,30.850000381469727
2021-05-11,30.75
2021-05-12,30.360000610351562
2021-05-13,29.75
2021-05-14,31.18000030517578
