,CSML
2021-02-05,32.54800033569336
2021-02-08,33.37799835205078
2021-02-09,33.54399871826172
2021-02-10,33.36000061035156
2021-02-11,33.37799835205078
2021-02-12,33.50899887084961
2021-02-16,33.4109992980957
2021-02-17,33.25299835205078
2021-02-18,32.840999603271484
2021-02-19,33.37200164794922
2021-02-22,33.63800048828125
2021-02-23,33.529998779296875
2021-02-24,34.430999755859375
2021-02-25,33.31999969482422
2021-02-26,33.319000244140625
2021-03-01,34.30699920654297
2021-03-02,33.926998138427734
2021-03-03,34.220001220703125
2021-03-04,33.1349983215332
2021-03-05,33.349998474121094
2021-03-08,34.617000579833984
2021-03-09,34.887001037597656
2021-03-10,35.58100128173828
2021-03-11,36.034000396728516
2021-03-12,36.33000183105469
2021-03-15,36.36000061035156
2021-03-16,35.87699890136719
2021-03-17,36.20600128173828
2021-03-18,35.40999984741211
2021-03-19,35.60200119018555
2021-03-22,35.040000915527344
2021-03-23,33.650001525878906
2021-03-24,33.14400100708008
2021-03-25,33.909000396728516
2021-03-26,34.57699966430664
2021-03-29,33.71699905395508
2021-03-30,34.19900131225586
2021-03-31,34.52299880981445
2021-04-01,34.970001220703125
2021-04-05,35.11399841308594
2021-04-06,34.992000579833984
2021-04-07,34.55799865722656
2021-04-08,34.79800033569336
2021-04-09,34.87799835205078
2021-04-12,34.83700180053711
2021-04-13,34.56999969482422
2021-04-14,34.869998931884766
2021-04-15,35.016998291015625
2021-04-16,35.189998626708984
2021-04-19,34.79999923706055
2021-04-20,34.11000061035156
2021-04-21,34.763999938964844
2021-04-22,34.63999938964844
2021-04-23,35.19900131225586
2021-04-26,35.319000244140625
2021-04-27,35.279998779296875
2021-04-28,35.36800003051758
2021-04-29,35.417999267578125
2021-04-30,35.03799819946289
2021-05-03,35.709999084472656
2021-05-04,35.290000915527344
2021-05-05,35.35599899291992
2021-05-06,35.54999923706055
2021-05-07,35.93299865722656
2021-05-10,35.53300094604492
2021-05-11,35.09000015258789
2021-05-12,34.34600067138672
2021-05-13,35.09400177001953
2021-05-14,35.8129997253418
