,BUSE
2014-07-31,16.649999618530273
2014-08-01,16.469999313354492
2014-08-04,16.739999771118164
2014-08-05,16.649999618530273
2014-08-06,16.709999084472656
2014-08-07,16.469999313354492
2014-08-08,16.559999465942383
2014-08-11,16.860000610351562
2014-08-12,16.709999084472656
2014-08-13,16.889999389648438
2014-08-14,16.799999237060547
2014-08-15,16.68000030517578
2014-08-18,17.040000915527344
2014-08-19,17.040000915527344
2014-08-20,16.889999389648438
2014-08-21,17.1299991607666
2014-08-22,17.219999313354492
2014-08-25,17.489999771118164
2014-08-26,17.729999542236328
2014-08-27,17.579999923706055
2014-08-28,17.219999313354492
2014-08-29,17.25
2014-09-02,17.520000457763672
2014-09-03,17.459999084472656
2014-09-04,17.399999618530273
2014-09-05,17.399999618530273
2014-09-08,17.520000457763672
2014-09-09,17.309999465942383
2014-09-10,17.459999084472656
2014-09-11,17.700000762939453
2014-09-12,17.459999084472656
2014-09-15,17.43000030517578
2014-09-16,17.3700008392334
2014-09-17,17.219999313354492
2014-09-18,17.579999923706055
2014-09-19,17.280000686645508
2014-09-22,16.950000762939453
2014-09-23,16.739999771118164
2014-09-24,16.889999389648438
2014-09-25,16.559999465942383
2014-09-26,16.709999084472656
2014-09-29,16.709999084472656
2014-09-30,16.709999084472656
2014-10-01,16.649999618530273
2014-10-02,17.040000915527344
2014-10-03,17.010000228881836
2014-10-06,16.68000030517578
2014-10-07,16.530000686645508
2014-10-08,17.100000381469727
2014-10-09,16.5
2014-10-10,16.59000015258789
2014-10-13,17.100000381469727
2014-10-14,17.760000228881836
2014-10-15,17.489999771118164
2014-10-16,17.520000457763672
2014-10-17,17.43000030517578
2014-10-20,17.280000686645508
2014-10-21,17.34000015258789
2014-10-22,17.280000686645508
2014-10-23,17.610000610351562
2014-10-24,17.579999923706055
2014-10-27,17.639999389648438
2014-10-28,18.209999084472656
2014-10-29,18.18000030517578
2014-10-30,18.510000228881836
2014-10-31,18.75
2014-11-03,18.84000015258789
2014-11-04,18.959999084472656
2014-11-05,19.020000457763672
2014-11-06,19.079999923706055
2014-11-07,19.5
2014-11-10,19.799999237060547
2014-11-11,19.829999923706055
2014-11-12,20.040000915527344
2014-11-13,19.950000762939453
2014-11-14,19.829999923706055
2014-11-17,19.709999084472656
2014-11-18,19.829999923706055
2014-11-19,19.530000686645508
2014-11-20,19.59000015258789
2014-11-21,19.739999771118164
2014-11-24,19.889999389648438
2014-11-25,19.829999923706055
2014-11-26,19.770000457763672
2014-11-28,19.649999618530273
2014-12-01,19.049999237060547
2014-12-02,19.559999465942383
2014-12-03,19.59000015258789
2014-12-04,19.559999465942383
2014-12-05,19.799999237060547
2014-12-08,19.770000457763672
2014-12-09,19.950000762939453
2014-12-10,19.739999771118164
2014-12-11,19.469999313354492
2014-12-12,19.079999923706055
2014-12-15,18.989999771118164
2014-12-16,19.229999542236328
2014-12-17,19.59000015258789
2014-12-18,19.649999618530273
2014-12-19,19.049999237060547
2014-12-22,19.5
2014-12-23,19.5
2014-12-24,19.469999313354492
2014-12-26,19.709999084472656
2014-12-29,19.799999237060547
2014-12-30,19.860000610351562
2014-12-31,19.530000686645508
2015-01-02,19.5
2015-01-05,19.200000762939453
2015-01-06,18.6299991607666
2015-01-07,19.049999237060547
2015-01-08,19.229999542236328
2015-01-09,18.8700008392334
2015-01-12,18.600000381469727
2015-01-13,18.75
2015-01-14,18.600000381469727
2015-01-15,18.270000457763672
2015-01-16,18.809999465942383
2015-01-20,18.56999969482422
2015-01-21,18.09000015258789
2015-01-22,19.200000762939453
2015-01-23,18.780000686645508
2015-01-26,18.84000015258789
2015-01-27,18.360000610351562
2015-01-28,18.030000686645508
2015-01-29,18.959999084472656
2015-01-30,18.479999542236328
2015-02-02,19.139999389648438
2015-02-03,19.649999618530273
2015-02-04,19.440000534057617
2015-02-05,19.5
2015-02-06,19.530000686645508
2015-02-09,19.079999923706055
2015-02-10,19.260000228881836
2015-02-11,19.110000610351562
2015-02-12,19.469999313354492
2015-02-13,19.440000534057617
2015-02-17,19.3799991607666
2015-02-18,19.170000076293945
2015-02-19,18.989999771118164
2015-02-20,19.229999542236328
2015-02-23,19.200000762939453
2015-02-24,19.229999542236328
2015-02-25,19.020000457763672
2015-02-26,19.170000076293945
2015-02-27,18.989999771118164
2015-03-02,19.110000610351562
2015-03-03,19.260000228881836
2015-03-04,19.020000457763672
2015-03-05,19.049999237060547
2015-03-06,19.079999923706055
2015-03-09,19.350000381469727
2015-03-10,19.049999237060547
2015-03-11,19.139999389648438
2015-03-12,19.770000457763672
2015-03-13,19.770000457763672
2015-03-16,19.920000076293945
2015-03-17,19.889999389648438
2015-03-18,19.649999618530273
2015-03-19,19.770000457763672
2015-03-20,19.709999084472656
2015-03-23,19.829999923706055
2015-03-24,19.829999923706055
2015-03-25,19.440000534057617
2015-03-26,19.739999771118164
2015-03-27,19.649999618530273
2015-03-30,19.950000762939453
2015-03-31,20.06999969482422
2015-04-01,20.1299991607666
2015-04-02,20.459999084472656
2015-04-06,19.829999923706055
2015-04-07,19.739999771118164
2015-04-08,19.770000457763672
2015-04-09,19.59000015258789
2015-04-10,19.6200008392334
2015-04-13,19.979999542236328
2015-04-14,19.799999237060547
2015-04-15,20.1299991607666
2015-04-16,20.010000228881836
2015-04-17,19.3799991607666
2015-04-20,19.860000610351562
2015-04-21,19.68000030517578
2015-04-22,19.649999618530273
2015-04-23,19.649999618530273
2015-04-24,19.68000030517578
2015-04-27,19.6200008392334
2015-04-28,19.920000076293945
2015-04-29,19.31999969482422
2015-04-30,18.719999313354492
2015-05-01,18.65999984741211
2015-05-04,18.450000762939453
2015-05-05,18.299999237060547
2015-05-06,18.479999542236328
2015-05-07,18.540000915527344
2015-05-08,18.65999984741211
2015-05-11,19.020000457763672
2015-05-12,18.780000686645508
2015-05-13,18.600000381469727
2015-05-14,19.049999237060547
2015-05-15,18.959999084472656
2015-05-18,19.170000076293945
2015-05-19,19.31999969482422
2015-05-20,19.40999984741211
2015-05-21,19.139999389648438
2015-05-22,19.170000076293945
2015-05-26,18.989999771118164
2015-05-27,18.959999084472656
2015-05-28,19.020000457763672
2015-05-29,18.84000015258789
2015-06-01,18.989999771118164
2015-06-02,19.31999969482422
2015-06-03,19.440000534057617
2015-06-04,19.110000610351562
2015-06-05,19.68000030517578
2015-06-08,19.5
2015-06-09,19.530000686645508
2015-06-10,19.979999542236328
2015-06-11,19.770000457763672
2015-06-12,19.68000030517578
2015-06-15,19.3799991607666
2015-06-16,19.709999084472656
2015-06-17,19.3799991607666
2015-06-18,19.739999771118164
2015-06-19,19.6200008392334
2015-06-22,19.889999389648438
2015-06-23,20.010000228881836
2015-06-24,20.06999969482422
2015-06-25,20.06999969482422
2015-06-26,20.06999969482422
2015-06-29,19.649999618530273
2015-06-30,19.709999084472656
2015-07-01,19.799999237060547
2015-07-02,19.40999984741211
2015-07-06,19.40999984741211
2015-07-07,19.170000076293945
2015-07-08,19.139999389648438
2015-07-09,19.200000762939453
2015-07-10,19.59000015258789
2015-07-13,19.68000030517578
2015-07-14,19.559999465942383
2015-07-15,19.770000457763672
2015-07-16,19.979999542236328
2015-07-17,20.1299991607666
2015-07-20,19.739999771118164
2015-07-21,19.5
2015-07-22,19.889999389648438
2015-07-23,19.40999984741211
2015-07-24,19.170000076293945
2015-07-27,19.170000076293945
2015-07-28,19.110000610351562
2015-07-29,19.079999923706055
2015-07-30,19.290000915527344
2015-07-31,19.110000610351562
2015-08-03,19.170000076293945
2015-08-04,19.200000762939453
2015-08-05,19.31999969482422
2015-08-06,19.229999542236328
2015-08-07,18.93000030517578
2015-08-10,19.229999542236328
2015-08-11,19.260000228881836
2015-08-12,19.020000457763672
2015-08-13,18.959999084472656
2015-08-14,19.31999969482422
2015-08-17,19.290000915527344
2015-08-18,19.31999969482422
2015-08-19,19.229999542236328
2015-08-20,19.049999237060547
2015-08-21,19.110000610351562
2015-08-24,18.510000228881836
2015-08-25,18.65999984741211
2015-08-26,18.989999771118164
2015-08-27,19.049999237060547
2015-08-28,19.079999923706055
2015-08-31,19.200000762939453
2015-09-01,18.899999618530273
2015-09-02,19.079999923706055
2015-09-03,18.84000015258789
2015-09-04,18.600000381469727
2015-09-08,19.3700008392334
2015-09-09,18.309999465942383
2015-09-10,18.010000228881836
2015-09-11,18.309999465942383
2015-09-14,18.149999618530273
2015-09-15,18.25
2015-09-16,18.459999084472656
2015-09-17,18.760000228881836
2015-09-18,19.059999465942383
2015-09-21,19.5
2015-09-22,19.3700008392334
2015-09-23,19.84000015258789
2015-09-24,19.920000076293945
2015-09-25,19.40999984741211
2015-09-28,19.40999984741211
2015-09-29,19.440000534057617
2015-09-30,19.8700008392334
2015-10-01,19.899999618530273
2015-10-02,19.459999084472656
2015-10-05,20.0
2015-10-06,19.770000457763672
2015-10-07,20.0
2015-10-08,19.920000076293945
2015-10-09,19.719999313354492
2015-10-12,19.8700008392334
2015-10-13,19.889999389648438
2015-10-14,19.219999313354492
2015-10-15,19.799999237060547
2015-10-16,19.719999313354492
2015-10-19,19.690000534057617
2015-10-20,20.040000915527344
2015-10-21,19.75
2015-10-22,20.270000457763672
2015-10-23,20.510000228881836
2015-10-26,20.1299991607666
2015-10-27,19.65999984741211
2015-10-28,21.09000015258789
2015-10-29,21.360000610351562
2015-10-30,20.8700008392334
2015-11-02,21.280000686645508
2015-11-03,21.299999237060547
2015-11-04,21.399999618530273
2015-11-05,21.649999618530273
2015-11-06,22.360000610351562
2015-11-09,22.030000686645508
2015-11-10,22.010000228881836
2015-11-11,22.219999313354492
2015-11-12,21.780000686645508
2015-11-13,21.719999313354492
2015-11-16,21.719999313354492
2015-11-17,21.84000015258789
2015-11-18,21.889999389648438
2015-11-19,21.860000610351562
2015-11-20,21.8799991607666
2015-11-23,21.799999237060547
2015-11-24,21.93000030517578
2015-11-25,22.149999618530273
2015-11-27,22.209999084472656
2015-11-30,21.989999771118164
2015-12-01,22.18000030517578
2015-12-02,22.100000381469727
2015-12-03,21.81999969482422
2015-12-04,21.8700008392334
2015-12-07,21.549999237060547
2015-12-08,21.459999084472656
2015-12-09,21.600000381469727
2015-12-10,21.709999084472656
2015-12-11,20.93000030517578
2015-12-14,20.90999984741211
2015-12-15,20.860000610351562
2015-12-16,20.950000762939453
2015-12-17,20.739999771118164
2015-12-18,20.799999237060547
2015-12-21,20.81999969482422
2015-12-22,20.81999969482422
2015-12-23,20.770000457763672
2015-12-24,20.739999771118164
2015-12-28,20.719999313354492
2015-12-29,21.010000228881836
2015-12-30,21.020000457763672
2015-12-31,20.6299991607666
2016-01-04,20.450000762939453
2016-01-05,20.489999771118164
2016-01-06,20.65999984741211
2016-01-07,20.3799991607666
2016-01-08,20.209999084472656
2016-01-11,20.329999923706055
2016-01-12,20.1200008392334
2016-01-13,19.829999923706055
2016-01-14,19.809999465942383
2016-01-15,19.530000686645508
2016-01-19,19.3799991607666
2016-01-20,19.040000915527344
2016-01-21,18.670000076293945
2016-01-22,18.81999969482422
2016-01-25,18.309999465942383
2016-01-26,18.459999084472656
2016-01-27,17.84000015258789
2016-01-28,18.040000915527344
2016-01-29,18.43000030517578
2016-02-01,19.219999313354492
2016-02-02,19.09000015258789
2016-02-03,18.969999313354492
2016-02-04,18.979999542236328
2016-02-05,18.690000534057617
2016-02-08,18.8700008392334
2016-02-09,18.8799991607666
2016-02-10,18.670000076293945
2016-02-11,18.469999313354492
2016-02-12,18.709999084472656
2016-02-16,18.899999618530273
2016-02-17,18.84000015258789
2016-02-18,18.709999084472656
2016-02-19,18.739999771118164
2016-02-22,18.799999237060547
2016-02-23,18.770000457763672
2016-02-24,18.81999969482422
2016-02-25,18.920000076293945
2016-02-26,19.170000076293945
2016-02-29,18.950000762939453
2016-03-01,19.360000610351562
2016-03-02,19.389999389648438
2016-03-03,19.700000762939453
2016-03-04,19.729999542236328
2016-03-07,20.079999923706055
2016-03-08,20.0
2016-03-09,19.8700008392334
2016-03-10,19.81999969482422
2016-03-11,20.15999984741211
2016-03-14,19.969999313354492
2016-03-15,20.010000228881836
2016-03-16,20.020000457763672
2016-03-17,20.34000015258789
2016-03-18,20.959999084472656
2016-03-21,20.809999465942383
2016-03-22,20.700000762939453
2016-03-23,20.459999084472656
2016-03-24,20.18000030517578
2016-03-28,20.219999313354492
2016-03-29,20.389999389648438
2016-03-30,20.5
2016-03-31,20.479999542236328
2016-04-01,20.440000534057617
2016-04-04,20.100000381469727
2016-04-05,19.65999984741211
2016-04-06,19.610000610351562
2016-04-07,19.110000610351562
2016-04-08,19.700000762939453
2016-04-11,19.56999969482422
2016-04-12,20.15999984741211
2016-04-13,20.770000457763672
2016-04-14,20.760000228881836
2016-04-15,20.719999313354492
2016-04-18,20.670000076293945
2016-04-19,21.0
2016-04-20,21.059999465942383
2016-04-21,21.040000915527344
2016-04-22,20.940000534057617
2016-04-25,20.889999389648438
2016-04-26,20.81999969482422
2016-04-27,20.8799991607666
2016-04-28,20.729999542236328
2016-04-29,20.440000534057617
2016-05-02,20.93000030517578
2016-05-03,20.81999969482422
2016-05-04,20.479999542236328
2016-05-05,19.989999771118164
2016-05-06,19.969999313354492
2016-05-09,19.959999084472656
2016-05-10,20.170000076293945
2016-05-11,20.18000030517578
2016-05-12,20.31999969482422
2016-05-13,20.489999771118164
2016-05-16,20.799999237060547
2016-05-17,20.479999542236328
2016-05-18,21.09000015258789
2016-05-19,20.920000076293945
2016-05-20,21.229999542236328
2016-05-23,21.260000228881836
2016-05-24,21.799999237060547
2016-05-25,21.760000228881836
2016-05-26,21.719999313354492
2016-05-27,21.969999313354492
2016-05-31,22.190000534057617
2016-06-01,22.3799991607666
2016-06-02,22.479999542236328
2016-06-03,22.420000076293945
2016-06-06,22.760000228881836
2016-06-07,22.59000015258789
2016-06-08,22.690000534057617
2016-06-09,22.3700008392334
2016-06-10,22.149999618530273
2016-06-13,21.809999465942383
2016-06-14,21.56999969482422
2016-06-15,21.459999084472656
2016-06-16,21.290000915527344
2016-06-17,21.1200008392334
2016-06-20,21.290000915527344
2016-06-21,21.149999618530273
2016-06-22,21.110000610351562
2016-06-23,21.690000534057617
2016-06-24,20.739999771118164
2016-06-27,20.25
2016-06-28,20.469999313354492
2016-06-29,20.93000030517578
2016-06-30,21.389999389648438
2016-07-01,21.239999771118164
2016-07-05,21.15999984741211
2016-07-06,21.600000381469727
2016-07-07,21.65999984741211
2016-07-08,22.149999618530273
2016-07-11,22.440000534057617
2016-07-12,22.690000534057617
2016-07-13,22.75
2016-07-14,22.790000915527344
2016-07-15,22.81999969482422
2016-07-18,22.90999984741211
2016-07-19,22.850000381469727
2016-07-20,22.489999771118164
2016-07-21,22.399999618530273
2016-07-22,22.559999465942383
2016-07-25,22.389999389648438
2016-07-26,22.40999984741211
2016-07-27,22.6200008392334
2016-07-28,22.389999389648438
2016-07-29,22.530000686645508
2016-08-01,22.479999542236328
2016-08-02,22.549999237060547
2016-08-03,22.709999084472656
2016-08-04,22.940000534057617
2016-08-05,23.719999313354492
2016-08-08,23.75
2016-08-09,23.950000762939453
2016-08-10,23.6200008392334
2016-08-11,23.639999389648438
2016-08-12,23.610000610351562
2016-08-15,23.719999313354492
2016-08-16,23.6200008392334
2016-08-17,23.739999771118164
2016-08-18,23.790000915527344
2016-08-19,23.489999771118164
2016-08-22,23.440000534057617
2016-08-23,23.459999084472656
2016-08-24,23.579999923706055
2016-08-25,23.649999618530273
2016-08-26,23.600000381469727
2016-08-29,23.489999771118164
2016-08-30,23.489999771118164
2016-08-31,23.350000381469727
2016-09-01,23.190000534057617
2016-09-02,23.290000915527344
2016-09-06,22.959999084472656
2016-09-07,23.229999542236328
2016-09-08,23.3700008392334
2016-09-09,23.350000381469727
2016-09-12,23.389999389648438
2016-09-13,23.219999313354492
2016-09-14,22.989999771118164
2016-09-15,23.100000381469727
2016-09-16,23.100000381469727
2016-09-19,23.06999969482422
2016-09-20,23.030000686645508
2016-09-21,23.010000228881836
2016-09-22,23.469999313354492
2016-09-23,23.260000228881836
2016-09-26,22.670000076293945
2016-09-27,22.799999237060547
2016-09-28,22.920000076293945
2016-09-29,22.469999313354492
2016-09-30,22.600000381469727
2016-10-03,21.93000030517578
2016-10-04,22.0
2016-10-05,22.360000610351562
2016-10-06,22.260000228881836
2016-10-07,22.139999389648438
2016-10-10,22.15999984741211
2016-10-11,21.989999771118164
2016-10-12,22.25
2016-10-13,21.8799991607666
2016-10-14,22.389999389648438
2016-10-17,22.420000076293945
2016-10-18,22.510000228881836
2016-10-19,23.0
2016-10-20,22.979999542236328
2016-10-21,22.739999771118164
2016-10-24,22.969999313354492
2016-10-25,22.68000030517578
2016-10-26,23.18000030517578
2016-10-27,22.959999084472656
2016-10-28,23.049999237060547
2016-10-31,23.110000610351562
2016-11-01,22.84000015258789
2016-11-02,22.84000015258789
2016-11-03,23.010000228881836
2016-11-04,23.020000457763672
2016-11-07,23.350000381469727
2016-11-08,23.149999618530273
2016-11-09,24.420000076293945
2016-11-10,25.5
2016-11-11,25.540000915527344
2016-11-14,26.209999084472656
2016-11-15,26.420000076293945
2016-11-16,26.270000457763672
2016-11-17,26.639999389648438
2016-11-18,27.030000686645508
2016-11-21,27.18000030517578
2016-11-22,27.739999771118164
2016-11-23,28.010000228881836
2016-11-25,28.06999969482422
2016-11-28,27.700000762939453
2016-11-29,27.639999389648438
2016-11-30,27.40999984741211
2016-12-01,27.799999237060547
2016-12-02,28.110000610351562
2016-12-05,28.65999984741211
2016-12-06,28.899999618530273
2016-12-07,29.270000457763672
2016-12-08,29.709999084472656
2016-12-09,30.299999237060547
2016-12-12,29.68000030517578
2016-12-13,29.639999389648438
2016-12-14,29.479999542236328
2016-12-15,29.68000030517578
2016-12-16,29.719999313354492
2016-12-19,30.0
2016-12-20,30.15999984741211
2016-12-21,30.15999984741211
2016-12-22,30.299999237060547
2016-12-23,30.450000762939453
2016-12-27,30.90999984741211
2016-12-28,30.690000534057617
2016-12-29,30.940000534057617
2016-12-30,30.780000686645508
2017-01-03,30.799999237060547
2017-01-04,31.290000915527344
2017-01-05,30.65999984741211
2017-01-06,30.649999618530273
2017-01-09,30.299999237060547
2017-01-10,31.030000686645508
2017-01-11,31.309999465942383
2017-01-12,30.84000015258789
2017-01-13,30.969999313354492
2017-01-17,30.299999237060547
2017-01-18,30.420000076293945
2017-01-19,30.020000457763672
2017-01-20,30.260000228881836
2017-01-23,30.049999237060547
2017-01-24,30.739999771118164
2017-01-25,30.690000534057617
2017-01-26,30.809999465942383
2017-01-27,30.270000457763672
2017-01-30,29.350000381469727
2017-01-31,29.25
2017-02-01,29.010000228881836
2017-02-02,29.170000076293945
2017-02-03,29.6200008392334
2017-02-06,29.329999923706055
2017-02-07,29.079999923706055
2017-02-08,29.149999618530273
2017-02-09,29.690000534057617
2017-02-10,29.899999618530273
2017-02-13,30.15999984741211
2017-02-14,30.6299991607666
2017-02-15,30.510000228881836
2017-02-16,30.75
2017-02-17,31.059999465942383
2017-02-21,31.18000030517578
2017-02-22,31.329999923706055
2017-02-23,31.43000030517578
2017-02-24,31.31999969482422
2017-02-27,31.260000228881836
2017-02-28,30.920000076293945
2017-03-01,31.780000686645508
2017-03-02,30.889999389648438
2017-03-03,30.649999618530273
2017-03-06,30.440000534057617
2017-03-07,30.260000228881836
2017-03-08,29.850000381469727
2017-03-09,29.770000457763672
2017-03-10,29.829999923706055
2017-03-13,30.200000762939453
2017-03-14,30.34000015258789
2017-03-15,30.200000762939453
2017-03-16,30.5
2017-03-17,30.75
2017-03-20,30.5
2017-03-21,28.770000457763672
2017-03-22,28.3700008392334
2017-03-23,28.979999542236328
2017-03-24,28.8799991607666
2017-03-27,28.709999084472656
2017-03-28,29.0
2017-03-29,28.690000534057617
2017-03-30,29.600000381469727
2017-03-31,29.399999618530273
2017-04-03,29.020000457763672
2017-04-04,29.040000915527344
2017-04-05,28.510000228881836
2017-04-06,28.639999389648438
2017-04-07,28.780000686645508
2017-04-10,28.450000762939453
2017-04-11,28.84000015258789
2017-04-12,28.3799991607666
2017-04-13,28.049999237060547
2017-04-17,28.510000228881836
2017-04-18,28.790000915527344
2017-04-19,28.649999618530273
2017-04-20,29.639999389648438
2017-04-21,30.059999465942383
2017-04-24,30.309999465942383
2017-04-25,30.579999923706055
2017-04-26,31.6200008392334
2017-04-27,30.670000076293945
2017-04-28,29.950000762939453
2017-05-01,30.190000534057617
2017-05-02,29.93000030517578
2017-05-03,29.809999465942383
2017-05-04,30.049999237060547
2017-05-05,30.170000076293945
2017-05-08,30.020000457763672
2017-05-09,29.780000686645508
2017-05-10,29.93000030517578
2017-05-11,29.68000030517578
2017-05-12,29.440000534057617
2017-05-15,29.68000030517578
2017-05-16,29.8799991607666
2017-05-17,28.610000610351562
2017-05-18,28.790000915527344
2017-05-19,28.639999389648438
2017-05-22,28.799999237060547
2017-05-23,29.1299991607666
2017-05-24,28.950000762939453
2017-05-25,28.829999923706055
2017-05-26,28.829999923706055
2017-05-30,28.389999389648438
2017-05-31,28.389999389648438
2017-06-01,28.780000686645508
2017-06-02,28.93000030517578
2017-06-05,28.670000076293945
2017-06-06,28.459999084472656
2017-06-07,28.8799991607666
2017-06-08,29.469999313354492
2017-06-09,30.540000915527344
2017-06-12,30.3700008392334
2017-06-13,30.329999923706055
2017-06-14,30.43000030517578
2017-06-15,30.399999618530273
2017-06-16,30.040000915527344
2017-06-19,30.049999237060547
2017-06-20,29.450000762939453
2017-06-21,28.90999984741211
2017-06-22,28.65999984741211
2017-06-23,28.469999313354492
2017-06-26,28.860000610351562
2017-06-27,28.889999389648438
2017-06-28,29.43000030517578
2017-06-29,29.68000030517578
2017-06-30,29.31999969482422
2017-07-03,30.15999984741211
2017-07-05,29.670000076293945
2017-07-06,29.299999237060547
2017-07-07,29.889999389648438
2017-07-10,29.81999969482422
2017-07-11,29.6299991607666
2017-07-12,29.899999618530273
2017-07-13,29.670000076293945
2017-07-14,29.209999084472656
2017-07-17,29.200000762939453
2017-07-18,28.90999984741211
2017-07-19,28.670000076293945
2017-07-20,28.799999237060547
2017-07-21,28.709999084472656
2017-07-24,28.780000686645508
2017-07-25,29.010000228881836
2017-07-26,29.399999618530273
2017-07-27,29.329999923706055
2017-07-28,29.270000457763672
2017-07-31,29.239999771118164
2017-08-01,29.610000610351562
2017-08-02,29.389999389648438
2017-08-03,29.56999969482422
2017-08-04,29.709999084472656
2017-08-07,29.600000381469727
2017-08-08,29.549999237060547
2017-08-09,29.34000015258789
2017-08-10,28.860000610351562
2017-08-11,28.510000228881836
2017-08-14,29.329999923706055
2017-08-15,29.049999237060547
2017-08-16,29.15999984741211
2017-08-17,28.40999984741211
2017-08-18,28.6299991607666
2017-08-21,28.860000610351562
2017-08-22,28.780000686645508
2017-08-23,28.920000076293945
2017-08-24,28.81999969482422
2017-08-25,29.010000228881836
2017-08-28,28.8700008392334
2017-08-29,28.709999084472656
2017-08-30,28.84000015258789
2017-08-31,28.850000381469727
2017-09-01,28.8799991607666
2017-09-05,28.1200008392334
2017-09-06,28.010000228881836
2017-09-07,27.479999542236328
2017-09-08,27.649999618530273
2017-09-11,28.260000228881836
2017-09-12,29.149999618530273
2017-09-13,29.229999542236328
2017-09-14,28.920000076293945
2017-09-15,29.170000076293945
2017-09-18,29.420000076293945
2017-09-19,29.540000915527344
2017-09-20,29.809999465942383
2017-09-21,29.760000228881836
2017-09-22,29.860000610351562
2017-09-25,29.75
2017-09-26,29.93000030517578
2017-09-27,30.969999313354492
2017-09-28,31.219999313354492
2017-09-29,31.360000610351562
2017-10-02,31.829999923706055
2017-10-03,31.979999542236328
2017-10-04,31.389999389648438
2017-10-05,31.6299991607666
2017-10-06,31.6299991607666
2017-10-09,31.790000915527344
2017-10-10,32.0
2017-10-11,32.09000015258789
2017-10-12,31.8799991607666
2017-10-13,31.600000381469727
2017-10-16,31.65999984741211
2017-10-17,31.65999984741211
2017-10-18,31.899999618530273
2017-10-19,32.040000915527344
2017-10-20,32.290000915527344
2017-10-23,31.770000457763672
2017-10-24,31.889999389648438
2017-10-25,31.579999923706055
2017-10-26,32.08000183105469
2017-10-27,31.809999465942383
2017-10-30,31.020000457763672
2017-10-31,31.1200008392334
2017-11-01,30.84000015258789
2017-11-02,31.469999313354492
2017-11-03,31.149999618530273
2017-11-06,31.1200008392334
2017-11-07,30.40999984741211
2017-11-08,29.989999771118164
2017-11-09,29.389999389648438
2017-11-10,29.56999969482422
2017-11-13,29.899999618530273
2017-11-14,30.110000610351562
2017-11-15,30.049999237060547
2017-11-16,30.139999389648438
2017-11-17,30.309999465942383
2017-11-20,30.639999389648438
2017-11-21,30.860000610351562
2017-11-22,30.75
2017-11-24,30.59000015258789
2017-11-27,30.579999923706055
2017-11-28,31.56999969482422
2017-11-29,32.31999969482422
2017-11-30,31.829999923706055
2017-12-01,31.5
2017-12-04,31.809999465942383
2017-12-05,31.309999465942383
2017-12-06,31.0
2017-12-07,31.110000610351562
2017-12-08,30.809999465942383
2017-12-11,30.579999923706055
2017-12-12,30.799999237060547
2017-12-13,30.760000228881836
2017-12-14,30.399999618530273
2017-12-15,31.1299991607666
2017-12-18,31.420000076293945
2017-12-19,31.100000381469727
2017-12-20,31.0
2017-12-21,31.25
2017-12-22,30.950000762939453
2017-12-26,30.549999237060547
2017-12-27,30.350000381469727
2017-12-28,30.299999237060547
2017-12-29,29.940000534057617
2018-01-02,29.8799991607666
2018-01-03,29.649999618530273
2018-01-04,29.799999237060547
2018-01-05,30.040000915527344
2018-01-08,30.18000030517578
2018-01-09,31.010000228881836
2018-01-10,31.739999771118164
2018-01-11,32.22999954223633
2018-01-12,32.18000030517578
2018-01-16,31.8700008392334
2018-01-17,32.279998779296875
2018-01-18,32.0
2018-01-19,32.560001373291016
2018-01-22,32.400001525878906
2018-01-23,32.369998931884766
2018-01-24,32.20000076293945
2018-01-25,31.709999084472656
2018-01-26,31.329999923706055
2018-01-29,31.149999618530273
2018-01-30,31.059999465942383
2018-01-31,30.979999542236328
2018-02-01,31.309999465942383
2018-02-02,31.18000030517578
2018-02-05,30.040000915527344
2018-02-06,30.139999389648438
2018-02-07,30.260000228881836
2018-02-08,29.3799991607666
2018-02-09,29.670000076293945
2018-02-12,29.600000381469727
2018-02-13,29.6299991607666
2018-02-14,30.100000381469727
2018-02-15,30.389999389648438
2018-02-16,30.920000076293945
2018-02-20,30.15999984741211
2018-02-21,30.510000228881836
2018-02-22,30.170000076293945
2018-02-23,30.639999389648438
2018-02-26,30.649999618530273
2018-02-27,30.260000228881836
2018-02-28,29.649999618530273
2018-03-01,29.790000915527344
2018-03-02,30.40999984741211
2018-03-05,30.709999084472656
2018-03-06,31.149999618530273
2018-03-07,31.3700008392334
2018-03-08,31.06999969482422
2018-03-09,31.59000015258789
2018-03-12,31.639999389648438
2018-03-13,31.510000228881836
2018-03-14,31.139999389648438
2018-03-15,31.329999923706055
2018-03-16,31.489999771118164
2018-03-19,31.3799991607666
2018-03-20,31.15999984741211
2018-03-21,31.170000076293945
2018-03-22,30.06999969482422
2018-03-23,29.200000762939453
2018-03-26,30.079999923706055
2018-03-27,29.31999969482422
2018-03-28,29.729999542236328
2018-03-29,29.719999313354492
2018-04-02,29.34000015258789
2018-04-03,30.0
2018-04-04,30.18000030517578
2018-04-05,30.459999084472656
2018-04-06,29.770000457763672
2018-04-09,29.739999771118164
2018-04-10,30.229999542236328
2018-04-11,30.1200008392334
2018-04-12,30.540000915527344
2018-04-13,30.200000762939453
2018-04-16,30.579999923706055
2018-04-17,30.239999771118164
2018-04-18,30.190000534057617
2018-04-19,30.360000610351562
2018-04-20,30.559999465942383
2018-04-23,30.770000457763672
2018-04-24,31.1299991607666
2018-04-25,30.770000457763672
2018-04-26,30.309999465942383
2018-04-27,30.350000381469727
2018-04-30,29.649999618530273
