,EGLE
2006-06-15,136554.796875
2006-06-16,138491.015625
2006-06-19,138592.921875
2006-06-20,139306.265625
2006-06-21,139510.078125
2006-06-22,141650.125
2006-06-23,135026.1875
2006-06-26,134007.125
2006-06-27,135026.1875
2006-06-28,141853.9375
2006-06-29,141344.40625
2006-06-30,145216.84375
2006-07-03,145828.28125
2006-07-05,145216.84375
2006-07-06,147866.421875
2006-07-07,150821.703125
2006-07-10,153165.5625
2006-07-11,156630.375
2006-07-12,158464.703125
2006-07-13,151127.421875
2006-07-14,148885.484375
2006-07-17,147866.421875
2006-07-18,153369.375
2006-07-19,158057.078125
2006-07-20,154388.4375
2006-07-21,153369.375
2006-07-24,158260.890625
2006-07-25,157241.828125
2006-07-26,146745.453125
2006-07-27,143484.4375
2006-07-28,142567.28125
2006-07-31,143993.96875
2006-08-01,142261.5625
2006-08-02,149700.734375
2006-08-03,152554.125
2006-08-04,150719.796875
2006-08-07,148783.578125
2006-08-08,153369.375
2006-08-09,154082.71875
2006-08-10,155203.6875
2006-08-11,154490.34375
2006-08-14,152859.84375
2006-08-15,153675.09375
2006-08-16,158974.234375
2006-08-17,159381.859375
2006-08-18,158668.515625
2006-08-21,158057.078125
2006-08-22,162846.6875
2006-08-23,158362.796875
2006-08-24,160197.109375
2006-08-25,160502.828125
2006-08-28,162948.59375
2006-08-29,162948.59375
2006-08-30,163865.75
2006-08-31,161012.359375
2006-09-01,161012.359375
2006-09-05,162540.96875
2006-09-06,163050.5
2006-09-07,161216.171875
2006-09-08,158362.796875
2006-09-11,158770.421875
2006-09-12,162439.0625
2006-09-13,157649.453125
2006-09-14,159993.296875
2006-09-15,159993.296875
2006-09-18,160299.015625
2006-09-19,158260.890625
2006-09-20,157955.171875
2006-09-21,157853.265625
2006-09-22,158362.796875
2006-09-25,159178.046875
2006-09-26,161929.53125
2006-09-27,160299.015625
2006-09-28,162337.15625
2006-09-29,163865.75
2006-10-02,163967.65625
2006-10-03,166005.78125
2006-10-04,170693.484375
2006-10-05,171203.015625
2006-10-06,170387.765625
2006-10-09,169470.609375
2006-10-10,172222.09375
2006-10-11,170489.671875
2006-10-12,171610.640625
2006-10-13,173241.15625
2006-10-16,173750.6875
2006-10-17,175992.625
2006-10-18,176196.4375
2006-10-19,175177.375
2006-10-20,176298.34375
2006-10-23,179049.828125
2006-10-24,181393.671875
2006-10-25,181393.671875
2006-10-26,175483.09375
2006-10-27,171814.453125
2006-10-30,174871.65625
2006-10-31,175075.46875
2006-11-01,170897.296875
2006-11-02,167024.859375
2006-11-03,172018.265625
2006-11-06,174260.21875
2006-11-07,174260.21875
2006-11-08,174565.9375
2006-11-09,172425.90625
2006-11-10,171712.546875
2006-11-13,167024.859375
2006-11-14,161012.359375
2006-11-15,168145.828125
2006-11-16,166515.3125
2006-11-17,166209.59375
2006-11-20,165598.15625
2006-11-21,166005.78125
2006-11-22,164884.8125
2006-11-24,169368.703125
2006-11-27,167636.296875
2006-11-28,168451.546875
2006-11-29,169572.515625
2006-11-30,170082.046875
2006-12-01,171203.015625
2006-12-04,170897.296875
2006-12-05,170489.671875
2006-12-06,168043.921875
2006-12-07,168553.453125
2006-12-08,167942.015625
2006-12-11,168043.921875
2006-12-12,166413.40625
2006-12-13,167534.390625
2006-12-14,166719.125
2006-12-15,167534.390625
2006-12-18,166617.21875
2006-12-19,169572.515625
2006-12-20,172935.4375
2006-12-21,175585.0
2006-12-22,173139.25
2006-12-26,176807.875
2006-12-27,176094.53125
2006-12-28,177623.140625
2006-12-29,176705.96875
2007-01-03,177521.234375
2007-01-04,184552.78125
2007-01-05,183737.53125
2007-01-08,189953.828125
2007-01-09,191482.421875
2007-01-10,176909.78125
2007-01-11,181495.578125
2007-01-12,181393.671875
2007-01-16,180374.609375
2007-01-17,177317.421875
2007-01-18,178336.484375
2007-01-19,177623.140625
2007-01-22,177215.515625
2007-01-23,179355.546875
2007-01-24,181087.953125
2007-01-25,182820.375
2007-01-26,181495.578125
2007-01-29,183635.625
2007-01-30,183941.34375
2007-01-31,184960.40625
2007-02-01,190667.171875
2007-02-02,191176.703125
2007-02-05,194641.53125
2007-02-06,193724.375
2007-02-07,195864.40625
2007-02-08,194437.71875
2007-02-09,197902.546875
2007-02-12,200246.390625
2007-02-13,202895.96875
2007-02-14,202794.046875
2007-02-15,203405.5
2007-02-16,207889.375
2007-02-20,212067.546875
2007-02-21,218997.203125
2007-02-22,220525.796875
2007-02-23,217060.96875
2007-02-26,209112.265625
2007-02-27,193622.46875
2007-02-28,203813.125
2007-03-01,194437.71875
2007-03-02,194132.0
2007-03-05,192705.3125
2007-03-06,196781.5625
2007-03-07,196781.5625
2007-03-08,198513.984375
2007-03-09,197698.71875
2007-03-12,199736.859375
2007-03-13,194641.53125
2007-03-14,192807.21875
2007-03-15,192807.21875
2007-03-16,194947.25
2007-03-19,194539.625
2007-03-20,196170.125
2007-03-21,198717.796875
2007-03-22,201876.890625
2007-03-23,203099.78125
2007-03-26,206462.6875
2007-03-27,205239.8125
2007-03-28,203711.21875
2007-03-29,196577.75
2007-03-30,197596.8125
2007-04-02,200246.390625
2007-04-03,202080.703125
2007-04-04,205137.90625
2007-04-05,207685.5625
2007-04-09,208908.453125
2007-04-10,208908.453125
2007-04-11,206156.96875
2007-04-12,208806.546875
2007-04-13,212984.703125
2007-04-16,214717.125
2007-04-17,214309.5
2007-04-18,221544.859375
2007-04-19,220220.078125
2007-04-20,221137.234375
2007-04-23,226538.28125
2007-04-24,229187.859375
2007-04-25,231735.515625
2007-04-26,231327.890625
2007-04-27,234181.28125
2007-04-30,229493.578125
2007-05-01,218589.578125
2007-05-02,222156.296875
2007-05-03,224602.0625
2007-05-04,229901.203125
2007-05-07,233366.015625
2007-05-08,229289.765625
2007-05-09,225723.03125
2007-05-10,223481.09375
2007-05-11,229697.390625
2007-05-14,228270.6875
2007-05-15,228270.6875
2007-05-16,229289.765625
2007-05-17,227353.53125
2007-05-18,223277.265625
2007-05-21,225621.125
2007-05-22,226130.65625
2007-05-23,222971.546875
2007-05-24,216653.34375
2007-05-25,219099.109375
2007-05-29,220831.515625
2007-05-30,222971.546875
2007-05-31,227047.8125
2007-06-01,228678.328125
2007-06-04,230716.453125
2007-06-05,230716.453125
2007-06-06,228882.140625
2007-06-07,211048.484375
2007-06-08,214717.125
2007-06-11,218997.203125
2007-06-12,212984.703125
2007-06-13,217876.21875
2007-06-14,218997.203125
2007-06-15,222563.921875
2007-06-18,226130.65625
2007-06-19,225519.21875
2007-06-20,221850.578125
2007-06-21,223175.359375
2007-06-22,224296.34375
2007-06-25,223990.625
2007-06-26,222665.828125
2007-06-27,226742.09375
2007-06-28,229187.859375
2007-06-29,228372.59375
2007-07-02,233569.828125
2007-07-03,236321.3125
2007-07-05,241110.921875
2007-07-06,239378.515625
2007-07-09,240193.765625
2007-07-10,238053.71875
2007-07-11,253849.234375
2007-07-12,252728.265625
2007-07-13,254970.21875
2007-07-16,250180.609375
2007-07-17,259352.1875
2007-07-18,257925.5
2007-07-19,258333.125
2007-07-20,252218.734375
2007-07-23,244779.5625
2007-07-24,238359.4375
2007-07-25,275249.625
2007-07-26,264957.0625
2007-07-27,264141.8125
2007-07-30,265160.875
2007-07-31,268218.0625
2007-08-01,264651.34375
2007-08-02,261594.140625
2007-08-03,250180.609375
2007-08-06,240397.578125
2007-08-07,253135.890625
2007-08-08,258027.40625
2007-08-09,261492.234375
2007-08-10,254460.6875
2007-08-13,263530.375
2007-08-14,251505.390625
2007-08-15,242945.234375
2007-08-16,237442.28125
2007-08-17,240703.296875
2007-08-20,249772.984375
2007-08-21,253441.609375
2007-08-22,266383.75
2007-08-23,260473.171875
2007-08-24,265976.125
2007-08-27,268218.0625
2007-08-28,256804.53125
2007-08-29,266587.5625
2007-08-30,264039.90625
2007-08-31,268625.6875
2007-09-04,270867.625
2007-09-05,273619.125
2007-09-06,274536.28125
2007-09-07,267606.625
2007-09-10,262409.40625
2007-09-11,274943.90625
2007-09-12,268218.0625
2007-09-13,270256.1875
2007-09-14,265772.3125
2007-09-17,260269.359375
2007-09-18,273924.84375
2007-09-19,262918.9375
2007-09-20,262001.765625
2007-09-21,263938.0
2007-09-24,264345.625
2007-09-25,263836.09375
2007-09-26,262307.5
2007-09-27,262511.3125
2007-09-28,262307.5
2007-10-01,272905.78125
2007-10-02,276166.78125
2007-10-03,275555.34375
2007-10-04,270765.71875
2007-10-05,273924.84375
2007-10-08,283605.96875
2007-10-09,297261.4375
2007-10-10,308267.34375
2007-10-11,303273.9375
2007-10-12,310305.46875
2007-10-15,314279.84375
2007-10-16,321820.90625
2007-10-17,322126.625
2007-10-18,325081.9375
2007-10-19,305923.5
2007-10-22,303885.375
2007-10-23,313056.9375
2007-10-24,308165.4375
2007-10-25,331298.21875
2007-10-26,344749.90625
2007-10-29,359628.25
2007-10-30,327120.0625
2007-10-31,347399.46875
2007-11-01,339450.75
2007-11-02,329463.90625
2007-11-05,307757.8125
2007-11-06,317438.9375
2007-11-07,290026.0625
2007-11-08,293694.71875
2007-11-09,279223.96875
2007-11-12,269950.46875
2007-11-13,288701.28125
2007-11-14,293796.625
2007-11-15,286357.4375
2007-11-16,280854.46875
2007-11-19,265160.875
2007-11-20,266587.5625
2007-11-21,263326.5625
2007-11-23,265058.96875
2007-11-26,252014.921875
2007-11-27,256498.8125
2007-11-28,275555.34375
2007-11-29,283707.875
2007-11-30,291452.75
2007-12-03,285338.375
2007-12-04,275147.71875
2007-12-05,279427.78125
2007-12-06,279020.15625
2007-12-07,287070.78125
2007-12-10,290026.0625
2007-12-11,278612.53125
2007-12-12,283096.4375
2007-12-13,275555.34375
2007-12-14,269135.21875
2007-12-17,259556.015625
2007-12-18,267300.90625
2007-12-19,262205.59375
2007-12-20,257415.96875
2007-12-21,265262.78125
2007-12-24,277287.75
2007-12-26,278306.8125
2007-12-27,275147.71875
2007-12-28,274128.65625
2007-12-31,270561.90625
2008-01-02,263122.75
2008-01-03,264855.15625
2008-01-04,254970.21875
2008-01-07,248346.28125
2008-01-08,248040.5625
2008-01-09,232041.234375
2008-01-10,223175.359375
2008-01-11,216959.0625
2008-01-14,213698.0625
2008-01-15,206666.5
2008-01-16,199125.421875
2008-01-17,195252.96875
2008-01-18,203813.125
2008-01-22,199125.421875
2008-01-23,206870.3125
2008-01-24,216653.34375
2008-01-25,221035.328125
2008-01-28,225417.3125
2008-01-29,236932.75
2008-01-30,247225.3125
2008-01-31,251913.015625
2008-02-01,256396.90625
2008-02-04,247429.125
2008-02-05,239786.140625
2008-02-06,238665.15625
2008-02-07,243964.296875
2008-02-08,246919.59375
2008-02-11,254256.875
2008-02-12,249671.078125
2008-02-13,259454.109375
2008-02-14,257925.5
2008-02-15,261186.515625
2008-02-19,267708.53125
2008-02-20,264549.4375
2008-02-21,266893.28125
2008-02-22,266791.375
2008-02-25,272905.78125
2008-02-26,277491.5625
2008-02-27,283300.25
2008-02-28,279223.96875
2008-02-29,271377.15625
2008-03-03,259352.1875
2008-03-04,262817.03125
2008-03-05,269033.3125
2008-03-06,263224.65625
2008-03-07,259556.015625
2008-03-10,242129.984375
2008-03-11,255174.03125
2008-03-12,243047.140625
2008-03-13,250384.421875
2008-03-14,240193.765625
2008-03-17,226640.1875
2008-03-18,241518.546875
2008-03-19,231327.890625
2008-03-20,254154.953125
2008-03-24,268625.6875
2008-03-25,267199.0
2008-03-26,257415.96875
2008-03-27,261390.328125
2008-03-28,262001.765625
2008-03-31,262511.3125
2008-04-01,270561.90625
2008-04-02,270256.1875
2008-04-03,273211.5
2008-04-04,269644.75
2008-04-07,274536.28125
2008-04-08,275657.25
2008-04-09,269237.125
2008-04-10,272905.78125
2008-04-11,262817.03125
2008-04-14,266281.84375
2008-04-15,268931.40625
2008-04-16,279937.3125
2008-04-17,288293.65625
2008-04-18,289822.25
2008-04-21,296038.5625
2008-04-22,301235.78125
2008-04-23,303783.46875
2008-04-24,299707.1875
2008-04-25,304191.09375
2008-04-28,304802.53125
2008-04-29,299299.5625
2008-04-30,299911.0
2008-05-01,310611.1875
2008-05-02,322432.34375
2008-05-05,319477.0625
2008-05-06,312343.59375
2008-05-07,350762.375
2008-05-08,333845.875
2008-05-09,339246.9375
2008-05-12,354125.28125
2008-05-13,351883.34375
2008-05-14,351577.625
2008-05-15,357080.59375
2008-05-16,363704.5
2008-05-19,350049.03125
2008-05-20,334864.96875
2008-05-21,330788.6875
2008-05-22,326508.625
2008-05-23,329158.1875
2008-05-27,324266.6875
2008-05-28,342202.21875
2008-05-29,342100.3125
2008-05-30,339756.46875
2008-06-02,331909.65625
2008-06-03,334253.53125
2008-06-04,341692.6875
2008-06-05,347399.46875
2008-06-06,337412.625
2008-06-09,331705.84375
2008-06-10,299605.28125
2008-06-11,290739.40625
2008-06-12,266485.65625
2008-06-13,274943.90625
2008-06-16,282994.53125
2008-06-17,300930.0625
2008-06-18,288497.46875
2008-06-19,296548.09375
2008-06-20,284726.9375
2008-06-23,278103.0
2008-06-24,276064.875
2008-06-25,298586.21875
2008-06-26,291758.46875
2008-06-27,296548.09375
2008-06-30,301337.6875
2008-07-01,291147.03125
2008-07-02,263122.75
2008-07-03,263224.65625
2008-07-07,261797.953125
2008-07-08,286968.875
2008-07-09,281873.53125
2008-07-10,285644.09375
2008-07-11,287784.125
2008-07-14,279325.875
2008-07-15,285644.09375
2008-07-16,300624.34375
2008-07-17,298484.3125
2008-07-18,293592.8125
2008-07-21,284319.3125
2008-07-22,295325.21875
2008-07-23,306025.40625
2008-07-24,288395.5625
2008-07-25,297465.25
2008-07-28,293898.53125
2008-07-29,302051.03125
2008-07-30,298076.6875
2008-07-31,295936.65625
2008-08-01,289516.53125
2008-08-04,274128.65625
2008-08-05,272294.34375
2008-08-06,281364.0
2008-08-07,264549.4375
2008-08-08,271886.6875
2008-08-11,266995.1875
2008-08-12,265262.78125
2008-08-13,271988.59375
2008-08-14,296038.5625
2008-08-15,290433.6875
2008-08-18,288803.1875
2008-08-19,275555.34375
2008-08-20,269746.65625
2008-08-21,269440.9375
2008-08-22,267300.90625
2008-08-25,264039.90625
2008-08-26,262103.671875
2008-08-27,264345.625
2008-08-28,271071.4375
2008-08-29,269746.65625
2008-09-02,255581.65625
2008-09-03,239786.140625
2008-09-04,229799.296875
2008-09-05,230818.359375
2008-09-08,224092.53125
2008-09-09,202895.96875
2008-09-10,210946.578125
2008-09-11,218385.765625
2008-09-12,225111.59375
2008-09-15,210742.765625
2008-09-16,225723.03125
2008-09-17,211659.921875
2008-09-18,221544.859375
2008-09-19,237034.65625
2008-09-22,220016.265625
2008-09-23,193112.9375
2008-09-24,192501.484375
2008-09-25,179151.734375
2008-09-26,162948.59375
2008-09-29,134720.46875
2008-09-30,142057.75
2008-10-01,132580.4375
2008-10-02,118721.140625
2008-10-03,118517.328125
2008-10-06,103333.25
2008-10-07,91614.0
2008-10-08,90391.1171875
2008-10-09,76328.015625
2008-10-10,69398.3671875
2008-10-13,91104.4609375
2008-10-14,101600.84375
2008-10-15,82136.6875
2008-10-16,89779.6796875
2008-10-17,96097.8828125
2008-10-20,100887.4921875
2008-10-21,101600.84375
2008-10-22,85295.7890625
2008-10-23,84072.9140625
2008-10-24,78977.5859375
2008-10-27,71742.21875
2008-10-28,74901.3203125
2008-10-29,80506.1796875
2008-10-30,88352.984375
2008-10-31,101600.84375
2008-11-03,104861.8515625
2008-11-04,111893.40625
2008-11-05,102314.1875
2008-11-06,84072.9140625
2008-11-07,100174.1484375
2008-11-10,110262.8984375
2008-11-11,102619.90625
2008-11-12,86314.859375
2008-11-13,95894.0703125
2008-11-14,88760.6171875
2008-11-17,90696.8359375
2008-11-18,76328.015625
2008-11-19,65729.734375
2008-11-20,43616.0078125
2008-11-21,33629.1640625
2008-11-24,36788.26953125
2008-11-25,37705.42578125
2008-11-26,39947.37109375
2008-11-28,44125.5390625
2008-12-01,36788.26953125
2008-12-02,36074.921875
2008-12-03,34546.32421875
2008-12-04,33323.4453125
2008-12-05,38316.8671875
2008-12-08,44431.26171875
2008-12-09,60226.77734375
2008-12-10,73882.2578125
2008-12-11,61143.9375
2008-12-12,68786.9296875
2008-12-15,74799.4140625
2008-12-16,82238.59375
2008-12-17,90493.0234375
2008-12-18,91002.5546875
2008-12-19,76531.828125
2008-12-22,71640.3125
2008-12-23,67258.328125
2008-12-24,64201.1328125
2008-12-26,61143.9375
2008-12-29,52787.59765625
2008-12-30,57882.92578125
2008-12-31,69500.2734375
2009-01-02,74901.3203125
2009-01-05,79283.3046875
2009-01-06,87130.109375
2009-01-07,78060.421875
2009-01-08,79792.8359375
2009-01-09,78366.1484375
2009-01-12,70315.5234375
2009-01-13,73168.90625
2009-01-14,67564.046875
2009-01-15,65220.19921875
2009-01-16,62061.09375
2009-01-20,51259.0
2009-01-21,57984.83203125
2009-01-22,52176.16015625
2009-01-23,50953.28125
2009-01-26,53195.22265625
2009-01-27,53399.0390625
2009-01-28,64201.1328125
2009-01-29,57882.92578125
2009-01-30,54418.1015625
2009-02-02,49934.21484375
2009-02-03,55844.79296875
2009-02-04,73270.8203125
2009-02-05,73984.1640625
2009-02-06,80200.4609375
2009-02-09,85295.7890625
2009-02-10,73984.1640625
2009-02-11,68583.1171875
2009-02-12,64608.7578125
2009-02-13,54723.82421875
2009-02-17,44431.26171875
2009-02-18,40456.90625
2009-02-19,39437.83984375
2009-02-20,36278.734375
2009-02-23,29858.623046875
2009-02-24,44838.88671875
2009-02-25,43106.4765625
2009-02-26,40151.18359375
2009-02-27,38316.8671875
2009-03-02,32100.56640625
2009-03-03,30164.341796875
2009-03-04,45756.046875
2009-03-05,39539.74609375
2009-03-06,46265.578125
2009-03-09,51462.8125
2009-03-10,53297.1328125
2009-03-11,46673.203125
2009-03-12,49730.40234375
2009-03-13,47794.17578125
2009-03-16,46775.109375
2009-03-17,46265.578125
2009-03-18,44940.79296875
2009-03-19,49017.0546875
2009-03-20,40864.53125
2009-03-23,42698.84765625
2009-03-24,45348.41796875
2009-03-25,44533.16796875
2009-03-26,45552.23046875
2009-03-27,48099.89453125
2009-03-30,42902.66015625
2009-03-31,43310.2890625
2009-04-01,44125.5390625
2009-04-02,46775.109375
2009-04-03,47284.64453125
2009-04-06,46571.296875
2009-04-07,42800.75390625
2009-04-08,44023.6328125
2009-04-09,46367.484375
2009-04-13,49526.58984375
2009-04-14,59105.8046875
2009-04-15,58392.45703125
2009-04-16,62468.72265625
2009-04-17,70213.6171875
2009-04-20,58494.3671875
2009-04-21,65933.546875
2009-04-22,64914.48046875
2009-04-23,64099.2265625
2009-04-24,66035.453125
2009-04-27,59819.15234375
2009-04-28,58086.73828125
2009-04-29,62366.81640625
2009-04-30,66443.078125
2009-05-01,73576.5390625
2009-05-04,86722.484375
2009-05-05,84888.1640625
2009-05-06,93550.21875
2009-05-07,77652.796875
2009-05-08,78468.0546875
2009-05-11,74493.6953125
2009-05-12,71232.6875
2009-05-13,62876.34765625
2009-05-14,65729.734375
2009-05-15,67156.421875
2009-05-18,68888.8359375
2009-05-19,74595.6015625
2009-05-20,73474.6328125
2009-05-21,69602.1796875
2009-05-22,67869.765625
2009-05-26,69907.8984375
2009-05-27,72251.75
2009-05-28,75003.2265625
2009-05-29,79283.3046875
2009-06-01,75105.1328125
2009-06-02,75818.484375
2009-06-03,68175.4921875
2009-06-04,66341.171875
2009-06-05,64710.6640625
2009-06-08,61551.5625
2009-06-09,67054.515625
2009-06-10,67156.421875
2009-06-11,64506.8515625
2009-06-12,63182.06640625
2009-06-15,60328.68359375
2009-06-16,57882.92578125
2009-06-17,54418.1015625
2009-06-18,54010.4765625
2009-06-19,53500.9453125
2009-06-22,47590.36328125
2009-06-23,45959.859375
2009-06-24,48813.2421875
2009-06-25,49118.9609375
2009-06-26,52991.41015625
2009-06-29,49526.58984375
2009-06-30,47997.98828125
2009-07-01,46163.671875
2009-07-02,44635.07421875
2009-07-06,43514.1015625
2009-07-07,42698.84765625
2009-07-08,41781.69140625
2009-07-09,43208.3828125
2009-07-10,44635.07421875
2009-07-13,44838.88671875
2009-07-14,49730.40234375
2009-07-15,55539.07421875
2009-07-16,55131.44921875
2009-07-17,53602.8515625
2009-07-20,55233.35546875
2009-07-21,58188.64453125
2009-07-22,57067.671875
2009-07-23,61245.84375
2009-07-24,61042.03125
2009-07-27,64303.0390625
2009-07-28,62061.09375
2009-07-29,58188.64453125
2009-07-30,59819.15234375
2009-07-31,58596.2734375
2009-08-03,61449.65625
2009-08-04,61755.375
2009-08-05,61857.28125
2009-08-06,56048.609375
2009-08-07,55844.79296875
2009-08-10,55233.35546875
2009-08-11,51055.1875
2009-08-12,51360.90625
2009-08-13,53297.1328125
2009-08-14,54316.1953125
2009-08-17,50851.375
2009-08-18,49832.30859375
2009-08-19,50138.02734375
2009-08-20,49730.40234375
2009-08-21,50851.375
2009-08-24,51259.0
2009-08-25,50545.65234375
2009-08-26,51157.09375
2009-08-27,53704.7578125
2009-08-28,53500.9453125
2009-08-31,51259.0
2009-09-01,48507.5234375
2009-09-02,48507.5234375
2009-09-03,49424.6796875
2009-09-04,50036.12109375
2009-09-08,50239.93359375
2009-09-09,51972.34375
2009-09-10,54010.4765625
2009-09-11,55437.16796875
2009-09-14,57577.20703125
2009-09-15,56456.234375
2009-09-16,58698.1796875
2009-09-17,57882.92578125
2009-09-18,57679.11328125
2009-09-21,55539.07421875
2009-09-22,57067.671875
2009-09-23,55844.79296875
2009-09-24,52583.78515625
2009-09-25,52481.87890625
2009-09-28,52176.16015625
2009-09-29,52889.50390625
