,BNTC
2015-07-23,202.32000732421875
2015-07-24,195.0
2015-07-27,207.60000610351562
2015-07-28,207.75
2015-07-29,197.25
2015-07-30,197.25
2015-07-31,201.0
2015-08-03,195.75
2015-08-04,194.85000610351562
2015-08-05,212.22000122070312
2015-08-06,207.47999572753906
2015-08-07,201.14999389648438
2015-08-10,194.85000610351562
2015-08-11,169.25999450683594
2015-08-12,165.75
2015-08-13,169.8000030517578
2015-08-14,174.6750030517578
2015-08-17,177.89999389648438
2015-08-18,119.55000305175781
2015-08-19,122.4000015258789
2015-08-20,125.8499984741211
2015-08-21,120.0
2015-08-24,117.9000015258789
2015-08-25,120.0
2015-08-26,120.0
2015-08-27,123.75
2015-08-28,120.0
2015-08-31,119.44499969482422
2015-09-01,114.9000015258789
2015-09-02,117.5999984741211
2015-09-03,110.0999984741211
2015-09-04,108.5999984741211
2015-09-08,109.19999694824219
2015-09-09,105.75
2015-09-10,105.20999908447266
2015-09-11,101.25
2015-09-14,97.94999694824219
2015-09-15,103.5
2015-09-16,103.94999694824219
2015-09-17,102.2699966430664
2015-09-18,100.94999694824219
2015-09-21,105.75
2015-09-22,110.25
2015-09-23,107.0999984741211
2015-09-24,104.43000030517578
2015-09-25,101.0999984741211
2015-09-28,98.55000305175781
2015-09-29,96.0
2015-09-30,92.25
2015-10-01,108.0
2015-10-02,99.0
2015-10-05,97.6500015258789
2015-10-06,97.80000305175781
2015-10-07,98.25
2015-10-08,102.75
2015-10-09,101.25
2015-10-12,101.69999694824219
2015-10-13,99.1500015258789
2015-10-14,94.5
2015-10-15,95.27999877929688
2015-10-16,93.0
2015-10-19,95.25
2015-10-20,95.25
2015-10-21,91.80000305175781
2015-10-22,102.82499694824219
2015-10-23,102.1500015258789
2015-10-26,98.0999984741211
2015-10-27,94.19999694824219
2015-10-28,90.9000015258789
2015-10-29,91.19999694824219
2015-10-30,89.55000305175781
2015-11-02,88.5
2015-11-03,89.8499984741211
2015-11-04,89.4000015258789
2015-11-05,88.94999694824219
2015-11-06,87.1500015258789
2015-11-09,84.75
2015-11-10,85.94999694824219
2015-11-11,83.4000015258789
2015-11-12,82.5
2015-11-13,81.73500061035156
2015-11-16,77.69999694824219
2015-11-17,78.75
2015-11-18,78.44999694824219
2015-11-19,76.2750015258789
2015-11-20,77.25
2015-11-23,75.75
2015-11-24,72.75
2015-11-25,71.25
2015-11-27,70.19999694824219
2015-11-30,66.8550033569336
2015-12-01,67.6500015258789
2015-12-02,65.8499984741211
2015-12-03,64.5
2015-12-04,66.0
2015-12-07,73.90499877929688
2015-12-08,69.1500015258789
2015-12-09,67.5
2015-12-10,67.3499984741211
2015-12-11,67.80000305175781
2015-12-14,68.55000305175781
2015-12-15,70.94999694824219
2015-12-16,68.69999694824219
2015-12-17,67.19999694824219
2015-12-18,65.25
2015-12-21,63.75
2015-12-22,63.75
2015-12-23,63.6150016784668
2015-12-24,64.5
2015-12-28,63.0
2015-12-29,60.0
2015-12-30,59.849998474121094
2015-12-31,60.29999923706055
2016-01-04,62.849998474121094
2016-01-05,60.79499816894531
2016-01-06,60.79499816894531
2016-01-07,57.599998474121094
2016-01-08,60.75
2016-01-11,59.17499923706055
2016-01-12,60.900001525878906
2016-01-13,58.5
2016-01-14,64.05000305175781
2016-01-15,60.29999923706055
2016-01-19,58.95000076293945
2016-01-20,56.849998474121094
2016-01-21,53.54999923706055
2016-01-22,57.0
2016-01-25,58.5
2016-01-26,53.70000076293945
2016-01-27,53.54999923706055
2016-01-28,55.650001525878906
2016-01-29,53.849998474121094
2016-02-01,53.084999084472656
2016-02-02,52.5
2016-02-03,55.04999923706055
2016-02-04,53.54999923706055
2016-02-05,53.54999923706055
2016-02-08,54.900001525878906
2016-02-09,54.900001525878906
2016-02-10,54.900001525878906
2016-02-11,52.04999923706055
2016-02-12,50.849998474121094
2016-02-16,51.29999923706055
2016-02-17,51.29999923706055
2016-02-18,54.0
2016-02-19,54.0
2016-02-22,53.25
2016-02-23,53.25
2016-02-24,52.5
2016-02-25,52.5
2016-02-26,23.549999237060547
2016-02-29,22.649999618530273
2016-03-01,23.399999618530273
2016-03-02,24.450000762939453
2016-03-03,25.649999618530273
2016-03-04,25.049999237060547
2016-03-07,25.5
2016-03-08,29.549999237060547
2016-03-09,25.350000381469727
2016-03-10,27.0
2016-03-11,27.600000381469727
2016-03-14,27.0
2016-03-15,25.5
2016-03-16,25.395000457763672
2016-03-17,27.299999237060547
2016-03-18,26.25
2016-03-21,28.049999237060547
2016-03-22,26.700000762939453
2016-03-23,26.25
2016-03-24,27.0
2016-03-28,27.0
2016-03-29,27.0
2016-03-30,26.924999237060547
2016-03-31,25.649999618530273
2016-04-01,25.950000762939453
2016-04-04,25.5
2016-04-05,25.049999237060547
2016-04-06,25.200000762939453
2016-04-07,25.5
2016-04-08,25.200000762939453
2016-04-11,22.649999618530273
2016-04-12,24.0
2016-04-13,25.649999618530273
2016-04-14,25.950000762939453
2016-04-15,26.100000381469727
2016-04-18,24.65999984741211
2016-04-19,24.450000762939453
2016-04-20,25.200000762939453
2016-04-21,26.25
2016-04-22,25.5
2016-04-25,24.600000381469727
2016-04-26,22.5
2016-04-27,23.850000381469727
2016-04-28,23.25
2016-04-29,22.200000762939453
2016-05-02,25.200000762939453
2016-05-03,25.649999618530273
2016-05-04,25.094999313354492
2016-05-05,26.399999618530273
2016-05-06,26.100000381469727
2016-05-09,25.649999618530273
2016-05-10,25.649999618530273
2016-05-11,25.350000381469727
2016-05-12,25.350000381469727
2016-05-13,25.799999237060547
2016-05-16,24.899999618530273
2016-05-17,24.75
2016-05-18,24.75
2016-05-19,24.75
2016-05-20,24.75
2016-05-23,24.75
2016-05-24,24.825000762939453
2016-05-25,24.75
2016-05-26,24.75
2016-05-27,24.600000381469727
2016-05-31,21.600000381469727
2016-06-01,20.700000762939453
2016-06-02,20.549999237060547
2016-06-03,20.549999237060547
2016-06-06,19.514999389648438
2016-06-07,20.25
2016-06-08,19.5
2016-06-09,19.5
2016-06-10,21.0
2016-06-13,20.399999618530273
2016-06-14,19.350000381469727
2016-06-15,19.950000762939453
2016-06-16,20.399999618530273
2016-06-17,19.950000762939453
2016-06-20,20.100000381469727
2016-06-21,20.100000381469727
2016-06-22,19.950000762939453
2016-06-23,19.200000762939453
2016-06-24,19.649999618530273
2016-06-27,19.649999618530273
2016-06-28,19.889999389648438
2016-06-29,19.469999313354492
2016-06-30,19.020000457763672
2016-07-01,19.020000457763672
2016-07-05,19.020000457763672
2016-07-06,18.0
2016-07-07,18.299999237060547
2016-07-08,19.665000915527344
2016-07-11,19.170000076293945
2016-07-12,18.600000381469727
2016-07-13,19.200000762939453
2016-07-14,21.299999237060547
2016-07-15,19.950000762939453
2016-07-18,19.649999618530273
2016-07-19,25.350000381469727
2016-07-20,23.700000762939453
2016-07-21,26.25
2016-07-22,27.75
2016-07-25,27.450000762939453
2016-07-26,25.950000762939453
2016-07-27,25.815000534057617
2016-07-28,26.325000762939453
2016-07-29,25.6200008392334
2016-08-01,27.149999618530273
2016-08-02,26.399999618530273
2016-08-03,25.770000457763672
2016-08-04,25.649999618530273
2016-08-05,26.415000915527344
2016-08-08,25.934999465942383
2016-08-09,25.424999237060547
2016-08-10,25.5
2016-08-11,24.780000686645508
2016-08-12,24.450000762939453
2016-08-15,26.100000381469727
2016-08-16,28.649999618530273
2016-08-17,29.8799991607666
2016-08-18,28.200000762939453
2016-08-19,29.264999389648438
2016-08-22,28.5
2016-08-23,27.75
2016-08-24,28.649999618530273
2016-08-25,28.350000381469727
2016-08-26,27.795000076293945
2016-08-29,28.350000381469727
2016-08-30,27.299999237060547
2016-08-31,27.299999237060547
2016-09-01,27.0
2016-09-02,24.149999618530273
2016-09-06,24.0
2016-09-07,25.094999313354492
2016-09-08,24.75
2016-09-09,25.049999237060547
2016-09-12,24.0
2016-09-13,23.399999618530273
2016-09-14,23.399999618530273
2016-09-15,22.5
2016-09-16,21.899999618530273
2016-09-19,22.5
2016-09-20,21.75
2016-09-21,19.950000762939453
2016-09-22,19.950000762939453
2016-09-23,20.850000381469727
2016-09-26,21.149999618530273
2016-09-27,21.600000381469727
2016-09-28,21.600000381469727
2016-09-29,21.165000915527344
2016-09-30,21.0
2016-10-03,21.0
2016-10-04,20.399999618530273
2016-10-05,20.639999389648438
2016-10-06,20.639999389648438
2016-10-07,20.790000915527344
2016-10-10,21.450000762939453
2016-10-11,21.030000686645508
2016-10-12,21.149999618530273
2016-10-13,21.149999618530273
2016-10-14,21.600000381469727
2016-10-17,21.165000915527344
2016-10-18,21.600000381469727
2016-10-19,21.450000762939453
2016-10-20,21.0
2016-10-21,21.149999618530273
2016-10-24,26.700000762939453
2016-10-25,24.450000762939453
2016-10-26,23.700000762939453
2016-10-27,24.0
2016-10-28,23.700000762939453
2016-10-31,22.31999969482422
2016-11-01,22.5
2016-11-02,24.149999618530273
2016-11-03,24.149999618530273
2016-11-04,23.5049991607666
2016-11-07,23.25
2016-11-08,24.299999237060547
2016-11-09,24.0
2016-11-10,24.450000762939453
2016-11-11,23.399999618530273
2016-11-14,23.25
2016-11-15,22.799999237060547
2016-11-16,22.200000762939453
2016-11-17,22.5
2016-11-18,23.655000686645508
2016-11-21,23.655000686645508
2016-11-22,22.200000762939453
2016-11-23,23.25
2016-11-25,23.25
2016-11-28,23.985000610351562
2016-11-29,22.889999389648438
2016-11-30,22.049999237060547
2016-12-01,24.0
2016-12-02,23.399999618530273
2016-12-05,23.399999618530273
2016-12-06,21.75
2016-12-07,21.75
2016-12-08,20.850000381469727
2016-12-09,21.299999237060547
2016-12-12,21.299999237060547
2016-12-13,21.46500015258789
2016-12-14,21.46500015258789
2016-12-15,20.850000381469727
2016-12-16,20.100000381469727
2016-12-19,19.5
2016-12-20,21.360000610351562
2016-12-21,21.450000762939453
2016-12-22,21.450000762939453
2016-12-23,21.75
2016-12-27,21.600000381469727
2016-12-28,22.229999542236328
2016-12-29,23.25
2016-12-30,22.950000762939453
2017-01-03,22.950000762939453
2017-01-04,23.399999618530273
2017-01-05,24.0
2017-01-06,24.0
2017-01-09,24.0
2017-01-10,24.149999618530273
2017-01-11,24.0
2017-01-12,24.75
2017-01-13,27.75
2017-01-17,45.0
2017-01-18,35.32500076293945
2017-01-19,32.20500183105469
2017-01-20,31.649999618530273
2017-01-23,28.5
2017-01-24,27.149999618530273
2017-01-25,27.149999618530273
2017-01-26,26.850000381469727
2017-01-27,26.850000381469727
2017-01-30,26.25
2017-01-31,25.799999237060547
2017-02-01,24.0
2017-02-02,56.25
2017-02-03,40.04999923706055
2017-02-06,37.349998474121094
2017-02-07,45.900001525878906
2017-02-08,47.70000076293945
2017-02-09,44.400001525878906
2017-02-10,41.400001525878906
2017-02-13,41.849998474121094
2017-02-14,45.75
2017-02-15,44.849998474121094
2017-02-16,47.54999923706055
2017-02-17,45.75
2017-02-21,40.20000076293945
2017-02-22,38.849998474121094
2017-02-23,37.95000076293945
2017-02-24,37.04999923706055
2017-02-27,39.45000076293945
2017-02-28,40.349998474121094
2017-03-01,39.599998474121094
2017-03-02,40.04999923706055
2017-03-03,40.95000076293945
2017-03-06,39.29999923706055
2017-03-07,39.150001525878906
2017-03-08,39.29999923706055
2017-03-09,37.650001525878906
2017-03-10,36.599998474121094
2017-03-13,37.04999923706055
2017-03-14,36.75
2017-03-15,35.849998474121094
2017-03-16,35.25
2017-03-17,34.2599983215332
2017-03-20,34.20000076293945
2017-03-21,33.900001525878906
2017-03-22,34.20000076293945
2017-03-23,34.04999923706055
2017-03-24,40.349998474121094
2017-03-27,39.0
2017-03-28,39.29999923706055
2017-03-29,39.900001525878906
2017-03-30,39.900001525878906
2017-03-31,41.400001525878906
2017-04-03,45.76499938964844
2017-04-04,61.5
2017-04-05,49.349998474121094
2017-04-06,48.29999923706055
2017-04-07,47.849998474121094
2017-04-10,45.45000076293945
2017-04-11,42.150001525878906
2017-04-12,43.650001525878906
2017-04-13,42.75
2017-04-17,40.79999923706055
2017-04-18,40.5
2017-04-19,42.150001525878906
2017-04-20,39.29999923706055
2017-04-21,39.599998474121094
2017-04-24,39.599998474121094
2017-04-25,39.75
2017-04-26,39.599998474121094
2017-04-27,39.599998474121094
2017-04-28,38.400001525878906
2017-05-01,37.04999923706055
2017-05-02,36.900001525878906
2017-05-03,37.650001525878906
2017-05-04,39.45000076293945
2017-05-05,43.79999923706055
2017-05-08,41.400001525878906
2017-05-09,41.70000076293945
2017-05-10,40.04999923706055
2017-05-11,38.099998474121094
2017-05-12,37.5
2017-05-15,37.650001525878906
2017-05-16,37.04999923706055
2017-05-17,34.5
2017-05-18,33.900001525878906
2017-05-19,35.25
2017-05-22,35.54999923706055
2017-05-23,34.79999923706055
2017-05-24,34.04999923706055
2017-05-25,34.650001525878906
2017-05-26,34.5
2017-05-30,35.70000076293945
2017-05-31,33.45000076293945
2017-06-01,34.20000076293945
2017-06-02,37.349998474121094
2017-06-05,35.849998474121094
2017-06-06,34.5
2017-06-07,34.5
2017-06-08,34.349998474121094
2017-06-09,35.25
2017-06-12,34.650001525878906
2017-06-13,34.20000076293945
2017-06-14,32.400001525878906
2017-06-15,31.200000762939453
2017-06-16,31.350000381469727
2017-06-19,31.649999618530273
2017-06-20,30.299999237060547
2017-06-21,29.399999618530273
2017-06-22,30.600000381469727
2017-06-23,28.649999618530273
2017-06-26,29.549999237060547
2017-06-27,28.799999237060547
2017-06-28,28.5
2017-06-29,28.049999237060547
2017-06-30,27.75
2017-07-03,27.75
2017-07-05,28.049999237060547
2017-07-06,29.549999237060547
2017-07-07,28.5
2017-07-10,28.049999237060547
2017-07-11,29.174999237060547
2017-07-12,30.149999618530273
2017-07-13,29.549999237060547
2017-07-14,29.399999618530273
2017-07-17,31.049999237060547
2017-07-18,32.54999923706055
2017-07-19,32.849998474121094
2017-07-20,34.650001525878906
2017-07-21,34.650001525878906
2017-07-24,34.349998474121094
2017-07-25,35.54999923706055
2017-07-26,35.099998474121094
2017-07-27,34.650001525878906
2017-07-28,32.25
2017-07-31,33.900001525878906
2017-08-01,31.049999237060547
2017-08-02,30.0
2017-08-03,30.600000381469727
2017-08-04,29.399999618530273
2017-08-07,32.25
2017-08-08,33.150001525878906
2017-08-09,31.5
2017-08-10,33.75
2017-08-11,33.0
2017-08-14,32.099998474121094
2017-08-15,30.239999771118164
2017-08-16,33.0
2017-08-17,30.899999618530273
2017-08-18,31.649999618530273
2017-08-21,31.799999237060547
2017-08-22,31.200000762939453
2017-08-23,31.200000762939453
2017-08-24,30.0
2017-08-25,30.0
2017-08-28,31.200000762939453
2017-08-29,31.649999618530273
2017-08-30,31.200000762939453
2017-08-31,30.75
2017-09-01,31.200000762939453
2017-09-05,30.899999618530273
2017-09-06,31.350000381469727
2017-09-07,31.350000381469727
2017-09-08,30.600000381469727
2017-09-11,31.200000762939453
2017-09-12,30.149999618530273
2017-09-13,30.84000015258789
2017-09-14,30.75
2017-09-15,30.600000381469727
2017-09-18,30.899999618530273
2017-09-19,31.5
2017-09-20,30.299999237060547
2017-09-21,31.649999618530273
2017-09-22,31.950000762939453
2017-09-25,33.0
2017-09-26,30.899999618530273
2017-09-27,30.299999237060547
2017-09-28,32.849998474121094
2017-09-29,32.54999923706055
2017-10-02,32.54999923706055
2017-10-03,38.400001525878906
2017-10-04,44.81999969482422
2017-10-05,42.0
2017-10-06,36.150001525878906
2017-10-09,34.95000076293945
2017-10-10,34.04999923706055
2017-10-11,36.900001525878906
2017-10-12,37.5
2017-10-13,35.70000076293945
2017-10-16,34.95000076293945
2017-10-17,41.54999923706055
2017-10-18,39.150001525878906
2017-10-19,40.04999923706055
2017-10-20,38.099998474121094
2017-10-23,37.04999923706055
2017-10-24,34.79999923706055
2017-10-25,36.900001525878906
2017-10-26,41.099998474121094
2017-10-27,39.75
2017-10-30,42.75
2017-10-31,42.75
2017-11-01,42.404998779296875
2017-11-02,42.0
2017-11-03,42.75
2017-11-06,43.95000076293945
2017-11-07,42.46500015258789
2017-11-08,42.0
2017-11-09,40.79999923706055
2017-11-10,41.400001525878906
2017-11-13,40.5
2017-11-14,39.75
2017-11-15,40.79999923706055
2017-11-16,40.79999923706055
2017-11-17,39.29999923706055
2017-11-20,38.849998474121094
2017-11-21,39.150001525878906
2017-11-22,41.25
2017-11-24,41.54999923706055
2017-11-27,44.099998474121094
2017-11-28,43.95000076293945
2017-11-29,45.599998474121094
2017-11-30,43.5
2017-12-01,44.70000076293945
2017-12-04,41.70000076293945
2017-12-05,42.599998474121094
2017-12-06,41.849998474121094
2017-12-07,43.5
2017-12-08,44.25
2017-12-11,46.650001525878906
2017-12-12,44.099998474121094
2017-12-13,44.25
2017-12-14,43.79999923706055
2017-12-15,41.474998474121094
2017-12-18,44.400001525878906
2017-12-19,44.25
2017-12-20,44.849998474121094
2017-12-21,42.75
2017-12-22,42.150001525878906
2017-12-26,42.900001525878906
2017-12-27,44.70000076293945
2017-12-28,42.75
2017-12-29,44.400001525878906
2018-01-02,43.650001525878906
2018-01-03,45.0
2018-01-04,51.599998474121094
2018-01-05,48.599998474121094
2018-01-08,47.625
2018-01-09,48.75
2018-01-10,48.75
2018-01-11,49.04999923706055
2018-01-12,54.46500015258789
2018-01-16,59.400001525878906
2018-01-17,56.400001525878906
2018-01-18,54.0
2018-01-19,56.70000076293945
2018-01-22,52.650001525878906
2018-01-23,50.70000076293945
2018-01-24,52.57500076293945
2018-01-25,51.0
2018-01-26,52.5
2018-01-29,54.900001525878906
2018-01-30,54.150001525878906
2018-01-31,54.29999923706055
2018-02-01,54.599998474121094
2018-02-02,51.75
2018-02-05,50.400001525878906
2018-02-06,49.79999923706055
2018-02-07,49.20000076293945
2018-02-08,48.0
2018-02-09,49.20000076293945
2018-02-12,49.79999923706055
2018-02-13,51.29999923706055
2018-02-14,51.75
2018-02-15,53.54999923706055
2018-02-16,52.5
2018-02-20,54.060001373291016
2018-02-21,50.099998474121094
2018-02-22,49.79999923706055
2018-02-23,49.650001525878906
2018-02-26,44.849998474121094
2018-02-27,44.400001525878906
2018-02-28,44.25
2018-03-01,46.79999923706055
2018-03-02,46.04999923706055
2018-03-05,45.45000076293945
2018-03-06,45.29999923706055
2018-03-07,43.650001525878906
2018-03-08,43.95000076293945
2018-03-09,44.849998474121094
2018-03-12,45.67499923706055
2018-03-13,45.29999923706055
2018-03-14,45.45000076293945
2018-03-15,46.20000076293945
2018-03-16,48.599998474121094
2018-03-19,49.650001525878906
2018-03-20,48.75
2018-03-21,49.650001525878906
2018-03-22,49.04999923706055
2018-03-23,49.5
2018-03-26,48.75
2018-03-27,47.70000076293945
2018-03-28,48.45000076293945
2018-03-29,47.7599983215332
2018-04-02,48.599998474121094
2018-04-03,48.150001525878906
2018-04-04,48.599998474121094
2018-04-05,47.70000076293945
2018-04-06,48.73500061035156
2018-04-09,48.09000015258789
2018-04-10,48.75
2018-04-11,48.150001525878906
2018-04-12,51.45000076293945
2018-04-13,48.900001525878906
2018-04-16,48.6150016784668
2018-04-17,49.04999923706055
2018-04-18,48.599998474121094
2018-04-19,48.599998474121094
2018-04-20,48.75
2018-04-23,47.70000076293945
2018-04-24,47.849998474121094
2018-04-25,48.150001525878906
2018-04-26,48.150001525878906
2018-04-27,48.150001525878906
2018-04-30,39.29999923706055
2018-05-01,40.5
2018-05-02,40.875
2018-05-03,39.75
2018-05-04,37.79999923706055
2018-05-07,37.349998474121094
2018-05-08,37.22999954223633
2018-05-09,37.6349983215332
2018-05-10,38.939998626708984
2018-05-11,39.29999923706055
2018-05-14,38.70000076293945
2018-05-15,38.25
2018-05-16,38.099998474121094
2018-05-17,37.79999923706055
2018-05-18,37.5
2018-05-21,37.349998474121094
2018-05-22,37.5
2018-05-23,37.51499938964844
2018-05-24,37.95000076293945
2018-05-25,37.79999923706055
2018-05-29,39.82500076293945
2018-05-30,39.599998474121094
2018-05-31,39.75
2018-06-01,38.06999969482422
2018-06-04,37.349998474121094
2018-06-05,37.650001525878906
2018-06-06,37.5
2018-06-07,37.04999923706055
2018-06-08,37.349998474121094
2018-06-11,34.79999923706055
2018-06-12,32.54999923706055
2018-06-13,35.25
2018-06-14,36.45000076293945
2018-06-15,36.0
2018-06-18,32.849998474121094
2018-06-19,30.899999618530273
2018-06-20,30.899999618530273
2018-06-21,31.635000228881836
2018-06-22,31.049999237060547
2018-06-25,27.764999389648438
2018-06-26,30.899999618530273
2018-06-27,30.450000762939453
2018-06-28,28.950000762939453
