,BSBK
2020-11-02,7.949999809265137
2020-11-03,8.050000190734863
2020-11-04,7.980000019073486
2020-11-05,8.050000190734863
2020-11-06,7.949999809265137
2020-11-09,8.3100004196167
2020-11-10,8.619999885559082
2020-11-11,8.630000114440918
2020-11-12,8.529999732971191
2020-11-13,8.600000381469727
2020-11-16,8.84000015258789
2020-11-17,8.699999809265137
2020-11-18,8.5600004196167
2020-11-19,8.9399995803833
2020-11-20,8.8100004196167
2020-11-23,8.819999694824219
2020-11-24,8.890000343322754
2020-11-25,9.100000381469727
2020-11-27,8.890000343322754
2020-11-30,8.75
2020-12-01,8.680000305175781
2020-12-02,8.550000190734863
2020-12-03,8.609999656677246
2020-12-04,8.859999656677246
2020-12-07,8.949999809265137
2020-12-08,9.050000190734863
2020-12-09,9.079999923706055
2020-12-10,9.300000190734863
2020-12-11,9.1899995803833
2020-12-14,9.130000114440918
2020-12-15,9.329999923706055
2020-12-16,9.069999694824219
2020-12-17,9.140000343322754
2020-12-18,9.279999732971191
2020-12-21,9.260000228881836
2020-12-22,9.289999961853027
2020-12-23,9.300000190734863
2020-12-24,9.170000076293945
2020-12-28,9.109999656677246
2020-12-29,9.0
2020-12-30,9.100000381469727
2020-12-31,8.90999984741211
2021-01-04,8.850000381469727
2021-01-05,9.050000190734863
2021-01-06,9.260000228881836
2021-01-07,9.119999885559082
2021-01-08,9.119999885559082
2021-01-11,9.199999809265137
2021-01-12,9.170000076293945
2021-01-13,9.0600004196167
2021-01-14,8.970000267028809
2021-01-15,8.90999984741211
2021-01-19,8.949999809265137
2021-01-20,8.829999923706055
2021-01-21,8.899999618530273
2021-01-22,9.09000015258789
2021-01-25,9.039999961853027
2021-01-26,9.140000343322754
2021-01-27,8.960000038146973
2021-01-28,9.0600004196167
2021-01-29,9.069999694824219
2021-02-01,9.0600004196167
2021-02-02,9.100000381469727
2021-02-03,9.079999923706055
2021-02-04,9.109999656677246
2021-02-05,9.119999885559082
2021-02-08,9.079999923706055
2021-02-09,9.069999694824219
2021-02-10,9.0600004196167
2021-02-11,9.100000381469727
2021-02-12,9.140000343322754
2021-02-16,9.069999694824219
2021-02-17,9.039999961853027
2021-02-18,8.960000038146973
2021-02-19,9.09000015258789
2021-02-22,9.020000457763672
2021-02-23,9.0
2021-02-24,9.09000015258789
2021-02-25,9.140000343322754
2021-02-26,9.0600004196167
2021-03-01,9.170000076293945
2021-03-02,9.109999656677246
2021-03-03,9.90999984741211
2021-03-04,9.600000381469727
2021-03-05,9.890000343322754
2021-03-08,10.109999656677246
2021-03-09,10.079999923706055
2021-03-10,10.640000343322754
2021-03-11,10.680000305175781
2021-03-12,10.630000114440918
2021-03-15,10.539999961853027
2021-03-16,10.479999542236328
2021-03-17,10.510000228881836
2021-03-18,10.300000190734863
2021-03-19,10.350000381469727
2021-03-22,10.300000190734863
2021-03-23,10.350000381469727
2021-03-24,10.279999732971191
2021-03-25,10.319999694824219
2021-03-26,10.470000267028809
2021-03-29,10.270000457763672
2021-03-30,10.260000228881836
2021-03-31,10.260000228881836
2021-04-01,10.260000228881836
2021-04-05,10.25
2021-04-06,10.260000228881836
2021-04-07,9.760000228881836
2021-04-08,9.949999809265137
2021-04-09,9.989999771118164
2021-04-12,9.920000076293945
2021-04-13,9.880000114440918
2021-04-14,9.90999984741211
2021-04-15,9.920000076293945
2021-04-16,9.979999542236328
2021-04-19,9.960000038146973
2021-04-20,9.949999809265137
2021-04-21,9.9399995803833
2021-04-22,9.75
2021-04-23,9.760000228881836
2021-04-26,9.770000457763672
2021-04-27,9.760000228881836
2021-04-28,9.800000190734863
2021-04-29,9.920000076293945
2021-04-30,9.90999984741211
2021-05-03,9.979999542236328
2021-05-04,9.979999542236328
2021-05-05,9.970000267028809
2021-05-06,9.989999771118164
2021-05-07,9.970000267028809
2021-05-10,9.989999771118164
2021-05-11,10.010000228881836
2021-05-12,9.970000267028809
2021-05-13,10.079999923706055
2021-05-14,10.229999542236328
