,BHF
2021-04-16,47.400001525878906
2021-04-19,47.09000015258789
2021-04-20,44.88999938964844
2021-04-21,45.650001525878906
2021-04-22,44.630001068115234
2021-04-23,45.439998626708984
2021-04-26,45.68000030517578
2021-04-27,46.349998474121094
2021-04-28,46.52000045776367
2021-04-29,47.099998474121094
2021-04-30,46.790000915527344
2021-05-03,47.27000045776367
2021-05-04,47.380001068115234
2021-05-05,47.93000030517578
2021-05-06,48.97999954223633
2021-05-07,48.93000030517578
2021-05-10,48.91999816894531
2021-05-11,48.470001220703125
2021-05-12,48.27000045776367
2021-05-13,48.88999938964844
2021-05-14,49.41999816894531
