,DUOT
2019-05-16,0.699999988079071
2019-05-17,0.6800000071525574
2019-05-20,0.6899999976158142
2019-05-21,0.7200000286102295
2019-05-22,0.7200000286102295
2019-05-23,0.7200000286102295
2019-05-24,0.718999981880188
2019-05-28,0.7200000286102295
2019-05-29,0.7400000095367432
2019-05-30,0.7200000286102295
2019-05-31,0.7400000095367432
2019-06-03,0.7400000095367432
2019-06-04,0.7250000238418579
2019-06-05,0.7300000190734863
2019-06-06,0.7400000095367432
2019-06-07,0.7400000095367432
2019-06-10,0.7699999809265137
2019-06-11,0.75
2019-06-12,0.800000011920929
2019-06-13,0.800000011920929
2019-06-14,0.8500000238418579
2019-06-17,0.8500000238418579
2019-06-18,0.8500000238418579
2019-06-19,0.8500000238418579
2019-06-20,0.7950000166893005
2019-06-21,0.7699999809265137
2019-06-24,0.7799999713897705
2019-06-25,0.7900000214576721
2019-06-26,0.800000011920929
2019-06-27,0.8500000238418579
2019-06-28,0.7250000238418579
2019-07-01,0.75
2019-07-02,0.75
2019-07-03,0.75
2019-07-05,0.7300000190734863
2019-07-08,0.699999988079071
2019-07-09,0.7099999785423279
2019-07-10,0.699999988079071
2019-07-11,0.699999988079071
2019-07-12,0.699999988079071
2019-07-15,0.699999988079071
2019-07-16,0.699999988079071
2019-07-17,0.7099999785423279
2019-07-18,0.7300000190734863
2019-07-19,0.7300000190734863
2019-07-22,0.699999988079071
2019-07-23,0.6069999933242798
2019-07-24,0.7350000143051147
2019-07-25,0.6499999761581421
2019-07-26,0.6000000238418579
2019-07-29,0.6399999856948853
2019-07-30,0.5720000267028809
2019-07-31,0.5849999785423279
2019-08-01,0.5699999928474426
2019-08-02,0.5400000214576721
2019-08-05,0.5249999761581421
2019-08-06,0.5019999742507935
2019-08-07,0.5
2019-08-08,0.5
2019-08-09,0.5
2019-08-12,0.550000011920929
2019-08-13,0.5
2019-08-14,0.5899999737739563
2019-08-15,0.5099999904632568
2019-08-16,0.5550000071525574
2019-08-19,0.6010000109672546
2019-08-20,0.6000000238418579
2019-08-21,0.5199999809265137
2019-08-22,0.5239999890327454
2019-08-23,0.47999998927116394
2019-08-26,0.47999998927116394
2019-08-27,0.47999998927116394
2019-08-28,0.4390000104904175
2019-08-29,0.49000000953674316
2019-08-30,0.49000000953674316
2019-09-03,0.47999998927116394
2019-09-04,0.4519999921321869
2019-09-05,0.40299999713897705
2019-09-06,0.4000000059604645
2019-09-09,0.3930000066757202
2019-09-10,0.3199999928474426
2019-09-11,0.3709999918937683
2019-09-12,0.3709999918937683
2019-09-13,0.39899998903274536
2019-09-16,0.39899998903274536
2019-09-17,0.39899998903274536
2019-09-18,0.41999998688697815
2019-09-19,0.44999998807907104
2019-09-20,0.4399999976158142
2019-09-23,0.44999998807907104
2019-09-24,0.49000000953674316
2019-09-25,0.5
2019-09-26,0.5299999713897705
2019-09-27,0.5299999713897705
2019-09-30,0.49000000953674316
2019-10-01,0.5
2019-10-02,0.5
2019-10-03,0.5099999904632568
2019-10-04,0.5099999904632568
2019-10-07,0.5099999904632568
2019-10-08,0.5049999952316284
2019-10-09,0.5
2019-10-10,0.5249999761581421
2019-10-11,0.4699999988079071
2019-10-14,0.5099999904632568
2019-10-15,0.5099999904632568
2019-10-16,0.4650000035762787
2019-10-17,0.4699999988079071
2019-10-18,0.4699999988079071
2019-10-21,0.5199999809265137
2019-10-22,0.4699999988079071
2019-10-23,0.4699999988079071
2019-10-24,0.5
2019-10-25,0.5
2019-10-28,0.5
2019-10-29,0.4399999976158142
2019-10-30,0.5
2019-10-31,0.4880000054836273
2019-11-01,0.4880000054836273
2019-11-04,0.47999998927116394
2019-11-05,0.47999998927116394
2019-11-06,0.47999998927116394
2019-11-07,0.4399999976158142
2019-11-08,0.45500001311302185
2019-11-11,0.47999998927116394
2019-11-12,0.47999998927116394
2019-11-13,0.47999998927116394
2019-11-14,0.47999998927116394
2019-11-15,0.47999998927116394
2019-11-18,0.47999998927116394
2019-11-19,0.49000000953674316
2019-11-20,0.4699999988079071
2019-11-21,0.4699999988079071
2019-11-22,0.47999998927116394
2019-11-25,0.4749999940395355
2019-11-26,0.4749999940395355
2019-11-27,0.4749999940395355
2019-11-29,0.4749999940395355
2019-12-02,0.47999998927116394
2019-12-03,0.47999998927116394
2019-12-04,0.4650000035762787
2019-12-05,0.46000000834465027
2019-12-06,0.47999998927116394
2019-12-09,0.47999998927116394
2019-12-10,0.46799999475479126
2019-12-11,0.46799999475479126
2019-12-12,0.49000000953674316
2019-12-13,0.47999998927116394
2019-12-16,0.49000000953674316
2019-12-17,0.5
2019-12-18,0.49000000953674316
2019-12-19,0.4749999940395355
2019-12-20,0.49000000953674316
2019-12-23,0.49000000953674316
2019-12-24,0.5
2019-12-26,0.5
2019-12-27,0.5
2019-12-30,0.5
2019-12-31,0.4779999852180481
2020-01-02,0.49000000953674316
2020-01-03,0.47999998927116394
2020-01-06,0.5
2020-01-07,0.47999998927116394
2020-01-08,0.47999998927116394
2020-01-09,0.46000000834465027
2020-01-10,0.46000000834465027
2020-01-13,0.49900001287460327
2020-01-14,0.4909999966621399
2020-01-15,0.49000000953674316
2020-01-16,0.49000000953674316
2020-01-17,6.599999904632568
2020-01-21,7.0
2020-01-22,7.0
2020-01-23,7.0
2020-01-24,7.0
2020-01-27,6.980000019073486
2020-01-28,6.800000190734863
2020-01-29,6.800000190734863
2020-01-30,7.449999809265137
2020-01-31,7.300000190734863
2020-02-03,7.289999961853027
2020-02-04,7.289999961853027
2020-02-05,7.300000190734863
2020-02-06,7.5
2020-02-07,7.5
2020-02-10,7.5
2020-02-11,7.0
2020-02-12,7.0
2020-02-13,6.050000190734863
2020-02-14,5.989999771118164
2020-02-18,6.144999980926514
2020-02-19,6.050000190734863
2020-02-20,6.183000087738037
2020-02-21,6.090000152587891
2020-02-24,6.039999961853027
2020-02-25,5.960000038146973
2020-02-26,5.997000217437744
2020-02-27,5.920000076293945
2020-02-28,5.599999904632568
2020-03-02,5.699999809265137
2020-03-03,5.546999931335449
2020-03-04,5.794000148773193
2020-03-05,5.900000095367432
2020-03-06,5.690000057220459
2020-03-09,5.5
2020-03-10,5.800000190734863
2020-03-11,5.199999809265137
2020-03-12,4.010000228881836
2020-03-13,4.519999980926514
2020-03-16,3.799999952316284
2020-03-17,4.199999809265137
2020-03-18,4.21999979019165
2020-03-19,3.890000104904175
2020-03-20,4.71999979019165
2020-03-23,4.690000057220459
2020-03-24,4.460000038146973
2020-03-25,4.28000020980835
2020-03-26,4.639999866485596
2020-03-27,4.489999771118164
2020-03-30,4.5
2020-03-31,4.739999771118164
2020-04-01,4.695000171661377
2020-04-02,4.789999961853027
2020-04-03,4.599999904632568
2020-04-06,4.988999843597412
2020-04-07,4.98199987411499
2020-04-08,4.800000190734863
2020-04-09,4.800000190734863
2020-04-13,4.289000034332275
2020-04-14,4.400000095367432
2020-04-15,4.400000095367432
2020-04-16,4.25
2020-04-17,4.400000095367432
2020-04-20,4.427999973297119
2020-04-21,4.270999908447266
2020-04-22,4.150000095367432
2020-04-23,4.577000141143799
2020-04-24,5.0
2020-04-27,5.449999809265137
2020-04-28,5.429999828338623
2020-04-29,5.369999885559082
2020-04-30,5.360000133514404
2020-05-01,5.5
2020-05-04,5.5
2020-05-05,5.269000053405762
2020-05-06,4.877999782562256
2020-05-07,4.760000228881836
2020-05-08,5.232999801635742
2020-05-11,5.114999771118164
2020-05-12,4.994999885559082
2020-05-13,5.0
2020-05-14,4.820000171661377
2020-05-15,4.449999809265137
2020-05-18,4.75
2020-05-19,4.369999885559082
2020-05-20,4.369999885559082
2020-05-21,4.5
2020-05-22,4.441999912261963
2020-05-26,4.599999904632568
2020-05-27,4.619999885559082
2020-05-28,4.576000213623047
2020-05-29,4.565999984741211
2020-06-01,4.699999809265137
2020-06-02,4.980000019073486
2020-06-03,4.889999866485596
2020-06-04,4.9019999504089355
2020-06-05,5.236999988555908
2020-06-08,5.380000114440918
2020-06-09,5.360000133514404
2020-06-10,5.050000190734863
2020-06-11,4.804999828338623
2020-06-12,4.940000057220459
2020-06-15,5.389999866485596
2020-06-16,4.960000038146973
2020-06-17,4.909999847412109
2020-06-18,5.550000190734863
2020-06-19,4.739999771118164
2020-06-22,5.070000171661377
2020-06-23,4.860000133514404
2020-06-24,4.989999771118164
2020-06-25,4.96999979019165
2020-06-26,5.0
2020-06-29,4.75
2020-06-30,4.599999904632568
2020-07-01,4.920000076293945
2020-07-02,4.724999904632568
2020-07-06,4.732999801635742
2020-07-07,4.603000164031982
2020-07-08,4.754000186920166
2020-07-09,4.690000057220459
2020-07-10,4.616000175476074
2020-07-13,4.610000133514404
2020-07-14,4.559999942779541
2020-07-15,4.659999847412109
2020-07-16,4.5
2020-07-17,4.460000038146973
2020-07-20,4.480000019073486
2020-07-21,4.75
2020-07-22,4.880000114440918
2020-07-23,4.909999847412109
2020-07-24,5.099999904632568
2020-07-27,5.0
2020-07-28,4.980000019073486
2020-07-29,5.090000152587891
2020-07-30,4.949999809265137
2020-07-31,4.769999980926514
2020-08-03,5.245999813079834
2020-08-04,4.867000102996826
2020-08-05,5.010000228881836
2020-08-06,4.940000057220459
2020-08-07,4.900000095367432
2020-08-10,5.059999942779541
2020-08-11,4.5
2020-08-12,4.230000019073486
2020-08-13,4.091000080108643
2020-08-14,4.150000095367432
2020-08-17,4.300000190734863
2020-08-18,4.21999979019165
2020-08-19,4.289999961853027
2020-08-20,4.150000095367432
2020-08-21,4.179999828338623
2020-08-24,4.050000190734863
2020-08-25,4.204999923706055
2020-08-26,4.099999904632568
2020-08-27,4.159999847412109
2020-08-28,4.199999809265137
2020-08-31,4.179999828338623
2020-09-01,4.269999980926514
2020-09-02,4.119999885559082
2020-09-03,3.990000009536743
2020-09-04,3.930000066757202
2020-09-08,4.159999847412109
2020-09-09,3.9800000190734863
2020-09-10,3.9809999465942383
2020-09-11,3.869999885559082
2020-09-14,4.239999771118164
2020-09-15,3.9600000381469727
2020-09-16,3.930000066757202
2020-09-17,3.75
2020-09-18,3.799999952316284
2020-09-21,3.75
2020-09-22,3.759999990463257
2020-09-23,3.75
2020-09-24,3.6500000953674316
2020-09-25,3.825000047683716
2020-09-28,3.6600000858306885
2020-09-29,3.8399999141693115
2020-09-30,3.802999973297119
2020-10-01,3.75
2020-10-02,3.819999933242798
2020-10-05,3.609999895095825
2020-10-06,3.859999895095825
2020-10-07,4.360000133514404
2020-10-08,4.230000019073486
2020-10-09,4.179999828338623
2020-10-12,4.0
2020-10-13,4.0
2020-10-14,4.0
2020-10-15,3.7799999713897705
2020-10-16,4.144000053405762
2020-10-19,3.950000047683716
2020-10-20,4.019999980926514
2020-10-21,3.740000009536743
2020-10-22,3.6500000953674316
2020-10-23,3.5999999046325684
2020-10-26,3.5799999237060547
2020-10-27,3.4000000953674316
2020-10-28,3.3499999046325684
2020-10-29,3.4000000953674316
2020-10-30,3.4630000591278076
2020-11-02,3.4000000953674316
2020-11-03,3.549999952316284
2020-11-04,3.619999885559082
2020-11-05,3.690000057220459
2020-11-06,3.559999942779541
2020-11-09,3.859999895095825
2020-11-10,3.9000000953674316
2020-11-11,4.099999904632568
2020-11-12,4.119999885559082
2020-11-13,3.950000047683716
2020-11-16,3.9600000381469727
2020-11-17,4.0
2020-11-18,4.235000133514404
2020-11-19,4.389999866485596
2020-11-20,4.34499979019165
2020-11-23,4.71999979019165
2020-11-24,4.452000141143799
2020-11-25,4.71999979019165
2020-11-27,4.789999961853027
2020-11-30,4.489999771118164
2020-12-01,4.485000133514404
2020-12-02,4.599999904632568
2020-12-03,4.349999904632568
2020-12-04,4.441999912261963
2020-12-07,4.425000190734863
2020-12-08,4.34499979019165
2020-12-09,4.264999866485596
2020-12-10,4.329999923706055
2020-12-11,4.25
2020-12-14,4.255000114440918
2020-12-15,4.190000057220459
2020-12-16,4.289999961853027
2020-12-17,4.449999809265137
2020-12-18,4.480000019073486
2020-12-21,4.369999885559082
2020-12-22,4.599999904632568
2020-12-23,4.559999942779541
2020-12-24,4.420000076293945
2020-12-28,4.320000171661377
2020-12-29,4.25
2020-12-30,4.230000019073486
2020-12-31,4.239999771118164
2021-01-04,4.170000076293945
2021-01-05,4.289999961853027
2021-01-06,5.28000020980835
2021-01-07,4.369999885559082
2021-01-08,4.769999980926514
2021-01-11,4.559999942779541
2021-01-12,4.849999904632568
2021-01-13,4.75
2021-01-14,5.349999904632568
2021-01-15,5.65500020980835
2021-01-19,5.590000152587891
2021-01-20,5.53000020980835
2021-01-21,5.199999809265137
2021-01-22,5.289999961853027
2021-01-25,5.210000038146973
2021-01-26,5.229000091552734
2021-01-27,4.96999979019165
2021-01-28,4.920000076293945
2021-01-29,4.900000095367432
2021-02-01,4.840000152587891
2021-02-02,5.090000152587891
2021-02-03,4.960000038146973
2021-02-04,4.949999809265137
2021-02-05,5.239999771118164
2021-02-08,5.559999942779541
2021-02-09,5.239999771118164
2021-02-10,5.550000190734863
2021-02-11,6.199999809265137
2021-02-12,6.699999809265137
2021-02-16,6.679999828338623
2021-02-17,6.840000152587891
2021-02-18,7.170000076293945
2021-02-19,7.28000020980835
2021-02-22,7.070000171661377
2021-02-23,6.179999828338623
2021-02-24,6.119999885559082
