,CODX
2021-03-12,13.9399995803833
2021-03-15,13.720000267028809
2021-03-16,13.460000038146973
2021-03-17,13.600000381469727
2021-03-18,13.6899995803833
2021-03-19,14.050000190734863
2021-03-22,14.529999732971191
2021-03-23,13.609999656677246
2021-03-24,12.399999618530273
2021-03-25,12.119999885559082
2021-03-26,9.699999809265137
2021-03-29,8.520000457763672
2021-03-30,8.539999961853027
2021-03-31,9.539999961853027
2021-04-01,9.5600004196167
2021-04-05,9.40999984741211
2021-04-06,9.270000457763672
2021-04-07,9.25
2021-04-08,9.300000190734863
2021-04-09,9.100000381469727
2021-04-12,8.789999961853027
2021-04-13,9.539999961853027
2021-04-14,9.399999618530273
2021-04-15,8.925000190734863
2021-04-16,8.869999885559082
2021-04-19,8.800000190734863
2021-04-20,8.1899995803833
2021-04-21,8.710000038146973
2021-04-22,8.899999618530273
2021-04-23,8.949999809265137
2021-04-26,9.15999984741211
2021-04-27,8.829999923706055
2021-04-28,9.0600004196167
2021-04-29,8.880000114440918
2021-04-30,8.859999656677246
2021-05-03,8.270000457763672
2021-05-04,8.460000038146973
2021-05-05,8.399999618530273
2021-05-06,8.119999885559082
2021-05-07,8.140000343322754
2021-05-10,7.619999885559082
2021-05-11,7.699999809265137
2021-05-12,7.309999942779541
2021-05-13,7.159999847412109
2021-05-14,8.460000038146973
