,CMMB
2019-12-06,25.423999786376953
2019-12-09,25.600000381469727
2019-12-10,26.239999771118164
2019-12-11,24.15999984741211
2019-12-12,25.440000534057617
2019-12-13,25.760000228881836
2019-12-16,23.360000610351562
2019-12-17,23.84000015258789
2019-12-18,24.799999237060547
2019-12-19,24.31999969482422
2019-12-20,22.736000061035156
2019-12-23,22.8799991607666
2019-12-24,22.176000595092773
2019-12-26,25.1200008392334
2019-12-27,22.719999313354492
2019-12-30,22.351999282836914
2019-12-31,22.399999618530273
2020-01-02,24.91200065612793
2020-01-03,22.559999465942383
2020-01-06,22.399999618530273
2020-01-07,24.944000244140625
2020-01-08,25.280000686645508
2020-01-09,23.520000457763672
2020-01-10,23.360000610351562
2020-01-13,23.040000915527344
2020-01-14,23.24799919128418
2020-01-15,22.959999084472656
2020-01-16,24.15999984741211
2020-01-17,25.280000686645508
2020-01-21,24.0
2020-01-22,23.520000457763672
2020-01-23,23.68000030517578
2020-01-24,22.8799991607666
2020-01-27,21.152000427246094
2020-01-28,21.600000381469727
2020-01-29,21.520000457763672
2020-01-30,20.591999053955078
2020-01-31,20.479999542236328
2020-02-03,20.719999313354492
2020-02-04,20.31999969482422
2020-02-05,20.799999237060547
2020-02-06,20.639999389648438
2020-02-07,20.639999389648438
2020-02-10,21.280000686645508
2020-02-11,20.479999542236328
2020-02-12,20.719999313354492
2020-02-13,20.639999389648438
2020-02-14,20.639999389648438
2020-02-18,20.959999084472656
2020-02-19,22.559999465942383
2020-02-20,21.760000228881836
2020-02-21,22.079999923706055
2020-02-24,21.13599967956543
2020-02-25,19.583999633789062
2020-02-26,16.15999984741211
2020-02-27,15.199999809265137
2020-02-28,14.383999824523926
2020-03-02,15.807999610900879
2020-03-03,14.736000061035156
2020-03-04,16.0
2020-03-05,16.31999969482422
2020-03-06,14.5600004196167
2020-03-09,14.303999900817871
2020-03-10,14.303999900817871
2020-03-11,13.104000091552734
2020-03-12,10.399999618530273
2020-03-13,13.600000381469727
2020-03-16,10.432000160217285
2020-03-17,11.84000015258789
2020-03-18,10.399999618530273
2020-03-19,9.760000228881836
2020-03-20,10.175999641418457
2020-03-23,9.968000411987305
2020-03-24,9.84000015258789
2020-03-25,9.600000381469727
2020-03-26,10.04800033569336
2020-03-27,10.767999649047852
2020-03-30,10.720000267028809
2020-03-31,12.576000213623047
2020-04-01,10.720000267028809
2020-04-02,10.416000366210938
2020-04-03,10.800000190734863
2020-04-06,11.199999809265137
2020-04-07,11.472000122070312
2020-04-08,11.199999809265137
2020-04-09,11.215999603271484
2020-04-13,10.479999542236328
2020-04-14,12.479999542236328
2020-04-15,12.640000343322754
2020-04-16,14.399999618530273
2020-04-17,13.920000076293945
2020-04-20,12.800000190734863
2020-04-21,12.800000190734863
2020-04-22,13.4399995803833
2020-04-23,13.008000373840332
2020-04-24,13.279999732971191
2020-04-27,12.800000190734863
2020-04-28,12.800000190734863
2020-04-29,14.399999618530273
2020-04-30,14.303999900817871
2020-05-01,14.079999923706055
2020-05-04,14.399999618530273
2020-05-05,13.600000381469727
2020-05-06,14.399999618530273
2020-05-07,14.880000114440918
2020-05-08,17.440000534057617
2020-05-11,17.68000030517578
2020-05-12,15.199999809265137
2020-05-13,15.039999961853027
2020-05-14,14.960000038146973
2020-05-15,15.37600040435791
2020-05-18,15.343999862670898
2020-05-19,15.199999809265137
2020-05-20,14.880000114440918
2020-05-21,18.8799991607666
2020-05-22,17.920000076293945
2020-05-26,18.239999771118164
2020-05-27,16.799999237060547
2020-05-28,17.760000228881836
2020-05-29,17.600000381469727
2020-06-01,18.70400047302246
2020-06-02,17.760000228881836
2020-06-03,18.15999984741211
2020-06-04,18.176000595092773
2020-06-05,18.079999923706055
2020-06-08,18.416000366210938
2020-06-09,21.440000534057617
2020-06-10,20.479999542236328
2020-06-11,22.8799991607666
2020-06-12,24.224000930786133
2020-06-15,23.040000915527344
2020-06-16,21.440000534057617
2020-06-17,24.31999969482422
2020-06-18,25.600000381469727
2020-06-19,24.799999237060547
2020-06-22,26.8799991607666
2020-06-23,26.8799991607666
2020-06-24,25.280000686645508
2020-06-25,24.639999389648438
2020-06-26,23.68000030517578
2020-06-29,21.760000228881836
2020-06-30,21.920000076293945
2020-07-01,22.239999771118164
2020-07-02,24.799999237060547
2020-07-06,25.1200008392334
2020-07-07,24.959999084472656
2020-07-08,24.799999237060547
2020-07-09,24.0
2020-07-10,20.959999084472656
2020-07-13,13.760000228881836
2020-07-14,12.51200008392334
2020-07-15,13.168000221252441
2020-07-16,14.880000114440918
2020-07-17,15.168000221252441
2020-07-20,15.359999656677246
2020-07-21,16.239999771118164
2020-07-22,15.807999610900879
2020-07-23,15.423999786376953
2020-07-24,15.119999885559082
2020-07-27,14.079999923706055
2020-07-28,14.527999877929688
2020-07-29,14.496000289916992
2020-07-30,15.039999961853027
2020-07-31,15.472000122070312
2020-08-03,15.680000305175781
2020-08-04,15.968000411987305
2020-08-05,17.920000076293945
2020-08-06,17.280000686645508
2020-08-07,17.280000686645508
2020-08-10,17.440000534057617
2020-08-11,17.280000686645508
2020-08-12,16.0
2020-08-13,14.944000244140625
2020-08-14,18.559999465942383
2020-08-17,17.600000381469727
2020-08-18,17.040000915527344
2020-08-19,16.799999237060547
2020-08-20,16.479999542236328
2020-08-21,16.799999237060547
2020-08-24,16.799999237060547
2020-08-25,16.799999237060547
2020-08-26,16.31999969482422
2020-08-27,16.0
2020-08-28,16.959999084472656
2020-08-31,15.663999557495117
2020-09-01,16.43199920654297
2020-09-02,16.239999771118164
2020-09-03,15.84000015258789
2020-09-04,15.520000457763672
2020-09-08,15.008000373840332
2020-09-09,15.199999809265137
2020-09-10,15.583999633789062
2020-09-11,16.15999984741211
2020-09-14,17.440000534057617
2020-09-15,17.1200008392334
2020-09-16,16.959999084472656
2020-09-17,16.959999084472656
2020-09-18,17.1200008392334
2020-09-21,16.15999984741211
2020-09-22,16.31999969482422
2020-09-23,16.15999984741211
2020-09-24,16.15999984741211
2020-09-25,16.15999984741211
2020-09-28,16.719999313354492
2020-09-29,19.040000915527344
2020-09-30,18.239999771118164
2020-10-01,18.399999618530273
2020-10-02,18.399999618530273
2020-10-05,18.8799991607666
2020-10-06,18.8799991607666
2020-10-07,18.559999465942383
2020-10-08,18.8799991607666
2020-10-09,18.8799991607666
2020-10-12,18.11199951171875
2020-10-13,17.440000534057617
2020-10-14,18.447999954223633
2020-10-15,18.719999313354492
2020-10-16,18.399999618530273
2020-10-19,18.239999771118164
2020-10-20,23.68000030517578
2020-10-21,18.559999465942383
2020-10-22,18.399999618530273
2020-10-23,17.440000534057617
2020-10-26,18.079999923706055
2020-10-27,18.8799991607666
2020-10-28,19.200000762939453
2020-10-29,19.040000915527344
2020-10-30,20.639999389648438
2020-11-02,18.8799991607666
2020-11-03,19.472000122070312
2020-11-04,19.84000015258789
2020-11-05,20.0
2020-11-06,19.68000030517578
2020-11-09,21.440000534057617
2020-11-10,22.079999923706055
2020-11-11,22.559999465942383
2020-11-12,22.399999618530273
2020-11-13,22.559999465942383
2020-11-16,23.040000915527344
2020-11-17,22.079999923706055
2020-11-18,23.68000030517578
2020-11-19,24.31999969482422
2020-11-20,23.200000762939453
2020-11-23,22.559999465942383
2020-11-24,24.0
2020-11-25,25.1200008392334
2020-11-27,24.639999389648438
2020-11-30,24.959999084472656
2020-12-01,23.95199966430664
2020-12-02,24.719999313354492
2020-12-03,24.15999984741211
2020-12-04,24.43199920654297
2020-12-07,24.799999237060547
2020-12-08,25.760000228881836
2020-12-09,24.959999084472656
2020-12-10,26.8799991607666
2020-12-11,27.200000762939453
2020-12-14,24.639999389648438
2020-12-15,46.08000183105469
2020-12-16,41.91999816894531
2020-12-17,36.15999984741211
2020-12-18,38.08000183105469
2020-12-21,37.279998779296875
2020-12-22,35.52000045776367
2020-12-23,35.52000045776367
2020-12-24,35.36000061035156
2020-12-28,33.119998931884766
2020-12-29,32.0
2020-12-30,31.200000762939453
2020-12-31,27.68000030517578
2021-01-04,27.200000762939453
2021-01-05,30.559999465942383
2021-01-06,31.360000610351562
2021-01-07,34.880001068115234
2021-01-08,32.79999923706055
2021-01-11,32.47999954223633
2021-01-12,33.599998474121094
2021-01-13,33.91999816894531
2021-01-14,37.439998626708984
2021-01-15,34.880001068115234
2021-01-19,33.439998626708984
2021-01-20,40.0
2021-01-21,40.959999084472656
2021-01-22,39.68000030517578
2021-01-25,38.880001068115234
2021-01-26,38.2400016784668
2021-01-27,35.36000061035156
2021-01-28,34.70399856567383
2021-01-29,33.279998779296875
2021-02-01,36.63999938964844
2021-02-02,39.20000076293945
2021-02-03,42.400001525878906
2021-02-04,40.959999084472656
2021-02-05,45.119998931884766
2021-02-08,44.31999969482422
2021-02-09,44.79999923706055
2021-02-10,127.36000061035156
2021-02-11,76.95999908447266
2021-02-12,68.0
2021-02-16,78.23999786376953
2021-02-17,74.7040023803711
2021-02-18,68.4800033569336
2021-02-19,70.55999755859375
2021-02-22,68.80000305175781
2021-02-23,60.15999984741211
2021-02-24,62.880001068115234
2021-02-25,56.79999923706055
2021-02-26,58.08000183105469
2021-03-01,60.0
2021-03-02,57.119998931884766
2021-03-03,59.040000915527344
2021-03-04,45.119998931884766
2021-03-05,53.439998626708984
2021-03-08,74.72000122070312
2021-03-09,80.95999908447266
2021-03-10,65.5999984741211
2021-03-11,70.08000183105469
2021-03-12,70.55999755859375
2021-03-15,71.5199966430664
2021-03-16,75.36000061035156
2021-03-17,59.0
2021-03-18,48.619998931884766
2021-03-19,50.90999984741211
2021-03-22,46.31999969482422
2021-03-23,36.150001525878906
2021-03-24,32.529998779296875
2021-03-25,31.5
2021-03-26,31.030000686645508
2021-03-29,29.329999923706055
2021-03-30,28.780000686645508
2021-03-31,28.709999084472656
2021-04-01,28.239999771118164
2021-04-05,27.110000610351562
2021-04-06,27.780000686645508
2021-04-07,26.049999237060547
2021-04-08,55.0
2021-04-09,45.900001525878906
2021-04-12,39.72999954223633
2021-04-13,39.34000015258789
2021-04-14,35.0099983215332
2021-04-15,33.58000183105469
2021-04-16,27.260000228881836
2021-04-19,34.4900016784668
2021-04-20,30.389999389648438
2021-04-21,30.229999542236328
2021-04-22,34.790000915527344
2021-04-23,34.0
2021-04-26,35.33000183105469
2021-04-27,34.2599983215332
2021-04-28,34.25
2021-04-29,31.6299991607666
2021-04-30,29.559999465942383
2021-05-03,28.0
2021-05-04,23.719999313354492
2021-05-05,23.100000381469727
2021-05-06,19.850000381469727
2021-05-07,19.829999923706055
2021-05-10,18.920000076293945
2021-05-11,17.979999542236328
2021-05-12,17.15999984741211
2021-05-13,16.59000015258789
2021-05-14,17.0
