,DRIO
2019-10-16,0.2549999952316284
2019-10-17,0.2529999911785126
2019-10-18,0.25099998712539673
2019-10-21,0.25
2019-10-22,0.25600001215934753
2019-10-23,0.25999999046325684
2019-10-24,0.25999999046325684
2019-10-25,0.2800000011920929
2019-10-28,0.2619999945163727
2019-10-29,0.24500000476837158
2019-10-30,0.2409999966621399
2019-10-31,0.24500000476837158
2019-11-01,0.23999999463558197
2019-11-04,0.23999999463558197
2019-11-05,0.23000000417232513
2019-11-06,0.23000000417232513
2019-11-07,0.2199999988079071
2019-11-08,0.23899999260902405
2019-11-11,0.22200000286102295
2019-11-12,0.24500000476837158
2019-11-13,0.20999999344348907
2019-11-14,0.20399999618530273
2019-11-15,0.2070000022649765
2019-11-18,4.300000190734863
2019-11-19,4.150000095367432
2019-11-20,4.0
2019-11-21,4.300000190734863
2019-11-22,4.138999938964844
2019-11-25,3.9000000953674316
2019-11-26,4.0
2019-11-27,4.039999961853027
2019-11-29,4.059999942779541
2019-12-02,5.010000228881836
2019-12-03,7.46999979019165
2019-12-04,8.680000305175781
2019-12-05,8.5
2019-12-06,8.6899995803833
2019-12-09,8.300000190734863
2019-12-10,7.110000133514404
2019-12-11,7.230000019073486
2019-12-12,6.743000030517578
2019-12-13,6.159999847412109
2019-12-16,5.800000190734863
2019-12-17,5.840000152587891
2019-12-18,6.010000228881836
2019-12-19,6.050000190734863
2019-12-20,6.170000076293945
2019-12-23,6.349999904632568
2019-12-24,6.309000015258789
2019-12-26,6.170000076293945
2019-12-27,6.300000190734863
2019-12-30,6.03000020980835
2019-12-31,6.559999942779541
2020-01-02,6.480000019073486
2020-01-03,6.239999771118164
2020-01-06,6.389999866485596
2020-01-07,6.0
2020-01-08,6.269999980926514
2020-01-09,7.489999771118164
2020-01-10,7.050000190734863
2020-01-13,7.050000190734863
2020-01-14,7.349999904632568
2020-01-15,7.150000095367432
2020-01-16,7.5
2020-01-17,8.270000457763672
2020-01-21,8.539999961853027
2020-01-22,8.260000228881836
2020-01-23,8.109999656677246
2020-01-24,7.760000228881836
2020-01-27,7.610000133514404
2020-01-28,7.820000171661377
2020-01-29,8.335000038146973
2020-01-30,8.380000114440918
2020-01-31,7.670000076293945
2020-02-03,8.140000343322754
2020-02-04,8.994999885559082
2020-02-05,9.109999656677246
2020-02-06,9.739999771118164
2020-02-07,9.380000114440918
2020-02-10,9.149999618530273
2020-02-11,9.237000465393066
2020-02-12,8.399999618530273
2020-02-13,8.99899959564209
2020-02-14,8.805000305175781
2020-02-18,9.180000305175781
2020-02-19,8.880000114440918
2020-02-20,9.100000381469727
2020-02-21,8.899999618530273
2020-02-24,8.800000190734863
2020-02-25,8.319999694824219
2020-02-26,7.849999904632568
2020-02-27,7.400000095367432
2020-02-28,7.300000190734863
2020-03-02,7.980000019073486
2020-03-03,7.900000095367432
2020-03-04,8.0
2020-03-05,8.300000190734863
2020-03-06,8.218000411987305
2020-03-09,6.860000133514404
2020-03-10,6.900000095367432
2020-03-11,6.550000190734863
2020-03-12,6.099999904632568
2020-03-13,5.699999809265137
2020-03-16,4.599999904632568
2020-03-17,4.75
2020-03-18,3.799999952316284
2020-03-19,3.5
2020-03-20,4.300000190734863
2020-03-23,4.559999942779541
2020-03-24,5.349999904632568
2020-03-25,6.5
2020-03-26,7.050000190734863
2020-03-27,6.849999904632568
2020-03-30,6.550000190734863
2020-03-31,6.789999961853027
2020-04-01,5.750999927520752
2020-04-02,5.840000152587891
2020-04-03,5.119999885559082
2020-04-06,5.960000038146973
2020-04-07,6.215000152587891
2020-04-08,5.949999809265137
2020-04-09,6.578000068664551
2020-04-13,6.639999866485596
2020-04-14,6.659999847412109
2020-04-15,6.203000068664551
2020-04-16,6.150000095367432
2020-04-17,6.179999828338623
2020-04-20,6.25
2020-04-21,6.318999767303467
2020-04-22,6.670000076293945
2020-04-23,6.005000114440918
2020-04-24,7.449999809265137
2020-04-27,9.449999809265137
2020-04-28,7.440000057220459
2020-04-29,8.199999809265137
2020-04-30,7.7220001220703125
2020-05-01,7.019999980926514
2020-05-04,7.205999851226807
2020-05-05,7.099999904632568
2020-05-06,8.0
2020-05-07,7.769999980926514
2020-05-08,7.849999904632568
2020-05-11,7.949999809265137
2020-05-12,7.0
2020-05-13,6.900000095367432
2020-05-14,6.849999904632568
2020-05-15,6.949999809265137
2020-05-18,6.860000133514404
2020-05-19,7.0
2020-05-20,7.0
2020-05-21,6.900000095367432
2020-05-22,6.900000095367432
2020-05-26,6.5
2020-05-27,6.385000228881836
2020-05-28,6.329999923706055
2020-05-29,6.39900016784668
2020-06-01,6.369999885559082
2020-06-02,6.159999847412109
2020-06-03,5.860000133514404
2020-06-04,5.75
2020-06-05,5.699999809265137
2020-06-08,5.889999866485596
2020-06-09,6.050000190734863
2020-06-10,5.900000095367432
2020-06-11,6.829999923706055
2020-06-12,6.440000057220459
2020-06-15,6.730000019073486
2020-06-16,6.739999771118164
2020-06-17,6.730000019073486
2020-06-18,6.639999866485596
2020-06-19,6.53000020980835
2020-06-22,6.639999866485596
2020-06-23,6.5
2020-06-24,6.380000114440918
2020-06-25,6.300000190734863
2020-06-26,6.199999809265137
2020-06-29,6.199999809265137
2020-06-30,6.349999904632568
2020-07-01,6.690000057220459
2020-07-02,6.300000190734863
2020-07-06,6.449999809265137
2020-07-07,6.880000114440918
2020-07-08,6.840000152587891
2020-07-09,6.909999847412109
2020-07-10,6.900000095367432
2020-07-13,7.0
2020-07-14,6.400000095367432
2020-07-15,6.300000190734863
2020-07-16,6.199999809265137
2020-07-17,6.119999885559082
2020-07-20,6.909999847412109
2020-07-21,6.820000171661377
2020-07-22,6.949999809265137
2020-07-23,7.510000228881836
2020-07-24,8.0
2020-07-27,7.980000019073486
2020-07-28,8.050000190734863
2020-07-29,8.149999618530273
2020-07-30,8.069999694824219
2020-07-31,12.399999618530273
2020-08-03,14.1899995803833
2020-08-04,13.84000015258789
2020-08-05,17.530000686645508
2020-08-06,17.989999771118164
2020-08-07,17.299999237060547
2020-08-10,15.289999961853027
2020-08-11,13.59000015258789
2020-08-12,14.699999809265137
2020-08-13,16.299999237060547
2020-08-14,16.5
2020-08-17,18.68000030517578
2020-08-18,18.75
2020-08-19,20.649999618530273
2020-08-20,20.200000762939453
2020-08-21,18.610000610351562
2020-08-24,16.729999542236328
2020-08-25,17.75
2020-08-26,16.5
2020-08-27,16.649999618530273
2020-08-28,15.529999732971191
2020-08-31,16.31999969482422
2020-09-01,15.5600004196167
2020-09-02,16.25
2020-09-03,16.010000228881836
2020-09-04,15.75
2020-09-08,15.970000267028809
2020-09-09,15.430000305175781
2020-09-10,15.180000305175781
2020-09-11,15.050000190734863
2020-09-14,16.920000076293945
2020-09-15,17.829999923706055
2020-09-16,18.399999618530273
2020-09-17,17.40999984741211
2020-09-18,18.950000762939453
2020-09-21,18.549999237060547
2020-09-22,18.600000381469727
2020-09-23,17.09000015258789
2020-09-24,15.770000457763672
2020-09-25,16.469999313354492
2020-09-28,17.600000381469727
2020-09-29,16.600000381469727
2020-09-30,16.780000686645508
2020-10-01,17.1200008392334
2020-10-02,16.5
2020-10-05,16.360000610351562
2020-10-06,15.34000015258789
2020-10-07,15.890000343322754
2020-10-08,15.289999961853027
2020-10-09,14.970000267028809
2020-10-12,13.119999885559082
2020-10-13,12.899999618530273
2020-10-14,13.199999809265137
2020-10-15,12.670000076293945
2020-10-16,13.329999923706055
2020-10-19,13.1899995803833
2020-10-20,12.869999885559082
2020-10-21,12.600000381469727
2020-10-22,12.9399995803833
2020-10-23,12.470000267028809
2020-10-26,12.420000076293945
2020-10-27,12.550000190734863
2020-10-28,11.5
2020-10-29,11.25
2020-10-30,10.170000076293945
2020-11-02,10.829999923706055
2020-11-03,11.9399995803833
2020-11-04,11.779999732971191
2020-11-05,12.260000228881836
2020-11-06,11.640000343322754
2020-11-09,11.270000457763672
2020-11-10,10.829999923706055
2020-11-11,10.920000076293945
2020-11-12,11.609999656677246
2020-11-13,13.100000381469727
2020-11-16,12.680000305175781
2020-11-17,12.350000381469727
2020-11-18,13.029999732971191
2020-11-19,13.25
2020-11-20,14.010000228881836
2020-11-23,13.390000343322754
2020-11-24,12.729999542236328
2020-11-25,12.90999984741211
2020-11-27,12.890000343322754
2020-11-30,12.5600004196167
2020-12-01,12.449999809265137
2020-12-02,12.270000457763672
2020-12-03,11.5
2020-12-04,11.949999809265137
2020-12-07,11.510000228881836
2020-12-08,11.510000228881836
2020-12-09,10.96500015258789
2020-12-10,11.239999771118164
2020-12-11,12.289999961853027
2020-12-14,13.0
2020-12-15,13.0
2020-12-16,13.300000190734863
2020-12-17,13.100000381469727
2020-12-18,13.550000190734863
2020-12-21,13.800000190734863
2020-12-22,13.970000267028809
2020-12-23,13.25
2020-12-24,13.170000076293945
2020-12-28,13.789999961853027
2020-12-29,12.4399995803833
2020-12-30,13.979999542236328
2020-12-31,14.289999961853027
2021-01-04,15.40999984741211
2021-01-05,17.209999084472656
2021-01-06,16.790000915527344
2021-01-07,19.760000228881836
2021-01-08,16.639999389648438
2021-01-11,16.020000457763672
2021-01-12,15.9399995803833
2021-01-13,15.680000305175781
2021-01-14,17.389999389648438
2021-01-15,17.889999389648438
2021-01-19,19.770000457763672
2021-01-20,20.489999771118164
2021-01-21,21.420000076293945
2021-01-22,21.989999771118164
2021-01-25,23.06999969482422
2021-01-26,23.489999771118164
2021-01-27,21.920000076293945
2021-01-28,23.0
2021-01-29,21.65999984741211
2021-02-01,24.479999542236328
2021-02-02,23.5
2021-02-03,24.5
2021-02-04,24.889999389648438
2021-02-05,24.989999771118164
2021-02-08,27.110000610351562
2021-02-09,28.010000228881836
2021-02-10,28.899999618530273
2021-02-11,30.049999237060547
2021-02-12,30.420000076293945
2021-02-16,28.5
2021-02-17,27.90999984741211
2021-02-18,27.010000228881836
2021-02-19,28.0
2021-02-22,27.75
2021-02-23,28.959999084472656
2021-02-24,29.15999984741211
2021-02-25,26.969999313354492
2021-02-26,26.600000381469727
2021-03-01,27.170000076293945
2021-03-02,27.700000762939453
2021-03-03,25.5
2021-03-04,24.3799991607666
2021-03-05,21.8799991607666
2021-03-08,21.149999618530273
2021-03-09,21.020000457763672
2021-03-10,19.68000030517578
2021-03-11,19.690000534057617
2021-03-12,18.690000534057617
2021-03-15,19.8799991607666
2021-03-16,19.5
2021-03-17,19.6299991607666
2021-03-18,18.8799991607666
2021-03-19,19.770000457763672
2021-03-22,24.219999313354492
2021-03-23,22.700000762939453
2021-03-24,19.790000915527344
2021-03-25,20.739999771118164
2021-03-26,20.739999771118164
2021-03-29,19.229999542236328
2021-03-30,19.649999618530273
2021-03-31,19.260000228881836
2021-04-01,20.3799991607666
2021-04-05,18.059999465942383
2021-04-06,19.1299991607666
2021-04-07,18.899999618530273
2021-04-08,19.809999465942383
2021-04-09,20.6200008392334
2021-04-12,19.020000457763672
2021-04-13,18.56999969482422
2021-04-14,18.579999923706055
2021-04-15,19.43000030517578
2021-04-16,18.239999771118164
2021-04-19,17.229999542236328
2021-04-20,16.520000457763672
2021-04-21,17.219999313354492
2021-04-22,18.5
2021-04-23,18.549999237060547
2021-04-26,20.940000534057617
2021-04-27,19.959999084472656
2021-04-28,21.780000686645508
2021-04-29,20.889999389648438
2021-04-30,21.68000030517578
2021-05-03,21.760000228881836
2021-05-04,20.020000457763672
2021-05-05,18.8700008392334
2021-05-06,18.09000015258789
2021-05-07,18.549999237060547
2021-05-10,17.43000030517578
2021-05-11,15.890000343322754
2021-05-12,15.149999618530273
2021-05-13,13.899999618530273
2021-05-14,14.520000457763672
