,CMCT
2007-10-19,199.5
2007-10-22,199.5
2007-10-23,198.0
2007-10-24,193.9499969482422
2007-10-25,192.14999389648438
2007-10-26,192.75
2007-10-29,195.3000030517578
2007-10-30,192.89999389648438
2007-10-31,196.0500030517578
2007-11-01,197.10000610351562
2007-11-02,196.5
2007-11-05,197.5500030517578
2007-11-06,194.10000610351562
2007-11-07,191.10000610351562
2007-11-08,188.85000610351562
2007-11-09,184.35000610351562
2007-11-12,185.39999389648438
2007-11-13,187.5
2007-11-14,196.35000610351562
2007-11-15,196.64999389648438
2007-11-16,192.14999389648438
2007-11-19,186.0
2007-11-20,185.10000610351562
2007-11-21,184.5
2007-11-23,186.0
2007-11-26,181.5
2007-11-27,180.75
2007-11-28,180.4499969482422
2007-11-29,176.39999389648438
2007-11-30,180.0
2007-12-03,185.5500030517578
2007-12-04,187.0500030517578
2007-12-05,185.6999969482422
2007-12-06,184.9499969482422
2007-12-07,184.64999389648438
2007-12-10,187.8000030517578
2007-12-11,186.75
2007-12-12,187.5
2007-12-13,185.85000610351562
2007-12-14,180.75
2007-12-17,180.89999389648438
2007-12-18,178.35000610351562
2007-12-19,175.64999389648438
2007-12-20,175.8000030517578
2007-12-21,174.14999389648438
2007-12-24,176.85000610351562
2007-12-26,175.0500030517578
2007-12-27,171.14999389648438
2007-12-28,168.75
2007-12-31,161.39999389648438
2008-01-02,165.75
2008-01-03,163.64999389648438
2008-01-04,161.39999389648438
2008-01-07,162.4499969482422
2008-01-08,160.8000030517578
2008-01-09,161.25
2008-01-10,162.4499969482422
2008-01-11,160.64999389648438
2008-01-14,158.25
2008-01-15,153.75
2008-01-16,150.75
2008-01-17,150.75
2008-01-18,146.25
2008-01-22,144.14999389648438
2008-01-23,143.25
2008-01-24,147.0
2008-01-25,151.5
2008-01-28,149.25
2008-01-29,149.85000610351562
2008-01-30,157.35000610351562
2008-01-31,154.5
2008-02-01,158.25
2008-02-04,162.0
2008-02-05,159.75
2008-02-06,152.25
2008-02-07,150.75
2008-02-08,156.3000030517578
2008-02-11,155.85000610351562
2008-02-12,158.10000610351562
2008-02-13,156.14999389648438
2008-02-14,158.10000610351562
2008-02-15,159.0
2008-02-19,157.5
2008-02-20,156.0
2008-02-21,156.14999389648438
2008-02-22,155.25
2008-02-25,152.25
2008-02-26,157.5
2008-02-27,155.25
2008-02-28,158.25
2008-02-29,156.75
2008-03-03,153.75
2008-03-04,149.25
2008-03-05,149.25
2008-03-06,149.5500030517578
2008-03-07,144.0
2008-03-10,141.14999389648438
2008-03-11,141.14999389648438
2008-03-12,141.75
2008-03-13,139.1999969482422
2008-03-14,135.0
2008-03-17,108.75
2008-03-18,109.3499984741211
2008-03-19,113.25
2008-03-20,109.5
2008-03-24,104.8499984741211
2008-03-25,118.3499984741211
2008-03-26,123.75
2008-03-27,115.19999694824219
2008-03-28,108.9000015258789
2008-03-31,105.1500015258789
2008-04-01,108.0
2008-04-02,105.0
2008-04-03,105.0
2008-04-04,111.9000015258789
2008-04-07,117.44999694824219
2008-04-08,115.3499984741211
2008-04-09,114.0
2008-04-10,115.19999694824219
2008-04-11,112.5
2008-04-14,114.75
2008-04-15,111.75
2008-04-16,113.4000015258789
2008-04-17,113.4000015258789
2008-04-18,113.25
2008-04-21,115.3499984741211
2008-04-22,112.5
2008-04-23,111.75
2008-04-24,109.3499984741211
2008-04-25,106.19999694824219
2008-04-28,105.5999984741211
2008-04-29,104.4000015258789
2008-04-30,105.30000305175781
2008-05-01,105.0
2008-05-02,109.80000305175781
2008-05-05,111.44999694824219
2008-05-06,112.19999694824219
2008-05-07,109.5
2008-05-08,109.94999694824219
2008-05-09,109.80000305175781
2008-05-12,117.0
2008-05-13,121.5
2008-05-14,120.0
2008-05-15,118.19999694824219
2008-05-16,118.5
2008-05-19,116.69999694824219
2008-05-20,117.75
2008-05-21,116.25
2008-05-22,114.75
2008-05-23,114.9000015258789
2008-05-27,117.0
2008-05-28,119.25
2008-05-29,117.0
2008-05-30,117.30000305175781
2008-06-02,116.25
2008-06-03,116.8499984741211
2008-06-04,116.25
2008-06-05,116.0999984741211
2008-06-06,116.4000015258789
2008-06-09,115.94999694824219
2008-06-10,116.25
2008-06-11,114.1500015258789
2008-06-12,114.44999694824219
2008-06-13,114.75
2008-06-16,115.5
2008-06-17,119.69999694824219
2008-06-18,122.8499984741211
2008-06-19,125.25
2008-06-20,123.30000305175781
2008-06-23,128.6999969482422
2008-06-24,128.6999969482422
2008-06-25,126.75
2008-06-26,123.0
2008-06-27,122.25
2008-06-30,120.0
2008-07-01,118.5
2008-07-02,117.0
2008-07-03,117.5999984741211
2008-07-07,119.25
2008-07-08,119.25
2008-07-09,124.5
2008-07-10,125.69999694824219
2008-07-11,117.9000015258789
2008-07-14,114.30000305175781
2008-07-15,112.6500015258789
2008-07-16,111.44999694824219
2008-07-17,113.25
2008-07-18,118.6500015258789
2008-07-21,123.30000305175781
2008-07-22,121.19999694824219
2008-07-23,120.0
2008-07-24,119.0999984741211
2008-07-25,116.25
2008-07-28,121.3499984741211
2008-07-29,118.80000305175781
2008-07-30,117.75
2008-07-31,118.6500015258789
2008-08-01,120.75
2008-08-04,123.0
2008-08-05,123.0
2008-08-06,121.5
2008-08-07,118.5
2008-08-08,118.80000305175781
2008-08-11,118.5
2008-08-12,117.75
2008-08-13,117.9000015258789
2008-08-14,120.0
2008-08-15,120.0
2008-08-18,121.5
2008-08-19,122.0999984741211
2008-08-20,121.6500015258789
2008-08-21,122.25
2008-08-22,124.94999694824219
2008-08-25,121.6500015258789
2008-08-26,122.25
2008-08-27,122.25
2008-08-28,122.25
2008-08-29,123.0
2008-09-02,122.4000015258789
2008-09-03,122.4000015258789
2008-09-04,123.0
2008-09-05,123.0
2008-09-08,124.19999694824219
2008-09-09,125.25
2008-09-10,126.75
2008-09-11,126.5999984741211
2008-09-12,126.75
2008-09-15,123.0
2008-09-16,120.9000015258789
2008-09-17,118.94999694824219
2008-09-18,118.6500015258789
2008-09-19,122.25
2008-09-22,120.0
2008-09-23,118.6500015258789
2008-09-24,120.1500015258789
2008-09-25,121.5
2008-09-26,120.75
2008-09-29,114.0
2008-09-30,109.5
2008-10-01,112.5
2008-10-02,112.94999694824219
2008-10-03,112.5
2008-10-06,104.69999694824219
2008-10-07,98.55000305175781
2008-10-08,91.5
2008-10-09,90.0
2008-10-10,74.25
2008-10-13,92.25
2008-10-14,95.4000015258789
2008-10-15,95.55000305175781
2008-10-16,97.5
2008-10-17,100.05000305175781
2008-10-20,106.5
2008-10-21,115.3499984741211
2008-10-22,118.05000305175781
2008-10-23,111.75
2008-10-24,112.5
2008-10-27,117.0
2008-10-28,120.0
2008-10-29,123.30000305175781
2008-10-30,120.75
2008-10-31,135.0
2008-11-03,134.39999389648438
2008-11-04,135.0
2008-11-05,131.25
2008-11-06,120.5999984741211
2008-11-07,116.25
2008-11-10,108.0
2008-11-11,113.25
2008-11-12,112.94999694824219
2008-11-13,117.75
2008-11-14,112.6500015258789
2008-11-17,105.75
2008-11-18,116.25
2008-11-19,106.5
2008-11-20,104.25
2008-11-21,93.75
2008-11-24,90.75
2008-11-25,96.5999984741211
2008-11-26,98.25
2008-11-28,100.5
2008-12-01,96.1500015258789
2008-12-02,96.0
2008-12-03,95.55000305175781
2008-12-04,94.19999694824219
2008-12-05,97.94999694824219
2008-12-08,99.75
2008-12-09,101.8499984741211
2008-12-10,105.75
2008-12-11,107.4000015258789
2008-12-12,110.25
2008-12-15,108.0
2008-12-16,107.8499984741211
2008-12-17,105.0
2008-12-18,104.25
2008-12-19,106.5
2008-12-22,108.0
2008-12-23,110.4000015258789
2008-12-24,111.9000015258789
2008-12-26,114.0
2008-12-29,100.80000305175781
2008-12-30,101.0999984741211
2008-12-31,111.75
2009-01-02,111.75
2009-01-05,110.55000305175781
2009-01-06,109.3499984741211
2009-01-07,116.25
2009-01-08,114.75
2009-01-09,116.8499984741211
2009-01-12,120.75
2009-01-13,120.0
2009-01-14,121.19999694824219
2009-01-15,118.5
2009-01-16,112.94999694824219
2009-01-20,105.0
2009-01-21,111.75
2009-01-22,109.19999694824219
2009-01-23,108.9000015258789
2009-01-26,108.30000305175781
2009-01-27,106.6500015258789
2009-01-28,107.0999984741211
2009-01-29,108.0
2009-01-30,109.94999694824219
2009-02-02,113.69999694824219
2009-02-03,112.6500015258789
2009-02-04,110.4000015258789
2009-02-05,112.05000305175781
2009-02-06,109.94999694824219
2009-02-09,105.1500015258789
2009-02-10,108.75
2009-02-11,111.0
2009-02-12,108.0
2009-02-13,105.75
2009-02-17,104.25
2009-02-18,103.80000305175781
2009-02-19,105.75
2009-02-20,101.8499984741211
2009-02-23,101.4000015258789
2009-02-24,97.19999694824219
2009-02-25,97.19999694824219
2009-02-26,96.0
2009-02-27,99.0
2009-03-02,89.55000305175781
2009-03-03,84.44999694824219
2009-03-04,77.4000015258789
2009-03-05,67.05000305175781
2009-03-06,76.5
2009-03-09,77.0999984741211
2009-03-10,78.0
2009-03-11,77.25
2009-03-12,75.75
2009-03-13,80.25
2009-03-16,86.55000305175781
2009-03-17,91.5
2009-03-18,84.0
2009-03-19,83.55000305175781
2009-03-20,79.5
2009-03-23,80.55000305175781
2009-03-24,81.0
2009-03-25,83.25
2009-03-26,90.0
2009-03-27,82.5
2009-03-30,79.5
2009-03-31,83.25
2009-04-01,87.0
2009-04-02,87.75
2009-04-03,88.80000305175781
2009-04-06,84.75
2009-04-07,91.6500015258789
2009-04-08,90.75
2009-04-09,94.5
2009-04-13,102.30000305175781
2009-04-14,105.75
2009-04-15,106.5
2009-04-16,108.9000015258789
2009-04-17,112.3499984741211
2009-04-20,109.5
2009-04-21,110.25
2009-04-22,108.0
2009-04-23,106.5
2009-04-24,105.0
2009-04-27,103.6500015258789
2009-04-28,102.0
2009-04-29,103.5
2009-04-30,106.5
2009-05-01,108.5999984741211
2009-05-04,109.3499984741211
2009-05-05,108.0
2009-05-06,108.0
2009-05-07,107.25
2009-05-08,108.75
2009-05-11,104.4000015258789
2009-05-12,106.6500015258789
2009-05-13,105.30000305175781
2009-05-14,104.25
2009-05-15,105.0
2009-05-18,105.9000015258789
2009-05-19,106.05000305175781
2009-05-20,108.44999694824219
2009-05-21,107.4000015258789
2009-05-22,107.8499984741211
2009-05-26,108.0
2009-05-27,108.0
2009-05-28,107.4000015258789
2009-05-29,110.55000305175781
2009-06-01,108.75
2009-06-02,109.6500015258789
2009-06-03,110.8499984741211
2009-06-04,111.0
2009-06-05,112.5
2009-06-08,122.25
2009-06-09,126.0
2009-06-10,125.0999984741211
2009-06-11,126.75
2009-06-12,125.25
2009-06-15,117.5999984741211
2009-06-16,111.0
2009-06-17,108.0
2009-06-18,110.8499984741211
2009-06-19,115.05000305175781
2009-06-22,109.5
2009-06-23,104.69999694824219
2009-06-24,106.5
2009-06-25,105.75
2009-06-26,83.25
2009-06-29,97.3499984741211
2009-06-30,99.44999694824219
2009-07-01,100.5
2009-07-02,95.25
2009-07-06,94.05000305175781
2009-07-07,97.5
2009-07-08,104.25
2009-07-09,101.25
2009-07-10,102.1500015258789
2009-07-13,108.75
2009-07-14,110.55000305175781
2009-07-15,107.25
2009-07-16,103.6500015258789
2009-07-17,104.25
2009-07-20,109.5
2009-07-21,103.6500015258789
2009-07-22,104.25
2009-07-23,100.80000305175781
2009-07-24,98.4000015258789
2009-07-27,97.5
2009-07-28,100.5
2009-07-29,100.80000305175781
2009-07-30,98.69999694824219
2009-07-31,97.5
2009-08-03,98.0999984741211
2009-08-04,97.5
2009-08-05,102.0
2009-08-06,103.94999694824219
2009-08-07,104.25
2009-08-10,105.0
2009-08-11,105.0
2009-08-12,104.69999694824219
2009-08-13,102.44999694824219
2009-08-14,102.30000305175781
2009-08-17,102.5999984741211
2009-08-18,102.1500015258789
2009-08-19,103.5
2009-08-20,104.25
2009-08-21,103.5
2009-08-24,99.44999694824219
2009-08-25,102.0
2009-08-26,100.5
2009-08-27,100.5
2009-08-28,97.6500015258789
2009-08-31,100.19999694824219
2009-09-01,101.25
2009-09-02,103.5
2009-09-03,101.0999984741211
2009-09-04,101.25
2009-09-08,100.6500015258789
2009-09-09,100.5
2009-09-10,103.80000305175781
2009-09-11,104.4000015258789
2009-09-14,105.75
2009-09-15,106.94999694824219
2009-09-16,108.9000015258789
2009-09-17,111.0
2009-09-18,111.75
2009-09-21,111.30000305175781
2009-09-22,108.9000015258789
2009-09-23,110.25
2009-09-24,109.5
2009-09-25,108.1500015258789
2009-09-28,114.5999984741211
2009-09-29,112.94999694824219
2009-09-30,109.6500015258789
2009-10-01,109.94999694824219
2009-10-02,109.5
2009-10-05,109.5
2009-10-06,110.25
2009-10-07,111.75
2009-10-08,115.5
2009-10-09,114.75
2009-10-12,113.55000305175781
2009-10-13,114.30000305175781
2009-10-14,112.19999694824219
2009-10-15,114.0
2009-10-16,114.5999984741211
2009-10-19,113.25
2009-10-20,115.19999694824219
2009-10-21,115.5
2009-10-22,115.94999694824219
2009-10-23,116.8499984741211
2009-10-26,114.0
2009-10-27,115.5
2009-10-28,111.0
2009-10-29,114.5999984741211
2009-10-30,110.25
2009-11-02,108.75
2009-11-03,112.5
2009-11-04,111.30000305175781
2009-11-05,109.19999694824219
2009-11-06,108.5999984741211
2009-11-09,109.05000305175781
2009-11-10,112.3499984741211
2009-11-11,112.5
2009-11-12,114.44999694824219
2009-11-13,114.30000305175781
2009-11-16,114.0
2009-11-17,113.4000015258789
2009-11-18,114.75
2009-11-19,114.0
2009-11-20,114.75
2009-11-23,114.75
2009-11-24,114.0
2009-11-25,115.5
2009-11-27,114.75
2009-11-30,114.5999984741211
2009-12-01,116.8499984741211
2009-12-02,114.0
2009-12-03,117.0
2009-12-04,117.75
2009-12-07,115.3499984741211
2009-12-08,114.9000015258789
2009-12-09,112.5
2009-12-10,113.4000015258789
2009-12-11,114.75
2009-12-14,112.94999694824219
2009-12-15,118.5
2009-12-16,118.5
2009-12-17,117.9000015258789
2009-12-18,117.5999984741211
2009-12-21,115.19999694824219
2009-12-22,117.75
2009-12-23,117.75
2009-12-24,117.30000305175781
2009-12-28,117.0
2009-12-29,116.25
2009-12-30,113.8499984741211
2009-12-31,112.6500015258789
2010-01-04,113.8499984741211
2010-01-05,112.5
2010-01-06,111.75
2010-01-07,111.5999984741211
2010-01-08,112.5
2010-01-11,119.0999984741211
2010-01-12,115.3499984741211
2010-01-13,112.5
2010-01-14,112.5
2010-01-15,111.5999984741211
2010-01-19,111.1500015258789
2010-01-20,109.5
2010-01-21,109.3499984741211
2010-01-22,110.25
2010-01-25,111.0
2010-01-26,111.0
2010-01-27,108.0
2010-01-28,111.30000305175781
2010-01-29,109.3499984741211
2010-02-01,111.0
2010-02-02,109.5
2010-02-03,108.75
2010-02-04,109.19999694824219
2010-02-05,109.5
2010-02-08,109.5
2010-02-09,107.69999694824219
2010-02-10,107.55000305175781
2010-02-11,107.0999984741211
2010-02-12,107.25
2010-02-16,111.9000015258789
2010-02-17,109.5
2010-02-18,109.5
2010-02-19,108.0
2010-02-22,107.8499984741211
2010-02-23,106.6500015258789
2010-02-24,106.5
2010-02-25,109.5
2010-02-26,106.5
2010-03-01,108.0
2010-03-02,106.5
2010-03-03,109.5
2010-03-04,107.4000015258789
2010-03-05,107.4000015258789
2010-03-08,107.4000015258789
2010-03-09,108.9000015258789
2010-03-10,110.25
2010-03-11,109.5
2010-03-12,109.05000305175781
2010-03-15,108.75
2010-03-16,109.94999694824219
2010-03-17,111.1500015258789
2010-03-18,112.05000305175781
2010-03-19,112.3499984741211
2010-03-22,111.5999984741211
2010-03-23,112.5
2010-03-24,112.5
2010-03-25,112.05000305175781
2010-03-26,113.4000015258789
2010-03-29,113.25
2010-03-30,111.0
2010-03-31,109.80000305175781
2010-04-01,109.94999694824219
2010-04-05,111.75
2010-04-06,113.4000015258789
2010-04-07,115.19999694824219
2010-04-08,115.94999694824219
2010-04-09,117.0
2010-04-12,120.0
2010-04-13,120.0
2010-04-14,120.75
2010-04-15,121.5
2010-04-16,122.25
2010-04-19,123.0
2010-04-20,124.5
2010-04-21,126.1500015258789
2010-04-22,126.30000305175781
2010-04-23,127.3499984741211
2010-04-26,127.19999694824219
2010-04-27,129.0
2010-04-28,131.25
2010-04-29,129.60000610351562
2010-04-30,129.0
2010-05-03,129.0
2010-05-04,128.25
2010-05-05,126.44999694824219
2010-05-06,126.5999984741211
2010-05-07,122.0999984741211
2010-05-10,122.69999694824219
2010-05-11,120.75
2010-05-12,122.25
2010-05-13,122.69999694824219
2010-05-14,122.25
2010-05-17,123.44999694824219
2010-05-18,124.19999694824219
2010-05-19,124.5
2010-05-20,123.0
2010-05-21,123.75
2010-05-24,125.55000305175781
2010-05-25,124.5
2010-05-26,125.8499984741211
2010-05-27,126.0
2010-05-28,126.0
2010-06-01,125.25
2010-06-02,123.1500015258789
2010-06-03,126.0
2010-06-04,125.69999694824219
2010-06-07,123.9000015258789
2010-06-08,123.0
2010-06-09,123.75
2010-06-10,123.0
2010-06-11,125.25
2010-06-14,124.3499984741211
2010-06-15,124.5
2010-06-16,123.0
2010-06-17,124.5
2010-06-18,126.0
2010-06-21,125.25
2010-06-22,124.5
2010-06-23,124.5
2010-06-24,124.5
2010-06-25,126.0
2010-06-28,120.75
2010-06-29,121.05000305175781
2010-06-30,122.69999694824219
2010-07-01,124.5
2010-07-02,124.5
2010-07-06,122.55000305175781
2010-07-07,123.75
2010-07-08,123.0
2010-07-09,124.5
2010-07-12,124.5
2010-07-13,124.5
2010-07-14,124.5
2010-07-15,122.69999694824219
2010-07-16,120.75
2010-07-19,120.1500015258789
2010-07-20,120.44999694824219
2010-07-21,119.25
2010-07-22,124.5
2010-07-23,122.0999984741211
2010-07-26,125.8499984741211
2010-07-27,124.3499984741211
2010-07-28,124.5
2010-07-29,124.5
2010-07-30,123.0
2010-08-02,127.5
2010-08-03,127.5
2010-08-04,124.5
2010-08-05,127.3499984741211
2010-08-06,136.0500030517578
2010-08-09,127.5
2010-08-10,126.75
2010-08-11,123.75
2010-08-12,123.75
2010-08-13,122.0999984741211
2010-08-16,122.0999984741211
2010-08-17,120.75
2010-08-18,119.4000015258789
2010-08-19,119.4000015258789
2010-08-20,119.25
2010-08-23,118.5
2010-08-24,119.25
2010-08-25,116.25
2010-08-26,118.5
2010-08-27,117.44999694824219
2010-08-30,117.0
2010-08-31,113.25
2010-09-01,114.75
2010-09-02,116.4000015258789
2010-09-03,115.6500015258789
2010-09-07,115.5
2010-09-08,118.3499984741211
2010-09-09,118.94999694824219
2010-09-10,119.69999694824219
2010-09-13,123.75
2010-09-14,124.5
2010-09-15,123.9000015258789
2010-09-16,127.5
2010-09-17,126.0
2010-09-20,126.0
2010-09-21,131.25
2010-09-22,136.8000030517578
2010-09-23,135.0
2010-09-24,132.3000030517578
2010-09-27,131.6999969482422
2010-09-28,136.8000030517578
2010-09-29,132.0
2010-09-30,129.89999389648438
2010-10-01,127.3499984741211
2010-10-04,123.30000305175781
2010-10-05,123.75
2010-10-06,123.75
2010-10-07,125.25
2010-10-08,124.5
2010-10-11,125.25
2010-10-12,127.5
2010-10-13,127.5
2010-10-14,125.25
2010-10-15,125.69999694824219
2010-10-18,123.75
2010-10-19,123.0
2010-10-20,123.0
2010-10-21,124.19999694824219
2010-10-22,124.5
2010-10-25,123.75
2010-10-26,125.4000015258789
2010-10-27,123.1500015258789
2010-10-28,123.0
2010-10-29,122.55000305175781
2010-11-01,124.19999694824219
2010-11-02,123.0
2010-11-03,122.69999694824219
2010-11-04,122.69999694824219
2010-11-05,122.69999694824219
2010-11-08,123.75
2010-11-09,123.75
2010-11-10,124.3499984741211
2010-11-11,123.75
2010-11-12,122.25
2010-11-15,123.5999984741211
2010-11-16,124.94999694824219
2010-11-17,122.4000015258789
2010-11-18,123.75
2010-11-19,121.80000305175781
2010-11-22,122.69999694824219
2010-11-23,121.80000305175781
2010-11-24,121.94999694824219
2010-11-26,124.5
2010-11-29,123.1500015258789
2010-11-30,122.4000015258789
2010-12-01,124.6500015258789
2010-12-02,126.0
2010-12-03,125.25
2010-12-06,124.80000305175781
2010-12-07,126.0
2010-12-08,127.3499984741211
2010-12-09,131.25
2010-12-10,130.64999389648438
2010-12-13,131.85000610351562
2010-12-14,131.85000610351562
2010-12-15,130.35000610351562
2010-12-16,132.75
2010-12-17,133.5
2010-12-20,129.75
2010-12-21,131.6999969482422
2010-12-22,131.25
2010-12-23,130.35000610351562
2010-12-27,130.5
2010-12-28,130.5
2010-12-29,129.60000610351562
2010-12-30,125.55000305175781
2010-12-31,127.19999694824219
2011-01-03,127.5
2011-01-04,130.0500030517578
2011-01-05,129.4499969482422
2011-01-06,129.14999389648438
2011-01-07,132.75
2011-01-10,129.0
2011-01-11,128.5500030517578
2011-01-12,124.6500015258789
2011-01-13,126.30000305175781
2011-01-14,127.5
2011-01-18,128.85000610351562
2011-01-19,128.5500030517578
2011-01-20,125.55000305175781
2011-01-21,126.75
2011-01-24,125.0999984741211
2011-01-25,126.1500015258789
2011-01-26,128.85000610351562
2011-01-27,126.44999694824219
2011-01-28,129.0
2011-01-31,126.0
2011-02-01,126.0
2011-02-02,126.9000015258789
2011-02-03,126.0
2011-02-04,127.5
2011-02-07,127.5
2011-02-08,127.19999694824219
2011-02-09,127.5
2011-02-10,127.6500015258789
2011-02-11,128.5500030517578
2011-02-14,129.0
2011-02-15,128.25
2011-02-16,129.3000030517578
2011-02-17,129.75
2011-02-18,131.25
2011-02-22,131.25
2011-02-23,132.75
2011-02-24,133.5
2011-02-25,135.14999389648438
2011-02-28,135.75
2011-03-01,141.0
2011-03-02,137.85000610351562
2011-03-03,134.25
2011-03-04,134.39999389648438
2011-03-07,134.25
2011-03-08,135.60000610351562
2011-03-09,133.5
2011-03-10,132.0
2011-03-11,130.8000030517578
2011-03-14,129.4499969482422
2011-03-15,127.5
2011-03-16,128.25
2011-03-17,132.0
2011-03-18,131.25
2011-03-21,130.1999969482422
2011-03-22,131.25
2011-03-23,131.85000610351562
2011-03-24,132.4499969482422
2011-03-25,132.0
2011-03-28,132.60000610351562
2011-03-29,131.6999969482422
2011-03-30,130.0500030517578
2011-03-31,130.0500030517578
2011-04-01,129.89999389648438
2011-04-04,130.1999969482422
2011-04-05,127.80000305175781
2011-04-06,128.5500030517578
2011-04-07,127.80000305175781
2011-04-08,129.0
2011-04-11,128.85000610351562
2011-04-12,130.0500030517578
2011-04-13,129.0
2011-04-14,129.3000030517578
2011-04-15,129.0
2011-04-18,128.6999969482422
2011-04-19,128.39999389648438
2011-04-20,129.0
2011-04-21,128.5500030517578
2011-04-25,128.25
2011-04-26,127.94999694824219
2011-04-27,128.5500030517578
2011-04-28,128.25
2011-04-29,129.60000610351562
2011-05-02,131.5500030517578
2011-05-03,129.89999389648438
2011-05-04,128.25
2011-05-05,129.60000610351562
2011-05-06,130.5
2011-05-09,130.35000610351562
2011-05-10,130.8000030517578
2011-05-11,130.8000030517578
2011-05-12,130.64999389648438
2011-05-13,129.4499969482422
2011-05-16,127.80000305175781
2011-05-17,129.14999389648438
2011-05-18,129.60000610351562
2011-05-19,130.5
2011-05-20,132.0
2011-05-23,130.5
2011-05-24,130.5
2011-05-25,130.5
2011-05-26,128.39999389648438
2011-05-27,127.5
2011-05-31,126.5999984741211
2011-06-01,126.1500015258789
2011-06-02,128.25
2011-06-03,128.25
2011-06-06,129.75
2011-06-07,132.0
2011-06-08,127.80000305175781
2011-06-09,130.5
2011-06-10,131.25
2011-06-13,128.25
2011-06-14,128.5500030517578
2011-06-15,127.19999694824219
2011-06-16,127.94999694824219
2011-06-17,129.75
2011-06-20,130.0500030517578
2011-06-21,128.10000610351562
2011-06-22,127.5
2011-06-23,126.9000015258789
2011-06-24,129.0
2011-06-27,128.10000610351562
2011-06-28,124.5
2011-06-29,124.5
2011-06-30,123.75
2011-07-01,127.05000305175781
2011-07-05,126.9000015258789
2011-07-06,127.05000305175781
2011-07-07,126.44999694824219
2011-07-08,125.69999694824219
2011-07-11,125.0999984741211
2011-07-12,127.5
2011-07-13,126.30000305175781
2011-07-14,126.75
2011-07-15,126.1500015258789
2011-07-18,125.25
2011-07-19,125.0999984741211
2011-07-20,126.1500015258789
2011-07-21,126.75
2011-07-22,126.75
2011-07-25,125.0999984741211
2011-07-26,127.5
2011-07-27,127.5
2011-07-28,126.9000015258789
2011-07-29,128.39999389648438
2011-08-01,126.1500015258789
2011-08-02,126.9000015258789
2011-08-03,126.44999694824219
2011-08-04,124.80000305175781
2011-08-05,126.1500015258789
2011-08-08,123.9000015258789
2011-08-09,123.9000015258789
2011-08-10,123.44999694824219
2011-08-11,123.75
2011-08-12,124.94999694824219
2011-08-15,125.55000305175781
2011-08-16,126.1500015258789
2011-08-17,126.5999984741211
2011-08-18,124.5
2011-08-19,123.30000305175781
2011-08-22,123.1500015258789
2011-08-23,123.75
2011-08-24,126.75
2011-08-25,123.30000305175781
2011-08-26,123.0
2011-08-29,120.5999984741211
2011-08-30,120.75
2011-08-31,121.5
2011-09-01,120.5999984741211
2011-09-02,119.25
2011-09-06,118.80000305175781
2011-09-07,117.44999694824219
2011-09-08,115.94999694824219
2011-09-09,117.0
2011-09-12,112.5
2011-09-13,116.25
2011-09-14,114.5999984741211
2011-09-15,114.1500015258789
2011-09-16,117.1500015258789
2011-09-19,118.05000305175781
2011-09-20,119.69999694824219
2011-09-21,117.75
2011-09-22,115.6500015258789
2011-09-23,120.1500015258789
2011-09-26,119.8499984741211
2011-09-27,120.75
2011-09-28,116.55000305175781
2011-09-29,116.25
2011-09-30,117.0
2011-10-03,114.75
2011-10-04,113.25
2011-10-05,109.19999694824219
2011-10-06,109.6500015258789
2011-10-07,109.5
2011-10-10,112.5
2011-10-11,117.30000305175781
2011-10-12,116.0999984741211
2011-10-13,114.0
2011-10-14,115.5
2011-10-17,113.4000015258789
2011-10-18,113.55000305175781
2011-10-19,112.94999694824219
2011-10-20,113.4000015258789
2011-10-21,115.5
2011-10-24,114.30000305175781
2011-10-25,114.9000015258789
2011-10-26,115.05000305175781
2011-10-27,115.80000305175781
2011-10-28,115.6500015258789
2011-10-31,116.0999984741211
2011-11-01,117.30000305175781
2011-11-02,115.5
2011-11-03,116.25
2011-11-04,114.75
2011-11-07,113.8499984741211
2011-11-08,111.75
2011-11-09,107.55000305175781
2011-11-10,111.5999984741211
2011-11-11,111.0
2011-11-14,110.25
2011-11-15,111.75
2011-11-16,110.25
2011-11-17,110.55000305175781
2011-11-18,108.75
2011-11-21,110.55000305175781
2011-11-22,108.9000015258789
2011-11-23,106.3499984741211
2011-11-25,108.9000015258789
2011-11-28,108.30000305175781
2011-11-29,108.0
2011-11-30,110.25
2011-12-01,109.05000305175781
2011-12-02,108.75
2011-12-05,108.5999984741211
2011-12-06,107.55000305175781
2011-12-07,108.75
2011-12-08,107.25
2011-12-09,108.1500015258789
2011-12-12,107.55000305175781
2011-12-13,108.5999984741211
2011-12-14,108.30000305175781
2011-12-15,106.5
2011-12-16,107.55000305175781
2011-12-19,106.05000305175781
2011-12-20,106.19999694824219
2011-12-21,106.5
2011-12-22,107.25
2011-12-23,107.25
2011-12-27,106.94999694824219
2011-12-28,105.44999694824219
2011-12-29,105.75
2011-12-30,105.0
2012-01-03,105.1500015258789
2012-01-04,109.3499984741211
2012-01-05,108.75
2012-01-06,106.6500015258789
2012-01-09,111.1500015258789
2012-01-10,110.25
2012-01-11,109.80000305175781
2012-01-12,109.19999694824219
2012-01-13,108.75
2012-01-17,109.19999694824219
2012-01-18,109.80000305175781
2012-01-19,110.25
2012-01-20,109.3499984741211
2012-01-23,110.69999694824219
2012-01-24,112.5
2012-01-25,114.44999694824219
2012-01-26,116.0999984741211
2012-01-27,115.5
2012-01-30,114.75
2012-01-31,114.30000305175781
