,AZRX
2020-06-10,0.9940000176429749
2020-06-11,0.9380000233650208
2020-06-12,0.9279999732971191
2020-06-15,0.9399999976158142
2020-06-16,0.9670000076293945
2020-06-17,0.949999988079071
2020-06-18,0.9200000166893005
2020-06-19,0.9200000166893005
2020-06-22,0.8999999761581421
2020-06-23,0.8899999856948853
2020-06-24,0.9200000166893005
2020-06-25,0.9300000071525574
2020-06-26,0.8999999761581421
2020-06-29,0.8999999761581421
2020-06-30,0.906000018119812
2020-07-01,0.8999999761581421
2020-07-02,0.8970000147819519
2020-07-06,0.8299999833106995
2020-07-07,0.8500000238418579
2020-07-08,0.8349999785423279
2020-07-09,0.8349999785423279
2020-07-10,0.8500000238418579
2020-07-13,0.8389999866485596
2020-07-14,0.8180000185966492
2020-07-15,0.828000009059906
2020-07-16,0.8500000238418579
2020-07-17,0.9279999732971191
2020-07-20,0.9700000286102295
2020-07-21,1.0499999523162842
2020-07-22,1.149999976158142
2020-07-23,1.149999976158142
2020-07-24,1.159999966621399
2020-07-27,1.1100000143051147
2020-07-28,0.9750000238418579
2020-07-29,0.9700000286102295
2020-07-30,0.9800000190734863
2020-07-31,0.9700000286102295
2020-08-03,1.0099999904632568
2020-08-04,1.0299999713897705
2020-08-05,1.0800000429153442
2020-08-06,1.090000033378601
2020-08-07,1.1699999570846558
2020-08-10,0.953000009059906
2020-08-11,1.027999997138977
2020-08-12,1.1299999952316284
2020-08-13,0.9900000095367432
2020-08-14,0.9300000071525574
2020-08-17,0.9350000023841858
2020-08-18,0.8899999856948853
2020-08-19,0.8830000162124634
2020-08-20,0.8569999933242798
2020-08-21,0.8600000143051147
2020-08-24,0.8059999942779541
2020-08-25,0.8159999847412109
2020-08-26,0.7699999809265137
2020-08-27,0.7799999713897705
2020-08-28,0.8399999737739563
2020-08-31,0.8199999928474426
2020-09-01,0.8109999895095825
2020-09-02,0.8100000023841858
2020-09-03,0.8040000200271606
2020-09-04,0.800000011920929
2020-09-08,0.7310000061988831
2020-09-09,0.753000020980835
2020-09-10,0.7350000143051147
2020-09-11,0.7200000286102295
2020-09-14,0.7200000286102295
2020-09-15,0.7699999809265137
2020-09-16,0.7950000166893005
2020-09-17,0.824999988079071
2020-09-18,0.8149999976158142
2020-09-21,0.7599999904632568
2020-09-22,0.7599999904632568
2020-09-23,0.7540000081062317
2020-09-24,0.7350000143051147
2020-09-25,0.722000002861023
2020-09-28,0.7400000095367432
2020-09-29,0.7239999771118164
2020-09-30,0.7110000252723694
2020-10-01,0.6959999799728394
2020-10-02,0.7160000205039978
2020-10-05,0.7300000190734863
2020-10-06,0.7450000047683716
2020-10-07,0.7450000047683716
2020-10-08,0.7839999794960022
2020-10-09,0.7749999761581421
2020-10-12,0.7599999904632568
2020-10-13,0.7770000100135803
2020-10-14,0.7799999713897705
2020-10-15,0.7900000214576721
2020-10-16,0.7680000066757202
2020-10-19,0.7760000228881836
2020-10-20,0.800000011920929
2020-10-21,0.824999988079071
2020-10-22,0.7900000214576721
2020-10-23,0.8009999990463257
2020-10-26,0.7799999713897705
2020-10-27,0.7900000214576721
2020-10-28,0.7799999713897705
2020-10-29,0.7400000095367432
2020-10-30,0.7269999980926514
2020-11-02,0.7200000286102295
2020-11-03,0.699999988079071
2020-11-04,0.7089999914169312
2020-11-05,0.7269999980926514
2020-11-06,0.7239999771118164
2020-11-09,0.7269999980926514
2020-11-10,0.7149999737739563
2020-11-11,0.7300000190734863
2020-11-12,0.718999981880188
2020-11-13,0.7300000190734863
2020-11-16,0.7009999752044678
2020-11-17,0.699999988079071
2020-11-18,0.7329999804496765
2020-11-19,0.777999997138977
2020-11-20,0.7749999761581421
2020-11-23,0.7760000228881836
2020-11-24,0.7799999713897705
2020-11-25,0.781000018119812
2020-11-27,0.7749999761581421
2020-11-30,0.7940000295639038
2020-12-01,0.7929999828338623
2020-12-02,0.7770000100135803
2020-12-03,0.7910000085830688
2020-12-04,0.7749999761581421
2020-12-07,0.7710000276565552
2020-12-08,0.7829999923706055
2020-12-09,0.7599999904632568
2020-12-10,0.7599999904632568
2020-12-11,0.7400000095367432
2020-12-14,0.7549999952316284
2020-12-15,0.7829999923706055
2020-12-16,0.8159999847412109
2020-12-17,0.8100000023841858
2020-12-18,0.800000011920929
2020-12-21,0.7699999809265137
2020-12-22,0.7799999713897705
2020-12-23,0.800000011920929
2020-12-24,0.7910000085830688
2020-12-28,0.7900000214576721
2020-12-29,0.781000018119812
2020-12-30,1.0399999618530273
2020-12-31,0.9700000286102295
2021-01-04,0.8999999761581421
2021-01-05,0.8500000238418579
2021-01-06,0.828000009059906
2021-01-07,0.8159999847412109
2021-01-08,0.8199999928474426
2021-01-11,0.9229999780654907
2021-01-12,0.9089999794960022
2021-01-13,0.9179999828338623
2021-01-14,0.8899999856948853
2021-01-15,0.8700000047683716
2021-01-19,0.9100000262260437
2021-01-20,0.921999990940094
2021-01-21,1.2400000095367432
2021-01-22,1.840000033378601
2021-01-25,2.1700000762939453
2021-01-26,1.9900000095367432
2021-01-27,1.6399999856948853
2021-01-28,1.5
2021-01-29,1.4600000381469727
2021-02-01,1.3700000047683716
2021-02-02,1.590000033378601
2021-02-03,1.590000033378601
2021-02-04,1.5299999713897705
2021-02-05,1.5399999618530273
2021-02-08,1.690000057220459
2021-02-09,1.8200000524520874
2021-02-10,1.8899999856948853
2021-02-11,1.7400000095367432
2021-02-12,1.809999942779541
2021-02-16,1.850000023841858
2021-02-17,1.7599999904632568
2021-02-18,1.659999966621399
2021-02-19,1.7100000381469727
2021-02-22,1.590000033378601
2021-02-23,1.4800000190734863
2021-02-24,1.690000057220459
2021-02-25,1.5099999904632568
2021-02-26,1.440000057220459
2021-03-01,1.5
2021-03-02,1.3899999856948853
2021-03-03,1.2999999523162842
2021-03-04,1.1799999475479126
2021-03-05,1.2100000381469727
2021-03-08,1.2100000381469727
2021-03-09,1.2400000095367432
2021-03-10,1.2599999904632568
2021-03-11,1.2699999809265137
2021-03-12,1.3600000143051147
2021-03-15,1.5399999618530273
2021-03-16,1.6799999475479126
2021-03-17,1.524999976158142
2021-03-18,1.4800000190734863
2021-03-19,1.3899999856948853
2021-03-22,1.4299999475479126
2021-03-23,1.309999942779541
2021-03-24,1.2300000190734863
2021-03-25,1.350000023841858
2021-03-26,1.309999942779541
2021-03-29,1.2599999904632568
2021-03-30,1.2999999523162842
2021-03-31,1.340000033378601
2021-04-01,1.0199999809265137
2021-04-05,0.9800000190734863
2021-04-06,0.9980000257492065
2021-04-07,0.9570000171661377
2021-04-08,0.9559999704360962
2021-04-09,0.9300000071525574
2021-04-12,0.8450000286102295
2021-04-13,0.7940000295639038
2021-04-14,0.8500000238418579
2021-04-15,0.8140000104904175
2021-04-16,0.7940000295639038
2021-04-19,0.7839999794960022
2021-04-20,0.8700000047683716
2021-04-21,0.843999981880188
2021-04-22,0.8360000252723694
2021-04-23,0.843999981880188
2021-04-26,0.8889999985694885
2021-04-27,1.0299999713897705
2021-04-28,0.9449999928474426
2021-04-29,0.9539999961853027
2021-04-30,0.9150000214576721
2021-05-03,0.8949999809265137
2021-05-04,0.8500000238418579
2021-05-05,0.8320000171661377
2021-05-06,0.800000011920929
2021-05-07,0.8199999928474426
2021-05-10,0.777999997138977
2021-05-11,0.7519999742507935
2021-05-12,0.7300000190734863
2021-05-13,0.7200000286102295
2021-05-14,0.7799999713897705
