,AFYA
2019-10-29,27.469999313354492
2019-10-30,26.65999984741211
2019-10-31,27.0
2019-11-01,26.479999542236328
2019-11-04,26.84000015258789
2019-11-05,27.149999618530273
2019-11-06,27.18000030517578
2019-11-07,27.290000915527344
2019-11-08,27.0
2019-11-11,27.59000015258789
2019-11-12,27.0
2019-11-13,26.530000686645508
2019-11-14,27.1299991607666
2019-11-15,27.649999618530273
2019-11-18,27.829999923706055
2019-11-19,27.639999389648438
2019-11-20,28.104999542236328
2019-11-21,28.1200008392334
2019-11-22,27.649999618530273
2019-11-25,27.229999542236328
2019-11-26,26.93000030517578
2019-11-27,26.93000030517578
2019-11-29,27.540000915527344
2019-12-02,29.40999984741211
2019-12-03,28.510000228881836
2019-12-04,29.389999389648438
2019-12-05,29.709999084472656
2019-12-06,29.329999923706055
2019-12-09,28.030000686645508
2019-12-10,27.799999237060547
2019-12-11,27.969999313354492
2019-12-12,27.100000381469727
2019-12-13,26.540000915527344
2019-12-16,26.34000015258789
2019-12-17,27.989999771118164
2019-12-18,28.139999389648438
2019-12-19,28.549999237060547
2019-12-20,28.299999237060547
2019-12-23,27.559999465942383
2019-12-24,27.469999313354492
2019-12-26,27.15999984741211
2019-12-27,27.1200008392334
2019-12-30,26.850000381469727
2019-12-31,27.1200008392334
2020-01-02,27.579999923706055
2020-01-03,27.350000381469727
2020-01-06,26.920000076293945
2020-01-07,27.469999313354492
2020-01-08,28.059999465942383
2020-01-09,28.260000228881836
2020-01-10,28.329999923706055
2020-01-13,27.489999771118164
2020-01-14,27.299999237060547
2020-01-15,28.270000457763672
2020-01-16,28.389999389648438
2020-01-17,28.75
2020-01-21,29.1299991607666
2020-01-22,29.030000686645508
2020-01-23,28.93000030517578
2020-01-24,28.850000381469727
2020-01-27,28.81999969482422
2020-01-28,28.93000030517578
2020-01-29,29.100000381469727
2020-01-30,29.979999542236328
2020-01-31,29.860000610351562
2020-02-03,30.200000762939453
2020-02-04,30.139999389648438
2020-02-05,27.450000762939453
2020-02-06,28.010000228881836
2020-02-07,27.420000076293945
2020-02-10,27.18000030517578
2020-02-11,27.329999923706055
2020-02-12,27.459999084472656
2020-02-13,27.579999923706055
2020-02-14,27.049999237060547
2020-02-18,26.530000686645508
2020-02-19,26.450000762939453
2020-02-20,26.450000762939453
2020-02-21,26.799999237060547
2020-02-24,26.049999237060547
2020-02-25,25.309999465942383
2020-02-26,24.649999618530273
2020-02-27,24.639999389648438
2020-02-28,23.780000686645508
2020-03-02,24.700000762939453
2020-03-03,25.1299991607666
2020-03-04,25.709999084472656
2020-03-05,24.3799991607666
2020-03-06,23.149999618530273
2020-03-09,21.3799991607666
2020-03-10,21.389999389648438
2020-03-11,18.940000534057617
2020-03-12,16.979999542236328
2020-03-13,19.030000686645508
2020-03-16,17.219999313354492
2020-03-17,20.010000228881836
2020-03-18,15.3100004196167
2020-03-19,16.670000076293945
2020-03-20,15.069999694824219
2020-03-23,13.989999771118164
2020-03-24,16.559999465942383
2020-03-25,17.989999771118164
2020-03-26,18.670000076293945
2020-03-27,19.149999618530273
2020-03-30,19.700000762939453
2020-03-31,19.059999465942383
2020-04-01,17.950000762939453
2020-04-02,18.93000030517578
2020-04-03,18.100000381469727
2020-04-06,19.170000076293945
2020-04-07,21.420000076293945
2020-04-08,21.18000030517578
2020-04-09,20.690000534057617
2020-04-13,19.59000015258789
2020-04-14,19.3799991607666
2020-04-15,18.479999542236328
2020-04-16,19.59000015258789
2020-04-17,18.6200008392334
2020-04-20,18.65999984741211
2020-04-21,18.65999984741211
2020-04-22,19.040000915527344
2020-04-23,18.530000686645508
2020-04-24,17.25
2020-04-27,18.450000762939453
2020-04-28,20.969999313354492
2020-04-29,21.8700008392334
2020-04-30,21.739999771118164
2020-05-01,20.25
2020-05-04,20.84000015258789
2020-05-05,20.670000076293945
2020-05-06,21.469999313354492
2020-05-07,20.690000534057617
2020-05-08,21.399999618530273
2020-05-11,21.610000610351562
2020-05-12,20.989999771118164
2020-05-13,19.399999618530273
2020-05-14,19.790000915527344
2020-05-15,19.90999984741211
2020-05-18,20.059999465942383
2020-05-19,19.5
2020-05-20,17.65999984741211
2020-05-21,17.899999618530273
2020-05-22,16.989999771118164
2020-05-26,17.25
2020-05-27,18.049999237060547
2020-05-28,18.850000381469727
2020-05-29,19.649999618530273
2020-06-01,19.5
2020-06-02,19.84000015258789
2020-06-03,21.09000015258789
2020-06-04,21.0
2020-06-05,20.68000030517578
2020-06-08,21.010000228881836
2020-06-09,21.940000534057617
2020-06-10,22.360000610351562
2020-06-11,21.920000076293945
2020-06-12,23.079999923706055
2020-06-15,22.540000915527344
2020-06-16,22.920000076293945
2020-06-17,23.760000228881836
2020-06-18,23.510000228881836
2020-06-19,24.209999084472656
2020-06-22,23.809999465942383
2020-06-23,24.170000076293945
2020-06-24,23.309999465942383
2020-06-25,23.360000610351562
2020-06-26,22.799999237060547
2020-06-29,22.65999984741211
2020-06-30,23.440000534057617
2020-07-01,22.979999542236328
2020-07-02,23.399999618530273
2020-07-06,24.489999771118164
2020-07-07,24.149999618530273
2020-07-08,24.31999969482422
2020-07-09,24.350000381469727
2020-07-10,23.100000381469727
2020-07-13,22.780000686645508
2020-07-14,22.920000076293945
2020-07-15,22.760000228881836
2020-07-16,22.479999542236328
2020-07-17,22.989999771118164
2020-07-20,23.700000762939453
2020-07-21,26.8799991607666
2020-07-22,26.229999542236328
2020-07-23,26.260000228881836
2020-07-24,25.299999237060547
2020-07-27,25.06999969482422
2020-07-28,24.600000381469727
2020-07-29,25.860000610351562
2020-07-30,26.209999084472656
2020-07-31,26.149999618530273
2020-08-03,25.81999969482422
2020-08-04,25.6200008392334
2020-08-05,26.540000915527344
2020-08-06,26.8799991607666
2020-08-07,26.739999771118164
2020-08-10,26.40999984741211
2020-08-11,25.829999923706055
2020-08-12,25.530000686645508
2020-08-13,25.93000030517578
2020-08-14,25.920000076293945
2020-08-17,24.75
2020-08-18,24.959999084472656
2020-08-19,25.030000686645508
2020-08-20,24.670000076293945
2020-08-21,24.440000534057617
2020-08-24,24.100000381469727
2020-08-25,24.219999313354492
2020-08-26,23.600000381469727
2020-08-27,23.25
2020-08-28,25.399999618530273
2020-08-31,25.56999969482422
2020-09-01,25.479999542236328
2020-09-02,25.030000686645508
2020-09-03,25.260000228881836
2020-09-04,24.850000381469727
2020-09-08,25.479999542236328
2020-09-09,25.940000534057617
2020-09-10,26.0
2020-09-11,25.219999313354492
2020-09-14,26.15999984741211
2020-09-15,26.610000610351562
2020-09-16,25.43000030517578
2020-09-17,24.459999084472656
2020-09-18,23.860000610351562
2020-09-21,24.3700008392334
2020-09-22,25.469999313354492
2020-09-23,24.959999084472656
2020-09-24,25.6299991607666
2020-09-25,25.950000762939453
2020-09-28,27.0
2020-09-29,26.889999389648438
2020-09-30,27.239999771118164
2020-10-01,26.93000030517578
2020-10-02,26.709999084472656
2020-10-05,27.450000762939453
2020-10-06,26.6200008392334
2020-10-07,26.600000381469727
2020-10-08,26.43000030517578
2020-10-09,25.90999984741211
2020-10-12,25.860000610351562
2020-10-13,25.920000076293945
2020-10-14,27.59000015258789
2020-10-15,28.049999237060547
2020-10-16,26.860000610351562
2020-10-19,24.8799991607666
2020-10-20,25.200000762939453
2020-10-21,25.5
2020-10-22,25.25
2020-10-23,26.3700008392334
2020-10-26,25.920000076293945
2020-10-27,25.020000457763672
2020-10-28,23.8700008392334
2020-10-29,23.989999771118164
2020-10-30,24.0
2020-11-02,24.260000228881836
2020-11-03,24.8799991607666
2020-11-04,25.290000915527344
2020-11-05,26.600000381469727
2020-11-06,26.09000015258789
2020-11-09,26.639999389648438
2020-11-10,26.649999618530273
2020-11-11,27.899999618530273
2020-11-12,27.100000381469727
2020-11-13,27.170000076293945
2020-11-16,27.2450008392334
2020-11-17,27.399999618530273
2020-11-18,27.799999237060547
2020-11-19,27.40999984741211
2020-11-20,27.700000762939453
2020-11-23,27.729999542236328
2020-11-24,28.31999969482422
2020-11-25,27.299999237060547
2020-11-27,27.790000915527344
2020-11-30,26.520000457763672
2020-12-01,25.950000762939453
2020-12-02,25.489999771118164
2020-12-03,25.3799991607666
2020-12-04,25.299999237060547
2020-12-07,24.360000610351562
2020-12-08,24.770000457763672
2020-12-09,24.540000915527344
2020-12-10,24.5
2020-12-11,23.75
2020-12-14,23.049999237060547
2020-12-15,23.030000686645508
2020-12-16,23.549999237060547
2020-12-17,23.739999771118164
2020-12-18,24.15999984741211
2020-12-21,23.90999984741211
2020-12-22,24.25
2020-12-23,24.479999542236328
2020-12-24,25.450000762939453
2020-12-28,25.15999984741211
2020-12-29,24.959999084472656
2020-12-30,25.110000610351562
2020-12-31,25.299999237060547
2021-01-04,24.510000228881836
2021-01-05,24.93000030517578
2021-01-06,25.229999542236328
2021-01-07,25.1299991607666
2021-01-08,25.520000457763672
2021-01-11,24.6200008392334
2021-01-12,24.469999313354492
2021-01-13,24.25
2021-01-14,23.549999237060547
2021-01-15,23.729999542236328
2021-01-19,23.739999771118164
2021-01-20,23.709999084472656
2021-01-21,23.950000762939453
2021-01-22,23.469999313354492
2021-01-25,23.549999237060547
2021-01-26,23.389999389648438
2021-01-27,22.799999237060547
2021-01-28,22.809999465942383
2021-01-29,22.200000762939453
2021-02-01,23.290000915527344
2021-02-02,23.520000457763672
2021-02-03,22.920000076293945
2021-02-04,23.770000457763672
2021-02-05,24.850000381469727
2021-02-08,23.780000686645508
2021-02-09,23.860000610351562
2021-02-10,23.690000534057617
2021-02-11,23.6299991607666
2021-02-12,23.639999389648438
2021-02-16,23.649999618530273
2021-02-17,23.469999313354492
2021-02-18,23.25
2021-02-19,23.059999465942383
2021-02-22,22.479999542236328
2021-02-23,22.5
2021-02-24,22.579999923706055
2021-02-25,22.989999771118164
2021-02-26,22.420000076293945
2021-03-01,22.829999923706055
2021-03-02,22.510000228881836
2021-03-03,22.139999389648438
2021-03-04,22.239999771118164
2021-03-05,22.40999984741211
2021-03-08,21.15999984741211
2021-03-09,20.75
2021-03-10,20.06999969482422
2021-03-11,21.280000686645508
2021-03-12,21.149999618530273
2021-03-15,21.56999969482422
2021-03-16,21.719999313354492
2021-03-17,21.450000762939453
2021-03-18,20.889999389648438
2021-03-19,20.639999389648438
2021-03-22,20.0
2021-03-23,19.940000534057617
2021-03-24,19.15999984741211
2021-03-25,19.670000076293945
2021-03-26,19.34000015258789
2021-03-29,19.34000015258789
2021-03-30,19.0
2021-03-31,18.59000015258789
2021-04-01,19.5
2021-04-05,19.600000381469727
2021-04-06,20.479999542236328
2021-04-07,20.579999923706055
2021-04-08,21.059999465942383
2021-04-09,21.8700008392334
2021-04-12,22.100000381469727
2021-04-13,22.040000915527344
2021-04-14,21.530000686645508
2021-04-15,23.030000686645508
2021-04-16,23.81999969482422
2021-04-19,23.600000381469727
2021-04-20,23.110000610351562
2021-04-21,22.489999771118164
2021-04-22,22.059999465942383
2021-04-23,22.020000457763672
2021-04-26,21.809999465942383
2021-04-27,24.209999084472656
2021-04-28,23.979999542236328
2021-04-29,23.479999542236328
2021-04-30,22.40999984741211
2021-05-03,21.81999969482422
2021-05-04,21.18000030517578
2021-05-05,21.239999771118164
2021-05-06,21.329999923706055
2021-05-07,21.549999237060547
2021-05-10,22.459999084472656
2021-05-11,23.25
2021-05-12,22.940000534057617
2021-05-13,23.170000076293945
2021-05-14,23.049999237060547
