,CHPMU
2020-11-10,10.54699993133545
2020-11-11,10.376999855041504
2020-11-12,10.376999855041504
2020-11-13,10.376999855041504
2020-11-16,11.5
2020-11-17,11.5
2020-11-18,11.5
2020-11-19,11.5
2020-11-20,11.5
2020-11-23,10.449999809265137
2020-11-24,10.449999809265137
2020-11-25,10.449999809265137
2020-11-27,10.449999809265137
2020-11-30,10.449999809265137
2020-12-01,10.449999809265137
2020-12-02,10.449999809265137
2020-12-03,10.449999809265137
2020-12-04,10.449999809265137
2020-12-07,10.449999809265137
2020-12-08,10.449999809265137
2020-12-09,10.449999809265137
2020-12-10,10.449999809265137
2020-12-11,10.449999809265137
2020-12-14,10.449999809265137
2020-12-15,10.449999809265137
2020-12-16,10.449999809265137
2020-12-17,10.449999809265137
2020-12-18,10.449999809265137
2020-12-21,10.710000038146973
2020-12-22,10.944999694824219
2020-12-23,10.944999694824219
2020-12-24,10.649999618530273
2020-12-28,10.649999618530273
2020-12-29,10.649999618530273
2020-12-30,10.5600004196167
2020-12-31,10.5600004196167
2021-01-04,10.5600004196167
2021-01-05,10.5600004196167
2021-01-06,10.529999732971191
2021-01-07,10.913999557495117
2021-01-08,10.913999557495117
2021-01-11,10.913999557495117
2021-01-12,10.800000190734863
2021-01-13,10.800000190734863
2021-01-14,10.800000190734863
2021-01-15,10.899999618530273
2021-01-19,10.819999694824219
2021-01-20,10.819999694824219
2021-01-21,10.770000457763672
2021-01-22,10.9399995803833
2021-01-25,10.949999809265137
2021-01-26,10.949999809265137
2021-01-27,11.020000457763672
2021-01-28,11.020000457763672
2021-01-29,11.170000076293945
2021-02-01,11.170000076293945
2021-02-02,10.829000473022461
2021-02-03,10.829000473022461
2021-02-04,10.829000473022461
2021-02-05,11.199999809265137
2021-02-08,11.199999809265137
2021-02-09,11.350000381469727
2021-02-10,11.350000381469727
2021-02-11,11.154000282287598
2021-02-12,11.09000015258789
2021-02-16,11.09000015258789
2021-02-17,11.427000045776367
2021-02-18,11.229000091552734
2021-02-19,11.210000038146973
2021-02-22,11.210000038146973
2021-02-23,11.199999809265137
2021-02-24,11.0600004196167
2021-02-25,11.0
2021-02-26,11.0
2021-03-01,11.020000457763672
2021-03-02,11.0
2021-03-03,11.0
2021-03-04,10.300000190734863
2021-03-05,10.300000190734863
2021-03-08,10.300000190734863
2021-03-09,10.300000190734863
2021-03-10,10.670000076293945
2021-03-11,10.640000343322754
2021-03-12,10.640000343322754
2021-03-15,10.640000343322754
2021-03-16,10.640000343322754
2021-03-17,10.640000343322754
2021-03-18,10.640000343322754
2021-03-19,10.5
2021-03-22,10.5
2021-03-23,10.5
2021-03-24,10.359999656677246
2021-03-25,10.359999656677246
2021-03-26,10.359999656677246
2021-03-29,10.359999656677246
2021-03-30,10.359999656677246
2021-03-31,10.359999656677246
2021-04-01,10.168999671936035
2021-04-05,10.168999671936035
2021-04-06,10.375
2021-04-07,10.375
2021-04-08,10.375
2021-04-09,10.375
2021-04-12,10.375
2021-04-13,10.375
2021-04-14,10.375
2021-04-15,10.375
2021-04-16,10.375
2021-04-19,10.375
2021-04-20,10.375
2021-04-21,10.270000457763672
2021-04-22,10.279999732971191
2021-04-23,10.300000190734863
2021-04-26,10.300000190734863
2021-04-27,10.239999771118164
2021-04-28,10.300000190734863
2021-04-29,10.300000190734863
2021-04-30,10.25
2021-05-03,10.25
2021-05-04,10.260000228881836
2021-05-05,10.260000228881836
2021-05-06,10.260000228881836
2021-05-07,10.260000228881836
2021-05-10,10.260000228881836
2021-05-11,10.260000228881836
2021-05-12,10.260000228881836
2021-05-13,10.260000228881836
2021-05-14,10.260000228881836
