,APPN
2021-03-02,178.33999633789062
2021-03-03,157.35000610351562
2021-03-04,152.10000610351562
2021-03-05,145.0
2021-03-08,137.13999938964844
2021-03-09,149.6999969482422
2021-03-10,154.7899932861328
2021-03-11,173.9199981689453
2021-03-12,173.8800048828125
2021-03-15,170.1199951171875
2021-03-16,167.17999267578125
2021-03-17,167.16000366210938
2021-03-18,148.42999267578125
2021-03-19,151.66000366210938
2021-03-22,160.08999633789062
2021-03-23,152.94000244140625
2021-03-24,139.8800048828125
2021-03-25,141.8800048828125
2021-03-26,140.66000366210938
2021-03-29,126.6500015258789
2021-03-30,127.3499984741211
2021-03-31,132.9499969482422
2021-04-01,137.27000427246094
2021-04-05,134.16000366210938
2021-04-06,136.75
2021-04-07,130.42999267578125
2021-04-08,135.1699981689453
2021-04-09,134.1699981689453
2021-04-12,129.6999969482422
2021-04-13,137.7100067138672
2021-04-14,134.6199951171875
2021-04-15,137.58999633789062
2021-04-16,135.22999572753906
2021-04-19,125.87000274658203
2021-04-20,120.31999969482422
2021-04-21,124.29000091552734
2021-04-22,123.80000305175781
2021-04-23,129.4600067138672
2021-04-26,136.4600067138672
2021-04-27,135.35000610351562
2021-04-28,135.4600067138672
2021-04-29,127.0
2021-04-30,121.18000030517578
2021-05-03,115.48999786376953
2021-05-04,106.27999877929688
2021-05-05,102.30999755859375
2021-05-06,98.93000030517578
2021-05-07,88.2699966430664
2021-05-10,87.19999694824219
2021-05-11,88.7699966430664
2021-05-12,82.66999816894531
2021-05-13,77.48999786376953
2021-05-14,83.26000213623047
