,FPXE
2020-11-02,24.270000457763672
2020-11-03,24.790000915527344
2020-11-04,25.700000762939453
2020-11-05,26.450000762939453
2020-11-06,26.450000762939453
2020-11-09,26.31999969482422
2020-11-10,25.84000015258789
2020-11-11,26.170000076293945
2020-11-12,26.0
2020-11-13,26.0
2020-11-16,25.969999313354492
2020-11-17,25.780000686645508
2020-11-18,26.030000686645508
2020-11-19,26.209999084472656
2020-11-20,26.540000915527344
2020-11-23,26.43000030517578
2020-11-24,26.309999465942383
2020-11-25,26.600000381469727
2020-11-27,27.1200008392334
2020-11-30,27.239999771118164
2020-12-01,27.3700008392334
2020-12-02,27.399999618530273
2020-12-03,27.549999237060547
2020-12-04,27.59000015258789
2020-12-07,27.739999771118164
2020-12-08,27.8799991607666
2020-12-09,27.770000457763672
2020-12-10,28.110000610351562
2020-12-11,28.209999084472656
2020-12-14,28.040000915527344
2020-12-15,28.299999237060547
2020-12-16,28.479999542236328
2020-12-17,28.889999389648438
2020-12-18,29.030000686645508
2020-12-21,28.530000686645508
2020-12-22,29.010000228881836
2020-12-23,29.219999313354492
2020-12-24,28.8799991607666
2020-12-28,28.969999313354492
2020-12-29,29.1200008392334
2020-12-30,29.239999771118164
2020-12-31,29.010000228881836
2021-01-04,29.190000534057617
2021-01-05,29.360000610351562
2021-01-06,29.270000457763672
2021-01-07,29.389999389648438
2021-01-08,29.719999313354492
2021-01-11,29.25
2021-01-12,29.299999237060547
2021-01-13,29.309999465942383
2021-01-14,29.450000762939453
2021-01-15,28.809999465942383
2021-01-19,29.209999084472656
2021-01-20,29.600000381469727
2021-01-21,29.940000534057617
2021-01-22,30.010000228881836
2021-01-25,29.8700008392334
2021-01-26,29.700000762939453
2021-01-27,28.729999542236328
2021-01-28,29.030000686645508
2021-01-29,28.709999084472656
2021-02-01,29.260000228881836
2021-02-02,29.700000762939453
2021-02-03,29.799999237060547
2021-02-04,29.8700008392334
2021-02-05,30.239999771118164
2021-02-08,30.40999984741211
2021-02-09,30.719999313354492
2021-02-10,30.68000030517578
2021-02-11,31.139999389648438
2021-02-12,31.299999237060547
2021-02-16,31.3799991607666
2021-02-17,31.110000610351562
2021-02-18,30.84000015258789
2021-02-19,31.100000381469727
2021-02-22,30.34000015258789
2021-02-23,29.3799991607666
2021-02-24,29.739999771118164
2021-02-25,29.110000610351562
2021-02-26,29.110000610351562
2021-03-01,29.600000381469727
2021-03-02,29.43000030517578
2021-03-03,28.690000534057617
2021-03-04,27.719999313354492
2021-03-05,27.719999313354492
2021-03-08,27.059999465942383
2021-03-09,28.18000030517578
2021-03-10,28.18000030517578
2021-03-11,29.079999923706055
2021-03-12,28.670000076293945
2021-03-15,28.739999771118164
2021-03-16,29.020000457763672
2021-03-17,28.549999237060547
2021-03-18,28.559999465942383
2021-03-19,28.559999465942383
2021-03-22,28.610000610351562
2021-03-23,28.229999542236328
2021-03-24,27.649999618530273
2021-03-25,27.6200008392334
2021-03-26,27.979999542236328
2021-03-29,27.979999542236328
2021-03-30,27.979999542236328
2021-03-31,27.979999542236328
2021-04-01,28.719999313354492
2021-04-05,29.110000610351562
2021-04-06,28.979999542236328
2021-04-07,28.84000015258789
2021-04-08,29.170000076293945
2021-04-09,29.239999771118164
2021-04-12,29.040000915527344
2021-04-13,29.540000915527344
2021-04-14,29.520000457763672
2021-04-15,29.780000686645508
2021-04-16,30.0
2021-04-19,29.75
2021-04-20,29.290000915527344
2021-04-21,29.59000015258789
2021-04-22,29.68000030517578
2021-04-23,30.139999389648438
2021-04-26,30.209999084472656
2021-04-27,30.469999313354492
2021-04-28,30.549999237060547
2021-04-29,30.420000076293945
2021-04-30,29.969999313354492
2021-05-03,30.34000015258789
2021-05-04,29.200000762939453
2021-05-05,29.469999313354492
2021-05-06,29.170000076293945
2021-05-07,29.799999237060547
2021-05-10,29.219999313354492
2021-05-11,28.65999984741211
2021-05-12,27.969999313354492
2021-05-13,28.1200008392334
2021-05-14,28.690000534057617
