,AGNC
2009-06-19,20.790000915527344
2009-06-22,20.59000015258789
2009-06-23,22.149999618530273
2009-06-24,22.510000228881836
2009-06-25,23.610000610351562
2009-06-26,23.889999389648438
2009-06-29,23.75
2009-06-30,22.969999313354492
2009-07-01,22.309999465942383
2009-07-02,22.18000030517578
2009-07-06,22.389999389648438
2009-07-07,22.670000076293945
2009-07-08,21.790000915527344
2009-07-09,21.520000457763672
2009-07-10,21.8799991607666
2009-07-13,22.940000534057617
2009-07-14,21.510000228881836
2009-07-15,22.030000686645508
2009-07-16,22.15999984741211
2009-07-17,22.020000457763672
2009-07-20,22.479999542236328
2009-07-21,22.670000076293945
2009-07-22,23.440000534057617
2009-07-23,23.780000686645508
2009-07-24,23.40999984741211
2009-07-27,23.799999237060547
2009-07-28,24.0
2009-07-29,23.940000534057617
2009-07-30,23.959999084472656
2009-07-31,22.780000686645508
2009-08-03,23.299999237060547
2009-08-04,23.899999618530273
2009-08-05,24.190000534057617
2009-08-06,23.889999389648438
2009-08-07,24.559999465942383
2009-08-10,24.559999465942383
2009-08-11,23.329999923706055
2009-08-12,23.299999237060547
2009-08-13,23.3799991607666
2009-08-14,23.399999618530273
2009-08-17,23.299999237060547
2009-08-18,23.3700008392334
2009-08-19,23.34000015258789
2009-08-20,24.510000228881836
2009-08-21,24.790000915527344
2009-08-24,24.989999771118164
2009-08-25,25.860000610351562
2009-08-26,26.059999465942383
2009-08-27,26.059999465942383
2009-08-28,25.209999084472656
2009-08-31,24.889999389648438
2009-09-01,24.40999984741211
2009-09-02,24.670000076293945
2009-09-03,25.190000534057617
2009-09-04,25.43000030517578
2009-09-08,25.899999618530273
2009-09-09,26.06999969482422
2009-09-10,26.56999969482422
2009-09-11,27.110000610351562
2009-09-14,27.200000762939453
2009-09-15,27.540000915527344
2009-09-16,28.020000457763672
2009-09-17,28.360000610351562
2009-09-18,28.459999084472656
2009-09-21,29.190000534057617
2009-09-22,29.799999237060547
2009-09-23,31.200000762939453
2009-09-24,29.84000015258789
2009-09-25,29.68000030517578
2009-09-28,30.739999771118164
2009-09-29,30.280000686645508
2009-09-30,28.450000762939453
2009-10-01,26.799999237060547
2009-10-02,27.31999969482422
2009-10-05,28.1200008392334
2009-10-06,28.18000030517578
2009-10-07,27.610000610351562
2009-10-08,27.93000030517578
2009-10-09,27.649999618530273
2009-10-12,26.989999771118164
2009-10-13,26.450000762939453
2009-10-14,27.670000076293945
2009-10-15,27.75
2009-10-16,27.520000457763672
2009-10-19,27.709999084472656
2009-10-20,27.940000534057617
2009-10-21,28.110000610351562
2009-10-22,28.90999984741211
2009-10-23,28.719999313354492
2009-10-26,28.139999389648438
2009-10-27,26.040000915527344
2009-10-28,26.149999618530273
2009-10-29,26.260000228881836
2009-10-30,26.0
2009-11-02,25.950000762939453
2009-11-03,26.1200008392334
2009-11-04,25.6299991607666
2009-11-05,26.059999465942383
2009-11-06,25.8700008392334
2009-11-09,26.25
2009-11-10,25.610000610351562
2009-11-11,25.459999084472656
2009-11-12,25.170000076293945
2009-11-13,25.469999313354492
2009-11-16,25.920000076293945
2009-11-17,25.979999542236328
2009-11-18,26.149999618530273
2009-11-19,26.3799991607666
2009-11-20,26.170000076293945
2009-11-23,26.200000762939453
2009-11-24,26.200000762939453
2009-11-25,26.079999923706055
2009-11-27,25.8700008392334
2009-11-30,26.469999313354492
2009-12-01,26.5
2009-12-02,26.56999969482422
2009-12-03,26.3799991607666
2009-12-04,26.290000915527344
2009-12-07,26.530000686645508
2009-12-08,26.670000076293945
2009-12-09,26.6200008392334
2009-12-10,26.670000076293945
2009-12-11,26.81999969482422
2009-12-14,27.1299991607666
2009-12-15,26.690000534057617
2009-12-16,26.530000686645508
2009-12-17,26.780000686645508
2009-12-18,27.149999618530273
2009-12-21,27.90999984741211
2009-12-22,28.139999389648438
2009-12-23,28.309999465942383
2009-12-24,28.329999923706055
2009-12-28,28.489999771118164
2009-12-29,27.09000015258789
2009-12-30,26.799999237060547
2009-12-31,26.540000915527344
2010-01-04,26.709999084472656
2010-01-05,26.6200008392334
2010-01-06,26.299999237060547
2010-01-07,26.170000076293945
2010-01-08,26.5
2010-01-11,26.979999542236328
2010-01-12,26.8799991607666
2010-01-13,26.850000381469727
2010-01-14,26.649999618530273
2010-01-15,26.350000381469727
2010-01-19,26.360000610351562
2010-01-20,26.280000686645508
2010-01-21,25.969999313354492
2010-01-22,26.1200008392334
2010-01-25,26.290000915527344
2010-01-26,26.18000030517578
2010-01-27,26.440000534057617
2010-01-28,26.65999984741211
2010-01-29,26.690000534057617
2010-02-01,26.31999969482422
2010-02-02,26.65999984741211
2010-02-03,27.010000228881836
2010-02-04,26.559999465942383
2010-02-05,26.68000030517578
2010-02-08,27.219999313354492
2010-02-09,26.940000534057617
2010-02-10,26.43000030517578
2010-02-11,25.639999389648438
2010-02-12,25.360000610351562
2010-02-16,25.56999969482422
2010-02-17,24.940000534057617
2010-02-18,25.030000686645508
2010-02-19,24.799999237060547
2010-02-22,24.8799991607666
2010-02-23,24.959999084472656
2010-02-24,25.0
2010-02-25,24.760000228881836
2010-02-26,25.31999969482422
2010-03-01,26.09000015258789
2010-03-02,26.489999771118164
2010-03-03,26.579999923706055
2010-03-04,26.899999618530273
2010-03-05,27.40999984741211
2010-03-08,26.950000762939453
2010-03-09,26.649999618530273
2010-03-10,26.670000076293945
2010-03-11,26.40999984741211
2010-03-12,26.350000381469727
2010-03-15,26.770000457763672
2010-03-16,27.309999465942383
2010-03-17,28.209999084472656
2010-03-18,28.010000228881836
2010-03-19,27.799999237060547
2010-03-22,28.389999389648438
2010-03-23,28.100000381469727
2010-03-24,28.1200008392334
2010-03-25,28.1299991607666
2010-03-26,27.700000762939453
2010-03-29,26.020000457763672
2010-03-30,25.729999542236328
2010-03-31,25.600000381469727
2010-04-01,26.1200008392334
2010-04-05,26.1200008392334
2010-04-06,26.260000228881836
2010-04-07,26.329999923706055
2010-04-08,26.270000457763672
2010-04-09,26.260000228881836
2010-04-12,26.110000610351562
2010-04-13,26.3799991607666
2010-04-14,26.290000915527344
2010-04-15,26.079999923706055
2010-04-16,26.1299991607666
2010-04-19,26.100000381469727
2010-04-20,26.389999389648438
2010-04-21,26.59000015258789
2010-04-22,26.68000030517578
2010-04-23,27.0
2010-04-26,27.200000762939453
2010-04-27,27.350000381469727
2010-04-28,27.6299991607666
2010-04-29,27.969999313354492
2010-04-30,27.510000228881836
2010-05-03,27.790000915527344
2010-05-04,27.43000030517578
2010-05-05,27.020000457763672
2010-05-06,25.93000030517578
2010-05-07,26.530000686645508
2010-05-10,27.5
2010-05-11,27.639999389648438
2010-05-12,27.920000076293945
2010-05-13,27.540000915527344
2010-05-14,25.549999237060547
2010-05-17,25.850000381469727
2010-05-18,25.68000030517578
2010-05-19,25.3700008392334
2010-05-20,24.90999984741211
2010-05-21,25.459999084472656
2010-05-24,25.549999237060547
2010-05-25,25.420000076293945
2010-05-26,25.34000015258789
2010-05-27,25.670000076293945
2010-05-28,26.260000228881836
2010-06-01,26.59000015258789
2010-06-02,27.170000076293945
2010-06-03,26.790000915527344
2010-06-04,26.5
2010-06-07,26.440000534057617
2010-06-08,26.579999923706055
2010-06-09,26.670000076293945
2010-06-10,27.200000762939453
2010-06-11,27.670000076293945
2010-06-14,27.979999542236328
2010-06-15,27.979999542236328
2010-06-16,28.110000610351562
2010-06-17,28.329999923706055
2010-06-18,28.299999237060547
2010-06-21,28.469999313354492
2010-06-22,28.329999923706055
2010-06-23,28.420000076293945
2010-06-24,28.440000534057617
2010-06-25,28.969999313354492
2010-06-28,26.969999313354492
2010-06-29,26.59000015258789
2010-06-30,26.420000076293945
2010-07-01,25.770000457763672
2010-07-02,25.700000762939453
2010-07-06,25.969999313354492
2010-07-07,26.829999923706055
2010-07-08,27.34000015258789
2010-07-09,27.440000534057617
2010-07-12,27.6200008392334
2010-07-13,27.920000076293945
2010-07-14,27.200000762939453
2010-07-15,27.040000915527344
2010-07-16,26.969999313354492
2010-07-19,26.93000030517578
2010-07-20,27.530000686645508
2010-07-21,27.25
2010-07-22,27.420000076293945
2010-07-23,27.81999969482422
2010-07-26,28.149999618530273
2010-07-27,28.100000381469727
2010-07-28,28.040000915527344
2010-07-29,27.280000686645508
2010-07-30,27.520000457763672
2010-08-02,27.719999313354492
2010-08-03,27.850000381469727
2010-08-04,27.969999313354492
2010-08-05,27.81999969482422
2010-08-06,28.079999923706055
2010-08-09,28.420000076293945
2010-08-10,28.25
2010-08-11,28.1299991607666
2010-08-12,27.860000610351562
2010-08-13,27.360000610351562
2010-08-16,27.440000534057617
2010-08-17,27.200000762939453
2010-08-18,27.200000762939453
2010-08-19,27.0
2010-08-20,26.979999542236328
2010-08-23,27.280000686645508
2010-08-24,27.450000762939453
2010-08-25,27.3700008392334
2010-08-26,27.079999923706055
2010-08-27,27.350000381469727
2010-08-30,27.1299991607666
2010-08-31,27.239999771118164
2010-09-01,27.81999969482422
2010-09-02,28.280000686645508
2010-09-03,28.3700008392334
2010-09-07,28.450000762939453
2010-09-08,28.389999389648438
2010-09-09,28.049999237060547
2010-09-10,28.170000076293945
2010-09-13,28.229999542236328
2010-09-14,28.350000381469727
2010-09-15,28.799999237060547
2010-09-16,29.149999618530273
2010-09-17,29.6200008392334
2010-09-20,30.0
2010-09-21,29.559999465942383
2010-09-22,29.3799991607666
2010-09-23,29.270000457763672
2010-09-24,28.190000534057617
2010-09-27,27.989999771118164
2010-09-28,26.889999389648438
2010-09-29,26.850000381469727
2010-09-30,26.56999969482422
2010-10-01,26.979999542236328
2010-10-04,26.950000762939453
2010-10-05,27.010000228881836
2010-10-06,27.309999465942383
2010-10-07,27.25
2010-10-08,27.459999084472656
2010-10-11,27.709999084472656
2010-10-12,27.969999313354492
2010-10-13,27.780000686645508
2010-10-14,27.649999618530273
2010-10-15,27.610000610351562
2010-10-18,27.850000381469727
2010-10-19,27.8799991607666
2010-10-20,27.950000762939453
2010-10-21,27.959999084472656
2010-10-22,27.899999618530273
2010-10-25,27.829999923706055
2010-10-26,27.829999923706055
2010-10-27,28.31999969482422
2010-10-28,28.709999084472656
2010-10-29,28.639999389648438
2010-11-01,28.399999618530273
2010-11-02,28.760000228881836
2010-11-03,28.899999618530273
2010-11-04,29.309999465942383
2010-11-05,29.43000030517578
2010-11-08,29.3700008392334
2010-11-09,29.18000030517578
2010-11-10,29.25
2010-11-11,29.360000610351562
2010-11-12,28.3700008392334
2010-11-15,28.729999542236328
2010-11-16,28.440000534057617
2010-11-17,28.469999313354492
2010-11-18,28.459999084472656
2010-11-19,28.610000610351562
2010-11-22,28.8700008392334
2010-11-23,28.93000030517578
2010-11-24,29.290000915527344
2010-11-26,29.299999237060547
2010-11-29,29.420000076293945
2010-11-30,29.309999465942383
2010-12-01,29.43000030517578
2010-12-02,29.43000030517578
2010-12-03,29.469999313354492
2010-12-06,29.5
2010-12-07,29.709999084472656
2010-12-08,29.510000228881836
2010-12-09,28.639999389648438
2010-12-10,29.309999465942383
2010-12-13,29.690000534057617
2010-12-14,29.489999771118164
2010-12-15,29.239999771118164
2010-12-16,29.110000610351562
2010-12-17,29.31999969482422
2010-12-20,29.84000015258789
2010-12-21,29.950000762939453
2010-12-22,29.790000915527344
2010-12-23,29.860000610351562
2010-12-27,29.8700008392334
2010-12-28,29.56999969482422
2010-12-29,28.75
2010-12-30,28.8799991607666
2010-12-31,28.739999771118164
2011-01-03,28.690000534057617
2011-01-04,28.399999618530273
2011-01-05,28.690000534057617
2011-01-06,29.229999542236328
2011-01-07,29.469999313354492
2011-01-10,29.59000015258789
2011-01-11,29.549999237060547
2011-01-12,29.68000030517578
2011-01-13,28.639999389648438
2011-01-14,29.0
2011-01-18,28.93000030517578
2011-01-19,28.719999313354492
2011-01-20,28.6299991607666
2011-01-21,28.450000762939453
2011-01-24,28.549999237060547
2011-01-25,28.540000915527344
2011-01-26,28.65999984741211
2011-01-27,28.790000915527344
2011-01-28,28.690000534057617
2011-01-31,28.690000534057617
2011-02-01,28.8799991607666
2011-02-02,28.979999542236328
2011-02-03,28.899999618530273
2011-02-04,28.8700008392334
2011-02-07,29.06999969482422
2011-02-08,29.260000228881836
2011-02-09,29.350000381469727
2011-02-10,29.200000762939453
2011-02-11,29.549999237060547
2011-02-14,29.600000381469727
2011-02-15,28.950000762939453
2011-02-16,29.15999984741211
2011-02-17,29.360000610351562
2011-02-18,29.270000457763672
2011-02-22,29.100000381469727
2011-02-23,29.079999923706055
2011-02-24,29.270000457763672
2011-02-25,29.399999618530273
2011-02-28,29.450000762939453
2011-03-01,29.440000534057617
2011-03-02,29.56999969482422
2011-03-03,29.6200008392334
2011-03-04,29.639999389648438
2011-03-07,29.6200008392334
2011-03-08,29.790000915527344
2011-03-09,30.049999237060547
2011-03-10,30.059999465942383
2011-03-11,30.020000457763672
2011-03-14,30.200000762939453
2011-03-15,30.09000015258789
2011-03-16,30.260000228881836
2011-03-17,30.350000381469727
2011-03-18,30.670000076293945
2011-03-21,29.100000381469727
2011-03-22,28.290000915527344
2011-03-23,28.709999084472656
2011-03-24,28.729999542236328
2011-03-25,29.020000457763672
2011-03-28,29.059999465942383
2011-03-29,28.799999237060547
2011-03-30,28.700000762939453
2011-03-31,29.139999389648438
2011-04-01,29.020000457763672
2011-04-04,28.729999542236328
2011-04-05,28.790000915527344
2011-04-06,28.6299991607666
2011-04-07,28.5
2011-04-08,28.309999465942383
2011-04-11,28.18000030517578
2011-04-12,27.829999923706055
2011-04-13,28.049999237060547
2011-04-14,28.700000762939453
2011-04-15,28.530000686645508
2011-04-18,28.469999313354492
2011-04-19,28.350000381469727
2011-04-20,28.600000381469727
2011-04-21,28.780000686645508
2011-04-25,28.829999923706055
2011-04-26,28.829999923706055
2011-04-27,28.780000686645508
2011-04-28,28.940000534057617
2011-04-29,29.110000610351562
2011-05-02,29.200000762939453
2011-05-03,29.190000534057617
2011-05-04,29.239999771118164
2011-05-05,29.459999084472656
2011-05-06,29.459999084472656
2011-05-09,29.579999923706055
2011-05-10,29.829999923706055
2011-05-11,29.68000030517578
2011-05-12,29.790000915527344
2011-05-13,29.6200008392334
2011-05-16,29.5
2011-05-17,29.520000457763672
2011-05-18,29.75
2011-05-19,29.93000030517578
2011-05-20,29.969999313354492
2011-05-23,30.0
2011-05-24,30.1200008392334
2011-05-25,30.09000015258789
2011-05-26,30.200000762939453
2011-05-27,30.280000686645508
2011-05-31,30.3700008392334
2011-06-01,30.229999542236328
2011-06-02,30.360000610351562
2011-06-03,30.34000015258789
2011-06-06,30.309999465942383
2011-06-07,30.549999237060547
2011-06-08,30.700000762939453
2011-06-09,30.40999984741211
2011-06-10,30.100000381469727
2011-06-13,30.239999771118164
2011-06-14,30.389999389648438
2011-06-15,30.3700008392334
2011-06-16,30.290000915527344
2011-06-17,30.149999618530273
2011-06-20,29.799999237060547
2011-06-21,28.5
2011-06-22,28.850000381469727
2011-06-23,28.639999389648438
2011-06-24,28.729999542236328
2011-06-27,28.809999465942383
2011-06-28,28.780000686645508
2011-06-29,29.0
2011-06-30,29.110000610351562
2011-07-01,29.600000381469727
2011-07-05,29.959999084472656
2011-07-06,30.270000457763672
2011-07-07,30.059999465942383
2011-07-08,30.200000762939453
2011-07-11,29.899999618530273
2011-07-12,29.700000762939453
2011-07-13,29.600000381469727
2011-07-14,29.1200008392334
2011-07-15,29.270000457763672
2011-07-18,29.010000228881836
2011-07-19,29.3799991607666
2011-07-20,29.690000534057617
2011-07-21,29.549999237060547
2011-07-22,29.68000030517578
2011-07-25,28.889999389648438
2011-07-26,28.979999542236328
2011-07-27,28.389999389648438
2011-07-28,28.329999923706055
2011-07-29,27.920000076293945
2011-08-01,29.030000686645508
2011-08-02,28.489999771118164
2011-08-03,29.110000610351562
2011-08-04,28.15999984741211
2011-08-05,28.350000381469727
2011-08-08,26.729999542236328
2011-08-09,29.780000686645508
2011-08-10,28.40999984741211
2011-08-11,28.75
2011-08-12,29.110000610351562
2011-08-15,29.709999084472656
2011-08-16,29.739999771118164
2011-08-17,29.959999084472656
2011-08-18,29.270000457763672
2011-08-19,28.610000610351562
2011-08-22,28.639999389648438
2011-08-23,28.940000534057617
2011-08-24,28.6200008392334
2011-08-25,27.760000228881836
2011-08-26,28.059999465942383
2011-08-29,28.600000381469727
2011-08-30,28.739999771118164
2011-08-31,28.510000228881836
2011-09-01,27.68000030517578
2011-09-02,27.270000457763672
2011-09-06,27.649999618530273
2011-09-07,27.8799991607666
2011-09-08,27.799999237060547
2011-09-09,28.389999389648438
2011-09-12,28.979999542236328
2011-09-13,29.110000610351562
2011-09-14,29.610000610351562
2011-09-15,29.850000381469727
2011-09-16,29.540000915527344
2011-09-19,29.489999771118164
2011-09-20,29.059999465942383
2011-09-21,27.1200008392334
2011-09-22,27.389999389648438
2011-09-23,27.540000915527344
2011-09-26,27.56999969482422
2011-09-27,27.40999984741211
2011-09-28,27.3700008392334
2011-09-29,27.34000015258789
2011-09-30,27.100000381469727
2011-10-03,25.889999389648438
2011-10-04,26.34000015258789
2011-10-05,26.309999465942383
2011-10-06,27.040000915527344
2011-10-07,26.690000534057617
2011-10-10,27.149999618530273
2011-10-11,27.059999465942383
2011-10-12,27.030000686645508
2011-10-13,27.329999923706055
2011-10-14,27.649999618530273
2011-10-17,27.440000534057617
2011-10-18,27.790000915527344
2011-10-19,27.690000534057617
2011-10-20,27.68000030517578
2011-10-21,27.700000762939453
2011-10-24,28.559999465942383
2011-10-25,28.540000915527344
2011-10-26,28.649999618530273
2011-10-27,27.540000915527344
2011-10-28,27.709999084472656
2011-10-31,27.510000228881836
2011-11-01,27.309999465942383
2011-11-02,27.6299991607666
2011-11-03,27.700000762939453
2011-11-04,27.889999389648438
2011-11-07,28.1299991607666
2011-11-08,28.479999542236328
2011-11-09,27.850000381469727
2011-11-10,27.90999984741211
2011-11-11,28.110000610351562
2011-11-14,27.989999771118164
2011-11-15,28.059999465942383
2011-11-16,28.1200008392334
2011-11-17,27.950000762939453
2011-11-18,28.059999465942383
2011-11-21,27.8799991607666
2011-11-22,28.139999389648438
2011-11-23,27.780000686645508
2011-11-25,27.760000228881836
2011-11-28,28.15999984741211
2011-11-29,28.18000030517578
2011-11-30,28.690000534057617
2011-12-01,28.530000686645508
2011-12-02,28.3799991607666
2011-12-05,28.709999084472656
2011-12-06,28.829999923706055
2011-12-07,28.8799991607666
2011-12-08,28.690000534057617
2011-12-09,28.899999618530273
2011-12-12,28.739999771118164
2011-12-13,28.979999542236328
2011-12-14,28.959999084472656
2011-12-15,28.860000610351562
2011-12-16,29.079999923706055
2011-12-19,28.959999084472656
2011-12-20,28.049999237060547
2011-12-21,28.360000610351562
2011-12-22,28.260000228881836
2011-12-23,28.010000228881836
2011-12-27,28.3700008392334
2011-12-28,28.209999084472656
2011-12-29,28.280000686645508
2011-12-30,28.079999923706055
2012-01-03,28.170000076293945
2012-01-04,28.329999923706055
2012-01-05,28.209999084472656
2012-01-06,28.3700008392334
2012-01-09,28.229999542236328
2012-01-10,28.18000030517578
2012-01-11,28.15999984741211
2012-01-12,28.229999542236328
2012-01-13,28.350000381469727
2012-01-17,28.34000015258789
2012-01-18,28.440000534057617
2012-01-19,28.65999984741211
2012-01-20,29.0
2012-01-23,29.059999465942383
2012-01-24,29.190000534057617
2012-01-25,29.329999923706055
2012-01-26,29.190000534057617
2012-01-27,29.09000015258789
2012-01-30,29.079999923706055
2012-01-31,29.329999923706055
2012-02-01,29.3799991607666
2012-02-02,29.3799991607666
2012-02-03,29.700000762939453
2012-02-06,29.479999542236328
2012-02-07,29.739999771118164
2012-02-08,29.690000534057617
2012-02-09,29.8700008392334
2012-02-10,30.200000762939453
