,CRAI
2014-03-21,21.84000015258789
2014-03-24,21.530000686645508
2014-03-25,21.959999084472656
2014-03-26,21.889999389648438
2014-03-27,21.610000610351562
2014-03-28,21.729999542236328
2014-03-31,21.969999313354492
2014-04-01,22.34000015258789
2014-04-02,22.43000030517578
2014-04-03,22.59000015258789
2014-04-04,22.0
2014-04-07,21.760000228881836
2014-04-08,21.600000381469727
2014-04-09,21.649999618530273
2014-04-10,20.950000762939453
2014-04-11,20.1299991607666
2014-04-14,19.709999084472656
2014-04-15,19.889999389648438
2014-04-16,19.700000762939453
2014-04-17,19.729999542236328
2014-04-21,20.489999771118164
2014-04-22,20.950000762939453
2014-04-23,21.389999389648438
2014-04-24,22.299999237060547
2014-04-25,21.770000457763672
2014-04-28,21.469999313354492
2014-04-29,21.700000762939453
2014-04-30,21.770000457763672
2014-05-01,21.510000228881836
2014-05-02,21.420000076293945
2014-05-05,21.09000015258789
2014-05-06,20.729999542236328
2014-05-07,20.889999389648438
2014-05-08,20.75
2014-05-09,20.899999618530273
2014-05-12,20.8700008392334
2014-05-13,20.84000015258789
2014-05-14,20.520000457763672
2014-05-15,20.399999618530273
2014-05-16,20.459999084472656
2014-05-19,20.979999542236328
2014-05-20,20.540000915527344
2014-05-21,20.59000015258789
2014-05-22,21.239999771118164
2014-05-23,21.459999084472656
2014-05-27,22.110000610351562
2014-05-28,22.149999618530273
2014-05-29,22.31999969482422
2014-05-30,22.399999618530273
2014-06-02,22.270000457763672
2014-06-03,22.3700008392334
2014-06-04,22.34000015258789
2014-06-05,22.389999389648438
2014-06-06,22.459999084472656
2014-06-09,22.719999313354492
2014-06-10,22.790000915527344
2014-06-11,22.600000381469727
2014-06-12,22.329999923706055
2014-06-13,22.149999618530273
2014-06-16,21.75
2014-06-17,22.3799991607666
2014-06-18,22.520000457763672
2014-06-19,22.5
2014-06-20,23.0
2014-06-23,23.040000915527344
2014-06-24,22.850000381469727
2014-06-25,22.75
2014-06-26,22.59000015258789
2014-06-27,23.030000686645508
2014-06-30,23.049999237060547
2014-07-01,23.780000686645508
2014-07-02,24.149999618530273
2014-07-03,24.8799991607666
2014-07-07,24.450000762939453
2014-07-08,24.270000457763672
2014-07-09,24.3700008392334
2014-07-10,24.34000015258789
2014-07-11,24.3799991607666
2014-07-14,24.639999389648438
2014-07-15,24.420000076293945
2014-07-16,23.81999969482422
2014-07-17,23.540000915527344
2014-07-18,23.899999618530273
2014-07-21,23.829999923706055
2014-07-22,23.809999465942383
2014-07-23,23.889999389648438
2014-07-24,23.940000534057617
2014-07-25,23.81999969482422
2014-07-28,24.030000686645508
2014-07-29,24.06999969482422
2014-07-30,24.1299991607666
2014-07-31,23.8799991607666
2014-08-01,23.709999084472656
2014-08-04,24.700000762939453
2014-08-05,24.649999618530273
2014-08-06,24.489999771118164
2014-08-07,24.3799991607666
2014-08-08,24.420000076293945
2014-08-11,24.93000030517578
2014-08-12,25.450000762939453
2014-08-13,26.540000915527344
2014-08-14,26.5
2014-08-15,26.700000762939453
2014-08-18,27.15999984741211
2014-08-19,27.25
2014-08-20,27.09000015258789
2014-08-21,27.040000915527344
2014-08-22,26.6200008392334
2014-08-25,26.450000762939453
2014-08-26,26.719999313354492
2014-08-27,26.979999542236328
2014-08-28,26.889999389648438
2014-08-29,26.90999984741211
2014-09-02,26.959999084472656
2014-09-03,27.020000457763672
2014-09-04,27.0
2014-09-05,27.719999313354492
2014-09-08,27.440000534057617
2014-09-09,27.1299991607666
2014-09-10,27.65999984741211
2014-09-11,27.950000762939453
2014-09-12,27.1299991607666
2014-09-15,25.420000076293945
2014-09-16,25.829999923706055
2014-09-17,25.940000534057617
2014-09-18,26.170000076293945
2014-09-19,25.989999771118164
2014-09-22,25.90999984741211
2014-09-23,25.690000534057617
2014-09-24,25.81999969482422
2014-09-25,25.549999237060547
2014-09-26,25.989999771118164
2014-09-29,25.979999542236328
2014-09-30,25.43000030517578
2014-10-01,25.3700008392334
2014-10-02,25.309999465942383
2014-10-03,25.649999618530273
2014-10-06,25.260000228881836
2014-10-07,24.940000534057617
2014-10-08,25.040000915527344
2014-10-09,25.209999084472656
2014-10-10,24.850000381469727
2014-10-13,24.93000030517578
2014-10-14,25.15999984741211
2014-10-15,25.68000030517578
2014-10-16,26.059999465942383
2014-10-17,26.479999542236328
2014-10-20,26.889999389648438
2014-10-21,27.520000457763672
2014-10-22,26.989999771118164
2014-10-23,28.649999618530273
2014-10-24,28.81999969482422
2014-10-27,29.450000762939453
2014-10-28,30.200000762939453
2014-10-29,29.959999084472656
2014-10-30,29.979999542236328
2014-10-31,30.0
2014-11-03,32.279998779296875
2014-11-04,31.670000076293945
2014-11-05,31.450000762939453
2014-11-06,31.84000015258789
2014-11-07,31.110000610351562
2014-11-10,30.920000076293945
2014-11-11,30.850000381469727
2014-11-12,31.360000610351562
2014-11-13,31.899999618530273
2014-11-14,31.739999771118164
2014-11-17,30.829999923706055
2014-11-18,31.399999618530273
2014-11-19,31.010000228881836
2014-11-20,30.969999313354492
2014-11-21,29.8799991607666
2014-11-24,30.690000534057617
2014-11-25,30.649999618530273
2014-11-26,30.770000457763672
2014-11-28,29.75
2014-12-01,30.200000762939453
2014-12-02,30.31999969482422
2014-12-03,30.770000457763672
2014-12-04,29.889999389648438
2014-12-05,30.260000228881836
2014-12-08,29.90999984741211
2014-12-09,30.459999084472656
2014-12-10,29.90999984741211
2014-12-11,29.34000015258789
2014-12-12,29.030000686645508
2014-12-15,29.350000381469727
2014-12-16,29.760000228881836
2014-12-17,30.829999923706055
2014-12-18,30.959999084472656
2014-12-19,31.350000381469727
2014-12-22,31.579999923706055
2014-12-23,31.520000457763672
2014-12-24,31.90999984741211
2014-12-26,32.029998779296875
2014-12-29,31.809999465942383
2014-12-30,31.190000534057617
2014-12-31,30.31999969482422
2015-01-02,30.360000610351562
2015-01-05,30.459999084472656
2015-01-06,29.15999984741211
2015-01-07,29.68000030517578
2015-01-08,29.450000762939453
2015-01-09,28.8799991607666
2015-01-12,28.56999969482422
2015-01-13,29.3700008392334
2015-01-14,29.469999313354492
2015-01-15,29.760000228881836
2015-01-16,30.559999465942383
2015-01-20,30.75
2015-01-21,30.209999084472656
2015-01-22,30.989999771118164
2015-01-23,30.010000228881836
2015-01-26,29.989999771118164
2015-01-27,29.270000457763672
2015-01-28,28.690000534057617
2015-01-29,30.15999984741211
2015-01-30,29.530000686645508
2015-02-02,28.790000915527344
2015-02-03,29.959999084472656
2015-02-04,28.899999618530273
2015-02-05,30.170000076293945
2015-02-06,29.219999313354492
2015-02-09,29.309999465942383
2015-02-10,30.030000686645508
2015-02-11,29.93000030517578
2015-02-12,29.889999389648438
2015-02-13,30.059999465942383
2015-02-17,29.540000915527344
2015-02-18,30.0
2015-02-19,31.209999084472656
2015-02-20,31.81999969482422
2015-02-23,32.20000076293945
2015-02-24,31.31999969482422
2015-02-25,30.229999542236328
2015-02-26,30.110000610351562
2015-02-27,30.09000015258789
2015-03-02,30.520000457763672
2015-03-03,31.489999771118164
2015-03-04,31.530000686645508
2015-03-05,31.559999465942383
2015-03-06,31.3700008392334
2015-03-09,31.31999969482422
2015-03-10,31.3700008392334
2015-03-11,30.780000686645508
2015-03-12,31.170000076293945
2015-03-13,30.93000030517578
2015-03-16,30.989999771118164
2015-03-17,30.90999984741211
2015-03-18,30.65999984741211
2015-03-19,31.020000457763672
2015-03-20,30.719999313354492
2015-03-23,30.90999984741211
2015-03-24,31.850000381469727
2015-03-25,30.739999771118164
2015-03-26,30.920000076293945
2015-03-27,31.139999389648438
2015-03-30,31.350000381469727
2015-03-31,31.1200008392334
2015-04-01,31.649999618530273
2015-04-02,31.639999389648438
2015-04-06,31.450000762939453
2015-04-07,31.399999618530273
2015-04-08,31.530000686645508
2015-04-09,31.450000762939453
2015-04-10,31.90999984741211
2015-04-13,31.670000076293945
2015-04-14,31.020000457763672
2015-04-15,31.239999771118164
2015-04-16,30.479999542236328
2015-04-17,29.790000915527344
2015-04-20,29.959999084472656
2015-04-21,29.950000762939453
2015-04-22,29.899999618530273
2015-04-23,29.670000076293945
2015-04-24,29.809999465942383
2015-04-27,29.690000534057617
2015-04-28,30.549999237060547
2015-04-29,30.350000381469727
2015-04-30,29.200000762939453
2015-05-01,28.920000076293945
2015-05-04,29.010000228881836
2015-05-05,27.950000762939453
2015-05-06,28.540000915527344
2015-05-07,28.68000030517578
2015-05-08,29.200000762939453
2015-05-11,30.059999465942383
2015-05-12,29.540000915527344
2015-05-13,29.329999923706055
2015-05-14,29.6299991607666
2015-05-15,29.43000030517578
2015-05-18,29.649999618530273
2015-05-19,29.18000030517578
2015-05-20,28.940000534057617
2015-05-21,28.600000381469727
2015-05-22,28.219999313354492
2015-05-26,28.3799991607666
2015-05-27,29.030000686645508
2015-05-28,28.780000686645508
2015-05-29,27.6299991607666
2015-06-01,28.030000686645508
2015-06-02,28.280000686645508
2015-06-03,28.229999542236328
2015-06-04,27.979999542236328
2015-06-05,28.25
2015-06-08,28.030000686645508
2015-06-09,27.829999923706055
2015-06-10,28.700000762939453
2015-06-11,28.15999984741211
2015-06-12,28.649999618530273
2015-06-15,28.020000457763672
2015-06-16,28.270000457763672
2015-06-17,27.989999771118164
2015-06-18,28.06999969482422
2015-06-19,27.860000610351562
2015-06-22,28.020000457763672
2015-06-23,29.049999237060547
2015-06-24,28.790000915527344
2015-06-25,28.889999389648438
2015-06-26,28.479999542236328
2015-06-29,28.010000228881836
2015-06-30,27.8700008392334
2015-07-01,27.790000915527344
2015-07-02,27.6200008392334
2015-07-06,27.3700008392334
2015-07-07,26.979999542236328
2015-07-08,26.170000076293945
2015-07-09,26.360000610351562
2015-07-10,26.700000762939453
2015-07-13,26.530000686645508
2015-07-14,26.309999465942383
2015-07-15,25.979999542236328
2015-07-16,25.920000076293945
2015-07-17,25.260000228881836
2015-07-20,24.360000610351562
2015-07-21,23.6299991607666
2015-07-22,23.639999389648438
2015-07-23,23.75
2015-07-24,23.31999969482422
2015-07-27,23.190000534057617
2015-07-28,23.25
2015-07-29,24.15999984741211
2015-07-30,24.329999923706055
2015-07-31,23.34000015258789
2015-08-03,23.170000076293945
2015-08-04,23.18000030517578
2015-08-05,23.420000076293945
2015-08-06,22.979999542236328
2015-08-07,22.479999542236328
2015-08-10,22.989999771118164
2015-08-11,22.969999313354492
2015-08-12,23.110000610351562
2015-08-13,23.1299991607666
2015-08-14,23.06999969482422
2015-08-17,23.56999969482422
2015-08-18,22.790000915527344
2015-08-19,22.899999618530273
2015-08-20,22.190000534057617
2015-08-21,22.389999389648438
2015-08-24,21.56999969482422
2015-08-25,21.09000015258789
2015-08-26,21.809999465942383
2015-08-27,21.450000762939453
2015-08-28,22.049999237060547
2015-08-31,22.719999313354492
2015-09-01,22.90999984741211
2015-09-02,23.549999237060547
2015-09-03,23.440000534057617
2015-09-04,23.100000381469727
2015-09-08,23.3700008392334
2015-09-09,23.549999237060547
2015-09-10,23.469999313354492
2015-09-11,22.690000534057617
2015-09-14,22.719999313354492
2015-09-15,23.209999084472656
2015-09-16,23.399999618530273
2015-09-17,22.8799991607666
2015-09-18,22.600000381469727
2015-09-21,23.1299991607666
2015-09-22,22.639999389648438
2015-09-23,22.670000076293945
2015-09-24,22.639999389648438
2015-09-25,22.15999984741211
2015-09-28,21.239999771118164
2015-09-29,21.3700008392334
2015-09-30,21.579999923706055
2015-10-01,21.700000762939453
2015-10-02,22.149999618530273
2015-10-05,22.530000686645508
2015-10-06,22.15999984741211
2015-10-07,23.850000381469727
2015-10-08,23.450000762939453
2015-10-09,22.34000015258789
2015-10-12,22.450000762939453
2015-10-13,22.270000457763672
2015-10-14,21.760000228881836
2015-10-15,22.719999313354492
2015-10-16,23.049999237060547
2015-10-19,23.020000457763672
2015-10-20,23.8799991607666
2015-10-21,23.639999389648438
2015-10-22,23.850000381469727
2015-10-23,24.600000381469727
2015-10-26,24.010000228881836
2015-10-27,22.790000915527344
2015-10-28,23.729999542236328
2015-10-29,24.18000030517578
2015-10-30,23.399999618530273
2015-11-02,22.8700008392334
2015-11-03,22.799999237060547
2015-11-04,22.959999084472656
2015-11-05,23.040000915527344
2015-11-06,23.049999237060547
2015-11-09,22.739999771118164
2015-11-10,22.6299991607666
2015-11-11,22.299999237060547
2015-11-12,21.520000457763672
2015-11-13,21.600000381469727
2015-11-16,21.84000015258789
2015-11-17,21.709999084472656
2015-11-18,21.84000015258789
2015-11-19,22.0
2015-11-20,22.540000915527344
2015-11-23,22.829999923706055
2015-11-24,22.979999542236328
2015-11-25,23.020000457763672
2015-11-27,23.510000228881836
2015-11-30,22.81999969482422
2015-12-01,23.149999618530273
2015-12-02,22.770000457763672
2015-12-03,21.950000762939453
2015-12-04,21.81999969482422
2015-12-07,20.579999923706055
2015-12-08,20.420000076293945
2015-12-09,20.270000457763672
2015-12-10,20.100000381469727
2015-12-11,19.420000076293945
2015-12-14,18.729999542236328
2015-12-15,18.440000534057617
2015-12-16,18.489999771118164
2015-12-17,18.399999618530273
2015-12-18,17.889999389648438
2015-12-21,18.450000762939453
2015-12-22,18.950000762939453
2015-12-23,18.420000076293945
2015-12-24,18.809999465942383
2015-12-28,18.940000534057617
2015-12-29,18.899999618530273
2015-12-30,18.93000030517578
2015-12-31,18.649999618530273
2016-01-04,19.149999618530273
2016-01-05,19.8700008392334
2016-01-06,19.3799991607666
2016-01-07,18.829999923706055
2016-01-08,18.899999618530273
2016-01-11,19.15999984741211
2016-01-12,19.329999923706055
2016-01-13,19.110000610351562
2016-01-14,19.389999389648438
2016-01-15,18.709999084472656
2016-01-19,18.280000686645508
2016-01-20,18.309999465942383
2016-01-21,18.489999771118164
2016-01-22,18.329999923706055
2016-01-25,17.489999771118164
2016-01-26,17.75
2016-01-27,17.59000015258789
2016-01-28,17.59000015258789
2016-01-29,18.6299991607666
2016-02-01,18.350000381469727
2016-02-02,17.579999923706055
2016-02-03,17.540000915527344
2016-02-04,17.40999984741211
2016-02-05,17.010000228881836
2016-02-08,16.790000915527344
2016-02-09,16.829999923706055
2016-02-10,16.5
2016-02-11,16.479999542236328
2016-02-12,16.719999313354492
2016-02-16,16.979999542236328
2016-02-17,17.530000686645508
2016-02-18,17.059999465942383
2016-02-19,17.139999389648438
2016-02-22,18.979999542236328
2016-02-23,18.8799991607666
2016-02-24,18.979999542236328
2016-02-25,19.469999313354492
2016-02-26,19.600000381469727
2016-02-29,19.719999313354492
2016-03-01,19.84000015258789
2016-03-02,19.799999237060547
2016-03-03,19.790000915527344
2016-03-04,19.709999084472656
2016-03-07,20.0
2016-03-08,19.489999771118164
2016-03-09,19.670000076293945
2016-03-10,19.469999313354492
2016-03-11,20.030000686645508
2016-03-14,20.110000610351562
2016-03-15,20.0
2016-03-16,20.020000457763672
2016-03-17,20.190000534057617
2016-03-18,20.68000030517578
2016-03-21,21.5
2016-03-22,20.600000381469727
2016-03-23,19.8799991607666
2016-03-24,19.610000610351562
2016-03-28,19.389999389648438
2016-03-29,20.020000457763672
2016-03-30,19.709999084472656
2016-03-31,19.639999389648438
2016-04-01,19.260000228881836
2016-04-04,19.139999389648438
2016-04-05,18.639999389648438
2016-04-06,18.920000076293945
2016-04-07,18.950000762939453
2016-04-08,19.299999237060547
2016-04-11,19.579999923706055
2016-04-12,19.979999542236328
2016-04-13,19.5
2016-04-14,19.56999969482422
2016-04-15,19.989999771118164
2016-04-18,20.1299991607666
2016-04-19,20.59000015258789
2016-04-20,20.920000076293945
2016-04-21,20.440000534057617
2016-04-22,20.6299991607666
2016-04-25,19.670000076293945
2016-04-26,19.670000076293945
2016-04-27,19.68000030517578
2016-04-28,22.520000457763672
2016-04-29,21.700000762939453
2016-05-02,21.760000228881836
2016-05-03,21.68000030517578
2016-05-04,22.3799991607666
2016-05-05,22.1299991607666
2016-05-06,22.81999969482422
2016-05-09,23.149999618530273
2016-05-10,23.670000076293945
2016-05-11,23.399999618530273
2016-05-12,23.3799991607666
2016-05-13,23.079999923706055
2016-05-16,23.579999923706055
2016-05-17,22.3799991607666
2016-05-18,22.690000534057617
2016-05-19,22.399999618530273
2016-05-20,22.799999237060547
2016-05-23,22.709999084472656
2016-05-24,23.479999542236328
2016-05-25,23.510000228881836
2016-05-26,23.549999237060547
2016-05-27,23.56999969482422
2016-05-31,23.559999465942383
2016-06-01,24.200000762939453
2016-06-02,24.030000686645508
2016-06-03,23.969999313354492
2016-06-06,24.770000457763672
2016-06-07,24.719999313354492
2016-06-08,25.110000610351562
2016-06-09,25.219999313354492
2016-06-10,25.059999465942383
2016-06-13,24.56999969482422
2016-06-14,24.770000457763672
2016-06-15,24.360000610351562
2016-06-16,24.799999237060547
2016-06-17,24.989999771118164
2016-06-20,25.149999618530273
2016-06-21,24.969999313354492
2016-06-22,24.709999084472656
2016-06-23,25.399999618530273
2016-06-24,24.600000381469727
2016-06-27,23.68000030517578
2016-06-28,23.40999984741211
2016-06-29,24.510000228881836
2016-06-30,25.219999313354492
2016-07-01,25.350000381469727
2016-07-05,25.440000534057617
2016-07-06,25.510000228881836
2016-07-07,25.8700008392334
2016-07-08,26.09000015258789
2016-07-11,26.1200008392334
2016-07-12,26.329999923706055
2016-07-13,26.309999465942383
2016-07-14,26.260000228881836
2016-07-15,26.030000686645508
2016-07-18,25.889999389648438
2016-07-19,25.75
2016-07-20,26.040000915527344
2016-07-21,26.1200008392334
2016-07-22,26.299999237060547
2016-07-25,25.969999313354492
2016-07-26,26.100000381469727
2016-07-27,26.260000228881836
2016-07-28,27.700000762939453
2016-07-29,27.6200008392334
2016-08-01,27.399999618530273
2016-08-02,26.93000030517578
2016-08-03,27.360000610351562
2016-08-04,26.920000076293945
2016-08-05,27.280000686645508
2016-08-08,27.110000610351562
2016-08-09,27.049999237060547
2016-08-10,26.84000015258789
2016-08-11,26.729999542236328
2016-08-12,26.649999618530273
2016-08-15,26.360000610351562
2016-08-16,26.3700008392334
2016-08-17,26.209999084472656
2016-08-18,26.399999618530273
2016-08-19,26.760000228881836
2016-08-22,26.440000534057617
2016-08-23,26.760000228881836
2016-08-24,26.81999969482422
2016-08-25,27.350000381469727
2016-08-26,26.5
2016-08-29,26.600000381469727
2016-08-30,26.8799991607666
2016-08-31,27.1200008392334
2016-09-01,26.520000457763672
2016-09-02,26.729999542236328
2016-09-06,27.299999237060547
2016-09-07,27.489999771118164
2016-09-08,27.610000610351562
2016-09-09,26.81999969482422
2016-09-12,27.299999237060547
2016-09-13,26.780000686645508
2016-09-14,26.459999084472656
2016-09-15,27.1299991607666
2016-09-16,26.559999465942383
2016-09-19,26.469999313354492
2016-09-20,27.34000015258789
2016-09-21,27.3799991607666
2016-09-22,27.329999923706055
2016-09-23,27.260000228881836
2016-09-26,27.010000228881836
2016-09-27,27.360000610351562
2016-09-28,27.3700008392334
2016-09-29,27.209999084472656
2016-09-30,26.59000015258789
2016-10-03,27.34000015258789
2016-10-04,27.239999771118164
2016-10-05,27.260000228881836
2016-10-06,27.700000762939453
2016-10-07,26.989999771118164
2016-10-10,27.25
2016-10-11,26.639999389648438
2016-10-12,27.219999313354492
2016-10-13,26.639999389648438
2016-10-14,26.600000381469727
2016-10-17,27.239999771118164
2016-10-18,27.239999771118164
2016-10-19,27.450000762939453
2016-10-20,27.450000762939453
2016-10-21,26.8799991607666
2016-10-24,27.65999984741211
2016-10-25,26.809999465942383
2016-10-26,27.5
2016-10-27,28.139999389648438
2016-10-28,29.790000915527344
2016-10-31,31.139999389648438
2016-11-01,30.06999969482422
2016-11-02,30.34000015258789
2016-11-03,30.190000534057617
2016-11-04,30.190000534057617
2016-11-07,30.709999084472656
2016-11-08,30.360000610351562
2016-11-09,31.149999618530273
2016-11-10,30.579999923706055
2016-11-11,31.440000534057617
2016-11-14,30.959999084472656
2016-11-15,31.0
2016-11-16,31.0
2016-11-17,31.0
2016-11-18,31.56999969482422
2016-11-21,31.65999984741211
2016-11-22,32.45000076293945
2016-11-23,32.709999084472656
2016-11-25,32.66999816894531
2016-11-28,32.25
2016-11-29,33.2400016784668
2016-11-30,32.86000061035156
2016-12-01,33.34000015258789
2016-12-02,33.16999816894531
2016-12-05,33.7599983215332
2016-12-06,34.470001220703125
2016-12-07,35.08000183105469
2016-12-08,35.9900016784668
2016-12-09,36.310001373291016
2016-12-12,36.56999969482422
2016-12-13,35.81999969482422
2016-12-14,35.900001525878906
2016-12-15,36.060001373291016
2016-12-16,36.59000015258789
2016-12-19,36.27000045776367
2016-12-20,37.060001373291016
2016-12-21,35.34000015258789
2016-12-22,36.33000183105469
2016-12-23,36.13999938964844
2016-12-27,36.31999969482422
2016-12-28,36.61000061035156
2016-12-29,36.61000061035156
2016-12-30,36.599998474121094
2017-01-03,36.349998474121094
2017-01-04,36.540000915527344
2017-01-05,35.970001220703125
2017-01-06,34.68000030517578
2017-01-09,34.43000030517578
2017-01-10,34.650001525878906
2017-01-11,35.40999984741211
2017-01-12,34.9900016784668
2017-01-13,35.29999923706055
2017-01-17,34.290000915527344
2017-01-18,33.91999816894531
2017-01-19,33.29999923706055
2017-01-20,33.61000061035156
2017-01-23,33.470001220703125
2017-01-24,33.880001068115234
2017-01-25,34.5099983215332
2017-01-26,34.209999084472656
2017-01-27,34.29999923706055
2017-01-30,33.38999938964844
2017-01-31,33.22999954223633
2017-02-01,33.93000030517578
2017-02-02,32.970001220703125
2017-02-03,33.380001068115234
2017-02-06,33.2599983215332
2017-02-07,33.709999084472656
2017-02-08,33.380001068115234
2017-02-09,33.560001373291016
2017-02-10,33.709999084472656
2017-02-13,34.9900016784668
2017-02-14,34.529998779296875
2017-02-15,34.869998931884766
2017-02-16,38.40999984741211
2017-02-17,37.279998779296875
2017-02-21,36.790000915527344
2017-02-22,37.06999969482422
2017-02-23,37.150001525878906
2017-02-24,36.97999954223633
2017-02-27,36.540000915527344
2017-02-28,35.86000061035156
2017-03-01,37.0099983215332
2017-03-02,35.619998931884766
2017-03-03,36.290000915527344
2017-03-06,35.86000061035156
2017-03-07,35.52000045776367
2017-03-08,35.66999816894531
2017-03-09,35.349998474121094
2017-03-10,35.189998626708984
2017-03-13,35.040000915527344
2017-03-14,35.59000015258789
2017-03-15,35.97999954223633
2017-03-16,36.11000061035156
2017-03-17,36.130001068115234
2017-03-20,35.209999084472656
2017-03-21,35.06999969482422
2017-03-22,34.25
2017-03-23,34.72999954223633
2017-03-24,34.349998474121094
2017-03-27,34.650001525878906
2017-03-28,34.209999084472656
2017-03-29,34.70000076293945
2017-03-30,34.880001068115234
2017-03-31,35.33000183105469
2017-04-03,34.91999816894531
2017-04-04,35.13999938964844
2017-04-05,34.81999969482422
2017-04-06,35.099998474121094
2017-04-07,35.380001068115234
2017-04-10,35.54999923706055
2017-04-11,36.2400016784668
2017-04-12,36.189998626708984
2017-04-13,36.290000915527344
2017-04-17,36.650001525878906
2017-04-18,37.33000183105469
2017-04-19,36.86000061035156
2017-04-20,37.88999938964844
2017-04-21,37.90999984741211
2017-04-24,37.900001525878906
2017-04-25,38.0
2017-04-26,38.810001373291016
2017-04-27,37.56999969482422
2017-04-28,37.939998626708984
2017-05-01,37.279998779296875
2017-05-02,37.189998626708984
2017-05-03,36.529998779296875
2017-05-04,37.880001068115234
2017-05-05,34.150001525878906
2017-05-08,33.79999923706055
2017-05-09,33.95000076293945
2017-05-10,34.41999816894531
2017-05-11,34.91999816894531
2017-05-12,34.04999923706055
2017-05-15,34.16999816894531
2017-05-16,34.02000045776367
2017-05-17,33.31999969482422
2017-05-18,33.470001220703125
2017-05-19,33.470001220703125
2017-05-22,33.43000030517578
2017-05-23,33.72999954223633
2017-05-24,34.119998931884766
2017-05-25,33.72999954223633
2017-05-26,33.650001525878906
2017-05-30,33.47999954223633
2017-05-31,34.56999969482422
2017-06-01,34.81999969482422
2017-06-02,35.400001525878906
2017-06-05,34.09000015258789
2017-06-06,33.56999969482422
2017-06-07,33.36000061035156
2017-06-08,34.40999984741211
2017-06-09,35.459999084472656
2017-06-12,35.16999816894531
2017-06-13,35.130001068115234
2017-06-14,35.40999984741211
2017-06-15,35.86000061035156
2017-06-16,35.2599983215332
2017-06-19,35.689998626708984
2017-06-20,34.63999938964844
2017-06-21,34.130001068115234
2017-06-22,34.2400016784668
2017-06-23,34.72999954223633
2017-06-26,34.52000045776367
2017-06-27,34.34000015258789
2017-06-28,35.599998474121094
2017-06-29,35.88999938964844
2017-06-30,36.31999969482422
2017-07-03,36.7599983215332
2017-07-05,36.029998779296875
2017-07-06,35.630001068115234
2017-07-07,36.58000183105469
2017-07-10,36.029998779296875
2017-07-11,35.900001525878906
2017-07-12,36.34000015258789
2017-07-13,36.060001373291016
2017-07-14,35.810001373291016
2017-07-17,36.029998779296875
2017-07-18,35.72999954223633
2017-07-19,35.90999984741211
2017-07-20,35.83000183105469
2017-07-21,35.40999984741211
2017-07-24,35.459999084472656
2017-07-25,35.38999938964844
2017-07-26,34.63999938964844
2017-07-27,39.040000915527344
2017-07-28,39.4900016784668
2017-07-31,38.810001373291016
2017-08-01,38.529998779296875
2017-08-02,38.040000915527344
2017-08-03,37.45000076293945
2017-08-04,37.06999969482422
2017-08-07,36.869998931884766
2017-08-08,37.22999954223633
2017-08-09,37.189998626708984
2017-08-10,37.40999984741211
2017-08-11,36.47999954223633
2017-08-14,36.25
2017-08-15,36.290000915527344
2017-08-16,36.13999938964844
2017-08-17,35.15999984741211
2017-08-18,35.7599983215332
2017-08-21,36.58000183105469
2017-08-22,36.540000915527344
2017-08-23,35.869998931884766
2017-08-24,35.86000061035156
2017-08-25,35.66999816894531
2017-08-28,36.220001220703125
2017-08-29,35.869998931884766
2017-08-30,35.7599983215332
2017-08-31,37.529998779296875
2017-09-01,37.61000061035156
2017-09-05,37.34000015258789
2017-09-06,37.2400016784668
2017-09-07,36.900001525878906
2017-09-08,36.97999954223633
2017-09-11,36.9900016784668
2017-09-12,36.97999954223633
2017-09-13,37.040000915527344
2017-09-14,37.040000915527344
2017-09-15,38.279998779296875
2017-09-18,38.91999816894531
2017-09-19,39.27000045776367
2017-09-20,39.68000030517578
2017-09-21,39.40999984741211
2017-09-22,39.630001068115234
2017-09-25,39.70000076293945
2017-09-26,39.7599983215332
2017-09-27,40.189998626708984
2017-09-28,41.04999923706055
2017-09-29,41.04999923706055
2017-10-02,42.2400016784668
2017-10-03,42.7599983215332
2017-10-04,42.4900016784668
2017-10-05,42.720001220703125
2017-10-06,42.84000015258789
2017-10-09,42.7400016784668
2017-10-10,42.849998474121094
2017-10-11,42.56999969482422
2017-10-12,42.779998779296875
2017-10-13,43.20000076293945
2017-10-16,41.720001220703125
2017-10-17,42.7400016784668
2017-10-18,42.54999923706055
2017-10-19,42.150001525878906
2017-10-20,42.970001220703125
2017-10-23,42.31999969482422
2017-10-24,42.16999816894531
2017-10-25,41.5099983215332
2017-10-26,42.81999969482422
2017-10-27,42.43000030517578
2017-10-30,42.0
2017-10-31,42.2599983215332
2017-11-01,42.880001068115234
2017-11-02,43.58000183105469
2017-11-03,44.06999969482422
2017-11-06,43.209999084472656
2017-11-07,43.0099983215332
2017-11-08,43.5
2017-11-09,43.040000915527344
2017-11-10,44.060001373291016
2017-11-13,43.209999084472656
2017-11-14,42.88999938964844
2017-11-15,42.439998626708984
2017-11-16,45.84000015258789
2017-11-17,46.220001220703125
2017-11-20,45.79999923706055
2017-11-21,47.09000015258789
2017-11-22,46.02000045776367
2017-11-24,45.2400016784668
2017-11-27,45.63999938964844
2017-11-28,46.189998626708984
2017-11-29,46.029998779296875
2017-11-30,45.20000076293945
2017-12-01,45.18000030517578
2017-12-04,45.029998779296875
2017-12-05,45.290000915527344
2017-12-06,45.130001068115234
2017-12-07,44.88999938964844
2017-12-08,44.349998474121094
2017-12-11,44.720001220703125
2017-12-12,44.56999969482422
2017-12-13,44.15999984741211
