,FDUSG
2020-08-17,24.25
2020-08-18,24.25
2020-08-19,24.299999237060547
2020-08-20,24.579999923706055
2020-08-21,24.5
2020-08-24,24.149999618530273
2020-08-25,24.25
2020-08-26,24.309999465942383
2020-08-27,24.780000686645508
2020-08-28,24.549999237060547
2020-08-31,24.139999389648438
2020-09-01,24.139999389648438
2020-09-02,24.149999618530273
2020-09-03,24.152000427246094
2020-09-04,24.229999542236328
2020-09-08,24.25
2020-09-09,24.299999237060547
2020-09-10,24.489999771118164
2020-09-11,24.440000534057617
2020-09-14,24.3700008392334
2020-09-15,24.299999237060547
2020-09-16,24.329999923706055
2020-09-17,24.34000015258789
2020-09-18,24.149999618530273
2020-09-21,24.170000076293945
2020-09-22,24.049999237060547
2020-09-23,24.049999237060547
2020-09-24,24.049999237060547
2020-09-25,24.0
2020-09-28,24.135000228881836
2020-09-29,24.239999771118164
2020-09-30,24.280000686645508
2020-10-01,24.280000686645508
2020-10-02,24.450000762939453
2020-10-05,24.5
2020-10-06,24.649999618530273
2020-10-07,24.75
2020-10-08,24.799999237060547
2020-10-09,24.790000915527344
2020-10-12,24.770000457763672
2020-10-13,24.700000762939453
2020-10-14,24.600000381469727
2020-10-15,24.700000762939453
2020-10-16,24.899999618530273
2020-10-19,24.899999618530273
2020-10-20,24.8799991607666
2020-10-21,24.700000762939453
2020-10-22,25.0
2020-10-23,24.709999084472656
2020-10-26,24.709999084472656
2020-10-27,24.68000030517578
2020-10-28,24.649999618530273
2020-10-29,24.649999618530273
2020-10-30,24.600000381469727
2020-11-02,24.600000381469727
2020-11-03,24.399999618530273
2020-11-04,24.540000915527344
2020-11-05,24.594999313354492
2020-11-06,24.549999237060547
2020-11-09,24.5
2020-11-10,24.469999313354492
2020-11-11,24.81999969482422
2020-11-12,24.899999618530273
2020-11-13,24.809999465942383
2020-11-16,24.770000457763672
2020-11-17,24.799999237060547
2020-11-18,24.899999618530273
2020-11-19,24.799999237060547
2020-11-20,24.989999771118164
2020-11-23,25.219999313354492
2020-11-24,25.100000381469727
2020-11-25,25.010000228881836
2020-11-27,25.100000381469727
2020-11-30,25.0
2020-12-01,25.0
2020-12-02,25.229999542236328
2020-12-03,25.1299991607666
2020-12-04,25.010000228881836
2020-12-07,25.149999618530273
2020-12-08,25.229999542236328
2020-12-09,25.229999542236328
2020-12-10,25.229999542236328
2020-12-11,25.229999542236328
2020-12-14,25.115999221801758
2020-12-15,25.079999923706055
2020-12-16,25.190000534057617
2020-12-17,25.75
2020-12-18,25.40999984741211
2020-12-21,25.450000762939453
2020-12-22,25.5
2020-12-23,25.350000381469727
2020-12-24,25.309999465942383
2020-12-28,25.5
2020-12-29,25.316999435424805
2020-12-30,25.639999389648438
2020-12-31,25.450000762939453
2021-01-04,25.361000061035156
2021-01-05,25.799999237060547
2021-01-06,25.700000762939453
2021-01-07,25.65999984741211
2021-01-08,25.649999618530273
2021-01-11,25.464000701904297
2021-01-12,25.5
2021-01-13,25.5
2021-01-14,25.489999771118164
2021-01-15,25.350000381469727
2021-01-19,25.350000381469727
2021-01-20,25.39299964904785
2021-01-21,25.579999923706055
2021-01-22,25.447999954223633
2021-01-25,25.530000686645508
2021-01-26,25.579999923706055
2021-01-27,25.649999618530273
2021-01-28,25.75
2021-01-29,25.524999618530273
2021-02-01,25.670000076293945
2021-02-02,25.5
2021-02-03,25.5
2021-02-04,25.614999771118164
2021-02-05,25.59000015258789
2021-02-08,25.434999465942383
2021-02-09,25.690000534057617
2021-02-10,25.450000762939453
2021-02-11,25.450000762939453
2021-02-12,25.399999618530273
2021-02-16,25.375
2021-02-17,25.488000869750977
2021-02-18,25.510000228881836
2021-02-19,25.493999481201172
2021-02-22,25.618000030517578
2021-02-23,25.729999542236328
2021-02-24,25.729999542236328
2021-02-25,25.68000030517578
2021-02-26,25.559999465942383
2021-03-01,25.704999923706055
2021-03-02,25.704999923706055
2021-03-03,25.465999603271484
2021-03-04,25.700000762939453
2021-03-05,25.700000762939453
2021-03-08,25.700000762939453
2021-03-09,25.440000534057617
2021-03-10,25.5
2021-03-11,25.84000015258789
2021-03-12,25.583999633789062
2021-03-15,25.65999984741211
2021-03-16,25.65999984741211
2021-03-17,25.665000915527344
2021-03-18,25.594999313354492
2021-03-19,25.510000228881836
2021-03-22,25.559999465942383
2021-03-23,25.549999237060547
2021-03-24,25.549999237060547
2021-03-25,25.579999923706055
2021-03-26,25.579999923706055
2021-03-29,25.51300048828125
2021-03-30,25.51300048828125
2021-03-31,25.690000534057617
2021-04-01,25.690000534057617
2021-04-05,25.649999618530273
2021-04-06,25.75
2021-04-07,25.65999984741211
2021-04-08,25.739999771118164
2021-04-09,25.610000610351562
2021-04-12,25.760000228881836
2021-04-13,25.780000686645508
2021-04-14,25.549999237060547
2021-04-15,25.610000610351562
2021-04-16,25.641000747680664
2021-04-19,25.600000381469727
2021-04-20,25.600000381469727
2021-04-21,25.735000610351562
2021-04-22,25.735000610351562
2021-04-23,25.739999771118164
2021-04-26,25.739999771118164
2021-04-27,25.739999771118164
2021-04-28,25.743999481201172
2021-04-29,25.600000381469727
2021-04-30,25.559999465942383
2021-05-03,25.549999237060547
2021-05-04,25.479999542236328
2021-05-05,25.677000045776367
2021-05-06,25.58799934387207
2021-05-07,25.549999237060547
2021-05-10,25.5
2021-05-11,25.469999313354492
2021-05-12,25.459999084472656
2021-05-13,25.479999542236328
2021-05-14,25.54800033569336
