,EPAY
2014-10-01,27.06999969482422
2014-10-02,27.31999969482422
2014-10-03,27.34000015258789
2014-10-06,27.360000610351562
2014-10-07,26.639999389648438
2014-10-08,27.149999618530273
2014-10-09,26.56999969482422
2014-10-10,25.860000610351562
2014-10-13,26.280000686645508
2014-10-14,26.850000381469727
2014-10-15,27.219999313354492
2014-10-16,27.90999984741211
2014-10-17,27.510000228881836
2014-10-20,28.049999237060547
2014-10-21,28.639999389648438
2014-10-22,27.8799991607666
2014-10-23,28.450000762939453
2014-10-24,28.8799991607666
2014-10-27,29.010000228881836
2014-10-28,30.299999237060547
2014-10-29,29.860000610351562
2014-10-30,30.760000228881836
2014-10-31,25.09000015258789
2014-11-03,25.020000457763672
2014-11-04,24.610000610351562
2014-11-05,24.34000015258789
2014-11-06,25.0
2014-11-07,25.200000762939453
2014-11-10,25.459999084472656
2014-11-11,25.3799991607666
2014-11-12,25.690000534057617
2014-11-13,25.540000915527344
2014-11-14,25.709999084472656
2014-11-17,25.56999969482422
2014-11-18,25.479999542236328
2014-11-19,25.020000457763672
2014-11-20,24.860000610351562
2014-11-21,25.239999771118164
2014-11-24,25.229999542236328
2014-11-25,25.0
2014-11-26,24.829999923706055
2014-11-28,24.520000457763672
2014-12-01,24.309999465942383
2014-12-02,24.600000381469727
2014-12-03,24.329999923706055
2014-12-04,23.950000762939453
2014-12-05,24.0
2014-12-08,23.420000076293945
2014-12-09,23.68000030517578
2014-12-10,23.280000686645508
2014-12-11,23.399999618530273
2014-12-12,22.889999389648438
2014-12-15,22.520000457763672
2014-12-16,22.510000228881836
2014-12-17,22.84000015258789
2014-12-18,23.950000762939453
2014-12-19,24.389999389648438
2014-12-22,25.34000015258789
2014-12-23,25.270000457763672
2014-12-24,25.229999542236328
2014-12-26,25.549999237060547
2014-12-29,25.6200008392334
2014-12-30,25.579999923706055
2014-12-31,25.280000686645508
2015-01-02,25.350000381469727
2015-01-05,24.920000076293945
2015-01-06,24.940000534057617
2015-01-07,24.450000762939453
2015-01-08,24.770000457763672
2015-01-09,24.479999542236328
2015-01-12,23.559999465942383
2015-01-13,22.5
2015-01-14,21.139999389648438
2015-01-15,21.850000381469727
2015-01-16,23.329999923706055
2015-01-20,23.25
2015-01-21,23.139999389648438
2015-01-22,23.579999923706055
2015-01-23,23.610000610351562
2015-01-26,23.93000030517578
2015-01-27,23.6299991607666
2015-01-28,23.3799991607666
2015-01-29,23.84000015258789
2015-01-30,24.770000457763672
2015-02-02,24.989999771118164
2015-02-03,25.989999771118164
2015-02-04,25.950000762939453
2015-02-05,26.15999984741211
2015-02-06,26.40999984741211
2015-02-09,26.18000030517578
2015-02-10,26.18000030517578
2015-02-11,25.979999542236328
2015-02-12,26.43000030517578
2015-02-13,27.06999969482422
2015-02-17,26.719999313354492
2015-02-18,26.8799991607666
2015-02-19,27.020000457763672
2015-02-20,26.860000610351562
2015-02-23,26.84000015258789
2015-02-24,26.8799991607666
2015-02-25,27.31999969482422
2015-02-26,27.030000686645508
2015-02-27,26.479999542236328
2015-03-02,26.690000534057617
2015-03-03,26.549999237060547
2015-03-04,26.399999618530273
2015-03-05,26.850000381469727
2015-03-06,27.020000457763672
2015-03-09,26.670000076293945
2015-03-10,25.950000762939453
2015-03-11,25.969999313354492
2015-03-12,27.729999542236328
2015-03-13,27.540000915527344
2015-03-16,27.59000015258789
2015-03-17,27.770000457763672
2015-03-18,28.40999984741211
2015-03-19,28.81999969482422
2015-03-20,28.950000762939453
2015-03-23,29.309999465942383
2015-03-24,28.989999771118164
2015-03-25,27.93000030517578
2015-03-26,27.709999084472656
2015-03-27,27.700000762939453
2015-03-30,27.68000030517578
2015-03-31,27.3700008392334
2015-04-01,27.3799991607666
2015-04-02,27.3700008392334
2015-04-06,27.389999389648438
2015-04-07,27.1299991607666
2015-04-08,27.280000686645508
2015-04-09,27.31999969482422
2015-04-10,27.6299991607666
2015-04-13,27.479999542236328
2015-04-14,27.40999984741211
2015-04-15,27.8700008392334
2015-04-16,27.670000076293945
2015-04-17,26.790000915527344
2015-04-20,27.149999618530273
2015-04-21,27.420000076293945
2015-04-22,27.6299991607666
2015-04-23,27.75
2015-04-24,27.229999542236328
2015-04-27,27.110000610351562
2015-04-28,27.540000915527344
2015-04-29,27.59000015258789
2015-04-30,26.760000228881836
2015-05-01,26.399999618530273
2015-05-04,26.1200008392334
2015-05-05,26.200000762939453
2015-05-06,26.579999923706055
2015-05-07,26.719999313354492
2015-05-08,27.06999969482422
2015-05-11,27.510000228881836
2015-05-12,27.3700008392334
2015-05-13,27.700000762939453
2015-05-14,28.229999542236328
2015-05-15,28.18000030517578
2015-05-18,28.68000030517578
2015-05-19,28.510000228881836
2015-05-20,27.979999542236328
2015-05-21,27.690000534057617
2015-05-22,27.469999313354492
2015-05-26,26.469999313354492
2015-05-27,26.799999237060547
2015-05-28,26.700000762939453
2015-05-29,26.329999923706055
2015-06-01,26.399999618530273
2015-06-02,26.579999923706055
2015-06-03,27.40999984741211
2015-06-04,27.34000015258789
2015-06-05,27.5
2015-06-08,27.559999465942383
2015-06-09,27.260000228881836
2015-06-10,27.850000381469727
2015-06-11,27.68000030517578
2015-06-12,28.530000686645508
2015-06-15,28.059999465942383
2015-06-16,29.200000762939453
2015-06-17,28.600000381469727
2015-06-18,29.079999923706055
2015-06-19,28.84000015258789
2015-06-22,28.989999771118164
2015-06-23,28.979999542236328
2015-06-24,28.6299991607666
2015-06-25,28.68000030517578
2015-06-26,28.5
2015-06-29,27.65999984741211
2015-06-30,27.809999465942383
2015-07-01,27.940000534057617
2015-07-02,27.760000228881836
2015-07-06,27.770000457763672
2015-07-07,27.860000610351562
2015-07-08,27.889999389648438
2015-07-09,28.059999465942383
2015-07-10,28.149999618530273
2015-07-13,28.190000534057617
2015-07-14,28.43000030517578
2015-07-15,27.690000534057617
2015-07-16,28.420000076293945
2015-07-17,27.979999542236328
2015-07-20,28.1200008392334
2015-07-21,27.889999389648438
2015-07-22,28.299999237060547
2015-07-23,27.579999923706055
2015-07-24,26.860000610351562
2015-07-27,26.790000915527344
2015-07-28,26.940000534057617
2015-07-29,26.739999771118164
2015-07-30,27.40999984741211
2015-07-31,27.459999084472656
2015-08-03,26.829999923706055
2015-08-04,27.3799991607666
2015-08-05,27.110000610351562
2015-08-06,26.809999465942383
2015-08-07,26.959999084472656
2015-08-10,27.280000686645508
2015-08-11,26.049999237060547
2015-08-12,25.989999771118164
2015-08-13,25.68000030517578
2015-08-14,26.100000381469727
2015-08-17,26.6200008392334
2015-08-18,26.6200008392334
2015-08-19,26.360000610351562
2015-08-20,25.90999984741211
2015-08-21,25.459999084472656
2015-08-24,24.889999389648438
2015-08-25,24.579999923706055
2015-08-26,25.170000076293945
2015-08-27,26.670000076293945
2015-08-28,26.940000534057617
2015-08-31,26.739999771118164
2015-09-01,26.239999771118164
2015-09-02,26.360000610351562
2015-09-03,26.549999237060547
2015-09-04,26.299999237060547
2015-09-08,26.579999923706055
2015-09-09,26.229999542236328
2015-09-10,26.329999923706055
2015-09-11,26.34000015258789
2015-09-14,26.239999771118164
2015-09-15,26.5
2015-09-16,26.450000762939453
2015-09-17,26.540000915527344
2015-09-18,26.020000457763672
2015-09-21,26.360000610351562
2015-09-22,26.030000686645508
2015-09-23,25.889999389648438
2015-09-24,25.459999084472656
2015-09-25,25.229999542236328
2015-09-28,24.90999984741211
2015-09-29,24.729999542236328
2015-09-30,25.010000228881836
2015-10-01,24.06999969482422
2015-10-02,24.6200008392334
2015-10-05,25.610000610351562
2015-10-06,25.93000030517578
2015-10-07,26.200000762939453
2015-10-08,26.40999984741211
2015-10-09,26.68000030517578
2015-10-12,26.350000381469727
2015-10-13,25.90999984741211
2015-10-14,25.510000228881836
2015-10-15,25.729999542236328
2015-10-16,25.549999237060547
2015-10-19,25.610000610351562
2015-10-20,25.81999969482422
2015-10-21,25.520000457763672
2015-10-22,26.170000076293945
2015-10-23,26.56999969482422
2015-10-26,26.579999923706055
2015-10-27,26.510000228881836
2015-10-28,27.299999237060547
2015-10-29,27.0
2015-10-30,27.68000030517578
2015-11-02,28.020000457763672
2015-11-03,27.90999984741211
2015-11-04,28.190000534057617
2015-11-05,28.5
2015-11-06,28.709999084472656
2015-11-09,28.450000762939453
2015-11-10,28.399999618530273
2015-11-11,28.270000457763672
2015-11-12,28.209999084472656
2015-11-13,28.049999237060547
2015-11-16,28.579999923706055
2015-11-17,28.43000030517578
2015-11-18,28.959999084472656
2015-11-19,29.100000381469727
2015-11-20,29.3700008392334
2015-11-23,29.43000030517578
2015-11-24,29.8799991607666
2015-11-25,29.940000534057617
2015-11-27,30.049999237060547
2015-11-30,30.90999984741211
2015-12-01,31.34000015258789
2015-12-02,31.309999465942383
2015-12-03,30.809999465942383
2015-12-04,30.030000686645508
2015-12-07,29.719999313354492
2015-12-08,30.1200008392334
2015-12-09,29.610000610351562
2015-12-10,29.530000686645508
2015-12-11,28.950000762939453
2015-12-14,29.030000686645508
2015-12-15,29.3700008392334
2015-12-16,29.979999542236328
2015-12-17,29.8700008392334
2015-12-18,28.899999618530273
2015-12-21,29.3700008392334
2015-12-22,29.56999969482422
2015-12-23,29.65999984741211
2015-12-24,29.6299991607666
2015-12-28,30.170000076293945
2015-12-29,30.440000534057617
2015-12-30,29.790000915527344
2015-12-31,29.729999542236328
2016-01-04,28.68000030517578
2016-01-05,28.110000610351562
2016-01-06,28.020000457763672
2016-01-07,28.270000457763672
2016-01-08,28.729999542236328
2016-01-11,29.329999923706055
2016-01-12,29.329999923706055
2016-01-13,28.149999618530273
2016-01-14,29.31999969482422
2016-01-15,29.479999542236328
2016-01-19,28.520000457763672
2016-01-20,28.3700008392334
2016-01-21,27.489999771118164
2016-01-22,29.309999465942383
2016-01-25,29.479999542236328
2016-01-26,30.719999313354492
2016-01-27,30.65999984741211
2016-01-28,30.6299991607666
2016-01-29,28.81999969482422
2016-02-01,28.639999389648438
2016-02-02,27.5
2016-02-03,27.260000228881836
2016-02-04,27.049999237060547
2016-02-05,26.8799991607666
2016-02-08,25.969999313354492
2016-02-09,25.719999313354492
2016-02-10,26.350000381469727
2016-02-11,26.43000030517578
2016-02-12,26.579999923706055
2016-02-16,27.030000686645508
2016-02-17,27.709999084472656
2016-02-18,27.059999465942383
2016-02-19,27.690000534057617
2016-02-22,27.579999923706055
2016-02-23,27.219999313354492
2016-02-24,27.739999771118164
2016-02-25,28.1200008392334
2016-02-26,28.299999237060547
2016-02-29,28.209999084472656
2016-03-01,29.459999084472656
2016-03-02,29.299999237060547
2016-03-03,29.81999969482422
2016-03-04,29.899999618530273
2016-03-07,29.950000762939453
2016-03-08,29.3700008392334
2016-03-09,29.18000030517578
2016-03-10,28.450000762939453
2016-03-11,29.530000686645508
2016-03-14,28.979999542236328
2016-03-15,28.84000015258789
2016-03-16,28.979999542236328
2016-03-17,29.059999465942383
2016-03-18,29.6200008392334
2016-03-21,29.350000381469727
2016-03-22,29.239999771118164
2016-03-23,28.75
2016-03-24,29.1200008392334
2016-03-28,29.09000015258789
2016-03-29,30.260000228881836
2016-03-30,30.709999084472656
2016-03-31,30.489999771118164
2016-04-01,30.549999237060547
2016-04-04,31.020000457763672
2016-04-05,30.920000076293945
2016-04-06,30.649999618530273
2016-04-07,30.329999923706055
2016-04-08,30.40999984741211
2016-04-11,29.719999313354492
2016-04-12,29.959999084472656
2016-04-13,30.799999237060547
2016-04-14,30.440000534057617
2016-04-15,30.329999923706055
2016-04-18,30.84000015258789
2016-04-19,30.649999618530273
2016-04-20,30.610000610351562
2016-04-21,30.450000762939453
2016-04-22,30.979999542236328
2016-04-25,30.510000228881836
2016-04-26,30.799999237060547
2016-04-27,30.940000534057617
2016-04-28,30.459999084472656
2016-04-29,24.559999465942383
2016-05-02,24.81999969482422
2016-05-03,24.809999465942383
2016-05-04,24.5
2016-05-05,24.6200008392334
2016-05-06,24.739999771118164
2016-05-09,24.770000457763672
2016-05-10,25.020000457763672
2016-05-11,24.8799991607666
2016-05-12,24.81999969482422
2016-05-13,24.950000762939453
2016-05-16,25.09000015258789
2016-05-17,24.5
2016-05-18,24.790000915527344
2016-05-19,23.989999771118164
2016-05-20,24.15999984741211
2016-05-23,24.110000610351562
2016-05-24,24.6299991607666
2016-05-25,24.510000228881836
2016-05-26,24.850000381469727
2016-05-27,25.06999969482422
2016-05-31,25.059999465942383
2016-06-01,25.219999313354492
2016-06-02,25.389999389648438
2016-06-03,25.239999771118164
2016-06-06,25.530000686645508
2016-06-07,25.530000686645508
2016-06-08,25.469999313354492
2016-06-09,25.079999923706055
2016-06-10,24.729999542236328
2016-06-13,24.260000228881836
2016-06-14,24.31999969482422
2016-06-15,23.8700008392334
2016-06-16,23.420000076293945
2016-06-17,22.850000381469727
2016-06-20,23.139999389648438
2016-06-21,23.010000228881836
2016-06-22,22.989999771118164
2016-06-23,23.030000686645508
2016-06-24,22.010000228881836
2016-06-27,20.540000915527344
2016-06-28,20.989999771118164
2016-06-29,21.31999969482422
2016-06-30,21.530000686645508
2016-07-01,21.90999984741211
2016-07-05,21.389999389648438
2016-07-06,21.25
2016-07-07,21.260000228881836
2016-07-08,21.469999313354492
2016-07-11,21.940000534057617
2016-07-12,22.100000381469727
2016-07-13,22.100000381469727
2016-07-14,22.219999313354492
2016-07-15,22.170000076293945
2016-07-18,21.899999618530273
2016-07-19,21.59000015258789
2016-07-20,21.56999969482422
2016-07-21,21.280000686645508
2016-07-22,21.389999389648438
2016-07-25,21.139999389648438
2016-07-26,20.979999542236328
2016-07-27,20.950000762939453
2016-07-28,21.139999389648438
2016-07-29,21.110000610351562
2016-08-01,21.459999084472656
2016-08-02,20.829999923706055
2016-08-03,20.850000381469727
2016-08-04,20.81999969482422
2016-08-05,21.049999237060547
2016-08-08,20.950000762939453
2016-08-09,20.950000762939453
2016-08-10,21.43000030517578
2016-08-11,21.280000686645508
2016-08-12,20.899999618530273
2016-08-15,21.270000457763672
2016-08-16,20.610000610351562
2016-08-17,20.459999084472656
2016-08-18,18.799999237060547
2016-08-19,19.09000015258789
2016-08-22,19.15999984741211
2016-08-23,19.760000228881836
2016-08-24,19.920000076293945
2016-08-25,20.81999969482422
2016-08-26,23.389999389648438
2016-08-29,22.950000762939453
2016-08-30,22.790000915527344
2016-08-31,23.09000015258789
2016-09-01,23.309999465942383
2016-09-02,23.979999542236328
2016-09-06,23.729999542236328
2016-09-07,23.700000762939453
2016-09-08,23.649999618530273
2016-09-09,23.229999542236328
2016-09-12,23.90999984741211
2016-09-13,23.309999465942383
2016-09-14,22.8799991607666
2016-09-15,22.93000030517578
2016-09-16,23.31999969482422
2016-09-19,23.1200008392334
2016-09-20,22.959999084472656
2016-09-21,23.31999969482422
2016-09-22,23.3799991607666
2016-09-23,23.170000076293945
2016-09-26,22.690000534057617
2016-09-27,23.31999969482422
2016-09-28,23.420000076293945
2016-09-29,23.290000915527344
2016-09-30,23.309999465942383
2016-10-03,22.93000030517578
2016-10-04,22.780000686645508
2016-10-05,23.110000610351562
2016-10-06,23.190000534057617
2016-10-07,22.690000534057617
2016-10-10,22.889999389648438
2016-10-11,22.239999771118164
2016-10-12,22.479999542236328
2016-10-13,22.1200008392334
2016-10-14,22.149999618530273
2016-10-17,22.040000915527344
2016-10-18,22.3799991607666
2016-10-19,22.600000381469727
2016-10-20,22.469999313354492
2016-10-21,22.700000762939453
2016-10-24,22.8799991607666
2016-10-25,22.770000457763672
2016-10-26,22.649999618530273
2016-10-27,22.440000534057617
2016-10-28,22.670000076293945
2016-10-31,22.690000534057617
2016-11-01,22.299999237060547
2016-11-02,21.979999542236328
2016-11-03,22.200000762939453
2016-11-04,22.209999084472656
2016-11-07,22.3700008392334
2016-11-08,22.489999771118164
2016-11-09,23.3700008392334
2016-11-10,23.700000762939453
2016-11-11,24.299999237060547
2016-11-14,23.850000381469727
2016-11-15,24.290000915527344
2016-11-16,24.350000381469727
2016-11-17,24.809999465942383
2016-11-18,24.940000534057617
2016-11-21,24.979999542236328
2016-11-22,24.860000610351562
2016-11-23,24.8700008392334
2016-11-25,25.040000915527344
2016-11-28,24.790000915527344
2016-11-29,24.75
2016-11-30,25.059999465942383
2016-12-01,24.350000381469727
2016-12-02,24.049999237060547
2016-12-05,24.780000686645508
2016-12-06,24.940000534057617
2016-12-07,24.959999084472656
2016-12-08,25.31999969482422
2016-12-09,25.079999923706055
2016-12-12,24.540000915527344
2016-12-13,24.760000228881836
2016-12-14,24.18000030517578
2016-12-15,24.229999542236328
2016-12-16,24.40999984741211
2016-12-19,24.360000610351562
2016-12-20,25.110000610351562
2016-12-21,25.209999084472656
2016-12-22,24.760000228881836
2016-12-23,24.969999313354492
2016-12-27,25.40999984741211
2016-12-28,25.09000015258789
2016-12-29,25.079999923706055
2016-12-30,25.020000457763672
2017-01-03,25.5
2017-01-04,25.65999984741211
2017-01-05,25.75
2017-01-06,25.479999542236328
2017-01-09,25.190000534057617
2017-01-10,25.389999389648438
2017-01-11,25.510000228881836
2017-01-12,25.25
2017-01-13,25.329999923706055
2017-01-17,25.100000381469727
2017-01-18,25.469999313354492
2017-01-19,25.450000762939453
2017-01-20,25.3799991607666
2017-01-23,25.399999618530273
2017-01-24,25.68000030517578
2017-01-25,25.760000228881836
2017-01-26,25.739999771118164
2017-01-27,25.770000457763672
2017-01-30,25.639999389648438
2017-01-31,25.719999313354492
2017-02-01,25.520000457763672
2017-02-02,26.56999969482422
2017-02-03,26.989999771118164
2017-02-06,26.5
2017-02-07,26.309999465942383
2017-02-08,25.950000762939453
2017-02-09,26.280000686645508
2017-02-10,26.31999969482422
2017-02-13,26.049999237060547
2017-02-14,26.079999923706055
2017-02-15,26.0
2017-02-16,25.719999313354492
2017-02-17,25.549999237060547
2017-02-21,25.770000457763672
2017-02-22,25.799999237060547
2017-02-23,25.56999969482422
2017-02-24,25.729999542236328
2017-02-27,25.860000610351562
2017-02-28,24.950000762939453
2017-03-01,24.959999084472656
2017-03-02,25.309999465942383
2017-03-03,24.889999389648438
2017-03-06,24.829999923706055
2017-03-07,24.5
2017-03-08,24.469999313354492
2017-03-09,24.420000076293945
2017-03-10,24.59000015258789
2017-03-13,24.709999084472656
2017-03-14,24.219999313354492
2017-03-15,24.56999969482422
2017-03-16,24.579999923706055
2017-03-17,24.649999618530273
2017-03-20,24.489999771118164
2017-03-21,23.639999389648438
2017-03-22,23.510000228881836
2017-03-23,23.969999313354492
2017-03-24,23.920000076293945
2017-03-27,23.709999084472656
2017-03-28,23.530000686645508
2017-03-29,23.610000610351562
2017-03-30,23.579999923706055
2017-03-31,23.649999618530273
2017-04-03,23.270000457763672
2017-04-04,22.860000610351562
2017-04-05,22.56999969482422
2017-04-06,22.360000610351562
2017-04-07,22.3799991607666
2017-04-10,22.15999984741211
2017-04-11,22.200000762939453
2017-04-12,21.950000762939453
2017-04-13,21.739999771118164
2017-04-17,21.959999084472656
2017-04-18,22.360000610351562
2017-04-19,22.350000381469727
2017-04-20,22.309999465942383
2017-04-21,22.420000076293945
2017-04-24,22.459999084472656
2017-04-25,22.600000381469727
2017-04-26,22.700000762939453
2017-04-27,22.940000534057617
2017-04-28,23.299999237060547
2017-05-01,24.139999389648438
2017-05-02,24.34000015258789
2017-05-03,24.479999542236328
2017-05-04,24.709999084472656
2017-05-05,25.18000030517578
2017-05-08,25.15999984741211
2017-05-09,25.610000610351562
2017-05-10,25.790000915527344
2017-05-11,25.760000228881836
2017-05-12,25.6299991607666
2017-05-15,25.600000381469727
2017-05-16,25.450000762939453
2017-05-17,24.90999984741211
2017-05-18,24.579999923706055
2017-05-19,24.68000030517578
2017-05-22,24.899999618530273
2017-05-23,24.889999389648438
2017-05-24,25.200000762939453
2017-05-25,25.079999923706055
2017-05-26,25.059999465942383
2017-05-30,24.84000015258789
2017-05-31,25.010000228881836
2017-06-01,25.700000762939453
2017-06-02,25.940000534057617
2017-06-05,26.079999923706055
2017-06-06,26.100000381469727
2017-06-07,26.15999984741211
2017-06-08,26.149999618530273
2017-06-09,26.200000762939453
2017-06-12,26.25
2017-06-13,26.079999923706055
2017-06-14,25.559999465942383
2017-06-15,25.350000381469727
2017-06-16,24.780000686645508
2017-06-19,24.81999969482422
2017-06-20,25.299999237060547
2017-06-21,25.81999969482422
2017-06-22,26.1299991607666
2017-06-23,26.43000030517578
2017-06-26,26.06999969482422
2017-06-27,25.799999237060547
2017-06-28,25.959999084472656
2017-06-29,25.40999984741211
2017-06-30,25.690000534057617
2017-07-03,25.139999389648438
2017-07-05,25.239999771118164
2017-07-06,25.209999084472656
2017-07-07,25.780000686645508
2017-07-10,25.690000534057617
2017-07-11,26.510000228881836
2017-07-12,27.079999923706055
2017-07-13,27.190000534057617
2017-07-14,27.270000457763672
2017-07-17,28.520000457763672
2017-07-18,28.65999984741211
2017-07-19,28.65999984741211
2017-07-20,28.5
2017-07-21,28.459999084472656
2017-07-24,28.510000228881836
2017-07-25,28.719999313354492
2017-07-26,28.31999969482422
2017-07-27,28.020000457763672
2017-07-28,28.219999313354492
2017-07-31,28.479999542236328
2017-08-01,28.360000610351562
2017-08-02,27.329999923706055
2017-08-03,27.469999313354492
2017-08-04,27.6200008392334
2017-08-07,27.950000762939453
2017-08-08,28.6200008392334
2017-08-09,28.360000610351562
2017-08-10,27.920000076293945
2017-08-11,29.979999542236328
2017-08-14,30.34000015258789
2017-08-15,29.31999969482422
2017-08-16,29.459999084472656
2017-08-17,28.90999984741211
2017-08-18,28.959999084472656
2017-08-21,28.969999313354492
2017-08-22,29.149999618530273
2017-08-23,28.84000015258789
2017-08-24,29.020000457763672
2017-08-25,29.049999237060547
2017-08-28,29.469999313354492
2017-08-29,29.670000076293945
2017-08-30,30.0
2017-08-31,30.309999465942383
2017-09-01,30.6200008392334
2017-09-05,30.110000610351562
2017-09-06,30.170000076293945
2017-09-07,30.709999084472656
2017-09-08,30.719999313354492
2017-09-11,31.059999465942383
2017-09-12,31.149999618530273
2017-09-13,30.989999771118164
2017-09-14,30.950000762939453
2017-09-15,30.530000686645508
2017-09-18,30.850000381469727
2017-09-19,31.350000381469727
2017-09-20,31.59000015258789
2017-09-21,31.799999237060547
2017-09-22,31.81999969482422
2017-09-25,31.59000015258789
2017-09-26,31.790000915527344
2017-09-27,31.860000610351562
2017-09-28,32.0099983215332
2017-09-29,31.829999923706055
2017-10-02,32.130001068115234
2017-10-03,32.54999923706055
2017-10-04,32.7599983215332
2017-10-05,32.97999954223633
2017-10-06,33.349998474121094
2017-10-09,33.349998474121094
2017-10-10,33.41999816894531
2017-10-11,32.65999984741211
2017-10-12,33.08000183105469
2017-10-13,33.11000061035156
2017-10-16,32.709999084472656
2017-10-17,32.630001068115234
2017-10-18,32.91999816894531
2017-10-19,32.83000183105469
2017-10-20,33.08000183105469
2017-10-23,32.93000030517578
2017-10-24,32.84000015258789
2017-10-25,32.900001525878906
2017-10-26,33.15999984741211
2017-10-27,32.70000076293945
2017-10-30,32.40999984741211
2017-10-31,32.560001373291016
2017-11-01,32.209999084472656
2017-11-02,32.15999984741211
2017-11-03,34.29999923706055
2017-11-06,33.81999969482422
2017-11-07,33.25
2017-11-08,33.689998626708984
2017-11-09,33.29999923706055
2017-11-10,33.369998931884766
2017-11-13,33.04999923706055
2017-11-14,33.150001525878906
2017-11-15,32.849998474121094
2017-11-16,33.4900016784668
2017-11-17,33.029998779296875
2017-11-20,33.54999923706055
2017-11-21,33.529998779296875
2017-11-22,33.560001373291016
2017-11-24,34.0099983215332
2017-11-27,33.810001373291016
2017-11-28,34.099998474121094
2017-11-29,33.040000915527344
2017-11-30,33.33000183105469
2017-12-01,33.540000915527344
2017-12-04,32.9900016784668
2017-12-05,33.369998931884766
2017-12-06,33.84000015258789
2017-12-07,33.68000030517578
2017-12-08,33.779998779296875
2017-12-11,33.86000061035156
2017-12-12,33.7400016784668
2017-12-13,34.68000030517578
2017-12-14,34.560001373291016
2017-12-15,35.650001525878906
2017-12-18,35.56999969482422
2017-12-19,35.310001373291016
2017-12-20,34.939998626708984
2017-12-21,34.97999954223633
2017-12-22,34.65999984741211
2017-12-26,34.27000045776367
2017-12-27,34.59000015258789
2017-12-28,34.79999923706055
2017-12-29,34.68000030517578
2018-01-02,34.540000915527344
2018-01-03,34.56999969482422
2018-01-04,35.439998626708984
2018-01-05,35.880001068115234
2018-01-08,36.34000015258789
2018-01-09,36.290000915527344
2018-01-10,35.689998626708984
2018-01-11,36.2400016784668
2018-01-12,36.27000045776367
2018-01-16,36.38999938964844
2018-01-17,36.86000061035156
2018-01-18,36.16999816894531
2018-01-19,36.75
2018-01-22,36.97999954223633
2018-01-23,37.099998474121094
2018-01-24,37.09000015258789
2018-01-25,37.02000045776367
2018-01-26,37.16999816894531
2018-01-29,37.290000915527344
2018-01-30,36.52000045776367
2018-01-31,36.5
2018-02-01,36.689998626708984
2018-02-02,37.560001373291016
2018-02-05,36.02000045776367
2018-02-06,36.18000030517578
2018-02-07,35.81999969482422
2018-02-08,35.470001220703125
2018-02-09,35.439998626708984
2018-02-12,35.7599983215332
2018-02-13,36.290000915527344
2018-02-14,36.959999084472656
2018-02-15,37.34000015258789
2018-02-16,37.130001068115234
2018-02-20,37.27000045776367
2018-02-21,37.09000015258789
2018-02-22,37.33000183105469
2018-02-23,37.59000015258789
2018-02-26,37.90999984741211
2018-02-27,38.08000183105469
2018-02-28,37.97999954223633
2018-03-01,37.40999984741211
2018-03-02,38.38999938964844
2018-03-05,38.79999923706055
2018-03-06,39.150001525878906
2018-03-07,39.11000061035156
2018-03-08,39.22999954223633
2018-03-09,39.77000045776367
2018-03-12,39.540000915527344
2018-03-13,39.189998626708984
2018-03-14,38.709999084472656
2018-03-15,38.90999984741211
2018-03-16,38.900001525878906
2018-03-19,38.720001220703125
2018-03-20,38.54999923706055
2018-03-21,38.439998626708984
2018-03-22,38.34000015258789
2018-03-23,37.66999816894531
2018-03-26,38.43000030517578
2018-03-27,37.68000030517578
2018-03-28,37.84000015258789
2018-03-29,38.75
2018-04-02,38.25
2018-04-03,38.88999938964844
2018-04-04,39.099998474121094
2018-04-05,39.380001068115234
2018-04-06,39.08000183105469
2018-04-09,39.16999816894531
2018-04-10,39.189998626708984
2018-04-11,38.790000915527344
2018-04-12,38.959999084472656
2018-04-13,39.31999969482422
2018-04-16,40.11000061035156
2018-04-17,40.56999969482422
2018-04-18,40.2599983215332
2018-04-19,40.279998779296875
2018-04-20,40.11000061035156
2018-04-23,40.130001068115234
2018-04-24,39.88999938964844
2018-04-25,39.439998626708984
2018-04-26,39.529998779296875
2018-04-27,39.349998474121094
2018-04-30,39.52000045776367
2018-05-01,39.58000183105469
2018-05-02,39.5
2018-05-03,39.72999954223633
2018-05-04,43.0099983215332
2018-05-07,42.810001373291016
2018-05-08,43.349998474121094
2018-05-09,44.349998474121094
2018-05-10,44.79999923706055
2018-05-11,44.95000076293945
2018-05-14,44.59000015258789
2018-05-15,44.54999923706055
2018-05-16,45.130001068115234
2018-05-17,46.0
2018-05-18,46.209999084472656
2018-05-21,46.25
2018-05-22,46.5
2018-05-23,47.0
2018-05-24,47.349998474121094
2018-05-25,47.5099983215332
2018-05-29,48.0
2018-05-30,48.38999938964844
2018-05-31,47.560001373291016
2018-06-01,48.459999084472656
2018-06-04,49.22999954223633
2018-06-05,49.0
2018-06-06,49.9900016784668
2018-06-07,49.220001220703125
2018-06-08,49.939998626708984
2018-06-11,49.709999084472656
2018-06-12,49.650001525878906
2018-06-13,48.97999954223633
2018-06-14,49.20000076293945
2018-06-15,48.5
2018-06-18,49.119998931884766
2018-06-19,48.79999923706055
2018-06-20,49.79999923706055
2018-06-21,49.84000015258789
2018-06-22,50.0
2018-06-25,49.560001373291016
2018-06-26,50.40999984741211
2018-06-27,48.97999954223633
2018-06-28,50.709999084472656
