,BRLIU
2020-10-27,10.239999771118164
2020-10-28,10.149999618530273
2020-10-29,10.149999618530273
2020-10-30,10.149999618530273
2020-11-02,10.149999618530273
2020-11-03,10.149999618530273
2020-11-04,10.149999618530273
2020-11-05,10.149999618530273
2020-11-06,10.149999618530273
2020-11-09,10.149999618530273
2020-11-10,10.149999618530273
2020-11-11,10.15999984741211
2020-11-12,10.15999984741211
2020-11-13,10.15999984741211
2020-11-16,10.180000305175781
2020-11-17,10.109999656677246
2020-11-18,10.170000076293945
2020-11-19,10.1899995803833
2020-11-20,10.270000457763672
2020-11-23,10.270000457763672
2020-11-24,10.300000190734863
2020-11-25,10.350000381469727
2020-11-27,10.5
2020-11-30,10.5
2020-12-01,10.630000114440918
2020-12-02,10.510000228881836
2020-12-03,10.6899995803833
2020-12-04,10.75
2020-12-07,10.75
2020-12-08,10.75
2020-12-09,10.75
2020-12-10,10.75
2020-12-11,10.75
2020-12-14,10.8149995803833
2020-12-15,10.812999725341797
2020-12-16,10.812999725341797
2020-12-17,10.829999923706055
2020-12-18,10.911999702453613
2020-12-21,10.911999702453613
2020-12-22,11.0
2020-12-23,11.0
2020-12-24,11.0
2020-12-28,10.960000038146973
2020-12-29,10.960000038146973
2020-12-30,10.9399995803833
2020-12-31,10.949999809265137
2021-01-04,10.949999809265137
2021-01-05,10.949999809265137
2021-01-06,10.949999809265137
2021-01-07,11.100000381469727
2021-01-08,11.149999618530273
2021-01-11,11.100000381469727
2021-01-12,11.100000381469727
2021-01-13,11.100000381469727
2021-01-14,11.449999809265137
2021-01-15,11.449999809265137
2021-01-19,11.460000038146973
2021-01-20,11.399999618530273
2021-01-21,11.399999618530273
2021-01-22,11.399999618530273
2021-01-25,11.4399995803833
2021-01-26,11.369999885559082
2021-01-27,11.369999885559082
2021-01-28,10.920000076293945
2021-01-29,10.920000076293945
2021-02-01,10.920000076293945
2021-02-02,11.3100004196167
2021-02-03,11.329999923706055
2021-02-04,11.329999923706055
2021-02-05,11.329999923706055
2021-02-08,11.569999694824219
2021-02-09,11.619999885559082
2021-02-10,11.619999885559082
2021-02-11,11.579999923706055
2021-02-12,11.579999923706055
2021-02-16,11.579999923706055
2021-02-17,11.579999923706055
2021-02-18,11.609999656677246
2021-02-19,11.609999656677246
2021-02-22,11.609999656677246
2021-02-23,11.609999656677246
2021-02-24,11.609999656677246
2021-02-25,11.609999656677246
2021-02-26,11.609999656677246
2021-03-01,11.550000190734863
2021-03-02,11.1899995803833
2021-03-03,11.1899995803833
2021-03-04,10.6899995803833
2021-03-05,11.449000358581543
2021-03-08,10.949999809265137
2021-03-09,10.859999656677246
2021-03-10,10.850000381469727
2021-03-11,10.829999923706055
2021-03-12,10.899999618530273
2021-03-15,10.899999618530273
2021-03-16,10.819999694824219
2021-03-17,10.720000267028809
2021-03-18,10.720000267028809
2021-03-19,10.720000267028809
2021-03-22,10.720000267028809
2021-03-23,10.720000267028809
2021-03-24,10.720000267028809
2021-03-25,10.720000267028809
2021-03-26,10.720000267028809
2021-03-29,10.720000267028809
2021-03-30,10.720000267028809
2021-03-31,10.720000267028809
2021-04-01,10.720000267028809
2021-04-05,10.720000267028809
2021-04-06,10.720000267028809
2021-04-07,10.5
2021-04-08,10.5
2021-04-09,10.5
2021-04-12,10.5
2021-04-13,10.550000190734863
2021-04-14,10.699999809265137
2021-04-15,10.699999809265137
2021-04-16,10.699999809265137
2021-04-19,10.5
2021-04-20,10.5
2021-04-21,10.5
2021-04-22,10.5
2021-04-23,10.75
2021-04-26,10.75
2021-04-27,10.649999618530273
2021-04-28,10.649999618530273
2021-04-29,10.649999618530273
2021-04-30,10.649999618530273
2021-05-03,10.649999618530273
2021-05-04,10.649999618530273
2021-05-05,10.649999618530273
2021-05-06,10.649999618530273
2021-05-07,10.649999618530273
2021-05-10,10.649999618530273
2021-05-11,10.649999618530273
2021-05-12,10.649999618530273
2021-05-13,10.649999618530273
2021-05-14,10.649999618530273
