,EDIT
2019-11-04,21.030000686645508
2019-11-05,21.229999542236328
2019-11-06,20.43000030517578
2019-11-07,20.90999984741211
2019-11-08,20.489999771118164
2019-11-11,20.389999389648438
2019-11-12,22.31999969482422
2019-11-13,22.989999771118164
2019-11-14,22.65999984741211
2019-11-15,22.860000610351562
2019-11-18,23.149999618530273
2019-11-19,24.959999084472656
2019-11-20,24.190000534057617
2019-11-21,24.40999984741211
2019-11-22,24.360000610351562
2019-11-25,27.18000030517578
2019-11-26,28.3799991607666
2019-11-27,29.229999542236328
2019-11-29,30.280000686645508
2019-12-02,29.899999618530273
2019-12-03,30.290000915527344
2019-12-04,30.770000457763672
2019-12-05,30.389999389648438
2019-12-06,30.920000076293945
2019-12-09,30.31999969482422
2019-12-10,30.690000534057617
2019-12-11,29.579999923706055
2019-12-12,30.1299991607666
2019-12-13,29.899999618530273
2019-12-16,31.1299991607666
2019-12-17,31.334999084472656
2019-12-18,32.06999969482422
2019-12-19,32.16999816894531
2019-12-20,31.889999389648438
2019-12-23,32.2400016784668
2019-12-24,32.630001068115234
2019-12-26,32.04999923706055
2019-12-27,30.459999084472656
2019-12-30,29.5
2019-12-31,29.610000610351562
2020-01-02,29.440000534057617
2020-01-03,29.0
2020-01-06,29.729999542236328
2020-01-07,29.959999084472656
2020-01-08,30.989999771118164
2020-01-09,30.649999618530273
2020-01-10,30.68000030517578
2020-01-13,31.15999984741211
2020-01-14,32.5099983215332
2020-01-15,32.779998779296875
2020-01-16,32.02000045776367
2020-01-17,30.639999389648438
2020-01-21,29.93000030517578
2020-01-22,30.040000915527344
2020-01-23,28.969999313354492
2020-01-24,28.350000381469727
2020-01-27,27.969999313354492
2020-01-28,28.239999771118164
2020-01-29,27.799999237060547
2020-01-30,26.84000015258789
2020-01-31,26.43000030517578
2020-02-03,27.139999389648438
2020-02-04,28.3700008392334
2020-02-05,28.639999389648438
2020-02-06,28.049999237060547
2020-02-07,26.350000381469727
2020-02-10,27.90999984741211
2020-02-11,26.989999771118164
2020-02-12,26.860000610351562
2020-02-13,26.84000015258789
2020-02-14,26.81999969482422
2020-02-18,26.90999984741211
2020-02-19,26.540000915527344
2020-02-20,26.299999237060547
2020-02-21,24.729999542236328
2020-02-24,23.690000534057617
2020-02-25,22.479999542236328
2020-02-26,22.40999984741211
2020-02-27,20.979999542236328
2020-02-28,22.18000030517578
2020-03-02,22.719999313354492
2020-03-03,21.959999084472656
2020-03-04,23.010000228881836
2020-03-05,25.149999618530273
2020-03-06,23.969999313354492
2020-03-09,21.280000686645508
2020-03-10,21.709999084472656
2020-03-11,20.270000457763672
2020-03-12,17.760000228881836
2020-03-13,19.350000381469727
2020-03-16,14.880000114440918
2020-03-17,16.780000686645508
2020-03-18,18.290000915527344
2020-03-19,20.0
2020-03-20,19.079999923706055
2020-03-23,19.579999923706055
2020-03-24,21.700000762939453
2020-03-25,20.84000015258789
2020-03-26,21.0
2020-03-27,19.959999084472656
2020-03-30,20.25
2020-03-31,19.829999923706055
2020-04-01,18.5
2020-04-02,19.979999542236328
2020-04-03,19.559999465942383
2020-04-06,21.350000381469727
2020-04-07,21.1200008392334
2020-04-08,20.610000610351562
2020-04-09,22.1299991607666
2020-04-13,22.350000381469727
2020-04-14,23.309999465942383
2020-04-15,22.530000686645508
2020-04-16,23.25
2020-04-17,24.0
2020-04-20,24.81999969482422
2020-04-21,23.639999389648438
2020-04-22,24.31999969482422
2020-04-23,24.049999237060547
2020-04-24,25.010000228881836
2020-04-27,25.399999618530273
2020-04-28,24.56999969482422
2020-04-29,24.299999237060547
2020-04-30,23.1200008392334
2020-05-01,22.200000762939453
2020-05-04,24.940000534057617
2020-05-05,25.600000381469727
2020-05-06,25.010000228881836
2020-05-07,24.100000381469727
2020-05-08,24.709999084472656
2020-05-11,27.43000030517578
2020-05-12,25.475000381469727
2020-05-13,24.510000228881836
2020-05-14,24.329999923706055
2020-05-15,26.280000686645508
2020-05-18,27.059999465942383
2020-05-19,27.06999969482422
2020-05-20,28.559999465942383
2020-05-21,29.280000686645508
2020-05-22,30.100000381469727
2020-05-26,27.40999984741211
2020-05-27,27.860000610351562
2020-05-28,27.290000915527344
2020-05-29,27.06999969482422
2020-06-01,27.420000076293945
2020-06-02,28.219999313354492
2020-06-03,27.459999084472656
2020-06-04,27.040000915527344
2020-06-05,26.65999984741211
2020-06-08,27.1200008392334
2020-06-09,26.809999465942383
2020-06-10,27.489999771118164
2020-06-11,25.010000228881836
2020-06-12,26.989999771118164
2020-06-15,28.940000534057617
2020-06-16,30.8799991607666
2020-06-17,29.889999389648438
2020-06-18,32.45000076293945
2020-06-19,32.15999984741211
2020-06-22,33.189998626708984
2020-06-23,34.34000015258789
2020-06-24,30.729999542236328
2020-06-25,31.40999984741211
2020-06-26,28.920000076293945
2020-06-29,29.34000015258789
2020-06-30,29.579999923706055
2020-07-01,30.850000381469727
2020-07-02,30.530000686645508
2020-07-06,30.68000030517578
2020-07-07,32.16999816894531
2020-07-08,34.630001068115234
2020-07-09,34.4900016784668
2020-07-10,32.875
2020-07-13,31.479999542236328
2020-07-14,31.6200008392334
2020-07-15,32.619998931884766
2020-07-16,32.209999084472656
2020-07-17,32.22999954223633
2020-07-20,32.560001373291016
2020-07-21,30.31999969482422
2020-07-22,30.200000762939453
2020-07-23,30.329999923706055
2020-07-24,29.8799991607666
2020-07-27,31.700000762939453
2020-07-28,30.200000762939453
2020-07-29,30.040000915527344
2020-07-30,30.6299991607666
2020-07-31,29.360000610351562
2020-08-03,31.56999969482422
2020-08-04,31.8799991607666
2020-08-05,32.4900016784668
2020-08-06,36.84000015258789
2020-08-07,34.709999084472656
2020-08-10,35.5099983215332
2020-08-11,34.189998626708984
2020-08-12,34.75
2020-08-13,35.31999969482422
2020-08-14,34.91999816894531
2020-08-17,36.650001525878906
2020-08-18,37.15999984741211
2020-08-19,36.970001220703125
2020-08-20,36.7599983215332
2020-08-21,36.08000183105469
2020-08-24,34.22999954223633
2020-08-25,35.02000045776367
2020-08-26,34.630001068115234
2020-08-27,34.41999816894531
2020-08-28,34.959999084472656
2020-08-31,35.22999954223633
2020-09-01,35.029998779296875
2020-09-02,36.15999984741211
2020-09-03,31.940000534057617
2020-09-04,30.469999313354492
2020-09-08,29.25
2020-09-09,30.950000762939453
2020-09-10,30.399999618530273
2020-09-11,29.989999771118164
2020-09-14,31.329999923706055
2020-09-15,31.899999618530273
2020-09-16,33.220001220703125
2020-09-17,32.70000076293945
2020-09-18,33.900001525878906
2020-09-21,32.34000015258789
2020-09-22,32.7599983215332
2020-09-23,31.450000762939453
2020-09-24,29.079999923706055
2020-09-25,29.40999984741211
2020-09-28,29.139999389648438
2020-09-29,29.040000915527344
2020-09-30,28.059999465942383
2020-10-01,28.170000076293945
2020-10-02,27.06999969482422
2020-10-05,29.139999389648438
2020-10-06,28.760000228881836
2020-10-07,31.040000915527344
2020-10-08,30.709999084472656
2020-10-09,33.09000015258789
2020-10-12,32.220001220703125
2020-10-13,32.77000045776367
2020-10-14,32.15999984741211
2020-10-15,32.25
2020-10-16,33.65999984741211
2020-10-19,33.459999084472656
2020-10-20,33.18000030517578
2020-10-21,30.270000457763672
2020-10-22,32.255001068115234
2020-10-23,32.7599983215332
2020-10-26,32.130001068115234
2020-10-27,32.505001068115234
2020-10-28,31.604999542236328
2020-10-29,32.79499816894531
2020-10-30,30.940000534057617
2020-11-02,31.299999237060547
2020-11-03,28.309999465942383
2020-11-04,30.450000762939453
2020-11-05,31.549999237060547
2020-11-06,30.489999771118164
2020-11-09,30.40999984741211
2020-11-10,29.8799991607666
2020-11-11,29.100000381469727
2020-11-12,27.799999237060547
2020-11-13,29.229999542236328
2020-11-16,29.059999465942383
2020-11-17,28.75
2020-11-18,27.690000534057617
2020-11-19,28.030000686645508
2020-11-20,28.420000076293945
2020-11-23,29.329999923706055
2020-11-24,29.020000457763672
2020-11-25,29.450000762939453
2020-11-27,31.34000015258789
2020-11-30,30.59000015258789
2020-12-01,31.899999618530273
2020-12-02,31.559999465942383
2020-12-03,33.22999954223633
2020-12-04,34.4900016784668
2020-12-07,39.04999923706055
2020-12-08,43.18000030517578
2020-12-09,50.58000183105469
2020-12-10,66.83999633789062
2020-12-11,61.91999816894531
2020-12-14,61.4900016784668
2020-12-15,64.93000030517578
2020-12-16,63.9900016784668
2020-12-17,62.709999084472656
2020-12-18,64.41000366210938
2020-12-21,83.66000366210938
2020-12-22,81.05999755859375
2020-12-23,81.5999984741211
2020-12-24,83.52999877929688
2020-12-28,84.3499984741211
2020-12-29,74.87000274658203
2020-12-30,76.5
2020-12-31,70.11000061035156
2021-01-04,71.58999633789062
2021-01-05,76.83999633789062
2021-01-06,80.54000091552734
2021-01-07,89.66000366210938
2021-01-08,90.58000183105469
2021-01-11,76.94000244140625
2021-01-12,75.0
2021-01-13,73.30000305175781
2021-01-14,75.91999816894531
2021-01-15,76.13999938964844
2021-01-19,72.11000061035156
2021-01-20,71.76000213623047
2021-01-21,63.790000915527344
2021-01-22,65.76000213623047
2021-01-25,65.47000122070312
2021-01-26,60.68000030517578
2021-01-27,60.5
2021-01-28,61.130001068115234
2021-01-29,61.349998474121094
2021-02-01,62.88999938964844
2021-02-02,65.66999816894531
2021-02-03,62.15999984741211
2021-02-04,63.18000030517578
2021-02-05,64.05999755859375
2021-02-08,69.75
2021-02-09,66.7300033569336
2021-02-10,59.11000061035156
2021-02-11,57.16999816894531
2021-02-12,57.939998626708984
2021-02-16,56.45000076293945
2021-02-17,56.5099983215332
2021-02-18,55.36000061035156
2021-02-19,56.4900016784668
2021-02-22,52.41999816894531
2021-02-23,49.13999938964844
2021-02-24,49.70000076293945
2021-02-25,44.7599983215332
2021-02-26,43.86000061035156
2021-03-01,46.88999938964844
2021-03-02,45.689998626708984
2021-03-03,43.130001068115234
2021-03-04,40.36000061035156
2021-03-05,41.630001068115234
2021-03-08,40.540000915527344
2021-03-09,45.33000183105469
2021-03-10,46.65999984741211
2021-03-11,47.31999969482422
2021-03-12,46.279998779296875
2021-03-15,47.970001220703125
2021-03-16,45.66999816894531
2021-03-17,46.56999969482422
2021-03-18,43.25
2021-03-19,45.0
2021-03-22,48.47999954223633
2021-03-23,46.08000183105469
2021-03-24,40.9900016784668
2021-03-25,42.18000030517578
2021-03-26,40.47999954223633
2021-03-29,39.709999084472656
2021-03-30,40.5
2021-03-31,42.0
2021-04-01,42.83000183105469
2021-04-05,42.86000061035156
2021-04-06,42.63999938964844
2021-04-07,40.400001525878906
2021-04-08,40.7599983215332
2021-04-09,39.459999084472656
2021-04-12,39.5099983215332
2021-04-13,41.65999984741211
2021-04-14,41.529998779296875
2021-04-15,40.97999954223633
2021-04-16,34.66999816894531
2021-04-19,34.16999816894531
2021-04-20,34.470001220703125
2021-04-21,35.86000061035156
2021-04-22,36.290000915527344
2021-04-23,36.90999984741211
2021-04-26,39.08000183105469
2021-04-27,39.150001525878906
2021-04-28,38.91999816894531
2021-04-29,37.369998931884766
2021-04-30,37.0099983215332
2021-05-03,35.59000015258789
2021-05-04,34.65999984741211
2021-05-05,34.720001220703125
2021-05-06,34.34000015258789
2021-05-07,34.11000061035156
2021-05-10,31.290000915527344
2021-05-11,32.79999923706055
2021-05-12,31.719999313354492
2021-05-13,31.399999618530273
2021-05-14,33.220001220703125
