,BCML
2006-07-18,12.699999809265137
2006-07-19,12.699999809265137
2006-07-20,12.300000190734863
2006-07-21,12.300000190734863
2006-07-24,12.300000190734863
2006-07-25,12.300000190734863
2006-07-26,12.300000190734863
2006-07-27,12.300000190734863
2006-07-28,12.300000190734863
2006-07-31,12.199999809265137
2006-08-01,12.199999809265137
2006-08-02,12.199999809265137
2006-08-03,12.199999809265137
2006-08-04,12.199999809265137
2006-08-07,12.199999809265137
2006-08-08,12.399999618530273
2006-08-09,12.199999809265137
2006-08-10,12.199999809265137
2006-08-11,12.199999809265137
2006-08-14,12.199999809265137
2006-08-15,12.100000381469727
2006-08-16,12.149999618530273
2006-08-17,12.100000381469727
2006-08-18,12.0
2006-08-21,12.0
2006-08-22,12.0
2006-08-23,12.0
2006-08-24,12.0
2006-08-25,11.850000381469727
2006-08-28,11.850000381469727
2006-08-29,11.850000381469727
2006-08-30,12.0
2006-08-31,12.0
2006-09-01,11.75
2006-09-05,12.0
2006-09-06,12.0
2006-09-07,12.0
2006-09-08,12.0
2006-09-11,12.0
2006-09-12,12.0
2006-09-13,11.8100004196167
2006-09-14,11.8100004196167
2006-09-15,11.8100004196167
2006-09-18,11.550000190734863
2006-09-19,11.699999809265137
2006-09-20,11.699999809265137
2006-09-21,11.75
2006-09-22,11.5
2006-09-25,11.75
2006-09-26,11.5
2006-09-27,11.5
2006-09-28,11.5
2006-09-29,11.899999618530273
2006-10-02,11.5600004196167
2006-10-03,11.5600004196167
2006-10-04,11.75
2006-10-05,11.5
2006-10-06,11.5
2006-10-09,11.75
2006-10-10,11.550000190734863
2006-10-11,11.550000190734863
2006-10-12,11.699999809265137
2006-10-13,11.550000190734863
2006-10-16,11.550000190734863
2006-10-17,11.550000190734863
2006-10-18,11.550000190734863
2006-10-19,11.5
2006-10-20,11.5
2006-10-23,11.75
2006-10-24,11.75
2006-10-25,11.5
2006-10-26,12.0
2006-10-27,12.0
2006-10-30,12.0
2006-10-31,11.75
2006-11-01,11.75
2006-11-02,11.75
2006-11-03,11.75
2006-11-06,11.800000190734863
2006-11-07,11.75
2006-11-08,11.800000190734863
2006-11-09,11.850000381469727
2006-11-10,12.0
2006-11-13,12.0
2006-11-14,12.0
2006-11-15,12.0
2006-11-16,11.850000381469727
2006-11-17,11.979999542236328
2006-11-20,11.979999542236328
2006-11-21,12.0
2006-11-22,12.0
2006-11-24,12.0
2006-11-27,11.949999809265137
2006-11-28,11.850000381469727
2006-11-29,12.0
2006-11-30,12.0
2006-12-01,12.0
2006-12-04,12.0
2006-12-05,12.0
2006-12-06,12.0
2006-12-07,12.0
2006-12-08,11.899999618530273
2006-12-11,11.899999618530273
2006-12-12,11.899999618530273
2006-12-13,11.800000190734863
2006-12-14,12.0
2006-12-15,12.100000381469727
2006-12-18,12.0
2006-12-19,12.050000190734863
2006-12-20,12.0
2006-12-21,12.0
2006-12-22,12.0
2006-12-26,12.0
2006-12-27,12.0
2006-12-28,11.949999809265137
2006-12-29,11.850000381469727
2007-01-03,11.850000381469727
2007-01-04,11.850000381469727
2007-01-05,11.850000381469727
2007-01-08,11.850000381469727
2007-01-09,12.0
2007-01-10,11.899999618530273
2007-01-11,11.850000381469727
2007-01-12,11.850000381469727
2007-01-16,11.850000381469727
2007-01-17,11.850000381469727
2007-01-18,11.850000381469727
2007-01-19,11.850000381469727
2007-01-22,12.0
2007-01-23,11.899999618530273
2007-01-24,11.9399995803833
2007-01-25,11.9399995803833
2007-01-26,12.5
2007-01-29,12.5
2007-01-30,12.5
2007-01-31,12.0
2007-02-01,12.0
2007-02-02,12.0
2007-02-05,12.0
2007-02-06,12.25
2007-02-07,12.449999809265137
2007-02-08,12.449999809265137
2007-02-09,12.449999809265137
2007-02-12,12.25
2007-02-13,12.25
2007-02-14,12.300000190734863
2007-02-15,12.25
2007-02-16,12.25
2007-02-20,12.25
2007-02-21,12.25
2007-02-22,12.5
2007-02-23,12.550000190734863
2007-02-26,12.550000190734863
2007-02-27,12.550000190734863
2007-02-28,12.550000190734863
2007-03-01,12.550000190734863
2007-03-02,13.0
2007-03-05,13.0
2007-03-06,13.0
2007-03-07,13.0
2007-03-08,13.0
2007-03-09,13.0
2007-03-12,12.25
2007-03-13,12.84000015258789
2007-03-14,13.0
2007-03-15,13.0
2007-03-16,13.0
2007-03-19,13.0
2007-03-20,13.5
2007-03-21,13.5
2007-03-22,13.25
2007-03-23,13.25
2007-03-26,13.25
2007-03-27,13.5
2007-03-28,12.800000190734863
2007-03-29,12.0
2007-03-30,12.199999809265137
2007-04-02,12.199999809265137
2007-04-03,12.199999809265137
2007-04-04,12.199999809265137
2007-04-05,12.199999809265137
2007-04-09,12.0
2007-04-10,12.0
2007-04-11,12.0
2007-04-12,12.050000190734863
2007-04-13,12.050000190734863
2007-04-16,12.050000190734863
2007-04-17,12.050000190734863
2007-04-18,12.050000190734863
2007-04-19,12.050000190734863
2007-04-20,12.050000190734863
2007-04-23,12.050000190734863
2007-04-24,12.050000190734863
2007-04-25,12.050000190734863
2007-04-26,12.050000190734863
2007-04-27,12.649999618530273
2007-04-30,12.649999618530273
2007-05-01,12.649999618530273
2007-05-02,12.649999618530273
2007-05-03,12.649999618530273
2007-05-04,12.649999618530273
2007-05-07,12.649999618530273
2007-05-08,13.0
2007-05-09,13.0
2007-05-10,13.0
2007-05-11,12.75
2007-05-14,12.75
2007-05-15,12.75
2007-05-16,12.949999809265137
2007-05-17,12.949999809265137
2007-05-18,12.949999809265137
2007-05-21,12.949999809265137
2007-05-22,12.949999809265137
2007-05-23,12.5
2007-05-24,12.050000190734863
2007-05-25,11.75
2007-05-29,12.0
2007-05-30,12.0
2007-05-31,12.0
2007-06-01,12.0
2007-06-04,11.850000381469727
2007-06-05,11.850000381469727
2007-06-06,12.0
2007-06-07,12.0
2007-06-08,11.699999809265137
2007-06-11,11.75
2007-06-12,11.600000381469727
2007-06-13,11.699999809265137
2007-06-14,11.699999809265137
2007-06-15,11.300000190734863
2007-06-18,11.050000190734863
2007-06-19,11.050000190734863
2007-06-20,11.050000190734863
2007-06-21,11.649999618530273
2007-06-22,11.649999618530273
2007-06-25,11.649999618530273
2007-06-26,11.649999618530273
2007-06-27,11.199999809265137
2007-06-28,11.199999809265137
2007-06-29,11.149999618530273
2007-07-02,11.149999618530273
2007-07-03,11.149999618530273
2007-07-05,11.5
2007-07-06,11.5
2007-07-09,12.0
2007-07-10,12.0
2007-07-11,11.5
2007-07-12,11.100000381469727
2007-07-13,11.100000381469727
2007-07-16,11.100000381469727
2007-07-17,11.100000381469727
2007-07-18,11.100000381469727
2007-07-19,11.15999984741211
2007-07-20,11.890000343322754
2007-07-23,11.890000343322754
2007-07-24,11.890000343322754
2007-07-25,11.890000343322754
2007-07-26,11.899999618530273
2007-07-27,11.899999618530273
2007-07-30,11.890000343322754
2007-07-31,11.890000343322754
2007-08-01,11.25
2007-08-02,11.350000381469727
2007-08-03,11.350000381469727
2007-08-06,11.199999809265137
2007-08-07,11.199999809265137
2007-08-08,11.199999809265137
2007-08-09,11.199999809265137
2007-08-10,10.850000381469727
2007-08-13,10.850000381469727
2007-08-14,10.649999618530273
2007-08-15,10.5
2007-08-16,10.5
2007-08-17,10.649999618530273
2007-08-20,10.5
2007-08-21,10.010000228881836
2007-08-22,10.010000228881836
2007-08-23,10.010000228881836
2007-08-24,10.649999618530273
2007-08-27,10.649999618530273
2007-08-28,10.25
2007-08-29,10.199999809265137
2007-08-30,10.010000228881836
2007-08-31,10.25
2007-09-04,10.5
2007-09-05,10.350000381469727
2007-09-06,10.260000228881836
2007-09-07,10.5
2007-09-10,10.5
2007-09-11,10.260000228881836
2007-09-12,10.260000228881836
2007-09-13,10.25
2007-09-14,10.25
2007-09-17,10.5
2007-09-18,10.300000190734863
2007-09-19,10.300000190734863
2007-09-20,10.5
2007-09-21,10.270000457763672
2007-09-24,10.199999809265137
2007-09-25,10.300000190734863
2007-09-26,10.399999618530273
2007-09-27,10.25
2007-09-28,10.25
2007-10-01,10.25
2007-10-02,10.350000381469727
2007-10-03,10.350000381469727
2007-10-04,10.5
2007-10-05,10.5
2007-10-08,10.5
2007-10-09,10.5
2007-10-10,10.5
2007-10-11,10.5
2007-10-12,10.5
2007-10-15,10.640000343322754
2007-10-16,10.640000343322754
2007-10-17,10.59000015258789
2007-10-18,10.5
2007-10-19,10.399999618530273
2007-10-22,10.399999618530273
2007-10-23,10.399999618530273
2007-10-24,10.399999618530273
2007-10-25,10.399999618530273
2007-10-26,10.399999618530273
2007-10-29,10.5
2007-10-30,10.5
2007-10-31,10.5
2007-11-01,10.5
2007-11-02,10.5
2007-11-05,10.5
2007-11-06,10.5
2007-11-07,10.5
2007-11-08,10.5
2007-11-09,10.5
2007-11-12,10.5
2007-11-13,10.5
2007-11-14,10.5
2007-11-15,10.5
2007-11-16,10.5
2007-11-19,10.5
2007-11-20,10.5
2007-11-21,10.5
2007-11-23,10.5
2007-11-26,10.5
2007-11-27,10.5
2007-11-28,10.5
2007-11-29,10.5
2007-11-30,10.5
2007-12-03,10.5
2007-12-04,10.5
2007-12-05,10.5
2007-12-06,10.5
2007-12-07,10.5
2007-12-10,10.5
2007-12-11,10.5
2007-12-12,10.5
2007-12-13,10.5
2007-12-14,10.5
2007-12-17,10.5
2007-12-18,10.5
2007-12-19,10.649999618530273
2007-12-20,10.5
2007-12-21,10.5
2007-12-24,10.5
2007-12-26,10.5
2007-12-27,10.5
2007-12-28,10.5
2007-12-31,10.5
2008-01-02,10.5
2008-01-03,10.5
2008-01-04,10.5
2008-01-07,10.199999809265137
2008-01-08,10.199999809265137
2008-01-09,10.199999809265137
2008-01-10,10.199999809265137
2008-01-11,10.199999809265137
2008-01-14,10.25
2008-01-15,10.25
2008-01-16,10.050000190734863
2008-01-17,10.050000190734863
2008-01-18,10.0600004196167
2008-01-22,10.050000190734863
2008-01-23,10.050000190734863
2008-01-24,10.050000190734863
2008-01-25,10.050000190734863
2008-01-28,10.050000190734863
2008-01-29,10.050000190734863
2008-01-30,10.050000190734863
2008-01-31,10.050000190734863
2008-02-01,10.050000190734863
2008-02-04,10.050000190734863
2008-02-05,10.050000190734863
2008-02-06,10.050000190734863
2008-02-07,10.75
2008-02-08,10.75
2008-02-11,10.75
2008-02-12,10.5
2008-02-13,10.5
2008-02-14,10.5
2008-02-15,10.5
2008-02-19,10.5
2008-02-20,10.5
2008-02-21,10.350000381469727
2008-02-22,10.350000381469727
2008-02-25,10.350000381469727
2008-02-26,10.350000381469727
2008-02-27,10.350000381469727
2008-02-28,10.350000381469727
2008-02-29,10.350000381469727
2008-03-03,10.350000381469727
2008-03-04,10.149999618530273
2008-03-05,10.149999618530273
2008-03-06,10.149999618530273
2008-03-07,10.149999618530273
2008-03-10,10.149999618530273
2008-03-11,10.0
2008-03-12,10.0
2008-03-13,10.0
2008-03-14,10.0
2008-03-17,10.0
2008-03-18,9.75
2008-03-19,9.75
2008-03-20,9.75
2008-03-24,9.75
2008-03-25,9.75
2008-03-26,9.75
2008-03-27,10.100000381469727
2008-03-28,10.100000381469727
2008-03-31,9.75
2008-04-01,9.75
2008-04-02,9.75
2008-04-03,9.600000381469727
2008-04-04,9.600000381469727
2008-04-07,9.600000381469727
2008-04-08,9.600000381469727
2008-04-09,9.600000381469727
2008-04-10,9.600000381469727
2008-04-11,9.600000381469727
2008-04-14,9.600000381469727
2008-04-15,9.600000381469727
2008-04-16,9.600000381469727
2008-04-17,10.0
2008-04-18,9.600000381469727
2008-04-21,9.600000381469727
2008-04-22,9.649999618530273
2008-04-23,9.649999618530273
2008-04-24,9.649999618530273
2008-04-25,9.5
2008-04-28,9.5
2008-04-29,9.5
2008-04-30,9.5
2008-05-01,9.5
2008-05-02,9.5
2008-05-05,9.5
2008-05-06,9.5
2008-05-07,9.449999809265137
2008-05-08,9.449999809265137
2008-05-09,9.350000381469727
2008-05-12,9.25
2008-05-13,9.25
2008-05-14,9.25
2008-05-15,9.050000190734863
2008-05-16,9.050000190734863
2008-05-19,9.050000190734863
2008-05-20,9.050000190734863
2008-05-21,9.5
2008-05-22,9.5
2008-05-23,9.5
2008-05-27,9.5
2008-05-28,9.5
2008-05-29,9.5
2008-05-30,9.5
2008-06-02,9.5
2008-06-03,9.050000190734863
2008-06-04,9.050000190734863
2008-06-05,9.050000190734863
2008-06-06,9.050000190734863
2008-06-09,9.050000190734863
2008-06-10,9.050000190734863
2008-06-11,8.100000381469727
2008-06-12,8.100000381469727
2008-06-13,8.100000381469727
2008-06-16,8.25
2008-06-17,8.100000381469727
2008-06-18,8.100000381469727
2008-06-19,8.100000381469727
2008-06-20,8.100000381469727
2008-06-23,8.5
2008-06-24,8.149999618530273
2008-06-25,8.149999618530273
2008-06-26,8.100000381469727
2008-06-27,8.100000381469727
2008-06-30,8.0
2008-07-01,8.050000190734863
2008-07-02,8.050000190734863
2008-07-03,8.050000190734863
2008-07-07,8.050000190734863
2008-07-08,8.050000190734863
2008-07-09,8.050000190734863
2008-07-10,8.0
2008-07-11,8.0
2008-07-14,8.050000190734863
2008-07-15,7.400000095367432
2008-07-16,7.400000095367432
2008-07-17,7.599999904632568
2008-07-18,7.599999904632568
2008-07-21,7.599999904632568
2008-07-22,7.849999904632568
2008-07-23,7.849999904632568
2008-07-24,7.849999904632568
2008-07-25,7.849999904632568
2008-07-28,7.849999904632568
2008-07-29,8.149999618530273
2008-07-30,8.149999618530273
2008-07-31,8.149999618530273
2008-08-01,8.149999618530273
2008-08-04,7.25
2008-08-05,7.25
2008-08-06,7.25
2008-08-07,7.699999809265137
2008-08-08,7.699999809265137
2008-08-11,7.699999809265137
2008-08-12,7.75
2008-08-13,7.75
2008-08-14,7.75
2008-08-15,7.75
2008-08-18,7.699999809265137
2008-08-19,7.699999809265137
2008-08-20,7.699999809265137
2008-08-21,7.75
2008-08-22,7.75
2008-08-25,7.5
2008-08-26,7.5
2008-08-27,7.5
2008-08-28,7.5
2008-08-29,7.5
2008-09-02,7.5
2008-09-03,7.699999809265137
2008-09-04,7.650000095367432
2008-09-05,7.699999809265137
2008-09-08,7.699999809265137
2008-09-09,7.699999809265137
2008-09-10,7.699999809265137
2008-09-11,7.5
2008-09-12,7.5
2008-09-15,7.5
2008-09-16,7.5
2008-09-17,7.5
2008-09-18,7.550000190734863
2008-09-19,7.599999904632568
2008-09-22,7.599999904632568
2008-09-23,7.599999904632568
2008-09-24,7.650000095367432
2008-09-25,7.650000095367432
2008-09-26,7.650000095367432
2008-09-29,7.650000095367432
2008-09-30,7.650000095367432
2008-10-01,7.650000095367432
2008-10-02,7.599999904632568
2008-10-03,7.599999904632568
2008-10-06,7.599999904632568
2008-10-07,7.599999904632568
2008-10-08,7.150000095367432
2008-10-09,7.150000095367432
2008-10-10,7.150000095367432
2008-10-13,7.150000095367432
2008-10-14,7.150000095367432
2008-10-15,7.150000095367432
2008-10-16,7.699999809265137
2008-10-17,7.699999809265137
2008-10-20,7.699999809265137
2008-10-21,7.699999809265137
2008-10-22,7.699999809265137
2008-10-23,8.0
2008-10-24,7.0
2008-10-27,7.0
2008-10-28,7.199999809265137
2008-10-29,7.199999809265137
2008-10-30,7.199999809265137
2008-10-31,7.199999809265137
2008-11-03,7.25
2008-11-04,7.25
2008-11-05,7.25
2008-11-06,7.25
2008-11-07,7.25
2008-11-10,7.0
2008-11-11,7.0
2008-11-12,7.0
2008-11-13,7.0
2008-11-14,7.0
2008-11-17,7.0
2008-11-18,7.0
2008-11-19,7.050000190734863
2008-11-20,7.0
2008-11-21,7.0
2008-11-24,7.25
2008-11-25,7.25
2008-11-26,7.25
2008-11-28,7.5
2008-12-01,7.5
2008-12-02,7.5
2008-12-03,7.5
2008-12-04,7.5
2008-12-05,7.5
2008-12-08,7.0
2008-12-09,7.050000190734863
2008-12-10,7.050000190734863
2008-12-11,7.050000190734863
2008-12-12,7.050000190734863
2008-12-15,7.050000190734863
2008-12-16,7.099999904632568
2008-12-17,7.099999904632568
2008-12-18,7.099999904632568
2008-12-19,7.099999904632568
2008-12-22,7.099999904632568
2008-12-23,7.099999904632568
2008-12-24,7.099999904632568
2008-12-26,7.099999904632568
2008-12-29,7.099999904632568
2008-12-30,7.099999904632568
2008-12-31,7.099999904632568
2009-01-02,7.099999904632568
2009-01-05,7.099999904632568
2009-01-06,7.099999904632568
2009-01-07,7.099999904632568
2009-01-08,7.099999904632568
2009-01-09,7.050000190734863
2009-01-12,7.050000190734863
2009-01-13,7.050000190734863
2009-01-14,7.050000190734863
2009-01-15,7.050000190734863
2009-01-16,7.099999904632568
2009-01-20,6.800000190734863
2009-01-21,7.099999904632568
2009-01-22,7.099999904632568
2009-01-23,7.099999904632568
2009-01-26,7.099999904632568
2009-01-27,7.099999904632568
2009-01-28,7.099999904632568
2009-01-29,7.079999923706055
2009-01-30,7.079999923706055
2009-02-02,7.079999923706055
2009-02-03,7.0
2009-02-04,7.03000020980835
2009-02-05,7.03000020980835
2009-02-06,7.03000020980835
2009-02-09,7.300000190734863
2009-02-10,7.300000190734863
2009-02-11,7.300000190734863
2009-02-12,7.300000190734863
2009-02-13,9.0
2009-02-17,9.0
2009-02-18,9.0
2009-02-19,8.550000190734863
2009-02-20,8.550000190734863
2009-02-23,8.550000190734863
2009-02-24,8.550000190734863
2009-02-25,8.550000190734863
2009-02-26,8.550000190734863
2009-02-27,8.550000190734863
2009-03-02,8.550000190734863
2009-03-03,8.550000190734863
2009-03-04,8.550000190734863
2009-03-05,8.550000190734863
2009-03-06,8.550000190734863
2009-03-09,8.550000190734863
2009-03-10,8.550000190734863
2009-03-11,7.949999809265137
2009-03-12,8.5
2009-03-13,8.5
2009-03-16,8.5
2009-03-17,8.5
2009-03-18,8.5
2009-03-19,6.849999904632568
2009-03-20,6.849999904632568
2009-03-23,6.849999904632568
2009-03-24,6.849999904632568
2009-03-25,6.849999904632568
2009-03-26,6.849999904632568
2009-03-27,6.849999904632568
2009-03-30,6.849999904632568
2009-03-31,6.849999904632568
2009-04-01,6.849999904632568
2009-04-02,6.849999904632568
2009-04-03,6.849999904632568
2009-04-06,6.849999904632568
2009-04-07,6.849999904632568
2009-04-08,6.849999904632568
2009-04-09,6.849999904632568
2009-04-13,6.849999904632568
2009-04-14,6.849999904632568
2009-04-15,6.849999904632568
2009-04-16,6.849999904632568
2009-04-17,6.849999904632568
2009-04-20,7.5
2009-04-21,7.5
2009-04-22,7.550000190734863
2009-04-23,7.550000190734863
2009-04-24,7.550000190734863
2009-04-27,7.550000190734863
2009-04-28,7.550000190734863
2009-04-29,7.550000190734863
2009-04-30,7.550000190734863
2009-05-01,7.550000190734863
2009-05-04,7.550000190734863
2009-05-05,7.550000190734863
2009-05-06,7.550000190734863
2009-05-07,7.550000190734863
2009-05-08,7.550000190734863
2009-05-11,7.550000190734863
2009-05-12,7.550000190734863
2009-05-13,7.550000190734863
2009-05-14,7.550000190734863
2009-05-15,7.550000190734863
2009-05-18,7.300000190734863
2009-05-19,8.0
2009-05-20,9.0
2009-05-21,9.0
2009-05-22,9.100000381469727
2009-05-26,9.100000381469727
2009-05-27,9.350000381469727
2009-05-28,9.350000381469727
2009-05-29,9.5
2009-06-01,9.5
2009-06-02,9.5
2009-06-03,9.600000381469727
2009-06-04,9.600000381469727
2009-06-05,9.600000381469727
2009-06-08,9.600000381469727
2009-06-09,9.600000381469727
2009-06-10,9.600000381469727
2009-06-11,9.600000381469727
2009-06-12,9.300000190734863
2009-06-15,9.699999809265137
2009-06-16,9.699999809265137
2009-06-17,9.699999809265137
2009-06-18,9.699999809265137
2009-06-19,9.59000015258789
2009-06-22,9.59000015258789
2009-06-23,9.5
2009-06-24,9.5
2009-06-25,9.5
2009-06-26,9.5
2009-06-29,9.5
2009-06-30,9.5
2009-07-01,9.5
2009-07-02,9.5
2009-07-06,9.5
2009-07-07,9.5
2009-07-08,8.949999809265137
2009-07-09,8.949999809265137
2009-07-10,8.949999809265137
2009-07-13,9.350000381469727
2009-07-14,9.350000381469727
2009-07-15,9.350000381469727
2009-07-16,9.350000381469727
2009-07-17,9.350000381469727
2009-07-20,8.899999618530273
2009-07-21,8.899999618530273
2009-07-22,8.899999618530273
2009-07-23,8.550000190734863
2009-07-24,8.550000190734863
2009-07-27,8.600000381469727
2009-07-28,8.600000381469727
2009-07-29,8.600000381469727
2009-07-30,8.600000381469727
2009-07-31,8.600000381469727
2009-08-03,8.600000381469727
2009-08-04,8.600000381469727
2009-08-05,8.600000381469727
2009-08-06,8.600000381469727
2009-08-07,8.600000381469727
2009-08-10,8.600000381469727
2009-08-11,8.229999542236328
2009-08-12,8.229999542236328
2009-08-13,8.229999542236328
2009-08-14,8.229999542236328
2009-08-17,8.5
2009-08-18,8.5
2009-08-19,8.4399995803833
2009-08-20,8.4399995803833
2009-08-21,8.4399995803833
2009-08-24,8.5
2009-08-25,8.5
2009-08-26,8.5
2009-08-27,8.550000190734863
2009-08-28,8.550000190734863
2009-08-31,8.550000190734863
2009-09-01,8.550000190734863
2009-09-02,8.550000190734863
2009-09-03,8.5
2009-09-04,8.5
2009-09-08,8.5
2009-09-09,8.5
2009-09-10,8.5
2009-09-11,8.5
2009-09-14,8.5
2009-09-15,8.5
2009-09-16,8.5
2009-09-17,8.5
2009-09-18,8.5
2009-09-21,8.5
2009-09-22,8.600000381469727
2009-09-23,8.649999618530273
2009-09-24,8.649999618530273
2009-09-25,8.649999618530273
2009-09-28,8.649999618530273
2009-09-29,8.59000015258789
2009-09-30,8.59000015258789
2009-10-01,8.59000015258789
2009-10-02,8.59000015258789
2009-10-05,8.59000015258789
2009-10-06,8.59000015258789
2009-10-07,8.59000015258789
2009-10-08,8.59000015258789
2009-10-09,8.59000015258789
2009-10-12,8.59000015258789
2009-10-13,8.5
2009-10-14,8.5
2009-10-15,8.5
2009-10-16,8.5
2009-10-19,8.5
2009-10-20,8.5
2009-10-21,8.5
2009-10-22,8.5
2009-10-23,8.699999809265137
2009-10-26,8.699999809265137
2009-10-27,8.5
2009-10-28,8.5
2009-10-29,8.5
2009-10-30,8.5
2009-11-02,8.5
2009-11-03,8.5
2009-11-04,8.5
2009-11-05,8.5
2009-11-06,8.5
2009-11-09,8.5
2009-11-10,8.5
2009-11-11,8.5
2009-11-12,8.5
2009-11-13,8.25
2009-11-16,8.170000076293945
2009-11-17,8.170000076293945
2009-11-18,8.170000076293945
2009-11-19,8.170000076293945
2009-11-20,8.170000076293945
2009-11-23,8.170000076293945
2009-11-24,8.170000076293945
2009-11-25,8.170000076293945
2009-11-27,8.170000076293945
2009-11-30,8.0
2009-12-01,8.0
2009-12-02,8.0
2009-12-03,8.0
2009-12-04,8.0
2009-12-07,8.0
2009-12-08,8.0
2009-12-09,8.0
2009-12-10,8.0
2009-12-11,8.0
2009-12-14,8.0
2009-12-15,8.0
2009-12-16,8.0
2009-12-17,8.0
2009-12-18,8.0
2009-12-21,7.75
2009-12-22,7.75
2009-12-23,7.75
2009-12-24,7.75
2009-12-28,7.75
2009-12-29,7.75
2009-12-30,7.75
2009-12-31,7.75
2010-01-04,7.75
2010-01-05,7.75
2010-01-06,7.75
2010-01-07,7.650000095367432
2010-01-08,7.650000095367432
2010-01-11,7.650000095367432
2010-01-12,7.650000095367432
2010-01-13,7.650000095367432
2010-01-14,7.650000095367432
2010-01-15,7.650000095367432
2010-01-19,7.650000095367432
2010-01-20,7.650000095367432
2010-01-21,7.800000190734863
