,CETXP
2020-09-22,1.7619049549102783
2020-09-23,1.6952379941940308
2020-09-24,1.8666670322418213
2020-09-25,1.8952380418777466
2020-09-28,2.142857074737549
2020-09-29,2.142857074737549
2020-09-30,2.4285709857940674
2020-10-01,2.4285709857940674
2020-10-02,2.4000000953674316
2020-10-05,1.9714289903640747
2020-10-06,2.1333329677581787
2020-10-07,1.9809520244598389
2020-10-08,1.5809520483016968
2020-10-09,1.9047620296478271
2020-10-12,1.8666670322418213
2020-10-13,1.8666670322418213
2020-10-14,1.8666670322418213
2020-10-15,2.361905097961426
2020-10-16,2.3428568840026855
2020-10-19,2.16190505027771
2020-10-20,2.2476189136505127
2020-10-21,2.2476189136505127
2020-10-22,2.2476189136505127
2020-10-23,2.2476189136505127
2020-10-26,2.2476189136505127
2020-10-27,2.2476189136505127
2020-10-28,2.2476189136505127
2020-10-29,2.2476189136505127
2020-10-30,1.9047620296478271
2020-11-02,2.0285708904266357
2020-11-03,2.066667079925537
2020-11-04,2.2476189136505127
2020-11-05,2.095237970352173
2020-11-06,2.04095196723938
2020-11-09,2.04095196723938
2020-11-10,1.9476189613342285
2020-11-11,2.047619104385376
2020-11-12,1.9142860174179077
2020-11-13,1.9142860174179077
2020-11-16,1.9047620296478271
2020-11-17,2.142857074737549
2020-11-18,2.114285945892334
2020-11-19,2.114285945892334
2020-11-20,1.9523810148239136
2020-11-23,2.142857074737549
2020-11-24,2.240000009536743
2020-11-25,2.240000009536743
2020-11-27,2.240000009536743
2020-11-30,1.9142860174179077
2020-12-01,1.9142860174179077
2020-12-02,1.9333330392837524
2020-12-03,1.942857027053833
2020-12-04,1.9047620296478271
2020-12-07,1.9904760122299194
2020-12-08,1.9904760122299194
2020-12-09,1.9904760122299194
2020-12-10,1.9904760122299194
2020-12-11,2.057142972946167
2020-12-14,2.057142972946167
2020-12-15,1.9333330392837524
2020-12-16,1.9333330392837524
2020-12-17,1.9333330392837524
2020-12-18,1.9619050025939941
2020-12-21,1.9238100051879883
2020-12-22,1.9238100051879883
2020-12-23,2.095237970352173
2020-12-24,2.209523916244507
2020-12-28,1.942857027053833
2020-12-29,1.942857027053833
2020-12-30,2.114285945892334
2020-12-31,2.114285945892334
2021-01-04,3.038094997406006
2021-01-05,2.5999999046325684
2021-01-06,2.3047618865966797
2021-01-07,2.4761900901794434
2021-01-08,2.00952410697937
2021-01-11,1.9809520244598389
2021-01-12,2.0
2021-01-13,2.00952410697937
2021-01-14,2.278095006942749
2021-01-15,2.047619104385376
2021-01-19,2.0
2021-01-20,2.00952410697937
2021-01-21,2.0
2021-01-22,2.2523810863494873
2021-01-25,2.0714290142059326
2021-01-26,2.095237970352173
2021-01-27,2.0
2021-01-28,2.142857074737549
2021-01-29,2.1904759407043457
2021-02-01,2.0904760360717773
2021-02-02,2.095237970352173
2021-02-03,2.085714101791382
2021-02-04,2.32381010055542
2021-02-05,2.095237970352173
2021-02-08,2.5523810386657715
2021-02-09,2.272381067276001
2021-02-10,2.2761900424957275
2021-02-11,2.4285709857940674
2021-02-12,2.4761900901794434
2021-02-16,2.5619049072265625
2021-02-17,2.4761900901794434
2021-02-18,2.4761900901794434
2021-02-19,2.4380950927734375
2021-02-22,2.448570966720581
2021-02-23,2.4857139587402344
2021-02-24,2.371428966522217
2021-02-25,2.2857139110565186
2021-02-26,2.2380950450897217
2021-03-01,2.200000047683716
2021-03-02,2.1904759407043457
2021-03-03,2.3333330154418945
2021-03-04,2.1904759407043457
2021-03-05,2.1904759407043457
2021-03-08,2.1904759407043457
2021-03-09,2.2476189136505127
2021-03-10,2.8095240592956543
2021-03-11,2.4285709857940674
2021-03-12,2.638094902038574
2021-03-15,2.638094902038574
2021-03-16,2.6476190090179443
2021-03-17,2.4761900901794434
2021-03-18,2.4761900901794434
2021-03-19,2.6476190090179443
2021-03-22,2.74666690826416
2021-03-23,2.7828569412231445
2021-03-24,2.799999952316284
2021-03-25,2.952380895614624
2021-03-26,3.038094997406006
2021-03-29,2.9504759311676025
2021-03-30,3.0980000495910645
2021-03-31,3.200000047683716
2021-04-01,3.2899999618530273
2021-04-05,2.6700000762939453
2021-04-06,2.690000057220459
2021-04-07,2.6500000953674316
2021-04-08,2.799999952316284
2021-04-09,2.4200000762939453
2021-04-12,2.575000047683716
2021-04-13,2.799999952316284
2021-04-14,2.7100000381469727
2021-04-15,2.75
2021-04-16,2.443000078201294
2021-04-19,2.6389999389648438
2021-04-20,2.4800000190734863
2021-04-21,2.4800000190734863
2021-04-22,2.4800000190734863
2021-04-23,2.559999942779541
2021-04-26,2.5999999046325684
2021-04-27,2.5
2021-04-28,2.5
2021-04-29,2.5
2021-04-30,2.5
2021-05-03,2.5260000228881836
2021-05-04,2.5260000228881836
2021-05-05,2.430000066757202
2021-05-06,2.4040000438690186
2021-05-07,2.4170000553131104
2021-05-10,2.3499999046325684
2021-05-11,2.299999952316284
2021-05-12,2.299999952316284
2021-05-13,2.2200000286102295
2021-05-14,2.25
