,EH
2020-11-19,11.25
2020-11-20,11.069999694824219
2020-11-23,12.670000076293945
2020-11-24,14.819999694824219
2020-11-25,13.5
2020-11-27,14.930000305175781
2020-11-30,14.619999885559082
2020-12-01,13.619999885559082
2020-12-02,13.239999771118164
2020-12-03,13.300000190734863
2020-12-04,13.449999809265137
2020-12-07,18.139999389648438
2020-12-08,22.200000762939453
2020-12-09,19.8799991607666
2020-12-10,19.780000686645508
2020-12-11,18.93000030517578
2020-12-14,18.260000228881836
2020-12-15,18.610000610351562
2020-12-16,19.8799991607666
2020-12-17,20.209999084472656
2020-12-18,19.799999237060547
2020-12-21,25.75
2020-12-22,26.549999237060547
2020-12-23,25.459999084472656
2020-12-24,26.15999984741211
2020-12-28,23.239999771118164
2020-12-29,22.100000381469727
2020-12-30,22.209999084472656
2020-12-31,21.110000610351562
2021-01-04,21.239999771118164
2021-01-05,25.5
2021-01-06,23.719999313354492
2021-01-07,25.0
2021-01-08,24.610000610351562
2021-01-11,26.059999465942383
2021-01-12,31.399999618530273
2021-01-13,37.97999954223633
2021-01-14,44.459999084472656
2021-01-15,40.0
2021-01-19,61.38999938964844
2021-01-20,73.9000015258789
2021-01-21,75.38999938964844
2021-01-22,77.19999694824219
2021-01-25,89.52999877929688
2021-01-26,90.0
2021-01-27,80.0
2021-01-28,73.19999694824219
2021-01-29,66.36000061035156
2021-02-01,81.5
2021-02-02,81.44999694824219
2021-02-03,83.0
2021-02-04,80.91000366210938
2021-02-05,76.4000015258789
2021-02-08,73.94000244140625
2021-02-09,92.12999725341797
2021-02-10,110.0
2021-02-11,108.44999694824219
2021-02-12,124.08999633789062
2021-02-16,46.29999923706055
2021-02-17,77.7300033569336
2021-02-18,61.189998626708984
2021-02-19,59.79999923706055
2021-02-22,53.22999954223633
2021-02-23,50.18000030517578
2021-02-24,54.09000015258789
2021-02-25,45.7400016784668
2021-02-26,46.33000183105469
2021-03-01,50.08000183105469
2021-03-02,45.70000076293945
2021-03-03,42.5099983215332
2021-03-04,36.040000915527344
2021-03-05,34.66999816894531
2021-03-08,35.209999084472656
2021-03-09,46.150001525878906
2021-03-10,44.400001525878906
2021-03-11,51.29999923706055
2021-03-12,51.689998626708984
2021-03-15,51.5
2021-03-16,47.58000183105469
2021-03-17,49.720001220703125
2021-03-18,45.34000015258789
2021-03-19,46.310001373291016
2021-03-22,42.689998626708984
2021-03-23,39.79999923706055
2021-03-24,35.52000045776367
2021-03-25,35.9900016784668
2021-03-26,34.810001373291016
2021-03-29,32.86000061035156
2021-03-30,35.97999954223633
2021-03-31,37.040000915527344
2021-04-01,36.040000915527344
2021-04-05,34.599998474121094
2021-04-06,37.459999084472656
2021-04-07,33.97999954223633
2021-04-08,34.06999969482422
2021-04-09,34.34000015258789
2021-04-12,29.200000762939453
2021-04-13,29.020000457763672
2021-04-14,29.399999618530273
2021-04-15,28.93000030517578
2021-04-16,27.90999984741211
2021-04-19,24.790000915527344
2021-04-20,24.579999923706055
2021-04-21,25.81999969482422
2021-04-22,26.420000076293945
2021-04-23,27.739999771118164
2021-04-26,29.1299991607666
2021-04-27,30.229999542236328
2021-04-28,30.360000610351562
2021-04-29,28.790000915527344
2021-04-30,27.899999618530273
2021-05-03,23.190000534057617
2021-05-04,24.1299991607666
2021-05-05,22.799999237060547
2021-05-06,23.399999618530273
2021-05-07,23.450000762939453
2021-05-10,22.229999542236328
2021-05-11,22.59000015258789
2021-05-12,22.520000457763672
2021-05-13,21.399999618530273
2021-05-14,21.09000015258789
