,DKNG
2020-01-22,14.270000457763672
2020-01-23,14.4399995803833
2020-01-24,14.359999656677246
2020-01-27,15.0
2020-01-28,15.079999923706055
2020-01-29,14.5
2020-01-30,14.670000076293945
2020-01-31,14.529999732971191
2020-02-03,14.510000228881836
2020-02-04,14.569999694824219
2020-02-05,14.25
2020-02-06,13.609999656677246
2020-02-07,14.5
2020-02-10,16.020000457763672
2020-02-11,16.81999969482422
2020-02-12,18.350000381469727
2020-02-13,17.90999984741211
2020-02-14,17.329999923706055
2020-02-18,17.290000915527344
2020-02-19,17.969999313354492
2020-02-20,17.649999618530273
2020-02-21,16.950000762939453
2020-02-24,16.639999389648438
2020-02-25,16.959999084472656
2020-02-26,16.829999923706055
2020-02-27,16.170000076293945
2020-02-28,16.020000457763672
2020-03-02,16.65999984741211
2020-03-03,16.40999984741211
2020-03-04,18.690000534057617
2020-03-05,17.940000534057617
2020-03-06,16.829999923706055
2020-03-09,17.010000228881836
2020-03-10,16.600000381469727
2020-03-11,14.5
2020-03-12,11.170000076293945
2020-03-13,12.449999809265137
2020-03-16,11.800000190734863
2020-03-17,12.890000343322754
2020-03-18,11.399999618530273
2020-03-19,11.399999618530273
2020-03-20,11.479999542236328
2020-03-23,11.300000190734863
2020-03-24,11.850000381469727
2020-03-25,13.0
2020-03-26,13.210000038146973
2020-03-27,12.6899995803833
2020-03-30,12.210000038146973
2020-03-31,12.34000015258789
2020-04-01,11.770000457763672
2020-04-02,12.25
2020-04-03,12.25
2020-04-06,12.609999656677246
2020-04-07,13.029999732971191
2020-04-08,14.75
2020-04-09,14.510000228881836
2020-04-13,14.25
2020-04-14,14.75
2020-04-15,15.489999771118164
2020-04-16,16.09000015258789
2020-04-17,16.950000762939453
2020-04-20,17.56999969482422
2020-04-21,17.200000762939453
2020-04-22,17.149999618530273
2020-04-23,17.530000686645508
2020-04-24,19.350000381469727
2020-04-27,19.520000457763672
2020-04-28,18.239999771118164
2020-04-29,19.399999618530273
2020-04-30,19.459999084472656
2020-05-01,20.1200008392334
2020-05-04,20.989999771118164
2020-05-05,21.610000610351562
2020-05-06,23.829999923706055
2020-05-07,23.510000228881836
2020-05-08,23.450000762939453
2020-05-11,24.459999084472656
2020-05-12,26.299999237060547
2020-05-13,25.854999542236328
2020-05-14,25.309999465942383
2020-05-15,29.229999542236328
2020-05-18,29.549999237060547
2020-05-19,29.56999969482422
2020-05-20,29.690000534057617
2020-05-21,28.549999237060547
2020-05-22,29.110000610351562
2020-05-26,33.38999938964844
2020-05-27,35.150001525878906
2020-05-28,37.25
2020-05-29,39.70000076293945
2020-06-01,43.70000076293945
2020-06-02,41.27000045776367
2020-06-03,40.15999984741211
2020-06-04,40.529998779296875
2020-06-05,39.34000015258789
2020-06-08,38.0
2020-06-09,39.40999984741211
2020-06-10,39.11000061035156
2020-06-11,36.279998779296875
2020-06-12,36.880001068115234
2020-06-15,41.790000915527344
2020-06-16,40.56999969482422
2020-06-17,40.720001220703125
2020-06-18,40.84000015258789
2020-06-19,42.0
2020-06-22,38.255001068115234
2020-06-23,37.9900016784668
2020-06-24,37.560001373291016
2020-06-25,36.06999969482422
2020-06-26,33.34000015258789
2020-06-29,33.540000915527344
2020-06-30,33.2599983215332
2020-07-01,33.869998931884766
2020-07-02,33.060001373291016
2020-07-06,32.41999816894531
2020-07-07,30.600000381469727
2020-07-08,33.099998474121094
2020-07-09,32.81999969482422
2020-07-10,32.43000030517578
2020-07-13,29.5
2020-07-14,30.21500015258789
2020-07-15,32.560001373291016
2020-07-16,35.63999938964844
2020-07-17,35.36000061035156
2020-07-20,35.40999984741211
2020-07-21,37.54999923706055
2020-07-22,37.75
2020-07-23,36.209999084472656
2020-07-24,37.54999923706055
2020-07-27,35.1150016784668
2020-07-28,34.630001068115234
2020-07-29,35.88999938964844
2020-07-30,34.790000915527344
2020-07-31,33.375
2020-08-03,32.95000076293945
2020-08-04,33.060001373291016
2020-08-05,32.54999923706055
2020-08-06,33.650001525878906
2020-08-07,34.09000015258789
2020-08-10,31.610000610351562
2020-08-11,32.040000915527344
2020-08-12,33.7400016784668
2020-08-13,36.04999923706055
2020-08-14,33.90999984741211
2020-08-17,34.68000030517578
2020-08-18,37.209999084472656
2020-08-19,36.27000045776367
2020-08-20,36.31999969482422
2020-08-21,35.150001525878906
2020-08-24,35.810001373291016
2020-08-25,39.060001373291016
2020-08-26,38.86000061035156
2020-08-27,39.060001373291016
2020-08-28,36.31999969482422
2020-08-31,35.36000061035156
2020-09-01,36.93000030517578
2020-09-02,39.900001525878906
2020-09-03,38.27000045776367
2020-09-04,37.0
2020-09-08,37.0099983215332
2020-09-09,40.380001068115234
2020-09-10,42.540000915527344
2020-09-11,41.459999084472656
2020-09-14,48.619998931884766
2020-09-15,48.209999084472656
2020-09-16,51.029998779296875
2020-09-17,53.11000061035156
2020-09-18,55.38999938964844
2020-09-21,51.4900016784668
2020-09-22,53.939998626708984
2020-09-23,50.119998931884766
2020-09-24,50.56999969482422
2020-09-25,53.189998626708984
2020-09-28,56.88999938964844
2020-09-29,55.7400016784668
2020-09-30,58.84000015258789
2020-10-01,61.83000183105469
2020-10-02,63.779998779296875
2020-10-05,60.54999923706055
2020-10-06,56.779998779296875
2020-10-07,53.33000183105469
2020-10-08,51.130001068115234
2020-10-09,48.81999969482422
2020-10-12,50.599998474121094
2020-10-13,51.18000030517578
2020-10-14,47.560001373291016
2020-10-15,45.0
2020-10-16,44.34000015258789
2020-10-19,44.58000183105469
2020-10-20,42.529998779296875
2020-10-21,41.5
2020-10-22,43.0
2020-10-23,42.7400016784668
2020-10-26,39.689998626708984
2020-10-27,38.70000076293945
2020-10-28,38.150001525878906
2020-10-29,37.369998931884766
2020-10-30,35.400001525878906
2020-11-02,35.720001220703125
2020-11-03,37.470001220703125
2020-11-04,39.459999084472656
2020-11-05,43.029998779296875
2020-11-06,42.31999969482422
2020-11-09,41.5
2020-11-10,40.36000061035156
2020-11-11,41.63999938964844
2020-11-12,41.25
2020-11-13,42.84000015258789
2020-11-16,42.72999954223633
2020-11-17,46.61000061035156
2020-11-18,47.68000030517578
2020-11-19,49.31999969482422
2020-11-20,48.22999954223633
2020-11-23,48.029998779296875
2020-11-24,47.88999938964844
2020-11-25,50.22999954223633
2020-11-27,52.75
2020-11-30,52.36000061035156
2020-12-01,50.779998779296875
2020-12-02,51.099998474121094
2020-12-03,50.060001373291016
2020-12-04,49.25
2020-12-07,47.93000030517578
2020-12-08,50.849998474121094
2020-12-09,48.939998626708984
2020-12-10,50.11000061035156
2020-12-11,50.09000015258789
2020-12-14,50.58000183105469
2020-12-15,50.5
2020-12-16,53.79999923706055
2020-12-17,55.20000076293945
2020-12-18,53.900001525878906
2020-12-21,53.34000015258789
2020-12-22,52.400001525878906
2020-12-23,53.88999938964844
2020-12-24,52.11000061035156
2020-12-28,48.959999084472656
2020-12-29,48.11000061035156
2020-12-30,48.95000076293945
2020-12-31,46.560001373291016
2021-01-04,44.86000061035156
2021-01-05,47.58000183105469
2021-01-06,48.994998931884766
2021-01-07,49.77000045776367
2021-01-08,52.0
2021-01-11,53.599998474121094
2021-01-12,53.38999938964844
2021-01-13,54.630001068115234
2021-01-14,54.91999816894531
2021-01-15,53.70000076293945
2021-01-19,51.290000915527344
2021-01-20,53.18000030517578
2021-01-21,53.560001373291016
2021-01-22,52.529998779296875
2021-01-25,51.290000915527344
2021-01-26,54.060001373291016
2021-01-27,54.27000045776367
2021-01-28,56.16999816894531
2021-01-29,54.11000061035156
2021-02-01,54.63999938964844
2021-02-02,59.310001373291016
2021-02-03,60.11000061035156
2021-02-04,63.15999984741211
2021-02-05,63.869998931884766
2021-02-08,61.970001220703125
2021-02-09,62.130001068115234
2021-02-10,62.709999084472656
2021-02-11,59.189998626708984
2021-02-12,61.06999969482422
2021-02-16,60.5
2021-02-17,58.86000061035156
2021-02-18,58.279998779296875
2021-02-19,60.90999984741211
2021-02-22,60.369998931884766
2021-02-23,60.27000045776367
2021-02-24,60.279998779296875
2021-02-25,57.810001373291016
2021-02-26,61.529998779296875
2021-03-01,68.72000122070312
2021-03-02,68.58000183105469
2021-03-03,65.75
2021-03-04,61.90999984741211
2021-03-05,59.52000045776367
2021-03-08,60.5
2021-03-09,62.20000076293945
2021-03-10,69.29000091552734
2021-03-11,71.61000061035156
2021-03-12,71.75
2021-03-15,67.75
2021-03-16,67.13999938964844
2021-03-17,70.6500015258789
2021-03-18,67.61000061035156
2021-03-19,71.9800033569336
2021-03-22,71.72000122070312
2021-03-23,69.75
2021-03-24,66.62999725341797
2021-03-25,65.86000061035156
2021-03-26,63.599998474121094
2021-03-29,58.20000076293945
2021-03-30,61.0
2021-03-31,61.33000183105469
2021-04-01,62.880001068115234
2021-04-05,62.630001068115234
2021-04-06,63.79999923706055
2021-04-07,62.09000015258789
2021-04-08,61.11000061035156
2021-04-09,62.310001373291016
2021-04-12,58.029998779296875
2021-04-13,59.2400016784668
2021-04-14,58.880001068115234
2021-04-15,57.47999954223633
2021-04-16,57.97999954223633
2021-04-19,56.68000030517578
2021-04-20,55.709999084472656
2021-04-21,58.779998779296875
2021-04-22,57.16999816894531
2021-04-23,58.119998931884766
2021-04-26,59.22999954223633
2021-04-27,59.130001068115234
2021-04-28,59.689998626708984
2021-04-29,57.459999084472656
2021-04-30,56.65999984741211
2021-05-03,57.08000183105469
2021-05-04,56.130001068115234
2021-05-05,56.18000030517578
2021-05-06,51.88999938964844
2021-05-07,48.41999816894531
2021-05-10,45.34000015258789
2021-05-11,44.0099983215332
2021-05-12,42.11000061035156
2021-05-13,40.9900016784668
2021-05-14,44.88999938964844
