,CGBD
2021-03-19,13.420000076293945
2021-03-22,13.4399995803833
2021-03-23,13.399999618530273
2021-03-24,13.350000381469727
2021-03-25,13.59000015258789
2021-03-26,13.800000190734863
2021-03-29,13.630000114440918
2021-03-30,13.300000190734863
2021-03-31,13.199999809265137
2021-04-01,13.380000114440918
2021-04-05,13.470000267028809
2021-04-06,13.510000228881836
2021-04-07,13.640000343322754
2021-04-08,13.6899995803833
2021-04-09,13.770000457763672
2021-04-12,13.760000228881836
2021-04-13,13.65999984741211
2021-04-14,13.529999732971191
2021-04-15,13.59000015258789
2021-04-16,13.720000267028809
2021-04-19,13.800000190734863
2021-04-20,13.710000038146973
2021-04-21,13.770000457763672
2021-04-22,13.470000267028809
2021-04-23,13.670000076293945
2021-04-26,13.739999771118164
2021-04-27,13.829999923706055
2021-04-28,13.90999984741211
2021-04-29,13.970000267028809
2021-04-30,13.760000228881836
2021-05-03,13.800000190734863
2021-05-04,13.6899995803833
2021-05-05,13.710000038146973
2021-05-06,13.470000267028809
2021-05-07,13.65999984741211
2021-05-10,13.449999809265137
2021-05-11,13.15999984741211
2021-05-12,12.869999885559082
2021-05-13,13.109999656677246
2021-05-14,13.3100004196167
