,BCOW
2019-07-17,9.050000190734863
2019-07-18,9.069999694824219
2019-07-19,9.333999633789062
2019-07-22,9.119999885559082
2019-07-23,9.300000190734863
2019-07-24,9.404000282287598
2019-07-25,9.404000282287598
2019-07-26,9.399999618530273
2019-07-29,9.260000228881836
2019-07-30,9.369999885559082
2019-07-31,9.40999984741211
2019-08-01,9.420000076293945
2019-08-02,9.399999618530273
2019-08-05,9.468000411987305
2019-08-06,9.460000038146973
2019-08-07,9.385000228881836
2019-08-08,9.3100004196167
2019-08-09,9.3100004196167
2019-08-12,9.5
2019-08-13,9.369999885559082
2019-08-14,9.3100004196167
2019-08-15,9.3100004196167
2019-08-16,9.3100004196167
2019-08-19,9.34000015258789
2019-08-20,9.34000015258789
2019-08-21,9.550000190734863
2019-08-22,9.420000076293945
2019-08-23,9.329999923706055
2019-08-26,9.550000190734863
2019-08-27,9.350000381469727
2019-08-28,9.5
2019-08-29,9.40999984741211
2019-08-30,9.423999786376953
2019-09-03,9.399999618530273
2019-09-04,9.399999618530273
2019-09-05,9.369999885559082
2019-09-06,9.3100004196167
2019-09-09,9.699999809265137
2019-09-10,9.510000228881836
2019-09-11,9.510000228881836
2019-09-12,9.529999732971191
2019-09-13,9.649999618530273
2019-09-16,9.430000305175781
2019-09-17,9.65999984741211
2019-09-18,9.449999809265137
2019-09-19,9.781000137329102
2019-09-20,9.84000015258789
2019-09-23,9.774999618530273
2019-09-24,9.774999618530273
2019-09-25,9.710000038146973
2019-09-26,9.710000038146973
2019-09-27,9.710000038146973
2019-09-30,9.640000343322754
2019-10-01,9.640000343322754
2019-10-02,9.640000343322754
2019-10-03,9.640000343322754
2019-10-04,9.600000381469727
2019-10-07,9.619999885559082
2019-10-08,9.878000259399414
2019-10-09,9.869999885559082
2019-10-10,9.800000190734863
2019-10-11,9.800000190734863
2019-10-14,9.701000213623047
2019-10-15,9.701000213623047
2019-10-16,9.701000213623047
2019-10-17,9.800000190734863
2019-10-18,9.800000190734863
2019-10-21,9.529999732971191
2019-10-22,9.614999771118164
2019-10-23,9.614999771118164
2019-10-24,9.614999771118164
2019-10-25,9.850000381469727
2019-10-28,9.899999618530273
2019-10-29,9.819999694824219
2019-10-30,9.899999618530273
2019-10-31,9.76200008392334
2019-11-01,9.76200008392334
2019-11-04,9.76200008392334
2019-11-05,9.807000160217285
2019-11-06,10.100000381469727
2019-11-07,10.0
2019-11-08,9.9399995803833
2019-11-11,9.944000244140625
2019-11-12,9.998000144958496
2019-11-13,9.998000144958496
2019-11-14,9.902000427246094
2019-11-15,9.90999984741211
2019-11-18,10.100000381469727
2019-11-19,10.100000381469727
2019-11-20,10.050000190734863
2019-11-21,10.090999603271484
2019-11-22,10.149999618530273
2019-11-25,10.149999618530273
2019-11-26,10.199999809265137
2019-11-27,10.25
2019-11-29,10.25
2019-12-02,10.199999809265137
2019-12-03,10.414999961853027
2019-12-04,10.510000228881836
2019-12-05,10.675000190734863
2019-12-06,10.3100004196167
2019-12-09,10.40999984741211
2019-12-10,10.550000190734863
2019-12-11,10.550000190734863
2019-12-12,10.550000190734863
2019-12-13,10.75
2019-12-16,10.696000099182129
2019-12-17,10.699999809265137
2019-12-18,10.675999641418457
2019-12-19,10.800000190734863
2019-12-20,10.850000381469727
2019-12-23,10.5600004196167
2019-12-24,10.510000228881836
2019-12-26,10.604999542236328
2019-12-27,10.770999908447266
2019-12-30,10.762999534606934
2019-12-31,10.779999732971191
2020-01-02,10.819999694824219
2020-01-03,10.699999809265137
2020-01-06,10.720000267028809
2020-01-07,10.720000267028809
2020-01-08,10.852999687194824
2020-01-09,10.699999809265137
2020-01-10,10.720000267028809
2020-01-13,10.723999977111816
2020-01-14,10.723999977111816
2020-01-15,10.699999809265137
2020-01-16,10.699999809265137
2020-01-17,10.694000244140625
2020-01-21,10.984999656677246
2020-01-22,11.0
2020-01-23,11.149999618530273
2020-01-24,11.380000114440918
2020-01-27,11.6899995803833
2020-01-28,11.899999618530273
2020-01-29,11.949999809265137
2020-01-30,11.954000473022461
2020-01-31,11.90999984741211
2020-02-03,11.850000381469727
2020-02-04,11.899999618530273
2020-02-05,11.871000289916992
2020-02-06,11.850000381469727
2020-02-07,11.899999618530273
2020-02-10,11.918000221252441
2020-02-11,11.850000381469727
2020-02-12,11.708999633789062
2020-02-13,11.284000396728516
2020-02-14,11.652000427246094
2020-02-18,11.652000427246094
2020-02-19,11.369999885559082
2020-02-20,11.369999885559082
2020-02-21,11.369999885559082
2020-02-24,11.300000190734863
2020-02-25,11.49899959564209
2020-02-26,11.239999771118164
2020-02-27,10.87399959564209
2020-02-28,10.864999771118164
2020-03-02,11.140000343322754
2020-03-03,11.5
2020-03-04,11.0
2020-03-05,11.0
2020-03-06,10.15999984741211
2020-03-09,9.604999542236328
2020-03-10,9.975000381469727
2020-03-11,9.220000267028809
2020-03-12,8.553999900817871
2020-03-13,8.845000267028809
2020-03-16,8.399999618530273
2020-03-17,8.611000061035156
2020-03-18,7.760000228881836
2020-03-19,8.789999961853027
2020-03-20,7.460000038146973
2020-03-23,8.0
2020-03-24,7.949999809265137
2020-03-25,7.690000057220459
2020-03-26,7.824999809265137
2020-03-27,7.824999809265137
2020-03-30,7.889999866485596
2020-03-31,7.889999866485596
2020-04-01,7.880000114440918
2020-04-02,7.789999961853027
2020-04-03,7.538000106811523
2020-04-06,8.350000381469727
2020-04-07,9.0
2020-04-08,9.043999671936035
2020-04-09,9.010000228881836
2020-04-13,9.010000228881836
2020-04-14,9.0
2020-04-15,8.843999862670898
2020-04-16,8.399999618530273
2020-04-17,8.4399995803833
2020-04-20,8.4399995803833
2020-04-21,7.894999980926514
2020-04-22,7.638000011444092
2020-04-23,7.739999771118164
2020-04-24,7.849999904632568
2020-04-27,8.25
2020-04-28,8.454999923706055
2020-04-29,8.255000114440918
2020-04-30,8.397000312805176
2020-05-01,8.460000038146973
2020-05-04,8.460000038146973
2020-05-05,8.029999732971191
2020-05-06,8.029999732971191
2020-05-07,8.029999732971191
2020-05-08,8.449999809265137
2020-05-11,8.449999809265137
2020-05-12,8.5
2020-05-13,8.5
2020-05-14,8.350000381469727
2020-05-15,8.350000381469727
2020-05-18,8.0
2020-05-19,8.300000190734863
2020-05-20,8.300000190734863
2020-05-21,8.300000190734863
2020-05-22,8.569999694824219
2020-05-26,8.600000381469727
2020-05-27,8.600000381469727
2020-05-28,8.649999618530273
2020-05-29,8.760000228881836
2020-06-01,8.760000228881836
2020-06-02,9.149999618530273
2020-06-03,9.149999618530273
2020-06-04,8.949999809265137
2020-06-05,9.5
2020-06-08,9.760000228881836
2020-06-09,9.354999542236328
2020-06-10,9.295000076293945
2020-06-11,9.970000267028809
2020-06-12,9.970000267028809
2020-06-15,9.970000267028809
2020-06-16,9.970000267028809
2020-06-17,9.75
2020-06-18,9.746999740600586
2020-06-19,9.479999542236328
2020-06-22,9.619999885559082
2020-06-23,9.699999809265137
2020-06-24,9.5
2020-06-25,9.199999809265137
2020-06-26,9.100000381469727
2020-06-29,9.100000381469727
2020-06-30,9.100000381469727
2020-07-01,9.5
2020-07-02,9.5
2020-07-06,9.85200023651123
2020-07-07,9.649999618530273
2020-07-08,9.850000381469727
2020-07-09,9.649999618530273
2020-07-10,9.75
2020-07-13,9.75
2020-07-14,9.75
2020-07-15,9.649999618530273
2020-07-16,9.649999618530273
2020-07-17,9.010000228881836
2020-07-20,9.300000190734863
2020-07-21,9.770000457763672
2020-07-22,9.770000457763672
2020-07-23,9.449999809265137
2020-07-24,9.21500015258789
2020-07-27,9.5
2020-07-28,9.300000190734863
2020-07-29,9.300000190734863
2020-07-30,9.300000190734863
2020-07-31,9.300000190734863
2020-08-03,9.300000190734863
2020-08-04,8.710000038146973
2020-08-05,8.77400016784668
2020-08-06,8.77400016784668
2020-08-07,8.470000267028809
2020-08-10,8.470000267028809
2020-08-11,8.470000267028809
2020-08-12,8.470000267028809
2020-08-13,8.470000267028809
2020-08-14,8.470000267028809
2020-08-17,8.3100004196167
2020-08-18,8.3100004196167
2020-08-19,8.109999656677246
2020-08-20,7.860000133514404
2020-08-21,8.680000305175781
2020-08-24,8.680000305175781
2020-08-25,8.680000305175781
2020-08-26,8.5
2020-08-27,8.5
2020-08-28,8.5
2020-08-31,8.010000228881836
2020-09-01,7.820000171661377
2020-09-02,8.236000061035156
2020-09-03,8.100000381469727
2020-09-04,8.069999694824219
2020-09-08,8.029999732971191
2020-09-09,8.317000389099121
2020-09-10,8.795000076293945
2020-09-11,8.859999656677246
2020-09-14,8.765000343322754
2020-09-15,8.765000343322754
2020-09-16,9.600000381469727
2020-09-17,9.4399995803833
2020-09-18,9.699999809265137
2020-09-21,9.699999809265137
2020-09-22,9.699999809265137
2020-09-23,9.699999809265137
2020-09-24,9.442999839782715
2020-09-25,9.074999809265137
2020-09-28,9.5
2020-09-29,9.260000228881836
2020-09-30,9.260000228881836
2020-10-01,9.260000228881836
2020-10-02,9.095000267028809
2020-10-05,9.095000267028809
2020-10-06,9.729999542236328
2020-10-07,9.729999542236328
2020-10-08,9.729999542236328
2020-10-09,9.729999542236328
2020-10-12,9.75
2020-10-13,9.609999656677246
2020-10-14,9.574999809265137
2020-10-15,9.574999809265137
2020-10-16,9.350000381469727
2020-10-19,9.324999809265137
2020-10-20,9.199999809265137
2020-10-21,9.300000190734863
2020-10-22,9.229000091552734
2020-10-23,9.229000091552734
2020-10-26,9.229000091552734
2020-10-27,9.300000190734863
2020-10-28,9.25
2020-10-29,9.326000213623047
2020-10-30,9.329999923706055
2020-11-02,9.229999542236328
2020-11-03,9.357999801635742
2020-11-04,9.357999801635742
2020-11-05,9.293000221252441
2020-11-06,9.293000221252441
2020-11-09,9.5
2020-11-10,9.625
2020-11-11,9.699999809265137
2020-11-12,9.699999809265137
2020-11-13,9.505000114440918
2020-11-16,9.510000228881836
2020-11-17,9.729999542236328
2020-11-18,9.567000389099121
2020-11-19,9.75
2020-11-20,9.640000343322754
2020-11-23,9.890000343322754
2020-11-24,10.154999732971191
2020-11-25,9.989999771118164
2020-11-27,9.859999656677246
2020-11-30,9.989999771118164
2020-12-01,9.989999771118164
2020-12-02,9.529999732971191
2020-12-03,9.529999732971191
2020-12-04,9.5600004196167
2020-12-07,9.789999961853027
2020-12-08,9.75
2020-12-09,9.970000267028809
2020-12-10,9.744000434875488
2020-12-11,9.970000267028809
2020-12-14,9.949999809265137
2020-12-15,9.890000343322754
2020-12-16,9.880000114440918
2020-12-17,9.800000190734863
2020-12-18,9.8100004196167
2020-12-21,9.727999687194824
2020-12-22,9.989999771118164
2020-12-23,9.90999984741211
2020-12-24,9.949999809265137
2020-12-28,9.760000228881836
2020-12-29,9.84000015258789
2020-12-30,10.15999984741211
2020-12-31,9.960000038146973
2021-01-04,10.0
2021-01-05,9.970000267028809
2021-01-06,10.180000305175781
2021-01-07,10.17199993133545
2021-01-08,10.17199993133545
2021-01-11,10.319999694824219
2021-01-12,10.489999771118164
2021-01-13,10.489999771118164
2021-01-14,10.489999771118164
2021-01-15,10.050000190734863
2021-01-19,10.109999656677246
2021-01-20,9.859999656677246
2021-01-21,10.149999618530273
2021-01-22,9.770000457763672
2021-01-25,9.833999633789062
2021-01-26,9.760000228881836
2021-01-27,9.800000190734863
2021-01-28,9.710000038146973
2021-01-29,9.460000038146973
2021-02-01,9.34000015258789
2021-02-02,9.34000015258789
2021-02-03,9.34000015258789
2021-02-04,9.824999809265137
2021-02-05,9.850000381469727
2021-02-08,9.850000381469727
2021-02-09,10.0
2021-02-10,9.9399995803833
2021-02-11,9.930000305175781
2021-02-12,9.930000305175781
2021-02-16,10.050000190734863
2021-02-17,10.010000228881836
2021-02-18,10.069999694824219
2021-02-19,10.100000381469727
2021-02-22,10.199999809265137
2021-02-23,10.199999809265137
2021-02-24,10.199999809265137
2021-02-25,10.199999809265137
2021-02-26,10.210000038146973
2021-03-01,10.175999641418457
2021-03-02,10.199999809265137
2021-03-03,13.949999809265137
2021-03-04,14.010000228881836
2021-03-05,14.119999885559082
2021-03-08,15.817000389099121
2021-03-09,16.030000686645508
2021-03-10,15.069999694824219
2021-03-11,14.748000144958496
2021-03-12,14.5600004196167
2021-03-15,15.0
2021-03-16,14.800000190734863
2021-03-17,14.800000190734863
2021-03-18,14.949999809265137
2021-03-19,14.9399995803833
2021-03-22,14.850000381469727
2021-03-23,14.75
2021-03-24,14.734999656677246
2021-03-25,14.75
2021-03-26,14.100000381469727
2021-03-29,14.270000457763672
2021-03-30,14.270000457763672
2021-03-31,14.23900032043457
2021-04-01,14.23900032043457
2021-04-05,14.300000190734863
2021-04-06,14.100000381469727
2021-04-07,14.329999923706055
2021-04-08,14.5
2021-04-09,14.185999870300293
2021-04-12,14.25
2021-04-13,14.25
2021-04-14,14.25
2021-04-15,14.25
2021-04-16,14.25
2021-04-19,14.25
2021-04-20,14.243000030517578
2021-04-21,14.489999771118164
2021-04-22,14.210000038146973
2021-04-23,14.486000061035156
2021-04-26,14.486000061035156
2021-04-27,14.486000061035156
2021-04-28,14.479999542236328
2021-04-29,14.479999542236328
2021-04-30,14.479999542236328
2021-05-03,14.199999809265137
2021-05-04,14.25
2021-05-05,14.199999809265137
2021-05-06,14.199999809265137
2021-05-07,13.899999618530273
2021-05-10,13.99899959564209
2021-05-11,13.970000267028809
2021-05-12,14.085000038146973
2021-05-13,14.100000381469727
2021-05-14,14.199999809265137
