,BKEPP
2013-02-13,8.800000190734863
2013-02-14,8.789999961853027
2013-02-15,8.789999961853027
2013-02-19,8.75
2013-02-20,8.75
2013-02-21,8.84000015258789
2013-02-22,8.989999771118164
2013-02-25,8.770000457763672
2013-02-26,8.770000457763672
2013-02-27,8.770000457763672
2013-02-28,8.649999618530273
2013-03-01,9.0
2013-03-04,9.100000381469727
2013-03-05,9.100000381469727
2013-03-06,8.979999542236328
2013-03-07,9.050000190734863
2013-03-08,9.079999923706055
2013-03-11,9.050000190734863
2013-03-12,9.119999885559082
2013-03-13,9.130000114440918
2013-03-14,9.100000381469727
2013-03-15,9.100000381469727
2013-03-18,9.079999923706055
2013-03-19,8.90999984741211
2013-03-20,8.90999984741211
2013-03-21,9.130000114440918
2013-03-22,9.0
2013-03-25,8.899999618530273
2013-03-26,9.0
2013-03-27,8.899999618530273
2013-03-28,8.779999732971191
2013-04-01,8.770000457763672
2013-04-02,9.039999961853027
2013-04-03,8.819999694824219
2013-04-04,8.75
2013-04-05,8.869999885559082
2013-04-08,8.869999885559082
2013-04-09,8.729999542236328
2013-04-10,8.899999618530273
2013-04-11,9.020000457763672
2013-04-12,9.050000190734863
2013-04-15,8.960000038146973
2013-04-16,9.050000190734863
2013-04-17,8.949999809265137
2013-04-18,9.0
2013-04-19,9.050000190734863
2013-04-22,8.979999542236328
2013-04-23,9.100000381469727
2013-04-24,9.119999885559082
2013-04-25,9.050000190734863
2013-04-26,9.050000190734863
2013-04-29,9.369999885559082
2013-04-30,9.270000457763672
2013-05-01,9.239999771118164
2013-05-02,9.09000015258789
2013-05-03,9.199999809265137
2013-05-06,9.100000381469727
2013-05-07,9.079999923706055
2013-05-08,9.010000228881836
2013-05-09,9.130000114440918
2013-05-10,9.229999542236328
2013-05-13,9.329999923706055
2013-05-14,9.300000190734863
2013-05-15,9.149999618530273
2013-05-16,9.15999984741211
2013-05-17,9.050000190734863
2013-05-20,9.0
2013-05-21,9.0
2013-05-22,9.0
2013-05-23,8.850000381469727
2013-05-24,9.199999809265137
2013-05-28,9.199999809265137
2013-05-29,9.279999732971191
2013-05-30,9.279999732971191
2013-05-31,9.300000190734863
2013-06-03,9.149999618530273
2013-06-04,9.1899995803833
2013-06-05,9.25
2013-06-06,9.119999885559082
2013-06-07,9.119999885559082
2013-06-10,9.119999885559082
2013-06-11,9.270000457763672
2013-06-12,9.239999771118164
2013-06-13,9.010000228881836
2013-06-14,9.199999809265137
2013-06-17,9.239999771118164
2013-06-18,9.25
2013-06-19,9.270000457763672
2013-06-20,9.069999694824219
2013-06-21,9.079999923706055
2013-06-24,9.050000190734863
2013-06-25,9.199999809265137
2013-06-26,9.199999809265137
2013-06-27,9.010000228881836
2013-06-28,9.010000228881836
2013-07-01,9.239999771118164
2013-07-02,9.239999771118164
2013-07-03,9.170000076293945
2013-07-05,9.170000076293945
2013-07-08,9.0
2013-07-09,9.229999542236328
2013-07-10,9.229999542236328
2013-07-11,9.1899995803833
2013-07-12,9.25
2013-07-15,9.25
2013-07-16,9.0
2013-07-17,9.039999961853027
2013-07-18,9.100000381469727
2013-07-19,9.100000381469727
2013-07-22,9.25
2013-07-23,9.069999694824219
2013-07-24,9.149999618530273
2013-07-25,9.039999961853027
2013-07-26,9.069999694824219
2013-07-29,9.029999732971191
2013-07-30,9.25
2013-07-31,9.079999923706055
2013-08-01,9.1899995803833
2013-08-02,9.0
2013-08-05,9.149999618530273
2013-08-06,9.1899995803833
2013-08-07,9.0
2013-08-08,9.170000076293945
2013-08-09,9.170000076293945
2013-08-12,9.170000076293945
2013-08-13,9.180000305175781
2013-08-14,8.90999984741211
2013-08-15,8.920000076293945
2013-08-16,9.029999732971191
2013-08-19,9.029999732971191
2013-08-20,8.979999542236328
2013-08-21,9.0
2013-08-22,9.0
2013-08-23,9.0
2013-08-26,9.1899995803833
2013-08-27,8.989999771118164
2013-08-28,8.989999771118164
2013-08-29,9.0
2013-08-30,9.0
2013-09-03,9.0
2013-09-04,9.079999923706055
2013-09-05,9.079999923706055
2013-09-06,9.079999923706055
2013-09-09,9.0
2013-09-10,9.0
2013-09-11,9.069999694824219
2013-09-12,8.729999542236328
2013-09-13,9.100000381469727
2013-09-16,9.100000381469727
2013-09-17,9.0
2013-09-18,9.100000381469727
2013-09-19,9.0
2013-09-20,9.0
2013-09-23,9.050000190734863
2013-09-24,9.050000190734863
2013-09-25,9.149999618530273
2013-09-26,9.149999618530273
2013-09-27,9.149999618530273
2013-09-30,9.050000190734863
2013-10-01,9.100000381469727
2013-10-02,9.100000381469727
2013-10-03,9.100000381469727
2013-10-04,9.050000190734863
2013-10-07,9.100000381469727
2013-10-08,9.09000015258789
2013-10-09,9.100000381469727
2013-10-10,9.010000228881836
2013-10-11,9.100000381469727
2013-10-14,9.050000190734863
2013-10-15,9.050000190734863
2013-10-16,9.210000038146973
2013-10-17,9.210000038146973
2013-10-18,9.100000381469727
2013-10-21,9.039999961853027
2013-10-22,9.010000228881836
2013-10-23,9.010000228881836
2013-10-24,9.029999732971191
2013-10-25,9.029999732971191
2013-10-28,9.039999961853027
2013-10-29,9.149999618530273
2013-10-30,9.149999618530273
2013-10-31,9.130000114440918
2013-11-01,9.149999618530273
2013-11-04,9.149999618530273
2013-11-05,9.0600004196167
2013-11-06,9.239999771118164
2013-11-07,9.1899995803833
2013-11-08,9.140000343322754
2013-11-11,9.1899995803833
2013-11-12,9.220000267028809
2013-11-13,9.390000343322754
2013-11-14,9.1899995803833
2013-11-15,9.149999618530273
2013-11-18,9.220000267028809
2013-11-19,9.100000381469727
2013-11-20,9.149999618530273
2013-11-21,9.149999618530273
2013-11-22,9.149999618530273
2013-11-25,9.149999618530273
2013-11-26,9.010000228881836
2013-11-27,9.140000343322754
2013-11-29,9.149999618530273
2013-12-02,9.199999809265137
2013-12-03,9.100000381469727
2013-12-04,9.180000305175781
2013-12-05,9.170000076293945
2013-12-06,9.180000305175781
2013-12-09,9.100000381469727
2013-12-10,9.010000228881836
2013-12-11,8.899999618530273
2013-12-12,9.0
2013-12-13,9.0
2013-12-16,9.0
2013-12-17,9.050000190734863
2013-12-18,9.050000190734863
2013-12-19,9.130000114440918
2013-12-20,9.130000114440918
2013-12-23,9.149999618530273
2013-12-24,9.199999809265137
2013-12-26,9.199999809265137
2013-12-27,9.380000114440918
2013-12-30,9.239999771118164
2013-12-31,9.1899995803833
2014-01-02,9.300000190734863
2014-01-03,9.319999694824219
2014-01-06,9.420000076293945
2014-01-07,9.420000076293945
2014-01-08,9.470000267028809
2014-01-09,9.479999542236328
2014-01-10,9.479999542236328
2014-01-13,9.34000015258789
2014-01-14,9.350000381469727
2014-01-15,9.350000381469727
2014-01-16,9.649999618530273
2014-01-17,9.359999656677246
2014-01-21,9.5
2014-01-22,9.539999961853027
2014-01-23,9.539999961853027
2014-01-24,9.539999961853027
2014-01-27,9.550000190734863
2014-01-28,9.420000076293945
2014-01-29,9.449999809265137
2014-01-30,9.529999732971191
2014-01-31,9.460000038146973
2014-02-03,9.329999923706055
2014-02-04,9.649999618530273
2014-02-05,9.479999542236328
2014-02-06,9.649999618530273
2014-02-07,9.649999618530273
2014-02-10,9.640000343322754
2014-02-11,9.5
2014-02-12,9.5
2014-02-13,9.649999618530273
2014-02-14,9.699999809265137
2014-02-18,9.630000114440918
2014-02-19,9.699999809265137
2014-02-20,9.600000381469727
2014-02-21,9.699999809265137
2014-02-24,9.699999809265137
2014-02-25,9.760000228881836
2014-02-26,9.75
2014-02-27,9.75
2014-02-28,9.75
2014-03-03,9.65999984741211
2014-03-04,9.619999885559082
2014-03-05,9.899999618530273
2014-03-06,9.779999732971191
2014-03-07,9.899999618530273
2014-03-10,9.960000038146973
2014-03-11,9.899999618530273
2014-03-12,9.920000076293945
2014-03-13,9.899999618530273
2014-03-14,9.949999809265137
2014-03-17,9.899999618530273
2014-03-18,9.899999618530273
2014-03-19,9.899999618530273
2014-03-20,9.899999618530273
2014-03-21,9.960000038146973
2014-03-24,9.899999618530273
2014-03-25,9.899999618530273
2014-03-26,9.960000038146973
2014-03-27,9.920000076293945
2014-03-28,9.960000038146973
2014-03-31,9.9399995803833
2014-04-01,9.960000038146973
2014-04-02,10.0
2014-04-03,9.899999618530273
2014-04-04,9.890000343322754
2014-04-07,10.449999809265137
2014-04-08,9.960000038146973
2014-04-09,9.960000038146973
2014-04-10,9.960000038146973
2014-04-11,10.149999618530273
2014-04-14,10.149999618530273
2014-04-15,9.960000038146973
2014-04-16,9.960000038146973
2014-04-17,10.0
2014-04-21,9.989999771118164
2014-04-22,10.0
2014-04-23,10.0
2014-04-24,10.0
2014-04-25,10.0
2014-04-28,10.0
2014-04-29,10.0
2014-04-30,10.0
2014-05-01,9.90999984741211
2014-05-02,9.800000190734863
2014-05-05,9.899999618530273
2014-05-06,9.899999618530273
2014-05-07,9.899999618530273
2014-05-08,9.25
2014-05-09,9.6899995803833
2014-05-12,9.850000381469727
2014-05-13,9.899999618530273
2014-05-14,9.800000190734863
2014-05-15,10.350000381469727
2014-05-16,9.369999885559082
2014-05-19,9.75
2014-05-20,9.850000381469727
2014-05-21,9.850000381469727
2014-05-22,9.850000381469727
2014-05-23,9.850000381469727
2014-05-27,9.850000381469727
2014-05-28,10.0
2014-05-29,10.0
2014-05-30,9.710000038146973
2014-06-02,9.899999618530273
2014-06-03,9.65999984741211
2014-06-04,9.65999984741211
2014-06-05,10.0
2014-06-06,10.0
2014-06-09,9.75
2014-06-10,9.899999618530273
2014-06-11,9.8100004196167
2014-06-12,9.800000190734863
2014-06-13,9.800000190734863
2014-06-16,9.710000038146973
2014-06-17,9.760000228881836
2014-06-18,9.75
2014-06-19,9.75
2014-06-20,9.800000190734863
2014-06-23,9.760000228881836
2014-06-24,9.65999984741211
2014-06-25,9.850000381469727
2014-06-26,9.850000381469727
2014-06-27,9.850000381469727
2014-06-30,9.989999771118164
2014-07-01,10.5
2014-07-02,10.25
2014-07-03,10.25
2014-07-07,9.920000076293945
2014-07-08,10.0
2014-07-09,10.0
2014-07-10,9.65999984741211
2014-07-11,10.0
2014-07-14,9.90999984741211
2014-07-15,9.90999984741211
2014-07-16,10.0
2014-07-17,10.0
2014-07-18,10.0
2014-07-21,9.899999618530273
2014-07-22,9.899999618530273
2014-07-23,10.199999809265137
2014-07-24,10.15999984741211
2014-07-25,10.15999984741211
2014-07-28,10.15999984741211
2014-07-29,10.15999984741211
2014-07-30,10.180000305175781
2014-07-31,9.75
2014-08-01,9.75
2014-08-04,9.75
2014-08-05,9.75
2014-08-06,9.850000381469727
2014-08-07,9.850000381469727
2014-08-08,9.850000381469727
2014-08-11,10.140000343322754
2014-08-12,10.0
2014-08-13,10.0
2014-08-14,10.0
2014-08-15,10.050000190734863
2014-08-18,10.050000190734863
2014-08-19,9.960000038146973
2014-08-20,10.050000190734863
2014-08-21,10.0
2014-08-22,9.899999618530273
2014-08-25,10.069999694824219
2014-08-26,10.069999694824219
2014-08-27,10.069999694824219
2014-08-28,10.050000190734863
2014-08-29,10.0600004196167
2014-09-02,9.970000267028809
2014-09-03,10.050000190734863
2014-09-04,10.0
2014-09-05,9.979999542236328
2014-09-08,10.039999961853027
2014-09-09,10.020000457763672
2014-09-10,10.039999961853027
2014-09-11,10.0
2014-09-12,10.0
2014-09-15,9.930000305175781
2014-09-16,9.739999771118164
2014-09-17,9.550000190734863
2014-09-18,9.699999809265137
2014-09-19,9.699999809265137
2014-09-22,9.949999809265137
2014-09-23,9.710000038146973
2014-09-24,9.649999618530273
2014-09-25,9.899999618530273
2014-09-26,9.5
2014-09-29,9.600000381469727
2014-09-30,9.600000381469727
2014-10-01,9.5
2014-10-02,9.40999984741211
2014-10-03,9.65999984741211
2014-10-06,9.550000190734863
2014-10-07,9.449999809265137
2014-10-08,9.449999809265137
2014-10-09,9.3100004196167
2014-10-10,9.460000038146973
2014-10-13,9.460000038146973
2014-10-14,8.930000305175781
2014-10-15,9.0
2014-10-16,8.75
2014-10-17,8.640000343322754
2014-10-20,9.09000015258789
2014-10-21,8.989999771118164
2014-10-22,8.539999961853027
2014-10-23,8.649999618530273
2014-10-24,9.1899995803833
2014-10-27,8.5600004196167
2014-10-28,9.140000343322754
2014-10-29,9.199999809265137
2014-10-30,9.199999809265137
2014-10-31,9.039999961853027
2014-11-03,8.979999542236328
2014-11-04,8.979999542236328
2014-11-05,8.819999694824219
2014-11-06,8.760000228881836
2014-11-07,8.880000114440918
2014-11-10,8.880000114440918
2014-11-11,9.34000015258789
2014-11-12,9.34000015258789
2014-11-13,9.220000267028809
2014-11-14,9.0
2014-11-17,9.0
2014-11-18,9.010000228881836
2014-11-19,8.649999618530273
2014-11-20,8.859999656677246
2014-11-21,9.050000190734863
2014-11-24,8.770000457763672
2014-11-25,8.800000190734863
2014-11-26,8.850000381469727
2014-11-28,8.800000190734863
2014-12-01,8.4399995803833
2014-12-02,8.4399995803833
2014-12-03,8.40999984741211
2014-12-04,8.40999984741211
2014-12-05,8.800000190734863
2014-12-08,8.3100004196167
2014-12-09,8.300000190734863
2014-12-10,8.199999809265137
2014-12-11,8.180000305175781
2014-12-12,8.0600004196167
2014-12-15,7.929999828338623
2014-12-16,7.659999847412109
2014-12-17,8.100000381469727
2014-12-18,7.699999809265137
2014-12-19,7.699999809265137
2014-12-22,7.900000095367432
2014-12-23,7.949999809265137
2014-12-24,7.949999809265137
2014-12-26,8.199999809265137
2014-12-29,8.550000190734863
2014-12-30,8.260000228881836
2014-12-31,8.5
2015-01-02,8.270000457763672
2015-01-05,8.270000457763672
2015-01-06,8.319999694824219
2015-01-07,8.529999732971191
2015-01-08,8.520000457763672
2015-01-09,8.770000457763672
2015-01-12,8.75
2015-01-13,8.760000228881836
2015-01-14,8.800000190734863
2015-01-15,8.109999656677246
2015-01-16,8.260000228881836
2015-01-20,8.65999984741211
2015-01-21,8.829999923706055
2015-01-22,9.0
2015-01-23,9.0
2015-01-26,9.0
2015-01-27,9.0
2015-01-28,9.149999618530273
2015-01-29,9.149999618530273
2015-01-30,9.149999618530273
2015-02-02,8.819999694824219
2015-02-03,9.149999618530273
2015-02-04,8.949999809265137
2015-02-05,8.90999984741211
2015-02-06,9.079999923706055
2015-02-09,9.0600004196167
2015-02-10,9.109999656677246
2015-02-11,9.140000343322754
2015-02-12,8.989999771118164
2015-02-13,8.8100004196167
2015-02-17,9.0
2015-02-18,9.0600004196167
2015-02-19,8.829999923706055
2015-02-20,8.819999694824219
2015-02-23,8.850000381469727
2015-02-24,8.850000381469727
2015-02-25,8.850000381469727
2015-02-26,8.949999809265137
2015-02-27,8.899999618530273
2015-03-02,8.90999984741211
2015-03-03,8.90999984741211
2015-03-04,8.930000305175781
2015-03-05,8.930000305175781
2015-03-06,8.930000305175781
2015-03-09,8.930000305175781
2015-03-10,8.899999618530273
2015-03-11,8.949999809265137
2015-03-12,8.949999809265137
2015-03-13,8.949999809265137
2015-03-16,9.0
2015-03-17,8.949999809265137
2015-03-18,8.949999809265137
2015-03-19,9.09000015258789
2015-03-20,9.100000381469727
2015-03-23,9.079999923706055
2015-03-24,9.079999923706055
2015-03-25,9.020000457763672
2015-03-26,9.029999732971191
2015-03-27,9.0
2015-03-30,9.0
2015-03-31,9.0
2015-04-01,9.0
2015-04-02,9.09000015258789
2015-04-06,9.100000381469727
2015-04-07,9.100000381469727
2015-04-08,9.100000381469727
2015-04-09,9.220000267028809
2015-04-10,9.079999923706055
2015-04-13,9.100000381469727
2015-04-14,9.100000381469727
2015-04-15,9.0
2015-04-16,9.0
2015-04-17,9.140000343322754
2015-04-20,9.140000343322754
2015-04-21,9.199999809265137
2015-04-22,9.0
2015-04-23,9.100000381469727
2015-04-24,9.0
2015-04-27,9.100000381469727
2015-04-28,9.130000114440918
2015-04-29,9.100000381469727
2015-04-30,9.149999618530273
2015-05-01,8.949999809265137
2015-05-04,9.300000190734863
2015-05-05,8.949999809265137
2015-05-06,8.949999809265137
2015-05-07,9.0600004196167
2015-05-08,8.970000267028809
2015-05-11,8.949999809265137
2015-05-12,9.109999656677246
2015-05-13,9.130000114440918
2015-05-14,9.0
2015-05-15,9.100000381469727
2015-05-18,8.960000038146973
2015-05-19,8.920000076293945
2015-05-20,8.920000076293945
2015-05-21,8.920000076293945
2015-05-22,9.09000015258789
2015-05-26,8.949999809265137
2015-05-27,8.949999809265137
2015-05-28,8.949999809265137
2015-05-29,8.989999771118164
2015-06-01,8.989999771118164
2015-06-02,8.949999809265137
2015-06-03,8.850000381469727
2015-06-04,8.829999923706055
2015-06-05,8.510000228881836
2015-06-08,8.569999694824219
2015-06-09,8.579999923706055
2015-06-10,8.59000015258789
2015-06-11,8.59000015258789
2015-06-12,8.59000015258789
2015-06-15,8.59000015258789
2015-06-16,8.609999656677246
2015-06-17,8.59000015258789
2015-06-18,8.569999694824219
2015-06-19,8.569999694824219
2015-06-22,8.550000190734863
2015-06-23,8.680000305175781
2015-06-24,8.550000190734863
2015-06-25,8.550000190734863
2015-06-26,8.5
2015-06-29,8.40999984741211
2015-06-30,8.40999984741211
2015-07-01,8.430000305175781
2015-07-02,8.430000305175781
2015-07-06,8.430000305175781
2015-07-07,8.420000076293945
2015-07-08,8.40999984741211
2015-07-09,8.539999961853027
2015-07-10,8.470000267028809
2015-07-13,8.470000267028809
2015-07-14,8.470000267028809
2015-07-15,8.260000228881836
2015-07-16,8.319999694824219
2015-07-17,8.029999732971191
2015-07-20,8.15999984741211
2015-07-21,8.239999771118164
2015-07-22,8.100000381469727
2015-07-23,8.0600004196167
2015-07-24,8.0600004196167
2015-07-27,8.050000190734863
2015-07-28,8.25
2015-07-29,8.300000190734863
2015-07-30,8.25
2015-07-31,7.96999979019165
2015-08-03,7.96999979019165
2015-08-04,7.96999979019165
2015-08-05,7.96999979019165
2015-08-06,7.949999809265137
2015-08-07,7.949999809265137
2015-08-10,7.550000190734863
2015-08-11,8.0
2015-08-12,7.989999771118164
2015-08-13,7.730000019073486
2015-08-14,7.730000019073486
2015-08-17,7.730000019073486
2015-08-18,7.880000114440918
2015-08-19,7.880000114440918
2015-08-20,7.849999904632568
2015-08-21,7.769999980926514
2015-08-24,7.599999904632568
2015-08-25,6.960000038146973
2015-08-26,7.090000152587891
2015-08-27,7.75
2015-08-28,7.610000133514404
2015-08-31,7.610000133514404
2015-09-01,7.460000038146973
2015-09-02,7.460000038146973
2015-09-03,7.860000133514404
2015-09-04,7.860000133514404
2015-09-08,7.949999809265137
2015-09-09,7.75
2015-09-10,7.690000057220459
2015-09-11,7.690000057220459
2015-09-14,7.409999847412109
2015-09-15,7.039999961853027
2015-09-16,7.110000133514404
2015-09-17,7.119999885559082
2015-09-18,7.119999885559082
2015-09-21,7.119999885559082
2015-09-22,7.489999771118164
2015-09-23,7.199999809265137
2015-09-24,7.110000133514404
2015-09-25,7.150000095367432
2015-09-28,6.920000076293945
2015-09-29,6.75
2015-09-30,6.75
2015-10-01,6.590000152587891
2015-10-02,6.730000019073486
2015-10-05,6.989999771118164
2015-10-06,7.0
2015-10-07,6.96999979019165
2015-10-08,7.099999904632568
2015-10-09,7.0
2015-10-12,7.0
2015-10-13,7.0
2015-10-14,7.050000190734863
2015-10-15,7.050000190734863
2015-10-16,7.199999809265137
2015-10-19,7.210000038146973
2015-10-20,7.059999942779541
2015-10-21,7.059999942779541
2015-10-22,7.320000171661377
2015-10-23,6.960000038146973
2015-10-26,6.880000114440918
2015-10-27,6.909999847412109
2015-10-28,6.840000152587891
2015-10-29,6.869999885559082
2015-10-30,6.690000057220459
2015-11-02,6.800000190734863
2015-11-03,7.039999961853027
2015-11-04,6.860000133514404
2015-11-05,6.900000095367432
2015-11-06,6.849999904632568
2015-11-09,6.710000038146973
2015-11-10,6.730000019073486
2015-11-11,6.699999809265137
2015-11-12,6.679999828338623
2015-11-13,6.550000190734863
2015-11-16,6.559999942779541
2015-11-17,6.550000190734863
2015-11-18,6.409999847412109
2015-11-19,6.360000133514404
2015-11-20,6.269999980926514
2015-11-23,6.300000190734863
2015-11-24,6.659999847412109
2015-11-25,6.550000190734863
2015-11-27,6.710000038146973
2015-11-30,6.840000152587891
2015-12-01,6.840000152587891
2015-12-02,6.699999809265137
2015-12-03,6.710000038146973
2015-12-04,6.570000171661377
2015-12-07,6.159999847412109
2015-12-08,6.199999809265137
2015-12-09,6.670000076293945
2015-12-10,6.460000038146973
2015-12-11,6.599999904632568
2015-12-14,6.369999885559082
2015-12-15,6.349999904632568
2015-12-16,6.349999904632568
2015-12-17,6.21999979019165
2015-12-18,6.389999866485596
2015-12-21,6.460000038146973
2015-12-22,6.519999980926514
2015-12-23,6.659999847412109
2015-12-24,6.5
2015-12-28,6.820000171661377
2015-12-29,6.639999866485596
2015-12-30,6.619999885559082
2015-12-31,6.769999980926514
2016-01-04,6.650000095367432
2016-01-05,6.590000152587891
2016-01-06,6.630000114440918
2016-01-07,6.639999866485596
2016-01-08,6.650000095367432
2016-01-11,6.599999904632568
2016-01-12,6.559999942779541
2016-01-13,6.440000057220459
2016-01-14,6.559999942779541
2016-01-15,6.449999809265137
2016-01-19,6.0
