,BPYPO
2020-07-16,18.760000228881836
2020-07-17,18.760000228881836
2020-07-20,18.780000686645508
2020-07-21,18.790000915527344
2020-07-22,18.613000869750977
2020-07-23,18.40999984741211
2020-07-24,18.6299991607666
2020-07-27,18.600000381469727
2020-07-28,18.68000030517578
2020-07-29,19.190000534057617
2020-07-30,19.440000534057617
2020-07-31,19.489999771118164
2020-08-03,19.975000381469727
2020-08-04,19.829999923706055
2020-08-05,19.549999237060547
2020-08-06,19.0
2020-08-07,19.274999618530273
2020-08-10,19.709999084472656
2020-08-11,20.290000915527344
2020-08-12,21.479999542236328
2020-08-13,21.200000762939453
2020-08-14,21.440000534057617
2020-08-17,21.399999618530273
2020-08-18,21.75
2020-08-19,21.899999618530273
2020-08-20,21.450000762939453
2020-08-21,21.920000076293945
2020-08-24,22.22599983215332
2020-08-25,22.06999969482422
2020-08-26,22.15999984741211
2020-08-27,22.3799991607666
2020-08-28,22.21500015258789
2020-08-31,22.100000381469727
2020-09-01,22.0
2020-09-02,21.850000381469727
2020-09-03,21.81999969482422
2020-09-04,21.700000762939453
2020-09-08,21.739999771118164
2020-09-09,21.700000762939453
2020-09-10,21.3700008392334
2020-09-11,21.549999237060547
2020-09-14,21.5
2020-09-15,21.3700008392334
2020-09-16,21.309999465942383
2020-09-17,21.3799991607666
2020-09-18,21.43000030517578
2020-09-21,21.09000015258789
2020-09-22,21.110000610351562
2020-09-23,20.0
2020-09-24,20.0
2020-09-25,20.201000213623047
2020-09-28,20.690000534057617
2020-09-29,20.549999237060547
2020-09-30,19.829999923706055
2020-10-01,20.299999237060547
2020-10-02,20.239999771118164
2020-10-05,20.520000457763672
2020-10-06,20.43000030517578
2020-10-07,20.75
2020-10-08,21.350000381469727
2020-10-09,21.350000381469727
2020-10-12,21.459999084472656
2020-10-13,21.440000534057617
2020-10-14,20.850000381469727
2020-10-15,20.8700008392334
2020-10-16,21.030000686645508
2020-10-19,21.020000457763672
2020-10-20,21.329999923706055
2020-10-21,21.049999237060547
2020-10-22,21.25
2020-10-23,21.290000915527344
2020-10-26,21.15999984741211
2020-10-27,21.049999237060547
2020-10-28,20.469999313354492
2020-10-29,20.18000030517578
2020-10-30,20.200000762939453
2020-11-02,20.25
2020-11-03,19.959999084472656
2020-11-04,20.270000457763672
2020-11-05,20.610000610351562
2020-11-06,20.5
2020-11-09,21.25
2020-11-10,22.290000915527344
2020-11-11,22.56999969482422
2020-11-12,22.1200008392334
2020-11-13,22.5
2020-11-16,23.360000610351562
2020-11-17,23.299999237060547
2020-11-18,23.479999542236328
2020-11-19,23.299999237060547
2020-11-20,23.674999237060547
2020-11-23,23.924999237060547
2020-11-24,24.0
2020-11-25,24.125
2020-11-27,24.139999389648438
2020-11-30,24.15999984741211
2020-12-01,24.0
2020-12-02,24.010000228881836
2020-12-03,24.15999984741211
2020-12-04,24.049999237060547
2020-12-07,24.09000015258789
2020-12-08,24.09000015258789
2020-12-09,23.860000610351562
2020-12-10,23.860000610351562
2020-12-11,23.81999969482422
2020-12-14,23.799999237060547
2020-12-15,23.790000915527344
2020-12-16,23.729999542236328
2020-12-17,23.809999465942383
2020-12-18,23.729999542236328
2020-12-21,23.610000610351562
2020-12-22,23.350000381469727
2020-12-23,23.229999542236328
2020-12-24,23.290000915527344
2020-12-28,23.3799991607666
2020-12-29,23.399999618530273
2020-12-30,23.420000076293945
2020-12-31,23.190000534057617
2021-01-04,23.75
2021-01-05,24.049999237060547
2021-01-06,24.139999389648438
2021-01-07,24.110000610351562
2021-01-08,24.280000686645508
2021-01-11,23.933000564575195
2021-01-12,24.010000228881836
2021-01-13,24.139999389648438
2021-01-14,24.25
2021-01-15,24.43400001525879
2021-01-19,24.549999237060547
2021-01-20,24.600000381469727
2021-01-21,24.75
2021-01-22,24.700000762939453
2021-01-25,24.489999771118164
2021-01-26,24.40999984741211
2021-01-27,24.360000610351562
2021-01-28,24.25
2021-01-29,24.229999542236328
2021-02-01,24.198999404907227
2021-02-02,24.149999618530273
2021-02-03,24.200000762939453
2021-02-04,24.510000228881836
2021-02-05,24.43000030517578
2021-02-08,24.68000030517578
2021-02-09,24.700000762939453
2021-02-10,24.84000015258789
2021-02-11,24.3700008392334
2021-02-12,24.229999542236328
2021-02-16,24.09000015258789
2021-02-17,24.0
2021-02-18,24.020000457763672
2021-02-19,23.889999389648438
2021-02-22,23.969999313354492
2021-02-23,24.010000228881836
2021-02-24,24.049999237060547
2021-02-25,23.770000457763672
2021-02-26,23.68000030517578
2021-03-01,23.84000015258789
2021-03-02,23.799999237060547
2021-03-03,23.899999618530273
2021-03-04,23.93000030517578
2021-03-05,24.250999450683594
2021-03-08,24.5
2021-03-09,24.479999542236328
2021-03-10,24.729999542236328
2021-03-11,24.75
2021-03-12,24.709999084472656
2021-03-15,24.670000076293945
2021-03-16,24.850000381469727
2021-03-17,24.799999237060547
2021-03-18,24.420000076293945
2021-03-19,24.5
2021-03-22,25.0
2021-03-23,24.950000762939453
2021-03-24,25.040000915527344
2021-03-25,25.020000457763672
2021-03-26,25.079999923706055
2021-03-29,25.1299991607666
2021-03-30,25.270000457763672
2021-03-31,25.709999084472656
2021-04-01,25.360000610351562
2021-04-05,25.360000610351562
2021-04-06,24.989999771118164
2021-04-07,24.860000610351562
2021-04-08,25.010000228881836
2021-04-09,24.84000015258789
2021-04-12,25.079999923706055
2021-04-13,25.049999237060547
2021-04-14,24.950000762939453
2021-04-15,24.920000076293945
2021-04-16,25.100000381469727
2021-04-19,25.100000381469727
2021-04-20,25.1299991607666
2021-04-21,25.170000076293945
2021-04-22,25.200000762939453
2021-04-23,25.459999084472656
2021-04-26,25.479999542236328
2021-04-27,25.479999542236328
2021-04-28,25.5049991607666
2021-04-29,25.44499969482422
2021-04-30,25.260000228881836
2021-05-03,25.389999389648438
2021-05-04,25.34000015258789
2021-05-05,25.389999389648438
2021-05-06,25.690000534057617
2021-05-07,25.770000457763672
2021-05-10,25.6200008392334
2021-05-11,25.5
2021-05-12,25.1200008392334
2021-05-13,25.559999465942383
2021-05-14,25.700000762939453
