,PHP
2016-10-07,18100.0
2016-10-10,17700.0
2016-10-11,19300.0
2016-10-12,19300.0
2016-10-13,19300.0
2016-10-14,18600.0
2016-10-17,18500.0
2016-10-18,18200.0
2016-10-19,18000.0
2016-10-20,18000.0
2016-10-21,18000.0
2016-10-24,18000.0
2016-10-25,18000.0
2016-10-26,18000.0
2016-10-27,17900.0
2016-10-28,17900.0
2016-10-31,17900.0
2016-11-01,17000.0
2016-11-02,17000.0
2016-11-03,17100.0
2016-11-04,16900.0
2016-11-07,16700.0
2016-11-08,16200.0
2016-11-09,16500.0
2016-11-10,17000.0
2016-11-11,17300.0
2016-11-14,16300.0
2016-11-15,16300.0
2016-11-16,17000.0
2016-11-17,17100.0
2016-11-18,16100.0
2016-11-21,16800.0
2016-11-22,16100.0
2016-11-23,17200.0
2016-11-25,16000.0
2016-11-28,16000.0
2016-11-29,16000.0
2016-11-30,16000.0
2016-12-01,16000.0
2016-12-02,16000.0
2016-12-05,16300.0
2016-12-06,16200.0
2016-12-07,16200.0
2016-12-08,16000.0
2016-12-09,17000.0
2016-12-12,15700.0
2016-12-13,16000.0
2016-12-14,16000.0
2016-12-15,16500.0
2016-12-16,16000.0
2016-12-19,16200.0
2016-12-20,16000.0
2016-12-21,16500.0
2016-12-22,16300.0
2016-12-23,17300.0
2016-12-27,17100.0
2016-12-28,16300.0
2016-12-29,16400.0
2016-12-30,17000.0
2017-01-03,16200.0
2017-01-04,16200.0
2017-01-05,16400.0
2017-01-06,16500.0
2017-01-09,16500.0
2017-01-10,16500.0
2017-01-11,16200.0
2017-01-12,16200.0
2017-01-13,16200.0
2017-01-17,16100.0
2017-01-18,16000.0
2017-01-19,16500.0
2017-01-20,16000.0
2017-01-23,16000.0
2017-01-24,16000.0
2017-01-25,16000.0
2017-01-26,16000.0
2017-01-27,16000.0
2017-01-30,16000.0
2017-01-31,16000.0
2017-02-01,16000.0
2017-02-02,16000.0
2017-02-03,16000.0
2017-02-06,16000.0
2017-02-07,16300.0
2017-02-08,16300.0
2017-02-09,16300.0
2017-02-10,16500.0
2017-02-13,16100.0
2017-02-14,16100.0
2017-02-15,
2017-02-16,16500.0
2017-02-17,15900.0
2017-02-21,16300.0
2017-02-22,16100.0
2017-02-23,16100.0
2017-02-24,16800.0
2017-02-27,17300.0
2017-02-28,17200.0
2017-03-01,16300.0
2017-03-02,17000.0
2017-03-03,17000.0
2017-03-06,16200.0
2017-03-07,16200.0
2017-03-08,16200.0
2017-03-09,16200.0
2017-03-10,16300.0
2017-03-13,16700.0
2017-03-14,16300.0
2017-03-15,16200.0
2017-03-16,16000.0
2017-03-17,16000.0
2017-03-20,16000.0
2017-03-21,16000.0
2017-03-22,16000.0
2017-03-23,15900.0
2017-03-24,15900.0
2017-03-27,16000.0
2017-03-28,15700.0
2017-03-29,15800.0
2017-03-30,15800.0
2017-03-31,15700.0
2017-04-03,15700.0
2017-04-04,15700.0
2017-04-05,15700.0
2017-04-06,15700.0
2017-04-07,15700.0
2017-04-10,15700.0
2017-04-11,15800.0
2017-04-12,15800.0
2017-04-13,15800.0
2017-04-17,15600.0
2017-04-18,15700.0
2017-04-19,15600.0
2017-04-20,15600.0
2017-04-21,15600.0
2017-04-24,15500.0
2017-04-25,15300.0
2017-04-26,15200.0
2017-04-27,15300.0
2017-04-28,15200.0
2017-05-01,15200.0
2017-05-02,15200.0
2017-05-03,15300.0
2017-05-04,15600.0
2017-05-05,15700.0
2017-05-08,15500.0
2017-05-09,15500.0
2017-05-10,15200.0
2017-05-11,15600.0
2017-05-12,15600.0
2017-05-15,16000.0
2017-05-16,16000.0
2017-05-17,15200.0
2017-05-18,15600.0
2017-05-19,15200.0
2017-05-22,15600.0
2017-05-23,15700.0
2017-05-24,15300.0
2017-05-25,15600.0
2017-05-26,15300.0
2017-05-30,15300.0
2017-05-31,15200.0
2017-06-01,15200.0
2017-06-02,15000.0
2017-06-05,15300.0
2017-06-06,15300.0
2017-06-07,15000.0
2017-06-08,14600.0
2017-06-09,14800.0
2017-06-12,15000.0
2017-06-13,14900.0
2017-06-14,15000.0
2017-06-15,15300.0
2017-06-16,15300.0
2017-06-19,15000.0
2017-06-20,15200.0
2017-06-21,14800.0
2017-06-22,14900.0
2017-06-23,
2017-06-26,14800.0
2017-06-27,14900.0
2017-06-28,15200.0
2017-06-29,14900.0
2017-06-30,15400.0
2017-07-03,14900.0
2017-07-05,15100.0
2017-07-06,15200.0
2017-07-07,15000.0
2017-07-10,15100.0
2017-07-11,15400.0
2017-07-12,15100.0
2017-07-13,15000.0
2017-07-14,14800.0
2017-07-17,14800.0
2017-07-18,14900.0
2017-07-19,14800.0
2017-07-20,14800.0
2017-07-21,14800.0
2017-07-24,14600.0
2017-07-25,14500.0
2017-07-26,14600.0
2017-07-27,14700.0
2017-07-28,14800.0
2017-07-31,14800.0
2017-08-01,14300.0
2017-08-02,14400.0
2017-08-03,14500.0
2017-08-04,14500.0
2017-08-07,14600.0
2017-08-08,14500.0
2017-08-09,14500.0
2017-08-10,14400.0
2017-08-11,14200.0
2017-08-14,14500.0
2017-08-15,14500.0
2017-08-16,14400.0
2017-08-17,14400.0
2017-08-18,14200.0
2017-08-21,14200.0
2017-08-22,14200.0
2017-08-23,14100.0
2017-08-24,14100.0
2017-08-25,14600.0
2017-08-28,14200.0
2017-08-29,14300.0
2017-08-30,14300.0
2017-08-31,13200.0
2017-09-01,13700.0
2017-09-05,13600.0
2017-09-06,13300.0
2017-09-07,14000.0
2017-09-08,14000.0
2017-09-11,13600.0
2017-09-12,13800.0
2017-09-13,13900.0
2017-09-14,13900.0
2017-09-15,13500.0
2017-09-18,13500.0
2017-09-19,13200.0
2017-09-20,13600.0
2017-09-21,13500.0
2017-09-22,13500.0
2017-09-25,13500.0
2017-09-26,13300.0
2017-09-27,13300.0
2017-09-28,14600.0
2017-09-29,14000.0
2017-10-02,13000.0
2017-10-03,13000.0
2017-10-04,13000.0
2017-10-05,13200.0
2017-10-06,12800.0
2017-10-09,12800.0
2017-10-10,12800.0
2017-10-11,12500.0
2017-10-12,12600.0
2017-10-13,12600.0
2017-10-16,12600.0
2017-10-17,12600.0
2017-10-18,12200.0
2017-10-19,12000.0
2017-10-20,13000.0
2017-10-23,12700.0
2017-10-24,12500.0
2017-10-25,13000.0
2017-10-26,13000.0
2017-10-27,12000.0
2017-10-30,13000.0
2017-10-31,12400.0
2017-11-01,12400.0
2017-11-02,12400.0
2017-11-03,12400.0
2017-11-06,12400.0
2017-11-07,12700.0
2017-11-08,12900.0
2017-11-09,13000.0
2017-11-10,12600.0
2017-11-13,12600.0
2017-11-14,12600.0
2017-11-15,12600.0
2017-11-16,12100.0
2017-11-17,12100.0
2017-11-20,12100.0
2017-11-21,12100.0
2017-11-22,12200.0
2017-11-24,12300.0
2017-11-27,12100.0
2017-11-28,12200.0
2017-11-29,12400.0
2017-11-30,12900.0
2017-12-01,12600.0
2017-12-04,12700.0
2017-12-05,12900.0
2017-12-06,13000.0
2017-12-07,12800.0
2017-12-08,12800.0
2017-12-11,12800.0
2017-12-12,12800.0
2017-12-13,12800.0
2017-12-14,12800.0
2017-12-15,12700.0
2017-12-18,12600.0
2017-12-19,12900.0
2017-12-20,13500.0
2017-12-21,13500.0
2017-12-22,12600.0
2017-12-26,12500.0
2017-12-27,13400.0
2017-12-28,13300.0
2017-12-29,13300.0
2018-01-02,13000.0
2018-01-03,13000.0
2018-01-04,12900.0
2018-01-05,12900.0
2018-01-08,12600.0
2018-01-09,
2018-01-10,12400.0
2018-01-11,12300.0
2018-01-12,12300.0
2018-01-16,12300.0
2018-01-17,12400.0
2018-01-18,12400.0
2018-01-19,12500.0
2018-01-22,12500.0
2018-01-23,12900.0
2018-01-24,
2018-01-25,
2018-01-26,12600.0
2018-01-29,
2018-01-30,13000.0
2018-01-31,13000.0
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
2020-05-11,
2020-05-12,
2020-05-13,
2020-05-14,
2020-05-15,
2020-05-18,
2020-05-19,
2020-05-20,
2020-05-21,
2020-05-22,
2020-05-26,
2020-05-27,
2020-05-28,
2020-05-29,
2020-06-01,
2020-06-02,
2020-06-03,
2020-06-04,
2020-06-05,
2020-06-08,
2020-06-09,
2020-06-10,
2020-06-11,
2020-06-12,
2020-06-15,
2020-06-16,
2020-06-17,
2020-06-18,
2020-06-19,
2020-06-22,
2020-06-23,
2020-06-24,
2020-06-25,
2020-06-26,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-01,
2020-10-02,
2020-10-05,
2020-10-06,
2020-10-07,
2020-10-08,
2020-10-09,
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-27,
2020-11-30,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-07,
2020-12-08,
2020-12-09,
2020-12-10,
2020-12-11,
2020-12-14,
2020-12-15,
2020-12-16,
2020-12-17,
2020-12-18,
2020-12-21,
2020-12-22,
2020-12-23,
2020-12-24,
2020-12-28,
2020-12-29,
2020-12-30,
2020-12-31,
2021-01-04,
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,
2021-01-11,
2021-01-12,
2021-01-13,
2021-01-14,
2021-01-15,
2021-01-19,
2021-01-20,
2021-01-21,
2021-01-22,
2021-01-25,
2021-01-26,
2021-01-27,
2021-01-28,
2021-01-29,
2021-02-01,
2021-02-02,
2021-02-03,
2021-02-04,
2021-02-05,
2021-02-08,
2021-02-09,
2021-02-10,
2021-02-11,
2021-02-12,
2021-02-16,
2021-02-17,
2021-02-18,
2021-02-19,
2021-02-22,
2021-02-23,
2021-02-24,
2021-02-25,
2021-02-26,
2021-03-01,
2021-03-02,
2021-03-03,
2021-03-04,
2021-03-05,
2021-03-08,
2021-03-09,
2021-03-10,
2021-03-11,
2021-03-12,
2021-03-15,
2021-03-16,
2021-03-17,
2021-03-18,
2021-03-19,
2021-03-22,
2021-03-23,
2021-03-24,
2021-03-25,
2021-03-26,
2021-03-29,
2021-03-30,
2021-03-31,
2021-04-01,
2021-04-05,
2021-04-06,
2021-04-07,
2021-04-08,
2021-04-09,
2021-04-12,
2021-04-13,
2021-04-14,
2021-04-15,
2021-04-16,
2021-04-19,
2021-04-20,
2021-04-21,
2021-04-22,
2021-04-23,
2021-04-26,
2021-04-27,
2021-04-28,
2021-04-29,
2021-04-30,
