,GSK
2005-01-19,44.77000045776367
2005-01-20,44.540000915527344
2005-01-21,44.47999954223633
2005-01-24,44.65999984741211
2005-01-25,44.70000076293945
2005-01-26,45.150001525878906
2005-01-27,45.04999923706055
2005-01-28,44.810001373291016
2005-01-31,44.56999969482422
2005-02-01,44.54999923706055
2005-02-02,45.040000915527344
2005-02-03,44.650001525878906
2005-02-04,45.540000915527344
2005-02-07,45.25
2005-02-08,45.349998474121094
2005-02-09,45.720001220703125
2005-02-10,46.66999816894531
2005-02-11,46.66999816894531
2005-02-14,47.7599983215332
2005-02-15,48.43000030517578
2005-02-16,47.43000030517578
2005-02-17,47.130001068115234
2005-02-18,47.560001373291016
2005-02-22,48.599998474121094
2005-02-23,48.849998474121094
2005-02-24,48.41999816894531
2005-02-25,48.63999938964844
2005-02-28,48.220001220703125
2005-03-01,49.220001220703125
2005-03-02,49.08000183105469
2005-03-03,50.5
2005-03-04,48.90999984741211
2005-03-07,48.810001373291016
2005-03-08,48.97999954223633
2005-03-09,47.93000030517578
2005-03-10,48.599998474121094
2005-03-11,48.47999954223633
2005-03-14,48.45000076293945
2005-03-15,48.70000076293945
2005-03-16,48.349998474121094
2005-03-17,47.84000015258789
2005-03-18,47.04999923706055
2005-03-21,46.91999816894531
2005-03-22,46.59000015258789
2005-03-23,46.36000061035156
2005-03-24,45.86000061035156
2005-03-28,45.93000030517578
2005-03-29,45.459999084472656
2005-03-30,45.970001220703125
2005-03-31,45.91999816894531
2005-04-01,45.33000183105469
2005-04-04,45.189998626708984
2005-04-05,46.20000076293945
2005-04-06,46.16999816894531
2005-04-07,46.0
2005-04-08,46.029998779296875
2005-04-11,46.75
2005-04-12,46.5
2005-04-13,46.619998931884766
2005-04-14,47.5
2005-04-15,47.81999969482422
2005-04-18,47.369998931884766
2005-04-19,48.16999816894531
2005-04-20,47.130001068115234
2005-04-21,47.119998931884766
2005-04-22,46.779998779296875
2005-04-25,46.88999938964844
2005-04-26,46.779998779296875
2005-04-27,47.40999984741211
2005-04-28,49.7599983215332
2005-04-29,50.54999923706055
2005-05-02,50.25
2005-05-03,51.04999923706055
2005-05-04,51.400001525878906
2005-05-05,50.939998626708984
2005-05-06,50.66999816894531
2005-05-09,50.90999984741211
2005-05-10,50.209999084472656
2005-05-11,50.029998779296875
2005-05-12,49.95000076293945
2005-05-13,49.5099983215332
2005-05-16,49.65999984741211
2005-05-17,49.83000183105469
2005-05-18,50.27000045776367
2005-05-19,49.849998474121094
2005-05-20,49.4900016784668
2005-05-23,49.40999984741211
2005-05-24,49.7400016784668
2005-05-25,49.619998931884766
2005-05-26,49.400001525878906
2005-05-27,49.779998779296875
2005-05-31,49.70000076293945
2005-06-01,49.90999984741211
2005-06-02,50.02000045776367
2005-06-03,49.599998474121094
2005-06-06,50.08000183105469
2005-06-07,50.369998931884766
2005-06-08,50.0
2005-06-09,50.25
2005-06-10,49.130001068115234
2005-06-13,49.25
2005-06-14,49.16999816894531
2005-06-15,48.790000915527344
2005-06-16,48.97999954223633
2005-06-17,49.029998779296875
2005-06-20,49.189998626708984
2005-06-21,50.0
2005-06-22,49.79999923706055
2005-06-23,49.150001525878906
2005-06-24,49.25
2005-06-27,48.849998474121094
2005-06-28,48.869998931884766
2005-06-29,48.79999923706055
2005-06-30,48.5099983215332
2005-07-01,48.2400016784668
2005-07-05,48.04999923706055
2005-07-06,48.029998779296875
2005-07-07,48.220001220703125
2005-07-08,48.2400016784668
2005-07-11,48.380001068115234
2005-07-12,48.189998626708984
2005-07-13,48.61000061035156
2005-07-14,48.5
2005-07-15,47.9900016784668
2005-07-18,47.63999938964844
2005-07-19,46.9900016784668
2005-07-20,47.040000915527344
2005-07-21,47.0
2005-07-22,46.5
2005-07-25,46.83000183105469
2005-07-26,46.470001220703125
2005-07-27,46.93000030517578
2005-07-28,47.650001525878906
2005-07-29,47.439998626708984
2005-08-01,47.529998779296875
2005-08-02,47.849998474121094
2005-08-03,48.0
2005-08-04,47.93000030517578
2005-08-05,47.630001068115234
2005-08-08,47.939998626708984
2005-08-09,47.720001220703125
2005-08-10,47.630001068115234
2005-08-11,47.900001525878906
2005-08-12,47.880001068115234
2005-08-15,47.84000015258789
2005-08-16,47.77000045776367
2005-08-17,47.90999984741211
2005-08-18,48.290000915527344
2005-08-19,48.209999084472656
2005-08-22,48.29999923706055
2005-08-23,47.58000183105469
2005-08-24,47.29999923706055
2005-08-25,47.81999969482422
2005-08-26,47.439998626708984
2005-08-29,47.61000061035156
2005-08-30,48.04999923706055
2005-08-31,48.720001220703125
2005-09-01,49.45000076293945
2005-09-02,49.61000061035156
2005-09-06,50.20000076293945
2005-09-07,50.4900016784668
2005-09-08,50.06999969482422
2005-09-09,50.54999923706055
2005-09-12,50.2400016784668
2005-09-13,49.58000183105469
2005-09-14,50.0
2005-09-15,49.619998931884766
2005-09-16,49.650001525878906
2005-09-19,50.0
2005-09-20,49.84000015258789
2005-09-21,49.650001525878906
2005-09-22,49.7599983215332
2005-09-23,50.66999816894531
2005-09-26,51.220001220703125
2005-09-27,50.810001373291016
2005-09-28,50.91999816894531
2005-09-29,50.869998931884766
2005-09-30,51.279998779296875
2005-10-03,51.27000045776367
2005-10-04,51.18000030517578
2005-10-05,50.95000076293945
2005-10-06,51.400001525878906
2005-10-07,51.689998626708984
2005-10-10,50.97999954223633
2005-10-11,50.130001068115234
2005-10-12,50.72999954223633
2005-10-13,50.459999084472656
2005-10-14,51.66999816894531
2005-10-17,50.72999954223633
2005-10-18,51.189998626708984
2005-10-19,52.04999923706055
2005-10-20,50.529998779296875
2005-10-21,49.900001525878906
2005-10-24,50.9900016784668
2005-10-25,49.790000915527344
2005-10-26,49.36000061035156
2005-10-27,51.34000015258789
2005-10-28,52.38999938964844
2005-10-31,51.9900016784668
2005-11-01,51.880001068115234
2005-11-02,51.959999084472656
2005-11-03,52.43000030517578
2005-11-04,52.630001068115234
2005-11-07,53.349998474121094
2005-11-08,53.09000015258789
2005-11-09,53.189998626708984
2005-11-10,53.369998931884766
2005-11-11,53.529998779296875
2005-11-14,53.0
2005-11-15,52.31999969482422
2005-11-16,51.84000015258789
2005-11-17,52.04999923706055
2005-11-18,49.91999816894531
2005-11-21,49.15999984741211
2005-11-22,50.22999954223633
2005-11-23,50.45000076293945
2005-11-25,49.529998779296875
2005-11-28,49.45000076293945
2005-11-29,49.939998626708984
2005-11-30,49.56999969482422
2005-12-01,50.470001220703125
2005-12-02,51.040000915527344
2005-12-05,50.97999954223633
2005-12-06,50.4900016784668
2005-12-07,50.16999816894531
2005-12-08,50.68000030517578
2005-12-09,50.66999816894531
2005-12-12,51.029998779296875
2005-12-13,51.4900016784668
2005-12-14,51.4900016784668
2005-12-15,50.650001525878906
2005-12-16,51.61000061035156
2005-12-19,51.970001220703125
2005-12-20,51.84000015258789
2005-12-21,51.189998626708984
2005-12-22,50.970001220703125
2005-12-23,51.099998474121094
2005-12-27,50.72999954223633
2005-12-28,50.900001525878906
2005-12-29,50.900001525878906
2005-12-30,50.47999954223633
2006-01-03,50.959999084472656
2006-01-04,51.95000076293945
2006-01-05,51.95000076293945
2006-01-06,52.41999816894531
2006-01-09,52.77000045776367
2006-01-10,52.18000030517578
2006-01-11,51.65999984741211
2006-01-12,51.369998931884766
2006-01-13,51.599998474121094
2006-01-17,51.099998474121094
2006-01-18,50.79999923706055
2006-01-19,50.75
2006-01-20,50.150001525878906
2006-01-23,50.709999084472656
2006-01-24,51.040000915527344
2006-01-25,51.279998779296875
2006-01-26,51.11000061035156
2006-01-27,52.15999984741211
2006-01-30,51.189998626708984
2006-01-31,51.2400016784668
2006-02-01,51.27000045776367
2006-02-02,50.900001525878906
2006-02-03,50.970001220703125
2006-02-06,50.5
2006-02-07,50.310001373291016
2006-02-08,50.95000076293945
2006-02-09,51.849998474121094
2006-02-10,51.52000045776367
2006-02-13,52.150001525878906
2006-02-14,51.689998626708984
2006-02-15,51.13999938964844
2006-02-16,51.31999969482422
2006-02-17,51.22999954223633
2006-02-21,51.02000045776367
2006-02-22,50.9900016784668
2006-02-23,51.720001220703125
2006-02-24,51.099998474121094
2006-02-27,51.18000030517578
2006-02-28,50.81999969482422
2006-03-01,51.38999938964844
2006-03-02,51.650001525878906
2006-03-03,52.02000045776367
2006-03-06,52.130001068115234
2006-03-07,52.34000015258789
2006-03-08,53.59000015258789
2006-03-09,54.0
2006-03-10,54.400001525878906
2006-03-13,54.650001525878906
2006-03-14,54.939998626708984
2006-03-15,54.68000030517578
2006-03-16,54.52000045776367
2006-03-17,54.470001220703125
2006-03-20,54.33000183105469
2006-03-21,53.63999938964844
2006-03-22,54.0
2006-03-23,53.0099983215332
2006-03-24,53.70000076293945
2006-03-27,53.20000076293945
2006-03-28,52.650001525878906
2006-03-29,52.2599983215332
2006-03-30,52.630001068115234
2006-03-31,52.310001373291016
2006-04-03,52.84000015258789
2006-04-04,52.599998474121094
2006-04-05,52.349998474121094
2006-04-06,51.869998931884766
2006-04-07,51.47999954223633
2006-04-10,52.150001525878906
2006-04-11,51.849998474121094
2006-04-12,52.029998779296875
2006-04-13,52.290000915527344
2006-04-17,52.380001068115234
2006-04-18,52.83000183105469
2006-04-19,53.2599983215332
2006-04-20,53.13999938964844
2006-04-21,53.0099983215332
2006-04-24,52.900001525878906
2006-04-25,52.970001220703125
2006-04-26,53.06999969482422
2006-04-27,55.45000076293945
2006-04-28,56.880001068115234
2006-05-01,56.599998474121094
2006-05-02,57.040000915527344
2006-05-03,56.900001525878906
2006-05-04,56.97999954223633
2006-05-05,57.38999938964844
2006-05-08,57.099998474121094
2006-05-09,57.880001068115234
2006-05-10,57.16999816894531
2006-05-11,56.9900016784668
2006-05-12,57.0
2006-05-15,57.08000183105469
2006-05-16,58.380001068115234
2006-05-17,56.970001220703125
2006-05-18,56.61000061035156
2006-05-19,56.439998626708984
2006-05-22,55.86000061035156
2006-05-23,55.869998931884766
2006-05-24,55.0099983215332
2006-05-25,55.66999816894531
2006-05-26,55.66999816894531
2006-05-30,55.029998779296875
2006-05-31,55.29999923706055
2006-06-01,55.97999954223633
2006-06-02,55.9900016784668
2006-06-05,55.79999923706055
2006-06-06,55.4900016784668
2006-06-07,56.0
2006-06-08,55.400001525878906
2006-06-09,54.650001525878906
2006-06-12,54.060001373291016
2006-06-13,54.349998474121094
2006-06-14,54.38999938964844
2006-06-15,54.59000015258789
2006-06-16,53.84000015258789
2006-06-19,54.040000915527344
2006-06-20,54.4900016784668
2006-06-21,54.90999984741211
2006-06-22,54.400001525878906
2006-06-23,54.130001068115234
2006-06-26,53.97999954223633
2006-06-27,53.220001220703125
2006-06-28,53.599998474121094
2006-06-29,54.959999084472656
2006-06-30,55.79999923706055
2006-07-03,55.900001525878906
2006-07-05,55.560001373291016
2006-07-06,56.38999938964844
2006-07-07,56.849998474121094
2006-07-10,56.61000061035156
2006-07-11,56.459999084472656
2006-07-12,55.25
2006-07-13,54.45000076293945
2006-07-14,54.06999969482422
2006-07-17,54.029998779296875
2006-07-18,54.7400016784668
2006-07-19,55.13999938964844
2006-07-20,54.90999984741211
2006-07-21,55.349998474121094
2006-07-24,56.040000915527344
2006-07-25,56.90999984741211
2006-07-26,56.040000915527344
2006-07-27,55.279998779296875
2006-07-28,55.619998931884766
2006-07-31,55.33000183105469
2006-08-01,54.779998779296875
2006-08-02,53.79999923706055
2006-08-03,53.88999938964844
2006-08-04,54.650001525878906
2006-08-07,54.16999816894531
2006-08-08,54.27000045776367
2006-08-09,54.540000915527344
2006-08-10,55.099998474121094
2006-08-11,55.040000915527344
2006-08-14,55.099998474121094
2006-08-15,55.5099983215332
2006-08-16,55.630001068115234
2006-08-17,54.869998931884766
2006-08-18,54.439998626708984
2006-08-21,54.47999954223633
2006-08-22,54.18000030517578
2006-08-23,53.90999984741211
2006-08-24,54.880001068115234
2006-08-25,54.54999923706055
2006-08-28,55.08000183105469
2006-08-29,55.79999923706055
2006-08-30,57.0099983215332
2006-08-31,56.779998779296875
2006-09-01,56.7599983215332
2006-09-05,56.439998626708984
2006-09-06,55.650001525878906
2006-09-07,54.7599983215332
2006-09-08,55.08000183105469
2006-09-11,55.25
2006-09-12,56.459999084472656
2006-09-13,55.79999923706055
2006-09-14,55.400001525878906
2006-09-15,55.349998474121094
2006-09-18,55.58000183105469
2006-09-19,54.31999969482422
2006-09-20,54.04999923706055
2006-09-21,54.0
2006-09-22,53.9900016784668
2006-09-25,54.310001373291016
2006-09-26,54.400001525878906
2006-09-27,53.790000915527344
2006-09-28,53.54999923706055
2006-09-29,53.22999954223633
2006-10-02,54.310001373291016
2006-10-03,55.040000915527344
2006-10-04,54.900001525878906
2006-10-05,53.95000076293945
2006-10-06,54.310001373291016
2006-10-09,54.33000183105469
2006-10-10,54.119998931884766
2006-10-11,54.369998931884766
2006-10-12,54.27000045776367
2006-10-13,54.0
2006-10-16,54.41999816894531
2006-10-17,54.880001068115234
2006-10-18,55.189998626708984
2006-10-19,55.959999084472656
2006-10-20,56.20000076293945
2006-10-23,56.029998779296875
2006-10-24,55.630001068115234
2006-10-25,56.11000061035156
2006-10-26,54.849998474121094
2006-10-27,53.279998779296875
2006-10-30,53.209999084472656
2006-10-31,53.25
2006-11-01,52.97999954223633
2006-11-02,53.93000030517578
2006-11-03,53.29999923706055
2006-11-06,53.75
2006-11-07,54.209999084472656
2006-11-08,53.27000045776367
2006-11-09,51.5
2006-11-10,51.959999084472656
2006-11-13,51.790000915527344
2006-11-14,52.0
2006-11-15,51.54999923706055
2006-11-16,51.970001220703125
2006-11-17,52.0
2006-11-20,51.959999084472656
2006-11-21,51.40999984741211
2006-11-22,51.54999923706055
2006-11-24,51.650001525878906
2006-11-27,51.47999954223633
2006-11-28,51.86000061035156
2006-11-29,53.25
2006-11-30,53.130001068115234
2006-12-01,53.72999954223633
2006-12-04,53.33000183105469
2006-12-05,52.81999969482422
2006-12-06,52.40999984741211
2006-12-07,52.54999923706055
2006-12-08,52.52000045776367
2006-12-11,52.43000030517578
2006-12-12,53.0
2006-12-13,52.90999984741211
2006-12-14,52.7599983215332
2006-12-15,51.93000030517578
2006-12-18,52.290000915527344
2006-12-19,52.41999816894531
2006-12-20,52.290000915527344
2006-12-21,52.13999938964844
2006-12-22,52.38999938964844
2006-12-26,52.36000061035156
2006-12-27,52.63999938964844
2006-12-28,52.540000915527344
2006-12-29,52.7599983215332
2007-01-03,53.810001373291016
2007-01-04,54.720001220703125
2007-01-05,53.959999084472656
2007-01-08,52.65999984741211
2007-01-09,52.66999816894531
2007-01-10,52.72999954223633
2007-01-11,53.06999969482422
2007-01-12,53.75
2007-01-16,54.540000915527344
2007-01-17,55.22999954223633
2007-01-18,55.75
2007-01-19,55.95000076293945
2007-01-22,55.59000015258789
2007-01-23,55.58000183105469
2007-01-24,55.630001068115234
2007-01-25,54.849998474121094
2007-01-26,54.61000061035156
2007-01-29,54.52000045776367
2007-01-30,54.599998474121094
2007-01-31,54.130001068115234
2007-02-01,54.709999084472656
2007-02-02,55.810001373291016
2007-02-05,55.13999938964844
2007-02-06,55.560001373291016
2007-02-07,55.349998474121094
2007-02-08,55.84000015258789
2007-02-09,56.380001068115234
2007-02-12,56.7400016784668
2007-02-13,57.81999969482422
2007-02-14,58.369998931884766
2007-02-15,57.650001525878906
2007-02-16,57.779998779296875
2007-02-20,58.0
2007-02-21,57.099998474121094
2007-02-22,56.36000061035156
2007-02-23,56.91999816894531
2007-02-26,56.90999984741211
2007-02-27,55.70000076293945
2007-02-28,56.13999938964844
2007-03-01,55.869998931884766
2007-03-02,54.61000061035156
2007-03-05,53.970001220703125
2007-03-06,54.9900016784668
2007-03-07,55.06999969482422
2007-03-08,55.630001068115234
2007-03-09,55.59000015258789
2007-03-12,56.0
2007-03-13,55.25
2007-03-14,54.83000183105469
2007-03-15,54.720001220703125
2007-03-16,54.54999923706055
2007-03-19,54.790000915527344
2007-03-20,55.619998931884766
2007-03-21,56.25
2007-03-22,55.47999954223633
2007-03-23,54.84000015258789
2007-03-26,55.15999984741211
2007-03-27,54.630001068115234
2007-03-28,54.040000915527344
2007-03-29,54.54999923706055
2007-03-30,55.2599983215332
2007-04-02,55.189998626708984
2007-04-03,55.72999954223633
2007-04-04,56.099998474121094
2007-04-05,56.2400016784668
2007-04-09,56.119998931884766
2007-04-10,55.95000076293945
2007-04-11,55.93000030517578
2007-04-12,57.06999969482422
2007-04-13,58.099998474121094
2007-04-16,58.83000183105469
2007-04-17,58.959999084472656
2007-04-18,58.68000030517578
2007-04-19,59.099998474121094
2007-04-20,59.349998474121094
2007-04-23,58.4900016784668
2007-04-24,58.810001373291016
2007-04-25,58.790000915527344
2007-04-26,58.41999816894531
2007-04-27,57.939998626708984
2007-04-30,57.779998779296875
2007-05-01,57.5099983215332
2007-05-02,57.68000030517578
2007-05-03,57.439998626708984
2007-05-04,57.900001525878906
2007-05-07,58.119998931884766
2007-05-08,57.81999969482422
2007-05-09,57.38999938964844
2007-05-10,56.41999816894531
2007-05-11,56.810001373291016
2007-05-14,56.65999984741211
2007-05-15,56.810001373291016
2007-05-16,56.79999923706055
2007-05-17,57.349998474121094
2007-05-18,57.709999084472656
2007-05-21,53.18000030517578
2007-05-22,53.93000030517578
2007-05-23,53.31999969482422
2007-05-24,52.59000015258789
2007-05-25,52.43000030517578
2007-05-29,52.060001373291016
2007-05-30,52.720001220703125
2007-05-31,52.18000030517578
2007-06-01,51.279998779296875
2007-06-04,51.810001373291016
2007-06-05,51.900001525878906
2007-06-06,51.459999084472656
2007-06-07,51.34000015258789
2007-06-08,51.56999969482422
2007-06-11,52.41999816894531
2007-06-12,52.040000915527344
2007-06-13,52.369998931884766
2007-06-14,52.13999938964844
2007-06-15,52.75
2007-06-18,52.47999954223633
2007-06-19,52.599998474121094
2007-06-20,52.400001525878906
2007-06-21,52.25
2007-06-22,51.83000183105469
2007-06-25,51.65999984741211
2007-06-26,52.16999816894531
2007-06-27,52.66999816894531
2007-06-28,52.45000076293945
2007-06-29,52.369998931884766
2007-07-02,52.369998931884766
2007-07-03,52.560001373291016
2007-07-05,52.11000061035156
2007-07-06,51.79999923706055
2007-07-09,51.68000030517578
2007-07-10,51.540000915527344
2007-07-11,51.709999084472656
2007-07-12,52.63999938964844
2007-07-13,52.540000915527344
2007-07-16,53.38999938964844
2007-07-17,53.119998931884766
2007-07-18,52.290000915527344
2007-07-19,52.970001220703125
2007-07-20,52.63999938964844
2007-07-23,52.08000183105469
2007-07-24,51.29999923706055
2007-07-25,52.630001068115234
2007-07-26,51.22999954223633
2007-07-27,49.630001068115234
2007-07-30,49.43000030517578
2007-07-31,51.08000183105469
2007-08-01,51.61000061035156
2007-08-02,51.86000061035156
2007-08-03,51.0099983215332
2007-08-06,52.290000915527344
2007-08-07,52.47999954223633
2007-08-08,52.7599983215332
2007-08-09,52.45000076293945
2007-08-10,52.060001373291016
2007-08-13,51.54999923706055
2007-08-14,50.5099983215332
2007-08-15,49.720001220703125
2007-08-16,49.79999923706055
2007-08-17,50.689998626708984
2007-08-20,50.790000915527344
2007-08-21,50.9900016784668
2007-08-22,51.47999954223633
2007-08-23,51.58000183105469
2007-08-24,52.220001220703125
2007-08-27,52.16999816894531
2007-08-28,51.22999954223633
2007-08-29,51.599998474121094
2007-08-30,51.220001220703125
2007-08-31,52.220001220703125
2007-09-04,53.02000045776367
2007-09-05,53.150001525878906
2007-09-06,53.459999084472656
2007-09-07,53.06999969482422
2007-09-10,53.04999923706055
2007-09-11,54.0099983215332
2007-09-12,53.720001220703125
2007-09-13,54.08000183105469
2007-09-14,53.40999984741211
2007-09-17,52.869998931884766
2007-09-18,53.349998474121094
2007-09-19,53.47999954223633
2007-09-20,53.63999938964844
2007-09-21,54.22999954223633
2007-09-24,53.650001525878906
2007-09-25,53.5
2007-09-26,53.22999954223633
2007-09-27,53.18000030517578
2007-09-28,53.20000076293945
2007-10-01,53.75
2007-10-02,53.810001373291016
2007-10-03,53.88999938964844
2007-10-04,54.13999938964844
2007-10-05,54.06999969482422
2007-10-08,53.619998931884766
2007-10-09,53.599998474121094
2007-10-10,53.36000061035156
2007-10-11,52.2599983215332
2007-10-12,52.220001220703125
2007-10-15,52.349998474121094
2007-10-16,51.810001373291016
2007-10-17,51.54999923706055
2007-10-18,51.2599983215332
2007-10-19,50.7599983215332
2007-10-22,50.75
2007-10-23,52.08000183105469
2007-10-24,51.310001373291016
2007-10-25,50.75
2007-10-26,50.52000045776367
2007-10-29,51.040000915527344
2007-10-30,51.20000076293945
2007-10-31,51.25
2007-11-01,50.810001373291016
2007-11-02,50.81999969482422
2007-11-05,50.63999938964844
2007-11-06,50.97999954223633
2007-11-07,50.11000061035156
2007-11-08,50.900001525878906
2007-11-09,49.720001220703125
2007-11-12,48.95000076293945
2007-11-13,50.599998474121094
2007-11-14,49.9900016784668
2007-11-15,49.279998779296875
2007-11-16,48.95000076293945
2007-11-19,48.0
2007-11-20,48.209999084472656
2007-11-21,47.869998931884766
2007-11-23,50.790000915527344
2007-11-26,50.189998626708984
2007-11-27,50.349998474121094
2007-11-28,51.47999954223633
2007-11-29,52.220001220703125
2007-11-30,52.68000030517578
2007-12-03,53.16999816894531
2007-12-04,52.540000915527344
2007-12-05,52.72999954223633
2007-12-06,52.849998474121094
2007-12-07,53.27000045776367
2007-12-10,53.27000045776367
2007-12-11,52.40999984741211
2007-12-12,53.43000030517578
2007-12-13,53.93000030517578
2007-12-14,53.0
2007-12-17,51.599998474121094
2007-12-18,50.88999938964844
2007-12-19,51.029998779296875
2007-12-20,50.72999954223633
2007-12-21,50.90999984741211
2007-12-24,51.2400016784668
2007-12-26,51.0099983215332
2007-12-27,51.31999969482422
2007-12-28,50.75
2007-12-31,50.38999938964844
2008-01-02,50.16999816894531
2008-01-03,50.77000045776367
2008-01-04,50.290000915527344
2008-01-07,52.75
2008-01-08,53.439998626708984
2008-01-09,54.36000061035156
2008-01-10,54.16999816894531
2008-01-11,53.13999938964844
2008-01-14,52.75
2008-01-15,52.27000045776367
2008-01-16,51.61000061035156
2008-01-17,50.70000076293945
2008-01-18,50.43000030517578
2008-01-22,48.84000015258789
2008-01-23,48.349998474121094
2008-01-24,47.95000076293945
2008-01-25,46.91999816894531
2008-01-28,47.630001068115234
2008-01-29,47.540000915527344
2008-01-30,46.77000045776367
2008-01-31,47.380001068115234
2008-02-01,47.0099983215332
2008-02-04,46.869998931884766
2008-02-05,45.61000061035156
2008-02-06,45.880001068115234
2008-02-07,42.38999938964844
2008-02-08,42.15999984741211
2008-02-11,42.900001525878906
2008-02-12,44.08000183105469
2008-02-13,43.65999984741211
2008-02-14,43.31999969482422
2008-02-15,44.189998626708984
2008-02-19,44.75
2008-02-20,44.310001373291016
2008-02-21,44.5
2008-02-22,44.08000183105469
2008-02-25,44.95000076293945
2008-02-26,45.849998474121094
2008-02-27,45.470001220703125
2008-02-28,45.04999923706055
2008-02-29,43.90999984741211
2008-03-03,44.5
2008-03-04,43.65999984741211
2008-03-05,42.400001525878906
2008-03-06,42.11000061035156
2008-03-07,42.40999984741211
2008-03-10,41.36000061035156
2008-03-11,41.86000061035156
2008-03-12,42.119998931884766
2008-03-13,41.439998626708984
2008-03-14,40.849998474121094
2008-03-17,41.029998779296875
2008-03-18,42.31999969482422
2008-03-19,41.540000915527344
2008-03-20,41.9900016784668
2008-03-24,42.13999938964844
2008-03-25,43.06999969482422
2008-03-26,41.970001220703125
2008-03-27,42.58000183105469
2008-03-28,42.279998779296875
2008-03-31,42.43000030517578
2008-04-01,44.20000076293945
2008-04-02,44.5099983215332
2008-04-03,44.720001220703125
2008-04-04,45.33000183105469
2008-04-07,45.029998779296875
2008-04-08,43.2400016784668
2008-04-09,43.40999984741211
2008-04-10,43.84000015258789
2008-04-11,42.54999923706055
2008-04-14,42.34000015258789
2008-04-15,42.209999084472656
2008-04-16,42.61000061035156
2008-04-17,42.65999984741211
2008-04-18,43.31999969482422
2008-04-21,43.400001525878906
2008-04-22,43.72999954223633
2008-04-23,44.61000061035156
2008-04-24,44.119998931884766
2008-04-25,45.119998931884766
2008-04-28,44.81999969482422
2008-04-29,44.41999816894531
2008-04-30,44.11000061035156
2008-05-01,44.91999816894531
2008-05-02,45.36000061035156
2008-05-05,44.88999938964844
2008-05-06,44.75
2008-05-07,43.70000076293945
2008-05-08,44.38999938964844
2008-05-09,43.900001525878906
2008-05-12,44.130001068115234
2008-05-13,43.689998626708984
2008-05-14,43.61000061035156
2008-05-15,43.9900016784668
2008-05-16,44.459999084472656
2008-05-19,44.91999816894531
2008-05-20,45.29999923706055
2008-05-21,44.56999969482422
2008-05-22,44.849998474121094
2008-05-23,44.4900016784668
2008-05-27,43.88999938964844
2008-05-28,44.029998779296875
2008-05-29,43.97999954223633
2008-05-30,44.529998779296875
2008-06-02,43.650001525878906
2008-06-03,43.709999084472656
2008-06-04,42.939998626708984
2008-06-05,43.220001220703125
2008-06-06,42.33000183105469
2008-06-09,42.400001525878906
2008-06-10,41.720001220703125
2008-06-11,41.38999938964844
2008-06-12,41.599998474121094
2008-06-13,42.040000915527344
2008-06-16,42.849998474121094
2008-06-17,42.119998931884766
2008-06-18,42.95000076293945
2008-06-19,43.63999938964844
2008-06-20,43.31999969482422
2008-06-23,43.900001525878906
2008-06-24,44.16999816894531
2008-06-25,44.400001525878906
2008-06-26,44.29999923706055
2008-06-27,43.97999954223633
2008-06-30,44.220001220703125
2008-07-01,43.93000030517578
2008-07-02,45.18000030517578
2008-07-03,46.77000045776367
2008-07-07,45.83000183105469
2008-07-08,47.7599983215332
2008-07-09,48.560001373291016
2008-07-10,48.400001525878906
2008-07-11,47.52000045776367
2008-07-14,46.790000915527344
2008-07-15,47.25
2008-07-16,46.630001068115234
2008-07-17,46.970001220703125
2008-07-18,47.790000915527344
2008-07-21,48.38999938964844
2008-07-22,48.54999923706055
2008-07-23,48.65999984741211
2008-07-24,47.41999816894531
2008-07-25,47.040000915527344
2008-07-28,45.79999923706055
2008-07-29,46.86000061035156
2008-07-30,46.529998779296875
2008-07-31,46.560001373291016
2008-08-01,46.34000015258789
2008-08-04,47.459999084472656
2008-08-05,48.61000061035156
2008-08-06,49.029998779296875
2008-08-07,48.11000061035156
2008-08-08,48.439998626708984
2008-08-11,48.529998779296875
2008-08-12,48.060001373291016
2008-08-13,47.79999923706055
2008-08-14,47.779998779296875
2008-08-15,47.529998779296875
2008-08-18,46.95000076293945
2008-08-19,46.599998474121094
2008-08-20,46.02000045776367
2008-08-21,46.189998626708984
2008-08-22,46.38999938964844
2008-08-25,45.869998931884766
2008-08-26,46.4900016784668
2008-08-27,46.59000015258789
2008-08-28,47.09000015258789
2008-08-29,46.970001220703125
2008-09-02,47.0099983215332
2008-09-03,46.209999084472656
2008-09-04,45.13999938964844
2008-09-05,45.279998779296875
2008-09-08,43.9900016784668
2008-09-09,43.970001220703125
2008-09-10,44.5
2008-09-11,44.220001220703125
2008-09-12,44.22999954223633
2008-09-15,43.84000015258789
2008-09-16,43.16999816894531
2008-09-17,42.869998931884766
2008-09-18,43.790000915527344
2008-09-19,44.52000045776367
2008-09-22,43.95000076293945
2008-09-23,45.0
2008-09-24,44.119998931884766
2008-09-25,44.439998626708984
2008-09-26,44.93000030517578
2008-09-29,42.08000183105469
2008-09-30,43.459999084472656
2008-10-01,43.38999938964844
2008-10-02,42.7599983215332
2008-10-03,42.59000015258789
2008-10-06,41.41999816894531
2008-10-07,41.15999984741211
2008-10-08,39.099998474121094
2008-10-09,35.40999984741211
2008-10-10,35.08000183105469
2008-10-13,39.0
2008-10-14,38.5
2008-10-15,36.349998474121094
2008-10-16,37.630001068115234
2008-10-17,38.939998626708984
2008-10-20,39.9900016784668
2008-10-21,37.81999969482422
2008-10-22,36.61000061035156
2008-10-23,37.11000061035156
