,FRBA
2011-03-16,3.1500000953674316
2011-03-17,3.1500000953674316
2011-03-18,3.1500000953674316
2011-03-21,3.390000104904175
2011-03-22,3.390000104904175
2011-03-23,3.390000104904175
2011-03-24,3.390000104904175
2011-03-25,3.390000104904175
2011-03-28,3.390000104904175
2011-03-29,3.390000104904175
2011-03-30,3.240000009536743
2011-03-31,3.1500000953674316
2011-04-01,3.25
2011-04-04,3.049999952316284
2011-04-05,3.25
2011-04-06,3.25
2011-04-07,3.25
2011-04-08,3.25
2011-04-11,3.25
2011-04-12,3.25
2011-04-13,3.799999952316284
2011-04-14,3.799999952316284
2011-04-15,4.150000095367432
2011-04-18,4.150000095367432
2011-04-19,5.0
2011-04-20,4.5
2011-04-21,5.349999904632568
2011-04-25,5.340000152587891
2011-04-26,5.340000152587891
2011-04-27,5.5
2011-04-28,5.5
2011-04-29,5.5
2011-05-02,5.5
2011-05-03,5.5
2011-05-04,5.5
2011-05-05,5.5
2011-05-06,5.5
2011-05-09,5.25
2011-05-10,6.0
2011-05-11,6.0
2011-05-12,6.0
2011-05-13,6.0
2011-05-16,5.5
2011-05-17,5.699999809265137
2011-05-18,5.699999809265137
2011-05-19,5.699999809265137
2011-05-20,5.699999809265137
2011-05-23,5.699999809265137
2011-05-24,5.699999809265137
2011-05-25,5.699999809265137
2011-05-26,5.699999809265137
2011-05-27,5.699999809265137
2011-05-31,5.699999809265137
2011-06-01,5.699999809265137
2011-06-02,5.699999809265137
2011-06-03,5.699999809265137
2011-06-06,4.300000190734863
2011-06-07,4.300000190734863
2011-06-08,3.549999952316284
2011-06-09,3.9000000953674316
2011-06-10,3.9000000953674316
2011-06-13,3.9000000953674316
2011-06-14,3.9000000953674316
2011-06-15,3.9000000953674316
2011-06-16,3.9000000953674316
2011-06-17,3.9000000953674316
2011-06-20,3.9000000953674316
2011-06-21,3.5
2011-06-22,3.5
2011-06-23,3.5
2011-06-24,3.5
2011-06-27,3.5
2011-06-28,3.5
2011-06-29,3.5
2011-06-30,3.5
2011-07-01,3.5
2011-07-05,3.5
2011-07-06,3.5
2011-07-07,3.5
2011-07-08,3.5
2011-07-11,3.5
2011-07-12,3.5
2011-07-13,3.5
2011-07-14,3.5
2011-07-15,3.5
2011-07-18,3.5
2011-07-19,3.5
2011-07-20,3.5
2011-07-21,4.0
2011-07-22,4.0
2011-07-25,4.0
2011-07-26,3.619999885559082
2011-07-27,3.619999885559082
2011-07-28,3.619999885559082
2011-07-29,3.619999885559082
2011-08-01,3.619999885559082
2011-08-02,3.619999885559082
2011-08-03,3.5
2011-08-04,3.5
2011-08-05,3.5
2011-08-08,3.5
2011-08-09,3.5
2011-08-10,3.509999990463257
2011-08-11,3.509999990463257
2011-08-12,3.509999990463257
2011-08-15,3.509999990463257
2011-08-16,3.509999990463257
2011-08-17,3.509999990463257
2011-08-18,3.509999990463257
2011-08-19,3.509999990463257
2011-08-22,3.509999990463257
2011-08-23,3.509999990463257
2011-08-24,3.509999990463257
2011-08-25,3.509999990463257
2011-08-26,3.509999990463257
2011-08-29,3.509999990463257
2011-08-30,3.5199999809265137
2011-08-31,3.5199999809265137
2011-09-01,3.5199999809265137
2011-09-02,3.5199999809265137
2011-09-06,3.5199999809265137
2011-09-07,3.5199999809265137
2011-09-08,3.5199999809265137
2011-09-09,3.5199999809265137
2011-09-12,3.5199999809265137
2011-09-13,3.5199999809265137
2011-09-14,3.5199999809265137
2011-09-15,3.5199999809265137
2011-09-16,3.5199999809265137
2011-09-19,3.5199999809265137
2011-09-20,3.5299999713897705
2011-09-21,3.700000047683716
2011-09-22,3.700000047683716
2011-09-23,5.0
2011-09-26,5.0
2011-09-27,5.0
2011-09-28,5.0
2011-09-29,5.0
2011-09-30,5.0
2011-10-03,5.0
2011-10-04,5.0
2011-10-05,5.0
2011-10-06,3.5199999809265137
2011-10-07,3.5199999809265137
2011-10-10,3.619999885559082
2011-10-11,3.619999885559082
2011-10-12,4.0
2011-10-13,4.0
2011-10-14,4.0
2011-10-17,4.0
2011-10-18,3.940000057220459
2011-10-19,3.940000057220459
2011-10-20,3.359999895095825
2011-10-21,3.359999895095825
2011-10-24,3.359999895095825
2011-10-25,3.359999895095825
2011-10-26,3.4000000953674316
2011-10-27,3.4000000953674316
2011-10-28,3.4000000953674316
2011-10-31,4.0
2011-11-01,4.0
2011-11-02,3.5
2011-11-03,3.5
2011-11-04,4.0
2011-11-07,4.0
2011-11-08,4.0
2011-11-09,4.0
2011-11-10,4.0
2011-11-11,4.0
2011-11-14,4.0
2011-11-15,4.0
2011-11-16,4.0
2011-11-17,4.0
2011-11-18,4.0
2011-11-21,4.0
2011-11-22,4.0
2011-11-23,4.0
2011-11-25,4.0
2011-11-28,4.0
2011-11-29,4.0
2011-11-30,4.800000190734863
2011-12-01,4.800000190734863
2011-12-02,4.010000228881836
2011-12-05,4.0
2011-12-06,4.0
2011-12-07,4.0
2011-12-08,4.0
2011-12-09,4.0
2011-12-12,4.0
2011-12-13,4.0
2011-12-14,4.0
2011-12-15,4.0
2011-12-16,4.0
2011-12-19,4.0
2011-12-20,4.5
2011-12-21,4.5
2011-12-22,4.5
2011-12-23,4.0
2011-12-27,4.0
2011-12-28,4.0
2011-12-29,3.799999952316284
2011-12-30,4.75
2012-01-03,4.75
2012-01-04,4.849999904632568
2012-01-05,4.849999904632568
2012-01-06,4.849999904632568
2012-01-09,4.849999904632568
2012-01-10,4.300000190734863
2012-01-11,4.5
2012-01-12,4.5
2012-01-13,4.5
2012-01-17,4.900000095367432
2012-01-18,4.900000095367432
2012-01-19,4.199999809265137
2012-01-20,4.75
2012-01-23,4.75
2012-01-24,4.75
2012-01-25,4.75
2012-01-26,4.75
2012-01-27,5.0
2012-01-30,5.0
2012-01-31,5.0
2012-02-01,5.0
2012-02-02,4.5
2012-02-03,4.5
2012-02-06,4.800000190734863
2012-02-07,4.800000190734863
2012-02-08,4.800000190734863
2012-02-09,4.800000190734863
2012-02-10,4.800000190734863
2012-02-13,4.800000190734863
2012-02-14,4.800000190734863
2012-02-15,4.619999885559082
2012-02-16,4.800000190734863
2012-02-17,5.0
2012-02-21,5.0
2012-02-22,4.800000190734863
2012-02-23,5.0
2012-02-24,4.849999904632568
2012-02-27,4.849999904632568
2012-02-28,5.099999904632568
2012-02-29,5.099999904632568
2012-03-01,4.849999904632568
2012-03-02,4.849999904632568
2012-03-05,4.849999904632568
2012-03-06,4.849999904632568
2012-03-07,4.849999904632568
2012-03-08,4.849999904632568
2012-03-09,5.400000095367432
2012-03-12,5.400000095367432
2012-03-13,5.400000095367432
2012-03-14,5.0
2012-03-15,5.349999904632568
2012-03-16,5.349999904632568
2012-03-19,5.349999904632568
2012-03-20,5.0
2012-03-21,5.0
2012-03-22,5.0
2012-03-23,5.0
2012-03-26,5.0
2012-03-27,5.0
2012-03-28,5.0
2012-03-29,5.0
2012-03-30,5.340000152587891
2012-04-02,5.340000152587891
2012-04-03,5.0
2012-04-04,5.0
2012-04-05,5.0
2012-04-09,5.0
2012-04-10,5.0
2012-04-11,5.0
2012-04-12,5.0
2012-04-13,5.0
2012-04-16,5.0
2012-04-17,5.289999961853027
2012-04-18,5.289999961853027
2012-04-19,5.150000095367432
2012-04-20,5.150000095367432
2012-04-23,5.150000095367432
2012-04-24,5.150000095367432
2012-04-25,5.150000095367432
2012-04-26,5.150000095367432
2012-04-27,5.150000095367432
2012-04-30,5.150000095367432
2012-05-01,5.150000095367432
2012-05-02,5.150000095367432
2012-05-03,5.150000095367432
2012-05-04,5.150000095367432
2012-05-07,5.150000095367432
2012-05-08,5.150000095367432
2012-05-09,4.900000095367432
2012-05-10,5.099999904632568
2012-05-11,5.099999904632568
2012-05-14,5.099999904632568
2012-05-15,5.099999904632568
2012-05-16,5.099999904632568
2012-05-17,4.900000095367432
2012-05-18,4.900000095367432
2012-05-21,4.900000095367432
2012-05-22,4.900000095367432
2012-05-23,4.900000095367432
2012-05-24,4.900000095367432
2012-05-25,4.900000095367432
2012-05-29,4.900000095367432
2012-05-30,4.900000095367432
2012-05-31,4.900000095367432
2012-06-01,4.619999885559082
2012-06-04,4.619999885559082
2012-06-05,4.619999885559082
2012-06-06,4.619999885559082
2012-06-07,4.619999885559082
2012-06-08,4.619999885559082
2012-06-11,5.0
2012-06-12,5.0
2012-06-13,5.0
2012-06-14,5.0
2012-06-15,5.0
2012-06-18,5.0
2012-06-19,5.0
2012-06-20,5.0
2012-06-21,5.0
2012-06-22,4.599999904632568
2012-06-25,5.139999866485596
2012-06-26,5.139999866485596
2012-06-27,5.139999866485596
2012-06-28,5.139999866485596
2012-06-29,4.75
2012-07-02,4.75
2012-07-03,4.75
2012-07-05,4.75
2012-07-06,4.75
2012-07-09,4.75
2012-07-10,4.75
2012-07-11,4.75
2012-07-12,4.75
2012-07-13,4.75
2012-07-16,4.75
2012-07-17,4.75
2012-07-18,4.75
2012-07-19,4.75
2012-07-20,4.75
2012-07-23,5.139999866485596
2012-07-24,5.0
2012-07-25,5.0
2012-07-26,5.0
2012-07-27,5.0
2012-07-30,4.760000228881836
2012-07-31,5.25
2012-08-01,5.25
2012-08-02,5.25
2012-08-03,4.75
2012-08-06,4.75
2012-08-07,4.75
2012-08-08,4.75
2012-08-09,4.75
2012-08-10,4.75
2012-08-13,4.75
2012-08-14,4.75
2012-08-15,4.75
2012-08-16,4.75
2012-08-17,4.75
2012-08-20,4.75
2012-08-21,4.75
2012-08-22,4.75
2012-08-23,4.610000133514404
2012-08-24,4.75
2012-08-27,4.75
2012-08-28,4.75
2012-08-29,4.75
2012-08-30,5.199999809265137
2012-08-31,5.199999809265137
2012-09-04,5.199999809265137
2012-09-05,5.199999809265137
2012-09-06,4.769999980926514
2012-09-07,5.0
2012-09-10,5.0
2012-09-11,5.0
2012-09-12,5.0
2012-09-13,5.0
2012-09-14,5.0
2012-09-17,5.0
2012-09-18,5.010000228881836
2012-09-19,5.010000228881836
2012-09-20,5.010000228881836
2012-09-21,5.010000228881836
2012-09-24,5.190000057220459
2012-09-25,5.0
2012-09-26,5.0
2012-09-27,5.0
2012-09-28,5.0
2012-10-01,5.0
2012-10-02,5.0
2012-10-03,5.0
2012-10-04,5.0
2012-10-05,5.0
2012-10-08,5.0
2012-10-09,5.0
2012-10-10,5.0
2012-10-11,5.0
2012-10-12,5.0
2012-10-15,5.0
2012-10-16,5.0
2012-10-17,5.0
2012-10-18,5.099999904632568
2012-10-19,5.099999904632568
2012-10-22,5.150000095367432
2012-10-23,5.150000095367432
2012-10-24,5.150000095367432
2012-10-25,5.150000095367432
2012-10-26,5.0
2012-10-31,5.0
2012-11-01,5.0
2012-11-02,5.0
2012-11-05,5.0
2012-11-06,5.0
2012-11-07,5.0
2012-11-08,5.0
2012-11-09,5.0
2012-11-12,5.0
2012-11-13,4.800000190734863
2012-11-14,5.0
2012-11-15,5.0
2012-11-16,5.0
2012-11-19,4.849999904632568
2012-11-20,5.0
2012-11-21,5.0
2012-11-23,5.0
2012-11-26,5.0
2012-11-27,5.0
2012-11-28,4.949999809265137
2012-11-29,4.949999809265137
2012-11-30,5.050000190734863
2012-12-03,5.050000190734863
2012-12-04,5.150000095367432
2012-12-05,5.199999809265137
2012-12-06,5.199999809265137
2012-12-07,5.25
2012-12-10,5.25
2012-12-11,5.25
2012-12-12,5.25
2012-12-13,5.25
2012-12-14,5.25
2012-12-17,5.369999885559082
2012-12-18,5.369999885559082
2012-12-19,5.449999809265137
2012-12-20,5.449999809265137
2012-12-21,5.449999809265137
2012-12-24,5.449999809265137
2012-12-26,5.449999809265137
2012-12-27,5.25
2012-12-28,5.449999809265137
2012-12-31,5.449999809265137
2013-01-02,5.449999809265137
2013-01-03,5.449999809265137
2013-01-04,5.5
2013-01-07,5.25
2013-01-08,5.25
2013-01-09,5.25
2013-01-10,5.25
2013-01-11,5.25
2013-01-14,5.300000190734863
2013-01-15,5.300000190734863
2013-01-16,5.300000190734863
2013-01-17,5.300000190734863
2013-01-18,5.25
2013-01-22,5.25
2013-01-23,5.25
2013-01-24,5.25
2013-01-25,5.25
2013-01-28,5.25
2013-01-29,5.25
2013-01-30,5.25
2013-01-31,5.25
2013-02-01,5.25
2013-02-04,5.25
2013-02-05,5.25
2013-02-06,5.25
2013-02-07,5.25
2013-02-08,5.25
2013-02-11,5.25
2013-02-12,5.25
2013-02-13,5.099999904632568
2013-02-14,5.099999904632568
2013-02-15,5.349999904632568
2013-02-19,5.349999904632568
2013-02-20,5.25
2013-02-21,5.349999904632568
2013-02-22,5.25
2013-02-25,5.25
2013-02-26,5.25
2013-02-27,5.25
2013-02-28,5.25
2013-03-01,5.25
2013-03-04,5.25
2013-03-05,5.150000095367432
2013-03-06,5.150000095367432
2013-03-07,5.150000095367432
2013-03-08,5.150000095367432
2013-03-11,5.150000095367432
2013-03-12,5.150000095367432
2013-03-13,5.150000095367432
2013-03-14,5.150000095367432
2013-03-15,5.150000095367432
2013-03-18,5.099999904632568
2013-03-19,5.099999904632568
2013-03-20,5.099999904632568
2013-03-21,5.25
2013-03-22,5.25
2013-03-25,5.25
2013-03-26,5.25
2013-03-27,5.25
2013-03-28,5.349999904632568
2013-04-01,5.25
2013-04-02,5.25
2013-04-03,5.25
2013-04-04,5.25
2013-04-05,5.25
2013-04-08,5.25
2013-04-09,5.25
2013-04-10,5.099999904632568
2013-04-11,5.099999904632568
2013-04-12,5.099999904632568
2013-04-15,5.099999904632568
2013-04-16,5.25
2013-04-17,5.25
2013-04-18,5.25
2013-04-19,5.25
2013-04-22,5.25
2013-04-23,5.199999809265137
2013-04-24,5.199999809265137
2013-04-25,5.199999809265137
2013-04-26,5.25
2013-04-29,5.25
2013-04-30,5.25
2013-05-01,5.25
2013-05-02,5.25
2013-05-03,5.25
2013-05-06,5.25
2013-05-07,5.25
2013-05-08,5.25
2013-05-09,5.25
2013-05-10,5.25
2013-05-13,5.199999809265137
2013-05-14,5.199999809265137
2013-05-15,5.199999809265137
2013-05-16,5.300000190734863
2013-05-17,5.739999771118164
2013-05-20,5.739999771118164
2013-05-21,5.739999771118164
2013-05-22,5.739999771118164
2013-05-23,5.739999771118164
2013-05-24,5.739999771118164
2013-05-28,5.75
2013-05-29,5.75
2013-05-30,5.099999904632568
2013-05-31,5.5
2013-06-03,5.5
2013-06-04,5.5
2013-06-05,5.5
2013-06-06,5.5
2013-06-07,5.5
2013-06-10,5.75
2013-06-11,5.5
2013-06-12,5.5
2013-06-13,5.5
2013-06-14,5.5
2013-06-17,5.5
2013-06-18,5.5
2013-06-19,5.5
2013-06-20,5.5
2013-06-21,5.5
2013-06-24,5.5
2013-06-25,5.5
2013-06-26,5.5
2013-06-27,5.5
2013-06-28,5.5
2013-07-01,5.5
2013-07-02,5.5
2013-07-03,5.5
2013-07-05,5.5
2013-07-08,5.5
2013-07-09,5.5
2013-07-10,5.5
2013-07-11,5.5
2013-07-12,5.5
2013-07-15,5.5
2013-07-16,6.5
2013-07-17,5.949999809265137
2013-07-18,5.800000190734863
2013-07-19,5.71999979019165
2013-07-22,5.71999979019165
2013-07-23,5.989999771118164
2013-07-24,5.989999771118164
2013-07-25,5.989999771118164
2013-07-26,5.650000095367432
2013-07-29,5.650000095367432
2013-07-30,5.75
2013-07-31,5.75
2013-08-01,5.75
2013-08-02,5.75
2013-08-05,5.75
2013-08-06,5.699999809265137
2013-08-07,5.800000190734863
2013-08-08,5.940000057220459
2013-08-09,5.940000057220459
2013-08-12,5.940000057220459
2013-08-13,5.940000057220459
2013-08-14,5.940000057220459
2013-08-15,5.940000057220459
2013-08-16,5.940000057220459
2013-08-19,5.949999809265137
2013-08-20,5.949999809265137
2013-08-21,5.949999809265137
2013-08-22,5.949999809265137
2013-08-23,5.949999809265137
2013-08-26,5.949999809265137
2013-08-27,5.96999979019165
2013-08-28,5.96999979019165
2013-08-29,5.96999979019165
2013-08-30,5.96999979019165
2013-09-03,5.96999979019165
2013-09-04,5.96999979019165
2013-09-05,5.96999979019165
2013-09-06,5.96999979019165
2013-09-09,5.96999979019165
2013-09-10,6.0
2013-09-11,6.0
2013-09-12,5.949999809265137
2013-09-13,6.0
2013-09-16,6.0
2013-09-17,6.0
2013-09-18,6.0
2013-09-19,6.0
2013-09-20,6.0
2013-09-23,6.0
2013-09-24,6.0
2013-09-25,6.0
2013-09-26,6.0
2013-09-27,6.0
2013-09-30,6.0
2013-10-01,6.0
2013-10-02,6.0
2013-10-03,6.0
2013-10-04,6.199999809265137
2013-10-07,6.199999809265137
2013-10-08,6.199999809265137
2013-10-09,6.199999809265137
2013-10-10,6.199999809265137
2013-10-11,6.199999809265137
2013-10-14,6.199999809265137
2013-10-15,6.150000095367432
2013-10-16,6.150000095367432
2013-10-17,6.03000020980835
2013-10-18,6.0
2013-10-21,6.0
2013-10-22,6.150000095367432
2013-10-23,6.150000095367432
2013-10-24,6.150000095367432
2013-10-25,6.150000095367432
2013-10-28,6.150000095367432
2013-10-29,6.150000095367432
2013-10-30,6.099999904632568
2013-10-31,5.800000190734863
2013-11-01,5.800000190734863
2013-11-04,6.0
2013-11-05,6.0
2013-11-06,6.0
2013-11-07,6.0
2013-11-08,6.0
2013-11-11,6.050000190734863
2013-11-12,6.050000190734863
2013-11-13,6.0
2013-11-14,6.0
2013-11-15,6.0
2013-11-18,6.119999885559082
2013-11-19,6.0
2013-11-20,6.099999904632568
2013-11-21,6.110000133514404
2013-11-22,6.150000095367432
2013-11-25,6.010000228881836
2013-11-26,6.090000152587891
2013-11-27,6.050000190734863
2013-11-29,6.050000190734863
2013-12-02,6.050000190734863
2013-12-03,6.050000190734863
2013-12-04,6.050000190734863
2013-12-05,6.110000133514404
2013-12-06,6.059999942779541
2013-12-09,6.150000095367432
2013-12-10,6.199999809265137
2013-12-11,6.25
2013-12-12,6.190000057220459
2013-12-13,6.150000095367432
2013-12-16,6.150000095367432
2013-12-17,6.070000171661377
2013-12-18,6.619999885559082
2013-12-19,6.210000038146973
2013-12-20,6.070000171661377
2013-12-23,6.090000152587891
2013-12-24,6.099999904632568
2013-12-26,6.230000019073486
2013-12-27,6.170000076293945
2013-12-30,6.199999809265137
2013-12-31,6.340000152587891
2014-01-02,6.0
2014-01-03,6.0
2014-01-06,6.099999904632568
2014-01-07,6.21999979019165
2014-01-08,6.150000095367432
2014-01-09,6.170000076293945
2014-01-10,6.150000095367432
2014-01-13,6.170000076293945
2014-01-14,6.349999904632568
2014-01-15,6.349999904632568
2014-01-16,6.150000095367432
2014-01-17,6.150000095367432
2014-01-21,6.199999809265137
2014-01-22,6.300000190734863
2014-01-23,6.300000190734863
2014-01-24,6.210000038146973
2014-01-27,6.21999979019165
2014-01-28,6.199999809265137
2014-01-29,6.199999809265137
2014-01-30,6.050000190734863
2014-01-31,6.050000190734863
2014-02-03,6.199999809265137
2014-02-04,6.21999979019165
2014-02-05,6.260000228881836
2014-02-06,6.25
2014-02-07,6.25
2014-02-10,6.25
2014-02-11,6.25
2014-02-12,6.25
2014-02-13,6.25
2014-02-14,6.260000228881836
2014-02-18,6.260000228881836
2014-02-19,6.28000020980835
2014-02-20,6.25
2014-02-21,6.349999904632568
2014-02-24,6.25
2014-02-25,6.260000228881836
2014-02-26,6.28000020980835
2014-02-27,6.360000133514404
2014-02-28,6.28000020980835
2014-03-03,6.159999847412109
2014-03-04,6.400000095367432
2014-03-05,6.389999866485596
2014-03-06,6.349999904632568
2014-03-07,6.28000020980835
2014-03-10,6.320000171661377
2014-03-11,6.199999809265137
2014-03-12,6.199999809265137
2014-03-13,6.289999961853027
2014-03-14,6.199999809265137
2014-03-17,6.199999809265137
2014-03-18,6.769999980926514
2014-03-19,6.730000019073486
2014-03-20,6.659999847412109
2014-03-21,6.670000076293945
2014-03-24,6.860000133514404
2014-03-25,6.800000190734863
2014-03-26,6.730000019073486
2014-03-27,6.75
2014-03-28,6.75
2014-03-31,6.5
2014-04-01,6.5
2014-04-02,6.449999809265137
2014-04-03,6.449999809265137
2014-04-04,6.449999809265137
2014-04-07,6.630000114440918
2014-04-08,6.409999847412109
2014-04-09,6.5
2014-04-10,6.510000228881836
2014-04-11,6.360000133514404
2014-04-14,6.449999809265137
2014-04-15,6.420000076293945
2014-04-16,6.420000076293945
2014-04-17,6.46999979019165
2014-04-21,6.46999979019165
2014-04-22,6.480000019073486
2014-04-23,6.510000228881836
2014-04-24,6.480000019073486
2014-04-25,6.449999809265137
2014-04-28,6.409999847412109
2014-04-29,6.409999847412109
2014-04-30,6.380000114440918
2014-05-01,6.349999904632568
2014-05-02,6.389999866485596
2014-05-05,6.400000095367432
2014-05-06,6.650000095367432
2014-05-07,6.489999771118164
2014-05-08,6.5
2014-05-09,6.5
2014-05-12,6.340000152587891
2014-05-13,6.389999866485596
2014-05-14,6.389999866485596
2014-05-15,6.070000171661377
2014-05-16,6.46999979019165
2014-05-19,6.25
2014-05-20,6.159999847412109
2014-05-21,6.159999847412109
2014-05-22,6.099999904632568
2014-05-23,6.110000133514404
2014-05-27,6.150000095367432
2014-05-28,6.199999809265137
2014-05-29,6.289999961853027
2014-05-30,6.420000076293945
2014-06-02,6.420000076293945
2014-06-03,6.210000038146973
2014-06-04,6.25
2014-06-05,6.119999885559082
2014-06-06,6.130000114440918
2014-06-09,6.110000133514404
2014-06-10,6.130000114440918
2014-06-11,6.090000152587891
2014-06-12,6.099999904632568
2014-06-13,6.170000076293945
2014-06-16,6.079999923706055
2014-06-17,6.059999942779541
2014-06-18,6.070000171661377
2014-06-19,6.340000152587891
2014-06-20,6.230000019073486
2014-06-23,6.230000019073486
2014-06-24,6.179999828338623
2014-06-25,6.210000038146973
2014-06-26,6.050000190734863
2014-06-27,6.059999942779541
2014-06-30,6.0
2014-07-01,6.130000114440918
2014-07-02,6.150000095367432
2014-07-03,6.139999866485596
2014-07-07,6.210000038146973
2014-07-08,6.110000133514404
2014-07-09,6.110000133514404
2014-07-10,6.099999904632568
2014-07-11,6.099999904632568
2014-07-14,6.119999885559082
2014-07-15,6.03000020980835
2014-07-16,6.090000152587891
2014-07-17,6.050000190734863
2014-07-18,6.0
2014-07-21,6.039999961853027
2014-07-22,6.050000190734863
2014-07-23,6.0
2014-07-24,6.010000228881836
2014-07-25,6.03000020980835
2014-07-28,6.059999942779541
2014-07-29,6.039999961853027
2014-07-30,6.050000190734863
2014-07-31,6.050000190734863
2014-08-01,6.090000152587891
2014-08-04,6.03000020980835
2014-08-05,6.019999980926514
2014-08-06,6.070000171661377
2014-08-07,6.0
2014-08-08,6.059999942779541
2014-08-11,6.070000171661377
2014-08-12,6.150000095367432
2014-08-13,6.21999979019165
2014-08-14,6.159999847412109
2014-08-15,6.289999961853027
2014-08-18,6.230000019073486
2014-08-19,6.230000019073486
2014-08-20,6.170000076293945
2014-08-21,6.150000095367432
2014-08-22,6.150000095367432
2014-08-25,6.150000095367432
2014-08-26,6.150000095367432
2014-08-27,6.150000095367432
2014-08-28,6.150000095367432
2014-08-29,6.150000095367432
2014-09-02,6.159999847412109
2014-09-03,6.090000152587891
2014-09-04,6.090000152587891
2014-09-05,6.079999923706055
2014-09-08,6.289999961853027
2014-09-09,6.159999847412109
2014-09-10,6.159999847412109
2014-09-11,6.190000057220459
2014-09-12,6.090000152587891
2014-09-15,6.190000057220459
2014-09-16,6.179999828338623
2014-09-17,6.059999942779541
2014-09-18,6.070000171661377
2014-09-19,6.159999847412109
2014-09-22,6.090000152587891
2014-09-23,6.090000152587891
2014-09-24,6.119999885559082
2014-09-25,6.050000190734863
2014-09-26,6.199999809265137
2014-09-29,6.199999809265137
2014-09-30,6.150000095367432
2014-10-01,6.150000095367432
2014-10-02,6.0
2014-10-03,6.099999904632568
2014-10-06,6.070000171661377
2014-10-07,6.099999904632568
2014-10-08,6.099999904632568
2014-10-09,6.119999885559082
2014-10-10,6.050000190734863
2014-10-13,5.96999979019165
2014-10-14,6.070000171661377
2014-10-15,6.019999980926514
2014-10-16,6.139999866485596
2014-10-17,6.050000190734863
2014-10-20,6.050000190734863
2014-10-21,6.070000171661377
2014-10-22,6.019999980926514
2014-10-23,6.039999961853027
2014-10-24,6.010000228881836
2014-10-27,6.050000190734863
2014-10-28,6.070000171661377
2014-10-29,6.059999942779541
2014-10-30,6.039999961853027
2014-10-31,6.059999942779541
2014-11-03,6.050000190734863
2014-11-04,6.010000228881836
2014-11-05,6.070000171661377
2014-11-06,6.059999942779541
2014-11-07,6.059999942779541
2014-11-10,5.989999771118164
2014-11-11,5.920000076293945
2014-11-12,6.039999961853027
2014-11-13,6.090000152587891
2014-11-14,6.010000228881836
2014-11-17,6.039999961853027
2014-11-18,6.0
2014-11-19,6.039999961853027
2014-11-20,6.039999961853027
2014-11-21,6.039999961853027
2014-11-24,6.039999961853027
2014-11-25,6.050000190734863
2014-11-26,6.03000020980835
2014-11-28,6.059999942779541
2014-12-01,6.0
2014-12-02,6.010000228881836
2014-12-03,6.090000152587891
2014-12-04,6.0
2014-12-05,6.059999942779541
2014-12-08,6.010000228881836
2014-12-09,6.010000228881836
2014-12-10,6.0
