,BRP
2021-04-20,28.68000030517578
2021-04-21,28.489999771118164
2021-04-22,29.0
2021-04-23,28.719999313354492
2021-04-26,29.190000534057617
2021-04-27,29.969999313354492
2021-04-28,29.690000534057617
2021-04-29,29.364999771118164
2021-04-30,29.020000457763672
2021-05-03,28.549999237060547
2021-05-04,27.709999084472656
2021-05-05,27.06999969482422
2021-05-06,26.270000457763672
2021-05-07,26.309999465942383
2021-05-10,25.3700008392334
2021-05-11,24.770000457763672
2021-05-12,23.59000015258789
2021-05-13,23.489999771118164
2021-05-14,24.579999923706055
