,AGEN
2007-12-21,12.300000190734863
2007-12-24,12.720000267028809
2007-12-26,12.300000190734863
2007-12-27,12.0600004196167
2007-12-28,12.600000381469727
2007-12-31,12.239999771118164
2008-01-02,12.479999542236328
2008-01-03,12.899999618530273
2008-01-04,12.899999618530273
2008-01-07,12.960000038146973
2008-01-08,12.899999618530273
2008-01-09,13.739999771118164
2008-01-10,14.34000015258789
2008-01-11,14.699999809265137
2008-01-14,14.699999809265137
2008-01-15,14.460000038146973
2008-01-16,15.0600004196167
2008-01-17,14.880000114440918
2008-01-18,14.640000343322754
2008-01-22,14.399999618530273
2008-01-23,15.119999885559082
2008-01-24,13.920000076293945
2008-01-25,13.5
2008-01-28,14.15999984741211
2008-01-29,13.199999809265137
2008-01-30,13.199999809265137
2008-01-31,13.020000457763672
2008-02-01,12.65999984741211
2008-02-04,13.020000457763672
2008-02-05,12.539999961853027
2008-02-06,12.960000038146973
2008-02-07,13.5600004196167
2008-02-08,13.020000457763672
2008-02-11,13.020000457763672
2008-02-12,13.4399995803833
2008-02-13,13.859999656677246
2008-02-14,12.960000038146973
2008-02-15,12.65999984741211
2008-02-19,13.979999542236328
2008-02-20,13.199999809265137
2008-02-21,12.779999732971191
2008-02-22,13.619999885559082
2008-02-25,13.680000305175781
2008-02-26,14.34000015258789
2008-02-27,14.279999732971191
2008-02-28,13.800000190734863
2008-02-29,13.5
2008-03-03,13.5600004196167
2008-03-04,14.100000381469727
2008-03-05,13.979999542236328
2008-03-06,12.960000038146973
2008-03-07,13.739999771118164
2008-03-10,13.4399995803833
2008-03-11,12.779999732971191
2008-03-12,13.5600004196167
2008-03-13,13.260000228881836
2008-03-14,13.619999885559082
2008-03-17,13.800000190734863
2008-03-18,14.279999732971191
2008-03-19,14.880000114440918
2008-03-20,13.5
2008-03-24,13.680000305175781
2008-03-25,15.0
2008-03-26,14.399999618530273
2008-03-27,14.640000343322754
2008-03-28,14.279999732971191
2008-03-31,14.15999984741211
2008-04-01,14.520000457763672
2008-04-02,14.819999694824219
2008-04-03,14.640000343322754
2008-04-04,15.0
2008-04-07,14.819999694824219
2008-04-08,18.18000030517578
2008-04-09,16.440000534057617
2008-04-10,15.84000015258789
2008-04-11,15.65999984741211
2008-04-14,14.880000114440918
2008-04-15,14.399999618530273
2008-04-16,14.34000015258789
2008-04-17,14.279999732971191
2008-04-18,14.640000343322754
2008-04-21,14.039999961853027
2008-04-22,13.380000114440918
2008-04-23,13.619999885559082
2008-04-24,13.5600004196167
2008-04-25,13.319999694824219
2008-04-28,13.920000076293945
2008-04-29,13.920000076293945
2008-04-30,13.5600004196167
2008-05-01,13.020000457763672
2008-05-02,13.199999809265137
2008-05-05,13.4399995803833
2008-05-06,13.619999885559082
2008-05-07,13.319999694824219
2008-05-08,13.979999542236328
2008-05-09,14.039999961853027
2008-05-12,13.979999542236328
2008-05-13,14.100000381469727
2008-05-14,13.920000076293945
2008-05-15,13.920000076293945
2008-05-16,14.15999984741211
2008-05-19,14.039999961853027
2008-05-20,14.220000267028809
2008-05-21,13.800000190734863
2008-05-22,13.680000305175781
2008-05-23,13.979999542236328
2008-05-27,13.920000076293945
2008-05-28,13.920000076293945
2008-05-29,13.920000076293945
2008-05-30,13.859999656677246
2008-06-02,13.739999771118164
2008-06-03,13.800000190734863
2008-06-04,13.920000076293945
2008-06-05,13.859999656677246
2008-06-06,13.4399995803833
2008-06-09,13.199999809265137
2008-06-10,12.720000267028809
2008-06-11,12.0600004196167
2008-06-12,12.0
2008-06-13,12.0600004196167
2008-06-16,12.0
2008-06-17,12.119999885559082
2008-06-18,11.640000343322754
2008-06-19,11.220000267028809
2008-06-20,10.800000190734863
2008-06-23,11.039999961853027
2008-06-24,10.5
2008-06-25,11.100000381469727
2008-06-26,10.4399995803833
2008-06-27,10.859999656677246
2008-06-30,11.579999923706055
2008-07-01,11.100000381469727
2008-07-02,11.579999923706055
2008-07-03,11.100000381469727
2008-07-07,10.800000190734863
2008-07-08,10.920000076293945
2008-07-09,10.380000114440918
2008-07-10,10.5600004196167
2008-07-11,10.319999694824219
2008-07-14,10.260000228881836
2008-07-15,9.779999732971191
2008-07-16,9.84000015258789
2008-07-17,10.199999809265137
2008-07-18,10.5600004196167
2008-07-21,10.859999656677246
2008-07-22,11.039999961853027
2008-07-23,11.220000267028809
2008-07-24,11.279999732971191
2008-07-25,11.039999961853027
2008-07-28,10.979999542236328
2008-07-29,10.979999542236328
2008-07-30,11.640000343322754
2008-07-31,11.819999694824219
2008-08-01,12.359999656677246
2008-08-04,11.760000228881836
2008-08-05,12.0600004196167
2008-08-06,12.119999885559082
2008-08-07,10.5600004196167
2008-08-08,11.039999961853027
2008-08-11,11.100000381469727
2008-08-12,10.979999542236328
2008-08-13,11.100000381469727
2008-08-14,11.399999618530273
2008-08-15,11.640000343322754
2008-08-18,12.0
2008-08-19,11.279999732971191
2008-08-20,11.399999618530273
2008-08-21,10.859999656677246
2008-08-22,11.039999961853027
2008-08-25,10.619999885559082
2008-08-26,11.760000228881836
2008-08-27,10.5600004196167
2008-08-28,10.979999542236328
2008-08-29,10.4399995803833
2008-09-02,10.5
2008-09-03,10.260000228881836
2008-09-04,10.5
2008-09-05,10.5600004196167
2008-09-08,10.619999885559082
2008-09-09,10.260000228881836
2008-09-10,9.420000076293945
2008-09-11,10.079999923706055
2008-09-12,9.720000267028809
2008-09-15,9.539999961853027
2008-09-16,10.020000457763672
2008-09-17,9.180000305175781
2008-09-18,9.600000381469727
2008-09-19,10.199999809265137
2008-09-22,9.65999984741211
2008-09-23,9.600000381469727
2008-09-24,8.9399995803833
2008-09-25,9.0600004196167
2008-09-26,8.880000114440918
2008-09-29,10.079999923706055
2008-09-30,9.479999542236328
2008-10-01,8.819999694824219
2008-10-02,8.279999732971191
2008-10-03,7.619999885559082
2008-10-06,7.019999980926514
2008-10-07,6.300000190734863
2008-10-08,5.340000152587891
2008-10-09,5.21999979019165
2008-10-10,3.6600000858306885
2008-10-13,5.21999979019165
2008-10-14,5.880000114440918
2008-10-15,5.880000114440918
2008-10-16,5.21999979019165
2008-10-17,5.820000171661377
2008-10-20,6.420000076293945
2008-10-21,6.480000019073486
2008-10-22,6.0
2008-10-23,5.519999980926514
2008-10-24,4.739999771118164
2008-10-27,3.5999999046325684
2008-10-28,4.019999980926514
2008-10-29,4.739999771118164
2008-10-30,4.980000019073486
2008-10-31,4.5
2008-11-03,4.5
2008-11-04,4.739999771118164
2008-11-05,4.739999771118164
2008-11-06,4.440000057220459
2008-11-07,4.079999923706055
2008-11-10,4.199999809265137
2008-11-11,4.260000228881836
2008-11-12,4.380000114440918
2008-11-13,4.260000228881836
2008-11-14,4.260000228881836
2008-11-17,3.7799999713897705
2008-11-18,4.260000228881836
2008-11-19,3.9600000381469727
2008-11-20,3.5999999046325684
2008-11-21,3.240000009536743
2008-11-24,3.6600000858306885
2008-11-25,3.0
2008-11-26,3.119999885559082
2008-11-28,3.059999942779541
2008-12-01,2.640000104904175
2008-12-02,3.180000066757202
2008-12-03,3.0
2008-12-04,2.880000114440918
2008-12-05,2.700000047683716
2008-12-08,2.5199999809265137
2008-12-09,3.0
2008-12-10,2.700000047683716
2008-12-11,3.6600000858306885
2008-12-12,3.6600000858306885
2008-12-15,3.6600000858306885
2008-12-16,3.4800000190734863
2008-12-17,3.299999952316284
2008-12-18,2.819999933242798
2008-12-19,2.880000114440918
2008-12-22,2.700000047683716
2008-12-23,2.640000104904175
2008-12-24,2.5199999809265137
2008-12-26,2.4600000381469727
2008-12-29,2.5799999237060547
2008-12-30,2.5199999809265137
2008-12-31,2.880000114440918
2009-01-02,2.880000114440918
2009-01-05,2.880000114440918
2009-01-06,2.759999990463257
2009-01-07,2.940000057220459
2009-01-08,2.940000057220459
2009-01-09,3.0
2009-01-12,2.759999990463257
2009-01-13,2.640000104904175
2009-01-14,2.2200000286102295
2009-01-15,2.0999999046325684
2009-01-16,2.1600000858306885
2009-01-20,2.1600000858306885
2009-01-21,2.1600000858306885
2009-01-22,2.3399999141693115
2009-01-23,2.2799999713897705
2009-01-26,2.3399999141693115
2009-01-27,2.2799999713897705
2009-01-28,2.5199999809265137
2009-01-29,2.5799999237060547
2009-01-30,2.2799999713897705
2009-02-02,2.4600000381469727
2009-02-03,2.4600000381469727
2009-02-04,2.5799999237060547
2009-02-05,2.5799999237060547
2009-02-06,3.0
2009-02-09,2.880000114440918
2009-02-10,2.700000047683716
2009-02-11,2.700000047683716
2009-02-12,2.759999990463257
2009-02-13,2.4600000381469727
2009-02-17,2.640000104904175
2009-02-18,2.700000047683716
2009-02-19,2.700000047683716
2009-02-20,2.5799999237060547
2009-02-23,2.4600000381469727
2009-02-24,2.2799999713897705
2009-02-25,1.9199999570846558
2009-02-26,1.8600000143051147
2009-02-27,2.4000000953674316
2009-03-02,1.8600000143051147
2009-03-03,1.8600000143051147
2009-03-04,1.9800000190734863
2009-03-05,1.8600000143051147
2009-03-06,1.7999999523162842
2009-03-09,1.9800000190734863
2009-03-10,2.0999999046325684
2009-03-11,1.8600000143051147
2009-03-12,2.2200000286102295
2009-03-13,2.1600000858306885
2009-03-16,2.0399999618530273
2009-03-17,2.2799999713897705
2009-03-18,2.1600000858306885
2009-03-19,2.2799999713897705
2009-03-20,2.1600000858306885
2009-03-23,2.2200000286102295
2009-03-24,2.2799999713897705
2009-03-25,2.2799999713897705
2009-03-26,2.4000000953674316
2009-03-27,2.940000057220459
2009-03-30,3.0
2009-03-31,2.940000057220459
2009-04-01,3.0
2009-04-02,2.759999990463257
2009-04-03,2.759999990463257
2009-04-06,2.700000047683716
2009-04-07,2.640000104904175
2009-04-08,2.640000104904175
2009-04-09,2.700000047683716
2009-04-13,2.819999933242798
2009-04-14,4.320000171661377
2009-04-15,3.7799999713897705
2009-04-16,3.5399999618530273
2009-04-17,3.9000000953674316
2009-04-20,4.019999980926514
2009-04-21,4.920000076293945
2009-04-22,4.800000190734863
2009-04-23,4.079999923706055
2009-04-24,3.9000000953674316
2009-04-27,4.199999809265137
2009-04-28,3.9600000381469727
2009-04-29,4.260000228881836
2009-04-30,4.260000228881836
2009-05-01,4.380000114440918
2009-05-04,4.139999866485596
2009-05-05,4.079999923706055
2009-05-06,4.199999809265137
2009-05-07,4.260000228881836
2009-05-08,4.139999866485596
2009-05-11,4.079999923706055
2009-05-12,4.079999923706055
2009-05-13,3.9000000953674316
2009-05-14,4.019999980926514
2009-05-15,3.9600000381469727
2009-05-18,3.9600000381469727
2009-05-19,3.9000000953674316
2009-05-20,3.7200000286102295
2009-05-21,3.7200000286102295
2009-05-22,3.7200000286102295
2009-05-26,3.240000009536743
2009-05-27,3.5399999618530273
2009-05-28,4.139999866485596
2009-05-29,4.380000114440918
2009-06-01,5.340000152587891
2009-06-02,9.180000305175781
2009-06-03,15.899999618530273
2009-06-04,16.020000457763672
2009-06-05,13.380000114440918
2009-06-08,12.359999656677246
2009-06-09,12.420000076293945
2009-06-10,13.979999542236328
2009-06-11,12.84000015258789
2009-06-12,12.899999618530273
2009-06-15,12.359999656677246
2009-06-16,11.640000343322754
2009-06-17,12.359999656677246
2009-06-18,12.119999885559082
2009-06-19,12.0
2009-06-22,11.34000015258789
2009-06-23,10.859999656677246
2009-06-24,11.039999961853027
2009-06-25,11.819999694824219
2009-06-26,11.220000267028809
2009-06-29,11.039999961853027
2009-06-30,12.539999961853027
2009-07-01,11.819999694824219
2009-07-02,11.579999923706055
2009-07-06,10.800000190734863
2009-07-07,10.199999809265137
2009-07-08,9.779999732971191
2009-07-09,9.420000076293945
2009-07-10,9.180000305175781
2009-07-13,10.199999809265137
2009-07-14,11.100000381469727
2009-07-15,10.319999694824219
2009-07-16,9.479999542236328
2009-07-17,9.600000381469727
2009-07-20,9.899999618530273
2009-07-21,10.920000076293945
2009-07-22,12.720000267028809
2009-07-23,14.039999961853027
2009-07-24,13.619999885559082
2009-07-27,14.100000381469727
2009-07-28,17.940000534057617
2009-07-29,15.600000381469727
2009-07-30,14.279999732971191
2009-07-31,13.140000343322754
2009-08-03,15.479999542236328
2009-08-04,14.220000267028809
2009-08-05,13.5
2009-08-06,13.4399995803833
2009-08-07,13.199999809265137
2009-08-10,12.960000038146973
2009-08-11,12.420000076293945
2009-08-12,12.65999984741211
2009-08-13,13.680000305175781
2009-08-14,12.720000267028809
2009-08-17,12.0600004196167
2009-08-18,12.119999885559082
2009-08-19,12.420000076293945
2009-08-20,12.479999542236328
2009-08-21,12.119999885559082
2009-08-24,12.600000381469727
2009-08-25,12.300000190734863
2009-08-26,13.020000457763672
2009-08-27,12.720000267028809
2009-08-28,12.84000015258789
2009-08-31,12.420000076293945
2009-09-01,12.0
2009-09-02,12.0600004196167
2009-09-03,11.880000114440918
2009-09-04,11.9399995803833
2009-09-08,12.600000381469727
2009-09-09,12.899999618530273
2009-09-10,14.399999618530273
2009-09-11,13.920000076293945
2009-09-14,13.140000343322754
2009-09-15,13.140000343322754
2009-09-16,12.239999771118164
2009-09-17,12.300000190734863
2009-09-18,12.180000305175781
2009-09-21,13.319999694824219
2009-09-22,13.020000457763672
2009-09-23,13.680000305175781
2009-09-24,12.479999542236328
2009-09-25,12.479999542236328
2009-09-28,12.720000267028809
2009-09-29,12.600000381469727
2009-09-30,12.420000076293945
2009-10-01,12.420000076293945
2009-10-02,12.239999771118164
2009-10-05,12.180000305175781
2009-10-06,12.0
2009-10-07,12.720000267028809
2009-10-08,12.300000190734863
2009-10-09,12.479999542236328
2009-10-12,12.239999771118164
2009-10-13,12.359999656677246
2009-10-14,12.539999961853027
2009-10-15,12.899999618530273
2009-10-16,12.539999961853027
2009-10-19,12.899999618530273
2009-10-20,12.539999961853027
2009-10-21,7.260000228881836
2009-10-22,7.320000171661377
2009-10-23,7.619999885559082
2009-10-26,7.5
2009-10-27,7.199999809265137
2009-10-28,6.420000076293945
2009-10-29,6.059999942779541
2009-10-30,6.0
2009-11-02,5.760000228881836
2009-11-03,5.820000171661377
2009-11-04,5.760000228881836
2009-11-05,5.820000171661377
2009-11-06,6.119999885559082
2009-11-09,6.360000133514404
2009-11-10,6.599999904632568
2009-11-11,6.300000190734863
2009-11-12,6.480000019073486
2009-11-13,6.179999828338623
2009-11-16,5.940000057220459
2009-11-17,5.820000171661377
2009-11-18,5.820000171661377
2009-11-19,5.760000228881836
2009-11-20,5.400000095367432
2009-11-23,4.559999942779541
2009-11-24,4.739999771118164
2009-11-25,4.559999942779541
2009-11-27,4.559999942779541
2009-11-30,4.260000228881836
2009-12-01,4.440000057220459
2009-12-02,4.5
2009-12-03,4.679999828338623
2009-12-04,4.679999828338623
2009-12-07,4.440000057220459
2009-12-08,4.320000171661377
2009-12-09,4.260000228881836
2009-12-10,4.199999809265137
2009-12-11,4.679999828338623
2009-12-14,4.559999942779541
2009-12-15,4.380000114440918
2009-12-16,4.260000228881836
2009-12-17,4.079999923706055
2009-12-18,3.9600000381469727
2009-12-21,4.139999866485596
2009-12-22,4.019999980926514
2009-12-23,4.199999809265137
2009-12-24,4.260000228881836
2009-12-28,3.9600000381469727
2009-12-29,4.019999980926514
2009-12-30,4.079999923706055
2009-12-31,3.8399999141693115
2010-01-04,3.8399999141693115
2010-01-05,3.7799999713897705
2010-01-06,3.7200000286102295
2010-01-07,3.5999999046325684
2010-01-08,4.079999923706055
2010-01-11,4.320000171661377
2010-01-12,4.679999828338623
2010-01-13,6.300000190734863
2010-01-14,5.940000057220459
2010-01-15,5.699999809265137
2010-01-19,5.400000095367432
2010-01-20,5.039999961853027
2010-01-21,5.21999979019165
2010-01-22,4.860000133514404
2010-01-25,4.679999828338623
2010-01-26,4.5
2010-01-27,4.920000076293945
2010-01-28,4.920000076293945
2010-01-29,4.5
2010-02-01,4.920000076293945
2010-02-02,5.039999961853027
2010-02-03,4.739999771118164
2010-02-04,4.619999885559082
2010-02-05,4.380000114440918
2010-02-08,4.619999885559082
2010-02-09,4.440000057220459
2010-02-10,4.440000057220459
2010-02-11,4.440000057220459
2010-02-12,4.380000114440918
2010-02-16,4.440000057220459
2010-02-17,4.860000133514404
2010-02-18,4.5
2010-02-19,4.920000076293945
2010-02-22,4.860000133514404
2010-02-23,4.980000019073486
2010-02-24,4.739999771118164
2010-02-25,4.860000133514404
2010-02-26,4.619999885559082
2010-03-01,4.619999885559082
2010-03-02,4.619999885559082
2010-03-03,4.559999942779541
2010-03-04,4.559999942779541
2010-03-05,4.559999942779541
2010-03-08,4.5
2010-03-09,4.619999885559082
2010-03-10,4.619999885559082
2010-03-11,4.800000190734863
2010-03-12,4.619999885559082
2010-03-15,4.619999885559082
2010-03-16,4.619999885559082
2010-03-17,4.5
2010-03-18,4.800000190734863
2010-03-19,4.679999828338623
2010-03-22,4.5
2010-03-23,4.679999828338623
2010-03-24,4.559999942779541
2010-03-25,4.5
2010-03-26,4.380000114440918
2010-03-29,4.440000057220459
2010-03-30,4.199999809265137
2010-03-31,4.380000114440918
2010-04-01,4.199999809265137
2010-04-05,4.260000228881836
2010-04-06,4.380000114440918
2010-04-07,4.380000114440918
2010-04-08,4.380000114440918
2010-04-09,4.5
2010-04-12,5.699999809265137
2010-04-13,7.800000190734863
2010-04-14,7.019999980926514
2010-04-15,7.380000114440918
2010-04-16,7.260000228881836
2010-04-19,6.840000152587891
2010-04-20,7.019999980926514
2010-04-21,7.079999923706055
2010-04-22,7.380000114440918
2010-04-23,7.380000114440918
2010-04-26,7.139999866485596
2010-04-27,6.960000038146973
2010-04-28,6.840000152587891
2010-04-29,7.380000114440918
2010-04-30,6.960000038146973
2010-05-03,7.380000114440918
2010-05-04,6.78000020980835
2010-05-05,6.659999847412109
2010-05-06,5.760000228881836
2010-05-07,5.639999866485596
2010-05-10,6.599999904632568
2010-05-11,7.739999771118164
2010-05-12,8.279999732971191
2010-05-13,7.440000057220459
2010-05-14,7.380000114440918
2010-05-17,8.100000381469727
2010-05-18,8.279999732971191
2010-05-19,8.15999984741211
2010-05-20,6.480000019073486
2010-05-21,6.059999942779541
2010-05-24,6.420000076293945
2010-05-25,6.179999828338623
2010-05-26,6.059999942779541
2010-05-27,6.239999771118164
2010-05-28,6.179999828338623
2010-06-01,5.940000057220459
2010-06-02,5.820000171661377
2010-06-03,6.059999942779541
2010-06-04,6.119999885559082
2010-06-07,5.460000038146973
2010-06-08,5.039999961853027
2010-06-09,4.800000190734863
2010-06-10,5.159999847412109
2010-06-11,5.699999809265137
2010-06-14,5.699999809265137
2010-06-15,5.880000114440918
2010-06-16,5.699999809265137
2010-06-17,5.820000171661377
2010-06-18,5.820000171661377
2010-06-21,5.699999809265137
2010-06-22,5.28000020980835
2010-06-23,5.099999904632568
2010-06-24,5.28000020980835
2010-06-25,5.400000095367432
2010-06-28,5.28000020980835
2010-06-29,5.039999961853027
2010-06-30,4.860000133514404
2010-07-01,4.619999885559082
2010-07-02,4.739999771118164
2010-07-06,4.5
2010-07-07,4.800000190734863
2010-07-08,4.679999828338623
2010-07-09,4.559999942779541
2010-07-12,4.559999942779541
2010-07-13,4.860000133514404
2010-07-14,4.920000076293945
2010-07-15,4.619999885559082
2010-07-16,4.679999828338623
2010-07-19,4.619999885559082
2010-07-20,4.739999771118164
2010-07-21,4.559999942779541
2010-07-22,4.679999828338623
2010-07-23,4.800000190734863
2010-07-26,4.739999771118164
2010-07-27,5.460000038146973
2010-07-28,5.519999980926514
2010-07-29,5.21999979019165
2010-07-30,5.099999904632568
2010-08-02,5.159999847412109
2010-08-03,5.039999961853027
2010-08-04,5.039999961853027
2010-08-05,4.860000133514404
2010-08-06,4.920000076293945
2010-08-09,4.800000190734863
2010-08-10,4.679999828338623
2010-08-11,4.559999942779541
2010-08-12,4.619999885559082
2010-08-13,4.5
2010-08-16,4.5
2010-08-17,4.5
2010-08-18,4.679999828338623
2010-08-19,4.5
2010-08-20,4.559999942779541
2010-08-23,4.559999942779541
2010-08-24,4.679999828338623
2010-08-25,5.099999904632568
2010-08-26,4.619999885559082
2010-08-27,4.679999828338623
2010-08-30,4.679999828338623
2010-08-31,4.619999885559082
2010-09-01,4.679999828338623
2010-09-02,4.559999942779541
2010-09-03,4.739999771118164
2010-09-07,4.800000190734863
2010-09-08,4.800000190734863
2010-09-09,4.920000076293945
2010-09-10,5.579999923706055
2010-09-13,5.579999923706055
2010-09-14,5.28000020980835
2010-09-15,5.400000095367432
2010-09-16,5.400000095367432
2010-09-17,5.340000152587891
2010-09-20,6.239999771118164
2010-09-21,5.880000114440918
2010-09-22,5.880000114440918
2010-09-23,5.940000057220459
2010-09-24,5.820000171661377
2010-09-27,6.0
2010-09-28,6.119999885559082
2010-09-29,6.0
2010-09-30,5.940000057220459
2010-10-01,5.820000171661377
2010-10-04,5.760000228881836
2010-10-05,5.760000228881836
2010-10-06,6.059999942779541
2010-10-07,6.480000019073486
2010-10-08,6.360000133514404
2010-10-11,5.940000057220459
2010-10-12,6.059999942779541
2010-10-13,6.300000190734863
2010-10-14,6.119999885559082
2010-10-15,6.300000190734863
2010-10-18,6.059999942779541
2010-10-19,5.940000057220459
2010-10-20,5.880000114440918
2010-10-21,5.760000228881836
2010-10-22,5.760000228881836
2010-10-25,5.880000114440918
2010-10-26,5.880000114440918
2010-10-27,5.760000228881836
2010-10-28,5.460000038146973
2010-10-29,5.400000095367432
2010-11-01,5.340000152587891
2010-11-02,5.639999866485596
2010-11-03,5.460000038146973
2010-11-04,5.639999866485596
2010-11-05,6.0
2010-11-08,5.820000171661377
2010-11-09,5.400000095367432
2010-11-10,5.519999980926514
2010-11-11,5.579999923706055
2010-11-12,5.460000038146973
2010-11-15,5.519999980926514
2010-11-16,5.400000095367432
2010-11-17,5.460000038146973
2010-11-18,5.460000038146973
2010-11-19,5.519999980926514
2010-11-22,5.519999980926514
2010-11-23,5.400000095367432
2010-11-24,5.400000095367432
2010-11-26,5.400000095367432
2010-11-29,5.460000038146973
2010-11-30,5.340000152587891
2010-12-01,5.579999923706055
2010-12-02,5.400000095367432
2010-12-03,5.340000152587891
2010-12-06,5.579999923706055
2010-12-07,5.460000038146973
2010-12-08,5.340000152587891
2010-12-09,5.340000152587891
2010-12-10,5.460000038146973
2010-12-13,5.340000152587891
2010-12-14,5.519999980926514
2010-12-15,5.460000038146973
2010-12-16,5.519999980926514
2010-12-17,5.400000095367432
2010-12-20,5.400000095367432
2010-12-21,6.179999828338623
2010-12-22,6.119999885559082
2010-12-23,5.940000057220459
2010-12-27,6.059999942779541
2010-12-28,6.360000133514404
2010-12-29,6.179999828338623
2010-12-30,6.059999942779541
2010-12-31,6.059999942779541
2011-01-03,6.360000133514404
2011-01-04,6.300000190734863
2011-01-05,6.659999847412109
2011-01-06,6.360000133514404
2011-01-07,6.119999885559082
2011-01-10,6.0
2011-01-11,6.179999828338623
2011-01-12,6.179999828338623
2011-01-13,6.239999771118164
2011-01-14,6.119999885559082
2011-01-18,6.059999942779541
2011-01-19,5.760000228881836
2011-01-20,5.639999866485596
2011-01-21,5.639999866485596
2011-01-24,5.699999809265137
2011-01-25,5.699999809265137
2011-01-26,5.699999809265137
2011-01-27,5.699999809265137
2011-01-28,5.519999980926514
2011-01-31,5.519999980926514
2011-02-01,5.579999923706055
2011-02-02,5.579999923706055
2011-02-03,5.519999980926514
2011-02-04,5.699999809265137
2011-02-07,5.639999866485596
2011-02-08,5.639999866485596
2011-02-09,5.639999866485596
2011-02-10,5.579999923706055
2011-02-11,5.579999923706055
2011-02-14,5.519999980926514
2011-02-15,5.579999923706055
2011-02-16,5.579999923706055
2011-02-17,5.639999866485596
2011-02-18,5.699999809265137
2011-02-22,5.880000114440918
2011-02-23,5.579999923706055
2011-02-24,5.579999923706055
2011-02-25,5.579999923706055
2011-02-28,5.460000038146973
2011-03-01,5.579999923706055
2011-03-02,5.579999923706055
2011-03-03,5.699999809265137
2011-03-04,5.639999866485596
2011-03-07,5.639999866485596
2011-03-08,5.760000228881836
2011-03-09,5.880000114440918
2011-03-10,5.699999809265137
2011-03-11,5.820000171661377
2011-03-14,5.579999923706055
2011-03-15,5.519999980926514
2011-03-16,5.340000152587891
2011-03-17,5.28000020980835
2011-03-18,5.639999866485596
2011-03-21,5.519999980926514
2011-03-22,5.639999866485596
2011-03-23,5.579999923706055
2011-03-24,5.460000038146973
2011-03-25,5.460000038146973
2011-03-28,5.460000038146973
2011-03-29,5.579999923706055
2011-03-30,5.460000038146973
2011-03-31,5.460000038146973
2011-04-01,5.400000095367432
2011-04-04,5.579999923706055
2011-04-05,5.519999980926514
2011-04-06,5.400000095367432
2011-04-07,5.699999809265137
2011-04-08,5.639999866485596
2011-04-11,5.760000228881836
2011-04-12,5.579999923706055
2011-04-13,5.519999980926514
2011-04-14,5.519999980926514
2011-04-15,5.519999980926514
2011-04-18,5.340000152587891
2011-04-19,5.460000038146973
2011-04-20,5.579999923706055
2011-04-21,5.639999866485596
2011-04-25,5.579999923706055
2011-04-26,5.519999980926514
2011-04-27,5.760000228881836
2011-04-28,5.639999866485596
2011-04-29,5.699999809265137
2011-05-02,5.699999809265137
2011-05-03,5.639999866485596
2011-05-04,5.519999980926514
2011-05-05,5.340000152587891
2011-05-06,5.460000038146973
2011-05-09,5.639999866485596
2011-05-10,5.820000171661377
2011-05-11,5.699999809265137
2011-05-12,5.639999866485596
2011-05-13,5.579999923706055
2011-05-16,5.639999866485596
2011-05-17,5.639999866485596
2011-05-18,5.639999866485596
2011-05-19,5.880000114440918
2011-05-20,5.699999809265137
2011-05-23,5.639999866485596
2011-05-24,5.519999980926514
2011-05-25,5.519999980926514
2011-05-26,5.519999980926514
2011-05-27,5.579999923706055
2011-05-31,5.519999980926514
2011-06-01,5.639999866485596
2011-06-02,5.820000171661377
2011-06-03,6.059999942779541
2011-06-06,5.400000095367432
2011-06-07,5.159999847412109
2011-06-08,5.039999961853027
2011-06-09,4.920000076293945
2011-06-10,4.860000133514404
2011-06-13,4.739999771118164
2011-06-14,5.039999961853027
2011-06-15,4.920000076293945
2011-06-16,4.860000133514404
2011-06-17,4.679999828338623
2011-06-20,4.739999771118164
2011-06-21,4.920000076293945
2011-06-22,4.800000190734863
2011-06-23,4.800000190734863
2011-06-24,4.619999885559082
2011-06-27,4.800000190734863
2011-06-28,4.800000190734863
2011-06-29,4.739999771118164
2011-06-30,4.679999828338623
2011-07-01,4.860000133514404
2011-07-05,4.980000019073486
2011-07-06,4.920000076293945
2011-07-07,4.920000076293945
2011-07-08,4.920000076293945
2011-07-11,4.800000190734863
2011-07-12,4.619999885559082
2011-07-13,4.679999828338623
2011-07-14,4.619999885559082
2011-07-15,4.619999885559082
2011-07-18,4.679999828338623
2011-07-19,4.679999828338623
2011-07-20,4.619999885559082
2011-07-21,4.739999771118164
2011-07-22,4.860000133514404
2011-07-25,4.739999771118164
2011-07-26,4.739999771118164
2011-07-27,4.619999885559082
2011-07-28,4.679999828338623
2011-07-29,4.619999885559082
2011-08-01,4.679999828338623
2011-08-02,4.619999885559082
2011-08-03,4.320000171661377
2011-08-04,3.9000000953674316
2011-08-05,3.5399999618530273
2011-08-08,3.299999952316284
2011-08-09,3.4200000762939453
2011-08-10,3.0
2011-08-11,3.359999895095825
2011-08-12,3.240000009536743
2011-08-15,3.359999895095825
2011-08-16,3.299999952316284
2011-08-17,3.4200000762939453
2011-08-18,3.180000066757202
2011-08-19,3.0
2011-08-22,3.119999885559082
2011-08-23,3.059999942779541
2011-08-24,3.059999942779541
2011-08-25,3.059999942779541
2011-08-26,3.059999942779541
2011-08-29,3.059999942779541
2011-08-30,3.180000066757202
2011-08-31,3.119999885559082
2011-09-01,3.119999885559082
2011-09-02,2.940000057220459
2011-09-06,2.940000057220459
2011-09-07,3.119999885559082
2011-09-08,3.119999885559082
2011-09-09,3.180000066757202
2011-09-12,3.299999952316284
2011-09-13,3.359999895095825
2011-09-14,3.359999895095825
